Bengali,Punjabi
সময় পরিমাণ,ਸਮਾਂ ਮਾਤਰਾ
টাইমার ঘড়ি,ਟਾਈਮਰ ਘੜੀ
"সময় নিবন্ধ
 (= টাইমার)","ਸਮਾਂ ਰਜਿਸਟਰ
 (= ਟਾਈਮਰ)"
সময় প্রতিক্রিয়া,ਟਾਈਮ ਜਵਾਬ
সময় স্কেল,ਟਾਈਮ ਸਕੇਲ
সময় ভাগ,ਸਮਾਂ ਸਾਂਝਾਕਰਨ
"সময় ভাগ
 পদ্ধতি","ਸਮਾਂ ਸਾਂਝਾਕਰਨ
 ਸਿਸਟਮ"
সময় কাটা,ਸਮਾਂ
সময় নমুনা,ਸਮੇਂ ਦਾ ਨਮੂਨਾ
টাইমিং ডায়াগ্রাম,ਟਾਈਮਿੰਗ ਡਾਇਗਰਾਮ
সময় সংকেত,ਟਾਈਮਿੰਗ ਸਿਗਨਲ
টিপ নোড,ਟਿਪ ਨੋਡ
টগলিং গতি,ਟੌਗਲਿੰਗ ਸਪੀਡਿੰਗ
টোকেন রিং,ਟੋਕਨ ਰਿੰਗ
"আপাদোমোস্তোক
 উন্নয়ন","ਹੇਠੋ ਉੱਤੇ
 ਵਿਕਾਸ"
শীর্ষ ডাউন পার্সিং,ਚੋਟੀ ਦੇ ਪਾਰਸਿੰਗ
মোট ফাংশন,ਕੁੱਲ ਫੰਕਸ਼ਨ
"সম্পূর্ণ আদেশ
 কাঠামো","ਬਿਲਕੁਲ ਆਰਡਰ ਕੀਤਾ
 Structure ਾਂਚਾ"
ট্রেস ডিবাগিং,ਟਰੇਸ ਡੀਬੱਗਿੰਗ
ট্রেস প্রোগ্রাম,ਟਰੇਸ ਪ੍ਰੋਗਰਾਮ
ট্রেসিং রুটিন,ਟਰੇਸਾਈਨ ਟਰੇਸਾਈਨ
ট্র্যাক,ਟਰੈਕ
গোপন ব্যাবসা,ਵਪਾਰ ਰਾਜ਼
ট্রাফিক নিয়ন্ত্রণ,ਟ੍ਰੈਫਿਕ ਕੰਟਰੋਲ
ট্রেইল বিভাজক,ਟ੍ਰੇਲ ਵਿਭਾਜਨ
ট্রেলার লেবেল,ਟ੍ਰੇਲਰ ਲੇਬਲ
ট্রেলার রেকর্ড,ਟ੍ਰੇਲਰ ਰਿਕਾਰਡ
ট্রেন প্রিন্টার,ਟ੍ਰੇਨ ਪ੍ਰਿੰਟਰ
লেনদেন ফাইল,ਟ੍ਰਾਂਜੈਕਸ਼ਨ ਫਾਈਲ
"লেনদেন
 প্রক্রিয়াজাতকরণ","ਲੈਣ-ਦੇਣ
 ਕਾਰਵਾਈ"
"ট্রান্সবার্ডার
 তথ্য প্রবাহ","ਟ੍ਰਾਂਸਬਡਰਡਰ
 ਡਾਟਾਫਲੋ"
প্রতিলিপি ডেটা,ਪ੍ਰਤੀਕ੍ਰਿਤੀ ਡੇਟਾ
ট্রান্সডুসার,ਟ੍ਰਾਂਸਡਿ cer ਸਰ
ট্রান্সফার সার্কিট,ਸਰਕਟ ਦਾ ਤਬਾਦਲਾ
স্থানান্তর অপারেশন,ਤਬਾਦਲਾ
স্থানান্তর হার,ਤਬਾਦਲੇ ਦੀ ਦਰ
স্থানান্তর সময়,ਤਬਾਦਲਾ ਕਰਨ ਦਾ ਸਮਾਂ
"স্থানান্তর ভেক্টর
 প্রযুক্তি","ਟ੍ਰਾਂਸਫਰ ਵੈਕਟਰ
 ਤਕਨੀਕ"
ট্রান্সফিনাইট,ਟ੍ਰਾਂਸਫਿਨਾਈਟ
"রূপান্তরকারী
 শব্দার্থবিজ্ঞান","ਤਬਦੀਲੀ
 ਅਰਥਵਾਦੀ"
"রূপান্তর
 মনয়েড","ਤਬਦੀਲੀ
 ਮੋਨੋਇਡ"
"রূপান্তর
 সেমিগ্রুপ","ਤਬਦੀਲੀ
 Seemigurop"
রূপান্তর ডোমেন,ਟ੍ਰਾਂਸਫਾਰਮੋ ਡੋਮੇਨ
ক্ষণস্থায়ী অঞ্চল,ਅਸਥਾਈ ਖੇਤਰ
ক্ষণস্থায়ী ত্রুটি,ਅਸਥਾਈ ਗਲਤੀ
ক্ষণস্থায়ী রুটিন,ਅਸਥਾਈ ਰੁਟੀਨ
"ট্রানজিস্টর-
 ট্রানজিস্টর লজিক","ਟ੍ਰਾਂਸਿਸਟੋਰ-
 ਟ੍ਰਾਂਸਿਸਟੋਰ ਤਰਕ"
ট্রানজিশন কার্ড,ਤਬਦੀਲੀ ਕਾਰਡ
ট্রানজিটিভ ক্লোজার,ਪਰਿਵਰਤਨਸ਼ੀਲ ਬੰਦ
সময়কাল অনুবাদ,ਅੰਤਰਾਲ ਦਾ ਅਨੁਵਾਦ ਕਰੋ
অনুবাদ,ਅਨੁਵਾਦ
অনুবাদ টেবিল,ਅਨੁਵਾਦ ਸਾਰਣੀ
অনুবাদক প্রোগ্রাম,ਅਨੁਵਾਦਕ ਪ੍ਰੋਗਰਾਮ
অনুবাদক রুটিন,ਅਨੁਵਾਦਕ ਰੁਟੀਨ
"অনুবাদক রচনা
 পদ্ধতি","ਅਨੁਵਾਦਕ ਲਿਖਤ
 ਸਿਸਟਮ"
লিপ্লিটারেশন,ਲਿਪੀ ਅੰਤਰਨ
"সংক্রমণ ব্লক
 চরিত্র","ਪ੍ਰਸਾਰਣ ਬਲਾਕ
 ਅੱਖਰ"
"সংক্রমণ
 চ্যানেল","ਸੰਚਾਰ
 ਚੈਨਲ"
সংক্রমণ কোড,ਟ੍ਰਾਂਸਮਿਸ਼ਨ ਕੋਡ
"সংক্রমণ
 নিয়ন্ত্রণ চরিত্র","ਸੰਚਾਰ
 ਕੰਟਰੋਲ ਅੱਖਰ"
"সংক্রমণ
 বিচ্যুতি","ਸੰਚਾਰ
 ਭਟਕਣਾ"
"সংক্রমণ
 এক্সটেনশন","ਸੰਚਾਰ
 ਵਿਸਥਾਰ"
"সংক্রমণ
 সুবিধা","ਸੰਚਾਰ
 ਸਹੂਲਤ"
"সংক্রমণ
 ইন্টারফেস","ਸੰਚਾਰ
 ਇੰਟਰਫੇਸ"
"সংক্রমণ
 বাধা","ਸੰਚਾਰ
 ਰੁਕਾਵਟ"
সংক্রমণ স্তর,ਪ੍ਰਸਾਰਣ ਦਾ ਪੱਧਰ
"সংক্রমণ স্তর
 পয়েন্ট","ਪ੍ਰਸਾਰਣ ਦਾ ਪੱਧਰ
 ਬਿੰਦੂ"
পরিচলন রেখা,ਪ੍ਰਸਾਰਣ ਲਾਈਨ
সংক্রমণ লিঙ্ক,ਟ੍ਰਾਂਸਮਿਸ਼ਨ ਲਿੰਕ
সংক্রমণ ক্ষতি,ਪ੍ਰਸਾਰਣ ਦਾ ਨੁਕਸਾਨ
"সংক্রমণ
 মধ্যম","ਸੰਚਾਰ
 ਮਾਧਿਅਮ"
"সংক্রমণ
 উদ্দেশ্য","ਸੰਚਾਰ
 ਉਦੇਸ਼"
সংক্রমণ হার,ਸੰਚਾਰ ਦਰ
"সংক্রমণ
 পরিষেবা","ਸੰਚਾਰ
 ਸੇਵਾ"
সংক্রমণ গতি,ਪ੍ਰਸਾਰਣ ਦੀ ਗਤੀ
সংক্রমণ সিস্টেম কোড,ਟ੍ਰਾਂਸਮਿਸ਼ਨ ਸਿਸਟਮ ਕੋਡ
"নিয়ন্ত্রণ নিয়ন্ত্রণ
 ব্লক","ਪ੍ਰਸਾਰਿਤ ਨਿਯੰਤਰਣ
 ਬਲਾਕ"
ডেটা সেট প্রেরণ,ਟ੍ਰਾਂਸਮਿਟ ਡਾਟਾ ਸੈਟ
"প্রবাহ প্রেরণ করুন
 নিয়ন্ত্রণ","ਪ੍ਰਸਾਰਿਤ ਪ੍ਰਵਾਹ
 ਨਿਯੰਤਰਣ"
পা প্রেরণ,ਪਾਰਟ
ট্রান্সমিটাল মোড,ਟ੍ਰਾਂਸਮੇਟਲ ਮੋਡ
"সংক্রমণ
 তথ্য","ਪ੍ਰਸਾਰਿਤ
 ਜਾਣਕਾਰੀ"
ট্রান্সমিটার,ਟ੍ਰਾਂਸਮੀਟਰ
"ট্রান্সমিটার
 নিবন্ধন","ਟ੍ਰਾਂਸਮੀਟਰ
 ਰਜਿਸਟਰ"
"ট্রান্সমিটার শুরু
 কোড","ਟ੍ਰਾਂਸਮੀਟਰ ਸ਼ੁਰੂ
 ਕੋਡ"
ট্রান্সমাল্টিপ্লেক্সার,ਟ੍ਰਾਂਸਮਪਲਿਪਟਰ
"স্বচ্ছতা
 মোড","ਪਾਰਦਰਸ਼ਤਾ
 ਮੋਡ"
স্বচ্ছ ডেটা,ਪਾਰਦਰਸ਼ੀ ਡੇਟਾ
স্বচ্ছ তথ্য,ਪਾਰਦਰਸ਼ੀ ਜਾਣਕਾਰੀ
"স্বচ্ছ পাঠ্য
 মোড","ਪਾਰਦਰਸ਼ੀ ਟੈਕਸਟ
 ਮੋਡ"
সংক্রমণ,ਸੰਚਾਰ
ট্রান্সপন্ডার,ਟ੍ਰਾਂਸਪੋਂਡਰ
পরিবহনযোগ্য প্রোগ্রাম (= পোর্টেবল প্রোগ্রাম),ਆਵਾਜਾਈਯੋਗ ਪ੍ਰੋਗਰਾਮ (= ਪੋਰਟੇਬਲ ਪ੍ਰੋਗਰਾਮ)
পরিবহন ইউনিট,ਟ੍ਰਾਂਸਪੋਰਟ ਯੂਨਿਟ
ট্রান্সভার্স চেক,ਟ੍ਰਾਂਸਵਰਸ ਜਾਂਚ
"ট্রান্সভার্স প্যারিটি
 পরীক্ষা করুন","ਟ੍ਰਾਂਸਵਰਸ ਸਮਾਨਤਾ
 ਚੈਕ"
"ট্রান্সভার্স
 অপ্রয়োজনীয়তা
 পরীক্ষা করুন","ਟ੍ਰਾਂਸਵਰਸ
 ਰਿਡੰਡੈਂਸੀ
 ਚੈਕ"
"ট্রান্সভার্স
 স্ক্যানিং","ਟ੍ਰਾਂਸਵਰਸ
 ਸਕੈਨਿੰਗ"
ফাঁদ,ਜਾਲ
ফাঁদ দরজা,ਜਾਲ ਦਾ ਦਰਵਾਜ਼ਾ
ট্র্যাপিজিয়াম নিয়ম,ਟ੍ਰੈਪਿਜ਼ਿਅਮ ਨਿਯਮ
আটকা পড়া,ਫਸਾਉਣਾ
ট্র্যাপিং মোড,ਟਰੇਪਿੰਗ ਮੋਡ
"ভ্রমণ ক্লাস
 চিহ্ন","ਯਾਤਰਾ ਕਲਾਸ
 ਮਾਰਕ"
"ভ্রমণ তরঙ্গ
 নল","ਯਾਤਰਾ ਦੀ ਲਹਿਰ
 ਟਿਊਬ"
ট্র্যাভারসাল,ਟ੍ਰਾਵਰਸਲ
ট্র্যাভার্স,ਟ੍ਰਾਵਰਸ
গাছ,ਰੁੱਖ
গাছ অটোমাতা,ਦਰੱਖਤ ਆਟੋਮੈਟਾ
"গাছের ফর্ম
 ভাষা","ਟ੍ਰੀ ਫਾਰਮ
 ਭਾਸ਼ਾ"
গাছের ব্যাকরণ,ਟ੍ਰੀ ਵਿਆਕਰਣ
গাছের ভাষা,ਰੁੱਖ ਦੀ ਭਾਸ਼ਾ
গাছের নেটওয়ার্ক,ਟ੍ਰੀ ਨੈਟਵਰਕ
গাছ অনুসন্ধান,ਰੁੱਖ ਦੀ ਭਾਲ
গাছ নির্বাচন বাছাই,ਲੜੀ ਚੋਣ ਕ੍ਰਮਬੱਧ
গাছের বাছাই,ਰੁੱਖ ਲੜੀਬੱਧ
গাছের কাঠামো,ਟ੍ਰੀ structure ਾਂਚਾ
"গাছের ধরণের ডিকোডিং
 অন্তর্জাল","ਰੁੱਖ ਦੀ ਕਿਸਮ ਡੀਕੋਡਿੰਗ
 ਨੈੱਟਵਰਕ"
গাছ হাঁটা,ਰੁੱਖ ਚੱਲਣਾ
প্রবণতা,ਰੁਝਾਨ
ট্রায়াড,ਟ੍ਰਾਇਡ
ট্রায়াল বিভাজক,ਮੁਕੱਦਮਾ ਦੇਣ ਵਾਲਾ
ট্রায়াল রান,ਅਜ਼ਮਾਇਸ਼
ত্রিভুজাকার ম্যাট্রিক্স,ਤਿਕੋਣੀ ਮੈਟ੍ਰਿਕਸ
"ত্রিভুজাকার
 তরঙ্গরূপ","ਤਿਕੋਣੀ
 ਵੇਵਫਾਰਮ"
উপনদী সার্কিট,ਸਹਾਇਕ ਸਰਕਟ
উপনদী স্টেশন,ਸਹਾਇਕ ਸਟੇਸ਼ਨ
ট্রাইডিয়াগোনাল ম্যাট্রিক্স,ਟ੍ਰਾਈਡਆਗਨਲ ਮੈਟ੍ਰਿਕਸ
ট্রি অনুসন্ধান,ਟ੍ਰਾਈ ਖੋਜ
ট্রিগার,ਟਰਿੱਗਰ
ট্রিগার সার্কিট,ਟਰਿੱਗਰ ਸਰਕਟ
ট্রিগার স্তর,ਟਰਿੱਗਰ ਪੱਧਰ
ট্রিপ কম্পিউটার,ਯਾਤਰਾ ਕੰਪਿ computer ਟਰ
"ট্রিপল দৈর্ঘ্য
 কাজ","ਟ੍ਰਿਪਲ ਲੰਬਾਈ
 ਕੰਮ ਕਰਨਾ"
ট্রিপল নির্ভুলতা,ਤੀਹਰਾ ਸ਼ੁੱਧਤਾ
ট্রিপল রেজিস্টার,ਟ੍ਰਿਪਲ ਰਜਿਸਟਰ
ট্রিপলেট,ਟ੍ਰਿਪਲਿਟ
ট্রাই স্টেট আউটপুট,ਟ੍ਰਾਈ ਸਟੇਟ ਆਉਟਪੁੱਟ
তুচ্ছ গ্রাফ,ਮਾਮੂਲੀ ਗ੍ਰਾਫ
ট্রোজান ঘোড়া,ਟਰੋਜਨ ਘੋੜਾ
"সমস্যা অবস্থান
 সমস্যা","ਮੁਸ਼ਕਲ ਸਥਾਨ
 ਸਮੱਸਿਆ"
সমস্যা অঙ্কুর,ਮੁਸ਼ਕਲ ਸ਼ੂਟ
সমস্যা সমাধান,ਮੁਸ਼ਕਲ ਸ਼ੂਟਿੰਗ
সমস্যা ইউনিট,ਮੁਸੀਬਤ ਇਕਾਈ
সত্য পরিপূরক (= র‌্যাডিক্স সমাহার),ਸਹੀ ਪੂਰਕ (= ਰੈਡਿਕਸ ਅਭਿੰਮ)
ছাঁটাই,ਛਾਂਟ
কাটা কাটা,ਛਾਂਟੀ
কাটা ত্রুটি,ਛਾਂਟੀ ਦੀ ਗਲਤੀ
ট্রাঙ্ক,ਤਣੇ
ট্রাঙ্ক সার্কিট,ਤਣੇ ਸਰਕਟ
ট্রাঙ্ক এক্সচেঞ্জ,ਤਣੇ ਦਾ ਪਤਾ
ট্রাঙ্ক গ্রুপ,ਤਣੇ ਸਮੂਹ
ট্রাঙ্ক শিকার,ਟਰੰਕ ਸ਼ਿਕਾਰ
ট্রাঙ্ক অর্ডার,ਤਣੇ ਦਾ ਆਰਡਰ
সত্য মান,ਸੱਚ ਦਾ ਮੁੱਲ
টি-টাইপ ফ্লিপ-ফ্লপ,ਟੀ-ਟਾਈਪ ਫਲਿੱਪ-ਫਲਾਪ
টাম্বলিং,ਟੁੰਬਲਿੰਗ
টিউনিং,ਟਿ ing ਨਿੰਗ
"টুরিং
 গণনাযোগ্য","ਟੁੱਕਣਾ
 ਗਣਨਾ"
টুরিং মেশিন,ਟਿ uring ਰਿੰਗ ਮਸ਼ੀਨ
"টার্নআরউন্ড
 নথি","ਵਾਪਸ ਭੇਜਣ ਦਾ ਸਮਾਂ
 ਦਸਤਾਵੇਜ਼"
"টার্নআরউন্ড
 ক্রম","ਵਾਪਸ ਭੇਜਣ ਦਾ ਸਮਾਂ
 ਤਰਤੀਬ"
টার্নআরাউন্ড সময়,ਤਬਦੀਲੀ ਦਾ ਸਮਾਂ
টার্নকি কনসোল,ਟਰਨਕੀ ​​ਕੰਸੋਲ
টার্নকি অপারেশন,ਟਰਨਕੀ ​​ਓਪਰੇਸ਼ਨ
টার্নকি সিস্টেম,ਟਰਨਕੀ ​​ਸਿਸਟਮ
কচ্ছপ গ্রাফিক্স,ਕੱਛੂ ਗ੍ਰਾਫਿਕਸ
বারো প্রান্ত (= বারো পাঞ্চ),ਬਾਰ੍ਹਾਂ ਕਿਨਾਰੇ (= ਬਾਰਾਂ ਪੰਚ)
বারো পাঞ্চ,ਬਾਰਾਂ ਪੰਚ
টুইন কেবল,ਜੁੜਵਾਂ ਕੇਬਲ
টুইন চেক,ਜੁੜਵਾਂ ਚੈੱਕ
বাঁকানো জুটি,ਮਰੋੜਿਆ ਜੋੜਾ
দুটি ঠিকানা,ਦੋ ਪਤਾ
দুটি ঠিকানা কোড,ਦੋ ਪਤਾ ਕੋਡ
"দুটি ঠিকানা
 নির্দেশ","ਦੋ ਪਤਾ
 ਹਦਾਇਤ"
দুটি বিট বাইট,ਦੋ ਬਿੱਟ ਬਾਈਟ
দুটি চ্যানেল সুইচ,ਦੋ ਚੈਨਲ ਸਵਿੱਚ
"দ্বি মাত্রিক
 অ্যারে","ਦੋ ਅਯਾਮੀ
 ਐਰੇ"
"দ্বি মাত্রিক
 স্মৃতি","ਦੋ ਅਯਾਮੀ
 ਯਾਦਦਾਸ਼ਤ"
"দ্বি মাত্রিক
 নির্বাচন সিস্টেম","ਦੋ ਅਯਾਮੀ
 ਚੋਣ ਸਿਸਟਮ"
"দুটি ইনপুট অ্যাডার
 (= অর্ধেক সংযোজন)","ਦੋ ਇਨਪੁਟ ਐਡਰ
 (= ਅੱਧਾ ਅਚਾਰ)"
দুটি ইনপুট সাবট্র্যাক্টর (= অর্ধ সাবট্র্যাক্টর),ਦੋ ਇਨਪੁਟ ਸਬਟਰੈਕਟਰ (= ਅੱਧਾ ਸਬਟਰੈਕਟਰ)
দুই স্তরের ঠিকানা,ਦੋ ਪੱਧਰੀ ਪਤਾ
দুই স্তরের ব্যাকরণ,ਦੋ ਪੱਧਰੀ ਵਿਆਕਰਣ
দুই স্তরের স্মৃতি,ਦੋ ਪੱਧਰੀ ਮੈਮੋਰੀ
"দুই স্তর
 Subroutine","ਦੋ ਪੱਧਰ
 ਸਬਬਰੋਟਾਈਨ"
দুটি আদর্শ,ਦੋ ਨਿਯਮ
"পাঁচজনের মধ্যে দুটি
 কোড","ਪੰਜ ਵਿਚੋਂ ਦੋ
 ਕੋਡ"
"দুটি পাস
 এসেম্বলার","ਦੋ ਪਾਸ
 ਇਕੱਠਾ ਕਰਨ ਵਾਲਾ"
"দুটি প্লাস এক
 ঠিকানা","ਦੋ ਪਲੱਸ ਇਕ
 ਪਤਾ"
"দুটি প্লাস এক
 ঠিকানা
 নির্দেশ","ਦੋ ਪਲੱਸ ਇਕ
 ਪਤਾ
 ਹਦਾਇਤ"
দু'জনের পরিপূরক,ਦੋ ਦੇ ਪੂਰਕ
"দ্বি উপায় বিকল্প
 যোগাযোগ","ਦੋ ਤਰੀਕੇ ਨਾਲ ਬਦਲਵੇਂ
 ਸੰਚਾਰ"
দ্বিগুণ লিঙ্ক তালিকা,ਦੋ ਤਰੀਕੇ ਨਾਲ ਜੁੜੀ ਸੂਚੀ
দুই উপায় মার্জ,ਦੋ ਤਰੀਕੇ ਨਾਲ ਅਭੇਦ ਹੋ ਗਏ
"দুই উপায়
 যুগপত
 যোগাযোগ","ਦੋ ਤਰੀਕੇ ਨਾਲ
 ਸਿਮਟਲ
 ਸੰਚਾਰ"
দ্বিগুণ ট্রাঙ্ক,ਦੋ ਤਰੀਕੇ ਨਾਲ ਤਣੇ
দুটি তারের সার্কিট,ਦੋ ਤਾਰ ਸਰਕਟ
টাইমনেট,ਟਾਈਮੈਨੈੱਟ
প্রকার,ਕਿਸਮ
"টাইপ ও (1, 2, 3)
 ভাষা","ਟਾਈਪ ਓ (1, 2, 3)
 ਭਾਸ਼ਾ"
প্রকার ঘোষণা,ਘੋਸ਼ਣਾ ਟਾਈਪ ਕਰੋ
মুখ টাইপ করুন,ਕਿਸਮ ਦਾ ਚਿਹਰਾ
ফন্ট টাইপ করুন,ਫੋਂਟ ਟਾਈਪ ਕਰੋ
প্রকার মাথা,ਕਿਸਮ ਦੇ ਸਿਰ
"কী টাইপ করুন
 প্রতিক্রিয়া","ਕੁੰਜੀ ਨੂੰ ਟਾਈਪ ਕਰੋ
 ਜਵਾਬ"
ওভার টাইপ করুন,ਟਾਈਪ ਕਰੋ
চাকা টাইপ,ਕਿਸਮ ਦਾ ਚੱਕਰ
"টাইপরাইটার
 টার্মিনাল","ਟਾਈਪਰਾਇਟਰ
 ਅਖੀਰੀ ਸਟੇਸ਼ਨ"
আল্ট্রা ফিচ,ਅਲਟਰਾ ਫਿਕ
অতিবেগুনী মুছে ফেলা,ਅਲਟਰਾਵਾਇਲਟ ਮਿਟਾਉਣਾ
ইউ-মোড রেকর্ড,ਯੂ-ਮੋਡ ਰਿਕਾਰਡ
অযৌক্তিক অঙ্ক,ਅਣ-ਅਧਿਕਾਰਤ ਅੰਕ
অবিচ্ছিন্ন কোড চেক,ਅਣ-ਅਧਿਕਾਰਤ ਕੋਡ ਚੈੱਕ
ইউনারি অপারেশন,ਅਣਉਚਿਤ ਕਾਰਵਾਈ
অবিচ্ছিন্ন স্বয়ংক্রিয় বিনিময়,ਅਣਉਚਿਤ ਆਟੋਮੈਟਿਕ ਐਕਸਚੇਂਜ
আনটেন্ডেড মোড,ਅਣਚਾਹੇ ਮੋਡ
"অপ্রচলিত
 অপারেশন","ਅਣਚਾਹੇ
 ਓਪਰੇਸ਼ਨ"
"অপ্রচলিত ট্রেইল
 প্রিন্টার","ਅਣਚਾਹੇ ਟ੍ਰੇਲ
 ਪ੍ਰਿੰਟਰ"
ভারসাম্যহীন লাইন,ਅਸੰਤੁਲਿਤ ਲਾਈਨ
"ভারসাম্যহীন মার্জ
 সাজান","ਅਸੰਤੁਲਿਤ ਮਰਜ
 ਕ੍ਰਮਬੱਧ"
"ভারসাম্যহীন
 মডিউলার","ਅਸੰਤੁਲਿਤ
 ਮਾਡਲੇਟਰ"
"ভারসাম্যহীন তার
 সার্কিট","ਅਸੰਤੁਲਿਤ ਤਾਰ
 ਸਰਕਟ"
আনব্ল্যাঙ্ক,ਅਣਸੁਖਾਵੀਂ
আনবান্ডিং,ਅਣਚਾਹੇ
আনকোল,ਉਜੜ
"অনাকাঙ্ক্ষিত যুক্তি
 অ্যারে","ਬਿਨ੍ਹਾਂ ਗੁੰਝਲਦਾਰ ਤਰਕ
 ਐਰੇ"
"অনাবৃত
 স্টোরেজ তালিকা","ਬੇਲੋੜਾ
 ਸਟੋਰੇਜ਼ ਲਿਸਟ"
"নিঃশর্ত
 শাখা
 নির্দেশ","ਬਿਨਾਂ ਸ਼ਰਤ
 ਸ਼ਾਖਾ
 ਹਦਾਇਤ"
"নিঃশর্ত
লাফ","ਬਿਨਾਂ ਸ਼ਰਤ
ਛਾਲ ਮਾਰੋ"
"নিঃশর্ত
 জাম্প নির্দেশ","ਬਿਨਾਂ ਸ਼ਰਤ
 ਛਾਲ ਮਾਰੋ"
"নিঃশর্ত
 বিবৃতি","ਬਿਨਾਂ ਸ਼ਰਤ
 ਬਿਆਨ"
"নিঃশর্ত
 স্থানান্তর
 নির্দেশ","ਬਿਨਾਂ ਸ਼ਰਤ
 ਟ੍ਰਾਂਸਫਰ
 ਹਦਾਇਤ"
অনর্থক,ਅਣਚਾਹੇ
অপরিবর্তিত,ਪਰਿਭਾਸ਼ਤ
অপরিবর্তিত রেকর্ড,ਅਣਚਾਹੇ ਰਿਕਾਰਡ
আন্ডারকোড,ਅੰਡਰਕੋਡ
আন্ডারফ্লো,ਅੰਡਰਫਲੋ
"আন্ডারফ্লো
 বৈশিষ্ট্য","ਅੰਡਰਫਲੋ
 ਗੁਣ"
"আন্ডারফ্লো
 শর্ত","ਅੰਡਰਫਲੋ
 ਸ਼ਰਤ"
"আন্ডারফ্লো
 এক্সেশন","ਅੰਡਰਫਲੋ
 ਖਾਲੀ"
অন্তর্নিহিত ক্যারিয়ার,ਅੰਡਰਲਾਈੰਗ ਕੈਰੀਅਰ
আন্ডারপঞ্চ,ਅੰਡਰਪੰਚ
আন্ডাররুন,ਅੰਡਰਰੁਨ
আন্ডারস্কোর,ਅੰਡਰਸਕੋਰ
"আন্ডারস্কোর
 চরিত্র","ਅੰਡਰਸਕੋਰ
 ਅੱਖਰ"
সনাক্ত করা ত্রুটি,ਅਣਚਾਹੇ ਗਲਤੀ
"সনাক্ত করা ত্রুটি
 রেট","ਅਣਚਾਹੇ ਗਲਤੀ
 ਰੇਟ"
অবিচ্ছিন্ন গ্রাফ,ਬੈਕਸਡ ਗ੍ਰਾਫ
অবরুদ্ধ ডিস্ক,ਗੈਰ-ਫਾਰਮੈਟਡ ਡਿਸਕ
"অবরুদ্ধ
 প্রদর্শন","ਗੈਰ-ਫਾਰਮੈਟਡ
 ਡਿਸਪਲੇਅ"
"অবরুদ্ধ
 রেকর্ড","ਗੈਰ-ਫਾਰਮੈਟਡ
 ਰਿਕਾਰਡ"
"অভিন্নভাবে
 অ্যাক্সেসযোগ্য
 স্টোরেজ","ਇਕਸਾਰ
 ਪਹੁੰਚਯੋਗ
 ਸਟੋਰੇਜ"
ইউনিগেজ ডিজাইন,ਯੂਨੀਗਨ ਡਿਜ਼ਾਈਨ
"একতরফাভাবে
 সংযুক্ত গ্রাফ","ਇਕਪਾਸੜ
 ਨਾਲ ਜੁੜਿਆ ਗ੍ਰਾਫ"
একতরফা সিঙ্ক্রোনাইজেশন সিস্টেম,ਇਕਪਾਸੜ ਸਮਕਾਲੀ ਸਿਸਟਮ
ইউনিয়ন ক্যাটালগ,ਯੂਨੀਅਨ ਕੈਟਾਲਾਗ
ইউনিপোলার সিগন্যাল,ਯੂਨੀਪ੍ਰੋਲਰ ਸਿਗਨਲ
ইউনিপ্রোসেসিং,ਅਨਿਪੋਸੈਸਿੰਗ
"অনন্যভাবে
 ডিকোডেবল","ਵਿਲੱਖਣ
 ਡੀਕੋਡਿੰਗ"
ইউনিট ঠিকানা,ਯੂਨਿਟ ਦਾ ਪਤਾ
একক কোড,ਇਕਸਾਰ ਕੋਡ
একক সেমিং,ਵਿਭਿੰਨ ਸੈਮੀਰਿੰਗ
"ইউনিট ব্যাক স্পেস
 চরিত্র","ਯੂਨਿਟ ਬੈਕ ਸਪੇਸ
 ਅੱਖਰ"
ইউনিট নির্ণয়,ਯੂਨਿਟ ਨਿਦਾਨ
ইউনিট উপাদান,ਯੂਨਿਟ ਤੱਤ
ইউনিট,ਯੂਨਿਟਰਮ
ইউনিট বিরতি,ਯੂਨਿਟ ਅੰਤਰਾਲ
ইউনিট রেকর্ড,ਯੂਨਿਟ ਰਿਕਾਰਡ
ইউনিট রেকর্ড ডিভাইস,ਯੂਨਿਟ ਰਿਕਾਰਡ ਡਿਵਾਈਸ
"ইউনিট বিভাজক
 চরিত্র","ਯੂਨਿਟ ਵੱਖ ਕਰਨ ਵਾਲੇ
 ਅੱਖਰ"
ইউনিট স্ট্রিং,ਯੂਨਿਟ ਸਤਰ
অংশ পরিক্ষাকরণ,ਯੂਨਿਟ ਟੈਸਟਿੰਗ
সর্ব্জনীন গ্রাহ্য,ਸਰਵ ਵਿਆਪੀ ਪਹੁੰਚ
"ইউনিভার্সাল অ্যাসিঙ্ক্রোনাস রিসিভার
 ট্রান্সমিটার","ਯੂਨੀਵਰਸਲ ਅਸਿੰਕ੍ਰੋਨਸ ਰਿਸੀਵਰ
 ਟ੍ਰਾਂਸਮੀਟਰ"
ইউনিভার্সাল বাটন বক্স,ਯੂਨੀਵਰਸਲ ਬਟਨ ਬਾਕਸ
সর্বজনীন চরিত্র সেট,ਯੂਨੀਵਰਸਲ ਚਰਿੱਤਰ ਸਮੂਹ
ইউনিভার্সাল কন্ট্রোলার,ਯੂਨੀਵਰਸਲ ਕੰਟਰੋਲਰ
ইউনিভার্সাল ফ্লিপ-ফ্লপ,ਯੂਨੀਵਰਸਲ ਫਲਿੱਪ-ਫਲਾਪ
