Bengali,Tamil
ট্যাক্স কনসালট্যান্ট,வரி ஆலோசகர்
ট্যাক্স ঘোষণা,வரி அறிவிப்பு
উত্সে কর কেটে নেওয়া,மூலத்தில் வரி கழிக்கப்படுகிறது
কর ছাড়,வரி விலக்கு
কর ফাঁকি,வரி ஏய்ப்பு
কর অব্যাহতি,வரி விலக்கு
করমুক্ত,வரி இலவசம்
কর প্রদানকারী,வரி செலுத்துவோர்
ট্যাক্স ছাড়,வரி சலுகை
ট্যাক্স ফেরত,வரி வருமானம்
কর শিডিউল,வரி அட்டவணை
দলের তেজস্বীতা,கூட்டு முயற்சி
দলবদ্ধভাবে সম্পাদিত কর্ম,குழு வேலை
কাঁদুনে গ্যাস,கண்ணீர்ப்புகை
প্রযুক্তিগত,தொழில்நுட்ப
কারিগরি পরামর্শ,தொழில்நுட்ப ஆலோசனை
কারিগরি কলেজ,தொழில்நுட்ப கல்லூரி
প্রযুক্তিগত তথ্য,தொழில்நுட்ப தரவு
প্রযুক্তিগত পোস্ট,தொழில்நுட்ப இடுகை
প্রযুক্তিগত যোগ্যতা,தொழில்நுட்ப தகுதி
কারিগরী দক্ষ্যতা,தொழில்நுட்ப திறன்
প্রযুক্তিগত শব্দ,தொழில்நுட்ப சொல்
কারিগরি প্রশিক্ষণ,தொழில்நுட்ப பயிற்சி
প্রযুক্তিবিদ,தொழில்நுட்பவியலாளர்
প্রযুক্তি,நுட்பம்
টেকনোক্রেসি,தொழில்நுட்பம்
টেকনোক্র্যাট,தொழில்நுட்பம்
প্রযুক্তিগত,தொழில்நுட்ப
প্রযুক্তিবিদ,தொழில்நுட்பவாதிகள்
প্রযুক্তি,தொழில்நுட்பம்
টেলিব্যাঙ্কিং,டெலிபாங்கிங்
টেলিগ্রাম,தந்தி
টেলিগ্রাফিক ঠিকানা,தந்தி முகவரி
টেলিগ্রাফি,தந்தி
টেলিপ্রিন্টার বার্তা,டெலிபர்ண்டர் செய்தி
টেলিভিশন,தொலைக்காட்சி
টেলিফোনিং,டெலிவொர்க்கிங்
টেলিক্স,டெலெக்ஸ்
টেলার,சொல்பவர்
মেজাজ,கோபம்
মেজাজ,மனோபாவம்
স্বভাবগত,மனோபாவம்
তাপমাত্রা,வெப்ப நிலை
টেম্পো,டெம்போ
অস্থায়ী,தற்காலிக
অস্থায়ী অগ্রিম,தற்காலிக முன்கூட்டியே
অস্থায়ী অ্যাপয়েন্টমেন্ট,தற்காலிக நியமனம்
অস্থায়ী অক্ষমতা,தற்காலிக இயலாமை
অস্থায়ী পোস্ট,தற்காலிக இடுகை
অস্থায়ী বিধিনিষেধ,தற்காலிக கட்டுப்பாடு
অস্থায়ী শূন্যপদ,தற்காலிக காலியிடம்
প্রলোভন,சோதனையானது
টেনেবল,டெனபிள்
টেনেসিটি,தவணை
ভাড়াটে,குத்தகைதாரர்
প্রজা,வாடகைக்காரர்
প্রবণতা,போக்கு
দরপত্র,ஒப்பந்தம்
টেন্ডার বক্স,டெண்டர் பெட்டி
দরপত্রদাতা,டெண்டரர்
দরপত্র বিজ্ঞপ্তি,மென்மையான அறிவிப்பு
সম্ভাব্য,தற்காலிக
মেয়াদ,பதவிக்காலம்
জমির মেয়াদ,நிலத்தின் பதவிக்காலம்
অফিসের মেয়াদ,பதவிக்காலம்
পোস্টের মেয়াদ,பதவிக்காலம்
কাজের মেয়াদ,வேலையின் பதவிக்காலம்
মেয়াদ পোস্ট,பதவிக்காலம்
শব্দ,கால
চূড়ান্ত,முடிக்கக்கூடியது
টার্মিনাল (রিপোর্ট ইত্যাদি),முனையம் (அறிக்கை போன்றவை)
টার্মিনাল ট্যাক্স,முனைய வரி
সমাপ্তি,முடித்தல்
সমাপ্তি ধারা,முடித்தல் பிரிவு
সমাপ্তি বিজ্ঞপ্তি,முடித்தல் அறிவிப்பு
পরিষেবা সমাপ্তি,சேவையை முடித்தல்
পরিভাষা,சொல்
মেয়াদি ঋণ,கால கடன்
অর্থবিল,அலுவலகம் காலம்
শর্তাদি,விதிமுறை
শর্তাবলী,விதிமுறைகள் மற்றும் நிபந்தனைகள்
বিতরণের বিধি,விநியோக நிபந்தனைகள்
রেফারেন্সের শর্তাবলী,குறிப்பு விதிமுறைகள்
সেবা পাবার শর্ত,சேவை விதிமுறைகள்
এলাকা,பிரதேசம்
সন্ত্রাস,பயங்கரவாதம்
সন্ত্রাসবাদ,பயங்கரவாதம்
সন্ত্রাসী,பயங்கரவாதி
তৃতীয় সুবিধা,மூன்றாம் நிலை நன்மை
পরীক্ষা,சோதனை
টেস্টামেন্ট,ஏற்பாடு
পরীক্ষার চার্জ,சோதனை கட்டணம்
পরীক্ষা চেক,சோதனை சோதனை
পরীক্ষক,சோதனையாளர்
সাক্ষ্য দিন,சாட்சியமளிக்கவும்
প্রশংসাপত্র,சான்று
সাক্ষ্য,சாட்சியம்
পরীক্ষার রিপোর্ট,சோதனை அறிக்கை
পাঠ্য,உரை
কৃতজ্ঞ,நன்றி
থিম,தீம்
থেরাপি,சிகிச்சை
তৃতীয় পক্ষ,மூன்றாம் தரப்பு
পুরোপুরি,முழுமையாக
চিন্তাশীল,சிந்தனை
হুমকি,அச்சுறுத்தல்
থ্রিফ্ট,சிக்கன
মাধ্যম,மூலம்
নিক্ষেপ,வெளியே எறியுங்கள்
থাম্ব ছাপ,கட்டைவிரல் எண்ணம்
থাম্পিং সংখ্যাগরিষ্ঠ,பெரும்பான்மையைத் துடைக்கிறது
টিকিট,டிக்கெட்
টাই,கட்டு
বাঁধা loan ণ,கட்டப்பட்ட கடன்
স্তর,அடுக்கு
কাত,சாய்
সময়,நேரம்
সময় অনুমোদিত,நேரம் அனுமதிக்கப்படுகிறது
সময় নিষিদ্ধ,நேரம் தடை
সময় আবদ্ধ,வரையறை உட்பட்ட நேரத்திற்குள்
সময় কার্ড,நேர அட்டை
সময় আমানত (= স্থির আমানত),நேர வைப்பு (= நிலையான வைப்பு)
সময় রাখা,நேரம் காத்தல்
সময় সীমা,நேர வரம்பு
সময় বন্ধ,நேரம் முடிவடைந்துவிட்டது
সময় কাটিয়ে উঠেছে,நேரம் மீறப்பட்டது
সময়সীমা প্রোগ্রাম,நேர நிரல்
সময় হার,நேர வீதம்
সময় রেকর্ডিং মেশিন,நேர பதிவு இயந்திரம்
সময় স্কেল,கால அளவு
সময়সূচী,நேர அட்டவணை
সময় স্ট্যাম্প,நேர முத்திரை
সময় অধ্যয়নের সরঞ্জাম,நேர ஆய்வு உபகரணங்கள்
সময় টেবিল,நேர அட்டவணை
সময়,நேரம்
পরামর্শ,உதவிக்குறிப்புகள்
শিরোনাম,தலைப்பு
শিরোনামধারী,தலைப்பு வைத்திருப்பவர்
টয়লেট,கழிப்பறை
টোকেন,டோக்கன்
টোকেন সদস্য,டோக்கன் உறுப்பினர்
টোকেন বেতন,டோக்கன் ஊதியம்
টোকেন ধর্মঘট,டோக்கன் வேலைநிறுத்தம்
টোন,தொனி
টোন ডাউন,கீழே தொனி
বলবর্ধন করা,குரலை உயர்த்தி
টুল,கருவி
টুল ডাউন স্ট্রাইক,கருவி டவுன் ஸ்ட்ரைக்
শীর্ষ,மேல்
বিষয়,தலைப்பு
শীর্ষ স্তরের সিদ্ধান্ত,உயர்மட்ட முடிவு
শীর্ষ ব্যবস্থাপনা,உயர்மட்ட நிர்வாகம்
শীর্ষস্থানীয়,மேல்
শীর্ষ কর্মকর্তা,சிறந்த அதிகாரி
টপোগ্রাফি,நிலப்பரப்பு
সর্বোচ্চ অগ্রাধিকার,முதன்மை முன்னுரிமை
শীর্ষ র্যাংকিং,சிறந்த தரவரிசை
গোপনতম,மேல் ரகசியம்
নির্যাতন,சித்திரவதை
মোট,மொத்தம்
মোট পরিষেবা,மொத்த சேவை
শক্ত,கடினமான
ট্যুর,சுற்றுப்பயணம்
ট্যুর প্রোগ্রাম,சுற்றுப்பயண திட்டம்
ট্যুর রিপোর্ট,சுற்றுப்பயண அறிக்கை
টাউট,Tout
শহর,நகரம்
টাউনশিপ,டவுன்ஷிப்
ট্রেস,சுவடு
ট্র্যাক্ট,பாதை
আকর্ষণ,இழுவை
বাণিজ্য বিণ্যাশ,வர்த்தக ஒப்பந்தம்
শ্রমকল্যাণ সমিতি,தொழிற்சங்கம்
Tradition তিহ্য,பாரம்பரியம்
ট্রেন,தொடர்வண்டி
শাগরেদ,பயிற்சி
প্রশিক্ষণ,பயிற்சி
প্রশিক্ষক,பயிற்சியாளர்
প্রশিক্ষণ,பயிற்சி
প্রশিক্ষণ কেন্দ্র,பயிற்சி மையம்
প্রশিক্ষণ কলেজ,பயிற்சி கல்லூரி
প্রশিক্ষণ বিভাগ,பயிற்சி பிரிவு
প্রশিক্ষণ প্রতিষ্ঠান,பயிற்சி நிறுவனம்
প্রশিক্ষন পর্ব,பயிற்சி காலம்
প্রশিক্ষন কর্মসূচী,பயிற்சி திட்டம்
প্রশিক্ষণ ইউনিট,பயிற்சி பிரிவு
বৈশিষ্ট্য,பண்பு
বিশ্বাসঘাতক,துரோகி
প্রশান্তি,அமைதி
লেনদেন,பரிவர்த்தனை
ব্যবসায়ের লেনদেন,வணிகத்தின் பரிவர்த்தனை
প্রতিলিপি,படியெடுத்தல்
স্থানান্তর,இடமாற்றம்
স্থানান্তরযোগ্য পণ্য,மாற்றக்கூடிய பொருட்கள்
স্থানান্তর এন্ট্রি,பரிமாற்ற நுழைவு
স্থানান্তর ফি,பரிமாற்ற கட்டணம்
স্মারকলিপি স্থানান্তর,பரிமாற்ற மெமோராண்டம்
ডেপুটেশন উপর স্থানান্তর,பிரதிநிதிக்கு இடமாற்றம்
স্থানান্তর আদেশ,பரிமாற்ற வரிசை
রূপান্তর,மாற்றம்
ট্রানজিট,போக்குவரத்து
ট্রানজিট শুল্ক,போக்குவரத்து கடமை
ট্রানজিশনাল,இடைக்கால
ট্রানজিট পাস,போக்குவரத்து பாஸ்
ট্রানজিট ভিসা,போக்குவரத்து விசா
ট্রানজিট ওয়ার্কশপ,போக்குவரத்து பட்டறை
অনুবাদ,மொழிபெயர்ப்பு
লিপ্লিটারেশন,மொழிபெயர்ப்பு
সংক্রমণ,பரவும் முறை
প্রেরণ,பரிமாற்றம்
পরিবহন,போக்குவரத்து
পরিবহন ভাতা,போக்குவரத்து கொடுப்பனவு
পরিবহন,போக்குவரத்து
স্থানান্তর,மாற்றம்
ফাঁদ,பொறி
ভ্রমণ,பயணம்
ভ্রমণ খরচ,பயண செலவுகள்
ভ্রমণকারীদের চেক,பயணியின் காசோலை
ভ্রমণ ভাতা,பயண கொடுப்பனவு
ভ্রমণ ভাতা বিল,பயண கொடுப்பனவு மசோதா
ভ্রমণ ছাড়,பயண சலுகை
বিশ্বাসঘাতকতা,துரோகம்
রাষ্ট্রদ্রোহ,தேசத்துரோகம்
কোষাগার,கருவூலம்
ট্রেজারি বেঞ্চ,கருவூல பெஞ்ச்
ট্রেজারি ডিপোজিট রসিদ (টি.ডি.আর।),கருவூல வைப்பு ரசீது (T.D.R.)
ট্রেজারি রসিদ,கருவூல ரசீது
ট্রেজারি ভাউচার,கருவூல வவுச்சர்
ট্রিট,உபசரிப்பு
চুক্তি,ஒப்பந்தம்
প্রত্যর্পণ চুক্তি,ஒப்படைப்பு ஒப்பந்தம்
ট্রেক,மலையேற்றம்
প্রবণতা,போக்கு
অনর্থক,அத்துமீறல்
ট্রায়াল,சோதனை
ট্রায়াল ভারসাম্য,சோதனை இருப்பு
পর্যবেক্ষণকাল,பரிசோதிக்கும் காலம்
উপজাতি অঞ্চল উন্নয়ন,பழங்குடி பகுதி மேம்பாடு
উপজাতি কল্যাণ,பழங்குடி நலன்
উপজাতি,பழங்குடி
ট্রাইব্যুনাল,தீர்ப்பாயம்
শ্রদ্ধা,அஞ்சலி
ট্রিম,ஒழுங்கமைக்கவும்
ট্রিপ,பயணம்
ত্রিপক্ষ,முத்தரப்பு
ট্রিপল,மூன்று
ত্রিগুণ,மும்மடங்கு
সত্য অনুলিপি,உண்மையான நகல்
ট্রাঙ্ক কল,டிரங்க் அழைப்பு
বিশ্বাস,நம்பிக்கை
ট্রাস্টি,அறங்காவலர்
বিশ্বাসযোগ্য,நம்பகமான
প্রত্যাখ্যান করা,கீழே
টার্নকি ভিত্তি,ஆயத்த தயாரிப்பு அடிப்படை
টার্ন আউট,மாறிவிடும்
টার্নওভার,விற்றுமுதல்
টার্পিউড,டர்விட்யூட்
টিউটলেজ,பயிற்சி
টুইন সিটি,இரட்டை நகரம்
দ্বিগুণ ভাগ করে নেওয়ার ভিত্তি,இரட்டை பகிர்வு அடிப்படை
প্রকার,தட்டச்சு செய்க
টাইপস্ক্রিপ্ট,டைப்ஸ்கிரிப்ட்
টাইপরাইটার,தட்டச்சுப்பொறி
টাইপরাইটিং,தட்டச்சு
সাধারণ,வழக்கமான
টাইপিং,தட்டச்சு
টাইপিং মেশিন,தட்டச்சு இயந்திரம்
টাইপিং পুল,தட்டச்சு குளம்
বানান ও অন্যান্য ত্রুটি,அச்சுக்கலை பிழை
ভবিষ্য অভিপ্রায়,வெளிப்புற நோக்கம்
চূড়ান্ত,இறுதி
প্রকৃ্ত প্রাপক,இறுதி சரக்குதாரர்
চূড়ান্ত ব্যয়,இறுதி செலவு
প্রকৃত উদ্দেশ্য,இறுதி இலக்கு
শেষ পর্যন্ত,இறுதியில்
চূড়ান্ত উদ্দেশ্য,இறுதி நோக்கம்
আলটিমেটাম,இறுதி எச்சரிக்கை
আলটিমো,அல்டிமோ
নিয়মবিরূদ্ধ,புறநகர்கள்
আম্পায়ার,நடுவர்
অগ্রহণযোগ্য,ஏற்றுக்கொள்ள முடியாதது
অবিচ্ছিন্ন লাগেজ,ஆதரவற்ற சாமான்கள்
আনহাইড,உதவி பெறாத
দ্ব্যর্থহীন,தெளிவற்ற
Un ক্যবদ্ধতা,ஒருமித்த கருத்து
সর্বসম্মত,ஒருமனதாக
সর্বসম্মত সিদ্ধান্ত,ஒருமித்த முடிவு
নিরবচ্ছিন্ন,அசைக்க முடியாத
আনট্যাচড,இணைக்கப்படாதது
অননুমোদিত,அங்கீகரிக்கப்படாதது
অনিবার্য,தவிர்க்க முடியாதது
অনিবার্য পরিস্থিতি,தவிர்க்க முடியாத சூழ்நிலைகள்
অনিবার্য বিলম্ব,தவிர்க்க முடியாத தாமதம்
অবিস্মরণীয়,தகுதியற்றது
Uncashed,அசைக்கப்படாதது
অনিশ্চিত,நிச்சயமற்றது
দাবী,உரிமை கோரப்படாதது
দাবী করা লাগেজ,உரிமை கோரப்படாத சாமான்கள்
শ্রেণিবদ্ধ,வகைப்படுத்தப்படாதது
অনাবৃত,அனுமதிக்கப்படாதது
অস্বাভাবিক,அசாதாரணமானது
আপত্তিজনক,சமரசமற்ற
নিঃশর্ত,நிபந்தனையற்ற
অসমর্থিত,உறுதிப்படுத்தப்படாதது
অসমর্থিত প্রতিবেদন,உறுதிப்படுத்தப்படாத அறிக்கை
অসাংবিধানিক,அரசியலமைப்பிற்கு விரோதமானது
বিনা প্রতিদ্বন্দ্বিতায়,இடைவிடா
অনিয়ন্ত্রিত,கட்டுப்பாடற்றது
অসম্পূর্ণ,உறுதியற்ற
অনাবৃত চাহিদা,வெளிப்படுத்தப்படாத தேவை
অবিচ্ছিন্ন,மதிப்பிடப்படாதது
অবিচ্ছিন্ন চিঠি,வழங்கப்படாத கடிதம்
অধীনে,கீழ்
আন্ডার-বয়স,வயது வயது
মূল্যায়ন অধীনে,மதிப்பீட்டின் கீழ்
বিলিংয়ের অধীনে,பில்லிங் கீழ்
পোস্টিং শংসাপত্রের অধীনে,இடுகையிடும் சான்றிதழின் கீழ்
বিবেচনার মধ্যে,பரிசீலனையில் உள்ளது
আন্ডারকনসেশন,குறைக்கும்
অনুন্নত,வளர்ச்சியடைந்த
নিযুক্ত অধীনে,பணியமர்த்தல் கீழ்
কর্মসংস্থানের অধীনে,வேலையின் கீழ்
নিম্ন-অনুমান,மதிப்பீட்டின் கீழ்
পরীক্ষার অধীনে,பரிசோதனையின் கீழ்
অস্নাতক,இளங்கலை
ভূগর্ভস্থ,நிலத்தடி
আন্ডার হ্যান্ড ডিলিং,கைகோர்த்து கையாளுதல்
চালানের অধীনে,விலைப்பட்டியல் கீழ்
আন্ডারলাইন করা,அடிக்கோடிட்டு
আন্ডার-ম্যানড,மேன் கீழ்
আন্ডার পেইড,குறைவான ஊதியம்
কম-জনসংখ্যা,கீழ் மக்கள் தொகை
আন্ডার প্রোডাকশন,குறைவான உற்பத்தி
রেফারেন্সের অধীনে,குறிப்பின் கீழ்
আন্ডারাইনড,கையொப்பமிடப்பட்டது
বোঝা,புரிந்துகொள்ளுதல்
গ্রহণ,மேற்கொள்ளுங்கள்
উদ্যোগ গ্রহণ,வேலை
আন্ডারট্রিয়াল,அசிங்கமான
আন্ডার-ইউটিলাইজেশন,கீழ் பயன்பாடு
নিম্ন-মূল্য,கீழ் மதிப்பீட்டு
অনাকাঙ্ক্ষিত,விரும்பத்தகாத
অজ্ঞাত,இழிவான
অবিচ্ছিন্ন loan ণ,விவரிக்கப்படாத கடன்
অবিসংবাদিত,மறுக்கமுடியாத
অবিচ্ছিন্ন,பிரிக்கப்படாத
নিঃসন্দেহে,சந்தேகத்திற்கு இடமின்றி
অযৌক্তিক,தேவையற்ற
অযৌক্তিক বিলম্ব,தேவையற்ற தாமதம்
অযৌক্তিক প্রভাব,தேவையற்ற செல்வாக்கு
অনুপার্জিত আয়,கண்டுபிடிக்கப்படாத வருமானம்
অনর্থক,கண்டுபிடி
একমত,பொருளாதாரமற்றது
বেকারত্ব,வேலையின்மை
অসম জমি,சீரற்ற நிலம்
অপ্রত্যাশিত বিলম্ব,எதிர்பாராத தாமதம்
অপ্রত্যাশিত,எதிர்பாராதது
অন্যায়,நியாயமற்றது
অন্যায্য বরখাস্ত,நியாயமற்ற நீக்கம்
অন্যায় শ্রম অনুশীলন,நியாயமற்ற தொழிலாளர் நடைமுறைகள்
অন্যায় মানে,நியாயமற்ற பொருள்
প্রতিকূল,சாதகமற்ற
অযোগ্য,தகுதியற்றது
প্রচারের জন্য অযোগ্য,பதவி உயர்வுக்கு தகுதியற்றது
অপ্রত্যাশিত,எதிர்பாராத
অপ্রত্যাশিত চার্জ,எதிர்பாராத கட்டணங்கள்
অনাকাঙ্খিত ঘটনা,எதிர்பாராத சூழ்நிலைகள்
ইউনিকামারাল,யூனிகேமரல்
ইউনিকামারাল আইনসভা,யூனிகேமரல் சட்டமன்றம்
একীকরণ,ஒருங்கிணைப்பு
ইউনিফাইড স্কেল,ஒருங்கிணைந்த அளவு
ইউনিফর্ম,சீரான
অভিন্ন বৃদ্ধি,சீரான அதிகரிப்பு
অভিন্নতা,சீரான தன்மை
একতরফা,ஒருதலைப்பட்ச
একতরফা ক্রিয়া,ஒருதலைப்பட்ச நடவடிக்கை
নিরবিচ্ছিন্ন বিদ্যুৎ ব্যবস্থা,தடையற்ற மின்சாரம்
নিরবচ্ছিন্ন পরিষেবা,தடையற்ற சேவை
মিলন,தொழிற்சங்கம்
ইউনিয়নবাদ,தொழிற்சங்கவாதம்
ইউনিয়ন তালিকা,யூனியன் பட்டியல்
কেন্দ্রশাসিত অঞ্চল,யூனியன் பிரதேசம்
অনন্য,தனித்துவமான
ইউনিট,அலகு
একক,ஒற்றையாட்சி
United ক্যবদ্ধ,ஒன்றுபட்டது
Unity ক্য,ஒற்றுமை
সর্বজনীন,உலகளாவிய
অন্যায্য,அநியாயமானது
বেআইনী,சட்டவிரோதமானது
বেআইনী উদ্দেশ্য,சட்டவிரோத நோக்கம்
সীমাহীন,வரம்பற்றது
অসীম শক্তি,வரம்பற்ற சக்தி
তালিকাভুক্ত,பட்டியலிடப்படாதது
আনলোডিং,இறக்குதல்
অবিবাহিত,திருமணமாகாத
অপ্রাকৃত,இயற்கைக்கு மாறான
অপ্রাকৃত মৃত্যু,இயற்கைக்கு மாறான மரணம்
অপ্রয়োজনীয়,தேவையற்றது
বেসরকারী,அதிகாரப்பூர்வமற்றது
আনুষ্ঠানিক চিঠি,அதிகாரப்பூர்வமற்ற கடிதம்
বেসরকারী নোট,அதிகாரப்பூர்வமற்ற குறிப்பு
বেসরকারী ধর্মঘট,அதிகாரப்பூர்வமற்ற வேலைநிறுத்தம்
বিনা প্রতিদ্বন্দ্বিতায়,போட்டியின்றி
অবৈতনিক মজুরি,செலுத்தப்படாத ஊதியங்கள்
অবিচ্ছিন্ন,பாராளுமன்றம்
অপ্রিয়,பிரபலமற்ற
অভূতপূর্ব,முன்னோடியில்லாதது
অনির্দেশ্য,கணிக்க முடியாதது
অনুপাতহীন,பயனற்றது
অনুপাতহীন শ্রম,பயனற்ற உழைப்பு
অলাভজনক,லாபகரமான
অপ্রচলিত,உறுதியற்ற
অযোগ্য,தகுதியற்றது
অযোগ্য ক্ষমা প্রার্থনা,தகுதியற்ற மன்னிப்பு
সন্দেহাতীত,கேள்விக்குரியது
অবাস্তব যোগফল,நம்பமுடியாத தொகை
অযৌক্তিক,நியாயமற்றது
নিরবচ্ছিন্ন,பதிவு செய்யப்படாதது
নিবন্ধিত দলিল,பதிவு செய்யப்படாத ஆவணம்
নিবন্ধিত ফার্ম,பதிவு செய்யப்படாத நிறுவனம்
অরক্ষিত শূন্যপদ,பாதுகாக்கப்படாத காலியிடம்
অনিরাপদ,பாதுகாப்பற்றது
অসন্তুষ্ট,திருப்தியற்ற
অনিরাপদ,பாதுகாப்பற்ற
অনিরাপদ loan ণ,பாதுகாப்பற்ற கடன்
অরক্ষিত,சேவையற்றது
দক্ষ নয়,திறமையற்றது
অদক্ষ শ্রমিক,திறமையற்ற உழைப்பு
অনর্থক মন,ஆதாரமற்ற மனம்
অনির্ধারিত,குறிப்பிடப்படாத
অস্থিতিশীল,நிலையற்றது
অস্থির সরকার,நிலையற்ற அரசு
আনস্টারড,அமையப்படாதது
অনুপযুক্ত,பொருத்தமற்றது
অদম্য,ஏற்றுக்கொள்ளத்தக்கதல்ல என்ற நிலை
অস্পৃশ্যতা,தீண்டத்தகாதது
প্রশিক্ষণহীন,பயிற்சி பெறாதது
অবিশ্বস্ত,நம்பிக்கைக்கு ஒவ்வாத
অব্যবহৃত,பயன்படுத்தப்படாதது
অস্বাভাবিক বিলম্ব,அசாதாரண தாமதம்
অবিচ্ছিন্ন অনুদান,பயன்படுத்தப்படாத மானியம்
অনিয়ন্ত্রিত,தேவையற்ற
অনিচ্ছুক,விருப்பமில்லை
অযোগ্য,தகுதியற்ற
আপডেট,புதுப்பித்தல்
আপগ্রেড,மேம்படுத்தல்
আপগ্রেডিং,மேம்படுத்தல்
পোস্ট আপগ্রেডিং,இடுகையை மேம்படுத்துதல்
সমর্থন,ஆதரிக்கவும்
রক্ষণাবেক্ষণ,பராமரிப்பு
উত্সাহ,மேம்பாடு
উপরের,மேல்
উচ্চ বয়সের সীমা,உயர் வயது வரம்பு
Uppermost,முதன்மையான
আপ টু ডেট,புதுப்பித்த நிலையில்
খাড়া,நிமிர்ந்து
মর্মাহত,வருத்தமாக
Ward র্ধ্বমুখী যোগাযোগ,மேல்நோக்கி தொடர்பு
উর্ধ্বগামী প্রবণতা,ஏறுமுகம்
শহুরে,நகர்ப்புற
নগরায়ন,நகரமயமாக்கல்
জরুরীতা,அவசர
জরুরি,அவசரம்
জরুরী ক্রিয়া,அவசர நடவடிக்கை
জরুরী কল,அவசர அழைப்பு
জরুরী স্লিপ,அவசர சீட்டு
ব্যবহার,பயன்பாடு
দরকারী,பயனுள்ள
ব্যবহারকারী,பயனர்
ব্যবহারকারী আইটেম,பயனர் உருப்படி
চলিত,வழக்கமான
দখল,USURP
ইউটিলিটি,பயன்பாடு
ব্যবহার,பயன்பாடு
ব্যবহার শংসাপত্র,பயன்பாட்டு சான்றிதழ்
শূন্যস্থান,காலியிடம்
শূন্য পোস্ট,காலியாக உள்ள இடுகை
খালি,காலி செய்யுங்கள்
ছুটি,விடுமுறை
অবকাশের বেতন,விடுமுறை ஊதியம்
শূন্যস্থান,வெற்றிடம்
অস্পষ্ট ধারণা,தெளிவற்ற யோசனை
ভ্যালিডিক্টরি ঠিকানা,மதிப்பீட்டு முகவரி
ভ্যালিডিক্টরি ফাংশন,மதிப்புமிக்க செயல்பாடு
ভ্যালিডিক্টরি সেশন,மதிப்புமிக்க அமர்வு
বৈধ,செல்லுபடியாகும்
বৈধ যুক্তি,சரியான வாதம்
মেয়াদ,செல்லுபடியாகும் தேதி
বৈধ কারণ,சரியான காரணம்
মূল্যায়ন,மதிப்பீடு
মূল্যায়ন শংসাপত্র,மதிப்பீட்டு சான்றிதழ்
মূল্যায়ন প্রতিবেদন,மதிப்பீட்டு அறிக்கை
মান,மதிப்பு
ভ্যালুয়ার,மதிப்புமிக்கவர்
পরিবর্তনশীল,மாறக்கூடிய
বৈকল্পিক,மாறுபாடு
বৈকল্পিক,மாறுபாடு
বিভিন্নতা,மாறுபாடு
গুণমানের বিভিন্নতা,தரத்தில் மாறுபாடு
বিভিন্ন,வகை
যানবাহন,வாகனம்
ভেন্টিলেট,காற்றோட்டம்
উদ্যোগ,துணிகர
ভেন্যু,இடம்
সত্যতা,உண்மைத்தன்மை
মৌখিক,வாய்மொழி
মৌখিক চুক্তি,வாய்மொழி ஒப்பந்தம்
মৌখিক আলোচনা,வாய்மொழி விவாதம்
মৌখিক আদেশ,வாய்மொழி ஒழுங்கு
মৌখিক বিবৃতি,வாய்மொழி அறிக்கை
মৌখিক সতর্কতা,வாய்மொழி எச்சரிக்கை
ভারব্যাটিম,சொற்களஞ்சியம்
ভারব্যাটিম রিপোর্ট,சொற்களஞ்சியம் அறிக்கை
রায়,தீர்ப்பு
প্রতিপাদন,சரிபார்ப்பு
পূর্বসূরিদের যাচাইকরণ,முன்னோடிகளின் சரிபார்ப்பு
স্টোর যাচাইকরণ,கடைகளின் சரிபார்ப்பு
যাচাই পত্রক,சரிபார்ப்பு தாள்
যাচাই করা অনুলিপি,சரிபார்க்கப்பட்ட நகல்
দেশীয়,வடமொழி
সংস্করণ,பதிப்பு
বনাম,எதிராக
উল্লম্ব যোগাযোগ,செங்குத்து தொடர்பு
উল্লম্ব ফাইলিং সিস্টেম,செங்குத்து தாக்கல் முறை
উল্লম্ব গতিশীলতা,செங்குத்து இயக்கம்
খুব ভালো,மிகவும் நல்லது
জাহাজ,கப்பல்
ন্যস্ত,ஆடை
অধিকারী,உரிமை
ভেটো,தடுப்பதிகார
পরীক্ষা,சோதனை
ভেটর,வெட்டர்
মাধ্যমে,வழியாக
কার্যক্ষমতা,நம்பகத்தன்மை
কার্যকর,சாத்தியமான
মিডিয়া মাধ্যমে,மீடியா வழியாக
ভাইস,துணை
তদ্বিপরীত,நேர்மாறாக
দুষ্ট চক্র,தீய வட்டம்
শিকার,பாதிக்கப்பட்டவர்
নির্যাতন,பாதிக்கப்பட்டவர்
বিজয়,வெற்றி
ভিডিও কনফারেন্সিং,வீடியோ கான்பரன்சிங்
দেখুন,பார்வை
পয়েন্ট দেখুন,பார்வை புள்ளி
ভিউ,காட்சிகள்
নজরদারি,லஞ்ச ஒழிப்பு
ভিজিল্যান্স কেস,விழிப்புணர்வு வழக்கு
ভিজিল্যান্স ছাড়পত্র,விழிப்புணர்வு அனுமதி
জোরালো,தீவிரமான
Vindictive,பழிவாங்கும்
লঙ্ঘন করা,மீறல்
লঙ্ঘন,மீறல்
পুণ্য,நன்மை
পুণ্যবান,நல்லொழுக்கமுள்ள
ভিসা,விசா
ভিস-এ-ভিস,Vis-a-vis
দেখুন,வருகை
খোলা থাকার সময়,வருகை நேரம்
দর্শনার্থী,பார்வையாளர்
দর্শনার্থীর বই,பார்வையாளரின் புத்தகம்
দর্শনার্থীর গ্যালারী,பார்வையாளரின் கேலரி
