English,Tamil
photo tube ’,ஒளி எலக்ட்ரான் குழாய்
Photovoltaic,ஒளிமின்னழுத்தம்
pH-value,pH மதிப்பு
physical physicist,"உடல், இயற்கை"
physicist,இயற்பியலாளர்
physico-chemical,இயற்பியல் வேதியியல்
Picture,படம்
Piezoelectricity,அழுத்தம் மின்சார
Piezoelectrics,மின்காந்தவியல்
piezomagnetism,அழுத்தம் காந்தவியல்
pile,"நூல், வரிசை, மூட்டை"
Pilot,"டிரைவர், பைலட், ஸ்டார்டர், வழிகாட்டி"
Piloting,வழிகாட்டல்
pilot lamp,"காட்டி விளக்கு, பைலட் விளக்கு"
pilot spark,ஆரம்ப தீப்பொறி
pilot wave (of a particle),"வழிகாட்டும் அலை, வழிகாட்டும் அலை"
pi (π) meason,". மேசன், பை மேசன்"
Pin,பின்
Pinch-cock,"எதிர்ப்பு அழுத்தம், பிஞ்ச்-சேவல்"
pinhole camera,துளை கேமரா
Pint,புள்ளி
pion (pi-meson),பியோன் (பைமேசன்)
pirani gauge,பிரணி அளவீடு
Piston,பிஸ்டன்
Pitch,"சுருதி, நிலக்கீல், சுருதி, வளையல் இடைவெளி, இலக்கு, லட்டு, காக்"
pivot,"பிவோட், ரிவெட்"
Planck's law,பிளாங்க் சட்டம்
plane lattice,கீழ் லட்டு
plane mirror,விமான கண்ணாடி
plane motion,கோப்ளனார் இயக்கம்
Planet,கோள்
planetary,"கிரக, நிலப்பரப்பு"
Planetary precession,கிரக அயனி
plasma,"பிளாஸ்மா, புரோட்டோபிளாசம், பிளாஸ்மா"
plasma stream,"பிளாஸ்மா ஸ்ட்ரீம், புரோட்டோபிளாசம் ஸ்ட்ரீம்"
Plasmon,"பிளாஸ்மோன், நிறை"
Plastic,"குழாய், பிளாஸ்டிக்"
plasticity,"பிளாஸ்டிக், பிளாஸ்டிக்"
plate,"தட்டு, அடிப்படை தட்டு, தட்டு, நேர்மின்முனை"
plateau,பீடபூமி பீடபூமி
Plated,"மின் பூசப்பட்ட, பூசப்பட்ட, மெருகூட்டப்பட்ட, பூசப்பட்ட"
platelet,சிறிய தகடு
Plot,"சதி, பகுதி, சதி, சதி"
plotting,வரைவு
plucked,சரத்தை இழுக்கவும்
plutonium,புளூட்டோனியம்
pneumatics,எரிவாயு இயக்கவியல்
Pocket,"கொள்கலன், உட்புறம், பதப்படுத்தப்பட்ட அட்டை நிறை, பாக்கெட், பாக்கெட்"
Point,புள்ளி
poisoned,மாசுபட்டது
poisoning,விஷம்
poisson distribution,விஷம் விநியோகம்
polar,"துருவ, துருவ"
polarimeter,துருவமானி
polarisability,துருவமுனைப்பு
Polarisation,துருவப்படுத்தல்
Polariscope,"துருவநோக்கி, துருவநோக்கி"
polarise,துருவப்படுத்த
polariser,"துருவமுனைப்பான், துருவமுனைப்பான்"
Polarity,துருவமுனைப்பு
Polarizability,துருவமுனைப்பு
polarization catastrophe,துருவமுனைப்பு வீழ்ச்சி
polar lattice,துருவ லட்டு
Polaroid,போலராய்டு
polaron,"துருவமுனை, பொலரான்"
pole,"துருவம், எல்லையற்ற, தொடர்பு, துருவம்"
polonium,பொலோனியம்
polyatomic,பல அணுக்கள்
Polycrystalline,பல படிகங்கள்
polymorph,பாலிமார்பிக்
Polytypic,பாலிமார்பிக்
pool,குளம்
pool reactor,புஷ்கரிணி அணுஉலை
porosity,போரோசிட்டி
portable,எடுத்துச் செல்லக்கூடியது
positive,"நேர்மறை, பணம், நேர்மறை, நேர்மறை"
positron,பாசிட்ரான்
Positronium,பாசிட்ரோனியம்
Possibility,"நிகழ்தகவு, நிகழ்தகவு"
post,தூண்
potential,"சாத்தியமான (v.), சூழ்நிலை, சாத்தியமான (v.)"
potential well,சாத்தியமான கூபே
Potentiometer,"potentiometer, potentiometer"
Poundal,பூண்டல்
powder,"தூள், தூள்"
powder method,தூள் முறை
Power,"சக்தி, வலிமை, திறன், சக்தி"
power law,அதிகார ஆட்சி
Power plant,"மின் நிலையம், மின் நிலையம்"
power supply,மின்சாரம்
Practical,"சோதனை, சோதனை, நடைமுறை"
Precession,"அயன், முன்னுரை"
Precise,"துல்லியமான, துல்லியமான"
Precision,"துல்லியம், துல்லியம்"
Prediction,கணிப்பு
preferential,தேர்ந்தெடுக்கப்பட்ட
preferred,"விருப்பமான, விருப்பமான"
preliminary,ஆரம்ப
Pressurization,சுருக்கம்
Primary,"முதன்மை, முதன்மை, முதல், முக்கிய, முதன்மை, வேர்"
primer,"ஸ்டார்டர், ப்ரைமர்"
primitive,"முதன்மையான, பழமையான"
principal,"அதிபர், அதிபர், அதிபர்"
Principle,விதிகள்
prism,ப்ரிஸம்
prismatic,"prismatic, prismatic"
Probabilistic,நிகழ்தகவு
Probe,சோதனையாளர்
Procedure,"செயல்முறை, நடைமுறை"
process,"செயல்முறை, நிலை"
Processing,"செயலாக்கம், வளங்கள்"
processor,செயலி
product,தயாரிப்பு தயாரிப்பு
production,உற்பத்தி
Productivity,உற்பத்தித்திறன்
programme,"நிரல், நிரல், நிரல்"
programmer,புரோகிராமர்
Progressive,"முற்போக்கான, முற்போக்கான"
Prohibition,தடை
projecting,"திட்ட, வெளியீடு"
promoted electrons,ஊக்குவிக்கப்பட்ட எலக்ட்ரான்
prompt neutron,உடனடி நியூட்ரான்
prong (of tuning fork),கை
propagation,"பரிமாற்றம், பெருக்கம், பரப்புதல்"
propeller,உந்துவிசை
Properties,பண்புகள்
proper value (=eigen value),"சரியான மதிப்பு, ஈஜென் மதிப்பு"
proportion,"விகிதம், விகிதம், பிரிவு"
propulsion,உந்துதல்
proton,புரோட்டான்
proximity,அருகாமை
Pseudo-vector,"1 சூடோவெக்டர், சூடோவெக்டர்"
Pull,"இழு, இழு, இழு, எண்ணம், பாலம்"
Pulley,"பல்லி, கிர்னி, காப்பி"
Pulling,"பட நீட்டிப்பு, ஒத்திசைவு இழப்பு, 3 இழுவை"
Pulsating,துடிப்பு
pulsation,படபடப்பு
Pulse,"பருப்பு வகைகள், பருப்பு வகைகள்"
Pulser,துடிப்பு
Pump,பம்ப்
Pumping,உந்தி
Punching,குத்துதல்
Pupil,"நட்சத்திரம், மாணவர், கனினிகா"
pure,தூய
Purity,துல்லியம்
Purple,"நீல் லோஹித், ஊதா, ஊதா"
push button,புஷ் பொத்தான் புஷ் பொத்தான்
Pushing,பிரித்தெடுத்தல்
Pyranometer,"பைரனோமீட்டர், சூரிய வெப்பமானி"
Pyroelectricity,தெர்மோஎலக்ட்ரிக்
Pyrometer,ஈரப்பதமானி
pyrometry,சைட்டோமெட்ரி
Q-factor,"Q-எழுத்து, Q- குணகம்"
Quadrant,"நாற்கரம், வட்ட அடி"
quadrant electrometer,"குவாட்ரன்ட் எலக்ட்ரோமீட்டர், குவாட்ரன்ட் எலக்ட்ரோமீட்டர்"
quadratic,இருபடி
Quadrupole,நாற்கர
quality,தரம்
Quantum,குவாண்டம்
Quantal,குவாண்டம்
Quantisation,"அளவு, குவாண்டம், அளவு, அளவு"
quantised (quantized),அளவீடு
quantitative,"அளவு, அளவு"
quantity,"அளவு, அளவு, அளவு"
Quantum,குவாண்டம்
quarter,"கால், கால், கால்"
quartz,"rhinestones, குவார்ட்ஸ்"
quasi-bound state,பொதுவாக நிலை
quasicontinuous,அடுத்தடுத்து
quasi-elastic force,மீள் சக்தி
quasi-elastic wave,மீள் அலை
quasi-stable circuit,நிரந்தர சுற்று
quasi-static,நிலையான படம்
quasi-stationary,நிலையான சுழற்சி
quasi-steady state,நிரந்தர நிலை
Quench,அணைக்க
Quencher,மயக்க மருந்து
quenching,"அணைக்க, தணி"
quiet day,அமைதியான நாள்
Q-value,d-மதிப்பு
Radio,"ரேடியோ (எட்.), ரேடியோ (வி.), கதிரியக்க, பேரழிவு, கதிர்வீச்சு"
radioactivation analysis,கதிர்வீச்சு செயல்படுத்தல் பகுப்பாய்வு
Radioactive,"பிளவு, கதிரியக்கம்"
radioactive tracer,கதிரியக்க உரிமம் பெற்றவர்
Radioactivity,"சிதைவு, கதிரியக்கம், கதிரியக்கம்"
radiogram,"ரேடியோகிராம்கள், ரேடியோ கம்பிகள், ரேடியம் படங்கள்"
Radiograph,"ரேடியோகிராஃப்கள், கதிர்வீச்சு படங்கள்"
radioiodine,கதிரியக்க அயோடின்
radioistope,"கதிரியக்க ஐசோடோப்புகள், கதிர்வீச்சு ஐசோடோப்புகள்"
Radiological,"எக்ஸ்ரே சிகிச்சை, கதிர்வீச்சு சிகிச்சை"
Radiologist,கதிர்வீச்சு சிகிச்சையாளர்
Radiometer,"ரேடியோமீட்டர், ரேடியோமீட்டர்"
Radiometry,கதிரியக்க அளவீடு
Radio-thallium,கதிரியக்க-தாலியம்
Radiotherapy,கதிர்வீச்சு சிகிச்சை
radium,ரேடியம்
radium therapy,ரேடியம் சிகிச்சை
radius,ஆரம்
rainbow,இந்திரன் தனுஷ்
Raman effect,ராமன் விளைவு
Ramsden circle,ராம்ஸ்டன் வட்டம்
Random,"சீரற்ற, ஒழுங்கற்ற"
Randomisation,சீரற்றமயமாக்கல்
randomness,சீரற்ற தன்மை
range finder,ஆஸிலேட்டர்
range of audibility,கேட்கக்கூடிய வரம்பு
rapid beats,விரைவான துடிப்பு
Rare,"அரிதான, அரிதான"
Rarefaction,அரிதான தன்மை
Rarefy,அரிதாக
rated voltage,அனுமதிக்கப்பட்ட மின்னழுத்தம்
Rating,"மதிப்பீடு, மதிப்பீடு"
Ratio,விகிதம்
Rational,பகுத்தறிவு
raw data,"செயலாக்கப்படாத தரவு, பெறப்பட்ட தரவு"
ray,"ரஷ்மி, கிரண், அர்த்ரேகா, அர்"
Rayleigh scattering,ராலே சிதறல்
Reactance,மீண்டும் எழுகிறது
Reaction,பின்னூட்டம்
reaction coupling,எதிர்வினை இணைப்பு
Reactivation,மீண்டும் செயல்படுத்துதல்
Reactivity,பொருத்தமின்மை
Reactor,அணுஉலை
reactor vault,உலை குப்தி
readied missile,ஆசாஜி ஆயுதம்
Reading,"வாசிப்பு, வாசிப்பு"
Readjustment,மீண்டும் சரிசெய்தல்
Real,உண்மையான
Rebound,"திரும்ப திரும்ப (n.), பிரதிபலிக்க (ver.)"
recalescence temperature,மீளுருவாக்கம் வெப்பம்
Recalibrate,மறு அளவுத்திருத்தம்
Receiver,"பெறுபவர், பெறுபவர்"
Recession,"தலைகீழ், தலைகீழ், பின் அணிவரிசை"
Reciprocal,"தலைகீழ், பரஸ்பர, பரஸ்பர"
reciprocity,"பரஸ்பரம், பரஸ்பரம்"
Recoil,"பிரதிபலிப்பு (வி.), பிரதிபலிப்பு (வி.)"
recombination,"மறுசேர்ப்பு, மறுபயன்பாடு"
Reconnaissance,கண்காணிப்பு
Record,"பதிவு, பதிவு (என்.), பதிவு செய்ய, குறிக்க (வி.)"
recorded,பதிவு செய்யப்பட்டது
Recorder,காப்பக நிபுணர்
Recording,பதிவு
Recovery,"அடைதல், அடைதல், அடைதல்"
rectangular,வலது கோண ஆய ஆயத்தொலைவுகள்
rectification,"சுத்திகரிப்பு, திருத்தம்"
Rectified,"சுத்திகரிக்கப்பட்ட, சுத்திகரிக்கப்பட்ட"
Rectifier,திருத்தி
rectifier valve,ரெக்டிஃபையர் வால்வு
rectilinear (=rectilineal),"நேர்கோடு, நேர்கோடு, நேர்கோடு"
recurrent event,தொடர் நிகழ்வு
red giant,இரத்த பேய் சிவப்பு பேய்
red shift,இரத்த இடப்பெயர்ச்சி
Reduce,"குறைக்க, சமப்படுத்த, உயிரூட்டு"
reduced brightness (of comet),(ஒரு வால் நட்சத்திரத்தின்)
reduced data,சுத்திகரிக்கப்பட்ட தரவு
reducible,"ஒத்த, சிறிய, கடமை"
reduction factor,மாற்ற குணகம்
reed pipe,நாணல் குழாய்
re-entry,மறு நுழைவு
Reference,"அறிவுறுத்தல்கள், குறிப்புகள்"
Reflectance,பிரதிபலிப்பு
Reflected,"பிரதிபலித்தது, பிரதிபலித்தது, பிரதிபலித்தது"
reflected,பிரதிபலித்தது
reflecting,பிரதிபலிப்பு
reflection,பிரதிபலிப்பு
reflection loss,பிரதிபலிப்பு இழப்பு
Reflectivity,பிரதிபலிப்பு
Reflector,பிரதிபலிப்பான்
reflex mechanism,அனிச்சை பொறிமுறை
refracted,ஒளிவிலகல்
refraction,ஒளிவிலகல்
refractive index,ஒளிவிலகல்
Refractivity,பயனற்ற தன்மை
refractometer,ஒளிவிலகல்
Refrigerator,"குளிர்சாதன பெட்டி, குளிர்சாதன பெட்டி"
Regelation,மறுஉருவாக்கம்
regeneration,"மீளுருவாக்கம், நிலையான மறு ஒருங்கிணைப்பு, மீளுருவாக்கம்"
Regenerative,"மீளுருவாக்கம், மீளுருவாக்கம், மீளுருவாக்கம்"
Registration,"பதிவு, பதிவு"
Regression,"விற்பனை வேகம், பின்தங்கிய இயக்கம், பின்னடைவு, தலைகீழ்"
regular,"கூட, வழக்கமான, சமச்சீர்"
regular solid,ஐசோஃபார்ம் திடமானது
Regulation,ஒழுங்குமுறை
Relation,உறவு
relative,"உறவினர், உறவினர்"
Relativistic,உறவினர்
relativistically invariant,ஒப்பீட்டளவில் உறுதியாக
Relativity,"சார்பியல், சார்பியல், சார்பியல்"
relaxation,ஓய்வு
Relay,"ரிலே, பரிமாற்றம்"
releasing,மீட்பு
reliability,நம்பகத்தன்மை
Remaining,எஞ்சிய
remote control,தொலையியக்கி
renormalized,மறுசீரமைக்கப்பட்டது
Reorientation,"மறு நோக்குநிலை, மறு கட்டமைப்பு"
Repeatability,மீண்டும் மீண்டும் செய்யக்கூடிய தன்மை
Repeater,"ரிப்பீட்டர், ரிப்பீட்டர்"
repel,"விரட்ட, விரட்டப்பட வேண்டும்"
Repelling,விரட்டும்
Repetition,மீண்டும் மீண்டும்
Representation,பிரதிநிதித்துவம்
Representative,"பிரதிநிதி, பிரதிநிதி"
reproducible,"மீட்கக்கூடிய, மீண்டும் உருவாக்கக்கூடிய"
reproduction,"இனப்பெருக்கம், இனப்பெருக்கம், இனப்பெருக்கம்"
Repulsed,விரட்டு
Repulsion,விரட்டல்
repulsive interaction,விரட்டும்
Research,ஆராய்ச்சி
Reservoir,"நீர்த்தேக்கம், நீர்த்தேக்கம், நீர்த்தேக்கம், நீர்த்தேக்கம், நீர்த்தேக்கம்"
Reset,மறுபகிர்வு
Residual,"எஞ்சிய, எஞ்சிய"
Resistance,"எதிர்ப்பு, எதிர்ப்பு"
resistivity,எதிர்ப்பாற்றல்
Resistor,மின்தடை
Resolution,"கலைத்தல், கரைதல், வேறுபாடு"
resolution of degeneracy,தவறான விளக்கம்
Resolve,"பிரிவுக்கு, வேறுபடுத்த, பிரிக்க"
Resolver,பிரிப்பான்
Resonance,அதிர்வு
resonance effect,அதிர்வு விளைவு
Resonant,எதிரொலிக்கும்
Resonate,"அதிர்வு, அதிர்வு"
Resonator,எதிரொலிக்கும்
Response,"பதில், பதில், அறிக்கை"
Rest,இடைநிறுத்தம்
Restart,மீண்டும் தொடங்க
Reststrahlen,எஞ்சிய கற்றை
Result,"முடிவு, முடிவு, முடிவு"
Resultant,விளைவாக முடிவு
Retarded,சரியில்லாத
Retarder,நீர்த்த
Reticule,வலைப்பின்னல்
Retina,"விழித்திரை, விழித்திரை"
Retro-rockets,பின் ராக்கெட்
Return,"அதிர்வு, பின்னடைவு, மீளுருவாக்கம்"
Reverberation,பின்பற்றவும்
Reversal,தலைகீழ்
Reverse,"தலைகீழ், தலைகீழ், தலைகீழ், தலைகீழ்"
reverse bias,பின்தங்கிய சார்பு
reversibility,மீள்தன்மை
Reversible,மீளக்கூடியது
Revolution,சுழற்சி
Revolve,சுழலும்
Reynolds number,ரெனால்ட்ஸ் எண்
Rheostat,ஸ்ட்ரீம் கட்டுப்படுத்தி
Rhombic,ஒற்றைப்படை நீளம்
rhomhohedral crystal,"முக்கோண படிகங்கள், இணை அறுகோண படிகங்கள்"
rhomboidal prism,"ரோம்பாய்டு ப்ரிஸம், நாற்கர ப்ரிஸம்"
rho meson,கொத்தனார் தங்க
Rhythm,"தாளம், தாளம், தாளம்"
right handed,கடிகாரகடிகாரச்சுற்று
right hand prism,செங்குத்து ப்ரிஸம்
right-hand rule,வலது கை விதி
right hand screw,வலது பக்க திருகு
right square prism,ஒரே மாதிரியான ப்ரிஸம்
Rigid,வலுவான
Rigidity,விடாமுயற்சி
rigorous proof,"துல்லியமான ஆதாரம், துல்லியமான ஆதாரம்"
ringing,"ஒலி, கருவி"
Ripple,ஊர்மிகா
rise time,உச்சம்
Robot,ரோபோ
rocket motion,ராக்கெட் நடவடிக்கை
rocket,ராக்கெட்
Rocketry,ஏவுகலன் அறிவியல்
Rocking,"ராக்கன், இயக்கம், ஊஞ்சல்"
Roentgen,ரோன்ட்ஜென்
Roentgen rays,"roentgen-ray, x-ray"
Roll,"ரோலிங், ரோல், (எட்.), ரவுண்டிங், ரோலிங் (Vr.)"
Rolling,"Belni, Lotni, Lotnik (v.), Velan, Lotan (ed.)"
Rotary,சுழற்சி
Rotate,"சுழற்ற, சுழற்ற (வி.), வட்ட, சக்கரம்"
rotating,சுழற்சி
Rotation,"சுழற்சி, சுழற்சி"
Rotational,"சுழற்சி, சுழற்சி, சுழற்சி"
Rotator,"சுழற்சி, சுழலி"
Rotatory,"சுழற்சி, சுழற்சி"
Rotor,"சுழலி, சுழலி"
rough,"கரடுமுரடான, கரடுமுரடான"
rounding off,"நெருக்கமான, நெருக்கமான"
round trip time,பயண நேரம்
Route,வழி
Routine,"வழக்கமான, வழக்கமான"
ruby,"பத்மராக், ரூபி, சிவப்பு, யாகுட்"
ruby laser,"ரூபி லேசர், ரூபி லேசர்"
Rudder,"சுக்கான், கட்டுப்பாடு"
Rule,விதிகள்
ruled grating,அடிக்கோடிட்ட தட்டி
Ruling,"வரைபடங்கள், கோடுகள்"
Run,"ஓடு, பாரம்பரியம்"
Running,ஓடுபவர்
Rupture,"ஒப்பந்தம், ஒப்பந்தம், வெடிப்பு"
Rutherford scattering,ரதர்ஃபோர்ட் சிதறல்
rutherford (unit),ரதர்ஃபோர்ட்
rydberg (unit of energy),ரைட்பெர்க்
safe load,பாதுகாப்பான சுமை
safety,"பாதுகாப்பான, பாதுகாப்பான"
safety fuse (=Bickford fuse),"பாதுகாப்பு உருகி, பிக்ஃபோர்ட் ஃபியூஸ்"
safety valve,பாதுகாப்பு வால்வு
sample,"மாதிரி, மாதிரி"
Sampling,"மாதிரி (v.), மாதிரி (n.)"
Sandwich,சாண்ட்விச்
Satellite,"செயற்கைக்கோள், துணை, பின்னிணைப்பு"
satellite line,கிளை நதி
Saturate,திருப்திப்படுத்த
saturn's ring,சனி வளையம்
savart (unit),savart
scalar,அளவுகோல்
scaling factor,படி பெருக்கி
Scatter,"சிதறல், சிதறல்"
scattering process,பரவல் செயல்முறை
Scene,பார்வை
Scintillation,பெருகும்
Scratch,"கீறல் (ஒலி), கீறல்"
Screen,"சல்லடை, சல்லடை (பதிப்பு), ஓட்டு"
screw gauge,sku பார்வை
Seal,"மூட, முத்திரை, முத்திரை (ver.)"
seasonal fluctuation,"பருவகால மாறுபாடு, பருவகால ஏற்ற இறக்கங்கள்"
secant law,இரண்டாவது விதி
second,"இரண்டாவது (பதிப்பு), இரண்டாவது (வி.)"
secondary,"இரண்டாம் நிலை, இரண்டாம் நிலை"
Section,"1பிரிவு, பிரிவு, பிரிவு, பிரிவு, பிரிவு"
Sector,"துறை, துறை, துறை"
secular,நீண்ட கால
seeding,விதைத்தல்
seismography,நிலநடுக்கவியல்
seismology,நிலநடுக்கவியல்
seismometry,நிலநடுக்கவியல்
Selectivity,தேர்ந்தெடுக்கும் திறன்
Self,"சுய, சுய"
Self-energy,உள்ளார்ந்த ஆற்றல்
self excited oscillation,தன்னிச்சையான அலைவு
semiconductor,குறைக்கடத்தி
Semi-empirical,அரை அனுபவபூர்வமான
Semi-infinite,அரை எல்லையற்ற
semi-log paper,அரை பதிவு வரைபட தாள்
semi-solid angle,கோளக் கூட்டல் கோணம்
Sense,உணர்வு
Sensitised,உணர்திறன்
sensitive,"உணர்திறன், உணர்திறன், உணர்திறன், உணர்திறன்"
sensitive flame,"ஒலி பெறுதல் விளக்கு முகடு, ஒலி பெறுதல் சுடர்"
sensitiveness,"உணர்திறன், உணர்திறன், உணர்திறன்"
Sensitization,"செயல்படுத்துதல், உணர்தல்"
Sensor,சென்சார்
Separable,பிரிக்கக்கூடிய
Separation,"பிரித்தல், பிரித்தல், பிரித்தல், இடைவெளி"
Septet,எண்கோணம்
septode,செப்டோட்
sequencing,அட்டவணைப்படுத்துதல்
Series,தொடர் தொடர் தொடர் (வரைபடம்)
Servo-motor,சர்வோ மோட்டார்
Setting,"அமைக்க, அமைக்க, அமைக்க, அமைக்க"
Shaded,"தாழ்த்தப்பட்ட, நிழல்"
Shadow,நிழல்
Shape,உருவம்
sharp cut off,கூர்மையான முடிவு
sharp series,உமிழ் வரம்பு
shearing force,"வெட்டு படை, வெட்டு"
shielded nuclide,கவச அணுக்கரு
Shift,"உருவாக்கம், இடப்பெயர்ச்சி, இடமாற்றம்"
shock velocity,அதிர்ச்சி வேகம்
shock wave,அதிர்ச்சி அலை
Short,"குறுகிய, பாழடைந்த, பொருத்தமற்ற"
shrill note,உரத்த குரல்
Shunt,"பக்கவாட்டு பாதை, shunt (ed.), பக்க பாதை, shunt (v.)"
side,"பக்க, பக்க, பக்க"
sidereal,பக்கவாட்டு
Sight,"பார்வை, நோக்குதல், பார்வை, நோக்குதல், நோக்குதல், கண்டறிதல்"
sign,இராசி அடையாளம்
Signal,"சமிக்ஞை, சமிக்ஞை"
silent period,அமைதியான காலம்
silicon diode,சிலிக்கான் டையோடு
silicones (a family of compounds with silicones),சிலிக்கான்
silicon wafer,"சிலிக்கான் தகடு, சிலிக்கான் வேஃபர்"
similarity,"ஒப்புமை, ஒப்புமை"
Simulator,பின்பற்றுபவர்
simultaneously,ஒரே நேரத்தில்
Sine,"அடையாளம், சைன்"
single ionization,ஒற்றை அயனியாக்கம்
single line,ஒற்றை வரி ஒற்றை வரி
Single-stage,ஒற்றை படி
Sink,"அணுகல், மூழ்குதல், மூழ்குதல், ஒன்றிணைத்தல் தொட்டி, மூழ்குதல், நீர்த்தேக்கம்"
Sinusoidal,சைனூசாய்டல்
Siphon,சைஃபோன்
Siren,சைரன்
Size,"அளவு, அளவு (n.), அளவு, வேலைப்பாடு (v.)"
Skew,"சமச்சீரற்ற, வளைவு"
skin effect,"மேல்தோல் விளைவு, தோல் விளைவு"
sky blue,வானம் நீலம்
slant range,சாய்வு வீச்சு
Sliding,பாம்பு
Slip,"நழுவும், நழுவும், நழுவும், நழுவும், தீர்வு"
slip ring,c மோதிரம்
Slit,"பிளவு, பிளவு, பிளவு"
Slope,"சாய்வு, சாய்வு, சாய்வு"
slotted line,துளையிடப்பட்ட கோடு
slow reactor,மெதுவான உலை
Smoked,புகைபிடித்தது
smoothing condenser,தூண்டல் மின்தேக்கி
smoothing of curve,"வளைவின் வெப்பச்சலனம், வளைவை ஒன்றிணைத்தல்"
sodar (sound detecting and ranging),சோடர்
Soft,"மென்மையான, மென்மையான, மிருதுவான"
soft component (of cosmic rays),குறுகிய கால கூறு
soft superconductor,சூப்பர் கண்டக்டர்
soft target,பாதுகாப்பற்ற இலக்கு
soft valve,குறைந்த வெளியேற்ற குழாய்
Solar,சூரிய ஒளி
Solder,"சாலிடர், சாலிடர் (எட்.), சாலிடர், சாலிடர் (என்.)"
solenoidal element,மின்காந்த உறுப்பு
Solid,"திட, நிறை, கனசதுரம்"
Solution,"தீர்வு, பொருள், தீர்வு, தீர்வு"
sonic boom,சோனிக் பூம்
Sonometer,"ஒலிமானி, ஒலிமானி"
Sonorous,ஒலியியல்
sorting,"வரிசைப்படுத்துதல், தேர்வு செய்தல், பிரித்தல்"
Space,"வானம், விண்வெளி, விண்வெளி, விண்வெளி, விண்வெளி, விண்வெளி"
space cabin,வான அறை
Spacer,இடைவெளி
Spacial,ஆகாஷி
Spacing,பரிமாற்ற இடைவெளி
spark,வண்ண
spatial,"வான, இடஞ்சார்ந்த"
special relativity,"குறிப்பிட்ட சார்பியல், குறிப்பிட்ட சார்பியல்"
Specific,"உறவினர், குறிப்பிட்ட, சிறப்பு"
specification,விவரக்குறிப்பு
Specified,குறிப்பிடப்பட்டுள்ளது
Spectral,நிறமாலை
spectrometry,ஸ்பெக்ட்ரோமெட்ரி
spectroscope,"ஸ்பெக்ட்ரோஸ்கோப், ஸ்பெக்ட்ரோஸ்கோப்"
spectroscopist,"ஸ்பெக்ட்ராலஜிஸ்ட், ஸ்பெக்ட்ரம் விஞ்ஞானி"
Specular,வழக்கமான
speech,பேச்சு
speedometer,வேகமானி
sphere,சுற்று பந்து
Spherical,"உருண்டை, உருண்டை"
spherometer,"கோளமானி, கோளமானி"
spin flipping,சுழல் மீளுருவாக்கம்
spinning top,சுழலும் பம்பரம்
Spin,சுழல்
spiral motion,சுழல் இயக்கம்
Split,"பிளவு, பிளவு (v.) பிளவு, பிளவு (n.)"
spontaneous,தானாக
spool,"spool, winch, reel, volley"
sporadic phenomenon,சீரற்ற நிகழ்வு
Spot,"புள்ளி, புள்ளி (எண்.), ஸ்பாட், ஸ்பாட், அடையாளம், கண்டுபிடி (ver.)"
spread (of energy),ஆற்றல் வளாகம்
spring,"வசந்தம், வசந்தம், வசந்தம், அருவி, வசந்தம்"
spurious charge,தவறான ஆசை
spurious echoes,கூடுதல் எதிரொலி
sputnik,ஸ்புட்னிக்
Square,"சதுரம், சதுரம், சதுரம்"
Stability,ஆயுள்
Stabilizer,நிலைப்படுத்துதல்
Stacking,அடுக்கு
Stage,"மேடை, நிலை, பதவி, சமூகம், மேடை"
staggering,இணையான விநியோகம்
standard,"நிலையான, சான்றளிக்கப்பட்ட, கொடி (எண்.), தரநிலை"
standardised,தரப்படுத்தப்பட்டது
Standardization,தரப்படுத்தல்
Star,"நட்சத்திரம், நட்சத்திரம்"
Stark effect,அப்பட்டமான விளைவு
Starter,"தோற்றுவிப்பவர், தொடக்கி, வெடிபொருள்"
Statampere,ஸ்டாம்பியர்
State,"நிலை, நிலை, மாநிலம்"
Statement,அறிக்கை
Static,நிலையான நிலையான மின்னியல் சத்தம்
Statical,நிலையான
Station,"கண்காணிப்பு நிலையம், நிலையம், சந்திரன்"
stationary,முற்போக்கானது
stationary charge,திகைத்தார்
stationary condition,உணர்வின்மை நிலை
stationary field,நிலையான பகுதி
stationary particle,முற்போக்கான துகள்
stationary phase,திகைத்த மனோபாவம்
statistic,மாதிரி
statistical,புள்ளியியல்
Statistician,புள்ளியியல் எடையிடல்
Stator,ஸ்டேட்டர்
Steady,"மாறாத, நிலையான, நிலையான, நிரந்தர"
Steam,நீராவி நீராவி
steam turbine,நீராவி விசையாழி
Steel,எஃகு
Steeringbox,திசைமாற்றி பெட்டி
Stellar,விண்மீன்
Step,"படி, படி, படி, படி"
step by step,படி படியாக
step function,படி செயல்பாடு
Steradian,ஸ்டீரேடியன்
Stereographic,ஸ்டீரியோஸ்கோபிக்
stereophonic,ஸ்டீரியோஸ்கோபிக் ஒலி
sticky collision,இணைப்பு மோதல்
sticky nucleus (=opaque nucleus =black nucleus),"அபர்ய கரு, கிருஷ்ண கரு"
Stiff,"கடினமான, கடினமான, உறுதியான, உறுதியான"
Stiffness,இணக்கத்தன்மை
Stigmatic,"புள்ளி, களங்கம்"
Stigmatism,சுட்டித்தனம்
Still,"பாபகா, அசோத்ரா (எட்.), அசையாத (வி.), அசையாத பார்வை"
stimulate,தூண்டுவதற்கு
stimulation,தூண்டுதல்
stirrer,கிளறுபவர்
stoke (unit of viscosity),ஸ்டோக்
stop clock,"உடைக்க-கடிகாரம், பங்கு-கடிகாரம்"
stop cock,காப்பிடப்பட்ட
