Malayalam,Kannada
റോസ്മേരി,ಪ್ರಾಸಣಿ
റ round ണ്ട് പൊറോട്ട,ಸುತ್ತಿನ
റബര്,ರಬ್ಬರ್
എലി,ಇಲಿ
ചുവന്ന പാം പെവിൽ,ಕೆಂಪು ತಾಳೆ ವೀವಿಲ್
ചുവന്ന മത്തങ്ങ വണ്ട്,ಕೆಂಪು ಕುಂಬಳಕಾಯಿ ಜೀರುಂಡೆ
കാണ്ടാമൃഗം വണ്ട്,ಖಡ್ಗಮೃಗದ ಜೀರುಂಡೆ
റൈസ് കോവിൾ,ಅಕ್ಕಿ ವೆವಿಲ್
ക്ഷുദ്ര മണ്ണ് സലൈൻ ചെയ്യുക,ಲವಣಯುಕ್ತ ಮಣ್ಣು
സലൈൻ മണ്ണ്,ಲವಣಯುಕ್ತ ಮಣ್ಣು
സാലിനൈസേഷൻ,ಲವಣೀಕರಣ
ഉമിനീർ ഗ്രന്ഥി ക്രോമസോം,ಲಾಲಾರಸ ವರ್ಣತಂತು
ഉപ്പ്,ಉಪ್ಪು
ഉപ്പ് ബാധിച്ച മണ്ണ്,ಉಪ್ಪು ಪೀಡಿತ ಮಣ್ಣು
ഉപ്പ് സൂചിക,ಉಪ್ಪು ಸೂಚಿಕೆ
ഉപ്പ് സമ്മർദ്ദം,ಉಪ್ಪು ಒತ್ತಡ
ഉപ്പ് സഹിഷ്ണുത,ಉಪ್ಪು ಸಹನೆ
മാതൃക,ಮಾದರಿ
സാമ്പിൾ പിശക്,ಮಾದರಿ ದೋಷ
സാമ്പിൾ യൂണിറ്റ്,ಮಾದರಿ ಘಟಕ
സാമ്പിൾ,ಮಾದರಿ
മണല്,ಮರಳು
സാൻഡി കളിമണ്ണ്,ಮರಳು ಜೇಡಿಮಣ್ಣು
സാൻഡി പശിമരാശി,ಮರಳು ಲೋಮ್
മണൽ മണ്ണ്,ಮರಳು ಮಣ್ಣು
ജീവാമൃതം,ಸಕಲ
തൈപ്പ്,ಸಸಿ
സപ്പോനിഫിക്കേഷൻ മൂല്യം,ಸಪೋನಿಫಿಕೇಶನ್ ಮೌಲ್ಯ
സാറ്റലൈറ്റ് ഡിഎൻഎ,ಉಪಗ್ರಹ
സാറ്റലൈറ്റ് കള,ಉಪಗ್ರಹ
പൂരിത നീരാവി മർദ്ദം,ಸ್ಯಾಚುರೇಟೆಡ್ ಆವಿಯ ಒತ್ತಡ
സന്ന,ಸನ್ಯಾಸಿನಿ
സ്കാഫോൾഡ് പ്രോട്ടീൻ,ಸ್ಕ್ಯಾಫೋಲ್ಡ್ ಪ್ರೋಟೀನ್
പേളം,ಗಾಡಿ
കരുക്കല്,ಕೊಯ್ದು
പഖാപിക്കുക,ಸಿಯಾನ್
സിയോഫൈറ്റുകൾ,ರಕ್ತಸಂಬದ್ಧತೆಗಳು
കാലാനുസൃതമായ ചക്രം,ಕಾಲೋಚಿತ ಚಕ್ರ
കാലാനുസൃതമായ വരൾച്ച,ಕಾಲೋಚಿತ ಬರಗಾಲ
സീസണൽ പ്ലാന്റ്,ಕಾಲೋಚಿತ ಸಸ್ಯ
ദ്വിതീയ വളർച്ച,ದ್ವಿತೀಯ ಬೆಳವಣಿಗೆ
ദ്വിതീയ സസ്യ പോഷകങ്ങൾ,ದ್ವಿತೀಯಕ ಸಸ್ಯ ಪೋಷಕಾಂಶಗಳು
ദ്വിതീയ ഉൽപാദനക്ഷമത,ದ್ವಿತೀಯ ಉತ್ಪಾದಕತೆ
ദ്വിതീയ കൃഷി,ದ್ವಿತೀಯ ಬೇಸಾಯ
സ്രാഗ്,ಗಡಿ
വിത്ത് വഹിച്ച ഫംഗസ്,ಬೀಜ ಹುಟ್ಟಿದ ಶಿಲೀಂಧ್ರ
വിത്ത് സർട്ടിഫിക്കേഷൻ,ಬೀಜ ಪ್ರಮಾಣೀಕರಣ
വിത്ത് കാഠിന്യം,ಬೀಜ ಗಟ್ಟಿಯಾಗುವುದು
വിത്ത് സംസ്കരണം,ಬೀಜ ಚಿಕಿತ್ಸೆ
വിത്ത്-കം-വളം ഡ്രിപ്റ്റ്,ಬೀಜ-ಕಮ್-ಫರ್ಟಿಲೈಜರ್ ಡ್ರಿಲ್
തൈ,ಮೊಳಕೆ
തറ,ದೆವ್ವ
വേർതിരിക്കൽ,ಪ್ರತ್ಯೇಕತೆ
തിരഞ്ഞെടുക്കാവുന്ന മാർക്കർ,ಆಯ್ಕೆ ಮಾಡಬಹುದಾದ ಮಾರ್ಕರ್
തിരഞ്ഞെടുക്കൽ സമ്മർദം,ಆಯ್ಕೆ ಒತ್ತಡ
സെലക്ടീവ് കളനാശിനി,ಆಯ್ದ ಸಸ್ಯನಾಶಕ
സെലക്ലിവിറ്റി സൂചിക,ಆಯ್ದ ಸೂಚ್ಯಂಕ
സ്വയം ബീജസങ്കലനം,ಸ್ವಯಂ ಫಲೀಕರಣ
സ്വയംപര്യാപ്തത,ಸ್ವಪ್ರತಿಷ್ಠೆ
സ്വയം നേർത്ത ശേഷി,ಸ್ವಯಂ ತೆಳುವಾಗುತ್ತಿರುವ ಸಾಮರ್ಥ್ಯ
സ്വയം ഫലങ്ങൾ,ಆತ್ಮ ಮಣ್ಣಾದ
സ്വയം പൊരുത്തക്കേട്,ತಾನು ಅನಿರ್ದಿಷ್ಟತೆ
സ്വാർത്ഥ ഡിഎൻഎ,ಸ್ವಾರ್ಥಿ ಡಿಎನ್‌ಎ
അർദ്ധ വരണ്ട,ಅರೆ ಶುಷ್ಕ
സെൻസറി വിലയിരുത്തൽ,ಸಂವೇದನಾ ಮೌಲ್ಯಮಾಪನ
സെപ്പാൽ,ಸೀಸಕ
സീക്വൻഷ്യൽ ക്രോപ്പിംഗ്,ಅನುಕ್ರಮವಾಗಿ
സീരിയൽ നേർപ്പിക്കൽ,ಸರಣಿ ದುರ್ಬಲಗೊಳಿಸುವಿಕೆ
സീരീക്കൾ,ರೇಷ್ಮೆನನೆ
ചരക്ക്,ಸೀರಮ್ ಶಾಸ್ತ್ರ
സെറം,ಸೀರಮ್
ലൈംഗിക നിർണ്ണയം,ಲೈಂಗಿಕ ದಟ್ಟಣೆ
ലൈംഗിക ബന്ധം,ಲೈಂಗಿಕ ಲಿಪೇಜ್
ലൈംഗിക പ്രചരണം,ಲೈಂಗಿಕ ಪ್ರಸರಣ
ഷീറ്റ് മണ്ണൊലിപ്പ്,ಹಾಳೆಯ ಶೆಲೋಳ
ഷെല്ലിംഗ്,ಶೆಲ್ ದಾಳಿ
ഷെൽട്ടർ ബെൽറ്റ്,ಆಶ್ರಯ ಪಟ್ಟಣ
ഹ്രസ്വകാല പ്ലാന്റ്,ಅಲ್ಪಾವಧಿಯ ಸಸ್ಯ
ഷോർട്ട്-വേവ് വികിരണം,ಸಣ್ಣ-ತರಂಗ ವಿಕಿರಣ
ഷട്ടിൽ വെക്റ്റർ,ಶಟಲ್ ವೆಕ್ಟರ್
സഹോദരൻ,ಒಡಹುಟ್ಟಿದ
സിക്കിൾ സെൽ അനീമിയ,ಸಿಕಲ್ ಸೆಲ್ ಅನೀಮಿಯ
സിഗ്മോയ്ഡ് കർവ്,ಗುತ್ತಿಗೆ
സിഗ്നൽ സിദ്ധാന്തം,ಸಂಕೇತ ಕಲ್ಪನೆ
പ്രാധാന്യ പരിശോധന,ಮಹತ್ವ ಪರೀಕ್ಷೆ
സൈലേജ്,ಚೂರು
സിലോ,ಕೋಳಿ
മുയല്,ಹೂಳು
മണൽ പശിമരാശി,ಹೂಳು ಲೋಮ್
സിൽവികൾച്ചർ,ಸುತ್ತಾಡುವುದು
മുങ്ങുക,ಮುಸುಕು
മുങ്ങുക,ಮುಳುಗುವ ಸಾಮರ್ಥ್ಯ
സഹോദരി ക്രോമാറ്റിഡ്,ಸೋದರಿ ಕ್ರೊಮ್ಯಾಟಿಡ್
സൈറ്റ്-നിർദ്ദിഷ്ട പോഷക മാനേജുമെന്റ്,ಸೈಟ್-ನಿರ್ದಿಷ್ಟ ಪೋಷಕಾಂಶಗಳ ನಿರ್ವಹಣೆ
വളഞ്ഞ വിതരണം,ಓರೆಯಾದ ವಿತರಣೆ
വരി നടുന്നത് ഒഴിവാക്കുക,ಸಾಲು ನೆಡುವಿಕೆಯನ್ನು ಬಿಟ್ಟುಬಿಡಿ
സ്ലിം പൂപ്പൽ,ಲೋಳಾದ ಅಚ್ಚು
മന്ദഗതിയിലുള്ള വളം,ನಿಧಾನ ಬಿಡುಗಡೆ ಗೊಬ್ಬರ
ചെളി,ಕೆಸರು
സ്ലറി,ಕೆಸರು
പുകവലിക്കുന്ന വിളകൾ,ಹೊಗೆಯಾಡಿಸಿದ ಬೆಳೆಗಳು
സാമൂഹിക വനം,ಸಾಮಾಜಿಕ ಅರಣ್ಯ
സോഡ് സംസ്കാരം,ಸೋಡ್ ಸಂಸ್ಕೃತಿ
പായഞ്ഞു,ಹುಳು
വിശുദ്ധ മണ്ണ്,ಸೋಡಿಕ್ ಮಣ್ಣು
സോഡിയം ആഗിരണം അനുപാതം,ಸೋಡಿಯಂ ಹೀರಿಕೊಳ್ಳುವ ಅನುಪಾತ
സോഡിയം പമ്പ്,ಸೋಡಿಯಂ ಪಂಪ್‌
സോഫ്റ്റ്-വുഡ് ഒട്ടിക്കൽ,ಮೃದು ಮರದ ಕಸಿ
മണ്ണ് അഷ്ഷീൻ,ಮಣ್ಣಿನ ಅಂಟಿಕೊಳ್ಳುವ
മണ്ണിന്റെ വായുസഞ്ചാരം,ಮಣ್ಣಿನ ಕಾಯಿಲೆಗಳು
മണ്ണ് മൊത്തം,ಒಟ್ಟುಗೂಡಿಕೆ
മണ്ണ് ക്ഷാല്യം,ಮಣ್ಣಿನ ಕ್ಷಾರತೆ
മണ്ണ് ഭേദഗതി,ಮಣ್ಣಿನ ತಿದ್ದುಪಡಿ
മണ്ണിന്റെ വിശകലനം,ಮಣ್ಣಿನ ವಿಶ್ಲೇಷಣೆ
മണ്ണിന്റെ ജൈവവൈവിധ്യത്തെ,ಮಣ್ಣಿನ ಜೀವವೈವಿಧ್ಯತೆ
മണ്ണ് ബയോളജി,ಮಣ್ಣಿನ ಜೀವಶಾಸ್ತ್ರ
മണ്ണിന്റെ വർഗ്ഗീകരണം,ಮಣ್ಣು ವರ್ಗೀಕರಣ
മണ്ണ് കൊളോയിഡ്,ಮಣ್ಣಿನ ಕೊಲಾಯ್ಡ್
മണ്ണിന്റെ കോംപാക്ഷൻ,ಮಣ್ಣಿನ ಸಂಕೋಚನ
മണ്ണ് കണ്ടീഷണറുകൾ,ಮಣ್ಣಿನ ಕಂಡಿಷನರ್
മണ്ണ് സംരക്ഷണം,ಮಣ್ಣಿನ ಸಂರಕ್ಷಣೆ
മണ്ണ് പുറംതോട്,ಮಣ್ಣು ಕ್ರಸ್ಟ್
മണ്ണ് അപമാനം,ಮಣ್ಣಿನ ಅವನತಿ
മണ്ണ് പൊട്ടിച്ചതാക്കൽ ഘടകം,ಮಣ್ಣಿನ ಸವೆತ
മണ്ണിന്റെ ഫലഭൂയിഷ്ഠത,ಮಣ್ಣಿನ ಫಲವತ್ತತೆ
മണ്ണ് ഉല്പത്തി,ಮಣ್ಣಿನ ಮೂಲ
മണ്ണ് ആരോഗ്യം,ಮಣ್ಣು
മണ്ണ് ചക്രവാളം,ಮಣ್ಣಿನ ಹಾರಿಜಾನ್
മണ്ണിന്റെ മാക്രൂറിസംസ്,ಮಣ್ಣಿನ ಮ್ಯಾಕ್ರೋರ್ನಿಸಮ್‌ಗಳು
മണ്ണ് മാനേജുമെന്റ്,ಮಣ್ಣು ನಿರ್ವಹಣೆ
മണ്ണിന്റെ മൈക്രോബയോളജി,ಮಣ್ಣಿನ ಸೂಕ್ಷ್ಮಜೀವಿ
മണ്ണിന്റെ സൂക്ഷ്മാണുക്കൾ,ಮಣ್ಣಿನ ಸೂಕ್ಷ್ಮಜೀವಿಗಳು
മണ്ണിന്റെ ഈർപ്പം കമ്മി,ಮಣ್ಣಿನ ತೇವಾಂಶದ ಕೊರತೆ
മണ്ണിന്റെ ജൈവവസ്തു കാര്യം,ಮಣ್ಣಿನ ಸಾವಯವ ವಸ್ತು
മണ്ണിന്റെ പോറോസിറ്റി,ಮಣ್ಣಿನ ಸರಂಧ್ರತೆ
മണ്ണ് ഉൽപാദനക്ഷമത,ಮಣ್ಣಿನ ಉತ್ಪಾದಕತೆ
മണ്ണ് പ്രൊഫൈൽ,ಮಣ್ಣು ಪ್ರೊಫೈಲ್
മണ്ണിന്റെ ഗുണനിലവാരം,ಮಣ್ಣು
മണ്ണിന്റെ പ്രതികരണം,ಮಣ್ಣಿನ ಪ್ರತಿಕ್ರಿಯೆ
മണ്ണിന്റെ പ്രതിരോധം,ಮಣ್ಣಿನ ಪ್ರತಿರೋಧ
മണ്ണിന്റെ ലവണത്വം,ಮಣ್ಣಿನ ಲವಣಾಂಶ
മണ്ണ് ശാസ്ത്രം,ಮಣ್ಣು
മണ്ണ് രോഗം,ಮಣ್ಣು
മണ്ണിന്റെ കൂലി,ಮಣ್ಣಿನ ಜರಡಿ
മണ്ണ് പരിഹാരം,ಮಣ್ಣು
മണ്ണ് അണുവിമുക്തൻ,ಮಣ್ಣು
മണ്ണിന്റെ ഘടന,ಮಣ್ಣು ರಚನೆ
മണ്ണ് സസ്പെൻഷൻ,ಮಣ್ಣಿನ ಅಮಾನತು
മണ്ണ് പരിശോധന,ಮಣ್ಣಿನ ಪರೀಕ್ಷೆ
മണ്ണ് ടെക്സ്ചർ,ಮಣ್ಣಿನ ವಿನ್ಯಾಸ
മണ്ണിന്റെ ജല സാധ്യത,ಮಣ್ಣಿನ ನೀರಿನ ಸಾಮರ್ಥ್ಯ
മണ്ണ് വെള്ളം,ಮಣ್ಣು
സൗരോർജ്ജ സ്ഥിരാങ്കം,ಸೌರ ಸ್ಥಿರ
സൗരവികിരണം,ಸೌರ ವಿಕಿರಣಗಳು
സോളാർ സ്പെക്ട്രം,ಸೌರ ವರ್ಣಪಟಲ
സോളൈറൈസേഷൻ,ಸೌರೀಕರಣ
ഏക വിള,ಏಕೈಕ ಬೆಳೆ
സോളിയം ശതമാനം,ಕರಗುವ ಸೋಡಿಯಂ ಶೇಕಡಾವಾರು
സോമാറ്റിക് സെൽ,ದೈಹಿಕ ಕೋಶ
സോമാറ്റിക് ഭ്രൂണം,ಭ್ರೂಣ ಭ್ರೂಣ
സോമാറ്റിക് ഹൈബ്രിഡൈസേഷൻ,ಭೀಕರಲತೆ
സോർഗം പരിക്ക്,ಸೋರ್ಗಮ್ ಗಾಯ
സോസ് ജീൻ,ಎಸ್‌ಒಎಸ್ ಜೀನ್
തെക്കൻ മായ്ക്കൽ,ದಕ್ಷಿಣದ ಬ್ಲಾಟಿಂಗ್
സ്പെയ്സിംഗ് (പ്ലാന്റ്),ಅಂತರ (ಸಸ್ಯ)
സ്പാഡിക്സ്,ಚಿರತೆ
സ്പുട്,ಉಪಾಮಿಸು
പ്രത്യേക ക്രമീകരണം,ವಿಶೇಷ ವ್ಯವಸ್ಥೆ
പ്രത്യേക വിളവെടുപ്പ്,ವಿಶೇಷ ಬೆಳೆ
പ്രത്യേക കൃഷി,ವಿಶೇಷ ಕೃಷಿ
സ്പീഷീസ്,ಜಾತಿ
പ്രത്യേക വിള തീവ്രത സൂചിക,ನಿರ್ದಿಷ್ಟ ಬೆಳೆ ತೀವ್ರತೆಯ ಸೂಚ್ಯಂಕ
പ്രത്യേക ഗുരുത്വാകർഷണം,ವಿಶಿಷ್ಟ ಗುರುತ್ವ
നിർദ്ദിഷ്ട ഈർപ്പം,ನಿರ್ದಿಷ್ಟ ಆರ್ದ್ರತೆ
നിർദ്ദിഷ്ട ഇല പ്രദേശം,ನಿರ್ದಿಷ್ಟ ಎಲೆ ಪ್ರದೇಶ
Spematogenesis,ವೀರ್ಯಾಣು ಪದಾರ್ಥ
എസ്-ഘട്ടം,ಎಸ್-ಹಂತ
സ്പൈക്ക്,ಏರಿಕೆ
സ്പഷ്ടമായ,ಹುಲ್ಲುಗಾರ್ತಿ
സ്പിൻഡിൽ മുൾപടർപ്പു,ಸ್ಪರ್ಶ
സ്പ്ലാഷ് മണ്ണൊലിപ്പ്,ಸ್ಪ್ಲಾಶ್ ಸವೆತ
സ്ലിഷിംഗ്,ಜೋಡಣೆ
ആപ്ലിക്കേഷൻ വിഭജിക്കുക,ಸ್ಪ್ಲಿಟ್ ಅಪ್ಲಿಕೇಶನ್
സ്പ്ലിറ്റ് ജീനുകൾ,ವಿಭಜಿತ ಜೀನ್‌ಗಳು
സ്പ്ലിറ്റ് പ്ലോട്ട് ഡിസൈൻ,ಸ್ಪ್ಲಿಟ್ ಕಥಾವಸ್ತುವಿನ ವಿನ್ಯಾಸ
സ്പോഞ്ചി ടിഷ്യു,ಸ್ಪಂಜಿ ಅಂಗಾಂಶ
സ്വതസിദ്ധമായ മ്യൂട്ടേഷൻ,ಸ್ವಾಭಾವಿಕ ರೂಪಾಂತರ
ചിതറിപ്പോയ,ಬೀಜಕ
സ്പ്രിംഗളർ ജലസേചനം,ಸಿಂಪಿ ನೀರಾವರಿ
സ്പഷ്ടങ്ങള്,ನುಗ್ಗು
പുല്പു,ಉತ್ತೇಜಿಸು
സ്പർ ബെയറിംഗ്,ಸ್ಪರ್ ಬೇರಿಂಗ್
സ്ക്വാലില്,ಚೂರುಪಾರು
ഏജന്റിനെ സ്ഥിരപ്പെടുത്തുന്നു,ಸ್ಥಿರಗೊಳಿಸುವ ಏಜೆಂಟ್
അടിസ്ഥാന വ്യതിയാനം,ಪ್ರಮಾಣಿತ ವಿಚಲನ
സ്ട്രപ്പിൾ വിള,ಪ್ರಧಾನ ಬೆಳೆ
കോഡൺ ആരംഭിക്കുക,ಕೋಡಾನ್ ಪ್ರಾರಂಭಿಸಿ
സ്റ്റാർട്ടർ പരിഹാരം,ಸ್ಟಾರ್ಟರ್ ಪರಿಹಾರ
സ്റ്റെം ബോറർ,ಕಾಂಡದ ಕೊರೆಯುವವನು
സ്റ്റെം-അവസാനം,ಕಾಂಡ
സ്റ്റെനോസ്പെർമോകാർപി,ಸ್ಟೆನೋಸ್ಪರ್ಮೊಕಾರ್ಪ್ನ
സ്റ്റെപ്പ്,ಹುಲ್ಲುಗಾವಲು
വഭരണം,ಕ್ರಿಮಿಕೀಕರಣ
കളങ്ക സ്വീകാര്യത,ಕಳಂಕ ಗ್ರಹಿಸುವಿಕೆ
കളങ്ക,ಕಳಂಕ
സ്റ്റിൽറ്റ് റൂട്ട്,ಸ್ಟಿಲ್ಟ್ ಬೇರು
മോളോൺ,ಕಟಾವು
സ്റ്റോമറ്റ,ಕಸಕ
മണ്ഡലം,ಮಲ
കോഡൺ നിർത്തുക,ಕೋಡಾನ್ ನಿಲ್ಲಿಸಿ
സ്ട്രാറ്റുചെയ്തു,ಶ್ರೇಣೀಕೃತ
സ്ട്രാറ്റിഫിക്കേഷൻ,ಶ್ರೇಣೀಕರಣ
സ്ടോ,ಒಣಹುಲ್ಲು
സമ്മര്ദ്ദം,ಒತ್ತಡ
സ്ട്രിപ്പ് ക്രോപ്പിംഗ്,ಸ್ಟ್ರಿಪ್ ಬೆಳೆ
സ്ട്രിപ്പ് ഇന്റർക്രോപ്പിംഗ്,ಸ್ಟ್ರಿಪ್ ಇಂಟರ್ ಕ್ರಾಪಿಂಗ್
സരശാസ്തം,ಚೂರು
തല്ലുന്നു,ಹಠಮಾರಿ
കലഹങ്ങൾ,ಕೋಟೆ ಹಸಿಗರಶರ
ശൈലി,ಶೈಲಿ
ഉപവിഭാഗം,ಉಪಭಾಷೆ
സൂരിസേഷൻ,ಬೆನೆರಿಕೆ
മുത്തം,ಮುಳುಗುವಿಕೆ
ഉപജീവന കൃഷി,ಜೀವನಾಧಾರ ಕೃಷಿ
സബ്സൈലിംഗ്,ಉಪಯೋಗಿಸುವ
ഉപവിഷയങ്ങൾ,ಉಪ ಪ್ರೌ-sp
പകരക്കാരൻ ക്രോപ്പിംഗ്,ಬದಲಿ ಬೆಳೆ
കെ.ഇ.,ತಲಾಧಾರ
ഉപരിതല ജലസേചനം,ಸಂರಕ್ಷಣೀಯ ನೀರಾವರಿ
തുടർച്ചകമായ,ಉತ್ತರಾಧಿಕಾರ
ചൂഷണം,ರಸವತ್ತಾದ
സക്കർ,ಮುಳುಗುವವನು
സുയി-ജനറണം,ಪಟಲ
സൂര്യ-ക്യൂറിംഗ്,ಸೂರ್ಯನ ಗುಣ
അനുബന്ധ ജലസേചനം,ಪೂರಕ ನೀರಾವರಿ
അനുബന്ധ സംരംഭം,ಪೂರಕ ಉದ್ಯಮ
അനുബന്ധ ഇടപെടൽ,ಪೂರಕ ಸಂವಹನ
സ്യൂപ്ഷർ ജീൻ,ಜೀನ್
സർഫാകാന്റ്,ಕರ್ತವ್ಯ
വരാനിരിക്കുന്ന,ತುತ್ತಾಗುವ
സസ്പെൻഷൻ സംസ്കാരം,ಅಮಾನತು ಸಂಸ್ಕೃತಿ
സുസ്ഥിര കൃഷി,ಸುಸ್ಥಿರ ಕೃಷಿ
സുസ്ഥിര വികസനം,ಸುಸ್ಥಿರ ಅಭಿವೃದ್ಧಿ
ആരോദ്ധിക്കല്,ಹಿಂಡುವ
വാൾ ഇല,ಕತ್ತಿ ಎಲೆ
സിക്കൺയം,ಸಿನೆನಿಯಂ
കൈശീയമാക്കല്,ಸಹಜೀವನ
സിങ്കാമി,ಸೇನಾ
അരി തീവ്രത്വ സമ്പ്രദായം,ಅಕ್ಕಿ ತೀವ್ರತೆಯ ವ್ಯವಸ್ಥೆ
വ്യവസ്ഥാപരമായ കളനാശിനി,ವ್ಯವಸ್ಥಿತ ಸಸ್ಯನಾಶಕ
കുങ്കുമം,ಕುಸಿತ
കുങ്കുമം,ಕೇಸರಿ
മുനി,ಋಷಿ
സാൽ,ಸಾಲ್ವಳು
സാൽവിയ,ಸಾಲ್ವಿಯಾ
ചെരുപ്പ് മരം,ಸ್ಯಾಂಡಲ್ ಮರ
സപ്പോട്ട,ಸಪೂಟ
സ്ക്രൂപ്പിൻ,ತಿರುಪು
സീബക്ഹോൺ,ಕಡಲಸಲು
ഭാഗികമായി,ಒಂದು.
സർപന്ത മരം,ಸರ್ಪ ಮರ
എള്ള്,ಎಳ್ಳು
പടവളങ്ങ,ಹಾವು ಸೋರೆಕಾಯಿ
സ്നാപ്പ് തണ്ണിമത്തൻ,ಗಡಿಬಿಡಿ
സോപ്പ്നട്ട്,ಸಾಬೂನು
സോർജം,ತಗ್ಗು
സോയാബീൻ,ಸೋಯಾಬೀನ್
സ്പാനിഷ് ചെറി,ಸ್ಪ್ಯಾನಿಷ್ ಚೆರ್ರಿ
ചീര,ಸೊಪ್ಪು
സ്പിൻഡിൽ മരം,ಬೆನ್ನೆಲುಬಿನ ಮರ
സ്പോഞ്ച് പൊറോട്ട,ಸ್ಪಾಂಜ್ ಸೋರೆಕಾಯಿ
സ്റ്റീവിയ,ಒಂದು ಬಗೆಯ ಶವ
കൊഴുൻ,ಕುಟುಕುವ ಗಿಡ
കല്ല് പുഷ്പം,ಕಲ್ಲಿನ ಹೂವು
സ്ട്രോബെറി,ಸ್ಟ್ರಾಬೆರಿ
സുഡാൻ പുല്ല്,ಸುಡಾನ್ ಹುಲ್ಲು
കരിമ്പ്,ಕಬ್ಬು
വേനൽക്കാല സ്ക്വാഷ്,ಬೇಸಿಗೆ
സൂര്യകാന്തി,ಸೂರ್ಯಕಾಂತಿ
സൂഹെംപ്പ്,ಸನ್ಹೆಂಪ್
സ്വീറ്റ് ക്ലോവർ,ಸಿಹಿ ಕ್ಲೋವರ್
മധുരമുള്ള പൊറോട്ട,ಸ್ವೀಟ್ ಸೋರೆಕಾಯಿ
മധുരക്കിഴങ്ങ്,ಸಿಹಿ ಆಲೂಗಡ್ಡೆ
മധുരമുള്ള വയലറ്റ്,ಸಿಹಿ ನೇರಳೆ
SAP സക്കർ,ಸಾಪಕ
കണ്ട ഈച്ച,ಗರಗಸದ ಫ್ಲೈ
സ്കെയിൽ പ്രാണി,ಮಾಪಕದ ಕೀಟ
സെമിലോപ്പർ,ಅರೆಮಾಪಕ
ബോറർ ഷൂട്ട്,ಚಿಗುರು ಕೊರೆಯುವವನು
പട്ടുനാടൻ,ರೇಷ್ಮೆ ಹುಳು
ഒച്ച്,ಬಸವನ
കുരുവി,ಗುಬ್ಬಚ್ಚಿ
ചിലന്തി,ಜೇಡ
അണ്ണാന്,ಅಳಿಲು
തോട്ടം ബോറർ,ಕಾಂಡದ ಕೊರೆ
സ്റ്റെം ബോറർ,ಕಾಂಡದ ಕೊರೆಯುವವನು
തണ്ട് അരക്കെട്ട്,ಸ್ಟೆಮ್ ಗಿರ್ಡ್ಲರ್
കല്ല് കോവിൾ,ಕಲ್ಲಿನ ಜೀರುಂಡೆ
മണ്ണ് ശാസ്ത്രജ്ഞൻ,ಮಣ್ಣಾದ ವಿಜ್ಞಾನಿ
തന്ത്രപരമായ പ്രസ്ഥാനം,ತಂತ್ರದ ಚಲನೆ
ടാഗിംഗ് (ലേബലിംഗ്),ಟ್ಯಾಗಿಂಗ್ (ಲೇಬಲಿಂಗ್)
ടാങ്ക് സിൽട്ട്,ಟ್ಯಾಂಕ್ ಹೂಳು
റൂട്ട് ടാപ്പുചെയ്യുക,ರೂಟ್ ಟ್ಯಾಪ್ ಮಾಡಿ
ടസ്സൽ (ചോളം),ಟಸೆಲ್ (ಮೆಕ್ಕೆ ಜೋಳ)
ടാക്സോണമി,ಜೀವಿವರ್ಗೀಕರಣ ಶಾಸ್ತ್ರಗಳು
സാങ്കേതികവിദ,ತಂತ್ರಜ್ಞಾನ
മിതശീതോഷ്ണ മേഖല,ಸಮಶೀತ ಪರಿಜೀವ
താൽക്കാലിക വൈൽറ്റിംഗ്,ತಾತ್ಕಾಲಿಕ ವಿಲ್ಟಿಂಗ್
പരീക്ഷണങ്ങൾ,ಉರುಳಿಸು
ടെൻസിയോമീറ്റർ,ಸುಸ್ತಮಾಪಕ
ടെപ്പർ,ಪಾರದರ್ಶಕ
ടെറാറ്റോജനി,ಟೆರಾಟೊಜೆನ್
അവസാനിപ്പിക്കൽ കോഡൺ,ಮುಕ್ತಾಯ ಕೋಡಾನ್
മട്ടുപ്പാവ്,ತಾರಸಿ
ടെറസ് ഇടവേള,ತಾರಸಿ ಮಧ್ಯಂತರ
ഭൗമ വികിരണം,ಭೂಮಿಯ ವಿಕಿರಣ
ഭൗമ കളകൾ,ಭೂಮಂಡಲ
ടെസ്റ്റ് ക്രോസ്,ಪರೀಕ್ಷೆ
പരീക്ഷണ ഭാരം,ಪರೀಕ್ಷೆ
പരീക്ഷണ,ಪರೀಕ್ಷಾ
ടെട്രാട്,ಕಸಚೂರಿ
ടെട്രപ്ലോയിഡ്,ಟೆಟ್ರಾಪ್ಲಾಯ್ಡ್
ടെട്രാപ്ലോയിഡി,ಚಿತಾವಳಿ
തലലമസ്,ಗಾಡಿ
താപ ചാലകത,ಉಷ್ಣ ವಾಹಕತೆ
താപ വ്യത്യാസം,ಉಷ್ಣ ಪ್ರಸರಣತೆ
താപ ഇൻഡക്ഷൻ,ಉಷ್ಣ ಪ್ರಚೋದನೆ
തെർമോകോൾ,ಥರ್ಮುಪಲ್
താർമോഗ്രാഫ്,ಉಷ್ಣ ಚಿತ್ರ
തെർമോപൈയോഡറിറ്റി,ಥರ್ಮಾಪೆರೋಡಿಸಿತ್ವ
തെർമോറിയോഡറിസം,ಥರ್ಮೆಪ್ರೆಸಿಸಂ
തെർമോഫൈൽ,ಥರ್ಮಫೈಲ್
തെർമോടാക്സിസ്,ಥರ್ಮೋಟಾಕ್ಸನ
പുറത്തെടുക്കുന്നു,ತೆಳುವಾಗುವುದು
