Bengali,Malayalam
রেকর্ডিং সিস্টেম,റെക്കോർഡിംഗ് സിസ്റ്റം
রেকর্ডিং টেপ,റെക്കോർഡിംഗ് ടേപ്പ്
সংশোধন,തിരുതിലിഫിക്കേഷൻ
সংশোধন সংকেত,ക്രമീകരിച്ച സിഗ്നൽ
সংশোধনকারী,മൃതദേഹീരന്
পুনর্ব্যবহার,പുനര്നിര്മ്മാണം
অপ্রয়োজনীয়তা,ആവർത്തനം
অপ্রয়োজনীয়,കമാതീതമായ
অপ্রয়োজনীয় উপাদান,അനാവശ്യ ഘടകം
পুনরায় ইঞ্জিনিয়ারিং,റീ-എഞ്ചിനീയറിംഗ്
পুনরায় এনলার্জমেন্ট,വീണ്ടും വലുതാക്കുക
রেফারেন্স ফ্রিকোয়েন্সি,റഫറൻസ് ആവൃത്തി
সটোিস,റഫറൻസ് മൂല്യം
স্তর প্রতিফলিত,ലെയർ പ്രതിഫലിപ്പിക്കുന്നു
প্রতিফলন মাধ্যম,മാധ്യമത്തെ പ്രതിഫലിപ്പിക്കുന്നു
পৃষ্ঠ প্রতিফলিত,ഉപരിതലത്തെ പ്രതിഫലിപ്പിക്കുന്നു
প্রতিচ্ছবি,പതിച്ഛായ
প্রতিফলক,റിഫ്ലക്ടർ
অ্যান্টেনার জন্য প্রতিফলক,ആന്റിനയുടെ റിഫ്ലക്ടർ
প্রতিসরণ,അപര്യം
প্রতিসরাঙ্ক,അപവർത്തനാങ്കം
রেফ্রিজারেশন,റഫ്രിജറേഷൻ
পুনর্জন্ম,പുനരുദ്ധാരണ
নিবন্ধন,പട്ടികയുണ്ടാക്കുക
ভালভ নিয়ন্ত্রণ,വാൽവ് നിയന്ത്രിക്കുന്നു
নিয়ন্ত্রণ,നിയന്തിക്കല്
নিয়ামক,റെഗുലേറ്റർ
নিয়ন্ত্রক,നിയന്ത്രിക്കുക
শক্তিবৃদ্ধি,നിലവില് വരുത്തല്
সম্পর্কিত,ബന്ധുക്കലം
সম্পর্কিত সম্ভাব্যতা,ആപേക്ഷിക പെർമിറ്റിവിറ്റി
রিলে,റിലേ ചെയ്യുക
রিলে সেন্টার,റിലേ സെന്റർ
রিলে নিঃশব্দ,റിലേ മ്യൂസിംഗ്
রিলে ট্রান্সমিটার,റിലേ ട്രാൻസ്മിറ്റർ
মুক্তি,പ്രകാശനം
কোন ভোল্ট প্রকাশ করুন,വോൾട്ട് റിലീസ് ചെയ്യുക
নির্ভরযোগ্যতা,വിശ്വാസ്യത
নির্ভরযোগ্য,വിശസ്തമായ
দূরবর্তী,അകലെയുള്ള
দূরবর্তী নিয়ন্ত্রণ,വിദൂര നിയന്ത്രണം
রিমোট কন্ট্রোল এবং নেভিগেশন সিস্টেম,വിദൂര നിയന്ത്രണവും നാവിഗേഷൻ സിസ്റ്റവും
রিমোট কন্ট্রোল ইউনিট,വിദൂര നിയന്ത്രണ യൂണിറ്റ്
দূরবর্তী সিস্টেম,വിദൂര സിസ്റ്റം
দূরবর্তীভাবে নিয়ন্ত্রিত সরঞ্জাম,വിദൂരമായി നിയന്ത്രിത ഉപകരണങ്ങൾ
পুনরাবৃত্তি কয়েল,കോയിൽ ആവർത്തിക്കുക
রিপিটার,റിപ്പീറ്റർ
প্রতিস্থাপন,തിരികെവെയ്ക്കല്
পুনরায় পরিশোধ,നികത്തുന്നത്
পুনরুত্পাদন,പുനരുല്പ്പാദിപ്പിക്കുക
প্রজনন,പുനരുല്പ്പത്തി
পুনরায় রেকর্ডিং,വീണ്ടും റെക്കോർഡുചെയ്യുന്നു
গবেষণা ও উন্নয়ন,ഗവേഷണവും വികസനവും
রিসেট,പുന .സജ്ജമാക്കുക
অবশিষ্টাংশের পুনরুত্থান,ശേഷിക്കുന്ന പുന sh സംഘടന
অবশিষ্টাংশ,അവശിഷ്ടം
প্রতিরোধ,ചെറുക്കല്
প্রতিরোধের লোড,ചെറുത്തുനിൽപ്പ് ലോഡ്
প্রতিরোধক,ചെറുക്കുക
রেজোলিউশন,മിഴിവ്
অনুরণন,അനുരണനം
অনুরণন ফ্রিকোয়েন্সি,അനുരണനം ആവൃത്തി
অনুরণন,ഉപദേശിക്കുക
অনুরণন লাইন,റിസോണന്റ് ലൈൻ
রেজোনেটর,അനുരണകന്
সংস্থান,വിഭവം
রিসোর্স শেয়ারিং,വിഭവ പങ്കിടൽ
প্রতিক্রিয়া সময়,പ്രതികരിക്കുന്ന കാലയളവ്
প্রতিক্রিয়া,പതുത്തരം
পুন: প্রতিষ্ঠা,പുനസ്ഥാപിക്കൽ
ফলাফল,ഫലമായുണ്ടായ
ধরে রাখা,ധാരണ
Retransmission,പുനർജന്മഘടന
পুনরুদ্ধার,വീണ്ടെടുക്കല്
পুনরুদ্ধার ইঞ্জিন,വീണ്ടെടുക്കൽ എഞ്ചിൻ
পুনরায় চেষ্টা করা,വീണ്ടുംരി ചെയ്യുക
প্রত্যাবর্তন,മടങ്ങിവരുക
ফিরে পথ,മടക്ക പാത
পুনর্বিবেচনা,പുനരാര്യം
পুনর্বিবেচনার সময়,റിവൽബർട്ടേഷൻ സമയം
বিপরীত পক্ষপাতদুষ্ট ডায়োড,റിവേഴ്സ് ചെയ്യാനുള്ള ഡയോഡ്
বিপরীতমুখী বিদ্যুৎ,വിപരീത പ്രവാഹം
ঘূর্ণায়মান,കറങ്ങുന്ന
রিওয়াইন্ড,വീണ്ടും ചുറ്റുക
পুনঃনির্মাণ ফিউজ,റിവൈറബിൾ ഫ്യൂസ്
পুনর্নির্মাণ,റിവൈറിംഗ്
পুনর্লিখনযোগ্য,മാറ്റിയെഴുതാവുന്ന
আরএফ ড্রাইভ,Rf ഡ്രൈവ്
আরএফ ফিডার,Rf ഫീഡർ
আরএফ বিপত্তি,RF അപകടങ്ങൾ
আরএফ সুরক্ষা অনুপাত,RF പരിരക്ഷണ അനുപാതം
রিওস্ট্যাট,റിസ്റ്റേറ്റ്
ফিতা,പട്ടുനാട
রিভেট,റിവറ്റ്
Rivetted যৌথ,റിവേറ്റഡ് ജോയിന്റ്
Rivetting,റിവേറ്റിംഗ്
আরএন চ্যানেল,ആർഎൻ ചാനൽ
রোবট,യന്തമനുഷന്
যন্ত্রমানব নির্মাণ বিদ্যা,റോബോട്ടിക്സ്
রোল ইন,ഉരുളുക
রোল আউট,റോൾ ഔട്ട്
মূল,വേര്
রোটারি,റോട്ടറി
ঘূর্ণন,ഭ്രമണം
রুট,യാതാമാര്ഗം
রাউটার,റൂട്ടർ
রুটিন অপারেশন,പതിവ് പ്രവർത്തനങ്ങൾ
রাউটিং,റൂട്ടിംഗ്
সময় চালান,സമയം പ്രവർത്തിപ്പിക്കുക
সুরক্ষা ব্যবস্থা,സുരക്ഷാ ക്രമീകരണം
সুরক্ষা ইন্টারলক,സുരക്ഷാ ഇന്റർലോക്ക്
সাগ,സാഗ്
প্রধান বৈশিষ্ট্য,പ്രധാന സവിശേഷതകൾ
নমুনা,മാതൃക
নমুনা এবং হোল্ড সার্কিট,സാമ്പിൾ ചെയ്ത് സർക്കിൾ
সাধারন মাপ,സാമ്പിൾ വലുപ്പം
নমুনাযুক্ত ডেটা,സാമ്പിൾ ഡാറ്റ
নমুনা,സാമ്പിൾ
নমুনা রেট,സാമ്പിൾ നിരക്ക്
স্যাম্পলিং স্যাচুরেশন,സാച്ചുറേഷൻ സാച്ചുറപ്പ്
নমুনা তত্ত্ব/উপপাদ্য,സാമ്പിൾ സിദ്ധാന്തം / സിദ്ധാന്തം
স্যাটেলাইট,ഉപഗഹം
স্যাটেলাইট যোগাযোগ,ഉപഗ്രഹ ആശയവിനിമയം
স্যাটেলাইট কভারেজ,ഉപഗ്രഹ കവറേജ്
স্যাটেলাইট ডিজিটাল লিঙ্ক,സാറ്റലൈറ്റ് ഡിജിറ്റൽ ലിങ്ക്
স্যাটেলাইট হস্তক্ষেপ,ഉപഗ്രഹ ഇടപെടൽ
স্যাটেলাইট রেডিও,ഉപഗ്രഹ റേഡിയോ
স্যাটেলাইট রেডিও ট্রান্সমিশন,സാറ്റലൈറ്റ് റേഡിയോ ട്രാൻസ്മിഷൻ
স্যাটেলাইট সংক্রমণ,സാറ്റലൈറ്റ് ട്രാൻസ്മിഷൻ
স্যাচুরেটেড এয়ার,പൂരിത വായു
স্যাচুরেটিং কারেন্ট,പരിവർത്തനം ചെയ്യുന്നു
স্যাচুরেশন,സാച്ചുറേഷൻ
দাঁত তরঙ্গ দেখেছি,പല്ലിന്റെ തരംഗം കണ്ടു
স্কেলাবিলিটি,അളക്കല്
স্কেল,സ്കെയിൽ
স্কেল ফ্যাক্টর,സ്കെയിൽ ഘടകം
স্কেলিং,സ്കെയിലിംഗ്
স্ক্যান মরীচি,സ്കാൻ ചെയ്ത ബീം
স্ক্যানার,സ്കാനർ
স্ক্যানিং ফ্রিকোয়েন্সি,സ്കാൻ ചെയ്യുന്ന ആവൃത്തി
স্ক্যানিং লাইন,സ്കാൻ ചെയ്യുന്നു
বিক্ষিপ্ত,ചിതറിക്കിടക്കുന്നു
দৃশ্য,കാഴ്ച
সময়সূচী,വില്പ്പനക്കാരി
স্কিম্যাটিক,തന്ത്രപരമായ
স্কটকি বাধা,Skotkeyartyarre
সিন্টিলেশন,സിന്റിലേഷൻ
স্ক্র্যামব্লার,സ്ക്രാംബ്ലർ
স্ক্র্যাম্বলিং,ചുരണ്ടിയത്
স্ক্র্যাপ,സ്ക്രാപ്പ് ചെയ്യുക
স্ক্র্যাপিং,സ്ക്രാപ്പിംഗ്
স্ক্র্যাচ,ചുരണ്ടുക
পর্দা,മറയ്ക്കുക
স্ক্রিন বার্ন,സ്ക്രീൻ പൊള്ളൽ
স্ক্রিন বাইপাস,സ്ക്രീൻ ബൈപാസ്
স্ক্রিন কারেন্ট,സ്ക്രീൻ കറന്റ്
স্ক্রিন গ্রিড,സ്ക്രീൻ ഗ്രിഡ്
স্ক্রিন সেভার,സ്ക്രീൻ സേവർ
স্ক্রিন করা কেবল,സ്ക്രീൻ ചെയ്ത കേബിൾ
স্ক্রিনিং,സ്ക്രീനിംഗ്
স্ক্রোল,സ്ക്രോൾ ചെയ്യുക
স্ক্রল বার,സ്ക്രോൾ ബാർ
স্ক্রোলিং,സ്ക്രോളിംഗ്
খোঁজ যন্ত্র,തിരയല് യന്ത്രം
মাধ্যমিক,സെക്കൻഡറി
মাধ্যমিক সেল,ദ്വിതീയ സെൽ
সেক্টর,മേഖല
বিভাগ,അംശം
স্ব ডায়াগনস্টিক,സ്വയം ഡയഗ്നോസ്റ്റിക്
অর্ধপরিবাহী,അർദ്ധചാലകവും
প্রেরক,അയച്ചാൽ
সংবেদনশীলতা,സൂക്ഷ്മസംവേദനശക്തി
সেন্সর,സെൻസർ
ক্রম,അനുകമം
সিরিয়াল,സീരിയല്
সিরিয়াল অ্যাক্সেস,സീരിയൽ ആക്സസ്
সিরিয়াল পোর্ট,സീരിയൽ പോർട്ട്
সিরিজ অনুরণন,സീരീസ് അനുരണനം
সার্ভার,സെർവർ
সেটআপ,സജ്ജമാക്കുക
শেডিং,ഷേഡിംഗ്
ছায়া,നിഴല്
শ্যাননের উপপাদ্য,ഷാനന്റെ സിദ്ധാന്തം
রুপিং,രൂപപ്പെടുത്താനും
শেয়ারওয়্যার,ഓസരല്യൂട്ട്
খাপ,കവചം
শিফট,തവണ
স্থানান্তর,മാറുന്നു
ধাক্কা,ഞെട്ടുക
শর্ট সার্কিট,ഹ്രസ്വ സർക്യൂട്ട്
শর্ট সার্কিট পরীক্ষা,ഷോർട്ട് സർക്യൂട്ട് പരിശോധന
সংক্ষিপ্ত তরঙ্গ,ഹ്രസ്വ തരംഗം
শর্ট ওয়েভ সেন্টার,ഹ്രസ്വ വേവ് സെന്റർ
শর্টকাট,കുറുക്കുവഴി
শাটডাউন,ഷട്ട് ഡൗൺ
শাটডাউন সিগন্যাল,ഷട്ട്ഡൗൺ സിഗ്നൽ
সাইড ব্যান্ড,സൈഡ് ബാൻഡ്
সাইড ব্যান্ড শক্তি,സൈഡ് ബാൻഡ് പവർ
সংকেত,അടയാളം
সংকেত প্রশস্ততা,സിഗ്നൽ വ്യാപ്തി
সংকেত প্রবাহ গ্রাফ,സിഗ്നൽ ഫ്ലോ ഗ്രാഫ്
সংকেত উৎপাদক,സിഗ്നൽ ജനറേറ്റർ
আলোক সঙ্গকেত,സിഗ്നൽ ലൈറ്റ്
সিগন্যাল রাউটিং,സിഗ്നൽ റൂട്ടിംഗ്
সংকেত শক্তি,സിഗ്നൽ ബലം
টক অনুপাত ক্রস করতে সংকেত,ടോക്ക് അനുപാതത്തിലേക്ക് സിഗ്നൽ
শব্দ অনুপাত থেকে সংকেত,ശബ്ദ അനുപാതത്തിലേക്ക് സിഗ്നൽ
অদম্য শব্দ অনুপাতের সংকেত,ആകർഷകമല്ലാത്ത ശബ്ദ അനുപാതത്തിലേക്ക് സിഗ്നൽ
সংকেত এবং স্যুইচিং,സിഗ്നലിംഗും സ്വിച്ചിംഗ്
সংকেত বিট,സിഗ്നലിംഗ് ബിറ്റ്
গুরুত্বপূর্ণ সাইডব্যান্ডস,കാര്യമായ സൈഡ്ബാൻഡുകൾ
সিম্প্লেক্স,സിംപ്ലക്സുകൾ
সিমুলেশন,സിമുലേഷൻ
সিমুলেটর,സിമുലേറ്റർ
সিমুলকাস্ট,Simul മായ
একযোগে মাস্কিং,ഒരേസമയം മാസ്കിംഗ്
সাইন উপাদান,സൈൻ ഘടകം
সাইন ওয়েভ,സൈൻ തരംഗം
একক ফ্রিকোয়েন্সি নেটওয়ার্ক,സിംഗിൾ ഫ്രീക്വൻസി നെറ്റ്വർക്ക്
একক ফেজ মোটর,സിംഗിൾ ഫേസ് മോട്ടോർ
সাইট,സൈറ്റ്
সাইট লেআউট পরিকল্পনা,സൈറ്റ് ലേ layout ട്ട് പ്ലാൻ
দক্ষ অপারেটর,വിദഗ്ദ്ധനായ ഓപ്പറേറ്റർ
দূরত্ব এড়িয়ে যান,ദൂരം ഒഴിവാക്കുക
আকাশ তরঙ্গ,സ്കൈ തരംഗം
আকাশ তরঙ্গ প্রচার,സ്കൈ തരംഗം പ്രചരണം
স্ল্যাব,സ്ലാബ്
স্ল্যান্ট পাথ,മന്ദഗതിയിലുള്ള പാത
স্লট,സ്ലോട്ട്
স্মার্ট কার্ড,സ്മാർട്ട് കാർഡ്
সোডিয়াম বাষ্প প্রদীপ,സോഡിയം നീരാവി വിളക്ക്
নরম কী,സോഫ്റ്റ് കീ
সফটওয়্যার,സോഫ്റ്റ്വെയർ
সৌর ক্রিয়াকলাপ,സോളാർ പ്രവർത്തനം
সৌরশক্তি,സൗരോർജ്ജം
সৌর শিখা,സോളാർ ജ്വാലകൾ
সৌর শক্তি,സൗരോർജ്ജം
কঠিন অবস্থা,സോളിഡ് സ്റ്റേറ്റ്
সলিড স্টেট স্টোরেজ,സോളിഡ് സ്റ്റേറ്റ് സ്റ്റോറേജ്
সলিড স্টেট ট্রান্সমিটার,സോളിഡ് സ്റ്റേറ്റ് ട്രാൻസ്മിറ്റർ
সাজান,ഇനം
শব্দ,ശബ്ദം
শব্দ শোষণ,ശബ്ദ ആഗിരണം
শব্দ ভারসাম্য,ശബ്ദ ബാലൻസ്
সাউন্ড ডিটেক্টর,ശബ്ദ ഡിറ്റക്ടർ
সাউন্ড মিক্সার,ശബ്ദ മിക്സർ
শব্দ দৃষ্টিকোণ,ശബ്ദ വീക്ഷണം
শব্দ শক্তি,ശബ്ദ പവർ
সাউন্ড প্রুফ,ശബ്ദ തെളിവ്
সাউন্ড রেকর্ডিং,ശബ്ദ റെക്കോർഡിംഗ്
শব্দ প্রতিচ্ছবি,ശബ്ദ പ്രതിഫലനം
সাউন্ড ট্রান্সমিশন ক্ষতি,ശബ്ദ പ്രക്ഷേപണ നഷ്ടം
সূত্র,ഉല്ഭവസ്ഥാനം
উত্স এনকোডার,ഉറവിട എൻകോഡർ
স্থান,ഇടം
স্থান বৈচিত্র্য,ബഹിരാകാശ വൈവിധ്യമാർന്ന
স্পেস টেলিকাস্টিং,ബഹിരാകാശ ടെലികാസ്റ്റ്
স্পেস ওয়েভ,ബഹിരാകാശ തരംഗം
ব্যবধান,പാനീയം
স্প্যাম,സ്പാം
স্প্যামিং,സ്പാമിംഗ്
স্প্যান,സ്പന്യെന്ന്
অতিরিক্ত বিট,സ്പെയർ ബിറ്റ്
স্পেয়ারস,ചിലന്തിവല
স্পার্কিং,സ്പാർക്കിംഗ്
স্থানিক,സ്പേഷ്യൽ
স্থানিক প্রভাব,സ്പേഷ്യൽ പ്രഭാവം
স্থানিক অপ্রয়োজনীয়তা,സ്പേഷ്യൽ ആവർത്തനം
বিশেষ প্রভাব,പ്രത്യേക പ്രഭാവം
বিশেষ প্রভাব পরিবর্ধক,പ്രത്യേക ഇഫക്റ്റുകൾ ആംപ്ലിഫയർ
বিশেষীকরণ,സ്പെഷ്യലൈസേഷൻ
স্পেসিফিকেশন,സവിശേഷത
বর্ণালী শোষণ,സ്പെക്ട്രൽ ആഗിരണം
বর্ণালী ব্যান্ড প্রতিলিপি,സ്പെക്ട്രൽ ബാൻഡ് റെപ്ലിക്കേഷൻ
বর্ণালী বিতরণ,സ്പെക്ട്രൽ വിതരണം
বর্ণালী অপ্রয়োজনীয়তা,സ്പെക്ട്രൽ ആവർത്തനം
স্পেকট্রোফোটোমিটার,സ്പെക്ട്രോഫോട്ടോമീറ്റർ
বর্ণালী,സ്പെക്ട്രോസ്കോപ്പ്
বর্ণালী,സ്പെക്ട്രം
বর্ণালি বিশ্লেষক,സ്പെക്ട്രം അനലൈസർ
বর্ণালী আকার,സ്പെക്ട്രം രൂപപ്പെടുത്തൽ
বক্তৃতা বক্তৃতা,സംസാര നിലവാരം
স্পিচ চ্যানেল,സംഭാഷണം ചാനൽ
বক্তৃতা সংকোচনের,സംഭാഷണ കംപ്രഷൻ
স্পিচ এনকোডিং,സ്പീച്ച് എൻകോഡിംഗ്
কন্ঠ সনান্তকরণ,സംഭാഷണ തിരിച്ചറിയൽ
স্পিন,നൂല്ക്കുക
সর্পিল,സര്പ്പിള
স্প্লিকিং,സ്ലിഷിംഗ്
স্প্লিটার,സ്പ്പിറ്റർ
স্পুল,സ്പൂൾ
বিক্ষিপ্ত,ചിതറിയ
স্পট বিমস,സ്പോട്ട് ബീമുകൾ
ছড়িয়ে পড়া শিট,സ്പ്രെഡ് ഷീറ്റ്
উত্সাহী এবং সুরেলা বিকিরণ,"ഭ്രാന്തൻ, ഹാർമോണിക് വികിരണം"
উত্সাহী সাইডব্যান্ড ফ্রিকোয়েন্সি,സ്പൂസിയസ് സൈഡ്ബാൻഡ് ആവൃത്തികൾ
ভিডিও চেপে,ചൂഷണം ചെയ്ത വീഡിയോ
স্ট্যাম্পিং,മുദവയ്ക്കുക
স্ট্যান্ডার্ড সফ্টওয়্যার,അടിസ്ഥാന സോഫ്റ്റ്വെയർ
মানীকরণ,മാനവസ്ഥകേശ്ദം
অপেক্ষা করো,സ്റ്റാൻഡ് ബൈ
স্ট্যান্ডবাই সরঞ্জাম,സ്റ്റാൻഡ്ബൈ ഉപകരണങ്ങൾ
স্থায়ী তরঙ্গ,സ്റ്റാൻഡിംഗ് തരംഗം
স্থায়ী তরঙ্গ অনুপাত,സ്റ്റാൻഡിംഗ് വേവ് അനുപാതം
টর্ক শুরু,ടോർക്ക് ആരംഭിക്കുന്നു
স্টপ শুরু,ആരംഭിക്കുക-നിർത്തുക
স্থির,സ്ഥിതിവിവരകം
পরিসংখ্যান পদ্ধতি,സ്റ്റാറ്റിസ്റ്റിക്കൽ രീതി
স্থিতি,പദവി
স্থিতি ইঙ্গিত,നില സൂചന
স্থির,സ്ഥിരമായ
স্টেরিও,സ്റ്റീരിയോ
স্টেরিও ভারসাম্য,സ്റ്റീരിയോ ബാലൻസ്
স্টেরিও এনকোডার,സ്റ്റീരിയോ എൻകോഡർ
স্টেরিও জেনারেটর,സ്റ്റീരിയോ ജനറേറ്റർ
স্টেরিও মোড,സ്റ്റീരിയോ മോഡ്
স্টেরিও ট্রান্সমিশন,സ്റ്റീരിയോ ട്രാൻസ്മിഷൻ
স্টেরিওফোনিক সাউন্ড প্রজনন,സ്റ്റീരിയോഫോണിക് സൗണ്ട് പുനരുൽപാദനം
স্টেরিওফনি,സര്യാലഫോണി
স্টেরিওস্কোপি,സ്റ്റീരിയോസ്കോപ്പി
এখনও ছবি,ഇപ്പോഴും ചിത്രം
উদ্দীপনা,ഉത്തേജനം
স্টপব্যান্ড,സ്റ്റോപ്പ്ബാൻഡ്
স্টোরেজ,ശേഖരണം
স্টোরেজ ব্যাটারি রুম,സംഭരണ ​​ബാറ്ററി റൂം
স্টোরেজ ডিভাইস,സംഭരണ ​​ഉപകരണം
স্ট্র্যাটোস্ফিয়ার,സ്ട്രാറ്റോസ്ഫിയർ
স্ট্রিমিং,സ്ട്രീമിംഗ്
প্রসারিত,പരത്തുക
স্ট্রিং,സ്ട്രിംഗ്
কাঠামোগত,ഘടനാപരമായ
স্টুডিও ব্লক,സ്റ്റുഡിയോ ബ്ലോക്ക്
স্টুডিও সেন্টার,സ്റ്റുഡിയോ സെന്റർ
স্টুডিও আলো,സ്റ്റുഡിയോ ലൈറ്റിംഗ്
স্টুডিও মনিটর,സ്റ്റുഡിയോ മോണിറ്ററുകൾ
স্টাইলাস,സ്റ്റൈലസ്
সাবব্যান্ড এনকোডিং,സബ്ബാൻഡ് എൻകോഡിംഗ്
সাবব্যান্ড মাস্কিং,ഉപദായക മാസ്കിംഗ്
সাবব্যান্ড নমুনা,സബ്ബാൻഡ് സാമ്പിളുകൾ
সাবনেট,സബ്നെറ്റ്
সাবমলিং,സബ്പ്ലൈംഗ്
গ্রাহক,വരികൾ
হঠাৎ আয়নোস্ফিয়ারের ব্যাঘাত,പെട്ടെന്നുള്ള അയോണോസ്ഫിയർ അസ്വസ്ഥത
সান স্পট ক্রিয়াকলাপ,സൺ സ്പോട്ട് പ്രവർത്തനം
সুপার পাওয়ার ট্রান্সমিটার,സൂപ്പർ പവർ ട്രാൻസ്മിറ്റർ
সুপার স্যাম্পলিং,സൂപ്പർ സാമ്പിൾ
সুপার সকেট,സൂപ്പർ സോക്കറ്റ്
সুপারহিটেড বাষ্প,സൂപ്പർഹീറ്റ് നീരാവി
সুপারহিটারোডিন,സൂപ്പർഹീരെൻറെ
সুপারহিটারোডিন রূপান্তরকারী,സൂപ്പർഹീരെൻറെ കൺവെർട്ടർ
সুপারহিটারোডিন রিসিভার,സൂപ്പർഹീരെറ്റെൻ റിസീവർ
সুপারিম্পোজড (বর্তমান),സൂപ്പർപോസ്ഡ് (നിലവിലുള്ളത്)
সুপারিপজিশন,അതിശയുമ്പോക്കൽ
সুপারপজিশন,അതിശയമം
সুপারসোনিক,സൂപ്പർസോണിക്
সরবরাহ নালী,നാളം
দমন গ্রিড,അടിച്ചമർത്തൽ ഗ്രിഡ്
পৃষ্ঠের শব্দ,ഉപരിതല ശബ്ദം
পৃষ্ঠ তরঙ্গ,ഉപരിതല തരംഗം
সার্ফিং,സർഫിംഗ്
উত্সাহ,പരര്ജീസം
চারপাশ,ചുറ്റുപാടിൽ
সংবেদন,സാധ്യത
সংবেদনশীলতা,സാധ്യത
স্থগিত,താൽക്കാലികമായി നിർത്തിവച്ചിരിക്കുന്നു
অদলবদল,സ്വാപ്പ്
সুইপ সার্কিট,സ്വീപ്പ് സർക്യൂട്ട്
স্যুইচ,മാറുക
স্যুইচ বোর্ড,സ്വിച്ച് ബോർഡ്
নিয়ন্ত্রণ ইউনিট চালু করুন,നിയന്ത്രണ യൂണിറ്റിൽ മാറുക
স্যুইচিং,മാറുക
প্রতীক হার,ചിഹ്ന നിരക്ക്
প্রতিসম,സമമിതി
সিঙ্ক (সিঙ্ক্রোনাস),സമന്വയിപ്പിക്കുക (സമന്വയിപ്പിക്കുന്നു)
সিঙ্ক ডাল,സമന്വയ പൾസ്
সিঙ্ক ট্রান্সফার,സമ സമന്വയ കൈമാറ്റം
সিঙ্ক্রোনাইজেশন,സമന്വയം
সিঙ্ক্রোনাইজড,സമന്വയിപ്പിച്ചു
সিঙ্ক্রোনাস,സമന്വയം
সিঙ্ক্রোনাস মোটর,സമന്വയ മോട്ടോർ
সিনারজিক,സയ്നേജിക്
সিনারজিস্টিক,സൈനജിസ്റ്റിസം
সিনারজি,സമന്വയം
সিনট্যাকটিক,വാക്വപരിപാലനം
বাক্য গঠন,സ്നാനക്സ്
বাক্যগঠন ত্রুটি,വാക്യഘടന പിശക്
সিনথেসাইজার,സിന്തസൈസർ
সিনথেসাইজার কার্ড,സിന്തസെസർ കാർഡുകൾ
পদ্ধতি,ഏര്പ്പാട്
সিস্টেম আর্কিটেকচার,സിസ്റ്റം ആർക്കിടെക്ചർ
ব্যবস্থা পরিকল্পনা,സിസ്റ്റം ഡിസൈൻ
সিস্টেম মেনু,സിസ്റ്റം മെനു
ট্যাগ,ടാഗ്
ফিরে কথা,തിരികെ സംസാരിക്കുക
টেপ,ടേപ്പ്
টেপ রেকর্ডার,ടേപ്പ് റെക്കോർഡർ
টেপ স্লাইসিং,ടേപ്പ് സ്ലൈസിംഗ്
ট্যাপার্ড,ടാപ്പുചെയ്തു
লক্ষ্য,ലക്ഷം
শুল্ক,ചുങ്കവിഹിതം
টাস্ক বার,ടാസ്ക് ബാർ
প্রযুক্তিগত,സാങ്കേതികമായ
প্রযুক্তিগত চ্যালেঞ্জ,സാങ്കേതിക വെല്ലുവിളി
প্রযুক্তিগত বৈশিষ্ট্য,സാങ്കേതിക സവിശേഷതകൾ
প্রযুক্তিগত নির্দেশিকা,സാങ്കേതിക മാർഗ്ഗനിർദ്ദേശങ്ങൾ
টেকনিক্যাল প্যারামিটার,സാങ്കേതിക പാരാമീറ്റർ
প্রযুক্তিগত গুণ,സാങ്കേതിക നിലവാരം
প্রযুক্তিগত ছিনতাই,സാങ്കേതിക സ്നാഗ്
প্রযুক্তি,സന്വദായം
প্রযুক্তিগত সীমাবদ্ধতা,സാങ്കേതിക നിയന്ത്രണം
প্রযুক্তি,സാങ്കേതികവിദ
প্রযুক্তি মূল্যায়ন,ടെക്നോളജി വിലയിരുത്തൽ
টেলিকাস্টিং,ടെലികാസ്റ്റ്
টেলিসিন,ടെലിസൈൻ
টেলিগ্রাফি,ടെലിഗ്രാഫി
টেলিমেটিক্স,ടെലിമാന്ത്സ്
টেলিমেটারিং,ടെലിക്കൊന്നിടല്
টেলিফোন,ടെലിഫോണ്
টেলিটেক্সট,ടെലിടെക്സ്റ്റ്
টেলিভিশন,ദൂരദര്ശന്
তাপমাত্রা,താപനില
যথোপযুক্ত সৃষ্টিকর্তা,താപനില നിയന്ത്രണം
অস্থায়ী,താൽക്കാലിക
অস্থায়ী পরিচালনা,താൽക്കാലിക മാനേജുമെന്റ്
অস্থায়ী অপ্রয়োজনীয়তা,താൽക്കാലിക ആവർത്തനം
টেনসিল শক্তি,വലിച്ചുനീട്ടാനാവുന്ന ശേഷി
তাঁবু,പറ്റം
টেরাবাইট (টিবি),Terbyte (tb)
টার্মিনাল,അതിതീവ്രമായ
টার্মিনাল অ্যাডাপ্টার,ടെർമിനൽ അഡാപ്റ്ററുകൾ
টার্মিনাল সরঞ্জাম,ടെർമിനൽ ഉപകരണങ്ങൾ
সমাপ্তি,അവസാനിപ്പിക്കുക
সমাপ্তি প্রতিরোধ,പ്രതിരോധം അവസാനിപ്പിക്കൽ
সমাপ্তি,അവസാനിപ്പിക്കല്
টার্মিনেটর,ടെർമിനേറ്റർ
ভূখণ্ডের প্রোফাইল,ടെറൈൻ പ്രൊഫൈലുകൾ
তৃতীয় বাতাস,ടെർഷ്യറി വിൻഡിംഗ്
পরীক্ষা,പരീക്ഷണസന്വദായം
