Hindi,Bengali
"मोटा चारा, रूक्षअंश",রাউগেজ
"पंक्ति फसल, पंक्तिबद्ध फसल",সারি ফসল
पंक्ति अंतःफसल,সারি ইন্টারক্রপিং
तत्काल सेवा पेय,আরটিএস পানীয়
उपरी भूस्तारी,রানার
अपवाह खेती,রান-অফ কৃষিকাজ
अपवाह जल,রান অফ
क्षेत्रीय ग्रामीण बैंक,গ্রামীণ আঞ্চলিক ব্যাংক
मूली,মূলা
विलायती सीरिस,বৃষ্টি গাছ
किशमिश,কিসমিন
रैम्बूटान,রামবুটান
रंगून की बेल,রাঙ্গুন লতা
राई,র‌্যাপিড
रसभरी,রাস্পবেরি
"सुंगरा, मुंगरा",ইঁদুর-লেজ মূলা
बेत,বেত
तून,লাল সিডার (টুনা)
त्रिपत्रा,লাল ক্লোভার
सेमल,লাল সিল্ক গাছ
नरकुल,রিড ঘাস
रोड्स घास,রোডস ঘাস
बोरंश,রোডোডেনড্রন
तातरी,রুস
चावल,ভাত
नसदार तोरई,রিডজড লাউ
गुलाब,গোলাপ
गुलाब जामुन,গোলাপ বেরি
रसभरी,রোজমেরি
टिंडा,রাউন্ড লাউ
रबड़,রাবার
चूहा,ইঁদুর
लाल ताड़-घुन,লাল খেজুর উইভিল
कद्दू की लाल भृंग,লাল কুমড়ো বিটল
राइनोसिरस भृंग,গণ্ডার পোকা
सुरसुरी,ভাত Weevil
लवणी क्षारीय मृदा,স্যালাইন ক্ষারীয় মাটি
लवण मृदा,লবণাক্ত মাটি
लवणीभवन,লবণাক্তকরণ
लार ग्रंथि गुणसूत्र,লালা গ্রন্থি ক্রোমোজোম
लवण,লবণ
लवण प्रभावित मृदा,লবণ-প্রভাবিত মাটি
लवण सूचकांक,লবণ সূচক
लवण प्रतिबल,লবণের চাপ
लवण सह्यता उच्छलन,লবণ সহনশীলতা
प्रतिदर्श,নমুনা
प्रतिचयन त्रुटि,নমুনা ত্রুটি
"प्रतिचयन मात्रक, नमूना मात्रक",স্যাম্পলিং ইউনিট
प्रतिचयन,নমুনা
बालू,বালি
बलुई मृत्तिका,স্যান্ডি ক্লে
बलुई दोमट,স্যান্ডি লোম
"बलुई मिट्टी, बलुई मृदा",বেলে মাটি
रस,এসএপি
पौध,চারা
साबुनीकरण मान,স্যাপোনিফিকেশন মান
अनुषंगी डीएनए,স্যাটেলাইট ডিএনএ
अनुषंगी खरपतवार,স্যাটেলাইট আগাছা
संतृप्त वाष्प दबाव,স্যাচুরেটেড বাষ্প চাপ
सवाना (घास के मैदान),সাভানা
आलंबी प्रोटीन,স্ক্যাফোল্ড প্রোটিন
"स्केप, प्रवृंत",স্কেপ
क्षतचिह्न,স্কারিফিকেশন
"सायन, सांकुर",স্কিয়ন
छायाप्रिय पौधे,সাইফাইটস
ऋतुनिष्ठ चक्र,মৌসুমী চক্র
"मौसमी सूखा, मौसमी अनावृष्टि",মৌসুমী খরা
मौसमी पादप,মৌসুমী উদ্ভিদ
द्वितीयक वृद्धि,গৌণ বৃদ্ধি
द्वितीयक पादप पोषक (तत्व),গৌণ উদ্ভিদ পুষ্টি
द्वितीयक उत्पादकता,গৌণ উত্পাদনশীলতা
द्वितीयक भूपरिष्करण,মাধ্যমিক চাষ
झाड़ी,শেড
बीजोढ़ कवक,বীজ জন্মগ্রহণকারী ছত্রাক
बीज प्रमाणीकरण,বীজ শংসাপত্র
बीज दृढ़ीकरण,বীজ শক্ত করা
बीजोपचार,বীজ চিকিত্সা
बीज एवं उर्वरक बुवाई यंत्र,বীজ-কাম-ফার্টিলাইজার ড্রিল
पौध,চারা
अंतःस्रवण,সিপেজ
विसंयोजन,পৃথকীকরণ
वरणयोग्य चिह्नक,নির্বাচনযোগ্য চিহ্নিতকারী
वरण दबाव,নির্বাচন চাপ
वरणात्मक शाकनाशी,নির্বাচনী ভেষজনাশক
वरणात्मकता सूचकांक,নির্বাচনী সূচক
स्वः निषेचन,স্ব সার
आत्म-निर्भरता,স্বনির্ভরতা
स्वतः विरलन क्षमता,স্ব পাতলা ক্ষমতা
स्वतः फलदायी,স্ব-ফলস্বরূপ
स्वः असंगतता,স্ব-অসম্পূর্ণতা
स्वार्थी डीएनए,স্বার্থপর ডিএনএ
अर्ध शुष्क,আধা-শুকনো
संवेदी आकलन,সংজ্ঞাবহ মূল্যায়ন
बाह्य दल,সিপাল
क्रमिक सस्यन,অনুক্রমিক ক্রপিং
क्रमिक तनुता,সিরিয়াল হ্রাস
रेशमकीट पालन,সেরিকালচার
सीरम विज्ञान,সেরোলজি
सीरम,সিরাম
लिंग निर्धारण,যৌন-সংকল্প
लिंग सहलग्नता,সেক্স-লিঙ্কেজ
लैंगिक प्रवर्धन,যৌন প্রচার
परत अपरदन,শীট ক্ষয়
निखोलना,শেলিং
हवा के विरुद्ध रोक,আশ্রয় বেল্ট
अल्प प्रदीप्तकाली पादप,স্বল্প দিনের উদ্ভিদ
लघु - तरंगदैर्घ्य विकिरण,স্বল্প-তরঙ্গ বিকিরণ
"बहुपोषी संवाहक, शटल संवाहक",শাটল ভেক্টর
सहोदर,ভাইবোন
दात्र कोशिका अरक्तता,সিকেল সেল অ্যানিমিয়া
सिग्माभ वक्र,সিগময়েড বক্ররেখা
संकेत परिकल्पना,সংকেত অনুমান
सार्थकता परीक्षण,তাত্পর্য পরীক্ষা
साइलेज (चारा),সিলেজ
भंडारण पात्र,সিলো
"माद, तलछट",পলি
तलछटी दोमट,পলি দোআঁশ
वनवर्धन,সিলভিকালচার
"गर्त, हौदी, सिंक",ডুবে
विलय क्षमता,ডুবে ক্ষমতা
सहअर्धसूत्र,বোন ক্রোমাটিড
स्थान-विशिष्ट पोषक तत्व प्रबंधन,সাইট-নির্দিষ্ট পুষ্টিকর ব্যবস্থাপনা
वैषम्य वितरण,স্কিউ বিতরণ
पंक्ति अंतराल रोपण,সারি রোপণ এড়িয়ে যান
अवपंक फफूंदी,স্লাইম ছাঁচ
मंद निर्मुक्त उर्वरक,ধীর মুক্তি সার
आपंक,কর্দম
कर्दम,স্লারি
शमनक फसलें,স্মুথ ফসল
सामाजिक वानिकी,সামাজিক বনায়ন
सतृणभूमि कृषि,সোড সংস্কৃতি
सॉड घास,সোড
सॉड मृदा,সোডিক মাটি
सोडियम अवशोषण अनुपात,সোডিয়াম শোষণ অনুপাত
सोडियम पंप,সোডিয়াম পাম্প
मृदुकाष्क कलमबंदी,নরম-কাঠের গ্রাফটিং
मृदा आसंजन,মাটি আনুগত্য
मृदा वातन,মাটির বায়ুচালনা
मृदा पुंज,মাটির সমষ্টি
मृदा क्षारीयता,মাটির ক্ষারতা
"भूमि शोधन, भूमि सुधार",মাটি সংশোধন
मृदा विश्लेषण,মাটি বিশ্লেষণ
मृदा जैव विविधता,মাটির জীববৈচিত্র্য
मृदा जैविकी,মাটি জীববিজ্ঞান
मृदा वर्गीकरण,মাটির শ্রেণিবিন্যাস
मृदा कोलॉइड,মাটি কলয়েড
मृदा संहतीकरण,মাটির সংযোগ
मृदा अनुकूलक,মাটি কন্ডিশনার
मृदा संरक्षण,মাটি সংরক্ষণ
मृदा पपड़ी,মাটি ভূত্বক
मृदा निम्नीकरण,মাটির অবক্ষয়
मृदा अपरदनीयता कारक,মাটি ক্ষয়যোগ্যতা ফ্যাক্টর
मृदा उर्वरता,মাটির উর্বরতা
मृदा उत्पत्ति,মাটি জেনেসিস
मृदा स्वास्थ्य,মাটির স্বাস্থ্য
मृदा संस्तर,মাটি দিগন্ত
मृदा वृहद्जीव,মাটির ম্যাক্রোর্গানিজম
मृदा प्रबंधन,মাটি পরিচালনা
मृदा सूक्ष्म जैविकी,মাটির মাইক্রোবায়োলজি
मृदा सूक्ष्मजीव,মাটির অণুজীব
मृदा नमी अल्पता,মাটির আর্দ্রতা ঘাটতি
मृदा कार्बनिक पदार्थ,মাটি জৈব পদার্থ
मृदा सरंध्रता,মাটি পোরোসিটি
मृदा उत्पादकता,মাটির উত্পাদনশীলতা
मृदा परिच्छेदिका,মাটির প্রোফাইল
मृदा गुणवत्ता,মাটির গুণমান
मृदा अभिक्रिया,মাটির প্রতিক্রিয়া
मृदा प्रतिरोध,মাটি প্রতিরোধ
मृदा लवणता,মাটির লবণাক্ততা
मृदा विज्ञान,মৃত্তিকা বিজ্ঞান
मृदा रुग्णता,মাটি অসুস্থতা
मृदा छानना,মাটি সিভিং
मृदा विलयन,মাটি সমাধান
मृदा निर्जर्मीकारक,মাটি জীবাণুমুক্ত
मृदा संरचना,মাটির কাঠামো
मृदा निलंबन,মাটি সাসপেনশন
मृदा परीक्षण,মাটি পরীক্ষা
मृदा गठन,মাটির টেক্সচার
मृदा-जल विभव,মাটির জলের সম্ভাবনা
मृदाजल,ভূগর্ভস্থ পানি
सौर स्थिरांक,সৌর ধ্রুবক
सौर विकिरण,সৌর বিকিরণ
सौर वर्णक्रम,সৌর বর্ণালী
"सौर्यन, सूर्यीकरण",সোলারাইজেশন
एकल फसल,একমাত্র ফসল
घुलनशील सोडियम प्रतिशत,দ্রবণীয় সোডিয়াম শতাংশ
कायिक कोशिका,দেহকোষ
कायिक भ्रूण,সোম্যাটিক ভ্রূণ
कायिक संकरण,সোম্যাটিক হাইব্রিডাইজেশন
ज्वार क्षति,জোরে আঘাত
क्षतिपूरक जीन,এসওএস জিন
सदर्न शोषण,দক্ষিণ ব্লটিং
दूरी (पादप),ব্যবধান (উদ্ভিদ)
"स्पेडिक्स, स्थूलमंजरी",স্প্যাডিক্স
स्पेथ,স্পাথ
विशेष विन्यास,বিশেষ ব্যবস্থা
विशिष्ट सस्यन,বিশেষ ফসল
विशिष्ट कृषि,বিশেষ কৃষক
जाति,প্রজাতি
विशिष्ट फसल सघनता सूचकांक,নির্দিষ্ট ফসলের তীব্রতা সূচক
"विशिष्ट गुरुत्व, आपेक्षिक गुरुत्व",আপেক্ষিক গুরুত্ব
सापेक्ष आर्द्रता,নির্দিষ্ট আর্দ্রতা
विशिष्ट पर्ण क्षेत्र,নির্দিষ্ট পাতার অঞ্চল
शुक्राणुजनन,স্পার্মাটোজেনেসিস
एस-प्रावस्था,এস-ফেজ
कणिश,স্পাইক
कणिशिका,স্পাইকলেট
तर्कु झाड़ी,স্পিন্ডল বুশ
बौछारी अपरदन,স্প্ল্যাশ ক্ষয়
समबंधन,স্প্লিকিং
विभाजित प्रयोग,বিভক্ত অ্যাপ্লিকেশন
विखंडित जीन,বিভক্ত জিন
विभक्त प्लॉट डिजाइन,স্প্লিট প্লট ডিজাইন
स्पंजी ऊतक,স্পঞ্জি টিস্যু
स्वतः उत्परिवर्तन,স্বতঃস্ফূর্ত মিউটেশন
बीजाणु,স্পোর
फुहारी सिंचाई,স্প্রিংকলার সেচ
स्पडन,স্পুডিং
दलपुट,স্পার
दलपुटधारी,স্পার বিয়ারিং
"अल्पकालिक झंझावात, अंधड़",স্কল
स्थायीकर कर्मक,স্থিতিশীল এজেন্ট
मानक विचलन,আদর্শ চ্যুতি
भोज्य फसल,প্রধান ফসল
प्रारंभी प्रकूट,কোডন শুরু করুন
आरंभी विलयन,স্টার্টার সলিউশন
तना बेधक,স্টেম বোরার
स्तंभ अंत,স্টেম-এন্ড
अवर्धबीजता,স্টেনোস্পারমোকার্পি
स्टेपी (घास के मैदान),স্টেপ্প
"निर्जर्मीकरण, बंध्यीकरण",জীবাণুমুক্তকরণ
वर्तिकाग्र सुग्राहिता,কলঙ্ক গ্রহণযোগ্যতা
"वर्तिकाग्र, श्वासछिद्र",কলঙ্ক
अवस्तंभ मूल,স্টিল্ট রুট
भूस्तारी,স্টোলন
रंध्र,স্টোমাটা
स्टूलिंग,মলিং
रोध प्रकूट,কোডন বন্ধ করুন
स्तरित,স্তরিত
स्तरण,স্তরবিন্যাস
भूसा,খড়
प्रतिबल,স্ট্রেস
पट्टीदार सस्यन,স্ট্রিপ ক্রপিং
पट्टी अंतरासस्यन,স্ট্রিপ ইন্টারক্রপিং
पीठिका,স্ট্রোমা
ठूंठ,খড়
ठूंठ पलवार,স্টাবল মালচিং
वर्तिका,স্টাইল
उप आर्द्र,সাব আর্দ্র
"सुबरिनीकरण, कार्कीकरण",Suberication
आप्लावन,নিমজ্জন
"जीविकोपार्जनी सस्यन, निर्वाही कृषि",অস্তিত্ব চাষ
"अवमृदा, अवभूमि की गहरी जुताई",সাবসয়েলিং
उपजाति,উপ-প্রজাতি
प्रतिस्थापन सस्यन,প্রতিস্থাপন ক্রপিং
"क्रियाधार, अवस्तर",স্তর
उपसतही सिंचन,সাবসারফেস সেচ
अनुक्रमण,উত্তরাধিকার
गूदेदार,রসালো
अंतः भूस्तारी,স্তন্যপায়ী
स्वतःवर्गीय,স্বজাতীয়
सौर उपचार,সূর্য নিরাময়
"पूरक सिंचन, पूरक सिंचाई",পরিপূরক সেচ
पूरक उद्यभ,পরিপূরক উদ্যোগ
अनुपूरक अन्योन्य क्रिया,পরিপূরক মিথস্ক্রিয়া
निरोधक जीन,সুপারিশ জিন
पृष्ठ संक्रियक,সার্ফ্যাক্ট্যান্ট
"सुग्राही, ग्रहणशील",সংবেদনশীল
निलंबन संवर्ध,সাসপেনশন সংস্কৃতি
"संधारणीय कृषि, टिकाऊ खेती",টেকসই কৃষি
संधारणीय विकास,টেকসই উন্নয়ন
वृंदन,ঝাঁকুনি
तलवारी पत्ती,তরোয়াল পাতা
साइकोनियम,সাইকোনিয়াম
"सहजीविता, सहजीवन",সিম্বিওসিস
युग्मक संलयन,সিনগ্যামি
धान सघनता पद्धति,ধানের তীব্রতা
सर्वांगीय (स्थानांतरित) शाकनाशी,সিস্টেমিক ভেষজনাশক
कुसुम,জাফলওয়ার
केसर,জাফরান
सीस्ती,Age ষি
साल,সাল
साल्विया,সালভিয়া
चंदन,স্যান্ডেল কাঠ
चीकू,সাপোটা
केवड़ा,স্ক্রুপাইন
धुरचुक,সিবুকহর্ন
सनाय,সেনা
चंद्रभागा,সর্প কাঠ
तिल,তিল
चिचिड़ा,চিচিঙ্গা
कचरी,স্ন্যাপ মেলন
रीठा,সাবান্ট
ज्वार,জোর
सोयाबीन,সয়াবিন
मोलश्री,স্প্যানিশ চেরি
पालक,পালং শাক
बारफली,স্পিন্ডল কাঠ
"घीया, तोरई",স্পঞ্জ গর্ড
स्टीविया,স্টিভিয়া
बिच्छू बूटी,বিছুটি জাতের গাছ
छड़ीला,পাথর ফুল
स्ट्राबेरी,স্ট্রবেরি
सुडान घास,সুদান ঘাস
गन्ना,আখ
चप्पन कद्दू,গ্রীষ্ম স্কোয়াশ
सूरजमुखी,সূর্যমুখী
सनई,সানহেম্প
"बनमेथी, सेंजी",মিষ্টি ক্লোভার
ककरोल,মিষ্টি লাউ
शकरकंद,মিষ্টি আলু
वनषशाह,মিষ্টি ভায়োলেট
रस चूसक,স্যাপ স্তন্যপায়ী
आरा मक्खी,উড়ে গেছে
शल्क कीट,স্কেল পোকামাকড়
अर्ध कुंडलक,সেমিলোপার
प्ररोह वेधक,শ্যুট বোরার
रेशम कीट,সিল্কওয়ার্ম
घोंघा,শামুক
गौरैया,চড়ুই
मकड़ी,মাকড়সা
गिलहरी,কাঠবিড়ালি
तना वेधक,ডাঁটা বোরার
तना वेधक,স্টেম বোরার
स्तंभ मेखला कीट,স্টেম গার্ডলার
गुठली का घुन,স্টোন উইভিল
मृदाविज्ञानी,মাটি বিজ্ঞানী
अनुचलन गति,কৌশল আন্দোলন
टैगन (लेबलन),ট্যাগিং (লেবেলিং)
टैंक तलछट,ট্যাঙ্ক পলি
मूसला जड़,রুট ট্যাপ করুন
"बल्लर, नर मंजरी (मक्का)",তাসেল (ভুট্টা)
"वर्गिकी, वर्गीकरण विज्ञान",ট্যাক্সোনমি
प्रौद्योगिकी,প্রযুক্তি
शीतोष्ण क्षेत्र,নাতিশীতোষ্ণ অঞ্চল
अस्थायी म्लानि,অস্থায়ী উইল্টিং
प्रतान,টেন্ড্রিল
"तनावमापी, टेन्सियोमीटर",টেনসিওমিটার
परिदल,টেপাল
विरूपजनन,টেরেটোজিনি
समापन प्रकूट,সমাপ্তি কোডন
वेदिका,টেরেস
वेदिका अंतराल,টেরেস ইন্টারভাল
भौमिक विकिरण,টেরেস্ট্রিয়াল রেডিয়েশন
भौमिक खरपतवार,টেরেস্ট্রিয়াল আগাছা
परीक्षार्थ संकरण,পরীক্ষা ক্রস
परीक्षण भार,পরীক্ষার ওজন
"बीजावरण, टेस्टा",টেস্টা
चतुष्क,টেট্রাড
चतुर्गुणित,টেট্রাপ্লয়েড
चतुर्गुणिता,টেট্রাপ্লোডি
पुष्पासन,থ্যালামাস
ताप संचालकता,তাপ পরিবাহিতা
तापीय विसरण,তাপ নিরোধক
तापीय प्रेरण,তাপীয় আনয়ন
"तापयुग्म, तापसंयुग्म",থার্মোকল
तापलेरवी,থার্মোগ্রাফ
तापीय आवर्तिता,থার্মোপারিডিসিটি
तापीय आवर्तन,থার্মোপারিডিজম
तापरागी,থার্মোফিল
ताप अनुचलन,থার্মোট্যাক্সিস
विरसन,পাতলা আউট
"मड़ाई, गहाई",থ্রেশিং
अर्बुद प्रेरक प्लाज्मिड,টিআই প্লাজমিড
"ज्वारीय दलदली भूमि, ज्वारीय दलदल",জোয়ার জলাভূমি
खपरैल जल निकास,টাইল নিকাশী
जुताई योग्यता,টিলিবিলিটি
"जुताई, कर्पण",চাষ
कल्ला (पादप),টিলার (উদ্ভিদ)
"कल्ले निकलना, तलशाखन",টিলারিং
कल्ले फूटने की अवस्था,টিলারিং স্টেজ
भुरभुरी भूमि,তিলথ
ऊतक परीक्षण,টিস্যু পরীক্ষা
ताड़ी,টডি
सह्यता,সহনশীলতা
"ऊपरी मृदा, सतही मृदा",শীর্ষ মাটি
टमालू,টোপাটো
खड़ी फसल में खाद डालना,শীর্ষ-ড্রেসিং
स्थल मौसमविज्ञान,টপোক্লিম্যাটোলজি
शीर्षोमूलन (तंबाकू),টপিং (তামাক)
सकल पचनशील पोषक तत्व,মোট হজমযোগ্য পুষ্টি
सकल कारक उत्पादकता,মোট ফ্যাক্টর উত্পাদনশীলতা
कुल घुलनशील ठोस,মোট দ্রবণীয় দ্রবণ
पूर्णशक्तता,টোটিপোটেন্সি
"आविषालुता, विषाक्तता",বিষাক্ততা
आविष,টক্সিন
"लेशतत्व, सूक्ष्म मात्रिकतत्व",ট্রেস উপাদান
"अनुज्ञापक तत्व, अनुरेखक तत्व",ট্রেসার উপাদান
पार क्रियाशील,লেনদেন
अनुलेखन,প্রতিলিপি
रूपांतरण,রূপান্তর
पराजीनी,ট্রান্সজেনিক
अनुवाद,অনুবাদ
स्थानांतरण,ট্রান্সলোকেশন
पारगमनता,ট্রান্সমিট্যান্স
वाष्पोत्सर्जन गुणांक,ট্রান্সপিরেশন সহগ
वाष्पोत्सर्जन खिंचाव,ট্রান্সপিরেশন টান
वाष्पोत्सर्जन अनुपात,ট্রান্সপিরেশন অনুপাত
प्रत्यारोपण झटका,প্রতিস্থাপন শক
रोपाई यंत्र,ট্রান্সপ্ল্যান্টার
"रोपण, रोपाई",প্রতিস্থাপন
स्थानांतरित मृदा,পরিবহন মাটি
ट्रांस्पोसोन,ট্রান্সপসন
अनुप्रस्थ जलनिकास,ট্রান্সভার্স নিকাশী
"पाश फसलें, फाँसू फसलें",ফাঁদ ফসল
पत्ती उतारना (जैसे गन्ने में),ট্র্যাশিং
उपचार,চিকিত্সা
वृक्ष सस्यन,গাছের ফসল
वृक्षवलय,গাছের আংটি
परख,ট্রায়াল
अल्पमात्री सिंचाई,ট্রিকল সেচ
विमोचक कारक,ট্রিগার ফ্যাক্টর
त्रिगुणित,ট্রিপলয়েড
"त्रिधा सस्यन, तिहरा सस्यन",ট্রিপল ক্রপিং
पोषी स्तर,ট্রফিক পর্যায়ে
अनुवर्तनी गति,ট্রপিক আন্দোলন
उष्ण कटिबंधीय क्षेत्र,ক্রান্তীয় অঞ্চল
अनुवर्तन,ট্রপিজম
वास्तविक घनत्व,সত্য ঘনত্ব
वास्तविक पचनीयता,সত্য হজমতা
रुंड परिच्छेदिका,কাটা প্রোফাইল
रुंड भूमि,কাটা মাটি
सुनामी,সুনামি
कंदीय फसलें,কন্দ ফসল
कंद,কন্দ
अर्बुद,টিউমার
भूमि रुंडन,মাটির ছোঁয়া
टुंड्रा,টুন্ড্রা
"दर्भस्थल, टर्फ, पीट",টার্ফ
स्फीत,তুরগিড
स्फीति गति,তুরগর আন্দোলন
स्फीति दाब,টার্গোর চাপ
स्फीति,তুরগর
टर्नर का संलक्षण,টার্নার এর সিন্ড্রোম
"प्रकार, पादप प्रारूप",প্রকার (উদ্ভিদ)
प्रथम प्रकार की त्रुटि,টাইপ আই ত্রুটি
द्वितीय प्रकार की त्रुटि,টাইপ II ত্রুটি
टाइफून,টাইফুন
इमली,তেঁতুল
किरमाला,তারাগন
"स्वैर चंपा, सोन चंपा",মন্দির বা প্যাগোডা গাছ
सज्जी,থিসল
मोरपंखी,থুজা
बनजवाइन,থাইম
तम्बाकू,তামাক
टमाटर,টমেটো
हरसिंगार,দুঃখের গাছ
ट्रिटिकेल,ট্রিটিকাল
लटकनिया,শিঙা ভাইন
रजनी गंधा,টিউবারোজ
हल्दी,হলুদ
शलगम,শালগম
पटेर,টাইফা (ভারতীয় রিড গদা)
टी' मच्छर कीट,চা মশা
दीमक,টার্মিটস (সাদা পিঁপড়া)
थ्रिप्स,থ্রিপস
द्रुतअपकेंद्रण,আল্ট্রাসেন্ট্রিফিউগেশন
पराध्वनि,আল্ট্রাসাউন্ড
पुष्पछत्र,উম্বল
अयुग्मन,অবিচ্ছিন্ন
"अफलत्व, अफलन",ফলস্বরূপ
एकसंयोजी,অবিচ্ছিন্ন
सार्वभौम आनुवंशिक कोड,ইউনিভার্সাল জেনেটিক কোড
सार्वभौम मृदा ह्रास समीकरण,ইউনিভার্সাল মাটি ক্ষতির সমীকরণ
असंतृप्त वसीय अम्ल,অসম্পৃক্ত ফ্যাটি অ্যাসিড
उच्चभूमि धान,উঁচু ভাত
"उपरिभूमि, उच्चभूमि",উর্ধ্বভূমি
शहरी कंपोस्ट,আরবান কম্পোস্ট
यूरिया,ইউরিয়া
यूरिएज,ইউরিজ
उल्ला घास,উলা ঘাস
"वैक्सीन, टीका",ভ্যাকসিন
"धानी, रसधानी",ভ্যাকুওল
मूल्यवर्धित कृषि,মূল্য সংযোজন কৃষি
मूल्यवर्धित उत्पाद,মূল্য সংযোজন পণ্য
मूल्यवर्धन,মান সংযোজন
मूल्य लागत अनुपात,মান ব্যয় অনুপাত
वैम (पुष्पकात्मक अर्बस्कुलर),ভ্যাম (ভেসিকুলার আরবাসকুলার)
वाष्प तापोपचार,বাষ্প তাপ চিকিত্সা
वाष्प दाब,বাষ্প চাপ
परिवर्ती लागत,পরিবর্তনশীল খরচ
परिवर्ती जीन,পরিবর্তনশীল জিন
परिवर्ती दर प्रौद्योगिकी,পরিবর্তনশীল হার প্রযুক্তি
प्रसारण भिन्नता,বৈকল্পিক
विभिन्नता,বিভিন্নতা
किस्म,বিভিন্ন
रोग वाहक,ভেক্টর
वनस्पति,গাছপালা
वानस्पतिक निम्नीकरण,উদ্ভিদ অবক্ষয়
वानस्पतिक रोध,উদ্ভিদ বাধা
वानस्पतिक आच्छादन,উদ্ভিজ্জ কভার
वानस्पतिक प्रवर्धन,উদ্ভিদ প্রচার
वानस्पतिक प्रावस्था,উদ্ভিজ্জ পর্যায়
शिराविन्यास,ভেনেশন
"कृमि-क्षिप्ति, केंचुए का मल",সিঁদুর
वर्मी कंपोस्ट,ভার্মিকম্পস্ট
वसंतीकरण,ভার্নালাইজেশন
ऊर्ध्व पलवार,উল্লম্ব mulching
वर्टिसॉल,ভার্টিসল
जीवनक्षमता (बीज),কার্যক্ষমতা (বীজ)
"लता, द्राक्षालता",দ্রাক্ষালতা
सिरका,ভিনেগার
"उग्र जीन, विर जीन",ভাই জিন
"अकृष्य भूमि, अक्षत भूमि",ভার্জিন ল্যান্ড
"अकृष्य मृदा, अक्षत मृदा",কুমারী মাটি
उग्रता,ভাইরুলেন্স
विषाणु,ভাইরাস
विषाणु आवरण प्रोटीन,ভাইরাস কোট প্রোটিন
विषाणु सूचीकरण,ভাইরাস সূচক
श्यानता,সান্দ্রতা
दृश्य विकिरण,দৃশ্যমান বিকিরণ
विटामिन,ভিটামিন
अंगूरोत्पादन,ভিটিকালচার
"सजीव प्रजक, जरायुज",Viviparous
रिक्त स्थान,শূন্য স্থান
वाष्पीकरण,উদ্বায়ী
नैसर्गिक पौधे,স্বেচ্ছাসেবক উদ্ভিদ
वनिला,ভ্যানিলা
खस,ভেটিভার
पशु चिकित्सक,ভেটেরিনিয়ান ডাক্তার
विषाणुविज्ञानी,ভাইরোলজিস্ট
मजदूरी,বেতন
नियत तापीय प्राणी,উষ্ণ রক্তাক্ত প্রাণী
अपशिष्ट प्रबंधन,বর্জ্য ব্যবস্থাপনা
व्यर्थ भूमि,জঞ্জাল জমি
जल प्रयोग दक्षता,জল প্রয়োগ দক্ষতা
जल प्रयोग दर,জলের আবেদন হার
जल संतुलन,জল ভারসাম্য
जल संहतीकरण,জল সংযোগ
जल संरक्षण,জল সংরক্ষণ
"जल की खपत, जल उपभोग",জল খরচ
जल संवहन दक्षता,জল পরিবহনের দক্ষতা
जल कृषि,জল সংস্কৃতি
जल न्यूनता,জলের ঘাটতি
जल वितरण दक्षता,জল বিতরণ দক্ষতা
जलकर,জল শুল্ক
जल कूंड,জল ফুরো
जल द्वार,জলের গেটস
जलाक्रांति,জল লগিং
जल प्रबंधन,পানি ব্যবস্থাপনা
फसलों की जल मांग,ফসলের জলের প্রয়োজনীয়তা
जलसंतृप्तता न्यूनता,জলের স্যাচুরেশন ঘাটতি
भौम जलस्तर,পানির টেবিল
जल उपयोग दक्षता,জল ব্যবহারের দক্ষতা
जल प्राप्ति,জলের ফলন
जल संग्रहण,পানি ফসল
जलसंभर,জলাশয়
जलसंभर प्रबंधन,জলাশয় ব্যবস্থাপনা
जलसंभर उपचार,জলাশয় চিকিত্সা
जलसंभर प्रणाली,ওয়াটারশেড-ভিত্তিক সিস্টেম
जलमार्ग,জলপথ
तरंग दैर्घ्य,তরঙ্গ দৈর্ঘ্য
मोमीकरण,ওয়াক্সিং
"मौसम, ऋतु",আবহাওয়া
"अपक्षयण, अपक्षय",আবহাওয়া
खरपतवार,গাঁজা
खरपतवार नियंत्रण,আগাছা নিয়ন্ত্রণ
खरपतवार नियंत्रण दक्षता,আগাছা নিয়ন্ত্রণ দক্ষতা
खरपतवार निर्मूलन,আগাছা নির্মূল
खरपतवार सूचकांक,আগাছা সূচক
वेस्टर्न शोषण,পশ্চিমা শোষক
खरपतवार स्पेक्ट्रम,আগাছা বর্ণালী
निराई,আগাছা
आर्द्र-बल्ब गिरावट,ভেজা-বাল্ব হতাশা
आर्द्र-बल्ब तापमान,ভেজা-বাল্ব তাপমাত্রা
आर्द्र-बल्ब तापमापी,ভেজা-বাল্ব থার্মোমিটার
आर्द्र भूमि,জলাভূমি
नम रोपण,ভেজা রোপণ
नम मौसम,আর্দ্র ঋতু
गीली बुवाई,ভেজা বীজ
आर्द्र वर्ष,ভেজা বছর
क्लेदनीय चूर्ण,ওয়েটেবল পাউডার
"क्लेदक, क्लेदन कारक",ভেজা এজেন্ট
घूर्णी आर्द्रतामापी,ঘূর্ণায়মান সাইক্রোমিটার
श्वेत क्रांति,সাদা বিপ্লব
समग्र फार्म विश्लेषण,পুরো খামার বিশ্লেষণ
समग्र फार्म दृष्टिकोण,পুরো খামার পদ্ধতির
व्यापक अनुकूलनशीलता,বিস্তৃত অভিযোজনযোগ্যতা
म्लानि बिन्दु,উইল্টিং পয়েন্ট
वातरोध,বাতাস বিরতি
वात ऊर्जा,বায়ু শক্তি
वायु अपरदन,বায়ু ক্ষয়
