Kannada,Bengali
ಪ್ರಾಂತ್ಯ,প্রোগ্রামার
ಪ್ರೋಗ್ರಾಮರ್ ಘಟಕ,প্রোগ্রামার ইউনিট
ಪ್ರೋಗ್ರಾಮಿಂಗ್,প্রোগ্রামিং
"ಪ್ರೋಗ್ರಾಮಿಂಗ್
 ಹೊಂದಿಕೊಳ್ಳುವಿಕೆ","প্রোগ্রামিং
 সামঞ্জস্যতা"
"ಪ್ರೋಗ್ರಾಮಿಂಗ್
 ವಾತಾವರಣ","প্রোগ্রামিং
 পরিবেশ"
"ಪ್ರೋಗ್ರಾಮಿಂಗ್
 ಫ್ಲೋಚಾರ್ಟ್","প্রোগ্রামিং
 ফ্লোচার্ট"
"ಪ್ರೋಗ್ರಾಮಿಂಗ್ ಹರಿವು
 ರೇಖಾಚಿತ್ರ","প্রোগ্রামিং প্রবাহ
 চিত্র"
"ಪ್ರೋಗ್ರಾಮಿಂಗ್
 ಭಾಷೆ","প্রোগ্রামিং
 ভাষা"
"ಪ್ರೋಗ್ರಾಮಿಂಗ್
 ಘಟಕ","প্রোগ্রামিং
 মডিউল"
"ಪ್ರೋಗ್ರಾಮಿಂಗ್
 ಹೇಳಿಕೆ","প্রোগ্রামিং
 বিবৃতি"
"ಪ್ರೋಗ್ರಾಮಿಂಗ್
 ಬೆಂಬಲ
 ವಾತಾವರಣ","প্রোগ্রামিং
 সমর্থন
 পরিবেশ"
"ಪ್ರೋಗ್ರಾಮಿಂಗ್
 ವ್ಯವಸ್ಥೆ","প্রোগ্রামিং
 পদ্ধতি"
"ಪ್ರೋಗ್ರಾಮಿಂಗ್
 ಸಿದ್ಧಾಂತ","প্রোগ্রামিং
 তত্ত্ব"
ಕಾರ್ಯಕ್ರಮ ವಿಧಾನ,প্রোগ্রাম মোড
"ಕಾರ್ಯಕ್ರಮ
 ಮಾರ್ಪಾಡು","কার্যক্রম
 পরিবর্তন"
ಕಾರ್ಯಕ್ರಮ ಮಾಡ್ಯೂಲ್,প্রোগ্রাম মডিউল
ಕಾರ್ಯಕ್ರಮದ ಮೂಲ,প্রোগ্রামের উত্স
ಕಾರ್ಯಕ್ರಮ ಪ್ಯಾಕೇಜ್,প্রোগ্রাম প্যাকেজ
"ಕಾರ್ಯಕ್ರಮ
 ನಿಯತಾಂಕ","কার্যক্রম
 প্যারামিটার"
ಪ್ರೋಗ್ರಾಂ ಪೋಸ್ಟ್ ಮಾಡಲಾಗಿದೆ,প্রোগ্রাম পোস্ট
"ಕಾರ್ಯಕ್ರಮ
 ತಯಾರಿ","কার্যক্রম
 প্রস্তুতি"
ಕಾರ್ಯಕ್ರಮವನ್ನು ಓದಿದ ಕಾರ್ಯಕ್ರಮ,প্রোগ্রাম রিড-ইন
ಕಾರ್ಯಕ್ರಮ ನೋಂದಣಿ,প্রোগ্রাম রেজিস্টার
"ಕಾರ್ಯಕ್ರಮ
 ಸ್ಥಳಾಂತರ","কার্যক্রম
 স্থানান্তর"
ಕಾರ್ಯಕ್ರಮದ ಓಟ,প্রোগ্রাম রান
ಕಾರ್ಯಕ್ರಮದ ವೇಳಾಪಟ್ಟಿ,প্রোগ্রাম শিডিয়ুলার
ಕಾರ್ಯಕ್ರಮದ ವಿಭಾಗ,প্রোগ্রাম বিভাগ
"ಕಾರ್ಯಕ್ರಮ
 ಭಾಗಶಃ","কার্যক্রম
 বিভাগ"
ಕಾರ್ಯಕ್ರಮದ ಆಯ್ಕೆ,প্রোগ্রাম নির্বাচন
ಕಾರ್ಯಕ್ರಮದ ಆಯ್ಕೆ,প্রোগ্রাম নির্বাচক
"ಕಾರ್ಯಕ್ರಮ ಸೂಕ್ಷ್ಮ
 ತಪ್ಪು","প্রোগ্রাম সংবেদনশীল
 দোষ"
"ಕಾರ್ಯಕ್ರಮ ಸೂಕ್ಷ್ಮ
 ಅಸಮರ್ಪಕ ಕಾರ್ಯ","প্রোগ্রাম সংবেদনশীল
 ত্রুটি"
"ಕಾರ್ಯಕ್ರಮ
 ನಿರ್ದಿಷ್ಟತೆ","কার্যক্রম
 স্পেসিফিকেশন"
"ಕಾರ್ಯಕ್ರಮ
 ಹೇಳಿಕೆ","কার্যক্রম
 বিবৃতি"
ಕಾರ್ಯಕ್ರಮದ ಹೆಜ್ಜೆ,প্রোগ্রাম পদক্ষেপ
ಕಾರ್ಯಕ್ರಮ ನಿಲುಗಡೆ,প্রোগ্রাম স্টপ
ಕಾರ್ಯಕ್ರಮ ಸಂಗ್ರಹಣೆ,প্রোগ্রাম স্টোরেজ
ಕಾರ್ಯಕ್ರಮದ ರಚನೆ,প্রোগ্রাম কাঠামো
ಕಾರ್ಯಕ್ರಮದ ಸ್ವಿಚ್,প্রোগ্রাম সুইচ
ಕಾರ್ಯಕ್ರಮದ ಪರೀಕ್ಷೆ,প্রোগ্রাম পরীক্ষা
"ಕಾರ್ಯಕ್ರಮದ ಪರೀಕ್ಷೆ
 ಕಾಲ","প্রোগ্রাম পরীক্ষা
 সময়"
ಕಾರ್ಯಕ್ರಮದ ಪತ್ತೆಹಚ್ಚುವಿಕೆ,প্রোগ্রাম ট্রেসিং
"ಕಾರ್ಯಕ್ರಮ
 ರೂಪಾಂತರ","কার্যক্রম
 রূপান্তর"
"ಕಾರ್ಯಕ್ರಮ
 ಭಾಷಾಂತರ","কার্যক্রম
 অনুবাদ"
ಕಾರ್ಯಕ್ರಮ ಘಟಕ,প্রোগ্রাম ইউনিট
"ಕಾರ್ಯಕ್ರಮ
 ಪರಿಶೀಲನೆ","কার্যক্রম
 প্রতিপাদন"
ಪ್ರಗತಿಪರ ಕ್ಯಾರಿ,প্রগতিশীল বহন
"ಪ್ರಗತಿಪರ
 ಉಕ್ಕಿ ಹರಿಯುವುದು","প্রগতিশীল
 ওভারফ্লো"
"ಪ್ರಕ್ಷೇಪಣ
 ಕಾರ್ಯ","অভিক্ষেপ
 ফাংশন"
ಚುರುಕು,শীঘ্র
ಪ್ರಾಂಪ್ಟ್ ಸೌಲಭ್ಯ,প্রম্পট সুবিধা
ಪುರಾವೆ ಪಟ್ಟಿ,প্রমাণ তালিকা
ಪ್ರಸಾರ ದೋಷ,প্রচারিত ত্রুটি
ಪ್ರಚಾರ ದೋಷ,প্রচার ত্রুটি
"ಪ್ರಸರಣ
 ನಿರಂತರ","প্রচার
 ধ্রুবক"
ಪ್ರಸರಣ ವಿಳಂಬ,প্রসারণ বিলম্ব
ಪ್ರಸರಣ ನಷ್ಟ,প্রচার ক্ষতি
ಸರಿಯಾದ ಪೂರ್ವಜರು,যথাযথ পূর্বপুরুষ
ಸರಿಯಾದ ಸಬ್‌ಗ್ರಾಫ್,যথাযথ সাবগ্রাফ
ಆಸ್ತಿಪಡೆ,সম্পত্তি সনাক্তকারী
"ನಲ್ಲಿ ಅನುಪಾತ
 ಅಂತರ","অনুপাত
 ব্যবধান"
"ಪ್ರತಿಪಾದಕ
 ಕಲಹಗಳು","প্রস্তাবনা
 ক্যালকুলাস"
ಸ್ವಾಮ್ಯದ ಸಾಫ್ಟ್‌ವೇರ್,মালিকানা সফটওয়্যার
ಸ್ವಾಮ್ಯದ ಕಾರ್ಯಕ್ರಮ,মালিকানাধীন প্রোগ্রাম
ಸಂರಕ್ಷಿತ ಕ್ಷೇತ್ರ,সুরক্ষিত ক্ষেত্র
ಸಂರಕ್ಷಿತ ಫೈಲ್,সুরক্ষিত ফাইল
ಸಂರಕ್ಷಿತ ಸ್ಥಳ,সুরক্ষিত অবস্থান
ಸಂರಕ್ಷಿತ ಮೆಮೊರಿ,সুরক্ষিত স্মৃতি
ಸಂರಕ್ಷಣಾ ಮಾರ್ಗ,সুরক্ষা চ্যানেল
ಸಂರಕ್ಷಣಾ ಕ್ಷೇತ್ರ,সুরক্ষা ডোমেন
ರಕ್ಷಣೆ ಕೀ,সুরক্ষা কী
"ರಕ್ಷಣೆ
 ಯಾಂತ್ರಿಕ ವ್ಯವಸ್ಥೆ","সুরক্ষা
 পদ্ধতি"
ರಕ್ಷಣೆ ವ್ಯಾಪ್ತಿ,সুরক্ষা স্প্যান
ರಕ್ಷಕ ಚೌಕಟ್ಟು,প্রটেক্টর ফ্রেম
ಶಿಷ್ಟಾಚಾರ,প্রোটোকল
ಪ್ರೋಟೋಕಾಲ್ ಪರಿವರ್ತಕ,প্রোটোকল রূপান্তরকারী
ಪ್ರೋಟೋಕಾಲ್ ಕ್ರಮಾನುಗತ,প্রোটোকল হায়ারার্কি
"ಶಿಷ್ಟಾಚಾರ
 ಭಾಷಾಂತರ","প্রোটোকল
 অনুবাদ"
ಮೂಲಮಾದರಿ ಕಾರ್ಯಕ್ರಮ,প্রোটোটাইপ প্রোগ্রাম
"ಮೂಲಮಾದರಿ
 ಹೇಳಿಕೆ","প্রোটোটাইপ
 বিবৃতি"
ಸಾಬೀತುಪಡಿಸುವ,প্রমাণ করা
ಸಮಯವನ್ನು ಸಾಬೀತುಪಡಿಸುತ್ತದೆ,সময় প্রমাণ করা
"ಉಚ್ಚುವ
 ಕಾರ್ಯಕ್ರಮ","সিউডোঅ্যাপ্লিকেশন
 কার্যক্রম"
ಸ್ಯೂಡೋಕ್ಲಾಕ್,সিউডোকলক
ಹುಸಿ ಕೋಡ್,সুডোকোড
ಸ್ಯೂಡೋಕರ್ಸರ್,সিউডোকার্সার
ಸ್ಯೂಡೋಫೈಲ್ ವಿಳಾಸ,সিউডোফাইল ঠিকানা
ಸ್ಯೂಡೋ-ಕಂದಕ,সিউডো-ইনস্ট্রাকশন
ಸ್ಯೂಡೋ ಭಾಷೆ,সিউডো ভাষা
"ಹುಸಿ ಶಬ್ದ
 ಅನುಕ್ರಮ","সিউডো-শয়েজ
 ক্রম"
ಹುಸಿ ಆಪ್ಕೋಡ್,সিউডো অপকোড
ಸ್ಯೂಡೋ ಕಾರ್ಯಾಚರಣೆ,সিউডো অপারেশন
ಸ್ಯೂಡೋ ಯಾದೃಚ್ om ಿಕ,সিউডো এলোমেলো
"ಸ್ಯೂಡೋ ಯಾದೃಚ್ om ಿಕ
 ಸಂಖ್ಯೆ","সিউডো এলোমেলো
 সংখ্যা"
ಹುಸಿ ವೇರಿಯಬಲ್,সিউডো ভেরিয়েবল
"ಪ್ರಕಟಣೆ
 ಭಾಷೆ","প্রকাশনা
 ভাষা"
"ಸಾರ್ವಜನಿಕ ದತ್ತಾಂಶಗಳು
 ಜಾಲ","পাবলিক ডেটা
 অন্তর্জাল"
ಸಾರ್ವಜನಿಕ ಪ್ರಮುಖ ವ್ಯವಸ್ಥೆ,পাবলিক কী সিস্টেম
"ಸಾರ್ವಜನಿಕ ಸಂದೇಶ
 ಸೇವಕ","সর্বজনীন বার্তা
 পরিষেবা"
ಸಾರ್ವಜನಿಕ ಜಾಲ,পাবলিক নেটওয়ার্ক
"ಸಾರ್ವಜನಿಕ ಪ್ಯಾಕೆಟ್
 ಜಾಲ","পাবলিক প্যাকেট
 অন্তর্জাল"
ರಿಜಿಸ್ಟರ್ ಅನ್ನು ಎಳೆಯಿರಿ,রেজিস্টার টানুন
ಎಳೆಯಿರಿ ರಿಜಿಸ್ಟರ್,রেজিস্টার টানুন
ನಾಡಿಮಿಡಿತ,স্পন্দন
ನಾಡಿ ವೈಶಾಲ್ಯ,নাড়ি প্রশস্ততা
"ನಾಡಿ ವೈಶಾಲ್ಯ
 ಉಚ್ulationಾಟನೆ","নাড়ি প্রশস্ততা
 মড্যুলেশন"
ನಾಡಿ ಸಂಹಿತೆ,নাড়ি কোড
ನಾಡಿಯ ಅವಧಿ,নাড়ি সময়কাল
ನಾಡಿಮಿಡಿತ,পালস জেনারেশন
ನಾಡಿ ಉತ್ಪಾದಕ,নাড়ি জেনারেটর
ನಾಡಿ ಎತ್ತರ,নাড়ি উচ্চতা
ಬಡಿಯುವ ಕೋಲು,পালসার
ನಾಡಿ ಬಡಿತ,নাড়ি হার
ನಾಡಿ ಪುನರುತ್ಪಾದನೆ,নাড়ি পুনর্জন্ম
"ನಾಡಿ ಪುನರಾವರ್ತನೆ
 ಆವರ್ತನ","নাড়ি পুনরাবৃত্তি
 ফ্রিকোয়েন্সি"
"ನಾಡಿ ಪುನರಾವರ್ತನೆ
 ದರ","নাড়ি পুনরাবৃত্তি
 রেট"
ನಾಡಿ ಆಕಾರ,নাড়ি শেপিং
ನಾಡಿ ಹಿಗ್ಗಿಸುವಿಕೆ,নাড়ি স্ট্রেচার
ನಾಡಿ ದಾರ,নাড়ি স্ট্রিং
ನಾಡಿ ರೈಲು,নাড়ি ট্রেন
"ನಾಡಿಮಿಡಿತ
 ಫ್ಲಿಪ್ ಫ್ಲಾಪ್","নাড়ি-ট্রিগার
 ফ্লিপ-ফ্লপ"
ನಾಡಿ ಅಗಲ,নাড়ির প্রস্থ
ಪಂಪಿಂಗ್ ಲೆಮ್ಮಾ,পাম্পিং লেমা
ಚಾಚು,পাঞ্চ
ಪಂಚ್ ಕಾರ್ಡ್,পাঞ্চ কার্ড
ಪಂಚ್ ಕಾಲಮ್,পাঞ্চ কলাম
ಪಂಚ್ಡ್ ಕಾರ್ಡ್,পাঞ্চ কার্ড
"ಪಂಚ್ಡ್ ಕಾರ್ಡ್
 ಓದುಗ","পাঞ্চ কার্ড
 পাঠক"
"ಮುಳುಗಿದ ಕಾಗದ
 ಟೇಪೆ","খোঁচা কাগজ
 টেপ"
ಪಂಚ್ ಟೇಪ್,ঘুষি টেপ
ಪಂಚ್ ಟೇಪ್ ಕೋಡ್,টেপ কোড খোঁচা
"ಪಂಚ್ ಟೇಪ್
 ಓದುಗ","ঘুষি টেপ
 পাঠক"
ಗುದ್ದುವ ಸ್ಥಾನ,পাঞ্চিং অবস্থান
ಗುದ್ದಾಟ ನಿಲ್ದಾಣ,পাঞ্চিং স্টেশন
ಪಂಚ್ ಮಾರ್ಗ,পাঞ্চ পাথ
ಪಂಚ್ ಸ್ಥಾನ,পাঞ্চ অবস্থান
ಪಂಚ್ ಸಾಲು,পাঞ্চ সারি
ಪಂಚ್ ನಿಲ್ದಾಣ,পাঞ্চ স্টেশন
ಪಂಚ್ ಟೇಪ್,পাঞ্চ টেপ
ಪಂಚ್ ಟೇಪ್ ಕೋಡ್,পাঞ্চ টেপ কোড
ತದಕಗೊಳಿಸುವಿಕೆ,বিরামচিহ্ন
"ತದಕಗೊಳಿಸುವಿಕೆ
 ಪಾತ್ರ","বিরামচিহ্ন
 চরিত্র"
"ತದಕಗೊಳಿಸುವಿಕೆ
 ಚಿಹ್ನೆ","বিরামচিহ্ন
 প্রতীক"
"ಶುದ್ಧ ಬೈನರಿ
 ಪ್ರಸಾರ
 ಚಿಹ್ನೆ","খাঁটি বাইনারি
 সংখ্যা
 প্রতীক"
"ಶುದ್ಧ
 ಯಂತ್ರೋಪಕ್ಷಕ
 ಭಾಷಾಂತರ","খাঁটি
 মেশিন-এডেড
 অনুবাদ"
"ಶುದ್ಧ ಯಂತ್ರ
 ಭಾಷಾಂತರ","খাঁটি মেশিন
 অনুবাদ"
ಒತ್ತು,ধাক্কা
ಪುಶ್ ಬಟನ್ ಡಯಲಿಂಗ್,পুশ-বোতাম ডায়ালিং
ಕೆಳಗೆ ತಳ್ಳು,নিচে ধাক্কা
"ಕೆಳಗೆ ತಳ್ಳು
 ಆಟೊಮಾಟಾ","নিচে ধাক্কা
 অটোমেটা"
"ಕೆಳಗೆ ತಳ್ಳು
 ಸ್ವಯಂಚಾಲಿತ","নিচে ধাক্কা
 অটোমেশন"
ಪುಕ್ಕಡ ಪಟ್ಟಿ,পুশ-ডাউন তালিকা
ತಾಣಗಾಣ,পুশ-ডাউন সারি
ತಾಣಗಾಣ,পুশ-ডাউন স্ট্যাক
ತಾಣಗಾಣ,পুশ-ডাউন স্টোরেজ
ತಳ್ಳುವ ಸೂಚನೆ,নির্দেশ নির্দেশ
"ಪುಕ್ಕ
 ಸೂಚನಾ","জাম্প ধাক্কা
 নির্দেশ"
ಪ್ರಜಾಪ್ರಭುತ್ವ,পুশ-আপ তালিকা
ಪುಷ್-ಅಪ್ ಸಂಗ್ರಹ,পুশ-আপ স্টোরেজ
"ಕ್ವಾಡ್ ಬಸ್
 ಟ್ರಾನ್ಸ್ಸಿ","কোয়াড-বাস
 ট্রান্সসিভার"
ಕ್ವಾಡ್ ಸಾಂದ್ರತೆ,কোয়াড ঘনত্ব
"ಚತುರ್ಭುಜದ
 ಪ್ರೋಗ್ರಾಮಿಂಗ್","চতুর্ভুজ
 প্রোগ্রামিং"
ಚತುರ್ಭುಜ,চতুর্ভুজ প্রশস্ততা মড্যুলেশন
ಚತುರ,চতুর্ভুজ
ನಾಲ್ಕುಪಟ್ಟು,চতুর্ভুজ
"ಚತುರ-ಉದ್ದ
 ನೋಂದಣಿ
 (= Uadruple
 ನೋಂದಣಿ)","চতুর্ভুজ দৈর্ঘ্য
 নিবন্ধন
 (= Uadruple
 নিবন্ধন)"
ಚತುಷ್ಪಥ ರಿಜಿಸ್ಟರ್,চতুর্ভুজ রেজিস্টার
ಅರ್ಹತೆದಾರ,যোগ্যতা
ಗುಣಮಟ್ಟದ ಭರವಸೆ,গুণ নিশ্চিত করা
ಪ್ರಮಾಣೀಕರಣ,পরিমাণ নির্ধারণ
ಪ್ರಮಾಣಕ,কোয়ান্টিফায়ার
ಪ್ರಮಾಣೀಕರಣ ದೋಷ,কোয়ান্টাইজেশন ত্রুটি
ಪ್ರಮಾಣಕತ್ವ,কোয়ান্টাইজেশন শব্দ
"ಪ್ರಮಾಣೀಕರಣ
 ಅನಿಶ್ಚಿತತೆ","কোয়ান্টাইজেশন
 অনিশ্চয়তা"
ಪ್ರಮಾಣೀಕರಿಸು,কোয়ান্টাইজ
ಪ್ರಮಾಣಕ,কোয়ান্টাইজার
ಪ್ರಮಾಣ,কোয়ান্টাইজার শব্দ
ದೋಷವನ್ನು ಪ್ರಮಾಣೀಕರಿಸುವುದು,কোয়ান্টাইজিং ত্রুটি
ಗಡಿಯಾರ,কোয়ান্টাম ঘড়ি
ಸಮಯ,কোয়ান্টাম সময়
ತ್ರೈಮಾಸಿಕ ವೇಗ,কোয়ার্টার গতি
"ಚರಂಡಿ
 ಗುಣಕ","কোয়ার্টার-স্কোয়ারস
 গুণক"
ಕಾಲುಭಾಗ,কোয়ার্টেট
ಕಾಲುಭಾಗ,কোয়ার্টজ বিলম্ব লাইন
"ಅರೆ ಸೂಚನೆ
 (= ಹುಸಿ
 ಸೂಚನಾ)","কোয়াসির নির্দেশনা
 (= সিউডো
 নির্দেশ)"
ಕ್ವಾಟರ್ನರಿ ತರ್ಕ,কোয়ার্টারি লজিক
"ಕದ್ದಲನ
 ನಿರ್ವಾಹಕ","কোয়ার্টারি
 অপারেটর"
ಪ್ರಶ್ನಿಸು,প্রশ্ন
ಪ್ರಶ್ನೆ ಭಾಷೆ,ক্যোয়ারী ভাষা
ಪ್ರಶ್ನೆ ಪ್ರಕ್ರಿಯೆ,ক্যোয়ারী প্রসেসিং
ಪ್ರಶ್ನಾ ಕೇಂದ್ರ,ক্যোয়ারী স্টেশন
ಸರದಿಬಾಳ್ಯ,কিউ
ಕ್ಯೂ ದಟ್ಟಣೆ,সারি যানজট
"ಕ್ಯೂ ನಿಯಂತ್ರಣ
 ನಿರ್ಬಂಧ","সারি নিয়ন্ত্রণ
 ব্লক"
"ಸರದಿ ಪ್ರವೇಶ
 ವಿಧಾನ","সারি অ্যাক্সেস
 পদ্ধতি"
ಕ್ಯೂ ಡೇಟಾ ಸೆಟ್,সারি ডেটা সেট
"ಕ್ಯೂಡ್ ಇಂಡೆಕ್ಸ್
 ಅನುಕ್ರಮ
 ವಿಧಾನ","সারি সূচক
 অনুক্রমিক
 পদ্ধতি"
ದೂರಸಂಪರ್ಕ ಪ್ರವೇಶ ವಿಧಾನ ಕ್ಯೂಡ್,কুইউড টেলিযোগাযোগ অ্যাক্সেস পদ্ধতি
ಕ್ಯೂ ಅಂಶ,সারি উপাদান
ಕ್ಯೂ ಲಿಂಕ್ ಪದ,সারি লিঙ্ক শব্দ
"ಸರದಿಬಾಳ್ಯ
 ನಿರ್ವಹಣೆ","কিউ
 পরিচালনা"
ಸರಾಗವಾಗಿಸು,সারি
ಕ್ಯೂಯಿಂಗ್ ವಿಶ್ಲೇಷಣೆ,সারি বিশ্লেষণ
ಕ್ಯೂಯಿಂಗ್ ಪಟ್ಟಿ,সারি তালিকা
ಕ್ಯೂಯಿಂಗ್ ಸಿದ್ಧಾಂತ,সারি তত্ত্ব
ಕ್ಯೂಯಿಂಗ್ ಸಮಯ,কুইং সময়
"ಕ್ವಿಬೈನರಿ ಕೋಡ್
 (= ಬಿಕ್ವಿನರಿ
 ಕೋಡ್)","কুইবিনারি কোড
 (= দ্বিপক্ষীয়
 কোড)"
"ಶೀಘ್ರ ಪ್ರವೇಶ
 ನೆನಪು","দ্রুত প্রবেশ
 স্মৃতি"
ಶೀಘ್ರವಾಗಿ,দ্রুত বাছাই
ಶೀಘ್ರ ಆರಂಭ,দ্রুত শুরু
ಜಗಳ,নিস্তব্ধ
ಚುರುಕುಗ,শান্ত
"ಚುರುಕುಗ
 ಷರತ್ತು","শান্ত
 শর্ত"
ಕಣ್ಣುಮತದಾನದ,কুইনারি
ಕ್ವಾರಣೆ ವ್ಯವಸ್ಥೆಯ,কুইনারি সিস্টেম
ಚಿರತೆ,পঞ্চম
Rackರು,র্যাক
ಚೂರುಪಾರು,র‌্যাকিং
ರೇಡಿಯಲ್ ವರ್ಗಾವಣೆ,রেডিয়াল ট্রান্সফার
"ರೇಡಿಯೋ ಸಾಮಾನ್ಯ
 ವಾಹಕ","রেডিও সাধারণ
 ক্যারিয়ার"
ರೇಡಿಯೋ ರಿಲೇ ವ್ಯವಸ್ಥೆ,রেডিও রিলে সিস্টেম
"ರೇಡಿಯೋ
 TLeeTypeWriter","রেডিও
 টেলিটাইপ রাইটার"
ರಾಡಿಕ್ಸ್,রেডিক্স
ರಾಡಿಕ್ಸ್ ಪೂರಕ,রেডিক্স পরিপূরক
ರಾಡಿಕ್ಸ್ ವಿನಿಮಯ,রেডিক্স এক্সচেঞ্জ
"ರಾಡಿಕ್ಸ್-ಒನ್
 ಪೂರಿಸು
 (= ಕಡಿಮೆಯಾಗಿದೆ
 ರಾಡಿಕ್ಸ್
 ಪೂರಕ)","রেডিক্স-মিনাস-ওয়ান
 পরিপূরক
 (= হ্রাস
 রেডিক্স
 পরিপূরক)"
ರಾಡಿಕ್ಸ್ ಸಂಕೇತ,রেডিক্স স্বরলিপি
"ರಾಡಿಕ್ಸ್ ಸಂಖ್ಯಾವಳಿ
 ವ್ಯವಸ್ಥೆ","রেডিক্স সংখ্যা
 পদ্ধতি"
ರಾಡಿಕ್ಸ್ ಪಾಯಿಂಟ್,রেডিক্স পয়েন্ট
ರಾಡಿಕ್ಸ್ ವಿಂಗಡಣೆ,রেডিক্স বাছাই
ಚಿಂದಿಹಲ್ಲು,র‌্যাগড অ্যারে
ರಾಯಭಾರಿ,রাম ডাম্প
ರಾಮ್ ಲೋಡ್ ಮಾಡುವವನು,র‌্যাম লোডার
ರಾಮ್ ಮೇಲ್ ಪೆಟ್ಟಿಗೆ,র‌্যাম মেল বক্স
"ರಾಮ್ (ರಾಂಡಮ್
 ಪ್ರವೇಶ ಮೆಮೊರಿ)","র‌্যাম (র্যান্ডাম
 অ্যাক্সেস মেমরি)"
ರಾಮ್ ರಿಫ್ರೆಶ್,র‌্যাম রিফ্রেশ
ಯಾದೃಚ್ renuct ಿಕ ಪ್ರವೇಶ,এলোমেলো প্রবেশাধিকার
"ಯಾದೃಚ್ renuct ಿಕ ಪ್ರವೇಶ
 ಸಾಧನ","এলোমেলো প্রবেশাধিকার
 যন্ত্র"
"ಯಾದೃಚ್ renuct ಿಕ ಪ್ರವೇಶ
 ಇನ್ಪುಟ್ output ಟ್ಪುಟ್","এলোমেলো প্রবেশাধিকার
 ইনপুট আউটপুট"
"ಯಾದೃಚ್ renuct ಿಕ ಪ್ರವೇಶ
 ನೆನಪು","এলোমেলো প্রবেশাধিকার
 স্মৃতি"
"ಯಾದೃಚ್ renuct ಿಕ ಪ್ರವೇಶ
 ವಿಧಾನ","এলোমেলো প্রবেশাধিকার
 পদ্ধতি"
"ಯಾದೃಚ್ renuct ಿಕ ಪ್ರವೇಶ
 ಪ್ರೋಗ್ರಾಮಿಂಗ್","এলোমেলো প্রবেশাধিকার
 প্রোগ্রামিং"
"ಯಾದೃಚ್ renuct ಿಕ ಪ್ರವೇಶ
 ವಿಂಗಡಿಸು","এলোমেলো প্রবেশাধিকার
 সাজান"
"ಯಾದೃಚ್ renuct ಿಕ ಪ್ರವೇಶ
 ಸಂಗ್ರಹಣೆ","এলোমেলো প্রবেশাধিকার
 স্টোরেজ"
"ಯಾದೃಚ್ renuct ಿಕ ಪ್ರವೇಶ
 ವ್ಯವಸ್ಥೆ","এলোমেলো প্রবেশাধিকার
 পদ্ধতি"
ಯಾದೃಚ್ om ಿಕ ಅಲ್ಗಾರಿದಮ್,এলোমেলো অ্যালগরিদম
ಯಾದೃಚ್ data ಿಕ ಡೇಟಾ ಸೆಟ್,এলোমেলো ডেটা সেট
"ಯಾದೃಚ್ co ಿಕ
 ಭಾಷಣ
 ರೂಪಾಂತರ","এলোমেলো কী-টু
 ঠিকানা
 রূপান্তর"
ಯಾದೃಚ್ logತಕ,এলোমেলো যুক্তি
ಯಾದೃಚ್ noಾನ,এলোমেলো শব্দ
ಯಾದೃಚ್ om ಿಕ ಸಂಖ್ಯೆ,এলোমেলো নম্বর
"ಯಾದೃಚ್ om ಿಕ ಸಂಖ್ಯೆ
 ಉತ್ಪಾದಕ","এলোমেলো নম্বর
 জেনারেটর"
"ಯಾದೃಚ್ om ಿಕ ಸಂಖ್ಯೆ
 ಅನುಕ್ರಮ","এলোমেলো নম্বর
 ক্রম"
"ಯಾದೃಚ್ om ಿಕ ಸಂಖ್ಯೆ
 ಸರಣಿ","এলোমেলো নম্বর
 সিরিজ"
ಯಾದೃಚ್ om ಿಕ ಸಂಸ್ಕರಣೆ,এলোমেলো প্রক্রিয়াজাতকরণ
ಯಾದೃಚ್ scur ಿಕ ಸ್ಕ್ಯಾನ್,এলোমেলো স্ক্যান
ಯಾದೃಚ್ se ಿಕ ಅನುಕ್ರಮ,এলোমেলো ক্রম
ವ್ಯಾಪ್ತಿ,পরিসীমা
ಶ್ರೇಣಿ ಪರಿಶೀಲನೆ,রেঞ্জ চেক
ಶ್ರೇಣಿ ಶೋಧಕ,রেঞ্জ ফাইন্ডার
"ಶ್ರೇಣಿ ಪರಸ್ಪರ ಸಂಬಂಧ
 ಗುಣಕ","র‌্যাঙ্ক পারস্পরিক সম্পর্ক
 গুণাঙ্ক"
ಶೀಘ್ರ ಪ್ರವೇಶ,দ্রুত অ্যাক্সেস
ತ್ವರಿತ ಪ್ರವೇಶ ಲೂಪ್,দ্রুত অ্যাক্সেস লুপ
"ಶೀಘ್ರ ಪ್ರವೇಶ
 ನೆನಪು","দ্রুত অ্যাক্সেস
 স্মৃতি"
ಕವೆಗಿಳ,রাস্টার
ರಾಸ್ಟರ್ ಎಣಿಕೆ,রাস্টার গণনা
"ರಾಸ್ಟರ್ ಪ್ರದರ್ಶನ
 ಸೇವಕ","রাস্টার ডিসপ্লে
 পরিষেবা"
ರಾಸ್ಟರ್ ಗ್ರಾಫಿಕ್ಸ್,রাস্টার গ্রাফিক্স
ರಾಸ್ಟರ್ ಗ್ರೈಡ್,রাস্টার গ্রিড
"ರಾಸಾಯನಿಕ ಮೋಡ್
 ಗ್ರಾಫಿಕ್ ಪ್ರದರ್ಶನ","রাস্টার-মোড
 গ্রাফিক প্রদর্শন"
ರಾಸ್ಟರ್ ಪ್ಲಾಟರ್,রাস্টার চক্রান্তকারী
