Marathi,Malayalam
प्रतिबिंबित माध्यम,മാധ്യമത്തെ പ്രതിഫലിപ്പിക്കുന്നു
प्रतिबिंबित पृष्ठभाग,ഉപരിതലത്തെ പ്രതിഫലിപ്പിക്കുന്നു
प्रतिबिंब,പതിച്ഛായ
परावर्तक,റിഫ്ലക്ടർ
अँटेना साठी परावर्तक,ആന്റിനയുടെ റിഫ്ലക്ടർ
अपवर्तन,അപര്യം
अपवर्तक सूचकांक,അപവർത്തനാങ്കം
रेफ्रिजरेशन,റഫ്രിജറേഷൻ
पुनर्जन्म,പുനരുദ്ധാരണ
नोंदणी करा,പട്ടികയുണ്ടാക്കുക
झडप नियंत्रित करणे,വാൽവ് നിയന്ത്രിക്കുന്നു
नियमन,നിയന്തിക്കല്
नियामक,റെഗുലേറ്റർ
नियामक,നിയന്ത്രിക്കുക
मजबुतीकरण,നിലവില് വരുത്തല്
संबंधीत,ബന്ധുക്കലം
सापेक्ष परवानगी,ആപേക്ഷിക പെർമിറ്റിവിറ്റി
रिले,റിലേ ചെയ്യുക
रिले सेंटर,റിലേ സെന്റർ
रिले निःशब्द,റിലേ മ്യൂസിംഗ്
रिले ट्रान्समीटर,റിലേ ട്രാൻസ്മിറ്റർ
सोडणे,പ്രകാശനം
रिलीज नाही व्होल्ट,വോൾട്ട് റിലീസ് ചെയ്യുക
विश्वसनीयता,വിശ്വാസ്യത
विश्वसनीय,വിശസ്തമായ
दूरस्थ,അകലെയുള്ള
रिमोट कंट्रोल,വിദൂര നിയന്ത്രണം
रिमोट कंट्रोल आणि नेव्हिगेशन सिस्टम,വിദൂര നിയന്ത്രണവും നാവിഗേഷൻ സിസ്റ്റവും
रिमोट कंट्रोल युनिट,വിദൂര നിയന്ത്രണ യൂണിറ്റ്
रिमोट सिस्टम,വിദൂര സിസ്റ്റം
दूरस्थपणे नियंत्रित उपकरणे,വിദൂരമായി നിയന്ത്രിത ഉപകരണങ്ങൾ
कॉइलची पुनरावृत्ती करा,കോയിൽ ആവർത്തിക്കുക
रीपिटर,റിപ്പീറ്റർ
बदली,തിരികെവെയ്ക്കല്
पुन्हा भरती,നികത്തുന്നത്
पुनरुत्पादित,പുനരുല്പ്പാദിപ്പിക്കുക
पुनरुत्पादन,പുനരുല്പ്പത്തി
पुन्हा रेकॉर्डिंग,വീണ്ടും റെക്കോർഡുചെയ്യുന്നു
संशोधन आणि विकास,ഗവേഷണവും വികസനവും
रीसेट,പുന .സജ്ജമാക്കുക
अवशिष्ट रीशफलिंग,ശേഷിക്കുന്ന പുന sh സംഘടന
अवशेष,അവശിഷ്ടം
प्रतिकार,ചെറുക്കല്
प्रतिकार भार,ചെറുത്തുനിൽപ്പ് ലോഡ്
प्रतिरोधक,ചെറുക്കുക
ठराव,മിഴിവ്
अनुनाद,അനുരണനം
अनुनाद वारंवारता,അനുരണനം ആവൃത്തി
अनुनाद,ഉപദേശിക്കുക
रेझोनंट लाइन,റിസോണന്റ് ലൈൻ
अनुनाद,അനുരണകന്
संसाधन,വിഭവം
संसाधन सामायिकरण,വിഭവ പങ്കിടൽ
प्रतिसाद कालावधी,പ്രതികരിക്കുന്ന കാലയളവ്
प्रतिसाद,പതുത്തരം
जीर्णोद्धार,പുനസ്ഥാപിക്കൽ
परिणामी,ഫലമായുണ്ടായ
धारणा,ധാരണ
Retransmission,പുനർജന്മഘടന
पुनर्प्राप्ती,വീണ്ടെടുക്കല്
पुनर्प्राप्ती इंजिन,വീണ്ടെടുക്കൽ എഞ്ചിൻ
पुन्हा प्रयत्न करा,വീണ്ടുംരി ചെയ്യുക
परत,മടങ്ങിവരുക
परत मार्ग,മടക്ക പാത
पुनर्विचार,പുനരാര്യം
पुनर्विचार वेळ,റിവൽബർട്ടേഷൻ സമയം
रिव्हर्स बायस्ड डायोड,റിവേഴ്സ് ചെയ്യാനുള്ള ഡയോഡ്
उलट करंट,വിപരീത പ്രവാഹം
रिव्हॉल्व्हिंग,കറങ്ങുന്ന
रिवाइंड,വീണ്ടും ചുറ്റുക
रीवायरेबल फ्यूज,റിവൈറബിൾ ഫ്യൂസ്
रीवायरिंग,റിവൈറിംഗ്
पुन्हा लिहिण्यायोग्य,മാറ്റിയെഴുതാവുന്ന
आरएफ ड्राइव्ह,Rf ഡ്രൈവ്
आरएफ फीडर,Rf ഫീഡർ
आरएफ धोके,RF അപകടങ്ങൾ
आरएफ संरक्षण प्रमाण,RF പരിരക്ഷണ അനുപാതം
Rheostat,റിസ്റ്റേറ്റ്
रिबन,പട്ടുനാട
Rivet,റിവറ്റ്
Riveteted संयुक्त,റിവേറ്റഡ് ജോയിന്റ്
Rivetting,റിവേറ്റിംഗ്
आरएन चॅनेल,ആർഎൻ ചാനൽ
रोबोट,യന്തമനുഷന്
रोबोटिक्स,റോബോട്ടിക്സ്
रोल इन,ഉരുളുക
बाहेर पडा,റോൾ ഔട്ട്
मूळ,വേര്
रोटरी,റോട്ടറി
रोटेशन,ഭ്രമണം
मार्ग,യാതാമാര്ഗം
राउटर,റൂട്ടർ
नियमित ऑपरेशन्स,പതിവ് പ്രവർത്തനങ്ങൾ
मार्ग,റൂട്ടിംഗ്
वेळ धाव,സമയം പ്രവർത്തിപ്പിക്കുക
सुरक्षा व्यवस्था,സുരക്ഷാ ക്രമീകരണം
सुरक्षा इंटरलॉक,സുരക്ഷാ ഇന്റർലോക്ക്
Sag,സാഗ്
ठळक वैशिष्ट्ये,പ്രധാന സവിശേഷതകൾ
नमुना,മാതൃക
नमुना आणि होल्ड सर्किट,സാമ്പിൾ ചെയ്ത് സർക്കിൾ
नमुन्याचा आकार,സാമ്പിൾ വലുപ്പം
नमुना डेटा,സാമ്പിൾ ഡാറ്റ
नमुना,സാമ്പിൾ
नमूना दर,സാമ്പിൾ നിരക്ക്
नमुना संपृक्तता,സാച്ചുറേഷൻ സാച്ചുറപ്പ്
नमुना सिद्धांत/प्रमेय,സാമ്പിൾ സിദ്ധാന്തം / സിദ്ധാന്തം
उपग्रह,ഉപഗഹം
उपग्रह संप्रेषण,ഉപഗ്രഹ ആശയവിനിമയം
उपग्रह कव्हरेज,ഉപഗ്രഹ കവറേജ്
उपग्रह डिजिटल दुवा,സാറ്റലൈറ്റ് ഡിജിറ്റൽ ലിങ്ക്
उपग्रह हस्तक्षेप,ഉപഗ്രഹ ഇടപെടൽ
उपग्रह रेडिओ,ഉപഗ്രഹ റേഡിയോ
उपग्रह रेडिओ ट्रान्समिशन,സാറ്റലൈറ്റ് റേഡിയോ ട്രാൻസ്മിഷൻ
उपग्रह प्रसारण,സാറ്റലൈറ്റ് ട്രാൻസ്മിഷൻ
संतृप्त हवा,പൂരിത വായു
सॅच्युरेटिंग करंट,പരിവർത്തനം ചെയ്യുന്നു
संपृक्तता,സാച്ചുറേഷൻ
दात लाट सॉ,പല്ലിന്റെ തരംഗം കണ്ടു
स्केलेबिलिटी,അളക്കല്
स्केल,സ്കെയിൽ
स्केल फॅक्टर,സ്കെയിൽ ഘടകം
स्केलिंग,സ്കെയിലിംഗ്
स्कॅन केलेले बीम,സ്കാൻ ചെയ്ത ബീം
स्कॅनर,സ്കാനർ
स्कॅनिंग वारंवारता,സ്കാൻ ചെയ്യുന്ന ആവൃത്തി
स्कॅनिंग लाइन,സ്കാൻ ചെയ്യുന്നു
विखुरलेले,ചിതറിക്കിടക്കുന്നു
परिस्थिती,കാഴ്ച
शेड्यूलर,വില്പ്പനക്കാരി
योजनाबद्ध,തന്ത്രപരമായ
शॉटकी अडथळा,Skotkeyartyarre
Scintillation,സിന്റിലേഷൻ
स्क्रॅम्बलर,സ്ക്രാംബ്ലർ
स्क्रॅम्बलिंग,ചുരണ്ടിയത്
स्क्रॅप,സ്ക്രാപ്പ് ചെയ്യുക
स्क्रॅपिंग,സ്ക്രാപ്പിംഗ്
स्क्रॅच,ചുരണ്ടുക
स्क्रीन,മറയ്ക്കുക
स्क्रीन बर्न,സ്ക്രീൻ പൊള്ളൽ
स्क्रीन बायपास,സ്ക്രീൻ ബൈപാസ്
स्क्रीन करंट,സ്ക്രീൻ കറന്റ്
स्क्रीन ग्रीड,സ്ക്രീൻ ഗ്രിഡ്
स्क्रीन सेव्हर,സ്ക്രീൻ സേവർ
स्क्रीनिंग केबल,സ്ക്രീൻ ചെയ്ത കേബിൾ
स्क्रीनिंग,സ്ക്രീനിംഗ്
स्क्रोल,സ്ക്രോൾ ചെയ്യുക
स्क्रोल बार,സ്ക്രോൾ ബാർ
स्क्रोलिंग,സ്ക്രോളിംഗ്
शोध इंजिन,തിരയല് യന്ത്രം
दुय्यम,സെക്കൻഡറി
दुय्यम सेल,ദ്വിതീയ സെൽ
क्षेत्र,മേഖല
विभाग,അംശം
सेल्फ डायग्नोस्टिक,സ്വയം ഡയഗ്നോസ്റ്റിക്
अर्धसंवाहक,അർദ്ധചാലകവും
प्रेषक,അയച്ചാൽ
संवेदनशीलता,സൂക്ഷ്മസംവേദനശക്തി
सेन्सर,സെൻസർ
क्रम,അനുകമം
अनुक्रमांक,സീരിയല്
अनुक्रमांक प्रवेश,സീരിയൽ ആക്സസ്
सिरियल पोर्ट,സീരിയൽ പോർട്ട്
मालिका अनुनाद,സീരീസ് അനുരണനം
सर्व्हर,സെർവർ
सेटअप,സജ്ജമാക്കുക
शेडिंग,ഷേഡിംഗ്
सावली,നിഴല്
शॅननचे प्रमेय,ഷാനന്റെ സിദ്ധാന്തം
आकार,രൂപപ്പെടുത്താനും
सामायिकवेअर,ഓസരല്യൂട്ട്
म्यान,കവചം
शिफ्ट,തവണ
शिफ्टिंग,മാറുന്നു
शॉक,ഞെട്ടുക
शॉर्ट सर्किट,ഹ്രസ്വ സർക്യൂട്ട്
शॉर्ट सर्किट चाचणी,ഷോർട്ട് സർക്യൂട്ട് പരിശോധന
शॉर्ट वेव्ह,ഹ്രസ്വ തരംഗം
शॉर्ट वेव्ह सेंटर,ഹ്രസ്വ വേവ് സെന്റർ
शॉर्टकट,കുറുക്കുവഴി
शटडाउन,ഷട്ട് ഡൗൺ
शटडाउन सिग्नल,ഷട്ട്ഡൗൺ സിഗ്നൽ
साइड बँड,സൈഡ് ബാൻഡ്
साइड बँड पॉवर,സൈഡ് ബാൻഡ് പവർ
सिग्नल,അടയാളം
सिग्नल मोठेपणा,സിഗ്നൽ വ്യാപ്തി
सिग्नल फ्लो आलेख,സിഗ്നൽ ഫ്ലോ ഗ്രാഫ്
सिग्नल जनरेटर,സിഗ്നൽ ജനറേറ്റർ
सिग्नल लाइट,സിഗ്നൽ ലൈറ്റ്
सिग्नल राउटिंग,സിഗ്നൽ റൂട്ടിംഗ്
सिग्नल सामर्थ्य,സിഗ്നൽ ബലം
क्रॉस टॉक रेशोचे सिग्नल,ടോക്ക് അനുപാതത്തിലേക്ക് സിഗ്നൽ
आवाजाचे प्रमाण सिग्नल,ശബ്ദ അനുപാതത്തിലേക്ക് സിഗ്നൽ
अन्वाट ध्वनी प्रमाण सिग्नल,ആകർഷകമല്ലാത്ത ശബ്ദ അനുപാതത്തിലേക്ക് സിഗ്നൽ
सिग्नलिंग आणि स्विचिंग,സിഗ്നലിംഗും സ്വിച്ചിംഗ്
सिग्नलिंग बिट,സിഗ്നലിംഗ് ബിറ്റ്
महत्त्वपूर्ण साइडबँड,കാര്യമായ സൈഡ്ബാൻഡുകൾ
सिम्प्लेक्स,സിംപ്ലക്സുകൾ
सिम्युलेशन,സിമുലേഷൻ
सिम्युलेटर,സിമുലേറ്റർ
सिमुलकास्ट,Simul മായ
एकाचवेळी मुखवटा,ഒരേസമയം മാസ്കിംഗ്
साइन घटक,സൈൻ ഘടകം
साइन वेव्ह,സൈൻ തരംഗം
एकल वारंवारता नेटवर्क,സിംഗിൾ ഫ്രീക്വൻസി നെറ്റ്വർക്ക്
सिंगल फेज मोटर,സിംഗിൾ ഫേസ് മോട്ടോർ
जागा,സൈറ്റ്
साइट लेआउट योजना,സൈറ്റ് ലേ layout ട്ട് പ്ലാൻ
कुशल ऑपरेटर,വിദഗ്ദ്ധനായ ഓപ്പറേറ്റർ
अंतर वगळा,ദൂരം ഒഴിവാക്കുക
स्काय वेव्ह,സ്കൈ തരംഗം
स्काय वेव्ह प्रसार,സ്കൈ തരംഗം പ്രചരണം
स्लॅब,സ്ലാബ്
तिरकस मार्ग,മന്ദഗതിയിലുള്ള പാത
स्लॉट,സ്ലോട്ട്
स्मार्ट कार्ड,സ്മാർട്ട് കാർഡ്
सोडियम वाष्प दिवा,സോഡിയം നീരാവി വിളക്ക്
मऊ की,സോഫ്റ്റ് കീ
सॉफ्टवेअर,സോഫ്റ്റ്വെയർ
सौर क्रिया,സോളാർ പ്രവർത്തനം
सौर उर्जा,സൗരോർജ്ജം
सौर flares,സോളാർ ജ്വാലകൾ
सौर उर्जा,സൗരോർജ്ജം
ठोस राज्य,സോളിഡ് സ്റ്റേറ്റ്
सॉलिड स्टेट स्टोरेज,സോളിഡ് സ്റ്റേറ്റ് സ്റ്റോറേജ്
सॉलिड स्टेट ट्रान्समीटर,സോളിഡ് സ്റ്റേറ്റ് ട്രാൻസ്മിറ്റർ
क्रमवारी,ഇനം
आवाज,ശബ്ദം
ध्वनी शोषण,ശബ്ദ ആഗിരണം
ध्वनी शिल्लक,ശബ്ദ ബാലൻസ്
ध्वनी शोधक,ശബ്ദ ഡിറ്റക്ടർ
ध्वनी मिक्सर,ശബ്ദ മിക്സർ
ध्वनी दृष्टीकोन,ശബ്ദ വീക്ഷണം
ध्वनी शक्ती,ശബ്ദ പവർ
ध्वनी पुरावा,ശബ്ദ തെളിവ്
ध्वनी रेकॉर्डिंग,ശബ്ദ റെക്കോർഡിംഗ്
ध्वनी प्रतिबिंब,ശബ്ദ പ്രതിഫലനം
ध्वनी संप्रेषण तोटा,ശബ്ദ പ്രക്ഷേപണ നഷ്ടം
स्त्रोत,ഉല്ഭവസ്ഥാനം
स्त्रोत एन्कोडर,ഉറവിട എൻകോഡർ
जागा,ഇടം
अंतराळ विविधता,ബഹിരാകാശ വൈവിധ്യമാർന്ന
स्पेस टेलिकास्टिंग,ബഹിരാകാശ ടെലികാസ്റ്റ്
स्पेस वेव्ह,ബഹിരാകാശ തരംഗം
अंतर,പാനീയം
स्पॅम,സ്പാം
स्पॅमिंग,സ്പാമിംഗ്
कालावधी,സ്പന്യെന്ന്
मोकळा,സ്പെയർ ബിറ്റ്
अतिरिक्त,ചിലന്തിവല
स्पार्किंग,സ്പാർക്കിംഗ്
स्थानिक,സ്പേഷ്യൽ
स्थानिक प्रभाव,സ്പേഷ്യൽ പ്രഭാവം
स्थानिक रिडंडंसी,സ്പേഷ്യൽ ആവർത്തനം
विशेष प्रभाव,പ്രത്യേക പ്രഭാവം
विशेष प्रभाव एम्पलीफायर,പ്രത്യേക ഇഫക്റ്റുകൾ ആംപ്ലിഫയർ
विशेषज्ञता,സ്പെഷ്യലൈസേഷൻ
तपशील,സവിശേഷത
वर्णक्रमीय शोषण,സ്പെക്ട്രൽ ആഗിരണം
स्पेक्ट्रल बँड प्रतिकृती,സ്പെക്ട്രൽ ബാൻഡ് റെപ്ലിക്കേഷൻ
वर्णक्रमीय वितरण,സ്പെക്ട്രൽ വിതരണം
स्पेक्ट्रल रिडंडंसी,സ്പെക്ട്രൽ ആവർത്തനം
स्पेक्ट्रोफोटोमीटर,സ്പെക്ട്രോഫോട്ടോമീറ്റർ
स्पेक्ट्रोस्कोप,സ്പെക്ട്രോസ്കോപ്പ്
स्पेक्ट्रम,സ്പെക്ട്രം
स्पेक्ट्रम विश्लेषक,സ്പെക്ട്രം അനലൈസർ
स्पेक्ट्रम आकार,സ്പെക്ട്രം രൂപപ്പെടുത്തൽ
भाषण बोलणे,സംസാര നിലവാരം
भाषण चॅनेल,സംഭാഷണം ചാനൽ
भाषण कॉम्प्रेशन,സംഭാഷണ കംപ്രഷൻ
भाषण एन्कोडिंग,സ്പീച്ച് എൻകോഡിംഗ്
भाषण ओळख,സംഭാഷണ തിരിച്ചറിയൽ
स्पिन,നൂല്ക്കുക
आवर्त,സര്പ്പിള
स्प्लिंग,സ്ലിഷിംഗ്
स्प्लिटर,സ്പ്പിറ്റർ
स्पूल,സ്പൂൾ
तुरळक,ചിതറിയ
स्पॉट बीम,സ്പോട്ട് ബീമുകൾ
पसरवा पत्रक,സ്പ്രെഡ് ഷീറ്റ്
उत्तेजक आणि हार्मोनिक रेडिएशन,"ഭ്രാന്തൻ, ഹാർമോണിക് വികിരണം"
स्पुरियस साइडबँड फ्रिक्वेन्सी,സ്പൂസിയസ് സൈഡ്ബാൻഡ് ആവൃത്തികൾ
पिळलेला व्हिडिओ,ചൂഷണം ചെയ്ത വീഡിയോ
स्टॅम्पिंग,മുദവയ്ക്കുക
मानक सॉफ्टवेअर,അടിസ്ഥാന സോഫ്റ്റ്വെയർ
मानकीकरण,മാനവസ്ഥകേശ്ദം
स्टँडबाय,സ്റ്റാൻഡ് ബൈ
स्टँडबाय उपकरणे,സ്റ്റാൻഡ്ബൈ ഉപകരണങ്ങൾ
उभे लाट,സ്റ്റാൻഡിംഗ് തരംഗം
स्थायी वेव्ह रेशो,സ്റ്റാൻഡിംഗ് വേവ് അനുപാതം
टॉर्क प्रारंभ करीत आहे,ടോർക്ക് ആരംഭിക്കുന്നു
स्टार्ट-स्टॉप,ആരംഭിക്കുക-നിർത്തുക
स्थिर,സ്ഥിതിവിവരകം
सांख्यिकीय पद्धत,സ്റ്റാറ്റിസ്റ്റിക്കൽ രീതി
स्थिती,പദവി
स्थिती संकेत,നില സൂചന
स्थिर,സ്ഥിരമായ
स्टिरीओ,സ്റ്റീരിയോ
स्टीरिओ शिल्लक,സ്റ്റീരിയോ ബാലൻസ്
स्टीरिओ एन्कोडर,സ്റ്റീരിയോ എൻകോഡർ
स्टीरिओ जनरेटर,സ്റ്റീരിയോ ജനറേറ്റർ
स्टीरिओ मोड,സ്റ്റീരിയോ മോഡ്
स्टीरिओ ट्रान्समिशन,സ്റ്റീരിയോ ട്രാൻസ്മിഷൻ
स्टिरिओफोनिक ध्वनी पुनरुत्पादन,സ്റ്റീരിയോഫോണിക് സൗണ്ട് പുനരുൽപാദനം
स्टिरिओफोनी,സര്യാലഫോണി
स्टिरिओस्कोपी,സ്റ്റീരിയോസ്കോപ്പി
तरीही चित्र,ഇപ്പോഴും ചിത്രം
उत्तेजन,ഉത്തേജനം
स्टॉपबँड,സ്റ്റോപ്പ്ബാൻഡ്
संचयन,ശേഖരണം
स्टोरेज बॅटरी रूम,സംഭരണ ​​ബാറ്ററി റൂം
स्टोरेज डिव्हाइस,സംഭരണ ​​ഉപകരണം
स्ट्रॅटोस्फीयर,സ്ട്രാറ്റോസ്ഫിയർ
प्रवाह,സ്ട്രീമിംഗ്
ताणून लांब करणे,പരത്തുക
स्ट्रिंग,സ്ട്രിംഗ്
संरचित,ഘടനാപരമായ
स्टुडिओ ब्लॉक,സ്റ്റുഡിയോ ബ്ലോക്ക്
स्टुडिओ सेंटर,സ്റ്റുഡിയോ സെന്റർ
स्टुडिओ लाइटिंग,സ്റ്റുഡിയോ ലൈറ്റിംഗ്
स्टुडिओ मॉनिटर्स,സ്റ്റുഡിയോ മോണിറ്ററുകൾ
स्टाईलस,സ്റ്റൈലസ്
सबबँड एन्कोडिंग,സബ്ബാൻഡ് എൻകോഡിംഗ്
सबबँड मास्किंग,ഉപദായക മാസ്കിംഗ്
सबबँड नमुने,സബ്ബാൻഡ് സാമ്പിളുകൾ
सबनेट,സബ്നെറ്റ്
सबसॅम्पलिंग,സബ്പ്ലൈംഗ്
ग्राहक,വരികൾ
अचानक आयनोस्फीयरचा त्रास,പെട്ടെന്നുള്ള അയോണോസ്ഫിയർ അസ്വസ്ഥത
सूर्य स्पॉट क्रियाकलाप,സൺ സ്പോട്ട് പ്രവർത്തനം
सुपर पॉवर ट्रान्समीटर,സൂപ്പർ പവർ ട്രാൻസ്മിറ്റർ
सुपर सॅम्पलिंग,സൂപ്പർ സാമ്പിൾ
सुपर सॉकेट,സൂപ്പർ സോക്കറ്റ്
सुपरहीटेड वाफ,സൂപ്പർഹീറ്റ് നീരാവി
सुपरहेटरोडिन,സൂപ്പർഹീരെൻറെ
सुपरहेटरोडिन कन्व्हर्टर,സൂപ്പർഹീരെൻറെ കൺവെർട്ടർ
सुपरहेटरोडिन रिसीव्हर,സൂപ്പർഹീരെറ്റെൻ റിസീവർ
सुपरइम्पोज्ड (चालू),സൂപ്പർപോസ്ഡ് (നിലവിലുള്ളത്)
सुपरपोजिशन,അതിശയുമ്പോക്കൽ
सुपरपोजिशन,അതിശയമം
सुपरसोनिक,സൂപ്പർസോണിക്
पुरवठा नलिका,നാളം
दडपशाही ग्रीड,അടിച്ചമർത്തൽ ഗ്രിഡ്
पृष्ठभागाचा आवाज,ഉപരിതല ശബ്ദം
पृष्ठभाग लाट,ഉപരിതല തരംഗം
सर्फिंग,സർഫിംഗ്
लाट,പരര്ജീസം
आसपासच्या,ചുറ്റുപാടിൽ
संवेदनाक्षमता,സാധ്യത
संवेदनशीलता,സാധ്യത
निलंबित,താൽക്കാലികമായി നിർത്തിവച്ചിരിക്കുന്നു
स्वॅप,സ്വാപ്പ്
स्वीप सर्किट,സ്വീപ്പ് സർക്യൂട്ട്
स्विच,മാറുക
स्विच बोर्ड,സ്വിച്ച് ബോർഡ്
नियंत्रण युनिट चालू करा,നിയന്ത്രണ യൂണിറ്റിൽ മാറുക
स्विचिंग,മാറുക
प्रतीक दर,ചിഹ്ന നിരക്ക്
सममितीय,സമമിതി
समक्रमित (सिंक्रोनस),സമന്വയിപ്പിക്കുക (സമന്വയിപ്പിക്കുന്നു)
समक्रमित नाडी,സമന്വയ പൾസ്
समक्रमण हस्तांतरण,സമ സമന്വയ കൈമാറ്റം
संकालन,സമന്വയം
समक्रमित,സമന്വയിപ്പിച്ചു
सिंक्रोनस,സമന്വയം
सिंक्रोनस मोटर,സമന്വയ മോട്ടോർ
Synergic,സയ്നേജിക്
Synergistic,സൈനജിസ്റ്റിസം
समन्वय,സമന്വയം
सिंटॅक्टिक,വാക്വപരിപാലനം
मांडणी,സ്നാനക്സ്
वाक्यरचनेची चूक,വാക്യഘടന പിശക്
सिंथेसाइझर,സിന്തസൈസർ
सिंथेसाइझर कार्ड,സിന്തസെസർ കാർഡുകൾ
प्रणाली,ഏര്പ്പാട്
सिस्टम आर्किटेक्चर,സിസ്റ്റം ആർക്കിടെക്ചർ
सिस्टम डिझाइन,സിസ്റ്റം ഡിസൈൻ
सिस्टम मेनू,സിസ്റ്റം മെനു
टॅग,ടാഗ്
परत बोला,തിരികെ സംസാരിക്കുക
टेप,ടേപ്പ്
टेप रेकोर्डर,ടേപ്പ് റെക്കോർഡർ
टेप काप,ടേപ്പ് സ്ലൈസിംഗ്
टेपर्ड,ടാപ്പുചെയ്തു
लक्ष्य,ലക്ഷം
आयात मालावरील जकात,ചുങ്കവിഹിതം
टास्क बार,ടാസ്ക് ബാർ
तांत्रिक,സാങ്കേതികമായ
तांत्रिक आव्हान,സാങ്കേതിക വെല്ലുവിളി
तांत्रिक वैशिष्ट्ये,സാങ്കേതിക സവിശേഷതകൾ
तांत्रिक मार्गदर्शक तत्त्वे,സാങ്കേതിക മാർഗ്ഗനിർദ്ദേശങ്ങൾ
तांत्रिक मापदंड,സാങ്കേതിക പാരാമീറ്റർ
तांत्रिक गुणवत्ता,സാങ്കേതിക നിലവാരം
तांत्रिक स्नॅग,സാങ്കേതിക സ്നാഗ്
तंत्र,സന്വദായം
तांत्रिक अडचणी,സാങ്കേതിക നിയന്ത്രണം
तंत्रज्ञान,സാങ്കേതികവിദ
तंत्रज्ञान मूल्यांकन,ടെക്നോളജി വിലയിരുത്തൽ
टेलिकास्टिंग,ടെലികാസ്റ്റ്
टेलिसिन,ടെലിസൈൻ
टेलीग्राफी,ടെലിഗ്രാഫി
टेलिमेटिक्स,ടെലിമാന്ത്സ്
टेलिमेटरिंग,ടെലിക്കൊന്നിടല്
टेलिफोन,ടെലിഫോണ്
टेलिटेक्स्ट,ടെലിടെക്സ്റ്റ്
टेलिव्हिजन,ദൂരദര്ശന്
तापमान,താപനില
तापमान नियंत्रण,താപനില നിയന്ത്രണം
ऐहिक,താൽക്കാലിക
ऐहिक व्यवस्थापन,താൽക്കാലിക മാനേജുമെന്റ്
ऐहिक अनावश्यकता,താൽക്കാലിക ആവർത്തനം
ताणासंबंधीचा शक्ती,വലിച്ചുനീട്ടാനാവുന്ന ശേഷി
तंबू,പറ്റം
तेराबाइट (टीबी),Terbyte (tb)
टर्मिनल,അതിതീവ്രമായ
टर्मिनल अ‍ॅडॉप्टर्स,ടെർമിനൽ അഡാപ്റ്ററുകൾ
टर्मिनल उपकरणे,ടെർമിനൽ ഉപകരണങ്ങൾ
संपुष्टात आणणे,അവസാനിപ്പിക്കുക
समाप्त प्रतिकार,പ്രതിരോധം അവസാനിപ്പിക്കൽ
समाप्ती,അവസാനിപ്പിക്കല്
टर्मिनेटर,ടെർമിനേറ്റർ
भूप्रदेश प्रोफाइल,ടെറൈൻ പ്രൊഫൈലുകൾ
तृतीयक वळण,ടെർഷ്യറി വിൻഡിംഗ്
चाचणी,പരീക്ഷണസന്വദായം
चाचणी डेटा,ടെസ്റ്റ് ഡാറ്റ
चाचणी प्रतिमा,പരീക്ഷിക്കുക ചിത്രം
चाचणी सिग्नल,ടെസ്റ്റ് സിഗ്നൽ
परीक्षक,ശ്രദ്ധാപൂര്വ്
चाचणी,പരിശോധന
चाचण्या आणि मोजमाप,ടെസ്റ്റുകളും അളവും
थर्मल आवाज,താപ ശബ്ദം
थर्मल ओव्हरलोड रिले,താപ ഓവർലോഡ് റിലേ
थर्मिओनिक रेक्टिफायर,തെർമിക് റെക്റ്റൈഫിയർ
थर्माकोपल,തെർമോകോൾ
थर्मामीटर,ഉഷ്ണമാപിനി
थर्मोस्टॅट,തെർമോസ്റ്റാറ്റ്
थिम्बल,വിരലുറ
थोरिएटेड फिलामेंट,സമഗ്രമായ ഫിലമെന്റ്
धागा,ഇഴ
तीन टप्प्यात पुरवठा,മൂന്ന് ഘട്ടം വിതരണം
तीन फेज ट्रान्सफॉर्मर,മൂന്ന് ഘട്ടം ട്രാൻസ്ഫോർമർ
उंबरठा,ഉമ്മറം
घसा मायक्रोफोन,തൊണ്ട മൈക്രോഫോൺ
थ्रस्ट,ഉരട്ടിയ
थायरट्रॉन,തൈരാട്രോൺ
थायरिस्टर,തൈറിസ്റ്റാർ
टिल्ट,ചായം
लाकूड,തിക്കു
वेळ,കാലം
वेळ बेस,സമയ അടിസ്ഥാനം
वेळ कोड,സമയ കോഡ്
वेळ स्थिर,സമയം സ്ഥിരത
वेळ विलंब,സമയ കാലതാമസം
वेळ डोमेन,സമയ ഡൊമെയ്ൻ
वेळ नमुना,സമയ സാമ്പിൾ
वेळ ताणणे,സമയം നീണ്ടുനിൽക്കുന്ന സമയം
टाइमर,ടൈമറിന്
शीर्षक पट्टी,ശീർഷക ബാർ
टू आणि फ्रो मोशन,മോഷനും ഫ്രോ മോഷനും
टॉगल स्विच,ടോഗിൾ സ്വിച്ച്
टोकन रिंग नेटवर्क,ടോക്കൺ റിംഗ് നെറ്റ്വർക്ക്
सहिष्णुता,സഹിഷ്ണുത
टोन नियंत्रण,സ്വര നിയന്ത്രണം
टूल बार,ടൂൾ ബാർ
साधने,ഉപകരണങ്ങൾ
दात तयार,പല്ലുള്ള ഗിയറിംഗ്
टोपोलॉजी,ടോപ്പോളജി
टोरॉइडल वळण,ടെറോഡൽ വിൻഡിംഗ്
टॉर्क,ടോർക്
एकूण गुणवत्ता व्यवस्थापन (टीक्यूएम),മൊത്തം ഗുണനിലവാര മാനേജുമെന്റ് (TQM)
एकूण,മൊത്തം
टॉवर,ഗോപുരം
