Hindi,English
"संधारणीय कृषि, टिकाऊ खेती",Sustainable agriculture
संधारणीय विकास,Sustainable development
वृंदन,Swarming
तलवारी पत्ती,Sword leaf
साइकोनियम,Syconium
"सहजीविता, सहजीवन",Symbiosis
युग्मक संलयन,Syngamy
धान सघनता पद्धति,System of rice intensification
सर्वांगीय (स्थानांतरित) शाकनाशी,Systemic herbicide
कुसुम,Safflower
केसर,Saffron
सीस्ती,Sage
साल,Sal
साल्विया,Salvia
चंदन,Sandal wood
चीकू,Sapota
केवड़ा,Screwpine
धुरचुक,Seabuckhorn
सनाय,Senna
चंद्रभागा,Serpentine wood
तिल,Sesame
चिचिड़ा,Snake gourd
कचरी,Snap melon
रीठा,Soapnut
ज्वार,Sorghum
सोयाबीन,Soybean
मोलश्री,Spanish cherry
पालक,Spinach
बारफली,Spindle wood
"घीया, तोरई",Sponge gourd
स्टीविया,Stevia
बिच्छू बूटी,Stinging nettle
छड़ीला,Stone flower
स्ट्राबेरी,Strawberry
सुडान घास,Sudan grass
गन्ना,Sugarcane
चप्पन कद्दू,Summer squash
सूरजमुखी,Sunflower
सनई,Sunhemp
"बनमेथी, सेंजी",Sweet clover
ककरोल,Sweet gourd
शकरकंद,Sweet potato
वनषशाह,Sweet violet
रस चूसक,Sap sucker
आरा मक्खी,Saw fly
शल्क कीट,Scale insect
अर्ध कुंडलक,Semilooper
प्ररोह वेधक,Shoot borer
रेशम कीट,Silkworm
घोंघा,Snail
गौरैया,Sparrow
मकड़ी,Spider
गिलहरी,Squirrel
तना वेधक,Stalk borer
तना वेधक,Stem borer
स्तंभ मेखला कीट,Stem girdler
गुठली का घुन,Stone weevil
मृदाविज्ञानी,Soil scientist
अनुचलन गति,Tactic movement
टैगन (लेबलन),Tagging (labelling)
टैंक तलछट,Tank silt
मूसला जड़,Tap root
"बल्लर, नर मंजरी (मक्का)",Tassel (maize)
"वर्गिकी, वर्गीकरण विज्ञान",Taxonomy
प्रौद्योगिकी,Technology
शीतोष्ण क्षेत्र,Temperate zone
अस्थायी म्लानि,Temporary wilting
प्रतान,Tendril
"तनावमापी, टेन्सियोमीटर",Tensiometer
परिदल,Tepal
विरूपजनन,Teratogeny
समापन प्रकूट,Termination codon
वेदिका,Terrace
वेदिका अंतराल,Terrace interval
भौमिक विकिरण,Terrestrial radiation
भौमिक खरपतवार,Terrestrial weeds
परीक्षार्थ संकरण,Test cross
परीक्षण भार,Test weight
"बीजावरण, टेस्टा",Testa
चतुष्क,Tetrad
चतुर्गुणित,Tetraploid
चतुर्गुणिता,Tetraploidy
पुष्पासन,Thalamus
ताप संचालकता,Thermal conductivity
तापीय विसरण,Thermal diffusivity
तापीय प्रेरण,Thermal induction
"तापयुग्म, तापसंयुग्म",Thermocouple
तापलेरवी,Thermograph
तापीय आवर्तिता,Thermoperiodicity
तापीय आवर्तन,Thermoperiodism
तापरागी,Thermophile
ताप अनुचलन,Thermotaxis
विरसन,Thinning out
"मड़ाई, गहाई",Threshing
अर्बुद प्रेरक प्लाज्मिड,Ti plasmid
"ज्वारीय दलदली भूमि, ज्वारीय दलदल",Tidal swamps
खपरैल जल निकास,Tile drainage
जुताई योग्यता,Tillability
"जुताई, कर्पण",Tillage
कल्ला (पादप),Tiller (plant)
"कल्ले निकलना, तलशाखन",Tillering
कल्ले फूटने की अवस्था,Tillering stage
भुरभुरी भूमि,Tilth
ऊतक परीक्षण,Tissue testing
ताड़ी,Toddy
सह्यता,Tolerance
"ऊपरी मृदा, सतही मृदा",Top soil
टमालू,Topato
खड़ी फसल में खाद डालना,Top-dressing
स्थल मौसमविज्ञान,Topoclimatology
शीर्षोमूलन (तंबाकू),Topping (tobacco)
सकल पचनशील पोषक तत्व,Total digestible nutrient
सकल कारक उत्पादकता,Total factor productivity
कुल घुलनशील ठोस,Total soluble solids
पूर्णशक्तता,Totipotency
"आविषालुता, विषाक्तता",Toxicity
आविष,Toxin
"लेशतत्व, सूक्ष्म मात्रिकतत्व",Trace elements
"अनुज्ञापक तत्व, अनुरेखक तत्व",Tracer elements
पार क्रियाशील,Transacting
अनुलेखन,Transcription
रूपांतरण,Transformation
पराजीनी,Transgenic
अनुवाद,Translation
स्थानांतरण,Translocation
पारगमनता,Transmittance
वाष्पोत्सर्जन गुणांक,Transpiration coefficient
वाष्पोत्सर्जन खिंचाव,Transpiration pull
वाष्पोत्सर्जन अनुपात,Transpiration ratio
प्रत्यारोपण झटका,Transplant shock
रोपाई यंत्र,Transplanter
"रोपण, रोपाई",Transplanting
स्थानांतरित मृदा,Transported soil
ट्रांस्पोसोन,Transposon
अनुप्रस्थ जलनिकास,Transverse drainage
"पाश फसलें, फाँसू फसलें",Trap crops
पत्ती उतारना (जैसे गन्ने में),Trashing
उपचार,Treatment
वृक्ष सस्यन,Tree cropping
वृक्षवलय,Tree ring
परख,Trial
अल्पमात्री सिंचाई,Trickle irrigation
विमोचक कारक,Trigger factor
त्रिगुणित,Triploid
"त्रिधा सस्यन, तिहरा सस्यन",Tripple cropping
पोषी स्तर,Trophic level
अनुवर्तनी गति,Tropic movements
उष्ण कटिबंधीय क्षेत्र,Tropical region
अनुवर्तन,Tropism
वास्तविक घनत्व,True density
वास्तविक पचनीयता,True digestibility
रुंड परिच्छेदिका,Truncated profile
रुंड भूमि,Truncated soil
सुनामी,Tsunami
कंदीय फसलें,Tuber crops
कंद,Tuber
अर्बुद,Tumour
भूमि रुंडन,Tuncation of soil
टुंड्रा,Tundra
"दर्भस्थल, टर्फ, पीट",Turf
स्फीत,Turgid
स्फीति गति,Turgor movement
स्फीति दाब,Turgor pressure
स्फीति,Turgor
टर्नर का संलक्षण,Turner's syndrome
"प्रकार, पादप प्रारूप",Type (plant)
प्रथम प्रकार की त्रुटि,Type I error
द्वितीय प्रकार की त्रुटि,Type II error
टाइफून,Typhoon
इमली,Tamarind
किरमाला,Tarragon
"स्वैर चंपा, सोन चंपा",Temple or pagoda tree
सज्जी,Thistle
मोरपंखी,Thuja
बनजवाइन,Thyme
तम्बाकू,Tobacco
टमाटर,Tomato
हरसिंगार,Tree of sorrow
ट्रिटिकेल,Triticale
लटकनिया,Trumpet vine
रजनी गंधा,Tuberose
हल्दी,Turmeric
शलगम,Turnip
पटेर,Typha (Indian reed mace)
टी' मच्छर कीट,Tea mosquito
दीमक,Termites (white ant)
थ्रिप्स,Thrips
द्रुतअपकेंद्रण,Ultracentrifugation
पराध्वनि,Ultrasound
पुष्पछत्र,Umbel
अयुग्मन,Uncoupling
"अफलत्व, अफलन",Unfruitfulness
एकसंयोजी,Univalent
सार्वभौम आनुवंशिक कोड,Universal genetic code
सार्वभौम मृदा ह्रास समीकरण,Universal soil loss equation
असंतृप्त वसीय अम्ल,Unsaturated fatty acids
उच्चभूमि धान,Upland rice
"उपरिभूमि, उच्चभूमि",Upland
शहरी कंपोस्ट,Urban compost
यूरिया,Urea
यूरिएज,Urease
उल्ला घास,Ulla grass
"वैक्सीन, टीका",Vaccine
"धानी, रसधानी",Vacuole
मूल्यवर्धित कृषि,Value-added agriculture
मूल्यवर्धित उत्पाद,Value added product
मूल्यवर्धन,Value addition
मूल्य लागत अनुपात,Value cost ratio
वैम (पुष्पकात्मक अर्बस्कुलर),VAM (vesicular arbuscular)
वाष्प तापोपचार,Vapour heat treatment
वाष्प दाब,Vapour pressure
परिवर्ती लागत,Variable cost
परिवर्ती जीन,Variable gene
परिवर्ती दर प्रौद्योगिकी,Variable rate technology
प्रसारण भिन्नता,Variance
विभिन्नता,Variation
किस्म,Variety
रोग वाहक,Vector
वनस्पति,Vegetation
वानस्पतिक निम्नीकरण,Vegetation degradation
वानस्पतिक रोध,Vegetative barrier
वानस्पतिक आच्छादन,Vegetative cover
वानस्पतिक प्रवर्धन,Vegetative propagation
वानस्पतिक प्रावस्था,Vegetative stage
शिराविन्यास,Venation
"कृमि-क्षिप्ति, केंचुए का मल",Vermicastings
वर्मी कंपोस्ट,Vermicompost
वसंतीकरण,Vernalization
ऊर्ध्व पलवार,Vertical mulching
वर्टिसॉल,Vertisol
जीवनक्षमता (बीज),Viability (seed)
"लता, द्राक्षालता",Vine
सिरका,Vinegar
"उग्र जीन, विर जीन",Vir gene
"अकृष्य भूमि, अक्षत भूमि",Virgin land
"अकृष्य मृदा, अक्षत मृदा",Virgin soil
उग्रता,Virulence
विषाणु,Virus
विषाणु आवरण प्रोटीन,Virus coat protein
विषाणु सूचीकरण,Virus indexing
श्यानता,Viscosity
दृश्य विकिरण,Visible radiation
विटामिन,Vitamins
अंगूरोत्पादन,Viticulture
"सजीव प्रजक, जरायुज",Viviparous
रिक्त स्थान,Void space
वाष्पीकरण,Volatilization
नैसर्गिक पौधे,Volunteer plants
वनिला,Vanilla
खस,Vetiver
पशु चिकित्सक,Veterinanian doctor
विषाणुविज्ञानी,Virologist
मजदूरी,Wage
नियत तापीय प्राणी,Warm blooded animal
अपशिष्ट प्रबंधन,Waste management
व्यर्थ भूमि,Wastelands
जल प्रयोग दक्षता,Water application efficiency
जल प्रयोग दर,Water application rate
जल संतुलन,Water balance
जल संहतीकरण,Water compaction
जल संरक्षण,Water conservation
"जल की खपत, जल उपभोग",Water consumption
जल संवहन दक्षता,Water conveyance efficiency
जल कृषि,Water culture
जल न्यूनता,Water deficit
जल वितरण दक्षता,Water distribution efficiency
जलकर,Water duty
जल कूंड,Water furrow
जल द्वार,Water gates
जलाक्रांति,Water logging
जल प्रबंधन,Water management
फसलों की जल मांग,Water requirement of crops
जलसंतृप्तता न्यूनता,Water saturation deficit
भौम जलस्तर,Water table
जल उपयोग दक्षता,Water use efficiency
जल प्राप्ति,Water yield
जल संग्रहण,Water-harvesting
जलसंभर,Watershed
जलसंभर प्रबंधन,Watershed management
जलसंभर उपचार,Watershed treatment
जलसंभर प्रणाली,Watershed-based system
जलमार्ग,Waterway
तरंग दैर्घ्य,Wave-length
मोमीकरण,Waxing
"मौसम, ऋतु",Weather
"अपक्षयण, अपक्षय",Weathering
खरपतवार,Weed
खरपतवार नियंत्रण,Weed control
खरपतवार नियंत्रण दक्षता,Weed control efficiency
खरपतवार निर्मूलन,Weed eradication
खरपतवार सूचकांक,Weed index
वेस्टर्न शोषण,Western blotting
खरपतवार स्पेक्ट्रम,Weed spectrum
निराई,Weeding
आर्द्र-बल्ब गिरावट,Wet-bulb depression
आर्द्र-बल्ब तापमान,Wet-bulb temperature
आर्द्र-बल्ब तापमापी,Wet-bulb thermometer
आर्द्र भूमि,Wetland
नम रोपण,Wet planting
नम मौसम,Wet season
गीली बुवाई,Wet seeding
आर्द्र वर्ष,Wet year
क्लेदनीय चूर्ण,Wettable powder
"क्लेदक, क्लेदन कारक",Wetting agent
घूर्णी आर्द्रतामापी,Whirling psychrometer
श्वेत क्रांति,White revolution
समग्र फार्म विश्लेषण,Whole farm analysis
समग्र फार्म दृष्टिकोण,Whole farm approach
व्यापक अनुकूलनशीलता,Wider adaptibility
म्लानि बिन्दु,Wilting point
वातरोध,Wind break
वात ऊर्जा,Wind energy
वायु अपरदन,Wind erosion
वायु उत्पन्न करना,Wind generation
पवन चक्की,Wind mill
वायु शक्ति,Wind power
वायु गति,Wind speed
वायु पट्टिका सस्यन,Wind strip cropping
वायु वेग,Wind velocity
वायु,Wind
विंड्रो,Windrow
विंड्रोअर,Windrower
वात दिग्दर्शी,Wind-vane
ओसाईयंत्र,Winnower
ओसाई,Winnowing
वॉबल परिकल्पना,Wobble hypothesis
गर्भाशय,Womb
काष्ठ राख,Wood ash
काष्ठ गैस,Wood gas
कार्य,Work
अखरोट,Walnut
ब्राह्मी साग,Water cress
जलकुंभी,Water hyacinth
तरबूज,Water melon
टिवरा,Water mint
मजनून,Weeping willow
महोगनी,West Indian mahogany
गेहूं,Wheat
संफतल,White clover
तून,White mulbery
सुबवूल,White popinec
बिस,White willow
"सतरा, बनतुलसी",Wild marjorim
जंगली जई,Wild oat
पंखिया बीन,Winged bean
विलायती कद्दू,Winter squash
अश्वगंधा,Withania
खट्टी बूटी,"Wood sorrel, oxalis"
"बर्र, ततैया",Wasp
बया,Weaver bird
घुन,Weevil
सफेद सूंड़ी,White grup
रुईया माहू,Woolly aphid
जैंथीनमेह,Xanthinuria
पीतवर्णक,Xanthophyll
एक्स' गुणसूत्र,X-chromosome
अपर पराग प्रभाव,Xenia
जीरोडर्मा पिग्मेंटोसम,Xeroderma pigmentosum
मरुपादप,Xerophyte
मरुद्भिद्ता,Xerophytism
"एक्स-किरण विवर्तन, एक्स-रे विवर्तन",X-ray diffraction
जाइलम- दारु,Xylem
"ज़ाइलोफाइट, काष्ठीय पादप",Xylophyte
वाई' जाल,Y' trellis
वाई-गुणसूत्र,Y-chromosome
"खमीर, यीस्ट",Yeast
यीस्ट निष्कर्ष,Yeast extract
पीत क्रांति,Yellow revolution
पीला पड़ना,Yellowing
उपज घटक,Yield component
उपज अनुवीक्षण,Yield monitoring
उपज शक्यता,Yield potential
उपज स्थायित्व,Yield stability
पीतक,Yolk
कटीली,Yellow berried nightshade
हरीर,Yellow myrobalan
जायद,Zaid
जेड-गुणसूत्र,Z-chromosome
जेड-डीएनए,Z-DNA
जीएटिन,Zeatin
शून्य ऊर्जा शीतकक्ष,Zero energy cool chamber
शून्य कर्षण,Zero tillage
सून्य सह्यता,Zero tolerance
जिंक अल्पता,Zinc deficiency
जिंक फिंगर प्रोटीन,Zinc finger protein
जिंकयुक्त यूरिया,Zincated urea
पारदर्शी अंडावरण,Zona pellucida
प्राणि परागण,Zoophily
प्राणि प्लवक,Zooplankton
युग्मज,Zygote
युग्मज घातक जीन,Zygotic lethal gene
तेजफल,Zanthophylum
प्राणिविज्ञानी,Zoologist
