Malayalam,English
"പരിശോധകന്
 കാരപരിപാടി","Supervisor
 Program"
സൂപ്പർവൈസർ സ്റ്റേറ്റ്,Supervisor state
സപ്പോർട്ട് ചിപ്പ്,Support chip
പിന്തുണാ പ്രോഗ്രാം,Support program
അടിച്ചമർത്തുന്ന,Suppression
"പിന്തുണ നിയന്ത്രണം
 കാരപരിപാടി","Support control
 Program"
മിര്ജനം,Surjection
"കാവല്
 കാരപരിപാടി","Surveillance
 Program"
താൽക്കാലികമായി നിർത്തിവച്ചിരിക്കുന്നു,Suspended
താൽക്കാലികമായി നിർത്തിവച്ചു ലോക്ക്,Suspended lock
സ്വാപ്പ്,Swap
"സ്വാപ്പ് വിഹിതം
 ഘടകം","Swap allocation
 Unit"
സ്വാപ്പ് ചെയ്യുക,Swap in
സ്വാപ്പ് ചെയ്യുന്നു,Swaping
സ്വാപ്പ് ചെയ്യുക,Swap out
സ്വാപ്പ് സെറ്റ്,Swap set
മാറുക,Switch
സെൽ സ്വിച്ച് ചെയ്യുക,Switch cell
പ്രതീകം മാറ്റുക,Switch character
കോഡ് മാറ്റുക,Switch code
"നിയന്ത്രണം മാറ്റുക
 കന്വൂട്ടര്","Switch control
 Computer"
സ്വിച്ചുചെയ്ത വരി,Switched line
മാറുക,Switching
സൂചകം മാറ്റുക,Switch indicator
ആൾജിബ്ര സ്വിച്ചുചെയ്യുന്നു,Switching algebra
"മാറുക
 അപേക്ഷ","Switching
 Application"
മാറുന്നു,Switching centre
സർക്യൂട്ട് മാറുന്നു,Switching circuit
എലമെന്റ് സ്വിച്ചുചെയ്യുന്നു,Switching element
പ്രവർത്തനം മാറുന്നു,Switching function
നെറ്റ്വർക്ക് സ്വിച്ചുചെയ്യുന്നു,Switching network
മാറുന്നു,Switching pad
"മാറുക
 റെഗുലേറ്റർ","Switching
 Regulator"
സ്വിച്ച് വേഗത,Switching speed
സംവിധാനം സ്വിച്ചുചെയ്യുന്നു,Switching system
സിദ്ധാന്തം മാറുന്നു,Switching theory
മാറുന്നു,Switching time
സ്വിച്ചിംഗ് യൂണിറ്റ്,Switching unit
വേരിയബിൾ സ്വിച്ചുചെയ്യുന്നു,Switching variable
"തരംഗം മാറുന്നു
 രൂപം","Switching wave
 Form"
ഉൾപ്പെടുത്തൽ മാറ്റുക,Switch insertion
നിർദ്ദേശം മാറ്റുക,Switch instruction
മാറാൻ,Switch over
സ്വിച്ച് രജിസ്റ്റർ,Switch register
മുറി മാറുക,Switch room
ട്രെയിൻ മാറ്റുക,Switch train
"സിലബിൾ ഹൈഫൻ
 (പ്രതീകം)","Syllable hyphen
 (Character)"
സിൽവെസ്റ്റർ മാട്രിക്സ്,Sylvester matrix
Sybitinct നിയന്ത്രണം,Symboint control
പതീകം,Symbol
പ്രതീകാത്മക വിലാസം,Symbolic address
"പതീകാത്മകമായ
 അഭിസംബോധന","Symbolic
 Addressing"
"പതീകാത്മകമായ
 അസംബ്ലി","Symbolic
 Assembler"
പ്രതീകാത്മക കോഡിംഗ്,Symbolic coding
"പതീകാത്മകമായ
 ഡീബഗ്ഗിംഗ്","Symbolic
 Debugging"
പ്രതീകാത്മക ഡെക്ക്,Symbolic deck
പ്രതീകാത്മക എഡിറ്റർ,Symbolic editor
"പതീകാത്മകമായ
 നിര്ദ്ദേശം","Symbolic
 Instruction"
"പ്രതീകാത്മക ഐ / ഒ
 ചുമതല","Symbolic I/O
 Assignment"
പ്രതീകാത്മക ഭാഷ,Symbolic language
പ്രതീകാത്മക യുക്തി,Symbolic logic
പ്രതീകാത്മക നാമം,Symbolic name
പ്രതീകാത്മക അറിയിപ്പ്,Symbolic notation
പ്രതീകാത്മക സംഖ്യ,Symbolic number
"പതീകാത്മകമായ
 പാരാമീറ്റർ","Symbolic
 Parameter"
"പതീകാത്മകമായ
 പ്ലെയ്സ്ഹോൾഡർ","Symbolic
 Placeholder"
"പതീകാത്മകമായ
 പ്രോഗ്രാമിംഗ്","Symbolic
 Programming"
"പ്രതീകാത്മക പ്രോഗ്രാം
 ഏര്പ്പാട്","Symbolic program
 System"
"പതീകം
 കൃത്രിമം","Symbol
 Manipulation"
ചിഹ്ന റാങ്ക്,Symbol rank
ചിഹ്ന സ്ട്രിംഗ്,Symbol string
ചിഹ്ന പട്ടിക,Symbol table
സമമിതി ചാനൽ,Symmetric channel
സമമിതി സർക്യൂട്ട്,Symmetric circuit
"സമമിതി
 വ്യത്യാസം","Symmetric
 Difference"
"സമമിതി
 പവര്ത്തിക്കുക","Symmetric
 Function"
സമമിതി ഗ്രൂപ്പ്,Symmetric group
സമമിതി പട്ടിക,Symmetric list
"സമമിതി പട്ടിക
 പ്രോസസ്സര്","Symmetric list
 Processor"
സമമിതി മാട്രിക്സ്,Symmetric matrix
"സമമിതി ഓർഡർ
 സഞ്ചാര്യ","Symmetric order
 Traversal"
"സമമിതി
 പ്രോസസ്സര്","Symmetric
 Processor"
സമമിതി ബന്ധം,Symmetric relation
സമമിതി ഗ്രൂപ്പ്,Symmetry group
സമന്വയ ബിറ്റ്,Sync bit
പ്രതീക സമന്വയ,Sync character
സമന്വയം,Synch
സമന്വയം,Synchronization
"സമന്വയം
 ഹൃദയത്തുടിപ്പ്","Synchronization
 Pulse"
സമന്വയം,Synchronizer
പൈലറ്റിനെ സമന്വയിപ്പിക്കുന്നു,Synchronizing pilot
"സമന്വയിപ്പിക്കുന്നു
 അടയാളം","Synchronizing
 Signal"
സമന്വയം,Synchronous
"സമന്വയം
 സഞ്ചാരം","Synchronous
 Circuit"
"സമന്വയം
 വാര്ത്താവിനിമയം","Synchronous
 Communication"
"സമന്വയം
 കന്വൂട്ടര്","Synchronous
 Computer"
"സമന്വയ ഡാറ്റ
 ബന്ധം","Synchronous data
 Link"
"സമന്വയ ഡാറ്റ
 ലിങ്ക് നിയന്ത്രണം","Synchronous data
 Link control"
"സമന്വയ ഡാറ്റ
 നെറ്റ്വർക്ക്","Synchronous data
 Network"
"സമന്വയ ഡാറ്റ
 സ്ഥലംമാറ്റുക","Synchronous data
 Transfer"
"സമന്വയ ഡാറ്റ
 പകർച്ച","Synchronous data
 Transmission"
"സമന്വയ ഫ്ലിപ്പ്
 ഫ്ലോപ്പ് സർക്യൂട്ട്","Synchronous flip
 Flop circuit"
"സമന്വയ ലൈൻ
 ഭരണം","Synchronous line
 Control"
"സമന്വയം
 ശസ്തകിയ","Synchronous
 Operation"
"സമന്വയം
 ഉപഗഹം","Synchronous
 Satellite"
"സമന്വയ സീരിയൽ
 ഐ / ഒ കൈമാറ്റം","Synchronous serial
 I/O Transfer"
"സമന്വയം
 സ്ഥലംമാറ്റുക","Synchronous
 Transfer"
"സമന്വയം
 പകർച്ച","Synchronous
 Transmission"
"സമന്വയം
 ജോലി","Synchronous
 Working"
പരകോഷ്ടമായ,Syndetic
സിനെഴ്സിക്,Synergetic
സയ്നേജിക്,Synergic
വാക്യഘടന പിശക്,Syntactic error
വാക്യഘടന മോണോയിഡ്,Syntactic monoiod
സ്നാനക്സ്,Syntax
വാക്യഘടന വിശകലനം,Syntax analysis
വാക്യഘടന വിശകലനം,Syntax analyzer
സിന്റാക്സ് ചെക്കർ,Syntax checker
സിന്റാക്സ് ഡയഗ്രം,Syntax diagram
"വാക്യഘടന സംവിധാനം
 കംപൈലർ","Syntax directed
 Compiler"
വാക്യഘടന പിശക്,Syntax error
വാക്യഘടന ഭാഷ,Syntax language
സിന്റാക്സ് ട്രീ,Syntax tree
സിന്തറ്റിക് വിലാസം (= ജനറേറ്റുചെയ്ത വിലാസം),Synthetic address (= generated address)
സിന്തറ്റിക് ഭാഷ (= ഉറവിട ഭാഷ),Synthetic language (= source language)
"Sysgen (= സിസ്റ്റം
 തലമുറ)","Sysgen (= system
 Generation)"
സിസ്റ്റം അക്ക ing ണ്ടിംഗ്,System accounting
സിസ്റ്റം വിശകലനം,System analysis
സിസ്റ്റം അനലൈസർ,System analyzer
സിസ്റ്റം അനലിസ്റ്റ്,System analyst
ചിട്ടയായ കോഡ്,Systematic code
സിസ്റ്റം ശേഷി,System capacity
സിസ്റ്റം ചാർട്ട്,System chart
സിസ്റ്റം പരിശോധന,System check
"സിസ്റ്റം പരിശോധന
 മൊഡ്യൂൾ","System check
 Module"
സിസ്റ്റം കമാൻഡ്,System command
"ഏര്പ്പാട്
 വാര്ത്താവിനിമയം
 നടപടി","System
 Communication
 Processing"
സിസ്റ്റം സ്ഥിരാങ്കം,System constant
"സിസ്റ്റം നിയന്ത്രണം
 ഭാഷ","System control
 Language"
സിസ്റ്റം കൺട്രോളർ,System controller
സിസ്റ്റം തകർച്ച,System crash
സിസ്റ്റം നിർവചനം,System definition
സിസ്റ്റം ഡിസൈൻ,System design
സിസ്റ്റം ഡിസൈനർ,System designer
"ഏര്പ്പാട്
 പ്രമാണീകരണം","System
 Documentation"
"ഏര്പ്പാട്
 എഞ്ചിനീയറിംഗ്","System
 Engineering"
സിസ്റ്റം പിശക്,System error
സിസ്റ്റം തലമുറ,System generation
സിസ്റ്റം ഹാക്കർ,System hacker
സിസ്റ്റം ഹാൻഡ്ബുക്ക്,System handbook
"സിസ്റ്റം ഇൻപുട്ട്
 ഉപായം","System input
 Device"
സിസ്റ്റം നിർദ്ദേശം,System instruction
സിസ്റ്റം ഇന്റർഫേസ്,System interface
"സിസ്റ്റം ഇന്റർഫേസ്
 ചിതണം","System interface
 Design"
സിസ്റ്റം തടസ്സമിടുക,System interrupt
സിസ്റ്റം കീ,System key
സിസ്റ്റം ഭാഷ,System language
"സിസ്റ്റം നില
 പ്രോഗ്രാമിംഗ്","System level
 Programming"
സിസ്റ്റം ലൈബ്രറി,System library
സിസ്റ്റം ലൈഫ് സൈക്കിൾ,System life cycle
സിസ്റ്റം ലോഡർ,System loader
സിസ്റ്റം ലോഗ്,System log
"ഏര്പ്പാട്
 നിര്വഹണം","System
 Management"
സിസ്റ്റം മോഡലാരിറ്റി,System modularity
"സിസ്റ്റം നെറ്റ്വർക്ക്
 വാസ്തുവിദ","System network
 Architecture"
സിസ്റ്റം ഓപ്പറേറ്റർ,System operator
"സിസ്റ്റം .ട്ട്പുട്ട്
 ഉപായം","System output
 Device"
"സിസ്റ്റം .ട്ട്പുട്ട്
 എഴുത്തുകാരി","System output
 Writer"
"ഏര്പ്പാട്
 ഉത്പാദനക്ഷമത","System
 Productivity"
സിസ്റ്റം പ്രോഗ്രാം,System program
"ഏര്പ്പാട്
 പ്രോഗ്രാമർ","System
 Programmer"
"ഏര്പ്പാട്
 പ്രോഗ്രാമിംഗ്
 ഭാഷ","System
 Programming
 Language"
സിസ്റ്റം ക്വിസ്സെ,System quiesce
സിസ്റ്റം വിശ്വാസ്യത,System reliability
"സിസ്റ്റം റെസിഡൻസ്
 വ്യാപ്തം","System residence
 Volume"
സിസ്റ്റം താമസക്കാരൻ,System resident
"സിസ്റ്റം താമസക്കാരൻ
 സോഫ്റ്റ്വെയർ","System resident
 Software"
സിസ്റ്റം പ്രതിരോധം,System resilience
സിസ്റ്റം റിസോഴ്സ്,System resource
"സിസ്റ്റം ഉറവിടം
 നിര്വാഹകന്","System resource
 Manager"
സിസ്റ്റം പ്രതികരണം,System response
"സിസ്റ്റം പ്രതികരണം
 വയല്","System response
 Field"
സിസ്റ്റം പുനരാരംഭിക്കുക,System restart
സിസ്റ്റംസ് സമീപനം,Systems approach
സിസ്റ്റങ്ങളുടെ രൂപകൽപ്പന,Systems design
സിസ്റ്റം സുരക്ഷ,System security
സിസ്റ്റങ്ങളുടെ ഫ്ലോ ചാർട്ട്,Systems flow chart
സിസ്റ്റം ജനറേഷൻ,Systems generation
സിസ്റ്റം ഷട്ട്ഡ .ൺ,System shutdown
സിസ്റ്റം സിമുലേഷൻ,System simulation
സിസ്റ്റം മന്ദഗതിയിലാക്കുന്നു,System slow down
സിസ്റ്റം സോഫ്റ്റ്വെയർ,System software
"ഏര്പ്പാട്
 സവിശേഷത","System
 Specification"
സിസ്റ്റംസ് പ്രോഗ്രാം,Systems program
"സിസ്റ്റങ്ങൾ
 പ്രോഗ്രാമർ","Systems
 Programmer"
"സിസ്റ്റങ്ങൾ
 പ്രോഗ്രാമിംഗ്","Systems
 Programming"
സിസ്റ്റംസ് സബ്റൂട്ടിൻ,Systems subroutine
സിസ്റ്റം സ്റ്റാൻഡേർഡ്,System standard
സിസ്റ്റം സ്ഥിതിവിവരക്കണക്കുകൾ,System statistics
സിസ്റ്റം ഘടന,System structure
സിസ്റ്റം പഠനം,System study
സിസ്റ്റം സൂപ്പർവൈസർ,System supervisor
സിസ്റ്റം പട്ടിക,System table
സിസ്റ്റം ചുമതല,System task
സിസ്റ്റം ടെർമിനൽ,System terminal
സിസ്റ്റം പരിശോധന,System testing
സിസ്റ്റം തിയറി,System theory
സിസ്റ്റം യൂട്ടിലിറ്റി,System utility
"സിസ്റ്റം യൂട്ടിലിറ്റി
 ഉപായം","System utility
 Device"
"സിസ്റ്റം യൂട്ടിലിറ്റി
 കാരപരിപാടി","System utility
 Program"
"സിസ്റ്റം വേരിയബിൾ
 പതീകം","System variable
 Symbol"
പട്ടിക ഘടകം,Table element
പട്ടിക പ്രവർത്തനം,Table function
പട്ടിക ലുക്ക്-അപ്പ്,Table look-up
"പട്ടിക
 സമ്മിശണം","Table of
 Combination"
പട്ടിക സിമുലേറ്റർ,Table simulater
ചെറുതകിട്,Tablet
തബലാ ഭാഷ,Tabular language
"അവസഹമായ
 കഥാപാതം","Tabulation
 Character"
"ടാഗ് പരിവർത്തനം ചെയ്യുന്നു
 ഉപായം","Tag converting
 Device"
"ടാഗുചെയ്തു
 വാസ്തുവിദ","Tagged
 Architecture"
ടാഗ് അടുക്കുക,Tag sort
കമ്പ്യൂട്ടർ ടാൻഡം,Tandem computer
"ടാൻഡം ഡാറ്റ
 സഞ്ചാരം","Tandem data
 Circuit"
ടാൻഡെം ഓഫീസ്,Tandem office
ടാൻഡം സ്വിച്ചിംഗ്,Tandem switching
ടാൻഡെം സിസ്റ്റം,Tandem system
ടാൻഡം ട്രാൻസ്പോർട്ട്,Tandem transister
ടാൻഡം ട്രങ്ക്,Tandem trunk
"ടേപ്പ് അതിർത്തി
 ട്യൂറിംഗ് മെഷീൻ","Tape bounded
 Turing Machine"
ടേപ്പ് കാട്രിഡ്ജ്,Tape cartridge
ടേപ്പ് പ്രതീകം,Tape character
ടേപ്പ് കോഡ്,Tape code
ടേപ്പ് ഡ്രൈവ്,Tape drive
ടേപ്പ് ഫയൽ,Tape file
ടേപ്പ് ഫോർമാറ്റ്,Tape format
ടേപ്പ് ഇൻപുട്ട്,Tape input
ടേപ്പ് ലേബൽ,Tape label
ടേപ്പ് ലൈബ്രറി,Tape library
ടേപ്പ് മാച്ചാനിസം,Tape machanism
ടേപ്പ് മാർക്കർ,Tape marker
ടേപ്പ് സംഭരണം,Tape storage
ടേപ്പ് യൂണിറ്റ്,Tape unit
ടാർഗെറ്റ് കമ്പ്യൂട്ടർ,Target computer
ലക്ഷ്യ ഭാഷ,Target language
ടാർഗെറ്റ് പ്രോഗ്രാം,Target program
ടാർഗെറ്റ് വേരിയബിൾ,Target variable
ടാസ്ക് നിയന്ത്രണ ബ്ലോക്ക്,Task control block
ടാസ്ക് മാനേജുമെന്റ്,Task management
ടാസ്ക് പേര്,Task name
ടാസ്ക് ക്യൂ,Task queue
ടാസ്ക് ഷെഡ്യൂളർ,Task scheduler
ടാസ്ക് സ്വിച്ച്,Task switch
"ചുമതലയിലേക്കുള്ള ചുമതല
 വാര്ത്താവിനിമയം","Task to task
 Communication"
ടാസ്ക് വേരിയബിൾ,Task variable
"സന്വദായം
 തടിച്ച","Technique
 Flowchart"
ടെലികോൺഫറൻസിംഗ്,Teleconferencing
ടെലിനെറ്റ്,Telenet
ടൊലിപ്ർൻറ്,Teleprinter
"ടെലിപ്രോസെസിംഗ്
 നെറ്റ്വർക്ക്","Teleprocessing
 Network"
ടെലിസ്ക്രീൻ,Telescreen
ടെലിടെക്സ്റ്റ്,Teletext
ടെലിടെക്സ്റ്റ് സേവനം,Teletext service
ടെലിടൈപ്പ് കോഡ്,Teletype code
ടെലിടൈപ്പ് എഴുത്തുകാരൻ,Teletype writer
ടെൻസ് പൂരകമാണ്,Tens complement
അതിതീവ്രമായ,Terminal
ടെർമിനൽ ഏരിയ,Terminal area
ടെർമിനൽ ക്ലസ്റ്റർ,Terminal cluster
"അതിതീവ്രമായ
 ഘടകം","Terminal
 Component"
"അതിതീവ്രമായ
 കോൺഫിഗറേഷൻ
 സൗകര്യം","Terminal
 Configuration
 Facility"
ടെർമിനൽ കൺട്രോളർ,Terminal controller
ടെർമിനൽ കഴ്സർ,Terminal cursor
"ടെർമിനൽ എഡിറ്റ്
 ശസ്തകിയ","Terminal edit
 Operation"
ടെർമിനൽ എൻട്രി,Terminal entry
"അതിതീവ്രമായ
സജ്ജീകരണം","Terminal
Equipment"
"അതിതീവ്രമായ
 പതിഷ്ഠാപനം","Terminal
 Installation"
ടെർമിനൽ ഇന്റർചേഞ്ച്,Terminal interchange
ടെർമിനൽ ജോലി,Terminal job
ടെർമിനൽ മോഡ്,Terminal mode
"ടെർമിനൽ മോണിറ്റർ
 കാരപരിപാടി","Terminal monitor
 Program"
ടെർമിനൽ നോഡ്,Terminal node
ടെർമിനൽ പോർട്ട്,Terminal port
ടെർമിനൽ റിപ്പയർ,Terminal repeater
ടെർമിനൽ റൂം,Terminal room
ടെർമിനൽ സെഷൻ,Terminal session
ടെർമിനൽ ചിഹ്നം,Terminal symbol
ടെർമിനൽ യൂണിറ്റ്,Terminal unit
ടെർമിനൽ ഉപയോക്താവ്,Terminal user
അവസാനിപ്പിക്കല്,Termination
"ടെർമിനേറ്റർ /
 ഇനീഷ്യേറ്റര്","Terminator/
 Initiator"
ടെർമിനോളജി ബാങ്ക്,Terminology bank
ടേം ഭാഷ,Term language
ടെർനറി കോഡ്,Ternary code
ടെർണറി ലോജിക്,Ternary logic
"ടെർനറി സെലക്ടർ
 ഗേറ്റ്","Ternary selector
 Gate"
"ടെർനാറി പരിധി
 ഗേറ്റ്","Ternary threshold
 Gate"
പരീക്ഷിച്ച് സജ്ജമാക്കുക,Test and set
ടെസ്റ്റ് ബെഡ്,Test bed
ടെസ്റ്റ് ഡാറ്റ ജനറേറ്റർ,Test data generator
പരിശോധന,Testing
ടെസ്റ്റ് സം കുറവ്,Test numeric
ടെസ്റ്റ് പ്രോഗ്രാം,Test program
ടെസ്റ്റ് പതിവ്,Test routine
പരീക്ഷണ ഓട്ടം,Test run
"ടെക്സ്റ്റ് ഡിസ്പ്ലേ
 നിര്ദ്ദേശം","Text display
 Instruction"
ടെക്സ്റ്റ് എഡിറ്റർ,Text editor
ടെക്സ്റ്റ് ഫോർമാറ്റർ,Text formatter
ടെക്സ്റ്റ് പ്രവർത്തനം,Text function
ടെക്സ്റ്റ് പ്രോസസ്സിംഗ്,Text processing
ടെക്സ്റ്റ് വിഭാഗം,Text section
ടെക്സ്റ്റ് സെഗ്മെന്റ്,Text segment
"ടെക്സ്റ്റ് സ്ട്രിംഗ്
 തിരുത്ത്","Text string
 Correction"
ടെക്സ്റ്റ് സ്ട്രിംഗ് തിരയൽ,Text string search
ടി-ഫ്ലിപ്പ്ഫ്ലോപ്പ്,T-flipflop
"ടി ഗേറ്റ് (ടെർനറി
 സെലക്ടർ ഗേറ്റ്)","T gate ( ternary
 Selector gate)"
ഗെയിമുകളുടെ സിദ്ധാന്തം,Theorem of games
തരങ്ങളുടെ സിദ്ധാന്തം,Theorem of types
സിദ്ധാന്തം തെളിയിക്കുന്നു,Theorem proving
താപ പ്രകാശം,Thermal light
താപ പേപ്പർ,Thermal paper
താപ പ്രിന്റർ,Thermal printer
"താപ കൈമാറ്റം
 പ്രിന്റർ","Thermal transfer
 Printer"
കട്ടിയുള്ള ഫിലിം,Thick film
കട്ടിയുള്ള ഫിലിം മെമ്മറി,Thick film memory
നേർത്ത ഫിലിം,Thin film
നേർത്ത ഫിലിം മെമ്മറി,Thin film memory
"നേർത്ത വിൻഡോ
 പദര്ശനം","Thin window
 Display"
"മൂന്നാം തലമുറ
 കന്വൂട്ടര്","Third generation
 Computer"
ത്രെഡുചെയ്ത പട്ടിക,Threaded list
ത്രെഡ് ട്രീ,Threaded tree
ത്രെഡിംഗ്,Threading
"മൂന്ന് വിലാസം
 നിര്ദ്ദേശം","Three address
 Instruction"
"മൂന്ന് ഡൈമൻഷണൽ
 ശേണി","Three dimensional
 Array"
മൂന്ന് സ്റ്റേറ്റ് ബഫർ,Three state buffer
മൂന്ന് സംസ്ഥാന ഉത്പാദനം,Three state output
"മൂന്ന് വഴി
 ഹസ്താഭിവാദം","Three way
 Handshake"
പരിധി ഘടകം,Threshold element
ത്രെഷോൾഡ് ഗേറ്റ്,Threshold gate
തിയു സിസ്റ്റം,Thue system
കർശനമായി ചേർത്തു,Tightly coupled
സമയ സങ്കീർണ്ണത,Time complexity
സമയ കാലതാമസം സർക്യൂട്ട്,Time delay circuit
സമയ ഡിവിഷൻ,Time division
"സമയ ഡിവിഷൻ
 മാറുക","Time division
 Switch"
സമയ ഡൊമെയ്ൻ,Time domain
ടൈം ഫ്രെയിം,Time frame
സമയ നില,Time level
ദിവസത്തെ ക്ലോക്ക്,Time of day clock
ടൈം ഔട്ട്,Timeout
"സമയ പൾസ്
 വിതരണ","Time pulse
 Distribution"
സമയ ക്വാണ്ടൈസേഷൻ,Time quantization
ടൈമർ ക്ലോക്ക്,Timer clock
"സമയ രജിസ്റ്റർ
 (= ടൈമർ)","Time register
 (= Timer)"
സമയ പ്രതികരണം,Time response
സമയ സ്കെയിൽ,Time scale
സമയ പങ്കിടൽ,Time sharing
"സമയ പങ്കിടൽ
 ഏര്പ്പാട്","Time sharing
 System"
സമയ സ്ലിസിംഗ്,Time slicing
സമയ സാമ്പിൾ,Time sampling
സമയ രേഖാചിത്രം,Timing diagram
ടൈമിംഗ് സിഗ്നൽ,Timing signal
ടിപ്പ് നോഡ്,Tip node
വേഗത്തിൽ,Toggling speed
ടോക്കൺ റിംഗ്,Token ring
"ടോപ്പ് ഡൗൺ
 വികസനം","Top down
 Development"
മുകളിൽ നിന്ന് താഴേക്ക് പാഴ്സിംഗ്,Top down parsing
ആകെ പ്രവർത്തനം,Total function
"പൂർണ്ണമായും ഓർഡർ ചെയ്തു
 ഘടന","Totally ordered
 Structure"
ട്രെയ്സ് ഡീബഗ്ഗിംഗ്,Trace debugging
ട്രെയ്സ് പ്രോഗ്രാം,Trace program
ട്രെയ്സിംഗ് ദിനചര്യ,Tracing routine
പാത,Track
വ്യാപാര രഹസ്യം,Trade secret
ഗതാഗത നിയന്ത്രണം,Traffic control
നടപ്പാത തിരിച്ചുവരവ്,Trail divisor
ട്രെയിലർ ലേബൽ,Trailer label
ട്രെയിലർ റെക്കോർഡ്,Trailer record
ട്രെയിൻ പ്രിന്റർ,Train printer
ഇടപാട് ഫയൽ,Transaction file
"ഇടപാട്
 നടപടി","Transaction
 Processing"
"പകർച്ചവ്ബർ
 ഡാറ്റാഫ്ലോ","Transborder
 Dataflow"
ട്രാൻസ്ക്രിപ്റ്റ് ഡാറ്റ,Transcriptive data
പിരിവ്,Transducer
ട്രാൻസ്ഫർ സർക്യൂട്ട്,Transfer circuit
കൈമാറ്റം പ്രവർത്തനം,Transfer operation
കൈമാറ്റ നിരക്ക്,Transfer rate
സമയം കൈമാറുക,Transfer time
"വെക്റ്റർ കൈമാറുക
 സന്വദായം","Transfer vector
 Technique"
മാരന്റ,Transfinite
"പരിവർത്തനക്ഷാകമാനം
 ദാതാപസ്","Transformational
 Semantics"
"രൂപാന്തരം
 മോണോയിൾ","Transformation
 Monoid"
"രൂപാന്തരം
 സെമിഗ്രൂപ്പ്","Transformation
 Semigroup"
ഡൊമെയ്ൻ പരിവർത്തനം ചെയ്യുക,Transform domain
ക്ഷണികമായ ഏരിയ,Transient area
ക്ഷണിക പിശക്,Transient error
ക്ഷണിക പതിവ്,Transient routine
"ട്രാൻസിസ്റ്റോർ-
 ട്രാൻസിസ്സ്റ്റർ ലോജിക്","Transistor-
 Transistor logic"
സംക്രമണ കാർഡ്,Transition card
ട്രാൻസിറ്റീവ് അടയ്ക്കൽ,Transitive closure
വിവർത്തനം ദൈർഘ്യം,Translate duration
വിവർത്തനം,Translation
വിവർത്തന പട്ടിക,Translation table
വിവർത്തക പ്രോഗ്രാം,Translator program
വിവർത്തകൻ പതിവ്,Translator routine
"വിവർത്തക എഴുത്ത്
 ഏര്പ്പാട്","Translator writing
 System"
ലിപ്യന്തരണം,Transliteration
"ട്രാൻസ്മിഷൻ ബ്ലോക്ക്
 കഥാപാതം","Transmission block
 Character"
"പകർച്ച
 ചാനല്","Transmission
 Channel"
ട്രാൻസ്മിഷൻ കോഡ്,Transmission code
"പകർച്ച
 പ്രതീകം നിയന്ത്രിക്കുക","Transmission
 Control character"
"പകർച്ച
 വതിചലനം","Transmission
 Deviation"
"പകർച്ച
 മറുഫോണ്","Transmission
 Extension"
"പകർച്ച
 സൗകര്യം","Transmission
 Facility"
"പകർച്ച
 ഇന്റർഫേസ്","Transmission
 Interface"
"പകർച്ച
 തടസ്സം","Transmission
 Interruption"
ട്രാൻസ്മിഷൻ ലെവൽ,Transmission level
"ട്രാൻസ്മിഷൻ ലെവൽ
 ബിന്ദു","Transmission level
 Point"
ട്രാൻസ്മിഷൻ ലൈൻ,Transmission line
ട്രാൻസ്മിഷൻ ലിങ്ക്,Transmission link
പ്രക്ഷേപണ നഷ്ടം,Transmission loss
"പകർച്ച
 മധസ്ഥാനം","Transmission
 Medium"
"പകർച്ച
 വസ്തുനിഷ്ഠമായ","Transmission
 Objective"
ട്രാൻസ്മിഷൻ നിരക്ക്,Transmission rate
"പകർച്ച
 സേവനം","Transmission
 Service"
പ്രക്ഷേപണ വേഗത,Transmission speed
ട്രാൻസ്മിഷൻ സിസ്റ്റം കോഡ്,Transmission system code
"കൈമാറ്റം നിയന്ത്രണം
 ഉപരോധിക്കുക","Transmit control
 Block"
ഡാറ്റ സെറ്റ് പ്രക്ഷേപണം ചെയ്യുക,Transmit data set
"പ്രക്ഷേപണം ഒഴുക്ക്
 ഭരണം","Transmit flow
 Control"
ലംഘിയാക്കുക കാല്,Transmit leg
ട്രാൻസ്മിറ്റൽ മോഡ്,Transmittal mode
"പകരമായി
 വിവരം","Transmitted 
 Information"
സംരംഭ,Transmitter
"സംരംഭ
 പട്ടികയുണ്ടാക്കുക","Transmitter
 Register"
"ട്രാൻസ്മിറ്റർ ആരംഭിക്കുന്നു
 കോഡ്","Transmitter start
 Code"
ട്രാൻസ് മാൾട്ട് എക്സ്സ്റ്റർ,Transmultiplexer
"സുതാര്യത
 മാതിരി","Transparency
 Mode"
സുതാര്യമായ ഡാറ്റ,Transparent data
സുതാര്യമായ വിവരങ്ങൾ,Transparent information
"സുതാര്യമായ വാചകം
 മാതിരി","Transparent text
 Mode"
പകർച്ച,Transmission
കടലാസ്,Transponder
ഗതാഗതയോഗ്യമായ പ്രോഗ്രാം (= പോർട്ടബിൾ പ്രോഗ്രാം),Transportable program (= portable program)
ഗതാഗത യൂണിറ്റ്,Transport unit
തിരശ്ചീന പരിശോധന,Transverse check
"തിരശ്ചീന പാരിറ്റി
 ചെക്ക്","Transverse parity
 Check"
"തിരശ്ചീന
 ആവർത്തനം
 ചെക്ക്","Transverse
 Redundancy
 Check"
"തിരശ്ചീന
 സ്കാൻ ചെയ്യുന്നു","Transverse
 Scanning"
കെണി,Trap
കെണി വാതിൽ,Trap door
ട്രപക്സിയം റൂൾ,Trapezium rule
ടാപ്പിംഗ്,Trapping
ട്രാപ്പിംഗ് മോഡ്,Trapping mode
