Hindi,Gujarati
ताप प्रतिपूरण,ગરમીનું વળતર
"रवा, क्रिस्टल","રવા, સ્ફટિક"
ताप-वोल्टता परिवर्तक,હીટ-વોલ્ટેજ કન્વર્ટર
अस्थाई डेटा रजिस्टर,કામચલાઉ ડેટા રજિસ્ટર
टर्मिनल,ટર્મિનલ
टेस्ट लीड,પરીક્ષણ લીડ
परीक्षण संकेत,પરીક્ષણ સંકેત
चर्तुंसंयोगी परमाणु,ચતુર્થાંશ અણુ
तापीय अपवाह,થર્મલ વહેણ
तापीय पार्थक्य,થર્મલ આઇસોલેશન
"उष्मीय रव, तापीय रव","થર્મલ અવાજ, થર્મલ અવાજ"
उष्मीय आक्सीकरण,થર્મલ ઓક્સિડેશન
उष्मीय प्रतिरोध,થર્મલ પ્રતિકાર
उष्मीय पलायन,થર્મલ એસ્કેપ
उष्मीय विराम,ગરમી વિરામ
उष्मीय स्थायित्व,થર્મલ સ્થિરતા
तापायनिक उत्सर्जन,થર્મિઓનિક ઉત્સર્જન
तापी प्रतिरोधक,ગરમી પ્રતિકાર
तापयुग्म,થર્મોકોલ
ताप विद्‍युत प्रभाव,થર્મલ અસર
ताप नियंत्रक,ગરમી નિયંત્રક
थेवेनिन प्रमेय,થેવેનિન પ્રમેય
पतली झिल्ली,પાતળી પટલ
पतली झिल्ली संधारित्र,પાતળા પટલ કેપેસિટર
पतली झिल्ली प्रतिरोध,પાતળા પટલ પ્રતિકાર
थोरियम लेपित टंगस्टन कैथोड,થોરિયમ કોટેડ ટંગસ્ટન કેથોડ
घात नियम,સત્તા નિયમ
त्रिकला परिपथ,ટ્રિપલ સર્કિટ
त्रि-अवस्था रैम,ત્રિ-રાજ્ય રેમ
त्रि-अंतक नियामक,ટ્રાઇ-એન્ડ રેગ્યુલેટર
देहली संसूचक,સિલ ડિટેક્ટર
देहली वोल्टता,ઉંબરો વોલ્ટેજ
थायराट्रॉन ट्यूब,થાઇરાટ્રોન ટ્યુબ
"पुनर्निवेशी, अल्पक्षोभी","પુનઃરોકાણ, અલ્પજીવી"
टिकलर दोलित्र,ટિકલર ઓસિલેટર
दृढ़ युग्मन,ચુસ્ત જોડાણ
झुकाव,ઝુકાવ
काल आधारित परिपथ,સમય આધારિત સર્કિટ
समयाधार जनित्र,ટાઈમર જનરેટર
समयाधार वोल्टता,સમય આધાર વોલ્ટેજ
काल विलंब,કૉલ વિલંબ
काल-क्षेत्र परावर्तन मिति,સમય ઝોન પ્રતિબિંબિતતા
समय चिह्नक जनित्र,સમય માર્કર જનરેટર
कालभागी,કાલ ભાગી
टाइम विंडो,સમય વિન્ડો
समय विधा स्विचन,સમય મોડ સ્વિચિંગ
"काल नियंत्रक, समय नियंत्रक","સમય નિયંત્રક, સમય નિયંત્રક"
काल नियंत्रक मोटर,કૉલ કંટ્રોલર મોટર
काल समंजक आरेख,સમય સેટ ડાયાગ્રામ
काल समंजन जिटर,સમય ગોઠવણ જિટર
कालमापक चिह्नक जनित्र,ક્રોનોમીટર માર્કર જનરેટર
काल समायोजक नेटवर्क,કૉલ એડજસ્ટર નેટવર્ક
टी-नेटवर्क,ટી-નેટવર્ક
टॉगल स्विच,ટૉગલ સ્વીચ
टोकन बस नेटवर्क,ટોકન બસ નેટવર્ક
टोकन वयल नेटवर्क,ટોકન નેટવર્ક
स्वीकार्य परिवर्तन,સ્વીકાર્ય ફેરફાર
स्वरक प्रस्फोट जनित्र,વોકલ બ્લાસ્ટ જનરેટર
टोरॉइड,ટોરોઇડ
टोरस ऐंटेना,ટોરસ એન્ટેના
पूर्ण संनादी विरूपण,સંપૂર્ણ હાર્મોનિક વિકૃતિ
टोटेम ध्रुव,ટોટેમ ધ્રુવ
टोटेम-पोल ट्रांजिस्टर,ટોટેમ-પોલ ટ્રાન્ઝિસ્ટર
स्पर्श स्विच,ટચ સ્વીચ
स्पर्श स्वरक संकेतन,સ્પર્શેન્દ્રિય અવાજ
टी-पैड,ટી-પેડ
ट्रेबल,ત્રેવડી
"अनुरेख, अनुरेखण","ટ્રેસીંગ, ટ્રેસીંગ"
"ट्रैक गेंद, अनुवर्तन गेंद","ટ્રેક બોલ, ટ્રેક બોલ"
अनुवर्तन,અનુપાલન
अनुवर्तन एवं नियंत्रण परिपथ,ટ્રેકિંગ અને કંટ્રોલ સર્કિટ
"पश्‍चग कोर, अनुगामी कोर","પાછળનો ભાગ, પાછળનો ભાગ"
प्रशिक्षक,કોચ
अनुवर्तन,અનુપાલન
अन्योन्य प्रवेश्यता,પારસ્પરિકતા
अंतराचालकता,આંતરવાહકતા
ट्रान्सड्यूसर,ટ્રાન્સડ્યુસર
अंतरण अभिलक्षण,સ્થાનાંતરણ લાક્ષણિકતાઓ
अंतरण फलन,ટ્રાન્સફર કાર્ય
अंतरण लब्धि,નફો ટ્રાન્સફર કરો
रूपांतरण,રૂપાંતર
"ट्रांसफार्मर, परिणामित्र","ટ્રાન્સફોર્મર, ટ્રાન્સફોર્મર"
ट्रांसफार्मर युग्मित प्रवर्धक,ટ્રાન્સફોર્મર જોડી એમ્પ્લીફાયર
ट्रांसफार्मर युग्मन,ટ્રાન્સફોર્મર કપ્લીંગ
परिवर्तक दक्षता,ચલ કાર્યક્ષમતા
क्षणिक,ક્ષણિક
क्षणिक अतिलंघन,ક્ષણિક ઉલ્લંઘન
क्षणिक अनुक्रिया,ક્ષણિક પ્રતિભાવ
क्षणिक मंदक,ક્ષણિક રિટાર્ડર
ट्रांजिस्टर खंडक,ટ્રાન્ઝિસ્ટર બ્લોક
ट्रांजिस्टर धारा-लब्धि,ટ્રાન્ઝિસ્ટર વર્તમાન લાભ
ट्रांजिस्टर स्विच,ટ્રાન્ઝિસ્ટર સ્વીચ
ट्रांजिस्टर,ટ્રાન્ઝિસ્ટર
ट्रांजिस्टर रव,ટ્રાન્ઝિસ્ટર અવાજ
ट्रांजिस्टर नियामक,ટ્રાન્ઝિસ્ટર રેગ્યુલેટર
गमन काल,પ્રસ્થાન સમય
संक्रमण संधारित्र,સંક્રમણ કેપેસિટર
संक्रमण गुणक,સંક્રમણ પરિબળ
संक्रमण आवृत्‍ति,સંક્રમણ આવર્તન
संक्रमण क्षेत्र,સંક્રમણ ઝોન
स्थानांतरण बफर,ટ્રાન્સફર બફર
संचरण क्षय,ટ્રાન્સમિશન નુકશાન
पारगम्यता,અભેદ્યતા
"प्रेषी, प्रेषित्र","મોકલનાર, મોકલનાર"
आवृत्‍ति प्रेषित्र,આવર્તન ટ્રાન્સમીટર
पारदर्शी लैच,પારદર્શક કચડી
प्रेषानुकर,ટ્રાન્સપોન્ડર
परिवहन गुणक,પરિવહન ગુણક
पारदिष्‍टकारण,સ્પષ્ટ કારણ
पार प्रतिरोध,ક્રોસ પ્રતિકાર
अनुप्रस्थ विद्‍युत तरंग,ત્રાંસી તરંગ
ट्रांस्वीच,ટ્રાન્સવિચ
जाल,નેટ
समलंबीय तरंग,ટ્રેપેઝોઇડલ તરંગ
प्रगामी तरंग नली,પ્રગતિશીલ તરંગ ટ્યુબ
खाँच पृथक्करण,ગ્રુવ અલગ
ट्रायक,triac
त्रिभुजाकार वर्गाकार तरंग परिवर्तक,ત્રિકોણાકાર સ્ક્વેર વેવ કન્વર્ટર
त्रिभुजाकार-ज्याकार तरंग परिवर्तक,ત્રિકોણાકાર-સાઇન વેવ કન્વર્ટર
त्रिभुजाकार तरंग जनित्र,ત્રિકોણાકાર તરંગ જનરેટર
ट्रिगर,ટ્રિગર
ट्रिगर डायोड,ટ્રિગર ડાયોડ
ट्रिगर स्पंद,ટ્રિગર પલ્સ
ट्रिजिस्टर,ટ્રાન્ઝિસ્ટર
"सूक्ष्म समंजन, ट्रिम","સૂક્ષ્મ ગોઠવણો, ટ્રીમ"
सूक्ष्मसमंजक,માઇક્રો એડજસ્ટર
ट्रायोड,triode
विभंजन कुंडली,વિભાજિત જન્માક્ષર
त्रिक परिशुद्‍धि संख्या,ટ્રિપલ ચોકસાઇ નંબર
त्रि अवस्था बफर,ત્રણ તબક્કાનું બફર
त्रिअवस्था तर्क,ત્રિપુટી તર્ક
ट्रोकोट्रॉन,ટ્રોકોટ્રોન
क्षोभ प्रकीर्ण लिंक,ખલેલ વેરવિખેર કડી
क्षोम मंडल,ટ્રોપોસ્ફિયર
समस्या प्ररोही,મુશ્કેલીનિવારક
यथार्थ शक्‍ति परिवर्तक,વાસ્તવિક પાવર કન્વર્ટર
यथार्थ वर्ग-माध्य मूल वोल्टमापी,સાચું ચોરસ-મીન રૂટ વોલ્ટમીટર
सत्य तालिका,સત્ય ટેબલ
टी-अवस्था,ટી-રાજ્ય
टी.टी.एल.,ટીટીએલ
नलिकाकार संधारित्र,ટ્યુબ્યુલર કેપેસિટર
समस्वरित प्रवर्धक,ટ્યુન કરેલ એમ્પ્લીફાયર
समस्वरित संग्राही दोलित्र,ટ્યુન કલેક્ટર ઓસિલેટર
समस्वरित ड्रेन दोलित्र,ટ્યુન કરેલ ડ્રેઇન ઓસિલેટર
संस्वरण क्रोड,વોકલ કોર
समस्वरण नेटवर्क,ટ્યુનિંગ નેટવર્ક
संस्वरण स्थूण,વોકલ કોર્ડ
"टनल डायोड, सुंरग डायोड","ટનલ ડાયોડ, ટનલ ડાયોડ"
"टनलिंग प्रभाव, सुंरगन प्रभाव","ટનલીંગ ઇફેક્ટ, ટનલીંગ ઇફેક્ટ"
टर्बाइन प्रवाहमापी,ટર્બાઇન ફ્લોમીટર
परिवर्तन काल,સંક્રમણ સમયગાળો
पिधानन काल,રહેવાનો સમય
आरंभन काल,પ્રારંભ સમય
टर्नस्टाइल ऐंटेना ट्वीटर,ટર્નસ્ટાઇલ એન્ટેના ટ્વિટર
ट्वीटर,Twitter
यमल अग्रक,યમલ અગરક
ट्वीन-टी नॉच फिल्टर,ટ્વીન-ટી નોચ ફિલ્ટર
यमल टी दोलित्र,yaml ચા ઓસિલેટર
व्यावर्तित युग्म,ટ્વિસ્ટેડ જોડી
व्यावर्तित वलय गणक,ટ્વિસ્ટેડ રિંગ કાઉન્ટર
व्यावर्तित-नेमेटिक तरल,ટ્વિસ્ટેડ-નેમેટિક પ્રવાહી
द्‍वी-प्रद्‍वार नेटवर्क,દ્વિ-માર્ગી નેટવર્ક
ट्विस्ट्रोन,ટ્વિસ્ટ્રોન
"यू-आर्ट, यू-सार्ट","યુ-આર્ટ, યુ-સર્ટ"
पराश्रव्य दोष संसूचक,અલ્ટ્રાસોનિક ફોલ્ટ ડિટેક્ટર
पराश्रव्य आवृत्‍ति,અલ્ટ્રાસોનિક આવર્તન
पराबैंगनी प्रकाशा स्रोत/दीप,અલ્ટ્રાવાયોલેટ લાઇટ સોર્સ/લેમ્પ
पराबैंगनी विकिरण,યુવી કિરણોત્સર્ગ
यूमेटिक,યુમેટિક
असंतुलित लोड (उद्‍भार),અસંતુલિત ભાર (બલ્જ)
अबंधित विकृति गेज/प्रमापी,અવિરત તાણ ગેજ
शर्त-रहित उछाल,બિનશરતી ઉછાળો
अनवमंदित दोलन,અનડેમ્પ્ડ ઓસિલેશન
अंतःयुग्मन,સંવર્ધન
अधःअवमंदित,વશ
न्यूनअवमंदित दोलन,નીચા ભીના ઓસિલેશન
अन्तर्जलीय कैमरा,પાણીની અંદર કેમેરા
अन्तर भौम नेटवर्क,આંતર જમીન નેટવર્ક
अवस्वरक,પ્રત્યાવર્તન
अंतर्जलीय माइक्रोफोन (ध्वनि ग्राहक),પાણીની અંદર માઇક્રોફોન (વોઇસ ક્લાયન્ટ)
एकदेशीय अभिग्रहण,એકપક્ષીય સંપાદન
एकदेशीय ऐंटेना,સિંગલ એન્ટેના
एकदेशीय पंजी,ઘરેલું રજિસ્ટર
एक संधि ट्रांजिस्टर,જંકશન ટ્રાન્ઝિસ્ટર
एकपार्श्‍वीकरण,એકપક્ષીયકરણ
एकध्रुवीय युक्‍ति,એકધ્રુવીય ઉપકરણ
एकल चयक,એકલ જોડાણ
एकल चयनक (दूरभाष),સિંગલ સિલેક્ટર (ટેલ)
इकाई प्रणोद/आवेग,એકમ થ્રસ્ટ/ઇમ્પલ્સ
सूचना इकाई,માહિતી એકમ
इकाई सोपान,એકમ પગલું
एकल कंपित्र,સિંગલ વાઇબ્રેટર
इकाई लब्धि प्रवर्धक,એકમ ગેઇન એમ્પ્લીફાયર
इकाई लब्धि बैंड विस्तार,યુનિટ ગેઇન બેન્ડ વિસ્તરણ
इकाई शक्‍ति गुणक,એકમ પાવર પરિબળ
सार्व फिल्टर,સાર્વત્રિક ફિલ્ટર
सर्वात्रिक गेट,સાર્વત્રિક દરવાજો
उभयाधार मोटर,ઉભયજીવી મોટર
"सार्वत्रिक शंट, पार्श्‍व-पथ","સાર્વત્રિક શંટ, બાજુનો માર્ગ"
सार्वत्रिक दूरगामी (ट्रंक) परिपथ,સાર્વત્રિક ટ્રંક સર્કિટ
सर्वात्रिक कुंडलन,સાર્વત્રિક કોઇલિંગ
अनियमित शक्‍ति प्रदायी,અનિયમિત વીજ પુરવઠો
आवरण रहित केबल,અનશિલ્ડ કેબલ
कवच-रहित तार,અનશિલ્ડ વાયર
असमस्वरित ट्रांसफॉर्मर,અનટ્વિસ્ટેડ ટ્રાન્સફોર્મર
उर्ध्व परिवर्तक,વર્ટિકલ કન્વર્ટર
अपडाउन गणित्र,અપડાઉન કેલ્ક્યુલેટર
"अपलिंक, उपरिबंध","અપલિંક, અપલિંક"
उपरि अंतक आवृत्‍ति,ઓવરહેડ આવર્તન
उच्च पार्श्‍व आवृत्‍ति,ઉચ્ચ પ્લેબેક આવર્તન
उपरि ट्रिप (विभंजन) बिंदु,ઓવરહેડ ટ્રીપ પોઈન્ટ
उपयोजन गुणक,એપ્લિકેશન પરિબળ
वी-चैनल स्विचन,વી-ચેનલ સ્વિચિંગ
वी-मॉडुलक,વી-મોડ્યુલેટર
वी-एफ (वोल्टता/आवृत्‍ति परिवर्तक),V-F (વોલ્ટેજ/ફ્રિકવન્સી કન્વર્ટર)
निर्वात उष्मीय संधि,વેક્યુમ હીટ જંકશન
निर्वात परिबद्‍ध स्थिर वैद्‍युत वोल्टमापी,વેક્યુમ બાઉન્ડ ઇલેક્ટ્રોસ્ટેટિક વોલ્ટમીટર
निर्वात प्रमापी,વેક્યુમ ગેજ
निर्वात नली,વેક્યૂમ નળી
निर्वात नली प्रसर्प-परिपथ,વેક્યુમ ટ્યુબ સર્કિટ
निर्वात ट्यूब वोल्टमापी (वी.टी.वी.एम.),વેક્યુમ ટ્યુબ વોલ્ટમીટર (VTVM)
संयोजकता बैंड,વેલેન્સ બેન્ડ
संयोजी इलेक्ट्रॉन,વેલેન્સ ઇલેક્ટ્રોન
उपत्यका-बिंदु,ડ્રોપ-ઓફ પોઈન્ટ
वाल्व-दिष्‍टकारी,વાલ્વ સુધારક
वाष्प प्रावस्था विस्नेहक/विग्राजक,વરાળ તબક્કા દ્રાવક
वैरेक्टर डायोड,વેક્ટર ડાયોડ
वैरेक्टर डायोड मॉडुलक,વેક્ટર ડાયોડ મોડ્યુલેટર
वैरेक्टर समस्वरित्र,પાત્ર ટ્યુનર
परिवर्ती संधारित्र,ચલ કેપેસિટર
परिवर्ती प्रेरक,ચલ પ્રેરક
परिवर्ती मापांक विभाजक,ચલ મોડ્યુલસ વિભાજક
परिवर्ती पश्‍चदीप्‍ति,ચલ બેકલાઇટ
परिवर्ती प्रतिघात,ચલ પ્રતિક્રિયા
परिवर्ती प्रतिरोध,ચલ પ્રતિકાર
"परिवर्ती परिणामित्र, परिवर्ती ट्रांसफार्मर","વેરિયેબલ ટ્રાન્સફોર્મર, વેરિયેબલ ટ્રાન્સફોર્મર"
वेरियक,variac
वैरीकैप,વેરીકેપ
वैरिस्टर/चररोधक,varistor
वारले पाश परीक्षण,વોરલી લૂપ ટેસ્ટ
वैरमीटर (प्रतिघात शक्‍तिमापी),વેરોમીટર (પ્રતિક્રિયા પોટેંશિયોમીટર)
वैक्स,મીણ
VBE गुणक,VBE ગુણક
वी.सी.पी. (वीडियो कैसेट प्लेयर),વીસીપી (વિડિયો કેસેટ પ્લેયર)
वी.सी.आर. (वीडियो कैसेट रिकॉर्डर),વીસીઆર (વિડિયો કેસેટ રેકોર્ડર)
वी-विमॉडुलक,v-મોડ્યુલેટર
सदिश,વેક્ટર
सदिश प्रदर्श,વેક્ટર ડિસ્પ્લે
सदिश आलेखिकी,વેક્ટર ગ્રાફિક્સ
सदिश प्रतिबाधामापी,વેક્ટર અવબાધ મીટર
सदिश अनुदेश,વેક્ટર સૂચના
सदिश नेटवर्क विश्‍लेषक,વેક્ટર નેટવર્ક વિશ્લેષક
सदिश दर्शी,વેક્ટર દર્શક
सदिशित अंतरायन,વેક્ટર વિક્ષેપ
विक्रय मशीन,વેચાણ કરનાર મશીન
संवातन,વેન્ટિલેશન
वर्नियर गणित्र,વેર્નિયર કેલ્ક્યુલેટર
वर्नियर अंतर्वेशन,વર્નિયર ઇન્ટરપોલેશન
वर्नियर विभवमापी,વેર્નિયર પોટેંશિયોમીટર
उदग्र ऐंटेना,વર્ટિકલ એન્ટેના
ऊर्ध्वाधर लोपन,ઊભી અવગણના
उदग्र रंगीन पट्टी,તેજસ્વી રંગીન પટ્ટી
ऊर्ध्वाधर आवृत्‍ति,ઊભી આવર્તન
उदग्र लब्धि,આત્યંતિક લાભ
ऊर्ध्वाधर नियंत्रक,વર્ટિકલ કંટ્રોલર
क्षितिज नियंत्रक,ક્ષિતિજ નિયંત્રક
क्षैतिज अनुरेख,આડી ટ્રેસ
उदग्र अंतराल,વર્ટિકલ ગેપ
अदग्र अंतराल-निर्देश,આગળ અંતરાલ સૂચના
उदग्र अंतराल परीक्षण संकेत,વર્ટિકલ અંતરાલ પરીક્ષણ સંકેત
उदग्र ध्रुवण,વર્ટિકલ ધ્રુવીકરણ
उदग्र प्रोग्रामन,વર્ટિકલ પ્રોગ્રામિંગ
उदग्र प्रोग्रामन,વર્ટિકલ પ્રોગ્રામિંગ
उदग्र विभेदन,વર્ટિકલ રીઝોલ્યુશન
ऊर्ध्वाधर पुनःअनुरेख,વર્ટિકલ ટ્રેસ
उदग्र चित्र बेल्लन,વર્ટિકલ ચિત્ર સિલિન્ડર
उदग्र क्रमवीक्षण,ઝડપી સ્કેનિંગ
उदग्र तुल्यकालन,વર્ટિકલ સિંક્રનાઇઝેશન
उदग्र अनुरेख,વર્ટિકલ ટ્રેસ
ऊर्ध्वाधर ट्रांजिस्टर,વર્ટિકલ ટ્રાન્ઝિસ્ટર
क्षैतिज क्रमवीक्षण,આડું સ્કેનિંગ
अति उच्च घनत्व फॉर्मेट,અતિ ઉચ્ચ ઘનતા ફોર્મેટ
अति उच्च घनत्व निकाय,ખૂબ જ ઉચ્ચ ઘનતા શરીર
अति उच्च आवृत्‍ति (वी.एच.एफ.),ખૂબ જ ઉચ્ચ આવર્તન (VHF)
अति उच्च गति एकीकृत परिपथ (वी.एच.एस.आई.सी.),અલ્ટ્રા હાઇ સ્પીડ ઇન્ટિગ્રેટેડ સર્કિટ (VHSIC)
अतिवृहत् एकीकरण (वी.एल.एस.आई.),લાર્જ ઇન્ટિગ્રેશન (VLSI)
अति निम्न आवृत्‍ति (वी.एल.एफ.),ખૂબ ઓછી આવર્તન (VLF)
अति निम्न आवृत्‍ति संचरण,ખૂબ ઓછી આવર્તન ટ્રાન્સમિશન
अवशिष्‍ट पार्श्‍व बैंड,શેષ બાજુ બેન્ડ
वी.एच.डी.एल.,વીએચડીએલ
समस्वरक वी.एच.एफ.,હાર્મની VHF
कंपन गैलवेनोमीटर (वी.एच.एस.),વાઇબ્રેશન ગેલ્વેનોમીટર (VHS)
कंपित गैलवैनोमीटर,અટકેલું ગેલ્વેનોમીટર
वीडियो ए.डी.सी.,વિડિયો એડીસી
"विडियो प्रवर्धक, दृश्य प्रवर्धक","વિડિયો એમ્પ્લીફાયર, વિઝ્યુઅલ એમ્પ્લીફાયર"
वीडियो गुण,વિડિઓ ગુણવત્તા
वीडियो पूर्तिकर,વિડિઓ સપ્લાયર
वीडियो बैंड-चौड़ाई,વિડિઓ બેન્ડ-પહોળાઈ
"विडियो कैसेट, दृश्य कैसेट","વિડિયો કેસેટ, વિઝ્યુઅલ કેસેટ"
विडियो कैसेट अभिलेखित्र/रिकार्डर,વિડિયો કેસેટ રેકોર્ડર
वीडियो नियंत्रक,વિડિઓ નિયંત્રક
वीडियो आँकड़ा टर्मिनल,વિડિઓ ડેટા ટર્મિનલ
वीडियो संसूचक,વિડિઓ ડિટેક્ટર
वीडियो डिस्क (चकती)/चक्रिका,વિડિઓ ડિસ્ક
वीडियो डिस्क निकाय/तंत्र,વિડિઓ ડિસ્ક સિસ્ટમ
वीडियो प्रदर्श,વિડિઓ પ્રદર્શન
वीडियो प्रदर्श इकाई (वी.डी.यू.),વિડિયો ડિસ્પ્લે યુનિટ (VDU)
विडीओ इलेक्ट्रॉनिक मानक संघ (वेसा),વિડિયો ઈલેક્ટ્રોનિક સ્ટાન્ડર્ડ એસોસિએશન (VESA)
वीडियो आवृत्‍ति,વિડિઓ આવર્તન
वीडियो गेम,વીડિયો ગેમ
वीडियो आलोखिकी अनुकूलक (वी.जी.ए.),વિડિઓ ગ્રાફિક ઑપ્ટિમાઇઝર (VGA)
वीडियो अन्योन्य क्रिया निकाय,વિડિઓ ક્રિયાપ્રતિક્રિયા એન્ટિટી
वीडियो स्मृति,વિડિઓ મેમરી
वीडियो-पेज,વિડિઓ પૃષ્ઠ
वीडियो फोन,વિડિઓ ફોન
वीडियो पूर्व-प्रवर्धक,વિડિઓ પ્રીમ્પ્લિફાયર
वीडियो रैम,વિડિઓ રેમ
वी.रैम,v.ram
वीडियो टेप,વિડિઓ ટેપ
वीडियो टेप अभिलेखन,વિડિઓ ટેપ રેકોર્ડિંગ
वीडियो टेप अभिलेखित,વિડિયો ટેપ રેકોર્ડ કરી
वीडियो टर्मिनल,વિડિઓ ટર્મિનલ
वीडियो परीक्षण संकेत,વિડિઓ પરીક્ષણ સંકેત
वीडियो पाठ्यांश,વિડિઓ ટેક્સ્ટ
वीडियो पाठयांश आँकड़ा टर्मिनल,વિડિઓ ટેક્સ્ટ ડેટા ટર્મિનલ
वीडियो अनुपथ,વિડિઓ પાથ
वीडिकॉन ट्यूब,વિડિયોકોન ટ્યુબ
दृश्य आँकड़ा,દ્રશ્ય માહિતી
दृश्यदर्शी,વ્યુફાઈન્ડર
अवलोकन दूरी,અવલોકન અંતર
वेरीलौग,વેરીલોગ
आभासी चैनेल,વર્ચ્યુઅલ ચેનલ
आभासी भूसंपर्कित,વર્ચ્યુઅલ ગ્રાઉન્ડેડ
आभासी ऊँचाई,વર્ચ્યુઅલ ઊંચાઈ
आभासी स्मृति,વર્ચ્યુઅલ મેમરી
आभासी स्मृति तंत्र,વર્ચ્યુઅલ મેમરી સિસ્ટમ
दृश्य प्रकाश स्पेक्ट्रम/वर्णपट्ट,દૃશ્યમાન પ્રકાશ સ્પેક્ટ્રમ
दृश्य शीर्षक,દ્રશ્ય શીર્ષક
वी.एम.ई.,VME
वी-मॉस,v-મોસ
वी-मॉसफेट,વી-મોસ્ફેટ
स्वर संदेश,અવાજ સંદેશ
स्वर संचालित स्विच,ટોન સંચાલિત સ્વીચ
स्वर संश्‍लेषक,વૉઇસ સિન્થેસાઇઝર
"वाष्पशील, लोपशील","અસ્થિર, અસ્થિર"
लोपशील स्मृति,યાદશક્તિ ખૂટે છે
वोल्ट,વિદ્યુત્સ્થીતિમાન
वोल्टता उभयप्रतिरोधी/बफर,વોલ્ટેજ એમ્પ્લીફાયર / બફર
वोल्टता तुलनित्र,વોલ્ટેજ તુલનાત્મક
वोल्टता नियंत्रक दोलित्र (वी.सी.ओ.),વોલ્ટેજ કંટ્રોલર ઓસિલેટર (VCO)
वोल्टता नियंत्रित धारा स्रोत (वी.सी.सी.एस.),વોલ્ટેજ નિયંત્રિત વર્તમાન સ્ત્રોત (VCCS)
वोल्टता नियंत्रित धारा स्रोत (वी.सी.सी.एस),વોલ્ટેજ નિયંત્રિત વર્તમાન સ્ત્રોત (VCCS)
वोल्टता नियंत्रित युक्‍ति,વોલ્ટેજ નિયંત્રણ ઉપકરણ
वोल्टता नियंत्रित प्रतिरोध,વોલ્ટેજ નિયંત્રિત પ્રતિકાર
वोल्टता नियंत्रित वोल्टता स्रोत (वी.सी.वी.एस.),વોલ્ટેજ નિયંત્રિત વોલ્ટેજ સ્ત્રોત (VCVS)
वोल्टता विभाजन,વોલ્ટેજ વિભાજન
वोल्टता द्‍विगुणक,વોલ્ટેજ ડબલ
वोल्टता द्‍विगुणक,વોલ્ટેજ ડબલ
वोल्टता पुनर्निवेश,વોલ્ટેજ રીસેટ
वोल्टता अनुगामी,વોલ્ટેજ પાછળ
वोल्टता प्रतीपक,વોલ્ટેજ પ્રતીક
वोल्टता आवर्धन गुणक,વોલ્ટેજ મેગ્નિફિકેશન ગુણક
वोल्टता गुणक परिपथ,વોલ્ટેજ ગુણક સર્કિટ
वोल्टता चुतःगुणक,વોલ્ટેજ ચતુર્થાંશ
वोल्टता अनुमतांक,વોલ્ટેજ રેટિંગ
वोल्टता निर्देश,વોલ્ટેજ સૂચના
वोल्टता नियमन,વોલ્ટેજ નિયમન
वोल्टता स्रोत,વોલ્ટેજ સ્ત્રોત
वोल्टता स्पाइक/शूक,વોલ્ટેજ સ્પાઇક/શૂક
वोल्टता स्थिरक,વોલ્ટેજ સ્ટેબિલાઇઝર
वोल्टता अप्रगामी तरंग,વોલ્ટેજ પ્રોગ્રેસીંગ વેવ
वोल्टता अप्रगामी तरंग अनुपात (वी.एस.डब्ल्यू. आर.),વોલ્ટેજ પ્રોગ્રેસીંગ વેવ રેશિયો (VSWR)
वोल्टता व्यवकलक,વોલ્ટેજ એડજસ્ટર
वोल्टता-धारा परिवर्तक,વોલ્ટેજ-કરન્ટ કન્વર્ટર
वोल्टता-आवृत्‍ति परिवर्तक,વોલ્ટેજ-ફ્રિકવન્સી કન્વર્ટર
वोल्टता अंतरण फलन,વોલ્ટેજ ટ્રાન્સફર કાર્ય
वोल्टता अंतरण अनुपात,વોલ્ટેજ ટ્રાન્સફર રેશિયો
वोल्टता परिणामित्र/ट्रांसफॉर्मर,વોલ્ટેજ ટ્રાન્સફોર્મર/ટ્રાન્સફોર્મર
वोल्टता त्रिगुणक,વોલ્ટેજ ટ્રિપલર
अंकीय वीडियो चकती/चक्रिका,ડિજિટલ વિડિયો ડિસ્ક
ताप-तुल्य वोल्ट,ગરમી સમકક્ષ વોલ્ટ
"प्रबलता नियंत्रक, ध्वनि नियंत्रक","લાઉડનેસ કંટ્રોલર, ધ્વનિ નિયંત્રક"
वी.ओ.एस.,VOS
वी.आर.ट्यूब,વીઆર ટ્યુબ
वी.एस.डब्ल्यू.आर. मापी,VSWR માપેલ
"पटलिका, बेफर","તકતી, બિનફળદ્રુપ"
प्रतीक्षा अवस्था,રાહ જોવાની સ્થિતિ
भित्‍ति पट्टिका,દિવાલ તકતી
वॉट,વોટ
वाट घंटा/वाट अवर,વોટ કલાક / વોટ કલાક
"वॉटमापी, वाटमीटर","વોટમીટર, વોટમીટર"
वाटता अनुमतांक,વોટેજ રેટિંગ
तरंग विश्‍लेषित्र,તરંગ વિશ્લેષક
तरंग रूप,તરંગ સ્વરૂપ
तरंग रूप विकृति/विरूपण,વેવફોર્મ વિકૃતિ
तरंग-रूप जनित्र,વેવફોર્મ જનરેટર
तरंग रूप संश्‍लेषण,વેવફોર્મ સંશ્લેષણ
तरंगाग्र,મોજું આગળ
तरंग पथक,તરંગનો માર્ગ
तरंग-पथक समापन,વેવ પાથ સમાપ્તિ
तरंग प्रतिबाधा,તરંગ અવબાધ
तरंग दैर्ध्य,તરંગલંબાઇ
