Punjabi,Bengali
ਹਵਾਲਾ ਬਾਰੰਬਾਰਤਾ,রেফারেন্স ফ্রিকোয়েন্সি
ਹਵਾਲਾ ਮੁੱਲ,সটোিস
ਪਰਤ ਨੂੰ ਦਰਸਾਉਂਦੀ ਹੈ,স্তর প্রতিফলিত
ਮਾਧਿਅਮ ਨੂੰ ਦਰਸਾਉਂਦੇ ਹੋਏ,প্রতিফলন মাধ্যম
ਸਤਹ ਪ੍ਰਤੀਬਿੰਬਤ,পৃষ্ঠ প্রতিফলিত
ਪ੍ਰਤੀਬਿੰਬ,প্রতিচ্ছবি
ਰਿਫਲੈਕਟਰ,প্রতিফলক
ਐਂਟੀਨਾ ਦਾ ਰਿਫਲੈਕਟਰ,অ্যান্টেনার জন্য প্রতিফলক
ਰਿਫੈਕਸ਼ਨ,প্রতিসরণ
ਸੁਧਾਰਕ ਸੂਚਕਾਂਕ,প্রতিসরাঙ্ক
ਫਰਿੱਜ,রেফ্রিজারেশন
ਪੁਨਰਜਨਮ,পুনর্জন্ম
ਰਜਿਸਟਰ,নিবন্ধন
ਵਾਲਵ ਨੂੰ ਨਿਯਮਤ ਕਰੋ,ভালভ নিয়ন্ত্রণ
ਨਿਯਮ,নিয়ন্ত্রণ
ਰੈਗੂਲੇਟਰ,নিয়ামক
ਰੈਗੂਲੇਟਰੀ,নিয়ন্ত্রক
ਮਜਬੂਤ,শক্তিবৃদ্ধি
ਰਿਸ਼ਤੇਦਾਰੀ,সম্পর্কিত
ਰਿਸ਼ਤੇਦਾਰ ਪਰਮਜਿਟੀ,সম্পর্কিত সম্ভাব্যতা
ਰਿਲੇਅ,রিলে
ਰੀਲੇਅ ਸੈਂਟਰ,রিলে সেন্টার
ਰੀਲੇਅ ਗੱਡੀ,রিলে নিঃশব্দ
ਰੀਲੇਅ ਟ੍ਰਾਂਸਮੀਟਰ,রিলে ট্রান্সমিটার
ਜਾਰੀ ਕਰੋ,মুক্তি
ਕੋਈ ਵੋਲਟ ਜਾਰੀ ਕਰੋ,কোন ভোল্ট প্রকাশ করুন
ਭਰੋਸੇਯੋਗਤਾ,নির্ভরযোগ্যতা
ਭਰੋਸੇਯੋਗ,নির্ভরযোগ্য
ਰਿਮੋਟ,দূরবর্তী
ਰਿਮੋਟ ਕੰਟਰੋਲ,দূরবর্তী নিয়ন্ত্রণ
ਰਿਮੋਟ ਕੰਟਰੋਲ ਅਤੇ ਨੇਵੀਗੇਸ਼ਨ ਸਿਸਟਮ,রিমোট কন্ট্রোল এবং নেভিগেশন সিস্টেম
ਰਿਮੋਟ ਕੰਟਰੋਲ ਯੂਨਿਟ,রিমোট কন্ট্রোল ইউনিট
ਰਿਮੋਟ ਸਿਸਟਮ,দূরবর্তী সিস্টেম
ਰਿਮੋਟਲੀ ਨਿਯੰਤਰਿਤ ਉਪਕਰਣ,দূরবর্তীভাবে নিয়ন্ত্রিত সরঞ্জাম
ਦੁਹਰਾਓ ਕੋਇਲ,পুনরাবৃত্তি কয়েল
ਰੀਪੀਟਰ,রিপিটার
ਤਬਦੀਲੀ,প্রতিস্থাপন
ਦੁਬਾਰਾ ਭਰਨਾ,পুনরায় পরিশোধ
ਦੁਬਾਰਾ ਪੈਦਾ ਕਰੋ,পুনরুত্পাদন
ਪ੍ਰਜਨਨ,প্রজনন
ਦੁਬਾਰਾ ਰਿਕਾਰਡਿੰਗ,পুনরায় রেকর্ডিং
ਖੋਜ ਅਤੇ ਵਿਕਾਸ,গবেষণা ও উন্নয়ন
ਰੀਸੈੱਟ,রিসেট
ਬਚੀ ਤਬਦੀਲੀ,অবশিষ্টাংশের পুনরুত্থান
ਬਾਕੀ ਦੇ,অবশিষ্টাংশ
ਵਿਰੋਧ,প্রতিরোধ
ਵਿਰੋਧ ਲੋਡ,প্রতিরোধের লোড
ਰੋਧਕ,প্রতিরোধক
ਰੈਜ਼ੋਲੂਸ਼ਨ,রেজোলিউশন
ਗੂੰਜ,অনুরণন
ਗੂੰਜ ਦੀ ਬਾਰੰਬਾਰਤਾ,অনুরণন ফ্রিকোয়েন্সি
ਗੂੰਜਕ,অনুরণন
ਗੂੰਜਕ ਲਾਈਨ,অনুরণন লাইন
ਗੂੰਜਦਾਤਾ,রেজোনেটর
ਸਰੋਤ,সংস্থান
ਸਰੋਤ ਸਾਂਝੀ ਕਰਨਾ,রিসোর্স শেয়ারিং
ਜਵਾਬ ਦੇਣ ਦੀ ਮਿਆਦ,প্রতিক্রিয়া সময়
ਜਵਾਬ,প্রতিক্রিয়া
ਬਹਾਲੀ,পুন: প্রতিষ্ঠা
ਨਤੀਜਾ,ফলাফল
ਧਾਰਨ,ধরে রাখা
ਮੁੜ ਪ੍ਰਾਪਤ,Retransmission
ਪ੍ਰਾਪਤੀ,পুনরুদ্ধার
ਪ੍ਰਾਪਤੀ ਇੰਜਣ,পুনরুদ্ধার ইঞ্জিন
ਦੁਬਾਰਾ ਕੋਸ਼ਿਸ਼ ਕਰੋ,পুনরায় চেষ্টা করা
ਵਾਪਸੀ,প্রত্যাবর্তন
ਵਾਪਸੀ ਮਾਰਗ,ফিরে পথ
ਰੀਵਰਬਰੇਸ਼ਨ,পুনর্বিবেচনা
ਪੁਨਰ ਜਨਮ ਦਾ ਸਮਾਂ,পুনর্বিবেচনার সময়
ਉਲਟਾ ਪੱਖਪਾਤੀ ਡਾਇਡ,বিপরীত পক্ষপাতদুষ্ট ডায়োড
ਉਲਟਾ ਮੌਜੂਦਾ,বিপরীতমুখী বিদ্যুৎ
ਘੁੰਮਣਾ,ঘূর্ণায়মান
ਰੀਵਾਇੰਡ,রিওয়াইন্ড
ਰੀਵਾਇਰੀਅਲ ਫਿ .ਜ਼,পুনঃনির্মাণ ফিউজ
ਰੀਵਾਇਰਿੰਗ,পুনর্নির্মাণ
ਮੁੜ ਲਿਖਤ,পুনর্লিখনযোগ্য
ਆਰਐਫ ਡਰਾਈਵ,আরএফ ড্রাইভ
ਆਰਐਫ ਫੀਡਰ,আরএফ ফিডার
ਆਰਐਫ ਦੇ ਖਤਰੇ,আরএফ বিপত্তি
ਆਰਐਫ ਪ੍ਰੋਟੈਕਸ਼ਨ ਅਨੁਪਾਤ,আরএফ সুরক্ষা অনুপাত
Rhostat,রিওস্ট্যাট
ਰਿਬਨ,ফিতা
ਰਿਵੇਟ,রিভেট
ਰਿਵੇਟਿਡ ਜੋੜ,Rivetted যৌথ
ਕਠੋਰ,Rivetting
Rn ਚੈਨਲ,আরএন চ্যানেল
ਰੋਬੋਟ,রোবট
ਰੋਬੋਟਿਕਸ,যন্ত্রমানব নির্মাণ বিদ্যা
ਅੰਦਰ ਰੋਲ,রোল ইন
ਵੇਲਨਾ,রোল আউট
ਰੂਟ,মূল
ਰੋਟਰੀ,রোটারি
ਰੋਟੇਸ਼ਨ,ঘূর্ণন
ਰਸਤਾ,রুট
ਰਾ ter ਟਰ,রাউটার
ਰੁਟੀਨ ਸੰਚਾਲਨ,রুটিন অপারেশন
ਰੂਟਿੰਗ,রাউটিং
ਸਮਾਂ ਚਲਾਓ,সময় চালান
ਸੁਰੱਖਿਆ ਵਿਵਸਥਾ,সুরক্ষা ব্যবস্থা
ਸੁਰੱਖਿਆ ਇੰਟਰਲਾਕ,সুরক্ষা ইন্টারলক
Sag,সাগ
ਪ੍ਰਮੁੱਖ ਵਿਸ਼ੇਸ਼ਤਾਵਾਂ,প্রধান বৈশিষ্ট্য
ਨਮੂਨਾ,নমুনা
ਨਮੂਨਾ ਅਤੇ ਸਰਕਟ ਰੱਖੋ,নমুনা এবং হোল্ড সার্কিট
ਨਮੂਨਾ ਦਾ ਆਕਾਰ,সাধারন মাপ
ਨਮੂਨਾ ਵਾਲਾ ਡਾਟਾ,নমুনাযুক্ত ডেটা
ਨਮੂਨਾ,নমুনা
ਨਮੂਨਾ ਦੀ ਦਰ,নমুনা রেট
ਨਮੂਨਾਦਾਰ ਸੰਤ੍ਰਿਪਤ,স্যাম্পলিং স্যাচুরেশন
ਸੈਮਪਲਿੰਗ ਥਿ .ਰੀ / ਥਿ .ਮ,নমুনা তত্ত্ব/উপপাদ্য
ਸੈਟੇਲਾਈਟ,স্যাটেলাইট
ਸੈਟੇਲਾਈਟ ਸੰਚਾਰ,স্যাটেলাইট যোগাযোগ
ਸੈਟੇਲਾਈਟ ਕਵਰੇਜ,স্যাটেলাইট কভারেজ
ਸੈਟੇਲਾਈਟ ਡਿਜੀਟਲ ਲਿੰਕ,স্যাটেলাইট ডিজিটাল লিঙ্ক
ਸੈਟੇਲਾਈਟ ਦਖਲ,স্যাটেলাইট হস্তক্ষেপ
ਸੈਟੇਲਾਈਟ ਰੇਡੀਓ,স্যাটেলাইট রেডিও
ਸੈਟੇਲਾਈਟ ਰੇਡੀਓ ਸੰਚਾਰ,স্যাটেলাইট রেডিও ট্রান্সমিশন
ਸੈਟੇਲਾਈਟ ਸੰਚਾਰ,স্যাটেলাইট সংক্রমণ
ਸੰਤ੍ਰਿਪਤ ਹਵਾ,স্যাচুরেটেড এয়ার
ਮੌਜੂਦਾ ਸੰਤ੍ਰਿਪਤ,স্যাচুরেটিং কারেন্ট
ਸੰਤ੍ਰਿਪਤਾ,স্যাচুরেশন
ਦੰਦ ਦੀ ਲਹਿਰ ਵੇਖੀ,দাঁত তরঙ্গ দেখেছি
ਸਕੇਲੇਬਿਲਟੀ,স্কেলাবিলিটি
ਸਕੇਲ,স্কেল
ਸਕੇਲ ਫੈਕਟਰ,স্কেল ফ্যাক্টর
ਸਕੇਲਿੰਗ,স্কেলিং
ਸਕੈਨ ਕੀਤਾ ਬੀਮ,স্ক্যান মরীচি
ਸਕੈਨਰ,স্ক্যানার
ਸਕੈਨਿੰਗ ਬਾਰੰਬਾਰਤਾ,স্ক্যানিং ফ্রিকোয়েন্সি
ਸਕੈਨ ਲਾਈਨ,স্ক্যানিং লাইন
ਸਕੈਟਰਿੰਗ,বিক্ষিপ্ত
ਦ੍ਰਿਸ਼,দৃশ্য
ਸ਼ਡਿ r ਲਰ,সময়সূচী
ਯੋਜਨਾਬੰਦੀ,স্কিম্যাটিক
ਸਕੌਟਕੀ ਬੈਰੀਅਰ,স্কটকি বাধা
ਦਿਸਣ,সিন্টিলেশন
ਸਕ੍ਰੈਮਬਲਰ,স্ক্র্যামব্লার
ਸਕ੍ਰੈਂਬਲਿੰਗ,স্ক্র্যাম্বলিং
ਸਕ੍ਰੈਪ,স্ক্র্যাপ
ਸਕ੍ਰੈਪਿੰਗ,স্ক্র্যাপিং
ਸਕ੍ਰੈਚ,স্ক্র্যাচ
ਸਕਰੀਨ,পর্দা
ਸਕ੍ਰੀਨ ਬਰਨ,স্ক্রিন বার্ন
ਸਕਰੀਨ ਬਾਈਪਾਸ,স্ক্রিন বাইপাস
ਸਕ੍ਰੀਨ ਮੌਜੂਦਾ,স্ক্রিন কারেন্ট
ਸਕ੍ਰੀਨ ਗਰਿੱਡ,স্ক্রিন গ্রিড
ਸਕਰੀਨ ਸੇਵਰ,স্ক্রিন সেভার
ਸਕਰੀਨਡ ਕੇਬਲ,স্ক্রিন করা কেবল
ਸਕ੍ਰੀਨਿੰਗ,স্ক্রিনিং
ਸਕ੍ਰੌਲ ਕਰੋ,স্ক্রোল
ਸਕ੍ਰੌਲ ਬਾਰ,স্ক্রল বার
ਸਕ੍ਰੌਲਿੰਗ,স্ক্রোলিং
ਖੋਜ ਇੰਜਣ,খোঁজ যন্ত্র
ਸੈਕੰਡਰੀ,মাধ্যমিক
ਸੈਕੰਡਰੀ ਸੈੱਲ,মাধ্যমিক সেল
ਸੈਕਟਰ,সেক্টর
ਖੰਡ,বিভাগ
ਸਵੈ-ਨਿਦਾਨ,স্ব ডায়াগনস্টিক
ਸੈਮੀਕੋਂਡਕਟਰ,অর্ধপরিবাহী
ਭੇਜਣ ਵਾਲੇ,প্রেরক
ਸੰਵੇਦਨਸ਼ੀਲਤਾ,সংবেদনশীলতা
ਸੈਂਸਰ,সেন্সর
ਤਰਤੀਬ,ক্রম
ਸੀਰੀਅਲ,সিরিয়াল
ਸੀਰੀਅਲ ਐਕਸੈਸ,সিরিয়াল অ্যাক্সেস
ਸੀਰੀਅਲ ਪੋਰਟ,সিরিয়াল পোর্ট
ਲੜੀਵਾਰ ਗੂੰਜ,সিরিজ অনুরণন
ਸਰਵਰ,সার্ভার
ਸਥਾਪਨਾ ਕਰਨਾ,সেটআপ
ਸ਼ੇਡਿੰਗ,শেডিং
ਸ਼ੈਡੋ,ছায়া
ਸ਼ੈਨਨ ਦਾ ਸਿਧਾਂਤ,শ্যাননের উপপাদ্য
ਸ਼ਬਦਾ ਹੈ,রুপিং
ਸ਼ੇਅਰਵੇਅਰ,শেয়ারওয়্যার
ਮਿਆਨ,খাপ
ਸ਼ਿਫਟ,শিফট
ਸ਼ਿਫਟਿੰਗ,স্থানান্তর
ਸਦਮਾ,ধাক্কা
ਸ਼ਾਰਟ ਸਰਕਟ,শর্ট সার্কিট
ਛੋਟਾ ਸਰਕਟ ਟੈਸਟ,শর্ট সার্কিট পরীক্ষা
ਛੋਟਾ ਵੇਵ,সংক্ষিপ্ত তরঙ্গ
ਛੋਟਾ ਵੇਵ ਸੈਂਟਰ,শর্ট ওয়েভ সেন্টার
ਸ਼ਾਰਟਕੱਟ,শর্টকাট
ਸ਼ਟ ਡਾਉਨ,শাটডাউন
ਬੰਦ ਕਰਨ ਦਾ ਸੰਕੇਤ,শাটডাউন সিগন্যাল
ਸਾਈਡ ਬੈਂਡ,সাইড ব্যান্ড
ਸਾਈਡ ਬੈਂਡ ਪਾਵਰ,সাইড ব্যান্ড শক্তি
ਇਸ਼ਾਰਾ,সংকেত
ਸੰਕੇਤ ਐਪਲੀਟਿ .ਡ,সংকেত প্রশস্ততা
ਸੰਕੇਤ ਗ੍ਰਾਫ,সংকেত প্রবাহ গ্রাফ
ਸਿਗਨਲ ਜੇਨਰੇਟਰ,সংকেত উৎপাদক
ਸਿਗਨਲ ਲਾਈਟ,আলোক সঙ্গকেত
ਸਿਗਨਲ ਰੂਟਿੰਗ,সিগন্যাল রাউটিং
ਸੰਕੇਤ ਸ਼ਕਤੀ,সংকেত শক্তি
ਟਾਕ ਦੇ ਅਨੁਪਾਤ ਨੂੰ ਪਾਰ ਕਰਨ ਲਈ ਸੰਕੇਤ,টক অনুপাত ক্রস করতে সংকেত
ਸ਼ੋਰ ਅਨੁਪਾਤ ਨੂੰ ਸੰਕੇਤ,শব্দ অনুপাত থেকে সংকেত
ਨਿਰਵਿਘਨ ਸ਼ੋਰ ਅਨੁਪਾਤ ਦੇ ਸੰਕੇਤ,অদম্য শব্দ অনুপাতের সংকেত
ਸੰਕੇਤ ਅਤੇ ਬਦਲਣਾ,সংকেত এবং স্যুইচিং
ਸੰਕੇਤ,সংকেত বিট
ਮਹੱਤਵਪੂਰਨ ਸਾਈਡਬੈਂਡ,গুরুত্বপূর্ণ সাইডব্যান্ডস
ਸਧਾਰਨ,সিম্প্লেক্স
ਸਿਮੂਲੇਸ਼ਨ,সিমুলেশন
ਸਿਮੂਲੇਟਰ,সিমুলেটর
ਸਿਮੂਕਲਕਾਸਟ,সিমুলকাস্ট
ਸਿਮਟਲ ਮਾਸਕਿੰਗ,একযোগে মাস্কিং
ਸਿਨ ਕੰਪੋਨੈਂਟ,সাইন উপাদান
ਸਿਨ ਲਹਿਰ,সাইন ওয়েভ
ਸਿੰਗਲ ਫ੍ਰੀਕੁਐਂਸੀ ਨੈਟਵਰਕ,একক ফ্রিকোয়েন্সি নেটওয়ার্ক
ਸਿੰਗਲ ਪੜਾਅ ਮੋਟਰ,একক ফেজ মোটর
ਸਾਈਟ,সাইট
ਸਾਈਟ ਲੇਆਉਟ ਯੋਜਨਾ,সাইট লেআউট পরিকল্পনা
ਕੁਸ਼ਲ ਆਪਰੇਟਰ,দক্ষ অপারেটর
ਦੂਰੀ ਛੱਡੋ,দূরত্ব এড়িয়ে যান
ਅਸਮਾਨ ਵੇਵ,আকাশ তরঙ্গ
ਸਕਾਈ ਵੇਵ ਪ੍ਰਸਾਰ,আকাশ তরঙ্গ প্রচার
ਸਲੈਬ,স্ল্যাব
ਸਲੇਂਟ ਮਾਰਗ,স্ল্যান্ট পাথ
ਸਲਾਟ,স্লট
ਸਮਾਰਟ ਕਾਰਡ,স্মার্ট কার্ড
ਸੋਡੀਅਮ ਭਾਫ ਦੀਵੇ,সোডিয়াম বাষ্প প্রদীপ
ਸਾਫਟ ਕੁੰਜੀ,নরম কী
ਸਾਫਟਵੇਅਰ,সফটওয়্যার
ਸੋਲਰ ਐਕਟੀਵਿਟੀ,সৌর ক্রিয়াকলাপ
ਸੂਰਜੀ ਊਰਜਾ,সৌরশক্তি
ਸੋਲਰ ਫਲੇਅਰਜ਼,সৌর শিখা
ਸੋਲਰ ਸੰਚਾਲਿਤ,সৌর শক্তি
ਠੋਸ ਰਾਜ,কঠিন অবস্থা
ਠੋਸ ਰਾਜ ਭੰਡਾਰ,সলিড স্টেট স্টোরেজ
ਠੋਸ ਰਾਜ ਟ੍ਰਾਂਸਮੀਟਰ,সলিড স্টেট ট্রান্সমিটার
ਕ੍ਰਮਬੱਧ,সাজান
ਆਵਾਜ਼,শব্দ
ਆਵਾਜ਼ ਸਮਾਈ,শব্দ শোষণ
ਧੁਨੀ ਸੰਤੁਲਨ,শব্দ ভারসাম্য
ਸਾ ound ਂਡ ਡਿਟੈਕਟਰ,সাউন্ড ডিটেক্টর
ਆਵਾਜ਼ ਮਿਕਸਰ,সাউন্ড মিক্সার
ਧੁਨੀ ਪਰਿਪੇਖ,শব্দ দৃষ্টিকোণ
ਆਵਾਜ਼ ਦੀ ਸ਼ਕਤੀ,শব্দ শক্তি
ਆਵਾਜ਼ ਦਾ ਸਬੂਤ,সাউন্ড প্রুফ
ਧੁਨੀ ਰਿਕਾਰਡਿੰਗ,সাউন্ড রেকর্ডিং
ਆਵਾਜ਼ ਦੇ ਪ੍ਰਤੀਬਿੰਬ,শব্দ প্রতিচ্ছবি
ਆਵਾਜ਼ ਦਾ ਸੰਚਾਰ ਦਾ ਨੁਕਸਾਨ,সাউন্ড ট্রান্সমিশন ক্ষতি
ਸਰੋਤ,সূত্র
ਸਰੋਤ ਇਕੋਡਰ,উত্স এনকোডার
ਸਪੇਸ,স্থান
ਸਪੇਸ ਵਿਭਿੰਨਤਾ,স্থান বৈচিত্র্য
ਸਪੇਸ ਟੈਲੀਾਸਟਿੰਗ,স্পেস টেলিকাস্টিং
ਸਪੇਸ ਵੇਵ,স্পেস ওয়েভ
ਸਪੇਸਿੰਗ,ব্যবধান
ਸਪੈਮ,স্প্যাম
ਸਪੈਮਿੰਗ,স্প্যামিং
ਦੀ ਮਿਆਦ,স্প্যান
ਖਾਲੀ ਬਿੱਟ,অতিরিক্ত বিট
ਸਪੇਅਰਸ,স্পেয়ারস
ਸਪਾਰਕਿੰਗ,স্পার্কিং
ਸਥਾਨਿਕ,স্থানিক
ਸਥਾਨਿਕ ਪ੍ਰਭਾਵ,স্থানিক প্রভাব
ਸਥਾਨਿਕ ਬੇਲੋੜੀ,স্থানিক অপ্রয়োজনীয়তা
ਖਾਸ ਪ੍ਰਭਾਵ,বিশেষ প্রভাব
ਵਿਸ਼ੇਸ਼ ਪ੍ਰਭਾਵ amplifier,বিশেষ প্রভাব পরিবর্ধক
ਮੁਹਾਰਤ,বিশেষীকরণ
ਨਿਰਧਾਰਨ,স্পেসিফিকেশন
ਸਪੈਕਟ੍ਰਲ ਸਮਾਈ,বর্ণালী শোষণ
ਸਪੈਕਟ੍ਰਲ ਬੈਂਡ ਪ੍ਰਤੀਕ੍ਰਿਤੀ,বর্ণালী ব্যান্ড প্রতিলিপি
ਸਪੈਕਟ੍ਰਲ ਡਿਸਟ੍ਰੀਬਿ .ਸ਼ਨ,বর্ণালী বিতরণ
ਸਪੈਕਟ੍ਰਲ ਰੀਡੰਡੈਂਸੀ,বর্ণালী অপ্রয়োজনীয়তা
ਸਪੈਕਟ੍ਰੋਫੋਫੋਮੀਟਰ,স্পেকট্রোফোটোমিটার
ਸਪੈਕਟਰੋਸਕੋਪ,বর্ণালী
ਸਪੈਕਟ੍ਰਮ,বর্ণালী
ਸਪੈਕਟ੍ਰਮ ਵਿਸ਼ਲੇਸ਼ਕ,বর্ণালি বিশ্লেষক
ਸਪੈਕਟ੍ਰਮ ਸ਼ਿਪਿੰਗ,বর্ণালী আকার
ਬੋਲਣ ਦੇ ਦੋਸ਼,বক্তৃতা বক্তৃতা
ਸਪੀਚ ਚੈਨਲ,স্পিচ চ্যানেল
ਸਪੀਚ ਕੰਪਰੈਸ਼ਨ,বক্তৃতা সংকোচনের
ਸਪੀਚ ਇੰਕੋਡਿੰਗ,স্পিচ এনকোডিং
ਭਾਸ਼ਣ ਪਛਾਣ,কন্ঠ সনান্তকরণ
ਸਪਿਨ,স্পিন
ਸਪਿਰਲ,সর্পিল
ਸਪਲਿਕ,স্প্লিকিং
ਸਪਲਿਟਰ,স্প্লিটার
ਸਪੂਲ,স্পুল
ਛੂਤਕਾਰੀ,বিক্ষিপ্ত
ਸਪਾਟ ਬੀਮ,স্পট বিমস
ਸਮਾਜੀ ਸ਼ੀਟ,ছড়িয়ে পড়া শিট
ਉਤਸ਼ਾਹੀ ਅਤੇ ਹਾਰਮੋਨਿਕ ਰੇਡੀਏਸ਼ਨ,উত্সাহী এবং সুরেলা বিকিরণ
ਉਤਸ਼ਾਹੀ ਸਾਈਡਬੈਂਡ ਬਾਰੰਬਾਰਤਾ,উত্সাহী সাইডব্যান্ড ফ্রিকোয়েন্সি
ਨਿਚੋੜਿਆ ਵੀਡੀਓ,ভিডিও চেপে
ਮੋਹਰਿੰਗ,স্ট্যাম্পিং
ਸਟੈਂਡਰਡ ਸਾੱਫਟਵੇਅਰ,স্ট্যান্ডার্ড সফ্টওয়্যার
ਮਾਨਕੀਕਰਨ,মানীকরণ
ਨਾਲ ਖਲੋਣਾ,অপেক্ষা করো
ਸਟੈਂਡਬਾਏ ਉਪਕਰਣ,স্ট্যান্ডবাই সরঞ্জাম
ਖੜ੍ਹੇ ਲਹਿਰ,স্থায়ী তরঙ্গ
ਖੜ੍ਹੇ ਲਹਿਰ ਦਾ ਅਨੁਪਾਤ,স্থায়ী তরঙ্গ অনুপাত
ਟਾਰਕ ਦੀ ਸ਼ੁਰੂਆਤ,টর্ক শুরু
ਸਟਾਰਟ-ਸਟਾਪ,স্টপ শুরু
ਸਥਿਰ,স্থির
ਅੰਕੜਾ ਵਿਧੀ,পরিসংখ্যান পদ্ধতি
ਸਥਿਤੀ,স্থিতি
ਸਥਿਤੀ ਦਾ ਸੰਕੇਤ,স্থিতি ইঙ্গিত
ਸਥਿਰ,স্থির
ਸਟੀਰੀਓ,স্টেরিও
ਸਟੀਰੀਓ ਬੈਲੰਸ,স্টেরিও ভারসাম্য
ਸਟੀਰੀਓ ਏਨਕੋਡਰ,স্টেরিও এনকোডার
ਸਟੀਰੀਓ ਜਰਨੇਟਰ,স্টেরিও জেনারেটর
ਸਟੀਰੀਓ ਮੋਡ,স্টেরিও মোড
ਸਟੀਰੀਓ ਟ੍ਰਾਂਸਮਿਸ਼ਨ,স্টেরিও ট্রান্সমিশন
ਸਟੀਰੀਓਫੋਨਿਕ ਸਾ sound ਂਡ ਪ੍ਰਜਨਨ,স্টেরিওফোনিক সাউন্ড প্রজনন
ਸਟੀਰੀਫੋਨ,স্টেরিওফনি
ਸਟੀਰੀਓਸਕੋਪੀ,স্টেরিওস্কোপি
ਅਜੇ ਵੀ ਤਸਵੀਰ,এখনও ছবি
ਉਤੇਜਨਾ,উদ্দীপনা
ਸਟਾਪਬੈਂਡ,স্টপব্যান্ড
ਸਟੋਰੇਜ,স্টোরেজ
ਸਟੋਰੇਜ ਬੈਟਰੀ ਕਮਰਾ,স্টোরেজ ব্যাটারি রুম
ਸਟੋਰੇਜ਼ ਡਿਵਾਈਸ,স্টোরেজ ডিভাইস
ਸਟ੍ਰੈਟੋਸਫਾਇਰ,স্ট্র্যাটোস্ফিয়ার
ਸਟ੍ਰੀਮਿੰਗ,স্ট্রিমিং
ਖਿੱਚੋ,প্রসারিত
ਸਤਰ,স্ট্রিং
Struct ਾਂਚਾਗਤ,কাঠামোগত
ਸਟੂਡੀਓ ਬਲਾਕ,স্টুডিও ব্লক
ਸਟੂਡੀਓ ਸੈਂਟਰ,স্টুডিও সেন্টার
ਸਟੂਡੀਓ ਲਾਈਟਿੰਗ,স্টুডিও আলো
ਸਟੂਡੀਓ ਮਾਨੀਟਰ,স্টুডিও মনিটর
ਸਟਾਈਲਸ,স্টাইলাস
ਸਬਬੈਂਡ ਇੰਕੋਡਿੰਗ,সাবব্যান্ড এনকোডিং
ਸਬ-ਐਂਡ ਟੌਕਿੰਗ,সাবব্যান্ড মাস্কিং
ਸਬ-ਐਂਡ ਨਮੂਨ ਨਮੂਨ,সাবব্যান্ড নমুনা
ਸਬਨੈੱਟ,সাবনেট
ਸਬਸੈਂਪਲਿੰਗ,সাবমলিং
ਗਾਹਕ,গ্রাহক
ਅਚਾਨਕ ਆਇਯੋਸਫਾਇਰ ਗੜਬੜੀ,হঠাৎ আয়নোস্ফিয়ারের ব্যাঘাত
ਸਨ ਸਪਾਟ ਐਕਟੀਵਿਟੀ,সান স্পট ক্রিয়াকলাপ
ਸੁਪਰ ਪਾਵਰ ਟ੍ਰਾਂਸਮੀਟਰ,সুপার পাওয়ার ট্রান্সমিটার
ਸੁਪਰ ਨਮੂਨਾ,সুপার স্যাম্পলিং
ਸੁਪਰ ਸਾਕਟ,সুপার সকেট
ਸੁਪਰਹੀਡ ਭਾਫ,সুপারহিটেড বাষ্প
ਸੁਪਰਹਿਰੀਟਰੋਡੀਅਨ,সুপারহিটারোডিন
ਸੁਪਰਹੀਡੀਨੀ ਕਨਵਰਟਰ,সুপারহিটারোডিন রূপান্তরকারী
ਸੁਪਰਹਿਰੀਡੀਨੀ ਰੀਸੀਵਰ,সুপারহিটারোডিন রিসিভার
ਬਹੁਤ ਜ਼ਿਆਦਾ (ਮੌਜੂਦਾ),সুপারিম্পোজড (বর্তমান)
ਸੁਪਰਿਸ਼ਨ,সুপারিপজিশন
ਸੁਪਰਪੋਜ਼ੀਸ਼ਨ,সুপারপজিশন
ਸੁਪਰਸੋਨਿਕ,সুপারসোনিক
ਸਪਲਾਈ ਨਲੀ,সরবরাহ নালী
ਦਬਾਅ ਗਰਿੱਡ,দমন গ্রিড
ਸਤਹ ਸ਼ੋਰ,পৃষ্ঠের শব্দ
ਸਤਹ ਵੇਵ,পৃষ্ঠ তরঙ্গ
ਸਰਫਿੰਗ,সার্ফিং
ਵਾਧਾ,উত্সাহ
ਮਾਹੌਲ,চারপাশ
ਸੰਵੇਦਨਸ਼ੀਲ,সংবেদন
ਸੰਵੇਦਨਸ਼ੀਲਤਾ,সংবেদনশীলতা
ਮੁਅੱਤਲ ਕੀਤਾ ਗਿਆ,স্থগিত
ਸਵੈਪ,অদলবদল
ਸਵੀਪ ਸਰਕਟ,সুইপ সার্কিট
ਸਵਿੱਚ,স্যুইচ
ਸਵਿੱਚ ਬੋਰਡ,স্যুইচ বোর্ড
ਕੰਟਰੋਲ ਯੂਨਿਟ ਤੇ ਬਦਲੋ,নিয়ন্ত্রণ ইউনিট চালু করুন
ਬਦਲਣਾ,স্যুইচিং
ਪ੍ਰਤੀਕ ਰੇਟ,প্রতীক হার
ਸਮਮਿਤੀ,প্রতিসম
ਸਿੰਕ (ਸਮਕਾਲੀ),সিঙ্ক (সিঙ্ক্রোনাস)
ਸਿੰਕ ਪਲਸ,সিঙ্ক ডাল
ਸਿੰਕ ਟ੍ਰਾਂਸਫਰ,সিঙ্ক ট্রান্সফার
