Malayalam,Marathi
ഹൃദയത്തുടിപ്പ്,नाडी
പൾവിനസ്,पुलविनस
പുന്നറ്റ് സഖാ,पुनेट स्क्युर
പണ്ടി ഫിഷ്,पुंती फिश
പന്യായം,पुंटियस
വിദാര്ത്ഥിനി,विद्यार्थी
ശുദ്ധമായ വളർത്തൽ,शुद्ध प्र
ശുദ്ധമായ പ്രജനനം,शुद्ध-प्रजनन
ശുദ്ധമായ സംസ്കാരം,शुद्ध संस्कृती
ശുദ്ധമായ വരി,शुद्ध ओळ
പുളിൻ,पुरीन
ഗെയിമറ്റിന്റെ പരിശുദ്ധി,गेमेटची शुद्धता
പുങ്കെജെ ഫൈബർ,पुरकीन्जे फायबर
പുസ സ്നോബോൾ,पुसा स्नोबॉल
തുസ്റ്റൂൾ,पुस्ट्यूल
പൈലോറിക് ട്യൂബുലാർ ഗ്രന്ഥി,पायलोरिक ट्यूबलर ग्रंथी
പിരമിഡ്,पिरॅमिड
ബയോമാസിന്റെ പിരമിഡ്,बायोमासचा पिरॅमिड
Pyr ർജ്ജത്തിന്റെ പിരമിഡ്,उर्जेचा पिरॅमिड
സംഖ്യയുടെ പിരമിഡ്,संख्या पिरॅमिड
പിരമിഡൽ സെൽ,पिरॅमिडल सेल
പിരിഡോക്സിൻ,पायरिडॉक्सिन
പിരിമിഡിൻ,पायरीमिडीन
പൈറൈറ്റ്,पायराइट
പിറോളിസിസ്,पायरोलिसिस
പൈറേറ്റ്,पायरुवेट
പൈറുവേറ്റ് ഡെഹൈഡ്രോജെനേസ്,पायरुवेट डिहायड्रोजनेस
പൈറുവേറ്റ് ഫോസ്ഫേറ്റ് ഡികിനാസ്,पायरुवेट फॉस्फेट डिकिनेस
പൈത്തൺ,पायथन
ക്വാഡ്രം,चतुष्पाद
ഗുണപരമായ വിശകലന സ്വഭാവം,गुणात्मक विश्लेषक वर्ण
ഗുണപരമായ മോർഫോളജിക്കൽ സമീപനം,गुणात्मक मॉर्फोलॉजिकल दृष्टीकोन
ക്വാറന്റീൻ,विलग्नवास
ക്വാസി-ദ്രാവകം,अर्ध-फ्लुइड
ക്വീറ്ററി കാലയളവ്,चतुर्थांश कालावधी
ക്വിഡീം,चतुर्थांश
ക്വെർകസ് ഫ്ലോറിബണ്ട,क्युक्रस फ्लोरिबुंडा
ക്വാർകസ് ലാനുബിനോസ്,क्युक्रस लॅनुगिनोज
ക്വാർകസ് ല്യൂക്കോത്രിച്ചോറോഫോറ,क्युक्रस ल्युकोट्रिचोफोरा
ക്വാർകസ് അർദ്ധർപിഫോളിയ,क्युक्रस सेमीकार्पीफोलिया
ദ്രുത വിളവ് സവിശേഷത,द्रुत उत्पन्न वैशिष्ट्य
രസതന്തം,शांतता
ക്വിസ്പെന്റ് സെൽ,शांत सेल
ക്വിനൈൻ,क्विनाईन
ക്വിസ്സെന്റ് വേദി,क्विसेन्ट स्टेज
റെനിൻ എൻസൈം,रेनिन एंजाइम
ആർ-സെല്ലുകൾ,आर-पेशी
റേസ്മെ,रेसिम
റേസിമോസ്,रेसमोझ
റാൻസോസ് തരം,रेसमोझ प्रकार
മച്ചിസ്,रॅचिस
റേഡിയൽ സംസാരം,रेडियल बोलले
റാഡിയൽ സമമിതി,रेडियल सममिती
വികിരണക്കാരന്,तेजस्वी
റേഡിയേ,रेडिएटा
വികിരണം,रेडिएशन
റേഡിയേഷൻ ഡിറ്റക്ടർ,रेडिएशन डिटेक्टर
റേഡിയേഷൻ തെറാപ്പി,रेडिएशन थेरपी
റാഡിക്കിക്കിറ്റി,रेडिकल
റേഡിയോ ആക്ടീവ് ഐസോടോപ്പ്,किरणोत्सर्गी समस्थानिक
റേഡിയോ ആക്ടീവ് ന്യൂക്ലിയസ്,रेडिओएक्टिव्ह न्यूक्लियस
റേഡിയോ ആക്ടീവ് മലിനീകരണം,किरणोत्सर्गी प्रदूषण
റേഡിയോ ആക്ടീവ് ഉറവിടം,किरणोत्सर्गी स्त्रोत
റേഡിയോ ആക്റ്റിവിറ്റി,रेडिओएक्टिव्हिटी
റേഡിയോഗ്രാഫ്,रेडियोग्राफ
റേഡിയോസോടോട്ട,रेडिओसोटोप
റേഡിയോ തെറാപ്പി,रेडिओथेरपी
ആരം,त्रिज्या
ഡുല,रेडुला
രാമാപിറ്റെകസ്,रामापिथकस
റാൻഡം ജോടിയാക്കൽ,यादृच्छिक जोडी
ക്രമരഹിതം,यादृच्छिकपणे
റുനുൻകുലസ് അക്വാട്ടിലിസ്,रानंकुलस एक्वाटिलिस
ആട്ടം,राफे
റാഫൈഡുകൾ,राफाइड्स
അപൂര്വ്വമായ,दुर्मिळ
റാസ്ബെറിപ്പഴം,रासबेरी
ലാവസ്,रॅटस
റ uwo പ്ലായ വെർമിറ്റോറിയ,रौवॉल्फिया व्होमिटोरिया
അസംസ്കൃത വസ്തു,कच्चा माल
"റേ, ഡിസ്ക് ഫ്ലോട്ട്",रे आणि डिस्क फ्लोरेट
പ്രതിനിധി,रिअॅक्टंट
പ്രതികരണ കേന്ദ്രം,प्रतिक्रिया केंद्र
കുറയ്ക്കൽ,पुनर्प्राप्ती
സെൽ സ്വീകരിക്കുന്നു,सेल प्राप्त
പുതുതായ,अलीकडील
പാത്രം,ग्रहण
റിസപ്റ്റർ,रिसेप्टर
റിസപ്റ്റർ തന്മാത്ര,रिसेप्टर रेणू
റിസീവായ അലോലെ,रेसेसिव्ह le लेल
റിജ്ഞാസനായ എപ്പിസ്റ്റാസിസ്,रीसेसिव्ह एपिस्टेसिस
റിയാഷ്ഷ്യൽ ജീൻ,रीसेसिव्ह जीन
മാരകമായ മാരക അലല,रेसेसिव्ह प्राणघातक le लेल
യൂണിറ്റ് ഫാക്ടർ,रीसेसिव्ह युनिट फॅक्टर
സ്വീകർത്താവ് സെൽ,प्राप्तकर्ता सेल
പരസ്പര കുരിശ്,परस्पर क्रॉस
അനോക്രോകൽ ട്രാൻസ്ലോക്കേഷൻ,परस्पर लिप्यंतरण
തിരിച്ചറിയൽ സൈറ്റ്,ओळख साइट
വീണ്ടും സംയോജിപ്പിക്കുക,रिकॉम्बिनेंट
വീണ്ടും സംയോജിപ്പിച്ച് D.N.A. സാങ്കേതികവിദ,रिकॉम्बिनेंट डी.एन.ए. तंत्रज्ञान
വീണ്ടും സംയോജിപ്പിൻ,रिकॉम्बिनेंट प्रोटीन
ക്രമീകരണം,पुनर्संचय
ക്രമീകരണ ഡിഎൻഎ,रिकॉम्बिनेशन डीएनए
പുന orടൽ ആവൃത്തി,रिकॉम्बिनेशन वारंवारता
പുന orടൽ നോഡ്യൂൾ,रिकॉम्बिनेशन नोड्यूल
വീണ്ടെടുക്കൽ സ്ട്രോക്ക്,पुनर्प्राप्ती स्ट्रोक
ഗുദം,गुदाशय
ചുവന്ന ആൽഗകൾ,लाल एकपेशीय वनस्पती
ചുവന്ന രക്താണുക്കൾ (ആർബിസി),लाल रक्तपेशी (आरबीसी)
ചുവന്ന അസ്ഥിമജ്ജ,लाल अस्थिमज्जा
ചുവന്ന പേശി,लाल स्नायू
ചുവന്ന പിഗ്മെന്റ്,लाल रंगद्रव्य
ചുവന്ന ചെംചീയൽ,ऊसाचा लाल सड
ചുവന്ന വേലിയേറ്റം,लाल भरती
ചെറുതാക്കുക,रेडॉक्स
ഫലവൃക്ഷം കുറച്ചു,फळ कमी केले
വാൽബോൺ കുറച്ചു,कमी टेलबोन
സമുദായങ്ങളും,रेडक्टेस
കുറയ്ക്കല്,कपात
റിഡക്ഷൻ-ഓക്സിഡേഷൻ (വീണ്ടും),कमी होणे (रेडॉक्स)
കുറയ്ക്കുക,कमी करणारे एमिनेशन
ഉപരിതലത്തെ പ്രതിഫലിപ്പിക്കുന്നു,प्रतिबिंबित पृष्ठभाग
പരിവർത്തനം,परिष्करण
പ്രതിഫലിച്ചു,प्रतिबिंबित
പതിച്ഛായ,प्रतिबिंब
റിഫ്ലെക്സ് പ്രവർത്തനം,प्रतिक्षेप क्रिया
റിഫ്ലെക്സ് ആർക്ക്,रिफ्लेक्स आर्क
റിഫ്രാക്റ്റീവ്,अपवर्तक
അപവർത്തനാങ്കം,अपवर्तक सूचकांक
ശീതീകരിക്കുക,रेफ्रिजरेट
പുനരുദ്ധാരണ,पुनर्जन्म
പുനരുദ്ധാരണ,पुनर्जन्म
പുനരുദ്ധാരണ,पुनर्जन्म
പുനരുജ്ജീവന യൂണിറ്റ്,पुनर्जन्म युनिट
പുനരുജ്ജീവന ബ്ലൈമമ,पुनर्जन्म ब्लास्टमा
മുകുളത്തിന്റെ പുനരുജ്ജീവിപ്പിക്കൽ,अंकुर पुनर्जन्म
ചെടിയുടെ പുനരുജ്ജീവിപ്പിക്കൽ,प्लांटलेटचे पुनर्जन्म
പ്രദേശം,प्रदेश
നീളമേറിയ പ്രദേശത്ത്,वाढीचा प्रदेश
പക്വതയുടെ പ്രദേശം,परिपक्वता प्रदेश
റിഗ്രഷൻ കോഫിഫിഷ്യന്റ്,रीग्रेशन गुणांक
നിയന്തിക്കല്,नियमन
റിയാനറിന്റെ മെംബറേൻ,रीसनरची पडदा
ആപേക്ഷിക സമൃദ്ധി,सापेक्ष विपुलता
അയച്ചുവിടല്,विश्रांती
അയച്ചുവിടല്,विश्रांती
അയഞ്ഞ,रिलॅक्सिन
പ്രകാശന ഘടകം (RF),रीलिझ फॅक्टर (आरएफ)
റിമോറ,रीमोरा
വൃക്കസംബന്ധമായ കാൽക്കുലി,रेनल कॅल्कुली
വൃക്കസംബന്ധമായ കോർടെക്സ്,रेनल कॉर्टेक्स
വൃക്കസംബന്ധമായ മെഡുള്ള,रेनल मेडुला
വൃക്കസംബന്ധമായ പോർട്ടൽ സിസ്റ്റം,रेनल पोर्टल सिस्टम
വൃക്കസംബന്ധമായ പിരമിഡ്,रेनल पिरॅमिड
വൃക്കസംബന്ധമായ സ്രവണം,मुत्र स्राव
റെനെറ്റ് ടാബ്ലെറ്റ്,रेनेट टॅब्लेट
റെനിൻ,रेनिन
നന്നാക്കൽ പുനരുജ്ജീവിപ്പിക്കൽ,दुरुस्ती करणारे पुनर्जन्म
ആവർത്തിച്ചുള്ള ഡിഎൻഎ,पुनरावृत्ती डीएनए
മാറ്റിസ്ഥാപിക്കൽ ലെവൽ,बदलण्याची पातळी
മാറ്റിസ്ഥാപിക്കൽ ശസ്ത്രക്രിയ,बदली शस्त्रक्रिया
റെപ്ലിക്ക പ്ലാറ്റിംഗ്,प्रतिकृती प्लेटिंग
പകർപ്പ്,प्रतिकृती
പകർപ്പ്,प्रतिकृती
റെപ്ലിക്കേഷൻ ഫോർക്ക്,प्रतिकृती काटा
ആവർത്തിക്കുക,प्रतिकृती
റിപ്പോർട്ടുറേഷൻ തരംഗം,रिपोलरिझेशन वेव्ह
അടിച്ചമർത്തേറിയ,दडपण्यायोग्य
റെസിഷർ തന്മാത്ര,रेप्रेसर रेणू
പുനരുല്പ്പത്തി,पुनरुत्पादन
പ്രത്യുത്പാദനവും കുട്ടികളുടെ ആരോഗ്യ പരിരക്ഷയും,पुनरुत्पादक आणि बाल आरोग्य सेवा
പുനരുൽപാദന ആരോഗ്യ പരിപാടി,पुनरुत्पादक आरोग्य कार्यक्रम
പ്രത്യുൽപാദന ഒറ്റപ്പെടൽ,पुनरुत्पादक अलगाव
പ്രത്യുത്പാദന ലഘുലേഖ,पुनरुत्पादक मार्ग
പുനരുല്പ്പത്തിവിധം,पुनरुत्पादन
ഇഴജന്തു,सरपटणारे प्राणी
ഒപ്റ്റോറിയൻ,रेप्टिलिया
റെപ്ലിലിയൻ താവ് ഉപകരണങ്ങൾ,रेप्टिलियन जबडा उपकरणे
പുനർവരം,रीसपाइन
സെൽ റിസർവ് ചെയ്യുക,राखीव सेल
ശേഷിക്കുന്ന ശരീരം,अवशिष्ट शरीर
ശേഷിക്കുന്ന energy ർജ്ജം,अवशिष्ट ऊर्जा
ശേഷിക്കുന്ന വോളിയം,अवशिष्ट खंड
റെസിനിൻ,राळ
മിഴിവ്,ठराव
ശക്തി പരിഹരിക്കുന്നു,निराकरण शक्ती
അനുരണനം,अनुनाद
ശ്വസനം,श्वसन
ശ്വസനമാര്ഗം,श्वसन
ശ്വസന കേന്ദ്രം,श्वसन केंद्र
ശ്വസന മെംബ്രൺ,श्वसन झिल्ली
ശ്വസന അവയവം,श्वसन अवयव
ശ്വസന പിഗ്മെന്റ്,श्वसन रंगद्रव्य
ശ്വസന കെ.ഇ.,श्वसन सब्सट्रेट
പ്രതികരിക്കുന്നു,प्रतिसाद
വിശ്രമിക്കുന്ന കാലയളവ്,विश्रांती कालावधी
മണ്ണിന്റെ ഫലഭൂയിഷ്ഠത പുന oring സ്ഥാപിക്കുന്നു,मातीची सुपीकता पुनर्संचयित करीत आहे
നിയന്ത്രണ എൻഡോനുക്ലേസി,निर्बंध एंडोन्यूक्लीझ
നിയന്ത്രണം എൻസൈം,निर्बंध सजीवांच्या शरीरात निर्मार्ण होणारे द्रव्य
നിയന്ത്രണം ശകലത്തിന്റെ ദൈർഘ്യം വിശകലനം,निर्बंध खंडित लांबी विश्लेषण
നിയന്ത്രണം സൈറ്റ്,निर्बंध साइट
മാൽപിഗി റെറ്റ് ചെയ്യുക,मालपिगी रीटे
ടെസ്റ്റിസ് റിട്ടൂട്ട് ചെയ്യുക,टेस्टिस रीट करा
ധാരണ,धारणा
ജാലികുലേറ്റ്,जाळीदार
ജാലിക നനം,Reticulate Wenation
റിട്ടേറ്റഡ് സിര,रेटिक्युलेटेड शिरा
റെറ്റിന,डोळयातील पडदा
റെറ്റിന,रेटिना
റെറ്റിന ഇമേജ്,रेटिना प्रतिमा
പിന്തിരിപ്പൻ പ്രവണത,प्रतिगामी ट्रेंड
റിട്രോവിറസ്,रेट्रोव्हायरस
വിപരീത പരിണാമം,उलट उत्क्रांती
ഓസ്മോസിസ് റിവേഴ്സ് ചെയ്യുക,रिव्हर्स ऑस्मोसिस
ട്രാൻസ്ക്രൈബുചെയ്യുക,उलट लिप्यंतरण
റിവേഴ്സ് ട്രാൻസ്ക്രിപ്റ്റേസ്,रिव्हर्स ट्रान्सक्रिप्टेस
റിവേഴ്സ് ട്രാൻസ്ക്രിപ്ഷൻ,उलट लिप्यंतरण
RH (RAS) രക്തം ഗ്രൂപ്പ്,आरएच (रीसस) रक्त गट
റാബ്ഡിറ്റിസ്,रॅब्डायटीस
റാബോം,रॅब्डोम
റോകോഫറസ്,Rhacophorus
രക്ത വാതം,संधिवात ताप
റുമാറ്റിക് ഹൃദ്രോഗം,संधिवात हृदयरोग
ഖങ്ങ,संधिवात
റൂമറ്റോയ്ഡ് ആർത്രൈറ്റിസ്,संधिवात
റിനോ വൈറസ്,गेंडा विषाणू
റൈസോബിയം മെലിലോട്ടി,Rhizobium मेलिलोटी
റൈസോയിഡ്,Rhizoid
റൈസോം,Rhizome
റൈസോഫോറ,Rhizophora
റൈസോസസ്,Rhizopus
റോ ഘടകം,Rho फॅक्टर
റോഡോഫിസിസി,रोडोफिसी
റോഡോപ്സിൻ,Rodopsin
റോംബെൻസ്ഫലോൺ,Rhombencealon
താള്ക്കു,रायनिया
താളാത്മക സങ്കോചം,लयबद्ध आकुंचन
വാരിയെല്ല്,बरगडी
റിബോഫ്ലേവിൻ,राइबोफ्लेविन
റിബോൺൗക്ലേസ്,रिबोन्यूक्लीझ
പൂഴ്സ്,Ribose
റിബോസോമാൽ ആർഎൻഎ,राइबोसोमल आरएनए
റിബോസോം,राइबोसोम
റിബലൂസ് ബി-ഫോസ്ഫേറ്റ്,रिब्युलोज द्वि-फॉस्फेट
റിക്കറ്റ്,रिकेट्स
റിക്കറ്റ്സിയ,रिकेट्सिया
അഗം,रिज
വലത് ആട്രിയം,उजवा ri ट्रिअम
വലത് കാർഡിയാക് ധമനി,उजवीकडे कार्डियाक धमनी
റിൻഡർപ്സ്റ്റ്,Rinderpest
വളയം,रिंग
റിംഗ് വോർം,रिंगवर्म
നദി,रिव्हरिन
റിവറ്റ് പോപ്പർ സിദ്ധാന്തം,रिवेट पॉपर गृहीतक
ആർഎ ഇടപെടൽ,आरएनए हस्तक्षेप
Rna ഇന്റർമീഡിയറ്റ്,आरएनए इंटरमीडिएट
ആർഎൻഎ പ്രൈമർ പൂരകമാണ്,आरएनए प्राइमर पूरक
Rna സ്പ്ലിംഗ്,आरएनए स्प्लिंग
ആർഎ വേൾഡ്,आरएनए वर्ल्ड
Rna ase,आरएनए आस
Rna i,आरएनए i
റോഡ് ആകൃതിയിലുള്ള ബാക്ടീരിയ,रॉड आकाराचे बॅक्टेरिया
വടി,रॉड
രോഹി,रोहू
റൂട്ട് തൊപ്പി,रूट कॅप
റൂട്ട് ഡിട്രിറ്റസ്,रूट डिट्रिटस
റൂട്ട് പിത്തം,रूट पित्त
റൂട്ട് മുടി,रूट केस
റൂട്ട് പരിഷ്ക്കരണം,मूळ बदल
റൂട്ട് പോക്കറ്റ്,रूट पॉकेट
റൂട്ട് സിസ്റ്റം,रूट सिस्टम
റോക്വോർട്ട് ചീസ്,रोकफोर्ट चीज
റോസാഷ്യസ്,रोझसियस
റോസാഷ്യസ്,रोझसियस
റോസലുകൾ,रोजालेस
റൊട്ടിഫർ,रोटिफर
റോട്ടര്,रोटर
പരുക്കൻ എൻഡോപ്ലാസ്മിക് റെറ്റിക്യുലം,रफ एंडोप्लाज्मिक रेटिकुलम
റ ound ണ്ട് വിൻഡോ,गोल विंडो
വൃത്താകൃതിയിലുള്ള ലാബിരിന്ത്,गोलाकार चक्रव्यूह
വൃത്താകൃതിയിലുള്ള പ്രോട്ടോബുറൻസ്,गोलाकार प्रक्षोभक
രംഗങ്ങൾ,रुबिअल्स
സാസമായ,रुबिस्को
കഴിവ്,Rudiment
കഴിവ്,Rudiment
മുതലാളിത്തം കൂടാരം,प्राथमिक तंबू
അടിസ്ഥാന വൈവേജ്,प्राथमिक व्हेस्टिज
റൂഡ്മെന്ററി ബോഡി മുടി,अव्यवस्थित शरीराचे केस
റുമോൻ,रुमेन
ഓട്ടക്കാരൻ,धावपटू
റസ്കസ്,रस्कस
തുരുന്വ്,गंज
തുരുന്വ്,गंज
എസ്-ബാക്ടീരിയ,एस-बॅक्टेरिया
സാചരോമൈസിസ് സെറേവിസിയാ,सॅक्रोमायसेस सेरेव्हिसिया
സാചരം,Saccharm
സാചരം ബെർബെറിസ്,सॅकरम बर्बेरिस
സന്യാരം അഫീഷ്നാരം,सॅकरम ऑफिनारम
സാക്കോഗ്ലോസസ്,Saccoglossus
Sackule,Saccule
സക്സി പോലുള്ള സിസ്റ്റർന,SAC सारखी सिस्टर्ने
സെക്രൽ അസ്ഥി,सेक्रल हाड
പവിത്രമായ വനം,पवित्र वन
പവിത്രമായ തോവ്,सेक्रेड ग्रोव्ह
പവിത്ര തടാകം,पवित्र तलाव
സാക്കോപ്ലാസ്,सारकोप्लाझम
ട്,सॅक्रम
സുരക്ഷിത നിർമാർജനം,सुरक्षित विल्हेवाट
കുങ്കുമം,केशर
സംഗ യത്താരിയ,धनु
സാൽ,साल
സതാണ്രന്,सलामंद्र
സാലിലൈസി,सॅलिसासी
സലൈൻ മണ്ണ്,खारट माती
ലളിത,खारटपणा
ഉമിനീര്,लाळ
സാൽമൊണെല്ല ടൈപ്പ്,साल्मोनेला टायफी
സാൽമെല്ലാ ടൈമറിയം,साल्मोनेला टायफिम्यूरियम
സാൽപ,साल्पा
ഉപ്പ്,मीठ
നിഷ്കളങ്കമായ ചാലകം,मिठाई वाहक
സാൽവിയ,साल्विया
സാൽവിനിയ,साल्विनिया
സമര,समारा
മാതൃക,नमुना
സാമ്പിൾ യൂണിറ്റ്,सॅम्पलिंग युनिट
രംഗുവിയൂവ്,सांगुइनियूर
സാനിറ്ററി ലാൻഡ്ഫിൽ,सॅनिटरी लँडफिल
സൻസെവിയറിയ,सॅन्सेव्हिएरिया
സാന്താലസി,संतालासी
സാന്റോണിൻ,सॅनटोनिन
SAP ശൂന്യത,एसएपी व्हॅक्यूओल
സാപ്പിന്ദലുകൾ,सॅपिंडेल्स
സപ്രോഫൈറ്റ്,सप्रोफाइट
Saprobotion മോഡ്,सॅप्रोबायोटिक मोड
സപ്രോഫിറ്റിക്,सॅप्रोफेटिक
സപ്പോട്രോഫ്,सप्रोट्रोफ
സപ്രോസോയിക്,सप्रोझोइक
സപ്രോസോയിക്,सप्रोझोइक
സപ്വുഡ്,सॅपवुड
ശാരക,सारका
സർകോഡിന,सारकोदिना
സർക്കോളംമ,सारकोलेम्मा
സാർകോമ,सारकोमा
സാർകോം,सारकमेरे
സാക്കോപ്ലാസ്,सारकोप्लाझम
Sarcoplasmmil റിറ്റിക്ലം,सारकोप्लाज्मिक रेटिकुलम
പരിക്രമണകാരി,सारकोसोम
സാർഡൈൻ,सारडिन
സാർഗാസ്പം,सरगासम
ഉപഗഹം,उपग्रह
ഉപഗഹം,उपग्रह
സാറ്റലൈറ്റ് ക്രോമസോം,उपग्रह गुणसूत्र
സാറ്റലൈറ്റ് ഡിഎൻഎ,उपग्रह डीएनए
പൂരിത,संतृप्त
പൂരിത സംയുക്തം,संतृप्त कंपाऊंड
പൂരിത ഫാറ്റി ആസിഡ്,संतृप्त फॅटी acid सिड
പൂരിത ഹൈഡ്രൈഡ്,संतृप्त हायड्राइड
സോറോപ്സിഡ്,सोरोप्सिड
സന്ന,सवाना
മത്സ്യം കണ്ടു,मासे पाहिले
തലയോട്,टाळू
ഇലക്ട്രോൺ മൈക്രോസ്കോപ്പ് സ്കാൻ ചെയ്യുന്നു,स्कॅनिंग इलेक्ट्रॉन मायक्रोस्कोप
മൈക്രോസ്കോപ്പ് ഫണലിംഗ് സ്കാൻ ചെയ്യുന്നു,स्कॅनिंग फनेलिंग मायक्रोस्कोप
പ്രോബ്സ് മൈക്രോസ്കോപ്പ് സ്കാൻ ചെയ്യുന്നു,स्कॅनिंग प्रोब मायक्रोस्कोप
പേളം,बळी
താല്പമുള്ള,स्कॅफाइड
സ്കാപുല,स्कॅपुला
തോട്ടികോട്ടിന്,स्कॅव्हेंजर
തീച്ചെടുക്കല്,स्कॅव्हेंगिंग
എസ്-സെല്ലുകൾ,एस-सेल्स
ഷിസ്റ്റോസോമ,स्किस्टोसोमा
സ്കീസോകാർപിക് ഫലം,स्किझोकार्पिक फळ
സ്കീസോഫ്രീനിയ,स्किझोफ्रेनिया
ഷ്വാൻ സെൽ,श्वान सेल
ജനിതകവസ്തുക്കളുടെ ശാസ്ത്രം,अनुवांशिक विज्ञान
ശാസ്ത്രീയ മനോഭാവം,वैज्ञानिक वृत्ती
ശാസ്ത്ര സാങ്കേതികത,वैज्ञानिक वर्गीकरण
ശാസ്ത്രീയ പഠനം,वैज्ञानिक अभ्यास
കല,स्किला
പഖാപിക്കുക,स्किओन
സിയോഫൈറ്റ്,विज्ञान
സ്കെലര,स्क्लेरा
Sclyerid,Sclereid
അക്രോന്റ്റ്,स्क्लेराइट
സ്കിറോട്ടിക്,स्क्लेरोटिक
സ്കിറോട്ടിക്,स्क्लेरोटिक
കരിഞ്ഞ ഇല ടിപ്പ്,जळलेल्या पानांची टीप
സ്കോടോപ്പിക്,स्कॉटोपिक
സ്ക്രൂപ്പിൻ,स्क्रूपाइन
വൃഷണം,स्क्रोटम
സ്ക്രബ് സ്റ്റേജ്,स्क्रब स्टेज
സ്ക്രബ്ബെര്,स्क्रबबर
സ്കട്ടെല്ലം,स्कूटेलम
സ്കേധ,Scypha
കടൽ അനെമോൺ,समुद्र em निमोन
കടൽ കുക്കുമ്പർ,समुद्री काकडी
കടൽ കുതിര,समुद्री घोडा
കടൽ താമര,सी लिली
കടൽ മൗസ്,समुद्री माउस
കടൽ പേന,सी पेन
കടൽ ഷെൽ,शिंपले
കടൽ ആർച്ചിൻ,सी अर्चिन
കടൽ വാൽനട്ട്,समुद्र अक्रोड
കടൽ കള,समुद्री तण
കടൽത്തീരത്ത്,सी-फॅन
സെബേസിയസ് ഗ്രന്ഥി,सेबेशियस ग्रंथी
സെബം,सेबम
സെകേൽ സെറാൽ,सेले सेरेल
രണ്ടാമത്തെ ആന്റിന,द्वितीय अँटेना
തെർമോഡൈനാമിക്സിന്റെ രണ്ടാമത്തെ നിയമം,थर्मोडायनामिक्सचा दुसरा कायदा
സെക്കൻഡറി,दुय्यम
ദ്വിതീയ കോർട്ടെക്സ്,दुय्यम कॉर्टेक्स
ദ്വിതീയ ലിസോമും,दुय्यम लायझोम
ദ്വിതീയ മെസ്റ്റിസ്റ്റെം,दुय्यम मेरिस्टेम
ദ്വിതീയ മലിനീകരണം,दुय्यम प्रदूषक
ദ്വിതീയ ഉൽപാദനക്ഷമത,दुय्यम उत्पादकता
സ്രവഷൻ,स्राव
സ്രഗറി,सेक्रेटरी
ശമനൗഷധം,उपशामक
സ്രാഗ്,Shedge
ഊറല്,गाळ
അവശിഷ്ടങ്ങൾ,गाळ
സെഡൈലറി റോക്ക്,गाळाचा खडक
അവശിഷ്ട ഗുണകം,गाळ गुणांक
വിത്ത് കോട്ട്,बियाणं आवरण
വിത്ത് കഴിക്കുന്നു,बियाणे खाणे
വിത്ത് ഫെൺ,बियाणे फर्न
വിത്ത് ഗുണനമാണ്,बियाणे गुणाकार
തൈ,बीपासून नुकतेच तयार झालेले रोप
വേർതിരിക്കൽ,विभाजन
സെഹീമ,सेहेमा
സീസ്മോഗ്രാസ്,भूकंप
അപസ്മാരം,जबरदस्ती
സെലാഗിനെല്ല,सेलागिनेला
തിരഞ്ഞെടുക്കാവുന്ന മാർക്കർ,निवडण्यायोग्य मार्कर
തെരഞ്ഞെടുക്കല്,निवड
സെലക്ടീവ് ബ്രീഡിംഗ്,निवडक पैदास
സെലക്ടീവ് പ്രവേശനക്ഷമത,निवडक पारगम्यता
തിരഞ്ഞെടുക്കാനാകാവൂ,निवडकपणे प्रवेश करण्यायोग्य
സെലിനിയം,सेलेनियम
സ്വയം ആവേശം,स्वत: ची उत्तेजन
സ്വയം ബീജസങ്കലനം,सेल्फ फर्टिलायझेशन
സ്വയം പൊരുത്തക്കേട്,स्वत: ची विसंगतता
സ്വയം പൊരുത്തക്കേട്,स्वत: ची विसंगतता
സ്വയം പരാഗത,स्वत: ची परागकण
സ്വയം നിർമ്മിക്കുന്ന തന്മാത്ര,स्वत: ची निर्मिती रेणू
സ്വയം നിയന്ത്രിക്കുന്നു,सेल्फ रेग्युलेटिंग
സ്വയം വന്ധ്യം,स्वत: ची वंध्यत्व
സ്വയം നിലനിൽക്കുന്നു,सेल्फ टिकाऊ
സ്വയം നിലനിൽക്കുന്നു,सेल्फ टिकाऊ
സ്വയം പരാഗണം നടത്തിയ വിള,स्वयं-परागकण पीक
അർദ്ധ വരണ്ട പ്രദേശം,अर्धशतक प्रदेश
സെമി ഓട്ടോമേറ്റഡ് അനലൈസർ,अर्ध-स्वयंचलित विश्लेषक
സെമി കൺസർവേറ്റീവ്,अर्ध पुराणमतवादी
സെമി കൺസർവേറ്റീവ് റെപ്ലിക്കേഷൻ,अर्ध पुराणमतवादी प्रतिकृती
സെമി കുള്ളൻ പ്രകൃതി,अर्ध बौने निसर्ग
അർദ്ധ കുള്ളൻ വൈവിധ്യമാർന്ന ഇനം,अर्ध बौने विविधता
സെമി നിത്യഹരിത വനം,सेमी एव्हरग्रीन फॉरेस्ट
സെമി സ്വാഭാവിക അവസ്ഥ,अर्ध नैसर्गिक स्थिती
സെമിനൽ വെസിക്കിൾ,अत्यंत परिणामकारक मूत्राशयसंबंधी
സെമിനിഫറസ് ട്യൂബുൾ,सेमिनिफेरस ट्यूब्यूल
സെമി-പരാന്നഭോജി,अर्ध-पॅरासाइट
സെമി-ഫോർമെൻട്,अर्ध-निरंतर
കൂട്ടായ്മ,संवेदना
സെൻസസറ്റര്,सेन्सेंट
