Telugu,Punjabi
మూలాధారం,ਉਪਦੇਸ਼
మూలాధారం,ਉਪਦੇਸ਼
మూలాధార వ్యవస్థ,ਪ੍ਰੋਵੇਨੈਂਸ ਸਿਸਟਮ
ప్రో-జియోనిస్ట్,ਪ੍ਰੋ-ਜ਼ੀਓਨਿਸਟ
ప్రజా శత్రువు,ਜਨਤਕ ਦੁਸ਼ਮਣ
ప్రజా శత్రువు,ਜਨਤਕ ਦੁਸ਼ਮਣ
పంక్టేషన్స్,ਵਿਰਾਮ
ప్యూనిక్ యుద్ధాలు,ਪੁਨਿਕ ਯੁੱਧ
ప్యూరిటన్,ਪਿਉਰਿਟਨ
పుట్చ్,ਪੁਸ਼
చతుర్భుజం,ਕਵਾਡਰਿਗਾ
చతుర్భుజ కూటమి,ਚੌਗੁਣਾ ਗਠਜੋੜ
క్వేకర్,ਕਵੇਕਰ
రాణి,ਰਾਣੀ
రాణి భార్య,ਰਾਣੀ ਪਤਨੀ
క్వీన్ వరుడు,ਰਾਣੀ ਦਾਜ ਦੇਣ ਵਾਲਾ
క్వీన్డమ్,ਮਹਾਰਾਣੀ
క్వీన్డమ్,ਮਹਾਰਾਣੀ
రాణి తల్లి,ਰਾਣੀ ਮਾਂ
రాణి రాణి,ਰਾਣੀ ਰਾਜੀ
క్విస్లింగ్,ਕੁਇਜ਼ਲਿੰਗ
క్విస్లింగ్,ਕੁਇਜ਼ਲਿੰਗ
అద్దె మానేయండి,ਕਿਰਾਇਆ ਛੱਡ ਦਿਓ
వణుకు,ਕੰਬਣੀ
వారెంటో,ਵਾਰੰਟੋ
జాతి,ਦੌੜ
జాతి ఆధిపత్యం,ਨਸਲੀ ਸਰਵਉੱਚਤਾ
ర్యాక్,ਰੈਕ
ర్యాక్,ਰੈਕ
రైడ్,ਛਾਪਾ ਮਾਰਿਆ
రైడ్,ਛਾਪਾ ਮਾਰਿਆ
ప్రాకారము,ਰਾਮਪਾਰਟ
ప్రాకారము,ਰਾਮਪਾਰਟ
దోపిడీ,ਲੁੱਟ
విమోచన క్రయధనం,ਰਿਹਾਈ
విమోచన క్రయధనం,ਰਿਹਾਈ
విధ్వంసం,ਤਬਾਹੀ
విధ్వంసం,ਤਬਾਹੀ
రాజ్యం,ਖੇਤਰ
వెనుక గార్డు,ਪਿਛਲਾ ਗਾਰਡ
వెనుక రక్షణ చర్య,ਰੀਅਰ ਗਾਰਡ ਐਕਸ਼ਨ
తిరుగుబాటుదారుడు,ਬਾਗੀ
తిరుగుబాటు,ਬਗਾਵਤ
తిరుగుబాటుకు గుర్తింపు,ਬਗਾਵਤ ਦੀ ਮਾਨਤਾ
రీకండక్షన్,ਰੀਕੰਡਕਸ਼ਨ
నిఘా,ਪੁਨਰ ਖੋਜ
పునర్నిర్మాణం,ਪੁਨਰ ਨਿਰਮਾਣ
రికార్డ్ చేయండి,ਰਿਕਾਰਡ
రికార్డు కార్యాలయం,ਰਿਕਾਰਡ ਦਫਤਰ
రికార్డ్ రిటైర్మెంట్,ਰਿਟਾਇਰਮੈਂਟ ਰਿਕਾਰਡ ਕਰੋ
ఎర్ర చొక్కాలు,ਲਾਲ ਕਮੀਜ਼
సంస్కరణ,ਸੁਧਾਰ
శరణార్థ,ਸ਼ਰਨਾਰਥੀ
రెగాలియా,ਰੀਗਾਲੀਆ
రెగాలియా,ਰੀਗਾਲੀਆ
రెగాలియా,ਰੀਗਾਲੀਆ
రీజెన్సీ,ਰੀਜੈਂਸੀ
రీజెంట్,ਰੀਜੈਂਟ
రీజెంట్ రాణి,ਰੀਜੈਂਟ ਰਾਣੀ
రెజిసైడ్,Regicide
రెజిసైడ్లు,ਰੈਜੀਸਾਈਡਸ
పాలన,ਸ਼ਾਸਨ
పాలన,ਸ਼ਾਸਨ
ప్రాంతం,ਖੇਤਰ
రెగ్నల్ సంవత్సరం,ਰੀਜਨਲ ਸਾਲ
రెగ్నెంట్,ਰੀਗਨੈਂਟ
రెగ్నమ్,ਰੈਗਨਮ
రీచ్,ਰੀਚ
పాలన,ਰਾਜ ਕਰੋ
పాలన,ਰਾਜ ਕਰੋ
పాలించే కుటుంబం,ਰਾਜ ਕਰਨ ਵਾਲਾ ਪਰਿਵਾਰ
భయానక పాలన,ਦਹਿਸ਼ਤ ਦਾ ਰਾਜ
భయానక పాలన,ਦਹਿਸ਼ਤ ਦਾ ਰਾਜ
బలపరచు,ਮਜ਼ਬੂਤ
అదనపుబల o,ਮਜ਼ਬੂਤੀ
పునఃస్థాపన,ਬਹਾਲੀ
తిరిగి పెట్టుబడి పెట్టండి,ਮੁੜ ਨਿਵੇਸ਼ ਕਰੋ
రిలే పోస్ట్,ਰੀਲੇਅ ਪੋਸਟ
రిలే మార్గం,ਰੀਲੇਅ ਰੂਟ
రిలే వ్యవస్థ,ਰੀਲੇਅ ਸਿਸਟਮ
విడుదల,ਜਾਰੀ ਕਰੋ
విడుదల,ਜਾਰੀ ਕਰੋ
త్యజించుట,ਤਿਆਗ
త్యజించుట,ਤਿਆਗ
రెపర్టరీ (=ఇన్వెంటరీ),ਰੀਪਰਟਰੀ (=ਸੂਚੀ)
రిపోజిటరీ,ਰਿਪੋਜ਼ਟਰੀ
రిపోజిటరీ,ਰਿਪੋਜ਼ਟਰੀ
రిపబ్లిక్,ਗਣਤੰਤਰ
గణతంత్ర దినోత్సవం,ਗਣਤੰਤਰ ਦਿਵਸ
రిస్క్రిప్ట్,ਰੀਸਕ੍ਰਿਪਟ
రిస్క్రిప్ట్,ਰੀਸਕ੍ਰਿਪਟ
నివాసి,ਨਿਵਾਸੀ
పునరుద్ధరణ,ਬਹਾਲੀ
పునరుత్థానం,ਪੁਨਰ-ਉਥਾਨ
పునరుత్థానం,ਪੁਨਰ-ਉਥਾਨ
తిరోగమనం,ਪਿੱਛੇ ਹਟਣਾ
రివర్స్ (నాణెం),ਉਲਟਾ (ਇੱਕ ਸਿੱਕੇ ਦਾ)
తిరుగుబాటు,ਬਗਾਵਤ
విప్లవం,ਇਨਕਲਾਬ
"విప్లవం, ఫ్రెంచ్","ਇਨਕਲਾਬ, ਫ੍ਰੈਂਚ"
విప్లవం గ్లోరియస్,ਇਨਕਲਾਬ ਸ਼ਾਨਦਾਰ
"విప్లవం, పారిశ్రామిక","ਇਨਕਲਾਬ, ਉਦਯੋਗਿਕ"
రైజింగ్,ਵਧ ਰਿਹਾ ਹੈ
రాటెన్-బరో,ਰਟਨ-ਬੋਰੋ
రఫ్ రైడర్స్,ਰਫ ਰਾਈਡਰਜ਼
గుండ్రని తలలు,ਗੋਲ-ਸਿਰ
రూట్,ਰੂਟ
రాయల్ ప్రేక్షకులు,ਸ਼ਾਹੀ ਦਰਸ਼ਕ
రాయల్ చార్టర్,ਸ਼ਾਹੀ ਚਾਰਟਰ
రాయల్ క్రెస్ట్,ਰਾਇਲ ਕਰੈਸਟ
రాయల్ క్రెస్ట్,ਰਾਇਲ ਕਰੈਸਟ
రాయల్ డిక్రీ,ਸ਼ਾਹੀ ਫ਼ਰਮਾਨ
రూబ్రిక్,ਰੁਬਰਿਕ
శిథిలాలు,ਖੰਡਰ
రన్నర్,ਦੌੜਾਕ
విధ్వంసం,ਸਾੜ-ਫੂਕ
సాబెర్,ਸਾਬਰ
సాబర్స్,ਸਾਬਰ
త్యాగం,ਕੁਰਬਾਨੀ
త్యాగం,ਕੁਰਬਾਨੀ
త్యాగం,ਕੁਰਬਾਨੀ
సురక్షితమైన ప్రవర్తన,ਸੁਰੱਖਿਅਤ ਆਚਰਣ
రక్షణ,ਸੁਰੱਖਿਆ
రక్షణ,ਸੁਰੱਖਿਆ
రక్షణ విధులు,ਸੁਰੱਖਿਆ ਦੇ ਫਰਜ਼
సాలీ,ਸੈਲੀ
సాలీ-పోర్ట్,ਸੈਲੀ-ਪੋਰਟ
రాజదండం,ਰਾਜਦੰਡ
స్కిమిటార్,ਸਿਮੀਟਰ
రెండవ ఎస్టేట్,ਦੂਜੀ ਜਾਇਦਾਦ
శాఖ,ਸੰਪਰਦਾ
శాఖ,ਸੰਪਰਦਾ
నిర్భందించటం,ਦੌਰਾ
నిర్భందించటం,ਦੌਰਾ
సెనేట్,ਸੈਨੇਟ
సెనేట్,ਸੈਨੇਟ
సెనేట్,ਸੈਨੇਟ
సెనేట్,ਸੈਨੇਟ
సెర్ఫ్ (=బోర్డార్ లేదా విల్లెన్),ਸੇਵਾ (= ਬਾਰਡਰ ਜਾਂ ਵਿਲੀਨ)
సెర్ఫ్ (=బోర్డార్ లేదా విల్లెన్),ਸੇਵਾ (= ਬਾਰਡਰ ਜਾਂ ਵਿਲੀਨ)
సెర్ఫోడమ్ (సెర్ఫ్‌హుడ్ లేదా సెర్ఫేజ్),ਸਰਫਡਮ (ਸੇਰਫਹੁਡ ਜਾਂ ਸਰਫੇਜ)
సెర్ఫోడమ్ (సెర్ఫ్‌హుడ్ లేదా సెర్ఫేజ్),ਸਰਫਡਮ (ਸੇਰਫਹੁਡ ਜਾਂ ਸਰਫੇਜ)
నీడ రాజు,ਸ਼ੈਡੋ ਰਾਜਾ
షిప్ మనీ,ਪੈਸੇ ਭੇਜੋ
షాక్ దళాలు (=తుఫాను దళాలు),ਸਦਮਾ ਫੌਜਾਂ (= ਤੂਫਾਨ ਫੌਜਾਂ)
పొట్టి పార్లమెంట్,ਛੋਟੀ ਸੰਸਦ
వాగ్వివాదం,ਝੜਪ
బానిస,ਗੁਲਾਮ
బానిసత్వం,ਗੁਲਾਮੀ
బానిసత్వం,ਗੁਲਾਮੀ
సైనిక రాజనీతిజ్ఞుడు,ਸਿਪਾਹੀ ਰਾਜਨੇਤਾ
ఈటె,ਬਰਛੀ
ఈటె-తల,ਬਰਛੀ—ਸਿਰ
గోళము,ਗੋਲਾ
స్ఫ్రాగిస్టిక్స్,ਸਫ੍ਰੈਗਿਸਟਿਕਸ
వ్యవస్థను పాడు చేస్తుంది,ਸਿਸਟਮ ਨੂੰ ਵਿਗਾੜਦਾ ਹੈ
స్క్వైర్,ਸਕਵਾਇਰ
స్క్వైర్,ਸਕਵਾਇਰ
Squirearchy,ਸਕਵਾਇਰਚਾਰੀ
Squirearchy,ਸਕਵਾਇਰਚਾਰੀ
ప్రామాణికం,ਮਿਆਰੀ
స్టాండర్డ్ బేరర్,ਮਿਆਰੀ-ਦਾਤਾ
స్టాండింగ్ ఆర్మీ,ਖੜੀ ਫੌਜ
స్టాండింగ్ ఆర్డర్లు,ਸਥਾਈ ਆਦੇਸ਼
స్టాండింగ్ ఆర్డర్లు,ਸਥਾਈ ਆਦੇਸ਼
రాజనీతిజ్ఞుడు,ਸਟੇਟਸਮੈਨ
రాతి శాసనం,ਪੱਥਰ ਦਾ ਸ਼ਿਲਾਲੇਖ
తుఫాను దళాలు,ਤੂਫ਼ਾਨ ਫ਼ੌਜ
వ్యూహం,ਰਣਨੀਤੀ
వ్యూహం,ਰਣਨੀਤੀ
వ్యూహం,ਰਣਨੀਤੀ
వ్యూహం,ਰਣਨੀਤੀ
స్ట్రాటోక్రసీ,ਸਟਰੈਟੋਕਰੇਸੀ
కలహాలు,ਝਗੜਾ
కలహాలు,ਝਗੜਾ
బలమైన పట్టు,ਮਜ਼ਬੂਤ ਪਕੜ
బలమైన పట్టు,ਮਜ਼ਬੂਤ ਪਕੜ
అనుబంధ టాలయన్స్,ਸਹਾਇਕ ਟੈਲਾਇੰਸ
వారసత్వం,ਉਤਰਾਧਿਕਾਰ
వారసుడు,ਉੱਤਰਾਧਿਕਾਰੀ
ఓటు హక్కు,ਮੱਤਭੇਦ
ఓటు హక్కుదారుడు,ਮਤਦਾਤਾ
సుల్తానేట్,ਸਲਤਨਤ
సుల్తానేట్ కాలం,ਸਲਤਨਤ ਦੀ ਮਿਆਦ
లొంగిపో,ਸਮਰਪਣ
సుజెరైన్,ਸੁਜ਼ਰੇਨ
సుజరైన్ రాష్ట్రం,ਸੁਜ਼ਰੇਨ ਰਾਜ
ఖడ్గవీరుడు,ਤਲਵਾਰਬਾਜ਼
తమ్మనీ సొసైటీ,ਟੈਮਨੀ ਸੋਸਾਇਟੀ
కోపముగల కత్తి,ਗੁੱਸੇ ਵਾਲੀ ਤਲਵਾਰ
అద్దెదారు,ਕਿਰਾਏਦਾਰ
అద్దెదారు,ਕਿਰਾਏਦਾਰ
భూభాగం,ਖੇਤਰ
భూభాగం,ਖੇਤਰ
భూభాగం ప్రభుత్వం,ਖੇਤਰੀ ਸਰਕਾਰ
తీవ్రవాదం,ਅੱਤਵਾਦ
థర్డ్ ఎస్టేట్,ਤੀਜੀ ਜਾਇਦਾਦ
మూడు ఎస్టేట్లు,ਤਿੰਨ ਜਾਇਦਾਦਾਂ
టోల్,ਕਰ
టోల్ హౌస్,ਟੋਲ ਹਾਊਸ
సమాధి,ਕਬਰ
టోరీ,ਟੋਰੀ
టోటెమ్,ਟੋਟੇਮ
టవర్,ਟਾਵਰ
టవర్,ਟਾਵਰ
విజయ టవర్,ਜਿੱਤ ਦਾ ਟਾਵਰ
దేశద్రోహి,ਗੱਦਾਰ
ద్రోహం,ਧੋਖੇਬਾਜ਼ੀ
రాజద్రోహం,ਦੇਸ਼ਧ੍ਰੋਹ
సంధి,ਸੰਧੀ
యుద్ధం ద్వారా విచారణ (=యుద్ధం ద్వారా కాలిబాట),ਲੜਾਈ ਦੁਆਰਾ ਅਜ਼ਮਾਇਸ਼ (=ਲੜਾਈ ਦੁਆਰਾ ਪਗਡੰਡੀ)
నివాళి,ਸ਼ਰਧਾਂਜਲੀ
నివాళి,ਸ਼ਰਧਾਂਜਲੀ
నివాళి భూమి,ਸ਼ਰਧਾਂਜਲੀ ਜ਼ਮੀਨ
ట్రిపుల్ కూటమి,ਤੀਹਰਾ ਗਠਜੋੜ
ట్రిపుల్ entente,ਤ੍ਰੈ ਗੁਣ
విజయం,ਜਿੱਤ
విజయం,ਜਿੱਤ
అలజడి,ਗੜਬੜ
నిరంకుశ హత్య,ਜ਼ਾਲਮ
నిరంకుశ హత్య,ਜ਼ਾਲਮ
దౌర్జన్యం,ਜ਼ੁਲਮ
దౌర్జన్యం,ਜ਼ੁਲਮ
నిరంకుశుడు,ਜ਼ਾਲਮ
ఉహ్లాన్,ਉਹਲਾਨ
ఉకాసే,ਉਕਾਸੇ
ఉకాసే,ਉਕਾਸੇ
ఉలేమా,ਉਲੇਮਾ
అల్టిమేటం,ਅਲਟੀਮੇਟਮ
అల్టిమేటం,ਅਲਟੀਮੇਟਮ
సామ్ మామయ్య,ਅੰਕਲ ਸੈਮ
అండర్-కింగ్,ਅਧੀਨ-ਰਾਜੇ
యునైటెడ్ ఐరిష్ మెన్,ਸੰਯੁਕਤ ਆਇਰਿਸ਼ਮੈਨ
ఐక్యరాజ్యసమితి,ਸੰਯੁਕਤ ਰਾਸ਼ਟਰ
యునైటెడ్ ప్రావిన్స్,ਸੰਯੁਕਤ ਸੂਬੇ
యునైటెడ్ ప్రావిన్స్,ਸੰਯੁਕਤ ਸੂਬੇ
అసమానమైన కోట,ਵਿਲੱਖਣ ਕਿਲਾ
సార్వత్రిక చక్రవర్తి,ਯੂਨੀਵਰਸਲ ਰਾਜਾ
సార్వత్రిక ఓటు హక్కు,ਯੂਨੀਵਰਸਲ ਮਤਾ
తిరుగుబాటు,ਵਿਦਰੋਹ
దోపిడీ,ਹੜੱਪਣਾ
దోపిడీదారుడు,ਹੜੱਪਣ ਵਾਲਾ
ఆదర్శధామం,ਯੂਟੋਪੀਆ
విధ్వంసం,ਵੰਦਲ
విధ్వంసం,ਬਰਬਾਦੀ
వాన్గార్డ్,ਵੈਨਗਾਰਡ
వాన్గార్డ్,ਵੈਨਗਾਰਡ
వాన్గార్డ్,ਵੈਨਗਾਰਡ
వరంజియన్,ਵਾਰੰਜੀਅਨ
వరంజియన్ గార్డు,ਵਾਰੰਜੀਅਨ ਗਾਰਡ
వాసల్,ਵਾਸਲ
వాసల్,ਵਾਸਲ
వాసల్ రాష్ట్రం,ਵਾਸਲ ਰਾਜ
వాటికన్ కౌన్సిల్,ਵੈਟੀਕਨ ਕੌਂਸਲ
ఓడ,ਜਹਾਜ਼
ఓడ,ਜਹਾਜ਼
ఓడ,ਜਹਾਜ਼
ఉపరాజు,ਉਪ-ਰਾਜੇ
వైస్రాయ్,ਵਾਇਸਰਾਏ
వైస్రాయిల్టీ=వైస్రాయ్‌షిప్,ਵਾਇਸਰਾਏਲਟੀ = ਵਾਇਸਰਾਇਟੀ
విక్టర్,ਵਿਕਟਰ
విజయం,ਜਿੱਤ
విలన్,ਵਿਲੀਨ
సముద్రయానం,ਯਾਤਰਾ
దుర్బలమైన కోట,ਕਮਜ਼ੋਰ ਕਿਲ੍ਹਾ
వాల్ పెయింటింగ్,ਕੰਧ ਚਿੱਤਰਕਾਰੀ
వాల్ పెయింటింగ్,ਕੰਧ ਚਿੱਤਰਕਾਰੀ
యుద్ధం,ਜੰਗ
యుద్ధ ప్రభువు,ਯੁੱਧ-ਪ੍ਰਭੂ
యోధుడు,ਯੋਧਾ
యోధుడు,ਯੋਧਾ
యోధుడు,ਯੋਧਾ
యుద్ధనౌక,ਜੰਗੀ ਜਹਾਜ਼
వాచ్-వర్డ్,ਪਹਿਰਾ-ਸ਼ਬਦ
సంక్షేమ రాజ్యం,ਕਲਿਆਣਕਾਰੀ ਰਾਜ
సంక్షేమ పనులు,ਭਲਾਈ ਕਾਰਜ
విగ్,ਵਿਗ
తెల్ల జెండా,ਚਿੱਟਾ ਝੰਡਾ
తెల్లవారి భారం,ਗੋਰਿਆਂ ਦਾ ਬੋਝ
ప్రపంచ సామ్రాజ్యం,ਵਿਸ਼ਵ ਸਾਮਰਾਜ
ప్రపంచ ఉద్యమం,ਵਿਸ਼ਵ ਅੰਦੋਲਨ
ప్రపంచ రాజకీయాలు,ਵਿਸ਼ਵ ਰਾਜਨੀਤੀ
ప్రపంచ శక్తి,ਵਿਸ਼ਵ ਸ਼ਕਤੀ
ప్రపంచ యుద్ధం,ਵਿਸ਼ਵ ਯੁੱਧ
వ్రేకర్,ਵਿਕਰੇਤਾ
ధ్వంసమైన సవరణ,ਵਿਨਾਸ਼ਕਾਰੀ ਸੋਧ
జెనెలాసిస్,ਜ਼ੈਨੇਲੇਸਿਸ
జెనోఫోబియా,ਜ਼ੈਨੋਫੋਬੀਆ
యాంకీ,ਯੈਂਕੀ
పసుపు రంగు గల చొక్కా,ਪੀਲੀ ਜੈਕਟ
పసుపు మనిషి,ਪੀਲਾ ਆਦਮੀ
పసుపు ప్రమాదం,ਪੀਲਾ ਖ਼ਤਰਾ
పసుపు ప్రెస్,ਪੀਲਾ ਪ੍ਰੈਸ
యంగ్ టర్క్స్,ਨੌਜਵਾਨ ਤੁਰਕ
జ్యూస్,ਜ਼ਿਊਸ
జియోనిజం,ਜ਼ਾਇਓਨਿਜ਼ਮ
జొరాస్ట్రియనిజం,ਜੋਰੋਸਟ੍ਰੀਅਨਵਾਦ
