Punjabi,Odiya
ਲਿੰਟ ਇੰਡੈਕਸ,ଲିନଟ୍ ଇଣ୍ଡେକ୍ସ |
ਲਾਈਨਟਰਸ,ଲିନବାସୀ |
ਲਿਪਿਡ,ଲିପିଡ୍
ਲਿਪੋਲੀਸਿਸ,ଲିପୋଲୋଜି
ਤਰਲ,ବାତିଲ
ਲਿਸਟਰ,ତାଲିକା
ਲਿਸਟਰ,ତାଲିକା
ਸੂਚੀ,ତାଲିକା
Lithospere,ଲିଥୋସେଫର୍ |
ਕੂੜਾ,ଲିଟର
ਲਾਈਵ ਮਲਚ,ଲାଇଭ୍ ମଲେଚ୍ |
ਜਿਗਰਵੋਰਟ,ଲିଭରୱର୍ଟ |
ਪਸ਼ੂ,ପଶୁପଲ
ਸਥਾਨਕ ਨਿਯੰਤਰਣ,ଲୋକାଲ୍ ନିୟନ୍ତ୍ରଣ
ਟਿਕਾਣੇ,ଲାକ୍ସ
ਟਿੱਡੀ,ପଙ୍ଗପାଳ |
ਠਹਿਰਣਾ (ਫਸਲ ਰਿਹਾਇਸ਼),ଲଜିଂ (କ୍ରପ୍ ଲଜିଂ)
ਲੋਡਿਕੂਲ,Ladiicule
ਲਾਹਨਤ,ପ୍ରେମୀଶା
ਲਾਡਰਥਿਮਿਕ ਤਬਦੀਲੀ,ଲୋଗୀବସିମିକ୍ ରୂପାନ୍ତର |
ਲੰਮੇ ਦਿਨ ਦਾ ਪੌਦਾ,ଲମ୍ବା - ଦିନ ଉଦ୍ଭିଦ |
ਲੰਬੇ ਵੇਵ ਰੇਡੀਏਸ਼ਨ,ଲମ୍ବା ତରଙ୍ଗ ବିକିରଣ |
ਲੂਪ,ଲୁପ୍ |
Lopping,ଚାପି ଚାଇବା |
ਲੰਬਰ,କାଠ
ਲੱਕਸ,ଲକ୍ସ
ਲਗਜ਼ਰੀ ਸੇਵਨ (ਪੌਸ਼ਟਿਕ),ବିଳାସପୂର୍ଣ୍ଣ ବ୍ୟବହାର (ପୁଷ୍ଟିକର)
ਲਗਜ਼ਰੀ ਜੀਨ,ବିଳାସପୂର୍ଣ୍ଣ ଜିନ୍ |
ਲਾਇਕੋਪਿਨ,ଲାଇକୋଲିଅନ୍ |
ਲਿੰਫ,ଲିସାନ
ਲਸੀਮੀਟਰ,ଲିଆସିମିଟର |
ਸੈੱਲ ਦਾ lysis,କକ୍ଷର ଲସିସିସ୍ |
ਲਿੰਗੀ,ଲିସୋଜେନି
ਲਾਇਸੋਸੋਮ,ଲାଇସୋମ୍
ਪਤਸਿਮੇਮ,ଲିଆଜାଇମ୍
Lac ਰੁੱਖ,ଲାକ ଗଛ
Lac,ଲକ୍ଷ
"Lady ਰਤ ਦੀ ਉਂਗਲ, ਭਿੰਡੀ","ଲେଡିଙ୍କ ଆଙ୍ଗୁଠି, ଓକ୍ରା |"
ਲੈਂਡ ਕੈਲੀਪਰੋਪਸ,ଜମି କାଲ୍ଟ୍ରୋପ୍ |
ਲੌਨਟਾਨਾ,ଲାଣ୍ଟାନା
ਲਾਥੀਰਸ,ଲେଟିନସ୍
ਲੀਕ,ଲେକ
ਨਿੰਬੂ ਘਾਹ,ଲେମ୍ବୁ ଘାସ |
ਨਿੰਬੂ,ଲେମ୍ବୁ |
ਦਾਲ,ମ ents ଼ିଦିଅ
ਲੇਕਿ ur ਨਸ,Lequeorice
ਸਲਾਦ,ଲେଥୁସ୍ |
ਲਿਲੀ,ଲିଲି
ਚੂਨਾ,ଚୂନ
ਅਲਸੀ,ଲିନ୍ସେଡ୍ |
ਲੀਚੀ,ଲିଚି |
ਬਹੁਤ ਘੱਟ ਬਾਜਰੇ,ଲିଟିଲ୍ ମିଲେଟ୍ |
ਲੌਂਗ ਤਰਬੂਜ,ଲମ୍ବା ତରଭୁଜ |
ਲੰਬੀ ਮਿਰਚ,ଲମ୍ବା ହଳଦୀ |
ਭੌਤਿਕ,ଲୋୟାଟ୍ |
ਕਮਲ,ଲୋଟସ୍
Lurcesne,Lourerne
Lac ਕੀੜੇ,ଲାକ୍ କୀଟ
ਲੇਡੀ ਬਰਡ ਬੀਟਲ,ଲେଡି ପକ୍ଷୀ ବିଟଲ୍ |
ਪੱਤਾ ਮਾਈਨਰ,ପତ୍ର ଖଣି
ਪੱਤਾ ਰੋਲਰ,ପତ୍ର ରୋଲର୍ |
ਪੱਤਾ ਵੈਬਬਰ,ପତ୍ର ୱେବର |
ਟਿੱਡੀ,ପଙ୍ଗପାଳ |
ਮੈਕਰੋ ਈਵੇਲੂਸ਼ਨ,ମାକ୍ରୋ ବିବର୍ତ୍ତନ |
ਮੈਕ੍ਰੋਲਮੇਟ,ମାକ୍ରୋକ୍ଲିଅମ୍ |
ਮੈਕਰੋਮੋਲਕੋਲ,ମାକ୍ରୋମୋଲେକ୍ |
ਮੈਕਰੋਟੇਸ਼ਨ,ମାକମରୁଟେସନ୍ |
ਮੈਕਸੋਰਨਯੂਟੀਂਟ,ମାକ୍ରୋନ୍ରିଏଣ୍ଟ୍ |
ਮੈਕਰੌਪੋਰਸ,ମାକ୍ରୋପୋରସ୍
ਮੈਗਗੋਟ,ମାଗଟ୍
ਮੈਗਮਾ,ମ୍ୟାଗମା |
ਮੈਗਨੇਸ਼ੀਆ,ମ୍ୟାନ୍ସେସିଆ |
ਮੈਗਨੀਸ਼ੀਅਮ,ମ୍ୟାଗ୍ନେସିୟମ୍
ਚੁੰਬਕੀ ਸਟ੍ਰਾਇਰ,ଚୁମ୍ବକୀୟ ଷ୍ଟିରର୍ |
ਵਿਸ਼ਾਲਤਾ,ତିକ୍ତ
ਮੂਹਾ ਕੇਕ,Mahoha cake
ਰੱਖਿਅਕ ਲਾਈਨ,ମେନିନାଇନର୍ ଲାଇନ୍ |
ਰੱਖ ਰਖਾਵ,ରକ୍ଷଣାବେକ୍ଷଣ
ਮੱਕੀ ਸ਼ਰਨ,ମାଟର
ਮਰਦ ਨਿਰਜੀਵ,ପୁରୁଷ ନିର୍ଜଳ |
ਖਰਾਬ,ଅସମ୍ମାନ
ਖਰਾਬ,ଅସମ୍ମାନ
ਕੁਪੋਸ਼ਣ,ପୁଷ୍ପ
ਗਲਤ,ଦୁଷ୍କର୍ମ
ਖਰਾਬ,ମାଲଂ
ਖੁਰਲੀ,ହାଲୁକା
ਮੈਂਗ੍ਰੋਵ,ମାଙ୍ଗ୍ରୋଭସ୍ |
ਮੈਨੋਮੀਟਰ,ମନୋମିଟର |
ਮੈਨੋਮੀਟਰ,ମନୋମିଟର |
Mantissa (loarithm),ମାନିସାସା (ଲୋଗାରିଥମ୍ ର)
ਖਾਦ,ଖତ
ਖਾਦ,ସ୍ନାୟୁ
ਹਾਸ਼ੀਏ,ମାର୍ଜିନାଲ୍
ਹਾਸ਼ੀਏ ਦੀ ਲਾਗਤ,ମାର୍ଜିନାଲ୍ ମୂଲ୍ୟ
ਹਾਸ਼ੀਏ ਦੀ ਧਰਤੀ,ମାର୍ଜିନାଲ୍ ଜମି |
ਹਾਸ਼ੀਏ ਦਾ ਉਤਪਾਦ,ମାର୍ଜିନାଲ୍ ଉତ୍ପାଦ |
ਹਾਸ਼ੀਏ ਦੀ ਵਾਪਸੀ,ମାର୍ଜିନାଲ୍ ରିଟର୍ନ |
ਸਮੁੰਦਰੀ,ସାମୁଦ୍ରିକ
ਮਾਰਕਰ (ਜੈਨੇਟਿਕ),ମାର୍କର (ଜେନେଟିକ୍)
ਮਾਰਕੀਟ,ବଜାର
ਮਾਰਕਿਟੇਬਲ,ମାର୍କେଟେବଲ୍ |
ਮਾਰਕੇਟੇਬਲ ਸਰਪਲੱਸ,ମାର୍କେଟେବଲ୍ ସରପ୍ଲସ୍ |
ਮਾਰਕੀਟ ਸਰਪਲੱਸ,ମାର୍କେଟେଡ୍ ସରପ୍ଲସ୍ |
ਮਾਰਕੀਟਿੰਗ,ମାର୍କେଟିଂ |
ਮਾਰਸ਼,ମାର୍ଶ
ਪੁੰਜ ਵਹਾਅ,ଜନ ପ୍ରବାହ
ਪੁੰਜ ਚੋਣ,ଜନ ଚୟନ
ਪੁੰਜ-ਸਪੈਕਟ੍ਰੋਮੀਟਰ,ଜନ-ସ୍ପେକ୍ଟ୍ରୋମିଟର |
ਮਸਤ,ମାଷ୍ଟ
ਜਣੇਪੇ ਵਿਰਾਸਤ,ମାନବର ଉତ୍ତରାଧିକାରୀ
ਮੇਲ,ମିଳନ
ਮੈਟ੍ਰਿਕ ਸਮਰੱਥਾ,ମାଟ୍ରିକ୍ ସମ୍ଭାବନା
ਪੱਕਣ,ଚିକିତ୍ସା
ਪਰਿਪੱਕਤਾ (ਫਸਲ),ପରିପକ୍ୱତା (ଫସଲ)
ਵੱਧ ਤੋਂ ਵੱਧ ਉਪਲਬਧ ਪਾਣੀ,ସର୍ବାଧିକ ଉପଲବ୍ଧ ଜଳ |
ਵੱਧ ਤੋਂ ਵੱਧ ਫਸਲਿੰਗ,ସର୍ବାଧିକ କ୍ରପ୍ |
ਵੱਧ ਤੋਂ ਵੱਧ ਬਚੀ ਸੀਮਾ,ସର୍ବାଧିକ ଅବଶିଷ୍ଟ ସୀମା |
ਵੱਧ ਤੋਂ ਵੱਧ ਟਿਕਾ able ਉਪਜ,ସର୍ବାଧିକ ସ୍ଥାୟୀ ଅମଳ |
ਵੱਧ ਤੋਂ ਵੱਧ ਥਰਮਾਮੀਟਰ,ସର୍ବାଧିକ ଥର୍ମୋମିଟର |
ਵੱਧ ਤੋਂ ਵੱਧ ਪਾਣੀ ਵਾਲੀ ਸਮਰੱਥਾ,ସର୍ବାଧିକ ଜଳ ଶୋ '|
ਮੈਦਾਨ ਬਗੀਚੇ,ମଟର ବଗିଚା |
Maly,ମିଆଦେଖା |
ਮਤਲਬ ਭਟਕਣਾ,ଅର୍ଥ ବିଚ୍ୟୁତି |
ਭਾਵ ਜ਼ਿੰਦਗੀ (ਪ੍ਰਮਾਣੂ),ଅର୍ଥ ହେଉଛି ଜୀବନ (ପରମାଣୁ)
ਮਤਲਬ ਸਮੁੰਦਰ ਦਾ ਪੱਧਰ,ଅର୍ଥ ସମୁଦ୍ର ପତ୍ତନ |
ਮਤਲਬ ਵਰਗ,ହାରାହାରି ବର୍ଗ |
ਮਾਪ,ମାପ
ਮਾਪ,ମାପ
ਮਕੈਨੀਕਲ,ଯାନ୍ତ୍ରିକ
ਮਕੈਨੀਕਲ ਵਿਸ਼ਲੇਸ਼ਣ (ਮਿੱਟੀ),ଯାନ୍ତ୍ରିକ ବିଶ୍ଳେଷଣ (ମାଟି)
ਮਕੈਨੀਕਲ ਰੁਕਾਵਟ,ଯାନ୍ତ୍ରିକ ପ୍ରତିରୋପଣ |
ਮਕੈਨੀਜ਼ਡ ਖੇਤੀ,ଯାନ୍ତ୍ରିକ ଚାଷ
ਮੀਡੀਅਨ,ମଧ୍ୟମ
ਚਿਕਿਤਸਕ ਪੌਦਾ,Medic ଷଧୀୟ ଉଦ୍ଭିଦ |
ਮੈਡੀਟੇਰੀਅਨ ਜਲਵਾਯੂ,ଭୂମଧ୍ୟସାଗରୀୟ ଜଳବାୟୁ |
ਮੇਗੈਗਾਮੋਨੇਜਨੇਸਿਸ,MegaGaGamescesiesis
ਮੇਗਾਸਪੋਰੰਗੀਆ,MeasgPorangia
ਮੈਗਾਸਪੋਰ (ਮੈਕਰੋਪੋਰ),ମେଗାସପୋର (ମାକ୍ରୋସପୋର)
Meagasporogenisis,Megasporogeresis
Meiosis,ମିଆଏସୋଇସ୍
ਮਿੱਟੀ,ମେଲୋ ମାଟି |
ਡੀ ਐਨ ਏ ਪਿਘਲਣਾ,DNA ର ତରଳିବା |
ਝਿੱਲੀ ਫਿਲਟਰ,ମେମ୍ବ୍ରେନ୍ ଫିଲ୍ଟର୍ |
ਮੈਂਡੇਲਿਅਨ ਵਿਰਾਸਤ,ମେଣ୍ଡେଲିଆନ୍ ଉତ୍ତରାଧିକାରୀ |
ਗੰਦਗੀ,ମେଣ୍ଡେଲିଜିମ୍ |
ਮੈਨੈਂਡਲ ਦੀ ਵਿਰਾਸਤ ਦਾ ਕਾਨੂੰਨ,ମେଣ୍ଡେଲଙ୍କ ଉତ୍ତରାଧିକାରର ନିୟମ |
ਵਪਾਰੀ,ବାଣିଜ୍ୟ
ਪਾਰਾ,ମର୍କୁରୀ
ਬੇਰਹਿਮ,ମେରିସମରଣ
ਮੇਸੋਲਮੇਟ,ମିଆଁଲାକରଣ
Mesoderm,ମେସୋଡର୍ମ
ਮੇਸੋਫਿਲ,ମେସୋଫିଲ୍ |
ਮੇਸੋਫਾਈਟ,ମେସୋଫାଇଟ୍ |
ਮੇਸੋ-ਪਿਓਜ਼,ମେସୋସ୍-ପୋରସ୍ |
Mesospere,ମେସୋସସେର୍ |
ਮੈਸੇਂਜਰ ਆਰ ਐਨ ਏ (ਐਮ-ਆਰ ਐਨ ਏ),ମେସେଞ୍ଜର rna (m-rna)
Metabolism,ମେଟାବୋଲିଜିମ୍ |
Metabolites,ମେଟାବୋଲାଇଟ୍ |
ਧਾਤ ਦਾ ਡੈਮ,ଧାତୁ ଡ୍ୟାମ୍
ਮੈਟਾਮੋਰਫਿਕ ਚੱਟਾਨਾਂ,ମେଟାମୋର୍ଫିକ୍ ପଥର |
ਮੈਟਮੋਰਫੋਸਿਸ,ମେଟାମୋର୍ଫୋସିସ୍ |
ਮਛੂਤ,Metatafse
ਮੈਟਸਟ੍ਰਸਸ,ମେଟାଷ୍ଟ୍ରସ୍
ਪਾਚਕ,ମେଟାକ୍ସେନିଆ |
ਮੀਟਰ ਵਿਗਿਆਨ,ପାଣିପାଗ ବିଜ୍ଞାନ
ਮੈਥੇਮੋਗਲੋਬਿਨੇਮੀਆ,Methamemoblabinemia
Method ੰਗ ਪ੍ਰਦਰਸ਼ਨ,ପଦ୍ଧତି ପ୍ରଦର୍ଶନ
ਮੀਕਾ,ମିକା
ਮਾਈਕਰੋ ਬੇਸਿਨ,ମାଇକ୍ରୋ ବେସନ |
ਮਾਈਕਰੋ ਫੂਨਾ,ମାଇକ୍ରୋ ଫୁନା |
ਮਾਈਕਰੋਬ,ମାଇକ୍ରୋବେକ୍ |
ਮਾਈਕਰੋਬਾਇਲ ਬਾਇਓਮਾਸ ਕਾਰਬਨ,ମାଇକ୍ରୋବିଆଲ୍ ବାୟୋମାସ୍ କାର୍ବନ |
ਮਾਈਕਰੋਬਾਇਲ ਡੀਗ੍ਰੇਡੇਸ਼ਨ,ମାଇକ୍ରୋବାୟଲ୍ ଅବନତି |
ਮਾਈਕਰੋਬਾਇਲ ਕੀਟਨਾਸ਼ਕ,ମାଇକ୍ରୋବିଆଲ୍ କୀଟନାଶକ |
ਮਾਈਕਰੋਬਾਇਓਲੋਜੀ,ମାଇକ୍ରୋବାୟୋଲୋଜି |
ਮਾਈਕਰੋਬਾਇਟਿਕ,ମାଇକ୍ରୋବାୟୋଟିକ୍ |
ਮਾਈਕਰੋਕਲੀਮੇਟ,ମାଇକ୍ରୋକମେଣ୍ଟ |
ਮਾਈਕ੍ਰੋਜ਼ਵਾਇਸ਼ਨ,ମାଇକ୍ରୋନିଭ୍ରଏନସନ୍ |
ਮਾਈਕ੍ਰੋਫਲੋਰਾ,ମାଇକ୍ରୋଫ୍ଲୋରା |
ਮਾਈਕਰੋਗਾਮੇਟੋਜੀਨੇਸਿਸ,ମାଇକ୍ରୋଗମେତିଟେଜେଞ୍ଜେସିସ୍ |
ਮਾਈਕ੍ਰਿਤੀ,ମାଇକ୍ରୋରିଣ୍ଡେସନ୍ |
ਮਾਈਕ੍ਰੋਮੇਟੋਰੋਲੋਜੀ,ମାଇକ୍ରୋମେଟ୍ରାକୋଲୋଜି |
ਮਾਈਕਰੋਨਟੀਐਂਟ,ମାଇକ୍ରୋନ୍ୟୁଟ୍ରାଇନ୍ଏଣ୍ଟ୍ |
ਮਾਈਕ੍ਰੋਪੋਲਟ,ମାଇକ୍ରୋପ୍ଲଟ୍ |
ਮਾਈਕ੍ਰੋਫੋਰ,ମାଇକ୍ରୋପୋର
ਮਾਈਕ੍ਰੋਪਾਈਲ,ମାଇକ୍ରୋପାଇଲ୍ |
ਮਾਈਕਰੋਸਕੋਪੀ,ମାଇକ୍ରୋସ୍କୋପି |
ਮਾਈਕਰੋਸਪੋਰੋਰੀਅਮ,ମାଇକ୍ରୋସପୋରାଙ୍ଗସିୟମ୍ |
ਮਾਈਕਰੋਸਪੋਰ ਸਭਿਆਚਾਰ,ମାଇକ୍ରୋସପୋର ସଂସ୍କୃତି |
ਮਾਈਕਰੋਸਪੋਰ ਮਾਂ ਸੈੱਲ,ମାଇକ୍ରୋସପୋର ମାତା କକ୍ଷ |
ਮਾਈਕਰੋਸਪੋਰਸ,ମାଇକ୍ରୋସପୋର |
ਮਾਈਕ੍ਰੋਟੋਮ,ମାଇକ୍ରୋଟୋମେ |
ਮਾਈਕ੍ਰੋਟੋਗ੍ਰਾਫੀ,ମାଇକ୍ରୋଟୋପୋଗ୍ରାଫି |
ਮਿਡ-ਸੀਜ਼ਨ ਸੁਧਾਰ,ମଧ୍ୟମ ସିଜନ୍ ସଂଶୋଧନ |
ਮਾਈਗ੍ਰੇਸ਼ਨ,ସ୍ଥାନାନ୍ତରଣ
ਦੁੱਧ ਅਨਾਜ ਪੜਾਅ,କ୍ଷୀର ଶସ୍ୟ ପର୍ଯ୍ୟାୟ |
ਮਿਲਪੀਦ,ମିଲଲେପେଡେ |
ਮਿਲਟਸ,ମିଲେଟ୍ |
ਮਿਲਿੰਗ ਰਿਕਵਰੀ,ମିଲିଂ ପୁନରୁଦ୍ଧାର
ਮਿਲਿੰਗ,ମିଲ୍ କରିବା
ਖਣਿਜ ਪੋਸ਼ਣ,ମିନେରାଲ୍ ପୁଷ୍ଟିକର |
ਖਣਿਜ ਮਿੱਟੀ,ଖଣିଜ ମାଟି |
ਖਣਿਜ,ଖଜୁରୀ
ਖਣਿਜ,ଖଣିଜ ପଦାର୍ଥ
ਘੱਟੋ ਘੱਟ ਥਰਮਾਮੀਟਰ,ସର୍ବନିମ୍ନ ଥର୍ମୋମିଟର |
ਘੱਟੋ ਘੱਟ ਖੇਤ,ସର୍ବନିମ୍ନ ଟିଲଗ୍ |
ਮਾਮੂਲੀ ਫਸਲਾਂ,ଛୋଟ ଫସଲ
Miyotic ਇੰਡੈਕਸ,ମାଇଟୋିକ୍ ଇଣ୍ଡେକ୍ସ |
ਗਲਤ ਵਿਆਖਿਆ,ମିସିସନ୍ ମ୍ୟୁଟେସନ୍ |
ਧੁੰਦਲੀ ਸਿੰਚਾਈ,କୁହୁଡି ଜଳସେଚନ |
ਧੁੰਦ,କୁହୁଡି
ਮਾਈਟੋਚੋਂਡਰੀਆ,Mitochonrial
ਮੀਟੋਸਿਸ,ମିଟୋସାଇସ୍ |
ਮਿਟਸਚਰਲਿਚ ਦਾ ਕਾਨੂੰਨ,ମିଟର୍ଲିଚଙ୍କ ନିୟମ |
ਮਿਕਸਡ ਫਸਲ,ମିଶ୍ରିତ କ୍ରପ୍ |
ਮਿਕਸਡ ਖੇਤੀ,ମିଶ୍ରିତ ଚାଷ
ਮਿਕਸਡ ਖਾਦ,ମିଶ୍ରିତ ସାର
ਮਿਕਸਡ ਚਰਾਉਣ ਵਾਲੇ,ମିଶ୍ରିତ ଚରିବା |
ਮਿਕਸਡ ਸਵਰਡ,ମିଶ୍ରିତ ସୁଇପ୍ |
ਮਾਡਲ,ମଡେଲ୍
ਮਾਡਲਿੰਗ,ମଡେଲିଂ
ਸੰਸ਼ੋਧਿਤ ਵਾਤਾਵਰਣ ਪੈਕਜਿੰਗ,ପରିବର୍ତ୍ତିତ ବାତାବରଣ ପ୍ୟାକେଜିଂ |
ਨਮੀ ਉਪਲਬਧਤਾ ਇੰਡੈਕਸ,ଆର୍ଦ୍ରତା ଉପଲବ୍ଧତା ସୂଚକାଙ୍କ |
ਨਮੀ ਘਾਟਾ ਇੰਡੈਕਸ,ଆର୍ଦ୍ରତା ଅଭାବ ସୂଚକାଙ୍କ |
ਨਮੀ ਬਰਾਬਰ,ଆର୍ଦ୍ରତା ସମାନ |
ਨਮੀ ਸ਼ਾਸਨ,ଆର୍ଦ୍ର ଶାସନ |
ਨਮੀ ਜਾਰੀ ਕਰਵ,ଆର୍ଦ୍ରତା ରିଲିଜ୍ ବକ୍ର |
ਨਮੀ ਧਾਰਨ,ଆର୍ଦ୍ରତା ଧାରଣ
ਨਮੀ ਦਾ ਤਣਾਅ,ଆର୍ଦ୍ରତା ଚାପ |
ਨਮੀ ਤਣਾਅ,ଆର୍ଦ୍ରତା ଟେନସନ |
ਨਮੀ,ଆର୍ଦ୍ରତା
ਮੋਲਰ ਹੱਲ,ମୋଲାର ସମାଧାନ
ਗੁੜ,ଗୁଣ୍ଡ
ਮੋਲ ਡਰੇਨੇਜ,ମଲେ ଡ୍ରେନେଜ୍ |
ਅਣੂ ਜੀਵ ਵਿਗਿਆਨ,ମଲିକୁଲାର୍ ଜୀବବିଜ୍ଞାନ |
ਅਣੂ ਪ੍ਰਜਨਨ,ମଲିକୁଲାର୍ ପ୍ରଜନନ |
ਅਣੂ ਹਾਈਬ੍ਰਿਡਾਈਜ਼ੇਸ਼ਨ,ମଲିକୁଲାର ହାଇବ୍ରିଡାଇଜେସନ୍ |
ਮੋਲਸਕਾਈਡ,ମଲୁସିସିଏସ୍ |
ਮੁਦਰਾ ਲਾਭ ਇੰਡੈਕਸ (ਮਾਈ),ମୁଦ୍ରା ସୁବିଧା ସୂଚକାଙ୍କ (MAI)
ਮੋਨੋਕਲੋਨਲ ਐਂਟੀਬਾਡੀ,ମୋନୋକ୍ଲୋନାଲ୍ ଆଣ୍ଟିବଡି |
ਮੋਨੋਕੋਟਲੇਡਨਜ਼,Monocotyledlondon
ਮੋਨੋਕ੍ਰੋਪ (ਏਕਾਧਿਕਾਰ),ମୋନୋକ୍ରୋପ୍ (ମନୋବୃତ୍ତି)
ਮੋਨੋਇੰਸ,ମୋନୋମିୟର୍ |
ਮੋਨੋਸੇਨੇਸਿਸ,ମୋନୋଗେସିସ୍
ਮੋਨੋਹਾਇਬ੍ਰਿਡ,ମୋନୋହାଇବ୍ରାଇଡ୍ |
ਮੋਨੋਜ਼ੀਗੋਟਿਕ,ମୋନୋଜି ଗ୍ଲାଜିଟିକ୍ |
ਮੌਨਸੂਨ,ମ so ସୁମୀ |
ਮੋਂਟੀਮੋਰਿਲੋਨਾਈਟ,ମଣ୍ଟମୋରିଲିୟନାଇଟ୍ |
ਮੂਅਰ,ମୋର୍
ਮੋਰ,ମଦିନ ସକାଳ
ਮੋਰਗਨ ਯੂਨਿਟ,ମୋର୍ଗାନ୍ ୟୁନିଟ୍ |
ਮੋਰਫੋਜੀਨੇਸਿਸ,Morphogenesis
ਰੂਪ ਵਿਗਿਆਨਿਕ ਅਨੁਕੂਲਤਾ,Morphological ଆଡାପ୍ଟେସନ୍ |
ਰੂਪ ਵਿਗਿਆਨ,Morphology
ਗਿਰਵੀਨਾਮਾ,ବନ୍ଧକ
Mottle,ମୋଟର
ਪਿਘਲਣਾ,ଚଟାଣିବା
ਮੋਲਡ,ଛାଞ୍ଚ
ਮੋਲਿੰਗ,ମୁକାବିଲା
ਟੀਲਾ ਸਭਿਆਚਾਰ,ମୁଣ୍ଡ ସଂସ୍କୃତି |
ਸਭ ਤੋਂ ਵੱਧ ਪਰਤ,ମାଉଣ୍ଡ ଲେଜର |
ਕਮਰ,ମରୁଡ଼ି
ਕਣਕ,କାଟିବା
ਮੁਖੜਾ,ମୁକିଲଜ୍ |
ਚੁੱਪ ਮਿੱਟੀ,ମକ୍ ମୃତ୍ତିକା |
ਚਿੱਕੜ,କାଦୁଅ
ਮਫਲ,ମଫଲ
ਮਲਚ ਦੀ ਖੇਤੀ,ମଲଚ ଚାଷ
ਮਲਚ ਦਾ ਖੇਤ,ମଲଚ୍ ଟିଲଗେଜ୍ |
ਮਲਚ,ମଲଚ
ਮਲਚਿੰਗ,ମଲଚିଂ |
Mull,ମୁଲ୍
ਮਲਟੀ ਮੰਜ਼ਿਲ ਦੀ ਫਸਲ,ମଲ୍ଟି ଷ୍ଟୋରୀ କ୍ରପ୍ |
ਮਲਟੀਪਲ ਸੰਬੰਧ,ଏକାଧିକ ସମ୍ପର୍କ |
ਮਲਟੀਪਲ ਫਸਲਿੰਗ,ଏକାଧିକ ଫସଲ
ਮਲਟੀਪਲ ਫਸਲਿੰਗ ਇੰਡੈਕਸ,ଏକାଧିକ କ୍ରପ୍ ଇଣ୍ଡେକ୍ସ |
ਮਲਟੀਪਲ ਕਰਾਸ,ଏକାଧିକ କ୍ରସ୍ |
ਕਈ ਵਿਰੋਧ,ଏକାଧିକ ପ୍ରତିରୋଧ
ਮਲਟੀਵਾਇਰੈਟ,ମଲ୍ଟିଭାରୀ
ਮਲਟੀਜੀਜੋਟਿਕ,ବହୁମୁଖୀ |
ਮੰਮੀ,ମମିଫିକେସନ୍ |
ਭੜਕਿਆ ਫਲ,ମୂଖ୍ୟ ଫଳ |
ਮਸਕੋਵਾਈਟ,ମୁସ୍କୋଭାଇଟ୍ |
ਖੁੰਭ,ମୂଷା
ਵਿਗਾੜ,ମୁଟାଗେନ୍ |
ਪਰਿਵਰਤਨ,ମୁଟିଆଣ୍ଟ |
ਪਰਿਵਰਤਨ,ମୁଟିସନ୍ |
ਆਪਸੀ ਰੋਕ,ମ୍ୟୁଚୁଆଲ୍ ପ୍ରତିବନ୍ଧକ |
ਮਹਿਲਾ,ମ୍ୟୁଚୁଆଲଜ
Mycelium,ମାଇସେଲିୟମ୍
ਮਾਈਕੋਲੋਜੀ,ମାଇକୋଲୋଜି |
ਮਾਈਕੋਪਲਾਸਮਾ,MyCoplaSma
ਮਾਈਕੋਰਿਹਿਜ਼ਾ,Mycorrihiza
ਗਦਾ,ମାସ୍
ਮਦਰ,ମାଦର |
ਮਧੁਦਾਸ,ମାଡାହାକା |
ਮੱਕੀ,ମେକାଇଜ୍
ਮੱਖਣ,ମାକାନାରୁ ମାକାନା |
ਮੈਂਡਰਿਨ,ମାଣ୍ଡାରିନ୍ |
ਅੰਬ ਜ਼ਿੰਜਰ,ଆମ୍ବ ରୋଟିର୍ |
ਅੰਬ,ଆମ୍ବ
"ਮਾਰਗੋਸਾ, ਨਿੰਮ","ମାର୍ଗୋସା, ନେମେ |"
ਮੈਰੀਗੋਲਡ,ମାରିଗୋଲ୍ଡ |
ਮਸਤਾਂ ਦਾ ਰੁੱਖ,ମାଷ୍ଟିକ୍ ଗଛ |
ਮਰਲਿਲ,ମେରିଲ୍
ਮੇਸਟਾ,ମେସ୍ତା |
ਪੁਦੀਨੇ,ମେଣ୍ଟ
ਮੋਲੂਕਾ ਬੀਨ,ମୋଲୋକା ବିନ୍ |
ਬਾਂਦਰ ਜੈਕ,ମାଙ୍କଡ଼ ଜ୍ୟାକ |
ਮੋਰਿੰਗਾ,ମୋରିଙ୍ଗା
ਸਵੇਰ ਦੀ ਮਹਿਮਾ (ਕਨਵਾਈਟਰੋਲਵੂਲਸ),ସକାଳ ଗ glory ରବ (convolvulus)
ਮੋਸਮਬੀ,ମସବବି
ਕੀੜਾ ਬੀਨ,ପୋକ ବିନ୍
ਮਲਬੇਰੀ,ମୁଲବେରୀ |
ਖੁੰਭ,ମୂଷା
ਮਸ਼ਕ,ମୁସ୍କର ମେଲନ୍ |
ਹੰਕਾਰੀ,ମୂଷା
ਰਾਈ,ସୋରିଷ |
ਮਰਟਲ,ମିରଟ
ਮੈਪਿਅਰ ਘਾਹ,ମାନଚିତ୍ର ଗ୍ରୀନ୍ ଘାସ |
Maly ਬੱਗ,Mealy ବଗ୍ |
ਮਿਜ,ମିଡଜ
ਦੇਕਣ,ମାଇଟ୍
