Kannada,Assamese
ರಕ್ಷಣೆ,সুৰক্ষা
ಶಿಷ್ಟಾಚಾರ,প্ৰট&#39;কল
ಪ್ರೋಟೋಕಾಲ್ ಅನುವಾದ,প্ৰট&#39;কল অনুবাদ
ಹುಸಿ ಕೋಡ್,ছ্যুডো ক&#39;ড
ಸಾರ್ವಜನಿಕ ಡೇಟಾ ನೆಟ್ವರ್ಕ್,ৰাজহুৱা তথ্য নেটৱৰ্ক
ಸಾರ್ವಜನಿಕ ಡೊಮೇನ್,ৰাজহুৱা ডমেইন
ಸಾರ್ವಜನಿಕ ಕೀ ಎನ್ಕ್ರಿಪ್ಟಿಂಗ್,ৰাজহুৱা কি&#39; এনক্ৰিপটিং
ನಾಡಿ,নাড়ী
ಪಲ್ಸ್ ಕೋಡ್ ಮಾಡ್ಯುಲೇಶನ್,পালছ ক&#39;ড মডুলেচন
ಪಲ್ಸ್ ಡಿಜಿಟಲ್ ಮಾಡ್ಯುಲೇಶನ್ (PDM),পালছ ডিজিটেল মডুলেচন (PDM)
ನಾಡಿ ರೈಲು,পালছ ট্ৰেইন
ವಿರಾಮಚಿಹ್ನೆ,বিৰাম চিহ্ন
ತಳ್ಳು,হেঁচ
ಆಟೋಮ್ಯಾಟಾವನ್ನು ಕೆಳಗೆ ತಳ್ಳಿರಿ,push down automata
ಪುಷ್ಅಪ್ ಪಟ್ಟಿ,pushup তালিকা
ಕ್ವಾಡ್ ಸಾಂದ್ರತೆ,quad ঘনত্ব
ಅರ್ಹತೆ,অৰ্হতা
ಕ್ವಾಂಟಿಫೈಯರ್,কোৱান্টিফায়াৰ
ಪ್ರಮಾಣೀಕರಿಸು,কোৱাণ্টাইজ কৰক
ಕ್ವಾಂಟೈಸರ್,কোৱাণ্টাইজাৰ
ಕ್ವಾಂಟಮ್,কোৱাণ্টাম
ಕ್ವಾಂಟಮ್ ಗಡಿಯಾರ,কোৱাণ্টাম ঘড়ী
ಕ್ವಾಂಟಮ್ ಕಂಪ್ಯೂಟಿಂಗ್,কোৱাণ্টাম কম্পিউটিং
ಉದಾಹರಣೆಯ ಮೂಲಕ ಪ್ರಶ್ನಿಸಿ,উদাহৰণৰ দ্বাৰা প্ৰশ্ন কৰক
ಪ್ರಶ್ನೆ,প্ৰশ্ন
ಪ್ರಶ್ನೆ ಭಾಷೆ,প্ৰশ্ন ভাষা
ಪ್ರಶ್ನೆ ಪ್ರಕ್ರಿಯೆ,প্ৰশ্ন প্ৰক্ৰিয়াকৰণ
ಸರತಿ,লানি পতা
ಕ್ಯೂ ನಿರ್ವಹಣೆ,শাৰী ব্যৱস্থাপনা
ಕ್ಯೂ ರಿಜಿಸ್ಟರ್,শাৰী পঞ্জীয়ন
ಸರತಿ ಜಾಲ,শাৰীবদ্ধ নেটৱৰ্ক
ಕ್ಯೂನಿಂಗ್ ಸಿದ್ಧಾಂತ,queuining তত্ত্ব
ತ್ವರಿತ ಪ್ರವೇಶ ಮೆಮೊರಿ,দ্ৰুত প্ৰৱেশ স্মৃতিশক্তি
ಕ್ವಾಟಿಯಂಟ್,ভাগফল
ರೇಡಿಯೋ ಆವರ್ತನ ಹಸ್ತಕ್ಷೇಪ (RFI),ৰেডিঅ&#39; কম্পাঙ্ক হস্তক্ষেপ (RFI)
ರಾಡಿಕ್ಸ್,ৰেডিক্স
ಯಾದೃಚ್ಛಿಕ ಪ್ರವೇಶ ಕಂಪ್ಯೂಟರ್ ಉಪಕರಣಗಳು (RACE),ৰেণ্ডম এক্সেছ কম্পিউটাৰ সঁজুলি (RACE)
ಯಾದೃಚ್ಛಿಕ ಪ್ರವೇಶ ಮೆಮೊರಿ (RAM),ৰেণ্ডম এক্সেছ মেমৰি (RAM)
ಯಾದೃಚ್ಛಿಕ ಸ್ಕ್ಯಾನ್,ৰেণ্ডম স্কেন
ರಾಸ್ಟರ್,ৰাষ্টাৰ
ರಾಸ್ಟರ್ ಸ್ಕ್ಯಾನ್,ৰেষ্টাৰ স্কেন
ಮರು ಎಂಜಿನಿಯರಿಂಗ್,re অভিযান্ত্ৰিকীকৰণ
ಮರು ಹಿಗ್ಗುವಿಕೆ,পুনৰ বৃদ্ধি
ತಲುಪುವಿಕೆ,ৰিচেবিলিটি
ಓದು,পঢ়া
ತಲೆ ಓದಿದೆ,মূৰ পঢ়া
ಓದಲು ಮಾತ್ರ,কেৱল পঢ়ক
ಓದಲು ಮಾತ್ರ ಸ್ಮರಣೆ,কেৱল পঢ়া স্মৃতিশক্তি
ತಲೆ ಓದಿ ಬರೆಯಿರಿ,পঢ়া লিখা মূৰ
ಓದುವ/ಬರೆಯುವ ಚಕ್ರ,পঢ়া/লিখা চক্ৰ
ತಲೆ ಓದಲು/ಬರೆಯಲು,পঢ়া/লিখা মূৰ
ಓದು ಬರೆ,পঢ়া/লিখা
ಓದುಗ,পাঠক
ಓದುವುದು,পঢ়ি থকা
ಓದು-ಹೊರಗೆ,ৰিড-আউট
ನಿಜವಾದ,বাস্তৱ
ನೈಜ ಸಮಯದ ಸಂಸ್ಕರಣೆ,ৰিয়েল টাইম প্ৰচেছিং
ರಿಸೀವರ್,গ্ৰাহক
ಗುರುತಿಸುವಿಕೆ ತರ್ಕ,চিনাক্তকৰণ যুক্তি
ಪುನಃ ಕಂಪೈಲ್ ಮಾಡಿ,পুনৰ কম্পাইল কৰক
ರೆಕಾರ್ಡ್ ಮಾಡಿ,নথিভুক্ত
ರೆಕಾರ್ಡಿಂಗ್ ತಲೆ,ৰেকৰ্ডিং হেড
ಮರುಪಡೆಯಬಹುದಾದ ದೋಷ,পুনৰুদ্ধাৰযোগ্য ভুল
ಚೇತರಿಕೆ,পুনৰুদ্ধাৰ
ರಿಕರ್ಸಿಮ್ ಪ್ರಮೇಯ,পুনৰাবৃত্তি উপপাদ্য
ಪುನರಾವರ್ತನೆ,পুনৰাবৃত্তি
ಪುನರಾವರ್ತಿತ ಕಾರ್ಯ,পুনৰাবৃত্তিমূলক ফলন
ಕಡಿಮೆ ಸೂಚನಾ ಸೆಟ್ ಕಂಪ್ಯೂಟರ್ (RISC),হ্ৰাস কৰা নিৰ্দেশনা ছেট কম্পিউটাৰ (RISC)
ಪುನರಾವರ್ತನೆ,অতিৰিক্ততা
ಸ್ವತಂತ್ರ ಡಿಸ್ಕ್ಗಳ ಅನಗತ್ಯ ಶ್ರೇಣಿ (RAID),স্বতন্ত্ৰ ডিষ্কসমূহৰ অতিৰিক্ত এৰে (RAID)
ಮರು ಪ್ರವೇಶ,পুনৰ প্ৰৱেশকাৰী
ಮರು ಪ್ರವೇಶ ಕೋಡ್,পুনৰ প্ৰৱেশকাৰী ক&#39;ড
ಉಲ್ಲೇಖ,সন্দৰ্ভ
ಉಲ್ಲೇಖದ ಸಮಗ್ರತೆ,ৰেফাৰেন্সিয়েল অখণ্ডতা
ಪ್ರತಿಫಲನ,প্ৰতিফলনশীলতা
ಪ್ರತಿಫಲನ,প্ৰতিফলন
ವಕ್ರೀಭವನ,বিবৰ্তন
ರಿಫ್ರೆಶ್ ಮಾಡಿ,সতেজ কৰক
ಪುನರುತ್ಪಾದನೆ,পুনৰুত্পাদন
ನೋಂದಣಿ,পঞ্জীয়ন কৰা
ನಿಯಮಿತ ವ್ಯಾಕರಣ,নিয়মীয়া ব্যাকৰণ
ಸಂಬಂಧ,সম্পৰ্ক
ಸಂಬಂಧಿತ ಡೇಟಾಬೇಸ್,সম্পৰ্কীয় ডাটাবেছ
ಸಂಬಂಧಿತ ಡೇಟಾಬೇಸ್ ನಿರ್ವಹಣಾ ವ್ಯವಸ್ಥೆ (RDBMS),সম্পৰ্কীয় ডাটাবেছ ব্যৱস্থাপনা ব্যৱস্থা (RDBMS)
ಸಂಬಂಧಿತ ಮಾದರಿ,সম্পৰ্কীয় আৰ্হি
ಸಂಬಂಧಿ,সম্পৰ্কীয়
ಸಂಬಂಧಿತ ವಿಳಾಸ,আপেক্ষিক সম্বোধন
ರಿಲೇ,ৰিলে
ವಿಶ್ವಾಸಾರ್ಹತೆಯ ಮಾಡೆಲಿಂಗ್,নিৰ্ভৰযোগ্যতা মডেলিং
ವಿಶ್ವಾಸಾರ್ಹ,নিৰ্ভৰযোগ্য
ಸ್ಥಳಾಂತರಿಸಬಹುದಾದ ಕೋಡ್,স্থানান্তৰযোগ্য ক&#39;ড
ರಿಮೋಟ್,দূৰৱৰ্তী
ರಿಮೋಟ್ ಹೋಸ್ಟ್,দূৰৱৰ্তী গৃহস্থ
ದೂರಸ್ಥ ಉದ್ಯೋಗ ಪ್ರವೇಶ,দূৰৱৰ্তী চাকৰি প্ৰৱেশ
ರಿಮೋಟ್ ಲಾಗ್-ಇನ್,দূৰৱৰ্তী লগ-ইন
ರಿಮೋಟ್ ಪ್ರೊಸೀಜರ್ ಕರೆ (RPC),দূৰৱৰ্তী প্ৰক্ৰিয়া কল (RPC)
ದೂರ ಸಂವೇದಿ,ৰিম&#39;ট চেন্সিং
ಮರುಹೆಸರಿಸು,নাম সলনি কৰক
ರೆಂಡರಿಂಗ್,ৰেণ্ডাৰ কৰা
ಪುನರಾವರ್ತಕ,ৰিপিটাৰ
ಉತ್ತರಿಸು,প্ৰত্যুত্তৰ
ವಿನಂತಿ,অনুৰোধ
ಕಾಮೆಂಟ್‌ಗಳಿಗಾಗಿ ವಿನಂತಿ (RFC),মন্তব্যৰ বাবে অনুৰোধ (RFC)
ವಿನಂತಿ / ಪ್ರತ್ಯುತ್ತರ ಪ್ರೋಟೋಕಾಲ್,অনুৰোধ/উত্তৰ প্ৰট&#39;কল
ಮರುಚಾಲನೆ ಕಾರ್ಯಕ್ರಮ,প্ৰগ্ৰেম পুনৰ চলাওক
ಸಂಶೋಧನೆ,গৱেষণা
ಮರುಹೊಂದಿಸುವ ಚಕ್ರ,ৰিছেট চক্ৰ
ನಿವಾಸಿ,বাসিন্দা
ರೆಸಲ್ಯೂಶನ್,সংকল্প
ಸಂಪನ್ಮೂಲಗಳು,সম্পদসমূহ
ಪ್ರತಿಕ್ರಿಯೆ ಸಮಯ,সঁহাৰি সময়
ಪುನರಾರಂಭದ,পুনৰাৰম্ভ কৰক
ಮರುಸ್ಥಾಪಿಸಿ,পুনৰ সঞ্চয় কৰা
ಹಿಂಪಡೆಯಿರಿ,পুনৰ অনুসন্ধান কৰক
ಮರುಪ್ರಸಾರ,পুনৰ সংক্ৰমণ
ಹಿಂಪಡೆಯಲು,উদ্ধাৰ কৰা
ಮರುಪ್ರಯತ್ನಿಸಿ,পুনৰ চেষ্টা কৰক
ಹಿಂತಿರುಗಿ,উভতাই দিয়া
ರಿಟರ್ನ್ ಕೋಡ್,ক&#39;ড ঘূৰাই দিয়ক
ರಿಟರ್ನ್ ಕೀ,ৰিটাৰ্ণ কি&#39;
ಮರುಬಳಕೆ ಮಾಡಬಹುದಾದ ಕೋಡ್,পুনৰ ব্যৱহাৰযোগ্য ক&#39;ড
ಪುನಃ ಬರೆಯಬಹುದಾದ,পুনৰ লিখিব পৰা
RGB ಮಾನಿಟರ್,RGB মনিটৰ
ರಿಬ್ಬನ್,ফিতা
ಸರಿಯಾದ ಸಮಸ್ಯೆ,সঠিক বিষয়
ರೋಬೋಟ್,ৰবট
ರೊಬೊಟಿಕ್ಸ್,ৰবটিক্স
ದೃಢವಾದ,মজবুত
ಪಾತ್ರ,ভূমিকা
ಹಿಂತಿರುಗಿ,ৰোল বেক
ರೋಲ್ ಇನ್,ৰোল ইন
ರೋಲ್ ಔಟ್,ৰোল আউট
ರಾಮ್,ৰম
ಬೇರು,শিপা
ಮೂಲ ಡೈರೆಕ್ಟರಿ,ৰূট ডাইৰেকটৰি
ದೋಷದ ಸುತ್ತಿನ,ভুলৰ ৰাউণ্ড
ರೂಟರ್,ৰাউটাৰ
ರೂಟಿಂಗ್,ৰুটিং
RS232C ಇಂಟರ್ಫೇಸ್,RS232C আন্তঃপৃষ্ঠ
RSA ಗೂಢಲಿಪೀಕರಣ,RSA এনক্ৰিপচন
ಆರ್.ಟಿ.ಸಿ,আৰ টি চি
ರನ್ ಉದ್ದದ ಎನ್ಕೋಡಿಂಗ್,দৈৰ্ঘ্যৰ এনকোডিং চলাওক
ರನ್ ಸಮಯ,ৰান টাইম
ರನ್ ಸಮಯದ ದೋಷ,ৰান টাইম ত্ৰুটি
ಮಾದರಿ,নমুনা
ಮಾದರಿ,নমুনা সংগ্ৰহ কৰা
ಉಪಗ್ರಹ,উপগ্ৰহ
ಸ್ಯಾಚುರೇಟಿಂಗ್,চেচুৰেটিং
ಉಳಿಸಿ,সঞ্চয় কৰা
ಸ್ಕೇಲೆಬಿಲಿಟಿ,স্কেলেবিলিটি
ಸ್ಕೇಲಾರ್,স্কেলাৰ
ಸ್ಕ್ಯಾನಿಂಗ್,স্কেনিং কৰা
ಸನ್ನಿವೇಶ,দৃশ্যপট
ಶೆಡ್ಯೂಲರ್,সূচীকাৰক
ಸ್ಕ್ರೀನ್ ಇಮೇಜ್ ಪ್ರೊಜೆಕ್ಟರ್,স্ক্ৰীণ ইমেজ প্ৰজেক্টৰ
ಸ್ಕ್ರಿಪ್ಟ್,চিত্ৰনাট্য
ಸ್ಕ್ರಿಪ್ಟಿಂಗ್ ಭಾಷೆ,লিপিৰ ভাষা
ಸ್ಕ್ರೋಲಿಂಗ್,স্ক্ৰলিং কৰা
SDLC (ಸಿಕ್ರೊನಸ್ ಡೇಟಾ ಲಿಂಕ್ ನಿಯಂತ್ರಣ),SDLC (সমকালীন তথ্য সংযোগ নিয়ন্ত্ৰণ)
ಹುಡುಕಿ Kannada,সন্ধান
ಹುಡುಕಾಟ ಎಂಜಿನ್,চাৰ্চ ইঞ্জিন
ಹುಡುಕಾಟ ಮರ,search tree
ಹುಡುಕಲಾಗುತ್ತಿದೆ,সন্ধান কৰি আছে
ದ್ವಿತೀಯ,মাধ্যমিক
ವಲಯ,খণ্ড
ಭದ್ರತಾ ನೀತಿ,সুৰক্ষা নীতি
ಸಮಯ ಹುಡುಕುವುದು,সময় বিচাৰিব
ವಿಭಾಗ,ছেগমেণ্ট
ವಿಭಜನೆ,ছেগমেণ্টেচন
ಆಯ್ಕೆಯ ರೀತಿಯ,নিৰ্বাচন সজাই পৰাই তোলা
ಸ್ವಯಂ ಒಳಗೊಂಡಿರುವ,self contained
ಶಬ್ದಾರ್ಥಶಾಸ್ತ್ರ,অৰ্থবিজ্ঞান
ಸೆಮಾಫೋರ್,চেমাফোৰ
ಸೆಮಿಕಂಡಕ್ಟರ್,অৰ্ধপৰিবাহী
ಶಬ್ದಾರ್ಥದ ವೆಬ್,চেমন্টিক ৱেব
ಅನುಕ್ರಮ ಪ್ರವೇಶ ವಿಧಾನ,ক্ৰমিক অভিগম পদ্ধতি
ಧಾರಾವಾಹಿ,ছিৰিয়েল
ಧಾರಾವಾಹಿ,ছিৰিয়েলাইজাৰ
ಸರ್ವರ್,চাৰ্ভাৰ
ಸರ್ವರ್ ಕ್ರ್ಯಾಶ್,চাৰ্ভাৰ ক্ৰেচ
ಸರ್ವರ್ ಪರವಾನಗಿ,চাৰ্ভাৰ অনুজ্ঞাপত্ৰ
ಸರ್ವೋ ಗುಣಕ,চাৰ্ভো বহুগুণক
ಹೊಂದಿಸಿ,স্থাপন কৰা
ಸೆಟ್ ಪಾಯಿಂಟ್,ছেট পইণ্ট
ಸ್ಥಾಪಿಸಿದರು,স্থাপন কৰা
ನೆರಳು,ছাঁ পৰা ঠাই
ಛಾಯೆ,ছাঁ দিয়া
ನೆರಳು,ছাঁ
ಫೈಲ್ ಹಂಚಿಕೊಳ್ಳಿ,ফাইলটো শ্বেয়াৰ কৰক
ಹಂಚಿಕೆಯ ಪ್ರವೇಶ,অংশীদাৰী অভিগম
ಹಂಚಿಕೆ,ভাগ কৰি দে
ಶೆಲ್,খোলা
ಶಿಫ್ಟ್ ಪಾತ್ರ,শিফ্ট চৰিত্ৰ
ಶಾರ್ಟ್ ಸರ್ಕ್ಯೂಟ್,শ্বৰ্ট চাৰ্কিট
ಸಣ್ಣ ಸೂಚನೆ,চুটি নিৰ্দেশনা
ಒಡಹುಟ್ಟಿದವರು,সহোদৰ
ಅಡ್ಡ ಪರಿಣಾಮ,পাৰ্শ্বক্ৰিয়া
ಸೈನ್ ಬಿಟ್,sign bit
ಸಿಗ್ನಲ್,সংকেত
ಸಿಗ್ನಲ್ ಸಂಸ್ಕರಣೆ,সংকেত প্ৰক্ৰিয়াকৰণ
ಸಿಗ್ನಲಿಂಗ್,সংকেত প্ৰদান কৰা
ಸಿಗ್ನಲ್-ಟು-ಶಬ್ದ ಅನುಪಾತ,সংকেত-শব্দ অনুপাত
ಸಹಿ,চহী
ಸಹಿ ಪರೀಕ್ಷೆ,স্বাক্ষৰ পৰীক্ষণ
ಗಮನಾರ್ಹ ಅಂಕಿ,উল্লেখযোগ্য অংক
ಸಿಲಿಕಾನ್ ಚಿಪ್,ছিলিকন চিপ
ಸರಳ ಮೇಲ್ ವರ್ಗಾವಣೆ ಪ್ರೋಟೋಕಾಲ್ (SMTP),সৰল মেইল স্থানান্তৰ প্ৰটোকল (SMTP)
ಸಿಂಪ್ಲೆಕ್ಸ್,ছিমপ্লেক্স
ಸಿಂಪ್ಲೆಕ್ಸ್ ನೋಡ್,simplex ন&#39;ড
ಸಿಮ್ಯುಲೇಶನ್,চিমুলেচন
ಸಿಮ್ಯುಲೇಟರ್,চিমুলেটৰ
ಏಕಕಾಲಿಕ,একে লগে
ಏಕಕಾಲಿಕ ಸಂಸ್ಕರಣೆ,একেলগে প্ৰক্ৰিয়াকৰণ
ಸಿಂಗಲ್ಟನ್,চিংগলটন
ಸೈಟ್ ಪರವಾನಗಿ,চাইট অনুজ্ঞাপত্ৰ
ಗಾತ್ರ,আকাৰ
ಗಾತ್ರ,আকাৰ নিৰ্ধাৰণ
ಸ್ಕೆಚಿಂಗ್,স্কেচিং
ಬಿಟ್ಟುಬಿಡಿ,বাদ দিয়া
ಸ್ಕಿಪ್ಪಿಂಗ್,এৰি দিয়া হৈছে
ಸ್ಲ್ಯಾಷ್,স্লেছ
ಗುಲಾಮ ಕಂಪ್ಯೂಟರ್,স্লেভ কম্পিউটাৰ
ಸ್ಲೈಡಿಂಗ್ ವಿಂಡೋ ಪ್ರೋಟೋಕಾಲ್,স্লাইডিং উইন্ডো প্ৰটোকল
ಸ್ಲಿಪ್,পিছলা
ಸ್ಲಾಟ್,ছাঁদ
ಸಣ್ಣ ಕಂಪ್ಯೂಟರ್ ಸಿಸ್ಟಮ್ ಇಂಟರ್ಫೇಸ್ (SCSI),সৰু কম্পিউটাৰ ব্যৱস্থাপ্ৰণালীৰ আন্তঃপৃষ্ঠ (SCSI)
ಸ್ಮಾರ್ಟ್ ಕಾರ್ಡ್,স্মাৰ্ট কাৰ্ড
ನಿಧಾನ ಅಂಚೆ,শামুক মেইল
ಸ್ನ್ಯಾಪ್‌ಶಾಟ್,স্নেপশ্বট
ಸಾಫ್ಟ್ ಕಂಪ್ಯೂಟಿಂಗ್,চফ্ট কম্পিউটিং
ವಿದ್ಯುನ್ಮಾನ ಪ್ರತಿ,চফ্ট কপি
ಮೃದುವಾದ ಫಾಂಟ್,কোমল ফন্ট
ಸಾಫ್ಟ್ವೇರ್,ছ’ফ্টৱেৰ
ಸಾಫ್ಟ್ವೇರ್ ಎಂಜಿನಿಯರಿಂಗ್,চফট্ ৱেৰ ইঞ্জিনিয়াৰিং
ಸಾಫ್ಟ್ವೇರ್ ಪರವಾನಗಿ,চফ্টৱেৰ অনুজ্ঞাপত্ৰ
ಸಾಫ್ಟ್ವೇರ್ ಪೈರಸಿ,চফ্টৱেৰ পাইৰেচি
ಸ್ಪೆಕ್ಟ್ರಮ್,বৰ্ণালী
ಸುರುಳಿಯಾಕಾರದ,সৰ্পিল
ಸ್ಪ್ರೆಡ್ಶೀಟ್,স্প্ৰেড শ্বীট
ಪ್ರಮಾಣಿತ,মানদণ্ড
ಪ್ರಮಾಣಿತ ಸಾಮಾನ್ಯೀಕರಿಸಿದ ಮಾರ್ಕ್ಅಪ್ ಭಾಷೆ (SGML),প্ৰামাণিক সাধাৰণীকৃত মাৰ্কআপ ভাষা (SGML)
ಪ್ರಮಾಣೀಕರಣ,প্ৰামাণিককৰণ
ಸ್ಟ್ಯಾಂಡ್ಬೈ ಸಮಯ,ষ্টেণ্ডবাই সময়
ಸ್ಟಾರ್ LAN,ষ্টাৰ লেন
ನಕ್ಷತ್ರ ಸ್ಥಳಶಾಸ್ತ್ರ,তৰা টপোলজি
ಪ್ರಾರಂಭಿಸಿ ಬಿಟ್,ষ্টাৰ্ট বিট
ಹಸಿವು,অনাহাৰ
ಸ್ಥಿರ ಸ್ಮರಣೆ&#39;,ষ্টেটিক মেমৰি&#39;
ಸ್ಥಿತಿ ಚಾನಲ್,ষ্টেটাছ চেনেল
ಹಂತದ ಗಾತ್ರ,ষ্টেপৰ আকাৰ
ನಿಲ್ಲಿಸಿ ಮತ್ತು ಕಾಯಿರಿ ಪ್ರೋಟೋಕಾಲ್,বন্ধ কৰক আৰু অপেক্ষা কৰক প্ৰট&#39;কল
ಸ್ಟಾಪ್ ಕೋಡ್,ষ্টপ ক&#39;ড
ಸ್ಟಾಪ್ ಕೀ,বন্ধ কি&#39;
ಶೇಖರಣಾ ಸಾಮರ್ಥ್ಯ,সংৰক্ষণযোগ্যতা
ಸಂಗ್ರಹಿಸಲಾದ ಪ್ರೋಗ್ರಾಂ,সংৰক্ষিত প্ৰগ্ৰেম
ಸ್ಟ್ರಿಂಗ್ ಡೇಟಾ,ষ্ট্ৰিং ডাটা
ರಚನಾತ್ಮಕ ಕೋಡಿಂಗ್,গঠনমূলক ক&#39;ডিং
ರಚನಾತ್ಮಕ ಪ್ರಶ್ನೆ ಭಾಷೆ (SQL),গঠনমূলক প্ৰশ্ন ভাষা (SQL)
ಶೈಲಿ ಹಾಳೆ,ষ্টাইল শ্বীট
ಉಪ ಡೈರೆಕ್ಟರಿ,উপ-ডাইৰেকটৰি
ಸಬ್ನೆಟ್,চাবনেট
ಉಪವೃಕ್ಷ,উপবৃক্ষ
ಸಾರಾಂಶ,সাৰাংশ
ಸೂಪರ್ ಕಂಪ್ಯೂಟರ್,চুপাৰ কম্পিউটাৰ
ಸೂಪರ್ ಕಂಪ್ಯೂಟಿಂಗ್,চুপাৰ কম্পিউটিং
ಸೂಪರ್ ಕೀ,চুপাৰ কী
ಸೂಪರ್ ಬಳಕೆದಾರ,চুপাৰ ইউজাৰ
ಮೇಲ್ವಿಚಾರಣೆಯ ಕಲಿಕೆ,তত্বাৱধানত শিক্ষণ
ಬೆಂಬಲ ಚಿಪ್,সমৰ্থন চিপ
ಸರ್ಫ್,চাৰ্ফ
ಸರ್ಫಿಂಗ್,চাৰ্ফিং
ಸ್ವ್ಯಾಪ್ ಮಾಡಿ,অদলবদল
ವಿನಿಮಯ ಮಾಡಿಕೊಳ್ಳಿ,শ্বেপ ইন
ವಿನಿಮಯ ಮಾಡಿಕೊಳ್ಳಿ,শ্বেপ আউট
ವಿನಿಮಯ,শ্বেপিং
ಬದಲಾಯಿಸಿದ ನೆಟ್ವರ್ಕ್,চুইচ কৰা নেটৱাৰ্ক
ಸ್ವಿಚಿಂಗ್,চুইচিং কৰা
ಸ್ವಿಚಿಂಗ್ ಸಿದ್ಧಾಂತ,চুইচিং তত্ত্ব
ಸಾಂಕೇತಿಕ ಪ್ರೋಗ್ರಾಮಿಂಗ್,প্ৰতীকী প্ৰগ্ৰেমিং
ಸಿಂಕ್ರೊನೈಸೇಶನ್,সমন্বয়
ಸಿಂಕ್ರೊನೈಸರ್,সমন্বয়ক
ಸಿಂಕ್ರೊನಸ್,সমকালীন
ಸಿಂಕ್ರೊನಸ್ ಡಿಜಿಟಲ್ ಶ್ರೇಣಿ ವ್ಯವಸ್ಥೆ (SDH),সমকালীন ডিজিটেল হাইৰাৰ্কি (SDH)
ಸಿಂಟ್ಯಾಕ್ಸ್ ವಿಶ್ಲೇಷಣೆ,বাক্যবিন্যাস বিশ্লেষণ
ಸಿಸ್ಟಮ್ ವಿಶ್ಲೇಷಣೆ,ব্যৱস্থা বিশ্লেষণ
ಸಿಸ್ಟಮ್ ಎಂಜಿನಿಯರಿಂಗ್,চিষ্টেম ইঞ্জিনিয়াৰিং
ಸಿಸ್ಟಮ್ ಹ್ಯಾಕರ್,চিস্টেম হেকাৰ
ಸಿಸ್ಟಮ್ ಇಂಟಿಗ್ರೇಟರ್,চিস্টেম ইন্টিগ্ৰেটৰ
ಸಿಸ್ಟಮ್ ಲಾಗ್,চিস্টেম লগ
ಸಿಸ್ಟಮ್ ಮಾಸ್ಕ್,চিস্টেম মাস্ক
ಸಿಸ್ಟಮ್ ನೆಟ್ವರ್ಕ್ ಆರ್ಕಿಟೆಕ್ಚರ್ (SNA),চিস্টেম নে&#39;টৱৰ্ক স্থাপত্য (SNA)
ಸಿಸ್ಟಮ್ ಪ್ರೋಗ್ರಾಮರ್,চিস্টেম প্ৰগ্ৰেমাৰ
ಸಿಸ್ಟಮ್ ಮರುಪ್ರಾರಂಭಿಸಿ,ব্যৱস্থাপ্ৰণালী পুনৰাৰম্ভ কৰক
ಸಿಸ್ಟಮ್ ಸ್ಥಗಿತಗೊಳಿಸುವಿಕೆ,চিস্টেম বন্ধ কৰা
ಸಿಸ್ಟಮ್ ಪರೀಕ್ಷೆ,চিস্টেম পৰীক্ষণ
ಸಿಸ್ಟಮ್ ಉಪಯುಕ್ತತೆ,চিস্টেম সঁজুলি
ವ್ಯವಸ್ಥಿತ ಕೋಡ್,পদ্ধতিগত ক&#39;ড
ಟ್ಯಾಬ್ ಆಜ್ಞೆ,tab কমাণ্ড
ಟೇಬಲ್,মেজ
ಟೇಬಲ್ ಮೇಲಕ್ಕೆ ನೋಡಿ,টেবুলখন ওপৰলৈ চাওক
ಟೇಬಲ್ ಸ್ಪೇಸ್,টেবুলৰ স্থান
ಟ್ಯಾಬ್ಲೆಟ್,টেবলেট
ಕೋಷ್ಟಕ ರಚನೆ,টেবুলাৰ এৰে
ಕೋಷ್ಟಕ ಕಾರ್ಯ,টেবুলেটিং ফাংচন
ಟ್ಯಾಗ್ ಮಾಡಲಾದ ವಾಸ್ತುಶಿಲ್ಪ,টেগ কৰা স্থাপত্য
ಟ್ಯಾಗ್ ಮಾಡಲಾದ ಇಮೇಜ್ ಫೈಲ್ ಫಾರ್ಮ್ಯಾಟ್ (TIFF),টেগ কৰা ছবি নথিপত্ৰ বিন্যাস (TIFF)
ಟಂಡಮ್ ವ್ಯವಸ್ಥೆ,টাণ্ডাম ব্যৱস্থা
ಟೇಪ್ ಸಾಂದ್ರತೆ,টেপ ঘনত্ব
ಟೇಪ್ ಮುಖವಾಡ,টেপ মাস্ক
ಟಾರ್ ಫೈಲ್,tar ফাইল
ಕಾರ್ಯ,কাৰ্য
ಟಾಸ್ಕ್ ಬಾರ್,টাস্ক বাৰ
ಕಾರ್ಯ ವೇಳಾಪಟ್ಟಿ,কাৰ্য্য নিৰ্ধাৰক
TCP/IP (ಪ್ರಸರಣ ನಿಯಂತ್ರಣ ಪ್ರೋಟೋಕಾಲ್/ಇಂಟರ್ನೆಟ್ ಪ್ರೋಟೋಕಾಲ್),TCP/IP (সংক্ৰমণ নিয়ন্ত্ৰণ প্ৰটোকল/ইণ্টাৰনেট প্ৰটোকল)
ಹರಿದು ಹಾಕುವ ಕಾರ್ಯಾಚರಣೆ,টিয়াৰডাউন অপাৰেচন
ಟೆಲಿಕಾಂ,টেলিকম
ದೂರಸಂಪರ್ಕ,দূৰসংযোগ
ಟೆಲಿಕಾನ್ಫರೆನ್ಸ್,টেলিকনফাৰেন্স
