Kannada,Tamil
". ಮೇಸನ್, ಪೈ ಮೇಸನ್",". மேசன், பை மேசன்"
ಪಿನ್,பின்
"ವಿರೋಧಿ ಒತ್ತಡ, ಪಿಂಚ್-ಕಾಕ್","எதிர்ப்பு அழுத்தம், பிஞ்ச்-சேவல்"
ಪಂಚ್ ಹೋಲ್ ಕ್ಯಾಮೆರಾ,துளை கேமரா
ಪಾಯಿಂಟ್,புள்ளி
ಪಯೋನ್ (ಪೈಮಾಸನ್),பியோன் (பைமேசன்)
ಪಿರಾನಿ ಮಾಪಕ,பிரணி அளவீடு
ಪಿಸ್ಟನ್,பிஸ்டன்
"ಪಿಚ್, ಆಸ್ಫಾಲ್ಟ್, ಪಿಚ್, ಬ್ಯಾಂಗಲ್ ಇಂಟರ್ವಲ್, ಟಾರ್ಗೆಟ್, ಲ್ಯಾಟಿಸ್, ಗಾಗ್","சுருதி, நிலக்கீல், சுருதி, வளையல் இடைவெளி, இலக்கு, லட்டு, காக்"
"ಪಿವೋಟ್, ರಿವೆಟ್","பிவோட், ரிவெட்"
ಪ್ಲ್ಯಾಂಕ್ ಕಾನೂನು,பிளாங்க் சட்டம்
ಕೆಳಭಾಗದ ಜಾಲರಿ,கீழ் லட்டு
ವಿಮಾನ ಕನ್ನಡಿ,விமான கண்ணாடி
coplanar ಚಲನೆ,கோப்ளனார் இயக்கம்
ಗ್ರಹ,கோள்
"ಗ್ರಹ, ಭೂಮಂಡಲ","கிரக, நிலப்பரப்பு"
ಗ್ರಹಗಳ ಅಯಾನುಗಳು,கிரக அயனி
"ಪ್ಲಾಸ್ಮಾ, ಪ್ರೋಟೋಪ್ಲಾಸಂ, ಪ್ಲಾಸ್ಮಾ","பிளாஸ்மா, புரோட்டோபிளாசம், பிளாஸ்மா"
"ಪ್ಲಾಸ್ಮಾ ಸ್ಟ್ರೀಮ್, ಪ್ರೋಟೋಪ್ಲಾಸಂ ಸ್ಟ್ರೀಮ್","பிளாஸ்மா ஸ்ட்ரீம், புரோட்டோபிளாசம் ஸ்ட்ரீம்"
"ಪ್ಲಾಸ್ಮನ್, ದ್ರವ್ಯರಾಶಿ","பிளாஸ்மோன், நிறை"
"ಡಕ್ಟೈಲ್, ಪ್ಲಾಸ್ಟಿಕ್","குழாய், பிளாஸ்டிக்"
"ಪ್ಲಾಸ್ಟಿಟಿ, ಪ್ಲಾಸ್ಟಿಟಿ","பிளாஸ்டிக், பிளாஸ்டிக்"
"ಫಿಲೆಟ್, ಬೇಸ್ ಪ್ಲೇಟ್, ಪ್ಲೇಟ್, ಆನೋಡ್","தட்டு, அடிப்படை தட்டு, தட்டு, நேர்மின்முனை"
ಪ್ರಸ್ಥಭೂಮಿ ಪ್ರಸ್ಥಭೂಮಿ,பீடபூமி பீடபூமி
"ಎಲೆಕ್ಟ್ರೋ ಲೇಪಿತ, ಲೇಪಿತ, ಮೆರುಗು, ಲೇಪಿತ","மின் பூசப்பட்ட, பூசப்பட்ட, மெருகூட்டப்பட்ட, பூசப்பட்ட"
ಸಣ್ಣ ಫಲಕ,சிறிய தகடு
"ಕಥಾವಸ್ತು, ಪ್ರದೇಶ, ಕಥಾವಸ್ತು, ಕಥಾವಸ್ತು","சதி, பகுதி, சதி, சதி"
ಕರಡು ರಚಿಸುವುದು,வரைவு
ಸ್ಟ್ರಿಂಗ್ ಎಳೆಯಿರಿ,சரத்தை இழுக்கவும்
ಪ್ಲುಟೋನಿಯಮ್,புளூட்டோனியம்
ಅನಿಲ ಯಂತ್ರಶಾಸ್ತ್ರ,எரிவாயு இயக்கவியல்
"ಕಂಟೈನರ್, ಆಂತರಿಕ, ಸಂಸ್ಕರಿಸಿದ ಕಾರ್ಡ್ ಮಾಸ್, ಪಾಕೆಟ್, ಪಾಕೆಟ್","கொள்கலன், உட்புறம், பதப்படுத்தப்பட்ட அட்டை நிறை, பாக்கெட், பாக்கெட்"
ಪಾಯಿಂಟ್,புள்ளி
ಕಲುಷಿತ,மாசுபட்டது
ವಿಷಪೂರಿತ,விஷம்
ವಿಷ ವಿತರಣೆ,விஷம் விநியோகம்
"ಧ್ರುವ, ಧ್ರುವ","துருவ, துருவ"
ಧ್ರುವಮಾಪಕ,துருவமானி
ಧ್ರುವೀಯತೆ,துருவமுனைப்பு
ಧ್ರುವೀಕರಣ,துருவப்படுத்தல்
"ಪೋಲಾರಿಸ್ಕೋಪ್, ಪೋಲಾರಿಸ್ಕೋಪ್","துருவநோக்கி, துருவநோக்கி"
ಧ್ರುವೀಕರಿಸಲು,துருவப்படுத்த
"ಧ್ರುವೀಕರಣ, ಧ್ರುವೀಕರಣ","துருவமுனைப்பான், துருவமுனைப்பான்"
ಧ್ರುವೀಯತೆ,துருவமுனைப்பு
ಧ್ರುವೀಯತೆ,துருவமுனைப்பு
ಧ್ರುವೀಯತೆಯ ಕುಸಿತ,துருவமுனைப்பு வீழ்ச்சி
ಧ್ರುವೀಯ ಜಾಲರಿ,துருவ லட்டு
ಪೋಲರಾಯ್ಡ್,போலராய்டு
"ಪೋಲರಾನ್, ಪೋಲರಾನ್","துருவமுனை, பொலரான்"
"ಪೋಲ್, ಎಂಡ್ಲೆಸ್, ಕಾಂಟಾಕ್ಟರ್, ಪೋಲ್","துருவம், எல்லையற்ற, தொடர்பு, துருவம்"
ಪೊಲೊನಿಯಮ್,பொலோனியம்
ಪಾಲಿಟಾಮಿಕ್,பல அணுக்கள்
ಬಹುಸ್ಫಟಿಕದಂತಹ,பல படிகங்கள்
ಬಹುರೂಪಿ,பாலிமார்பிக்
ಬಹುರೂಪಿ,பாலிமார்பிக்
ಕೊಳ,குளம்
ಪುಷ್ಕರಿಣಿ ರಿಯಾಕ್ಟರ್,புஷ்கரிணி அணுஉலை
ಸರಂಧ್ರತೆ,போரோசிட்டி
ಪೋರ್ಟಬಲ್,எடுத்துச் செல்லக்கூடியது
"ಧನಾತ್ಮಕ, ಹಣ, ಧನಾತ್ಮಕ, ಧನಾತ್ಮಕ","நேர்மறை, பணம், நேர்மறை, நேர்மறை"
ಪಾಸಿಟ್ರಾನ್,பாசிட்ரான்
ಪಾಸಿಟ್ರೋನಿಯಮ್,பாசிட்ரோனியம்
"ಸಂಭವನೀಯತೆ, ಸಂಭವನೀಯತೆ","நிகழ்தகவு, நிகழ்தகவு"
ಕಂಬ,தூண்
"ಸಂಭಾವ್ಯ (ವಿ.), ಸಾಂದರ್ಭಿಕ, ಸಾಧ್ಯ (ವಿ.)","சாத்தியமான (v.), சூழ்நிலை, சாத்தியமான (v.)"
ಸಂಭಾವ್ಯ ಕೂಪ್,சாத்தியமான கூபே
"ಪೊಟೆನ್ಟಿಯೊಮೀಟರ್, ಪೊಟೆನ್ಟಿಯೊಮೀಟರ್","potentiometer, potentiometer"
ಪೌಂಡಲ್,பூண்டல்
"ಪುಡಿ, ಪುಡಿ","தூள், தூள்"
ಪುಡಿ ವಿಧಾನ,தூள் முறை
"ಶಕ್ತಿ, ಶಕ್ತಿ, ಸಾಮರ್ಥ್ಯ, ಶಕ್ತಿ","சக்தி, வலிமை, திறன், சக்தி"
ಶಕ್ತಿ ನಿಯಮ,அதிகார ஆட்சி
"ವಿದ್ಯುತ್ ಸ್ಥಾವರ, ವಿದ್ಯುತ್ ಸ್ಥಾವರ","மின் நிலையம், மின் நிலையம்"
ವಿದ್ಯುತ್ ಸರಬರಾಜು,மின்சாரம்
"ಪ್ರಾಯೋಗಿಕ, ಪ್ರಾಯೋಗಿಕ, ಪ್ರಾಯೋಗಿಕ","சோதனை, சோதனை, நடைமுறை"
"ಅಯಾನ್, ಪೂರ್ವಭಾವಿ","அயன், முன்னுரை"
"ನಿಖರ, ನಿಖರ","துல்லியமான, துல்லியமான"
"ನಿಖರತೆ, ನಿಖರತೆ","துல்லியம், துல்லியம்"
ಮುನ್ಸೂಚನೆ,கணிப்பு
ಆಯ್ದ,தேர்ந்தெடுக்கப்பட்ட
"ಆದ್ಯತೆ, ಆದ್ಯತೆ","விருப்பமான, விருப்பமான"
ಆರಂಭಿಕ,ஆரம்ப
ಸಂಕೋಚನ,சுருக்கம்
"ಪ್ರಾಥಮಿಕ, ಪ್ರಾಥಮಿಕ, ಮೊದಲ, ಮುಖ್ಯ, ಪ್ರಧಾನ, ಮೂಲ","முதன்மை, முதன்மை, முதல், முக்கிய, முதன்மை, வேர்"
"ಸ್ಟಾರ್ಟರ್, ಪ್ರೈಮರ್","ஸ்டார்டர், ப்ரைமர்"
"ಅವಿಭಾಜ್ಯ, ಪ್ರಾಚೀನ","முதன்மையான, பழமையான"
"ಪ್ರಿನ್ಸಿಪಾಲ್, ಪ್ರಿನ್ಸಿಪಾಲ್, ಪ್ರಿನ್ಸಿಪಾಲ್","அதிபர், அதிபர், அதிபர்"
ನಿಯಮಗಳು,விதிகள்
ಅಶ್ರಗ,ப்ரிஸம்
"ಪ್ರಿಸ್ಮಾಟಿಕ್, ಪ್ರಿಸ್ಮಾಟಿಕ್","prismatic, prismatic"
ಸಂಭವನೀಯ,நிகழ்தகவு
ಪರೀಕ್ಷಕ,சோதனையாளர்
"ಕಾರ್ಯವಿಧಾನ, ಕಾರ್ಯವಿಧಾನ","செயல்முறை, நடைமுறை"
"ಪ್ರಕ್ರಿಯೆ, ಹಂತ","செயல்முறை, நிலை"
"ಸಂಸ್ಕರಣೆ, ಸಂಪನ್ಮೂಲಗಳು","செயலாக்கம், வளங்கள்"
ಪ್ರೊಸೆಸರ್,செயலி
ಉತ್ಪನ್ನ ಉತ್ಪನ್ನ,தயாரிப்பு தயாரிப்பு
ಉತ್ಪಾದನೆ,உற்பத்தி
ಉತ್ಪಾದಕತೆ,உற்பத்தித்திறன்
"ಕಾರ್ಯಕ್ರಮ, ಕಾರ್ಯಕ್ರಮ, ಕಾರ್ಯಕ್ರಮ","நிரல், நிரல், நிரல்"
ಪ್ರೋಗ್ರಾಮರ್,புரோகிராமர்
"ಪ್ರಗತಿಪರ, ಪ್ರಗತಿಪರ","முற்போக்கான, முற்போக்கான"
ನಿಷೇಧ,தடை
"ಪ್ರಕ್ಷೇಪಕ, ಔಟ್ಪುಟ್","திட்ட, வெளியீடு"
ಉತ್ತೇಜಿಸಿದ ಎಲೆಕ್ಟ್ರಾನ್,ஊக்குவிக்கப்பட்ட எலக்ட்ரான்
ತತ್ಕ್ಷಣದ ನ್ಯೂಟ್ರಾನ್,உடனடி நியூட்ரான்
ತೋಳು,கை
"ಪ್ರಸರಣ, ವರ್ಧನೆ, ಪ್ರಸರಣ","பரிமாற்றம், பெருக்கம், பரப்புதல்"
ನೋದಕ,உந்துவிசை
ಗುಣಲಕ್ಷಣಗಳು,பண்புகள்
"ಸರಿಯಾದ ಮೌಲ್ಯ, ಈಜೆನ್ ಮೌಲ್ಯ","சரியான மதிப்பு, ஈஜென் மதிப்பு"
"ಪ್ರಮಾಣ, ಪ್ರಮಾಣ, ವಿಭಾಗ","விகிதம், விகிதம், பிரிவு"
ಪ್ರೊಪಲ್ಷನ್,உந்துதல்
ಪ್ರೋಟಾನ್,புரோட்டான்
ಸಾಮೀಪ್ಯ,அருகாமை
"1 ಸೂಡೊವೆಕ್ಟರ್, ಸೂಡೊವೆಕ್ಟರ್","1 சூடோவெக்டர், சூடோவெக்டர்"
"ಎಳೆಯಿರಿ, ಎಳೆಯಿರಿ, ಎಳೆಯಿರಿ, ಅನಿಸಿಕೆ, ಸೇತುವೆ","இழு, இழு, இழு, எண்ணம், பாலம்"
"ಪುಲ್ಲಿ, ಘಿರ್ಣಿ, ಕಪ್ಪಿ","பல்லி, கிர்னி, காப்பி"
"ಚಿತ್ರ ವಿಸ್ತರಣೆ, ಸಿಂಕ್ರೊನೈಸೇಶನ್ ನಷ್ಟ, 3 ಎಳೆತ","பட நீட்டிப்பு, ஒத்திசைவு இழப்பு, 3 இழுவை"
ನಾಡಿಮಿಡಿತ,துடிப்பு
ಬೀಸು,படபடப்பு
"ಕಾಳುಗಳು, ಕಾಳುಗಳು","பருப்பு வகைகள், பருப்பு வகைகள்"
ನಾಡಿಮಿಡಿತ,துடிப்பு
ಪಂಪ್,பம்ப்
ಪಂಪ್ ಮಾಡುವುದು,உந்தி
ಗುದ್ದುವುದು,குத்துதல்
"ನಕ್ಷತ್ರ, ಶಿಷ್ಯ, ಕನಿನಿಕ","நட்சத்திரம், மாணவர், கனினிகா"
ಶುದ್ಧ,தூய
ನಿಖರತೆ,துல்லியம்
"ನೀಲ್ ಲೋಹಿತ್, ನೇರಳೆ, ನೇರಳೆ","நீல் லோஹித், ஊதா, ஊதா"
ಪುಶ್ ಬಟನ್ ಪುಶ್ ಬಟನ್,புஷ் பொத்தான் புஷ் பொத்தான்
ಹೊರತೆಗೆಯುವಿಕೆ,பிரித்தெடுத்தல்
"ಪೈರನೋಮೀಟರ್, ಸೌರ ಥರ್ಮಾಮೀಟರ್","பைரனோமீட்டர், சூரிய வெப்பமானி"
ಥರ್ಮೋಎಲೆಕ್ಟ್ರಿಕ್,தெர்மோஎலக்ட்ரிக்
ಹೈಗ್ರೋಮೀಟರ್,ஈரப்பதமானி
ಸೈಟೋಮೆಟ್ರಿ,சைட்டோமெட்ரி
"Q-ಅಕ್ಷರ, Q-ಗುಣಾಂಕ","Q-எழுத்து, Q- குணகம்"
"ಚತುರ್ಭುಜ, ವೃತ್ತದ ಕಾಲು","நாற்கரம், வட்ட அடி"
"ಕ್ವಾಡ್ರಾಂಟ್ ಎಲೆಕ್ಟ್ರೋಮೀಟರ್, ಕ್ವಾಡ್ರಾಂಟ್ ಎಲೆಕ್ಟ್ರೋಮೀಟರ್","குவாட்ரன்ட் எலக்ட்ரோமீட்டர், குவாட்ரன்ட் எலக்ட்ரோமீட்டர்"
ಚತುರ್ಭುಜ,இருபடி
ಚತುರ್ಭುಜ,நாற்கர
ಗುಣಮಟ್ಟ,தரம்
ಕ್ವಾಂಟಮ್,குவாண்டம்
ಕ್ವಾಂಟಮ್,குவாண்டம்
"ಪ್ರಮಾಣೀಕರಣ, ಕ್ವಾಂಟಮ್, ಪ್ರಮಾಣೀಕರಣ, ಪ್ರಮಾಣೀಕರಣ","அளவு, குவாண்டம், அளவு, அளவு"
ಪ್ರಮಾಣೀಕರಿಸಲಾಗಿದೆ,அளவீடு
"ಪರಿಮಾಣಾತ್ಮಕ, ಪರಿಮಾಣಾತ್ಮಕ","அளவு, அளவு"
"ಪ್ರಮಾಣ, ಪ್ರಮಾಣ, ಪ್ರಮಾಣ","அளவு, அளவு, அளவு"
ಕ್ವಾಂಟಮ್,குவாண்டம்
"ಕಾಲು, ಕಾಲು, ಕಾಲು","கால், கால், கால்"
"ರೈನ್ಸ್ಟೋನ್ಸ್, ಸ್ಫಟಿಕ ಶಿಲೆ","rhinestones, குவார்ட்ஸ்"
ಸಾಮಾನ್ಯವಾಗಿ ಸ್ಥಿತಿ,பொதுவாக நிலை
ಉತ್ತರಾಧಿಕಾರ,அடுத்தடுத்து
ಸ್ಥಿತಿಸ್ಥಾಪಕ ಶಕ್ತಿ,மீள் சக்தி
ಸ್ಥಿತಿಸ್ಥಾಪಕ ತರಂಗ,மீள் அலை
ಶಾಶ್ವತ ಸರ್ಕ್ಯೂಟ್,நிரந்தர சுற்று
ಸ್ಥಿರ ಚಿತ್ರ,நிலையான படம்
ಸ್ಥಿರ ಚಕ್ರ,நிலையான சுழற்சி
ಶಾಶ್ವತ ಸ್ಥಿತಿ,நிரந்தர நிலை
ತಣಿಸಲು,அணைக்க
ನಿದ್ರಾಜನಕ,மயக்க மருந்து
"ತಣಿಸು, ತಣಿಸು","அணைக்க, தணி"
ಶಾಂತ ದಿನ,அமைதியான நாள்
ಡಿ-ಮೌಲ್ಯ,d-மதிப்பு
"ರೇಡಿಯೋ (ed.), ರೇಡಿಯೋ (v.), ವಿಕಿರಣಶೀಲ, ದುರಂತ, ವಿಕಿರಣ","ரேடியோ (எட்.), ரேடியோ (வி.), கதிரியக்க, பேரழிவு, கதிர்வீச்சு"
ವಿಕಿರಣ ಸಕ್ರಿಯಗೊಳಿಸುವ ವಿಶ್ಲೇಷಣೆ,கதிர்வீச்சு செயல்படுத்தல் பகுப்பாய்வு
"ವಿದಳನ, ವಿಕಿರಣಶೀಲ","பிளவு, கதிரியக்கம்"
ವಿಕಿರಣಶೀಲ ಪರವಾನಗಿದಾರ,கதிரியக்க உரிமம் பெற்றவர்
"ವಿಭಜನೆ, ವಿಕಿರಣಶೀಲತೆ, ವಿಕಿರಣಶೀಲತೆ","சிதைவு, கதிரியக்கம், கதிரியக்கம்"
"ರೇಡಿಯೋಗ್ರಾಮ್‌ಗಳು, ರೇಡಿಯೋ ತಂತಿಗಳು, ರೇಡಿಯಂ ಚಿತ್ರಗಳು","ரேடியோகிராம்கள், ரேடியோ கம்பிகள், ரேடியம் படங்கள்"
"ರೇಡಿಯೋಗ್ರಾಫ್ಗಳು, ವಿಕಿರಣ ಚಿತ್ರಗಳು","ரேடியோகிராஃப்கள், கதிர்வீச்சு படங்கள்"
ವಿಕಿರಣಶೀಲ ಅಯೋಡಿನ್,கதிரியக்க அயோடின்
"ರೇಡಿಯೊ ಐಸೊಟೋಪ್‌ಗಳು, ವಿಕಿರಣ ಐಸೊಟೋಪ್‌ಗಳು","கதிரியக்க ஐசோடோப்புகள், கதிர்வீச்சு ஐசோடோப்புகள்"
"ಎಕ್ಸ್-ರೇ ಚಿಕಿತ್ಸೆ, ವಿಕಿರಣ ಚಿಕಿತ್ಸೆ","எக்ஸ்ரே சிகிச்சை, கதிர்வீச்சு சிகிச்சை"
ವಿಕಿರಣ ಚಿಕಿತ್ಸಕ,கதிர்வீச்சு சிகிச்சையாளர்
"ರೇಡಿಯೋಮೀಟರ್, ರೇಡಿಯೋಮೀಟರ್","ரேடியோமீட்டர், ரேடியோமீட்டர்"
ರೇಡಿಯೊಮೆಟ್ರಿ,கதிரியக்க அளவீடு
ವಿಕಿರಣಶೀಲ-ಥಾಲಿಯಮ್,கதிரியக்க-தாலியம்
ವಿಕಿರಣ ಚಿಕಿತ್ಸೆ,கதிர்வீச்சு சிகிச்சை
ರೇಡಿಯಂ,ரேடியம்
ರೇಡಿಯಂ ಚಿಕಿತ್ಸೆ,ரேடியம் சிகிச்சை
ತ್ರಿಜ್ಯ,ஆரம்
ಇಂದ್ರ ಧನುಷ್,இந்திரன் தனுஷ்
ರಾಮನ್ ಎಫೆಕ್ಟ್,ராமன் விளைவு
ರಾಮ್ಸ್ಡೆನ್ ವೃತ್ತ,ராம்ஸ்டன் வட்டம்
"ಯಾದೃಚ್ಛಿಕ, ಅನಿಯಮಿತ","சீரற்ற, ஒழுங்கற்ற"
ಯಾದೃಚ್ಛಿಕಗೊಳಿಸುವಿಕೆ,சீரற்றமயமாக்கல்
ಯಾದೃಚ್ಛಿಕತೆ,சீரற்ற தன்மை
ಆಂದೋಲಕ,ஆஸிலேட்டர்
ಶ್ರವ್ಯತೆಯ ವ್ಯಾಪ್ತಿ,கேட்கக்கூடிய வரம்பு
ಕ್ಷಿಪ್ರ ನಾಡಿ,விரைவான துடிப்பு
"ಅಪರೂಪ, ಅಪರೂಪ","அரிதான, அரிதான"
ಅಪರೂಪತೆ,அரிதான தன்மை
ಅಪರೂಪಕ್ಕೆ,அரிதாக
ಅನುಮತಿಸುವ ವೋಲ್ಟೇಜ್,அனுமதிக்கப்பட்ட மின்னழுத்தம்
"ರೇಟಿಂಗ್, ರೇಟಿಂಗ್","மதிப்பீடு, மதிப்பீடு"
ಅನುಪಾತ,விகிதம்
ತರ್ಕಬದ್ಧ,பகுத்தறிவு
"ಸಂಸ್ಕರಿಸದ ಡೇಟಾ, ಸ್ವೀಕರಿಸಿದಂತೆ ಡೇಟಾ","செயலாக்கப்படாத தரவு, பெறப்பட்ட தரவு"
"ರಶ್ಮಿ, ಕಿರಣ್, ಅರ್ಧ್ರೇಖಾ, ಅರ್","ரஷ்மி, கிரண், அர்த்ரேகா, அர்"
ರಾಲಿ ಚದುರುವಿಕೆ,ராலே சிதறல்
ಪುಟಿಯುವ,மீண்டும் எழுகிறது
ಪ್ರತಿಕ್ರಿಯೆ,பின்னூட்டம்
ಪ್ರತಿಕ್ರಿಯಾತ್ಮಕ ಜೋಡಣೆ,எதிர்வினை இணைப்பு
ಪುನಃ ಸಕ್ರಿಯಗೊಳಿಸುವಿಕೆ,மீண்டும் செயல்படுத்துதல்
ಅಪ್ರಸ್ತುತ,பொருத்தமின்மை
ರಿಯಾಕ್ಟರ್,அணுஉலை
ರಿಯಾಕ್ಟರ್ ಗುಪ್ತಿ,உலை குப்தி
ಅಸಜಿ ಆಯುಧ,ஆசாஜி ஆயுதம்
"ಓದುವುದು, ಓದುವುದು","வாசிப்பு, வாசிப்பு"
ಮರು ಹೊಂದಾಣಿಕೆ,மீண்டும் சரிசெய்தல்
ನಿಜ,உண்மையான
"ರಿಬೌಂಡ್ ಮಾಡಲು (n.), ಪ್ರತಿಬಿಂಬಿಸಲು (ver.)","திரும்ப திரும்ப (n.), பிரதிபலிக்க (ver.)"
ಪುನರುತ್ಪಾದನೆಯ ಶಾಖ,மீளுருவாக்கம் வெப்பம்
ಮರು-ಮಾಪನಾಂಕ ನಿರ್ಣಯ,மறு அளவுத்திருத்தம்
"ರಿಸೀವರ್, ರಿಸೀವರ್","பெறுபவர், பெறுபவர்"
"ಹಿಮ್ಮುಖ, ಹಿಮ್ಮುಖ, ಹಿಂದಿನ ಅರೇ","தலைகீழ், தலைகீழ், பின் அணிவரிசை"
"ವಿಲೋಮ, ಪರಸ್ಪರ, ಪರಸ್ಪರ","தலைகீழ், பரஸ்பர, பரஸ்பர"
"ಪರಸ್ಪರ, ಪರಸ್ಪರ","பரஸ்பரம், பரஸ்பரம்"
"ಪ್ರತಿಬಿಂಬಿಸಿ (ವಿ.), ಪ್ರತಿಬಿಂಬಿಸಿ (ವಿ.)","பிரதிபலிப்பு (வி.), பிரதிபலிப்பு (வி.)"
"ಮರುಸಂಯೋಜನೆ, ಮರುಬಳಕೆ","மறுசேர்ப்பு, மறுபயன்பாடு"
ಉಸ್ತುವಾರಿ,கண்காணிப்பு
"ರೆಕಾರ್ಡ್, ರೆಕಾರ್ಡ್ (ಎನ್.), ರೆಕಾರ್ಡ್ ಮಾಡಲು, ಗುರುತಿಸಲು (ವಿ.)","பதிவு, பதிவு (என்.), பதிவு செய்ய, குறிக்க (வி.)"
ದಾಖಲಿಸಲಾಗಿದೆ,பதிவு செய்யப்பட்டது
ಆರ್ಕೈವಿಸ್ಟ್,காப்பக நிபுணர்
ರೆಕಾರ್ಡಿಂಗ್,பதிவு
"ಸಾಧನೆ, ಸಾಧನೆ, ಸಾಧನೆ","அடைதல், அடைதல், அடைதல்"
ಬಲ ಕೋನ ನಿರ್ದೇಶಾಂಕ ನಿರ್ದೇಶಾಂಕಗಳು,வலது கோண ஆய ஆயத்தொலைவுகள்
"ಪರಿಷ್ಕರಣೆ, ಸರಿಪಡಿಸುವಿಕೆ","சுத்திகரிப்பு, திருத்தம்"
"ಸಂಸ್ಕರಿಸಿದ, ಸಂಸ್ಕರಿಸಿದ","சுத்திகரிக்கப்பட்ட, சுத்திகரிக்கப்பட்ட"
ರಿಕ್ಟಿಫೈಯರ್,திருத்தி
ರಿಕ್ಟಿಫೈಯರ್ ಕವಾಟ,ரெக்டிஃபையர் வால்வு
"ನೇರ, ನೇರ ರೇಖೆ, ನೇರ ರೇಖೆ","நேர்கோடு, நேர்கோடு, நேர்கோடு"
ಮರುಕಳಿಸುವ ಘಟನೆ,தொடர் நிகழ்வு
ರಕ್ತ ರಾಕ್ಷಸ ಕೆಂಪು ರಾಕ್ಷಸ,இரத்த பேய் சிவப்பு பேய்
ರಕ್ತದ ಸ್ಥಳಾಂತರ,இரத்த இடப்பெயர்ச்சி
"ಕಡಿಮೆಗೊಳಿಸು, ಸಮಗೊಳಿಸು, ಅನಿಮೇಟ್ ಮಾಡು","குறைக்க, சமப்படுத்த, உயிரூட்டு"
ಬೆರಗುಗೊಳಿಸುವ,(ஒரு வால் நட்சத்திரத்தின்)
ಸಂಸ್ಕರಿಸಿದ ಡೇಟಾ,சுத்திகரிக்கப்பட்ட தரவு
"ಸದೃಶ, ಚಿಕಣಿ, ಕಡ್ಡಾಯ","ஒத்த, சிறிய, கடமை"
ಬದಲಾವಣೆ ಗುಣಾಂಕ,மாற்ற குணகம்
ರೀಡ್-ಪೈಪ್,நாணல் குழாய்
ಮರು ಪ್ರವೇಶ,மறு நுழைவு
"ಸೂಚನೆಗಳು, ಉಲ್ಲೇಖಗಳು","அறிவுறுத்தல்கள், குறிப்புகள்"
ಪ್ರತಿಫಲನ,பிரதிபலிப்பு
"ಪ್ರತಿಫಲಿಸುತ್ತದೆ, ಪ್ರತಿಫಲಿಸುತ್ತದೆ, ಪ್ರತಿಫಲಿಸುತ್ತದೆ","பிரதிபலித்தது, பிரதிபலித்தது, பிரதிபலித்தது"
ಪ್ರತಿಫಲಿಸುತ್ತದೆ,பிரதிபலித்தது
ಪ್ರತಿಫಲಿತ,பிரதிபலிப்பு
ಪ್ರತಿಬಿಂಬ,பிரதிபலிப்பு
ಪ್ರತಿಫಲಿತ ನಷ್ಟ,பிரதிபலிப்பு இழப்பு
ಪ್ರತಿಫಲನ,பிரதிபலிப்பு
ಪ್ರತಿಫಲಕ,பிரதிபலிப்பான்
ಪ್ರತಿಫಲಿತ ಕಾರ್ಯವಿಧಾನ,அனிச்சை பொறிமுறை
ವಕ್ರೀಭವನಗೊಂಡಿದೆ,ஒளிவிலகல்
ವಕ್ರೀಭವನ,ஒளிவிலகல்
ವಕ್ರೀಕರಣ ಸೂಚಿ,ஒளிவிலகல்
ವಕ್ರೀಕಾರಕತೆ,பயனற்ற தன்மை
ವಕ್ರೀಕರಣ ಸೂಚಿ,ஒளிவிலகல்
"ರೆಫ್ರಿಜರೇಟರ್, ರೆಫ್ರಿಜರೇಟರ್","குளிர்சாதன பெட்டி, குளிர்சாதன பெட்டி"
ಪುನರ್ನಿರ್ಮಾಣ,மறுஉருவாக்கம்
"ಪುನರುತ್ಪಾದನೆ, ಸುಸ್ಥಿರ ಮರುಸಂಘಟನೆ, ಪುನರುತ್ಪಾದನೆ","மீளுருவாக்கம், நிலையான மறு ஒருங்கிணைப்பு, மீளுருவாக்கம்"
"ಪುನರುತ್ಪಾದಕ, ಪುನರುತ್ಪಾದಕ, ಪುನರುತ್ಪಾದಕ","மீளுருவாக்கம், மீளுருவாக்கம், மீளுருவாக்கம்"
"ನೋಂದಣಿ, ನೋಂದಣಿ","பதிவு, பதிவு"
"ಮಾರಾಟದ ವೇಗ, ಹಿಂದುಳಿದ ಚಲನೆ, ಹಿಂಜರಿತ, ಹಿಮ್ಮುಖ","விற்பனை வேகம், பின்தங்கிய இயக்கம், பின்னடைவு, தலைகீழ்"
"ಸಹ, ನಿಯಮಿತ, ಸಮ್ಮಿತೀಯ","கூட, வழக்கமான, சமச்சீர்"
ಐಸೊಫಾರ್ಮ್ ಘನ,ஐசோஃபார்ம் திடமானது
ನಿಯಂತ್ರಣ,ஒழுங்குமுறை
ಸಂಬಂಧ,உறவு
"ಸಂಬಂಧಿ, ಸಂಬಂಧಿ","உறவினர், உறவினர்"
ಸಂಬಂಧಿ,உறவினர்
ತುಲನಾತ್ಮಕವಾಗಿ ಖಚಿತವಾಗಿ,ஒப்பீட்டளவில் உறுதியாக
"ಸಾಪೇಕ್ಷತೆ, ಸಾಪೇಕ್ಷತೆ, ಸಾಪೇಕ್ಷತೆ","சார்பியல், சார்பியல், சார்பியல்"
ಉಳಿದ,ஓய்வு
"ರಿಲೇ, ಪ್ರಸರಣ","ரிலே, பரிமாற்றம்"
ವಿಮೋಚನೆ,மீட்பு
