Assamese,English
কম্পনশীল তাঁৰ,Vibrating string
কম্পন,Vibration
কম্পন ৰূপ,Vibration form
"কম্পন-গেলভেন’মিটাৰ, কম্পন-গেলভেন’মিটাৰ",Vibration galvanometer
কম্পন গেজ,Vibration meter
কৰ্ড কম্পন,Vibration of wire
কম্পন সময়,Vibration period
কম্পন কোৱাণ্টাম সংখ্যা,Vibration quantum number
কম্পনশীল বেণ্ড,Vibration rotation band
কম্পন নিৰ্দিষ্ট তাপ,Vibration specific heat
কম্পন নিৰ্দিষ্ট তাপ,Vibrationa specific heat
কম্পন শোষণ বেণ্ড,Vibrational absorption band
কৰ্পৰেট বিশ্লেষণ,Vibrational analysis
কম্পন বেণ্ড,Vibrational band
কৰ্পৰেট জখলা,Vibrational cascade
কম্পন শক্তি,Vibrational energy
কম্পন সমীকৰণ,Vibrational equation
"কম্পন ভাৰসাম্য ৰক্ষা, কম্পন ভাৰসাম্য",Vibrational equilibration
কৰ্পৰেট বিনিময়,Vibrational exchange
কম্পন উদ্দীপনা,Vibrational excitation
কম্পন কম্পাঙ্ক,Vibrational frequency
কৰ্পৰেট পৰ্যায়ত,Vibrational level
কৰ্পৰেট মোড,Vibrational mode
কম্পন গতি,Vibrational motion
কৰ্পৰেট বিভাগৰ কাৰ্য্য,Vibrational partition funciton
কৰ্পৰেট প্ৰফাইল,Vibrational profile
কোম্পানী-কোৱাণ্টাম,Vibrational quantum
কৰ্পৰেট ক্লান্তি,Vibrational relaxation
কম্পন অনুনাদ,Vibrational resonance
কম্পন শক্তি,Vibrational rotational energy
কম্পন-ঘূৰ্ণনশীল-বৰ্ণালী,Vibrational rotational spectrum
কৰ্পৰেট বৰ্ণালী,Vibrational spectrum
কৰ্পৰেট মৰ্যাদা,Vibrational state (level)
কম্পনমূলক উত্তাপ,Vibrational temperature
কৰ্পৰেট পৰিৱৰ্তন,Vibrational transition
কম্পনহীন অৱস্থা,Vibrationless state
ভাইব্ৰেটৰ,Vibrator
ভাইব্ৰেটৰ শক্তি পেকেজসমূহ,Vibrator power supply (vibropack)
কম্পন গতি,Vibratory motion
ভাইব্ৰেটৰ,Vibrometer (=vibration meter)
কম্পন বল,Vibromotive force
"ভাইব্ৰনিক অৱস্থা, কম্পন অৱস্থা",Vibronic (vibrational electronic) state
তুলনাকাৰী eigen ফাংচন,Vibronic eigen function
সংক্ৰামক সংক্ৰমণ,Vibronic transition
মহাবিদ্যালয়,Vicalloy
কনজাংটিভেল ফাংচন,Vicinal funciton
কৰ্পাস্কুলাৰ প্ৰ&#39;টন,Vicinal proton
ভিডিঅ&#39; এম্প্লিফায়াৰ,Video amplifier
ভিডিঅ&#39; বিলম্ব লাইন,Video delay line
ভিডিঅ&#39; ধৰা পেলোৱা,Video detection
ভিডিঅ&#39; অভিযন্তা,Video engineer (=vision control supervisor)
ভিডিঅ&#39; ফ্ৰিকুৱেন্সি এম্প্লিফায়াৰ,Video frequency amplifier
ভিডিঅ&#39; গেইন নিয়ন্ত্ৰণ,Video gain control
ভিডিঅ&#39; মেপিং,Video mapping
ভিডিঅ&#39; মিক্সাৰ,Video mixer
ভিডিঅ&#39; সংকেত,Video signal
ভিডিঅ&#39; ব্যৱস্থা,Video system
ভিডিঅ&#39; ট্ৰেন্সমিটাৰ,Video transmitter (=picture transmitter)
ভিডিঅ&#39;ট্ৰান,Videotron
ভিডিকন,Vidicon
ভিউফাইণ্ডাৰ,View finder
villari প্ৰভাৱ,Villari effect
"জাম্ব, বেঙুনীয়া, বেঙুনীয়া",Violet
বেঙুনীয়া ৰঙৰ নীলা,Violet blue
ভায়লিন,Violin
ভায়লিন চেজিটেল প্যাটাৰ্ন,Violin bow method
অস্পৃশ্য নিউট্ৰন,Virgin neutron
অক্ষত টেপ,Virgin tape
"কাল্পনিক, ভাৰ্চুৱেল",Virtual
ভাৰ্চুৱেল এম্পিয়াৰ,Virtual ampere
ভাৰ্চুৱেল কেথ&#39;ড,Virtual cathode
ভাৰ্চুৱেল ষ্ট্ৰিম,Virtual current
ধাৰণা কৰা বিচ্যুতি,Virtual displacement
ভাৰ্চুৱেল ফ&#39;কাচ,Virtual focus
ভাৰ্চুৱেল উচ্চতা,Virtual height
ভাৰ্চুৱেল ইমেজ,Virtual image
কল্পিত মজিয়া,Virtual level
কাল্পনিক দোলক,Virtual oscillator
প্ৰতিফলন প্লটাৰ,Virtual P.P.I reflectoscope (=reflection plotter)
কাল্পনিক ফ&#39;নন,Virtual phonon
কাল্পনিক কোৱাণ্টাম,Virtual quanta
কল্পিত অনুনাদক,Virtual resonator
কাল্পনিক উৎস,Virtual source
কল্পিত অৱস্থা,Virtual state
ভাৰ্চুৱেল তাপ,Virtual temperature
ধৰি লোৱা বেগ,Virtual velocity
কল্পিত কাম,Virtual work
আঠাযুক্ত,Viscoelassticity
আঠাযুক্ত ইলাষ্টিক,Viscoelastic
ভিস্কোইলাষ্টিক চাপ,Viscoelastic stress
ভিস্কোমিটাৰ,Viscometer (=viscosimeter)
ভিস্কোমিটাৰ,Viscosimeter (=viscometer)
ভিস্কোমেট্ৰিক,Viscosimetric
ভিস্কোমিটাৰ,Viscosimetry
আঠালতীয়াতা,Viscosity
আঠালতীয়া অস্বীকাৰ,Viscosity breaking
আঠালতীয়াতা সহগ,Viscosity coefficient
আঠালতীয়াতা সূচকাংক,Viscosity index
আঠালতীয়াতা-উষ্ণতা বক্ৰ,Viscosity temperature curve
আঠালতীয়াতা-উষ্ণতা নিয়ম,Viscosity temperature law
আঠালতীয়াতা নীতি,Viscosity theory
আঠাযুক্ত,Viscous
আঠাযুক্ত সংকোচনীয় তৰল,Viscous compressible fluid
আঠাযুক্ত মন্থৰতা,Viscous damping
আঠাযুক্ত ট্ৰেকচন,Viscous drag
আঠাযুক্ত বৈদ্যুতিক ট্ৰেকচন,Viscous electrical drag
আঠাযুক্ত প্ৰবাহ,Viscous flow
আঠাযুক্ত তৰল,Viscous fluid
আঠাযুক্ত বল,Viscous force
অসংকোচনীয় আঠাযুক্ত তৰল পদাৰ্থ,Viscous incompressible fluid
আঠালতীয়া স্তৰ,Viscous layer
আঠাযুক্ত চুম্বকীয়কৰণ,Viscous magnetization
আঠাযুক্ত গতি,Viscous motion
আঠাযুক্ত চাপ,Viscous stress
আঠাযুক্ত চাপ বৰ্ণালী,Viscous stress tensor
দৃশ্যমানতা,Visibility
দৃশ্যমানতা কাৰক,Visibility factor
দৃশ্যমানতা কাৰ্য্য,Visibility funciton
দৃষ্টি,Visible
দৃষ্টিশক্তিৰ অশুদ্ধতা,Visible error
দৃশ্যমান দিগন্ত,Visible horizon
দৃশ্যমান পোহৰ,Visible light
দৃশ্যমান শব্দ,Visible noise
দৃষ্টিভংগী,Visible point
ভিজুৱেল ফিল্ড,Visible region
দৃশ্যমান বৰ্ণালী ফটোমিটাৰ,Visible spectrophotometer
দৃশ্যমান বৰ্ণালী,Visible spectrum
দৃষ্টি,Vision
দৰ্শন বেণ্ডউইডথ,Vision bandwidth
"দৃশ্যমান কম্পাঙ্ক, দৃশ্যমান কম্পাঙ্ক",Vision frequency (=visual frequency)
দৃশ্যমান শব্দ,Vision on sound
"টেলিভিছন সংকেত, টেলিভিছন সংকেত",Vision signal (=television signal)
ৱাইড শ্বট,Vista shot (=long shot)
"(v.) দৃশ্যমান, দৃশ্যমান",Visual
ভিজুৱেল এক্ৰ&#39;মেটিচিটি,Visual achromatism
দৃষ্টিশক্তিৰ তীব্ৰতা,Visual acuity
দৃষ্টিকোণ,Visual angle
ভিজন এপ্ৰ&#39;চ চাৰ্ট,Visual approach chart
দৃশ্য-শ্ৰাব্য পৰিসৰ,Visual aural range
দৃশ্যমান পোহৰ,Visual brightness
ভিজুৱেল ক&#39;লৰিমিট্ৰি,Visual colorimetry
ভিজুৱেল টৰ্নিচিং,Visual darkening
দৃশ্যমান প্ৰদৰ্শন,Visual display
ভিজুৱেল ডিছপ্লে ইউনিট,Visual display unit
ভিজুৱেল ডপলাৰ পইণ্টাৰ,Visual Doppler indicator
দৃষ্টিশক্তিৰ ক্ষমতা,Visual efficiency
ভিজুৱেল ফিল্ড,Visual field
দৃশ্যমান উৰণ,Visual flight
"দৃশ্যমান কম্পাঙ্ক, দৃশ্যমান কম্পাঙ্ক",Visual frequency (=vision frequency)
দৃশ্যমান সূচক,Visual indicator
দৃশ্যমান সহায়ক,Visual instrument
দৃশ্যমান ফটোগ্ৰাফিক সঁজুলি,Visual photographic apparatus
ভিজুৱেল-নিল লোহিত,Visual purple
দৃষ্টিশক্তিৰ পৰিসৰ,Visual range
দৃষ্টিশক্তিৰ সংবেদনশীলতা,Visual sensitivity
"টেলিভিছন সংকেত, টেলিভিছন সংকেত",Visual signal (=television signal)
ফটো ট্ৰেন্সমিটাৰ,Visual transmitter (=picture transmitter)
দৃশ্যমান হালধীয়া,Visual yellow
ভিট্ৰিয়াছ অৱস্থা,Vitreous state
স্পিচ ফাইবাৰ,Vocal chord (cord)
স্পিচ ইলেক্ট্ৰ&#39;ফ&#39;ৰেচিছ,Vocal electrical analogue
বাক্য সংগীত,Vocal music
কণ্ঠৰ ট্ৰেক্ট,Vocal track
"ভোকোডাৰ, স্পিচ ক&#39;ডাৰ",Vocoder (voice coder)
ভোডাৰ,Voder (=voice operation demonstrator)
"বাক্য, বাক্য",Voice
স্পিচ মেচিন,Voice box
বক্তৃতা লেখচিত্ৰ,Voice coil
স্পিচ ফ্ৰিকুৱেন্সি কী কৰা,Voice frequency keying
স্পিচ মেচিন ট্ৰেড,Voice mechanism
স্পিচ মডুলেচন,Voice modulation
বাক্য উদ্দীপিত ভোকোডাৰ,Voice-excited vocoder
বাক্যৰ বাচন-বৰ্তন,Voiced consonant
বাকৰুদ্ধ বাচন-বৰ্তন,Voiceless consonant
"শূন্য, শূন্য, স্থান",Void
শক্তিৰ ক্ষতিৰ সংৰক্ষণ,Volatile storage
অস্থিৰতা,Volatility
আগ্নেয়গিৰি,Volcano
ভোল্টেজ,Volt
ভল্ট কুলম্ব,Volt coulomb
ভল্টা ইফেক্ট,Volta effect
ভল্টা ভাইব,Volta potential
ভল্টেজ,Voltage
ভল্টেজ বৰ্তনী,Voltage circuit
ৰেজিষ্টেন্সৰ ভল্টেজ সহগ,Voltage coefficient of resistance
ভল্টেজ ডিভাইডাৰ,Voltage divider
ভল্টেজ বিভাজন ৰেজিষ্টৰ,Voltage dividing resistor
"ভল্টেজ ডাবলাৰ, পটেনচিয়েল ডাবলাৰ",Voltage doubler
ভল্টেজ হ্ৰাস,Voltage drop
ভল্টেজ ৰিচাৰ্জ,Voltage feed back
ভল্টেজ এম্প্লিফায়াৰ,Voltage multiplier (=tension multiplier)
ভল্টেজ বুষ্টিং বৰ্তনী,Voltage multiplying circuit
ভল্টেজৰ শব্দ,Voltage noise
ভল্টেজ ৰেঞ্জ বুষ্টাৰ,Voltage range multiplier
ডাইৰেক্টিং পটেনচিয়েল ডাইঅ&#39;ড,Voltage reference diode
সম্ভাৱ্য নিয়ন্ত্ৰক ডাইঅ&#39;ড,Voltage regulator diode
ভল্টেজ ৰিলে,Voltage relay
ভল্টেজ ষ্টেবিলাইজাৰ,Voltage stabliser
ভোল্টেজ প্ৰগ্ৰেছিং তৰংগ অনুপাত,Voltage standing wave ration (VSWR)
ভল্টেইক বেটাৰী,Voltaic battery
ভল্টেজ চেল,Voltaic cell
ভল্টেইক শক্তি,Voltaic electricity
"ভল্টিক শক্তি বিশ্লেষণ গেলভানোমিটাৰ, ভল্টামিটাৰ",Voltameter
ভল্টেইক,Voltammetry
voltera দোষ,Volterra dislocation
ভল্টেৰা সংহতি সমীকৰণ,Volterra integral equation
ভল্টমিটাৰ,Voltmeter
"আয়তন, শক্তি, আয়তন",Volume
ভলিউম এডজাষ্টাৰ,Volume adjuster
লাউডনেছ কম্প্ৰেছন,Volume compression
"লাউডনেছ কন্ট্ৰ&#39;লাৰ, লাউডনেছ কন্ট্ৰ&#39;ল",Volume control
লাউডনেছ কণ্ট্ৰল পটেনচিঅ’মিটাৰ,Volume control potentiometer
আয়তন ঘনত্ব,Volume density
আয়তন প্ৰভাৱ,Volume effect
আয়তন ইলাষ্টিকতা,Volume elasticity
ভলিউম সংখ্যালঘু,Volume element
আয়তন শক্তি,Volume energy
লাউডনেছ এক্সপাণ্ডাৰ,Volume expander
শক্তি সম্প্ৰসাৰণ,Volume expansion
ভলিউমেট্ৰিক অসম্পূৰ্ণতা,Volume imperfection
শক্তি সূচক,Volume indicator
লাউডনেছ লিমিটাৰ এম্প্লিফায়াৰ,Volume limiting amplifier
আয়ন মেৰুকৰণ,Volume polarisation
আয়তন পুনৰ সংযোগ,Volume recombination
আয়তন নিয়ন্ত্ৰণ,Volume regualtion
আয়তন বিকৃতি,Volume strain
ভলিউমেট্ৰিক ট্ৰেণ্ড,Volume susceptibility
শক্তি একক,Volume unit
"শক্তি একক পৰিমাপ, (ভুমিটাৰ)",Volume unit meter (v.u. meter)
আয়তনীয় তৰংগ,Volume wave
ভলিউমমিটাৰ,Volumenometer
"ভলিউমেট্ৰিক পদ্ধতি, ভলিউমেট্ৰিক পদ্ধতি",Volumeter method
ষ্টেৰিঅ&#39;স্কোপিক ডাটা ৰাডাৰ,Volumetric radar
আয়তন বিকৃতি,Volumetric strain
ভলিউমেট্ৰিক,Volumetry
ভ্যান নিউমেন অনুপাত,Von Neuman's ratio
vortac,Vortak
"ঘূৰ্ণীবতাহ, delusional",Vortex
বিভ্ৰান্তিকৰ ট্ৰেকচন,Vortex drag
কুটিল নলী,Vortex tube
বিভ্ৰান্তি অঞ্চল,Vorticity tensor
ইনটনেচন,Vowel sound
ভল্টেজ নিয়ন্ত্ৰণ নলী,VR tube
wattle,Vtol
দুৰ্বলতা,Vulnerability
ডব্লিউ-ব&#39;ছন,W boson
তৰংগ চেপটাম,Wae guide window
পোহৰৰ তৰংগ,Wae of light
স্থানান্তৰ তৰংগ,Wae of translation
তৰংগ সংবহন,Wae propagation
ৱেফাৰ প্লেট,Wafer
পেনেল লাউডস্পীকাৰ,Wafer loudspeaker
ৱেফাৰ পেপাৰ,Wafer paper
প্লেক চকেট,Wafer socket
wagner আৰ্থ সংযোগকাৰী,Wagner earth
wagner আৰ্থ সংযোগকাৰী,Wagner ground
wedner verges মানক,Waidner-Burgess standard
অপেক্ষাৰ সময়,Waiting time
অপেক্ষাৰ সময় বিতৰণ,Waiting time distribution
"পিছলৈ, কাষ, জাগি উঠে",Wake
পশ্চাৎ বিক্ষিপ্ততা,Wake disturbance
চিলিণ্ডাৰৰ পিছফালে,Wake of a cyllinder
ৱাকাৰ যান্ত্ৰিক চকা,Walker mechanical casting wheel
ৱাকি-লুকাৰ,Walkie-lookie
ৱাকি টকি,Walkie-talkie
ৱাল ইফেক্ট,Wall effect
দেৱালৰ শক্তি,Wall energy
দেৱালৰ জাল,Wall net
বেৰৰ বিক্ৰিয়া,Wall reaction
বেৰবিহীন কোষ,Wall-less chamber
বেৰবিহীন আয়নীয়কৰণ কক্ষ,Wall-less ionization chamber
ভেমোস্কোপ,Wamoscope
wang তৰংগ কাৰ্য্য,Wang's wave function
"ষ্টেগাৰড টোন, ৱাৰ্বল টোন",Warble tone
warble ভয়েচ জেনেৰেটৰ,Warble tone genereator
অনিয়মিত পথ,Washboard course
"চেনিটাইজাৰ, ৱাশ্বাৰ",Washer
অপাৰেচন নিৰ্দেশনা,Waste instruction
চোৱা,Watch
পানী বিতৰণকাৰী ৰিয়েক্টৰ,Water boiler reactor
তৰল পদাৰ্থৰ বিলম্ব ৰেখা,Water delay line
পানীৰ সমতুল্য,Water equivalent
পানীৰ পাম্প,Water pump
পানীৰ টাৰ্বাইন,Water turbine
নিষ্কাশন,Water twist
জলীয় বাষ্প শোষণ,Water vapour absorption
জল বাষ্প ৰিয়েক্টৰ,Water vapour reactgor
জলীয় বাষ্প,Watery vapour
ৱাটছন বিশ্লেষক,Watson analyser
ৱাট,Watt (unit)
ৱাট-ঘণ্টা,Watt hour
ৱাট-ঘণ্টা মিটাৰ,Watt hour meter
ৱাতুলা,Watt-balance
ৱাট ছেকেণ্ড,Watt-second
watta,Wattage
ৱাটৰ হাৰ,Wattage rating
শক্তিহীন উপাদান,Wattless component
শক্তিহীন ধাৰা,Wattless current
শক্তিহীন শক্তি,Wattless power
ৱাটমিটাৰ,Wattmeter
সোঁত,Wave
তৰংগ ধ্বনিবিজ্ঞান,Wave acoustics
তৰংগ বিশ্লেষক,Wave analyser
"beveridge এন্টেনা, তৰংগ এন্টেনা",Wave antenna (Beveridge antenna)
তৰংগ সমীকৰণ,Wave equation
তৰংগ ৰূপ,Wave form
তৰংগ বিকৃতি,Wave form distortion
wave front,Wave front
"তৰংগ ফলন, তৰংগ ফলন",Wave funciton
তৰংগ গোট,Wave group
তৰংগ পথ,Wave guide
তৰংগ ব্ৰেকাৰ এটেনুৱেটৰ,Wave guide attenuator
তৰংগ ব্ৰেকাৰ,Wave guide bend
তৰংগ ব্ৰেকাৰ স্থানীয় কাপলাৰ,Wave guide directional coupler
তৰংগ বিভাজক গেছকেট,Wave guide gasket
তৰংগ পথ লেন্স,Wave guide lens
তৰংগ ষ্ট্ৰিপ স্তম্ভ,Wave guide post
তৰংগ পথ অনুনাদক,Wave guide resonator
তৰংগ বিভাজক shim,Wave guide shim
তৰংগ বিভাজক শাটাৰ,Wave guide shutter
ৱেভ ব্ৰেকাৰ স্লাগ টিউনাৰ,Wave guide slug tuner
তৰংগ বিভাজক সামগ্ৰী,Wave guide stub
তৰংগ ব্ৰেকাৰ টিউনাৰ,Wave guide tuner
তৰংগ ব্ৰেকাৰ টৰ্চন,Wave guide twist
তৰংগৰ উচ্চতা,Wave height
তৰংগ প্ৰতিৰোধ ক্ষমতা,Wave impedance
তৰংগৰ তীব্ৰতা,Wave intensity
তৰংগদৈৰ্ঘ্য,Wave length
তৰংগদৈৰ্ঘ্য,Wave length constant
তৰংগদৈৰ্ঘ্যৰ বক্ৰ,Wave length curve
"তৰংগদৈৰ্ঘ্যৰ প্ৰভাৱ, তৰংগদৈৰ্ঘ্যৰ প্ৰভাৱ",Wave length effect
তৰংগ যান্ত্ৰিক পৰমাণু,Wave mechanical atom
তৰংগ যান্ত্ৰিক অনুনাদ,Wave mechanical resonance
তৰংগ বলবিজ্ঞান,Wave mechanical treatment
তৰংগ বলবিজ্ঞান,Wave mechanics
তৰংগ মডেল,Wave model
তৰংগ প্ৰকৃতি,Wave nature
তৰংগ স্বাভাৱিক,Wave normal
তৰংগ সংখ্যা,Wave number
তৰংগ-সংখ্যা-ভেক্টৰ,Wave number vector
প্ৰসাৰণ তৰংগ,Wave of dilatation
বিকৃতি তৰংগ,Wave of distortion
বিস্ফোৰণ তৰংগ,Wave of explosion
দোলনীয় তৰংগ,Wave of oscillation
তৰংগ অপটিক্স,Wave optics
তৰংগ মূলক,Wave oriented
তৰাং পিতক,Wave packet
কণা-তৰংগ দ্বৈতবাদ,Wave particle dualism
তৰংগ পথ,Wave path
তৰংগ-চিত্ৰম,Wave pattern
তৰংগৰ সময়কাল,Wave period
তৰংগ পৰ্যায়,Wave phase
ripple,Wave pulse
তৰংগদৈৰ্ঘ্য,Wave refraction
তৰাং অঞ্চল,Wave region
তৰংগ প্ৰতিৰোধ ক্ষমতা,Wave resistance
তৰংগ ৰূপ,Wave shape
ফ্লাক্স ছল্ডাৰিং,Wave soldering (=flow soldering)
তৰংগ বৰ্ণালী,Wave spectrum
তৰংগ পৃষ্ঠ,Wave surface
তৰংগাৱলী,Wave systgem
তৰংগ ঠেং,Wave tail
তৰংগ তাপ,Wave temperature
তৰংগ তত্ত্ব,Wave theory
পোহৰৰ তৰংগ তত্ত্ব,Wave theory of light
পদাৰ্থৰ তৰংগ তত্ত্ব,Wave theory of matter
তৰংগ হাৰ,Wave tilt
তৰংগাৱলী,Wave train
তৰংগ তৰংগ,Wave trap
ঢৌৰ ট্ৰাফ,Wave trough
তৰংগ ভেক্টৰ,Wave vector
তৰংগ ভেক্টৰ পৃষ্ঠা,Wave vector surface
তৰংগৰ বেগ,Wave velocity
তৰংগ ৰূপ সমাধান,Wave-like solution
তৰংগ ব্ৰেকাৰ কাপলাৰ,Waveguide coupler
ৱেভ ব্ৰেকাৰ বেংক,Waveguide elbow
wavelet,Wavelet
তৰংগ মিটাৰ,Wavemeter
অস্থিৰতা,Waviness
"ঢৌৱা, ঢৌৱা, ঢৌৱা, ঢৌৱা",Wavy
তৰংগ ৰেখা,Wavy line
বেঁকা টুইল,Wavy pointed zigzag twill
weber (ইউনিট),Wb (unit weber)
"দুৰ্বল, পাতল",Weak
দুৰ্বল অক্ষ,Weak axis
দুৰ্বল নীলা,Weak blue
দুৰ্বল সংকোচন ক্ষমতা,Weak compactness
দুৰ্বল ধাৰাবাহিকতা,Weak continuum
দুৰ্বল অভিসৰণ,Weak convergence
দুৰ্বল বিপৰীত শব্দ,Weak converse
"লুজ কাপলিং, লুজ কাপলিং",Weak coupling
দুৰ্বল কাৰেণ্ট,Weak current
দুৰ্বল বিচ্ছিন্নতা,Weak discontinuity
দুৰ্বল ইলেক্ট্ৰলাইট,Weak electroyte
দুৰ্বল অঞ্চল,Weak field
দুৰ্বল পাৰস্পৰিক ক্ৰিয়া,Weak interaction
দুৰ্বল লেন্স,Weak lens
দুৰ্বল স্তৰ,Weak level
দুৰ্বল সীমা,Weak limit
দুৰ্বল ৰেখা,Weak line (spectral)
"দুৰ্বল প্যাৰাবোলা, দুৰ্বল পেৰাবোলা",Weak parabola
ঢিলা আৱৰণ,Weak screening
দুৰ্বল শ্বক তৰংগ,Weak shock wave
দুৰ্বলতা সৃষ্টিকাৰী সংক্ৰমণ,Weak transition
অলপ দুৰ্নীতিগ্ৰস্ত,Weakly degenerate
দুৰ্বল পাৰস্পৰিক ক্ৰিয়াৰ ব্যৱস্থা,Weakly interacting system
ষ্টেবিলিটি ডেৰাইভেটিভ,Weather cock (stability)
ৱেবাৰ,Weber (unit)
ৱেবাৰ নম্বৰ,Weber number
"ৱেজ, ফেন, ফানেল, কনককচন",Wedge
ফেন ইফেক্ট,Wedge effect
"ৱেজ ফিল্টাৰ, ফানেল ফিল্টাৰ",Wedge filter
"wedge horn, মজাৰ শিং",Wedge horn
ৱেজ ফটোমিটাৰ,Wedge photomerter
ৱেজ পইণ্ট পিন,Wedge point pin
কুঠাৰ আকৃতিৰ,Wedge shaped
চেৰিবেলাৰ অৱতলতা,Wedge shaped concavity
ভেণ্টেড কেথ&#39;ড,Wehnelt cathode
ওজন কৰা,Weigh
ওজনৰ বাকচ,Weigh box
ওজন কৰা বটল,Weighing bottle
লোড নেট,Weighing network
মাইক্ৰ&#39; ওজন বটল,Weighing piggy
"ওজন, ওজন, ওজন, ওজন, মৰ্যাদা",Weight
ওজন-গড় আণৱিক ওজন,Weight average molecular weight
লক্ষ্য লোড,Weight bogey
লোড ফ্যাক্টৰ,Weight factor
ওজনৰ কাৰ্য্য,Weight function
লোড লোড ফ্যাক্টৰ,Weight loading factor
ওজনৰ থাৰ্মোমিটাৰ,Weight thermometer
ওজন-দৈৰ্ঘ্যৰ সম্পৰ্ক,Weight-length relationship
লোড নেট,Weightage
ওজনযুক্ত উপযোগিতা,Weighted ability
ওজনযুক্ত গাণিতিক গড়,Weighted arithmetical average
"ওজনযুক্ত গড়, ওজনযুক্ত গড়",Weighted average
ওজনযুক্ত পৰীক্ষা ৰোল,Weighted battery
ওজনযুক্ত ক&#39;ড,Weighted code
ওজনযুক্ত পাৰ্থক্য,Weighted difference
ওজনযুক্ত সূচকাংক,Weighted index number
"ওজনযুক্ত গড়, ওজনযুক্ত গড়",Weighted mean
ওজনযুক্ত শব্দ,Weighted noise
ওজনযুক্ত শূন্য,Weighted zero
"ওজন, ওজন",Weighting
যাদৃচ্ছিক প্ৰতিস্থাপনৰ দ্বাৰা ওজন কৰা,Weighting by random substitution
ওজন সহগ,Weighting coefficient
লোড ফ্যাক্টৰ,Weighting factor
লোড ফাংচন,Weighting function
ৱাইনবাৰ্গ-ছালান তত্ত্ব,Weinberg Salam theory
ভাইচ ৰুল,Weiss law
ভাইচ মেগনেটন,Weiss magneton
ৱাইজেনবাৰ্গ কাপলিং,Weissenberg coupling
উইজেনবাৰ্গ পদ্ধতি,Weissenberg method
"ৱেল্ডাৰ, ৱেল্ডাৰ",Welder
ৱেল্ডিং,Welding
(সম্ভাৱ্য) কূপ-তীব্ৰতা অপাৰেচন,Well depth parameter
(সম্ভাৱ্য) ফোলিকলৰ আকাৰ,Well shape
ৱেষ্টকট জ&#39;ন,West cott cross section
ভিজা-বাল্বৰ থাৰ্মোমিটাৰ,Wet bulb thermometer
"ডেচিকেণ্ট বাল্বৰ থাৰ্মোমিটাৰ, ডেচিকেণ্ট বাল্বৰ থাৰ্মোমিটাৰ",Wet dry bulb thermometer
লিকুইড ইলেক্ট্ৰ&#39;লাইটিক কেপাচিটৰ,Wet electrolytic capacitor
"ক্লেইডাক, ক্লেইডান কাৰক",Wetting agent
ৱাট-ঘণ্টা (কেৱল),Wh (watthour unit)
"হুইটষ্টোন দলং, হুইটষ্টোন দলং",Wheatstone's bridge
"চকা, চকা",Wheel
চকা আৰু অক্ষ,Wheel and axle
এটা চকা ষ্টল,Wheel barrow
wheeler feyman তত্ত্ব,Wheeler-Feynmann theory
Wimjhurst মেচিন,Whimshurst machine
"হুইস্কাৰ, মাছৰুম, হুইস্কাৰ, গুনফ",Whisker
মেষ্টেক্টমী,Whisker growth
মাৰ্মাৰ শ্ৰেভি গেলেৰী,Whispering gallery
সুহুৰি,Whistle
হুইছলাৰ,Whistler
বগা,White
বগা ভৰ,White body
বগা চুলি,White clipper
"বগা সংকোচন, কনট্ৰাষ্ট দ্বিধাবোধ",White compression
বগা তাপ,White heat
বগা গৰম,White hot
বগা স্তৰ,White level
বগা পোহৰ,White light
বগা শব্দ,White noise
বগা বিকিৰণ,White radiation
বগা ৰেকৰ্ডিং,White recording
বগা চেচুৰেচন,White saturation
বগা সংকেত,White signal
বগা-কৃষ্ণ মাত্ৰা পৰিসৰ,White to black amplitude range
বগা এক্স-ৰে,White X-ray
পূৰনাকায়া কাউণ্টাৰ,Whole body counter
"সম্পূৰ্ণ শৰীৰৰ আৱৰণ, সম্পূৰ্ণ শৰীৰৰ বিভাজন",Whole body exposure
সম্পূৰ্ণ শৰীৰৰ বিকিৰণ,Whole body radiation
গোটেই আণৱিক কক্ষপথ সম্পূৰ্ণ আণৱিক কক্ষপথ,Whole molecule orbital
"সম্পূৰ্ণ অভিযোগ, সম্পূৰ্ণ অভিযোগ",Whole mount
"পূৰ্ণ সংখ্যা, পূৰ্ণসংখ্যা",Whole number
পূৰ্ণসংখ্যাৰ আন্তঃপ্ৰক্ষেপণ,Whole number projection
নিৰপেক্ষ চাপ,Whole pressure
ঘূৰণীয়া নিয়ম,Whole rule
গ্ৰেট এংগেল,Wide angle
বিশাল হস্তক্ষেপ,Wide angle interference
দৈত্যকায় লেন্স,Wide angle lens
ৱাইড বেণ্ড এম্প্লিফায়াৰ,Wide band amplifier
বহল বেণ্ড ডাইপোল,Wide band dipole
ৱাইড বেণ্ড পাৱাৰ এম্প্লিফায়াৰ,Wide band power amplifier
ৱাইড ৰেচপন্স বেণ্ড,Wide response band
প্ৰস্থ,Width
সম্প্ৰসাৰণ নিয়ন্ত্ৰণ,Width control
Wien বেগ ফিল্টাৰ,Wien velocity filtrer
ভিগনেয়াৰ শক্তি,Wigner energy
vignair পৰিবৰ্তন,Wigner growth
wigner নিউক্লিয়াছ,Wigner nuclei (=wigner nuclei)
wigner জোৰা,Wigner pair
ভিগনেয়াৰ ৰিডেম্পচন,Wigner release
vignair ভ্ৰম সুৰক্ষা নিয়ম,Wigner spin-conservation rule
