Malayalam,Telugu
ചുമർ പെയിന്റിംഗ്,వాల్ పెయింటింగ్
യുദ്ധം,యుద్ధం
യുദ്ധപ്രഭു,యుద్ధ ప్రభువు
യോദ്ധാവ്,యోధుడు
യോദ്ധാവ്,యోధుడు
യോദ്ധാവ്,యోధుడు
യുദ്ധക്കപ്പൽ,యుద్ధనౌక
വാച്ച്-വേഡ്,వాచ్-వర్డ్
വെൽഫെയർ സ്റ്റേറ്റ്,సంక్షేమ రాజ్యం
ക്ഷേമപ്രവർത്തനം,సంక్షేమ పనులు
വിഗ്,విగ్
വെള്ള കൊടി,తెల్ల జెండా
വെള്ളക്കാരുടെ ഭാരം,తెల్లవారి భారం
ലോക സാമ്രാജ്യം,ప్రపంచ సామ్రాజ్యం
ലോക പ്രസ്ഥാനം,ప్రపంచ ఉద్యమం
ലോക രാഷ്ട്രീയം,ప్రపంచ రాజకీయాలు
ലോകശക്തി,ప్రపంచ శక్తి
ലോക മഹായുദ്ധം,ప్రపంచ యుద్ధం
വേക്കർ,వ్రేకర్
തകർക്കുന്ന ഭേദഗതി,ధ్వంసమైన సవరణ
സെനെലസിസ്,జెనెలాసిస్
സെനോഫോബിയ,జెనోఫోబియా
യാങ്കി,యాంకీ
മഞ്ഞ ജാക്കറ്റ്,పసుపు రంగు గల చొక్కా
മഞ്ഞ മനുഷ്യൻ,పసుపు మనిషి
മഞ്ഞ അപകടം,పసుపు ప్రమాదం
മഞ്ഞ അമർത്തുക,పసుపు ప్రెస్
യുവ തുർക്കികൾ,యంగ్ టర్క్స్
സിയൂസ്,జ్యూస్
സയണിസം,జియోనిజం
സൊരാസ്ട്രിയനിസം,జొరాస్ట్రియనిజం
