Assamese,Tamil
অন্তৰ্স্থলীৰ চাৰ্জ গ্ৰীড,இடைநிலை சார்ஜ் கட்டம்
ভাস্কৰ্য্যযুক্ত চাৰ্জ লেভেল,செதுக்கப்பட்ட கட்டண நிலை
অন্তৰ্স্থলীৰ আধান সীমিতকৰণ সহগ,இடைநிலை கட்டணம் கட்டுப்படுத்தும் குணகம்
আকাশী আধান ক্ষেত্ৰ,வான சார்ஜ் புலம்
আন্তঃস্পেচ আধান তৰংগ,இடைவெளி சார்ஜ் அலை
বিকল্প ক&#39;ড,மாற்று குறியீடு
আকাশৰ উপাদান,வானத்தின் கூறு
ষ্টেৰিঅ&#39;স্কোপিক,ஸ்டீரியோஸ்கோபிக்
স্থানীয় স্থানাংক,இடஞ்சார்ந்த ஆயங்கள்
ছুটিৰ সম্পৰ্ক প্ৰবন্ধ,விடுமுறை தொடர்பு கட்டுரை
মহাকাশযান,விண்கலம்
আকাশৰ ধাৰা,வான ஓடை
আকাশ বক্ৰ,வான வளைவு
ষ্টেৰিঅ&#39;স্কোপিক বিতৰণ,ஸ்டீரியோஸ்கோபிக் விநியோகம்
ছুটিৰ উপাদান,விடுமுறை உறுப்பு
মহাকাশ উৰণ,விண்வெளி விமானம்
আকাশী বিন্দু পথ,வான புள்ளி பாதை
ষ্টেৰিঅ&#39;স্কোপিক সূত্ৰ,ஸ்டீரியோஸ்கோபிக் சூத்திரம்
ষ্টেৰিঅ&#39; গ্ৰেটিং,ஸ்டீரியோ கிராட்டிங்
"আকাশী গ্ৰুপ, আকাশী গ্ৰুপ, ষ্টেৰিঅ’স্ক’পিক গ্ৰুপ","அகாஷி குழு, ஆகாஷி குழு, ஸ்டீரியோஸ்கோபிக் குழு"
আকাশ গোট প্ৰতিসমতা,வான குழு சமச்சீர்
space lab,விண்வெளி ஆய்வகம்
"ষ্টেৰিঅ’স্কোপিক জালি, আকাশী জালি","ஸ்டீரியோஸ்கோபிக் லட்டு, வான்வழி லட்டு"
ষ্টেৰিঅ&#39;স্কোপিক ইমেজ,ஸ்டீரியோஸ்கோபிக் படம்
দিক চিত্ৰম,திக் சித்திரம்
আকাশৰ পাৰ্যমান্যতা,வானம் ஊடுருவக்கூடிய தன்மை
আকাশ শিল্প,வான கலை
মহাকাশ পদাৰ্থ বিজ্ঞান,விண்வெளி இயற்பியல்
মহাকাশ অন্বেষক,விண்வெளி ஆய்வாளர்
আকাশ কোৱাণ্টাইজেচন,வான அளவீடு
আকাশ গণনা,வான எண்ணிக்கை
আকাশী তেজ,வான இரத்தம்
ভৌতিক প্ৰতিফলন,உடல் பிரதிபலிப்பு
স্থানীয় সম্পৰ্ক,இடஞ்சார்ந்த உறவு
মহাকাশ ৰকেট,விண்வெளி ராக்கெட்
মহাকাশ উপগ্ৰহ,விண்வெளி செயற்கைக்கோள்
মহাকাশ কেন্দ্ৰ,விண்வெளி நிலையம்
"মহাকাশ পোছাক, মহাকাশ কৱচ","விண்வெளி ஆடை, விண்வெளி கவசம்"
স্থান-কাল,விண்வெளி நேரம்
স্থান ধ্ৰুৱক,விண்வெளி மாறிலி
স্থান স্থানাংক,விண்வெளி ஒருங்கிணைப்புகள்
স্পেচ গাইড,விண்வெளி வழிகாட்டி
স্থান বক্ৰতা,விண்வெளி வளைவு
"স্থান সময় বক্ৰ, স্থান সময় বক্ৰ","விண்வெளி நேர வளைவு, விண்வெளி நேர வளைவு"
মানসিক ব্যৱস্থা,மன அமைப்பு
স্থান ফলন,விண்வெளி செயல்பாடு
সময়কাল,கால கட்டம்
সময়ৰ ব্যৱধান,நேர இடைவேளை
সময় জোখা,நேர அளவீடு
সময় বিন্দু,நேர புள்ளி
সময় মণ্ডল,நேரம் மண்டலம்
স্থান প্ৰতিসমতা,விண்வெளி சமச்சீர்
মহাকাশৰ ট্ৰেজেক্টৰী,விண்வெளிப் பாதை
স্থান ভ্যাৰিয়েন্স,விண்வெளி மாறுபாடு
স্থান আয়তন,விண்வெளி அளவு
মহাকাশযান,விண்கலம்
"মহাকাশৰ বেগ, আকাশৰ বেগ","விண்வெளி வேகம், ஆகாய வேகம்"
আকাশৰ ঢৌ,வான அலை
সময়ৰ সম্পৰ্ক,நேர தொடர்பு
অন্তৰ্স্থলীৰ এন্টেনা,இடைநிலை ஆண்டெனா
আন্তঃনক্ষত্ৰীয় সমবাৰ,இன்டர்ஸ்டெல்லர் ஐசோபார்கள்
ব্যৱধান,இடைவெளி
ডিফাৰেন্সিয়েল ৰড,வேறுபட்ட கம்பி
ডিফাৰেন্সিয়েল লিফ,வேறுபட்ட இலை
মহাকাশযান,விண்கலம்
আকাশী,ஆகாஷி
বিশেষ উদ্দেশ্যৰ কম্পিউটাৰ,சிறப்பு நோக்கம் கொண்ட கணினி
আপেক্ষিকতাবাদৰ নিৰ্দিষ্ট তত্ত্ব,குறிப்பிட்ட சார்பியல் கோட்பாடு
নিৰ্দিষ্ট ধ্বনি প্ৰতিৰোধ ক্ষমতা,குறிப்பிட்ட ஒலி மின்மறுப்பு
"স্থানান্তৰ, ব্যৱধান","பரிமாற்றம், இடைவெளி"
ট্ৰেঞ্জিচনেল,இடைநிலை
মাৰ্কাৰ ব্যৱধান,குறிப்பான் இடைவெளி
ব্যৱধানৰ তৰংগ,இடைவெளி அலை
ধাৰ্য্যকৰ্তা,குறிப்பான்
"শালখণ্ড, সমুতখণ্ড, স্পাল","ஷால்கண்ட், சமுத்கண்ட், ஸ்பால்"
"aggregation, পোনা মেলা","திரட்டுதல், முட்டையிடுதல்"
সম্প্ৰসাৰণ,நீட்டிப்பு
"স্পাৰ্ক, স্পাৰ্ক","தீப்பொறி, தீப்பொறி"
এন্টি স্পাৰ্ক,எதிர்ப்பு தீப்பொறி
স্পাৰ্কিং ৰাশিফল,தீப்பொறி ஜாதகம்
স্পাৰ্ক ইমাৰ্জেচন,தீப்பொறி மூழ்குதல்
স্পাৰ্কিং ফ্ৰিকুৱেন্সি,தீப்பொறி அதிர்வெண்
স্পাৰ্কিং ব্যৱধান,தீப்பொறி இடைவெளி
"স্পাৰ্কিং গেপ নজেল, ইলেক্ট্ৰ&#39;ডলেছ নজেল","தீப்பொறி இடைவெளி முனை, மின்முனையற்ற முனை"
স্পাৰ্কিং লেংথ,தீப்பொறி நீளம்
স্পাৰ্ক লাইন,தீப்பொறி வரி
স্পাৰ্ক প্লাগ,தீப்பொறி பிளக்
স্পাৰ্কিং ভল্টেজ,மின்னழுத்தம்
ঝলমলীয়া কাম,மின்னும் படகோட்டி
স্পাৰ্কিং ৰেজিষ্টেন্স,எதிர்ப்பை தூண்டுகிறது
স্পাৰ্কিং স্পেকট্ৰম,ஸ்பார்க்கிங் ஸ்பெக்ட்ரம்
স্পাৰ্ক পৰীক্ষা,தீப்பொறி சோதனை
স্পাৰ্ক ট্ৰেন্সমিটাৰ,தீப்பொறி டிரான்ஸ்மிட்டர்
স্পাৰ্কিং ব্যৱধান মডুলেচন,ஸ்பார்க்கிங் இடைவெளி பண்பேற்றம்
স্ফিংক্টাৰ ব্যৱধান,சுருக்கு இடைவெளி
স্পাৰ্ক প্লাগ,தீப்பொறி பிளக்
স্পাৰ্কিং পটেনচিয়েল,தூண்டுதல் திறன்
পোহৰৰ শাখা,ஒளி கிளை
"আকাশী, স্থানীয়","வான, உள்ளூர்"
আকাশী উপাদান,வான கூறு
"স্থানীয় স্থানাংক, আকাশী স্থানাংক, অৱস্থান স্থানাংক, ত্ৰিমাত্ৰিক স্থানাংক","இடஞ்சார்ந்த ஆயங்கள், வான ஆயத்தொலைவுகள், இருப்பிட ஒருங்கிணைப்புகள், முப்பரிமாண ஒருங்கிணைப்புகள்"
আকাশী বক্ৰতা,வான வளைவு
আকাশী ঘনত্ব,வான அடர்த்தி
আকাশী দিশ,வான திசை
আকাশী দোষ,வான தவறு
"ষ্টেৰিঅ’স্কোপিক বিতৰণ, স্থানীয় বিতৰণ, স্থানীয় বিতৰণ","ஸ்டீரியோஸ்கோபிக் விநியோகம், இடஞ்சார்ந்த விநியோகம், இடஞ்சார்ந்த விநியோகம்"
"ষ্টেৰিঅ’স্কোপিক ইফেক্ট, ষ্টেৰিঅ’স্ক’পিক ইফেক্ট","ஸ்டீரியோஸ்கோபிக் விளைவு, ஸ்டீரியோஸ்கோபிக் விளைவு"
ষ্টেৰিঅ&#39;স্কোপিক ফ্যাক্টৰ,ஸ்டீரியோஸ்கோபிக் காரணி
বহুগুণক,பெருக்கி
আকাশী সমতা,வான ஒருமைப்பாடு
আকাশী সমৰূপতা,வான ஐசோமார்பிசம்
"ষ্টেৰিঅ’স্কোপিক গোলক, আকাশী আৰ্হি","ஸ்டீரியோஸ்கோபிக் கோளம், வான மாதிரி"
আকাশী মুহূৰ্ত,வான தருணம்
আকাশৰ গতি,வான வேகம்
আকাশৰ জাল,வான வலை
আকাশী মেৰু স্থানাংক,வான துருவ ஆயத்தொலைவுகள்
দিশগত পৰিমাণ নিৰ্ণয়,திசை அளவீடு
আকাশী ঘূৰণ,வான சுழற்சி
ছুটিৰ চলক,விடுமுறை மாறி
আকাশী বেগ,வான வேகம்
আকাশী আয়তন,வான அளவு
ক্ৰনিক,நாள்பட்ட
aap চাবি,aap விசை
"নিৰ্দিষ্ট আপেক্ষিকতা, নিৰ্দিষ্ট আপেক্ষিকতা","குறிப்பிட்ட சார்பியல், குறிப்பிட்ட சார்பியல்"
"আপেক্ষিক, নিৰ্দিষ্ট, বিশেষ","உறவினர், குறிப்பிட்ட, சிறப்பு"
নিৰ্দিষ্ট শোষণ,குறிப்பிட்ட உறிஞ்சுதல்
নিৰ্দিষ্ট ধ্বনি ধাৰণক্ষমতা,குறிப்பிட்ட ஒலி கொள்ளளவு
নিৰ্দিষ্ট ধ্বনিগত প্ৰতিক্ৰিয়া,குறிப்பிட்ட ஒலி பதில்
নিৰ্দিষ্ট ধ্বনি প্ৰতিৰোধ ক্ষমতা,குறிப்பிட்ட ஒலி எதிர்ப்பு
"নিৰ্দিষ্ট ক্ৰিয়া, নিৰ্দিষ্ট প্ৰতিক্ৰিয়া","குறிப்பிட்ட செயல், குறிப்பிட்ட எதிர்வினை"
নিৰ্দিষ্ট ঠিকনা,குறிப்பிட்ட முகவரி
নিৰ্দিষ্ট চাৰ্জ,குறிப்பிட்ட கட்டணம்
নিৰ্দিষ্ট ড্ৰাইভ,குறிப்பிட்ட இயக்கி
নিৰ্দিষ্ট পৰিবাহীতা,குறிப்பிட்ட கடத்துத்திறன்
বিশেষ আখৰৰ সংক্ষিপ্ত ৰূপ,சிறப்பு எழுத்து சுருக்கம்
"নিৰ্দিষ্ট এনথালপি, নিৰ্দিষ্ট এনথালপি","குறிப்பிட்ட என்டல்பி, குறிப்பிட்ட என்டல்பி"
নিৰ্দিষ্ট বল,குறிப்பிட்ட சக்தி
নিৰ্দিষ্ট ইন্ধনৰ ব্যৱহাৰ,குறிப்பிட்ட எரிபொருள் நுகர்வு
নিৰ্দিষ্ট গামা-ৰশ্মি নিৰ্গমন,குறிப்பிட்ட காமா கதிர் உமிழ்வு
"নিৰ্দিষ্ট ঘনত্ব, আপেক্ষিক ঘনত্ব","குறிப்பிட்ட அடர்த்தி, உறவினர் அடர்த்தி"
আপেক্ষিক ঘনত্বৰ বটল,உறவினர் அடர்த்தி பாட்டில்
নিৰ্দিষ্ট তাপ,குறிப்பிட்ட வெப்பம்
নিৰ্দিষ্ট ইম্পিডেন্স,குறிப்பிட்ட மின்மறுப்பு
নিৰ্দিষ্ট ইমপালছ,குறிப்பிட்ட தூண்டுதல்
নিৰ্দিষ্ট বিদ্যুৎঋণাত্মকতা,குறிப்பிட்ட எலக்ட்ரோநெக்டிவிட்டி
নিৰ্দিষ্ট তীব্ৰতা,குறிப்பிட்ட தீவிரம்
নিৰ্দিষ্ট আভ্যন্তৰীণ শক্তি,குறிப்பிட்ட உள் ஆற்றல்
নিৰ্দিষ্ট আয়নীয়কৰণ,குறிப்பிட்ட அயனியாக்கம்
নিৰ্দিষ্ট শক্তি,குறிப்பிட்ட சக்தி
নিৰ্দিষ্ট অপচয় শক্তি,குறிப்பிட்ட சிதறல் சக்தி
নিৰ্দিষ্ট কাৰ্যসূচী,குறிப்பிட்ட திட்டம்
নিৰ্দিষ্ট প্ৰপালচন খৰচ,குறிப்பிட்ட உந்துவிசை நுகர்வு
নিৰ্দিষ্ট সঠিক এণ্ট্ৰপি,குறிப்பிட்ட சரியான என்ட்ரோபி
আপেক্ষিক তেজস্ক্ৰীয়তা,உறவினர் கதிரியக்கம்
নিৰ্দিষ্ট প্ৰতিৰোধ ক্ষমতা,குறிப்பிட்ட எதிர்ப்பு
আপেক্ষিক প্ৰতিৰোধ ক্ষমতা,உறவினர் எதிர்ப்பு
আপেক্ষিক ক্ষমতা,உறவினர் திறன்
নিৰ্দিষ্ট মেৰুত্ব ঘূৰ্ণন,குறிப்பிட்ட துருவமுனைப்பு சுழற்சி
নিৰ্দিষ্ট মেৰুত্ব ঘূৰ্ণন ক্ষমতা,குறிப்பிட்ட துருவமுனைப்பு சுழற்சி திறன்
নিৰ্দিষ্ট পদক্ষেপ,குறிப்பிட்ட நகர்வு
"নিৰ্দিষ্ট ধাৰা, গণ ধাৰা","குறிப்பிட்ட போக்கு, வெகுஜன போக்கு"
নিৰ্দিষ্ট ঠেলা,குறிப்பிட்ட உந்துதல்
নিৰ্দিষ্ট আঠালতীয়াতা,குறிப்பிட்ட பாகுத்தன்மை
নিৰ্দিষ্ট আয়তন,குறிப்பிட்ட தொகுதி
নিৰ্দিষ্ট বোজাৰ প্ৰবাহ,குறிப்பிட்ட சுமை ஓட்டம்
স্পেচিফিকেশন,விவரக்குறிப்பு
স্পেচিফিকেশন পৰিসৰ,விவரக்குறிப்பு வரம்பு
স্পেচিফিকেশন টোলাৰেন্স (স্পেচিফিকেশন প্ৰবন্ধ),விவரக்குறிப்பு சகிப்புத்தன்மை (குறிப்புக் கட்டுரை)
নিৰ্দিষ্ট কৰা হৈছে,குறிப்பிடப்பட்டுள்ளது
নিৰ্দিষ্ট কৰা অৰঙীন পোহৰ,குறிப்பிட்ட வண்ணமயமான ஒளி
নিৰ্দিষ্ট বিশুদ্ধকৰণ,குறிப்பிட்ட சுத்திகரிப்பு
নিৰ্দিষ্ট আঠাযুক্ততা,குறிப்பிட்ட ஒட்டுதல்
নিৰ্দিষ্ট সহনশীলতা,குறிப்பிட்ட சகிப்புத்தன்மை
"নমুনা, নমুনা","மாதிரி, மாதிரி"
কানি,கனி
কানি ইন্টাৰফেৰ&#39;মেট্ৰি,கனி இன்டர்ஃபெரோமெட்ரி
বৰ্ণালী চাপৰ স্তৰ,ஸ்பெக்ட்ரம் அழுத்த நிலை
স্পেকট্ৰম প্ৰজেক্টৰ,ஸ்பெக்ட்ரம் ப்ரொஜெக்டர்
"বৰ্ণালীবিজ্ঞান, বৰ্ণালীবিজ্ঞান","ஸ்பெக்ட்ரோஸ்கோப், ஸ்பெக்ட்ரோஸ்கோப்"
বৰ্ণালী নিৰপেক্ষ পৰিমাণ,நிறமாலை முழுமையான அளவு
বৰ্ণালী ব্যাসাৰ্ধৰ বেগ,நிறமாலை ஆரம் வேகம்
বৰ্ণালী বেণ্ড,நிறமாலை பட்டை
বৰ্ণালী শ্ৰেণী,நிறமாலை வகுப்பு
বৰ্ণালী শ্ৰেণীবিভাজন,நிறமாலை வகைப்பாடு
বৰ্ণালী চৰিত্ৰ,நிறமாலை பாத்திரம்
মানৱ বিচ্ছেদ উপপাদ্য,மனித விலகல் தேற்றம்
"বৰ্ণালী ঘনত্ব, মানৱ ঘনত্ব","நிறமாலை அடர்த்தி, மனித அடர்த்தி"
বৰ্ণালী শক্তি বিতৰণ,நிறமாலை சக்தி விநியோகம்
বৰ্ণালী শক্তি বিতৰণ বক্ৰ,நிறமாலை ஆற்றல் விநியோக வளைவு
বৰ্ণালী নিৰ্গমন,நிறமாலை உமிழ்வு
বৰ্ণালী শক্তি বিতৰণ,நிறமாலை ஆற்றல் விநியோகம்
বৰ্ণালীগত প্ৰমাণ,நிறமாலை ஆதாரம்
বৰ্ণালী ৰং,நிறமாலை நிறம்
বৰ্ণালী ৰেখা,நிறமாலை கோடு
বৰ্ণালী মানদণ্ড,நிறமாலை தரநிலை
বৰ্ণালী সময়,நிறமாலை காலம்
বৰ্ণালী মেৰুকৰণ,நிறமாலை துருவப்படுத்தல்
"বৰ্ণালীবিজ্ঞানৰ প্ৰফাইল, বৰ্ণালীগত প্ৰফাইল","ஸ்பெக்ட்ரோஸ்கோபிக் சுயவிவரம், நிறமாலை சுயவிவரம்"
বৰ্ণালী কেলৰিমিটাৰ,நிறமாலை கலோரிமீட்டர்
বৰ্ণালী ব্যাসাৰ্ধ,நிறமாலை ஆரம்
বৰ্ণালী প্ৰতিফলন,நிறமாலை பிரதிபலிப்பு
বৰ্ণালী প্ৰতিফলন বক্ৰ,நிறமாலை பிரதிபலிப்பு வளைவு
"বৰ্ণালী অঞ্চল, বৰ্ণালী খণ্ড","நிறமாலை பகுதி, நிறமாலை பிரிவு"
"বৰ্ণালী ৰিজ’লিউচন, বৰ্ণালী ৰিজ’লিউচন","நிறமாலை தீர்மானம், ஸ்பெக்ட்ரம் தீர்மானம்"
বৰ্ণালী সংবেদনশীলতা,நிறமாலை உணர்திறன்
বৰ্ণালী ক্ৰম,நிறமாலை வரிசை
বৰ্ণালী পৰিসৰ,நிறமாலை வரம்பு
বৰ্ণালী প্ৰজন্ম,நிறமாலை தலைமுறை
বৰ্ণালী বৰ্ণালী,நிறமாலை நிறமாலை
বৰ্ণালী পোষ্ট,நிறமாலை இடுகை
মানৱীয় নীতি,மனித கொள்கை
বৰ্ণালী পৰিৱৰ্তন,நிறமாலை மாற்றம்
বৰ্ণালী সংবহন বক্ৰ,நிறமாலை பரிமாற்ற வளைவு
বৰ্ণালী শ্ৰেণী,நிறமாலை வகுப்பு
স্পেক্ট্ৰ&#39;ফ&#39;ট&#39;মিটাৰ,ஸ்பெக்ட்ரோஃபோட்டோமீட்டர்
বৰ্ণালীবিজ্ঞানী,ஸ்பெக்ட்ரோகிராபர்
"স্পেকট্ৰ&#39;গ্ৰাম, স্পেকট্ৰ&#39;গ্ৰাফ","ஸ்பெக்ட்ரோகிராம், ஸ்பெக்ட்ரோகிராஃப்"
"স্পেক্ট্ৰ&#39;ব&#39;ল&#39;গ্ৰাফ, স্পেক্ট্ৰ&#39;ফটোগ্ৰাফাৰ","ஸ்பெக்ட்ரோபோலோகிராஃப், ஸ்பெக்ட்ரோபோட்டோகிராபர்"
বৰ্ণালীবিজ্ঞানৰ ফ্ল’ৰ’মিটাৰ,ஸ்பெக்ட்ரோஸ்கோபிக் ஃப்ளோரோமீட்டர்
বৰ্ণালী ছবি,ஸ்பெக்ட்ரம் படம்
বৰ্ণালীবিজ্ঞান বিশ্লেষণ,ஸ்பெக்ட்ரோகிராஃபிக் பகுப்பாய்வு
"স্পেক্ট্ৰ’ হেলিঅ’গ্ৰাফ, স্পেক্ট্ৰ’ হেলিঅ’গ্ৰাফ","ஸ்பெக்ட்ரோ ஹெலியோகிராஃப், ஸ்பெக்ட்ரோ ஹெலியோகிராஃப்"
বৰ্ণালী দূৰবীণ,நிறமாலை தொலைநோக்கி
"বৰ্ণালীমাপক, বৰ্ণালীমাপক","ஸ்பெக்ட்ரோமீட்டர், ஸ்பெக்ட்ரோமீட்டர்"
বৰ্ণালীবিজ্ঞান,ஸ்பெக்ட்ரோமெட்ரி
বৰ্ণালীবিজ্ঞানৰ মাইক্ৰস্কোপ,ஸ்பெக்ட்ரோஸ்கோபிக் நுண்ணோக்கி
বৰ্ণালী বৰ্ণমালা,நிறமாலை எழுத்துக்கள்
স্পেক্ট্ৰ’ফ’ট’মিটাৰ স্পেক্ট্ৰ’ফ’ট’মিটাৰ,ஸ்பெக்ட்ரோஃபோட்டோமீட்டர் ஸ்பெக்ட்ரோஃபோட்டோமீட்டர்
স্পেক্ট্ৰ&#39;ফ&#39;ট&#39;মিটাৰ,ஸ்பெக்ட்ரோஃபோட்டோமீட்டர்
স্পেকট্ৰম ফটোমিটাৰ পৰ্যবেক্ষণ,ஸ்பெக்ட்ரம் போட்டோமீட்டர் கண்காணிப்பு
স্পেক্ট্ৰ’ফ’ট’মিটাৰ প্ৰযুক্তি,ஸ்பெக்ட்ரோஃபோட்டோமீட்டர் தொழில்நுட்பம்
বৰ্ণালীমেৰুমাপক,ஸ்பெக்ட்ரோபோலரிமீட்டர்
বৰ্ণালীমাপক,ஸ்பெக்ட்ரோமீட்டர்
বৰ্ণালী শক্তি,நிறமாலை ஆற்றல்
বৰ্ণালীবিজ্ঞানসন্মত যোৰ তৰা,ஸ்பெக்ட்ரோஸ்கோபிக் ஜோடி நட்சத்திரம்
বৰ্ণালী ৰাসায়নিক বিশ্লেষণ,நிறமாலை இரசாயன பகுப்பாய்வு
"বৰ্ণালী বিচ্যুতি নিয়ম, বৰ্ণালী বিচ্যুতি নিয়ম","நிறமாலை இடப்பெயர்ச்சி சட்டம், நிறமாலை இடப்பெயர்ச்சி சட்டம்"
বৰ্ণালীবিজ্ঞানৰ পৰ্যবেক্ষণ,ஸ்பெக்ட்ரோஸ்கோபிக் கவனிப்பு
বৰ্ণালীবিজ্ঞানৰ প্যাৰালেক্স,ஸ்பெக்ட்ரோஸ்கோபிக் இடமாறு
বৰ্ণালী ৰিজ&#39;লিউচন,நிறமாலை தீர்மானம்
বৰ্ণালী বিভাজন সহগ,நிறமாலை பிளவு குணகம்
বৰ্ণালী যোৰ তৰা,நிறமாலை ஜோடி நட்சத்திரம்
বৰ্ণালী একক,நிறமாலை அலகு
বৰ্ণালীগতভাৱে বিশুদ্ধ,நிறமாலை தூய்மையானது
"বৰ্ণালীবিজ্ঞানী, বৰ্ণালীবিজ্ঞানী","ஸ்பெக்ட்ராலஜிஸ்ட், ஸ்பெக்ட்ரம் விஞ்ஞானி"
বৰ্ণালীবিজ্ঞান,ஸ்பெக்ட்ரோமெட்ரி
"বৰ্ণালী, মানৱ","ஸ்பெக்ட்ரம், மனித"
বৰ্ণালী বিশ্লেষণ,நிறமாலை பகுப்பாய்வு
বৰ্ণালী আলোকসজ্জা ডায়াগ্ৰাম,ஸ்பெக்ட்ரம் வெளிச்ச வரைபடம்
স্পেকট্ৰম ব্ৰিলিয়েন্স সম্পৰ্ক,ஸ்பெக்ட்ரம் புத்திசாலித்தனமான உறவு
ডিষ্টাৰবেন্স স্পেকট্ৰম,தொந்தரவு ஸ்பெக்ட்ரம்
বৰ্ণালী বেগ সম্পৰ্ক,ஸ்பெக்ட்ரம் வேக உறவு
নিয়মীয়া প্ৰতিফলন,வழக்கமான பிரதிபலிப்பு
"বাক্য, বাক্য","பேச்சு, பேச்சு"
বাক্যৰ অক্ষমতা,பேச்சு குறைபாடு
স্পিচ মডুলেচন,பேச்சு பண்பேற்றம்
বাক্য বিকিৰণ বৰ্ণালী,பேச்சு கதிர்வீச்சு ஸ்பெக்ட்ரம்
ভাষণ স্বীকৃতি,பேச்சு அங்கீகாரம்
বাক্য চিনাক্তকৰণ,பேச்சு அங்கீகாரம்
স্পিচ স্পেকট্ৰম ডায়াগ্ৰাম,பேச்சு ஸ்பெக்ட்ரம் வரைபடம்
"বাক্য সংকেত, বাক্য সংকেত","பேச்சு சமிக்ஞை, பேச்சு சமிக்ஞை"
বাক্য বৰ্ণালী বিশ্লেষণ,பேச்சு நிறமாலை பகுப்பாய்வு
স্পীচ থ্ৰেছহোল্ড,பேச்சு வரம்பு
বাক্য তৰংগ,பேச்சு அலை
"move, চোলা","நகர்வு, தாடை"
বেগ বিচ্যুতি,திசைவேக விலகல்
যৱ বিতৰণ কাৰ্য্য,பார்லி விநியோக செயல்பாடு
ইমালচন Kshiprata,குழம்பு க்ஷிப்ரதா
গতি নিয়ন্ত্ৰক,வேக சீராக்கி
স্পীডমিটাৰ,வேகமானி
sperry কোষ,விந்து செல்
স্পেৰী প্ৰক্ৰিয়া,ஸ்பெர்ரி செயல்முறை
"গোলক, গোলক","கோளம், கோளம்"
goblin ব্যৱধান ভল্টমিটাৰ,பூதம் இடைவெளி வோல்ட்மீட்டர்
বক্ৰতাৰ গোলক,வளைவு கோளம்
প্ৰভাৱৰ ক্ষেত্ৰ,செல்வாக்கு மண்டலம்
প্ৰতিফলিত বল,பிரதிபலிக்கும் பந்து
গোলাকাৰ,உருண்டை
বৃত্তাকাৰভাৱে প্ৰতিসম,வட்ட சமச்சீர்
"গোলাকাৰ, গোলাকাৰ","கோள, உருண்டை"
গোলাকাৰ বিচ্যুতি,கோளப் பிறழ்வு
গোলাকাৰ কোণ,கோள கோணம்
ঘূৰণীয়া পৰমাণু,சுற்று அணு
গোলাকাৰ ভিত্তি ফলন,கோள அடிப்படை செயல்பாடு
গোলাকাৰ বছ,கோள முதலாளி
গোলাকাৰ মমবাতিৰ শক্তি,கோள மெழுகுவர்த்தி சக்தி
গোলাকাৰ গহ্বৰ,கோளக் குழி
গোলাকাৰ চালক,கோள இயக்கி
গোলাকাৰ স্থানাংক ব্যৱস্থা,கோள ஒருங்கிணைப்பு அமைப்பு
গোলাকাৰ স্থানাংক,கோள ஆயத்தொலைவுகள்
গোলাকাৰ বক্ৰতা,கோள வளைவு
গোলাকাৰ বক্ৰ,கோள வளைவு
বৃত্তাকাৰ ডায়েগ্ৰাম,வட்ட வரைபடம்
গোলাকাৰ বিতৰণ,கோள விநியோகம்
গোলাকাৰ বিতৰণ ফলন,கோள விநியோக செயல்பாடு
গোলাকাৰ পৃথিৱী,கோள பூமி
গোলাকাৰ পৃথিৱী সহগ,கோள பூமி குணகம்
গোলাকাৰ তৰংগ সন্মুখ,கோள அலை முன்
গোলাকাৰ হাৰমনিক,கோள இசைவான
গোলাকাৰ পোহৰৰ তৰংগ,கோள ஒளி அலை
বৃত্তাকাৰ ৰেখা,வட்ட கோடு
বৃত্তাকাৰ জাল,வட்ட கண்ணி
গোলাকাৰ দাপোন,கோளக் கண்ணாடி
গোলাকাৰ পেণ্ডুলাম,கோள ஊசல்
গোলাকাৰ মেৰু,கோள துருவ
গোলাকাৰ মেৰু স্থানাংক,கோள துருவ ஆயத்தொலைவுகள்
গোলাকাৰ চাপৰ তৰংগ,கோள அழுத்த அலை
গোলাকাৰ প্ৰক্ষেপণ,கோளக் கணிப்பு
গোলাকাৰ স্পন্দন,கோளத் துடிப்பு
গোলাকাৰ উপস্থাপন,கோள பிரதிநிதித்துவம்
গোলাকাৰ খোলা,கோள ஓடு
গোলাকাৰ প্ৰতিসমতা,கோள சமச்சீர்
গোলাকাৰ ত্ৰিকোণমিতি,கோள முக்கோணவியல்
গোলাকাৰ বেগ,கோள வேகம்
গোলাকাৰ তৰংগ সন্মুখ,கோள அலை முன்
গোলাকাৰ কুঁৱা,கோளக் கிணறு
গোলাকাৰ প্ৰতিসম প্ৰবাহ,கோள சமச்சீர் ஓட்டம்
গোলতা,வட்டத்தன்மை
গোলক,கோளம்
গোলকীয় কোৰ মডেল,கோள மைய மாதிரி
গোলাকাৰ গ্ৰহ,கோளக் கோள்
"গোলকমাপক, গোলকমাপক","கோளமானி, கோளமானி"
গোলাকাৰ লেন্স,கோள லென்ஸ்
স্পাইডাৰ ৱেব এন্টেনা,சிலந்தி வலை ஆண்டெனா
ৰাডাৰ ব্লিপ,ரேடார் பிளிப்
"পৰীক্ষা ৰেখা, প্ৰং, স্পাইক","சோதனைக் கோடு, முனை, ஸ்பைக்"
কলিক নাড়ী,பெருங்குடல் துடிப்பு
"প্ৰসন, স্পাইকেন","பிரசன், ஸ்பைகன்"
ঘূৰ্ণন,சுழல்
স্পিন কৌণিক বেগ,சுழல் கோண வேகம்
স্পিন অক্ষ,சுழல் அச்சு
