Assamese,English
সঠিক উপস্থান,proper subspace
সংৰক্ষণৰ সম্পত্তি,property of conservation
সঠিক মান (=eigen মান),proper value (=eigen value)
সঠিক ভেক্টৰ,proper vector
আনুপাতিক,proportional
আনুপাতিক সম্পৰ্ক,proportional relationship
আনুপাতিক নমুনা সংগ্ৰহ কৰা,proportional sampling
প্ৰস্তাৱনা,proposition
ছ্যুড&#39;ক&#39;ড,pseudocode
ছ্যুড&#39;মেট্ৰিক,pseudometric
ছ্যুড&#39;মেট্ৰিক স্থান,pseudometric space
ছ্যুডোনৰ্ম,pseudonorm
pseudonorm টপোলজি,pseudonorm topology
টনা,pull
ঘুর্ঘুৰী যন্ত্র,pulley
পাঞ্চ কৰা কাৰ্ড,punched card
পাঞ্চ কাৰ্ড মেচিন,punch card machine
পাঞ্চিং মেচিন,punching machine
বিশুদ্ধ বেণ্ডিং,pure bending
বিশুদ্ধ দশমিক,pure decimal
বিশুদ্ধ জ্যামিতি,pure geometry
বিশুদ্ধ প্ৰৰোচনা,pure induction
বিশুদ্ধভাৱে অতিক্ৰমণীয়,purely transcendental
বিশুদ্ধ গণিত,pure mathematics
বিশুদ্ধ সংখ্যা,pure number
বিশুদ্ধ কৌশল,pure strategy
পিৰামিড,pyramid
পিৰামিডাল কঠিন,pyramidal solid
পিৰামিডাল পৃষ্ঠ,pyramidal surface
QED,Q.E.D.
চতুৰ্ভুজ,quadrangle
চতুৰ্ভুজ প্ৰিজম,quadrangular prism
চতুৰ্থাংশ,quadrant
দ্বিঘাত,quadratic
দ্বিঘাত খৰচ,quadratic cost
দ্বিঘাত খৰচ ফলন,quadratic cost function 
দ্বিঘাত বক্ৰ,quadratic curve
দ্বিঘাত সমীকৰণ,quadratic equation
দ্বিঘাত প্ৰকাশ,quadratic expression
দ্বিঘাত ৰূপ,quadratic form
দ্বিঘাত ফলন,quadratic function
দ্বিঘাত কাৰ্য্যকৰী,quadratic functional
দ্বিঘাত আন্তঃপ্ৰক্ষেপণ,quadratic interpolation 
দ্বিঘাত বস্তুনিষ্ঠ ফলন,quadratic objective function
দ্বিঘাত প্ৰগ্ৰেমিং,quadratic programming 
দ্বিঘাত পাৰস্পৰিকতা,quadratic reciprocity 
দ্বিঘাত পৃষ্ঠ,quadratic surface
দ্বিঘাত পদ,quadratic term
দ্বিঘাত সূত্ৰ,quadrature formula
চতুৰ্ভুজ,quadrilateral
গুণগত বিশ্লেষণ,qualitative analysis
গুণগত নিয়ন্ত্ৰণ,quality control
কোৱাণ্টাম বলবিজ্ঞান,quantum mechanics
কোৱাণ্টাম সংখ্যা,quantum number
কোৱাণ্টাম পৰিসংখ্যা,quantum statistics 
কিহবাৰ এক চতুৰ্থাংশ,quarter 
কোৱাৰ্টিক,quartic
চতুৰ্থাংশ,quartile
অৰ্ধৰৈখিক গঠনমূলক সমীকৰণ,quasi linear constitutive equation
অৰ্ধ নিয়মীয়া,quasi regular
quaternion,quaternion
শাৰীৰ দৈৰ্ঘ্য,queue length
শাৰীবদ্ধ আৰ্হি,queuing model
শাৰী পাতি থকাৰ সমস্যা,queuing problem
শাৰীবদ্ধ প্ৰক্ৰিয়া,queuing process
শাৰীবদ্ধ ব্যৱস্থা,queuing system
শাৰী শাৰী তত্ত্ব,queuing theory
কুইন্টাইল,quintile
কুইন্টুপ্লেট,quintuplet
উদ্ধৄতি,quotation
ভাগফল,quotient
ভাগফল ক্ষেত্ৰ,quotient field
ভাগফল গোট,quotient group
ভাগফল নিয়ম,quotient law
ভাগফল গোট,quotient set
ভাগফল স্থান,quotient space
ভাগফল টপোলজি,quotient topology
ৰেডিয়েল,radial
ৰেডিয়েন,radian
ৰেডিয়ান পৰিমাপ,radian measure
ৰেডিকেল,radical
ৰেডিকেল অক্ষ,radical axis
ৰেডিকেল চিন,radical sign
ব্যাসাৰ্ধ,radius
অভিসৰণৰ ব্যাসাৰ্ধ,radius of convergence
বক্ৰতাৰ ব্যাসাৰ্ধ,radius of curvature
ব্যাসাৰ্ধ ভেক্টৰ,radius vector
radix,radix
যাদৃচ্ছিক ভুল,random error
ৰেণ্ডম ফাংচন,random function
ৰেণ্ডমাইজেচন,randomization
ৰেণ্ডম ব্লক,randomised blocks
ৰেণ্ডম মডেল,random model
যাদৃচ্ছিক সংখ্যা,random number
ৰেণ্ডম নমুনা সংগ্ৰহ,random sampling
ৰেণ্ডম ভেৰিয়েবল,random variable
পৰিসৰ,range
অভিসৰণৰ পৰিসৰ,range of convergence
সংহতিৰ পৰিসৰ,range of integration
সম্পৰ্কৰ পৰিসৰ,range of relation
ৰেঞ্জ স্থান,range space
ৰেংক,rank
ৰেংক সম্পৰ্ক,rank correlation
মেট্ৰিক্সৰ ৰেংক,rank of matrix
ৰেংক অৰ্ডাৰৰ পৰিসংখ্যা,rank order statistics
পৰিৱৰ্তনৰ হাৰ,rate of change
অভিসৰণৰ হাৰ,rate of convergence
অনুপাত,Ratio
যুক্তিকৰ,Rational
যুক্তিসংগত প্ৰকাশ,rational expression
যুক্তিসংগত ক্ষেত্ৰ,rational field
যুক্তিসংগত ফলন,rational function
হৰটোৰ যুক্তিসংগতকৰণ,rationalisation of the denominator
যুক্তিসংগত সংখ্যা,rational number
যুক্তিসংগত সংখ্যাৰ ক্ষেত্ৰ,rational number field
যুক্তিসংগত কাৰ্য্য,rational operation
অনুপাত পৰীক্ষা,ratio test
কেঁচা তথ্য,raw data
ৰশ্মি,ray
ৰশ্মি ভেক্টৰ,ray vector
বাস্তৱ,real
বাস্তৱ অক্ষ,real axis
বাস্তৱ ধাৰাবাহিকতা,real continuum
বাস্তৱ ৰেখা,real line
বাস্তৱ ৰৈখিক ভেক্টৰ স্থান,real linear vector space
বাস্তৱ মেট্ৰিক্স,real matrix
বাস্তৱ সংখ্যা,real number
বাস্তৱ সংখ্যাৰ ক্ষেত্ৰ,real number field
বাস্তৱ অংশ,real part
বাস্তৱ বহুপদ,real polynomial
বাস্তৱ দ্বিঘাত,real quadratic
প্ৰকৃত মূল,real root
বাস্তৱ স্থান,real space
বাস্তৱ সময়ৰ ব্যৱস্থা,real time system
বাস্তৱ মূল্যৰ ফলন,real valued function
বাস্তৱ চলক,real variable
বাস্তৱ ভেক্টৰ স্থান,real vector space
পাৰস্পৰিক,reciprocal
পাৰস্পৰিক মেট্ৰিক্স,reciprocal matrix
আয়ত,rectangle
আয়তাকাৰ,rectangular
আয়তাকাৰ এৰে,rectangular array
আয়তাকাৰ অক্ষ,rectangular axis
আয়তাকাৰ ঘনত্বৰ ফলন,rectangular density function
আয়তাকাৰ হাইপাৰবোলা,rectangular hyperbola
আয়তাকাৰ মেট্ৰিক্স,rectangular matrix
আয়তাকাৰ parellelopiped (ঘনকীয়),"rectangular parellelopiped 
 (cuboid)"
ৰেক্টিফেবল কাৰ্ভ,rectifiable curve
পুনৰাবৃত্তি সূত্ৰ,recurrence formula
পুনৰাবৃত্তিমূলক দশমিক,recurring decimal
পুনৰাবৃত্তি সূত্ৰ,recursion formula
হ্ৰাস কৰা এচেলন ৰূপ,reduced echelon form
ৰিডাক্টিঅ&#39;-এড-এবছাৰ্ডম,reductio-ad-absurdum
হ্ৰাস সূত্ৰ,reduction formula
ৰেফাৰেন্স লাইন,reference line
ৰেফাৰেন্স পইণ্ট,reference point
প্ৰতিফলিত তৰংগ,reflected wave
প্ৰতিফলন,reflection
প্ৰতিফলিত আইন,reflexive law
অভিসৰণৰ অঞ্চল,region of convergence
বিচ্ছিন্নতাৰ অঞ্চল,region of divergence
সংহতিৰ অঞ্চল,region of integration
ৰিগ্ৰেছন বিশ্লেষণ,regression analysis
ৰিগ্ৰেছন বক্ৰ,regression curve
ৰিগ্ৰেছন সমীকৰণ,regression equation
ৰিগ্ৰেছন লাইন,regression line
ৰিগ্ৰেছন মডেল,regression model
নিয়মীয়া বক্ৰ,regular curve
নিয়মীয়া ষড়ভুজ,regular hexagon
নিয়মীয়া মেট্ৰিক্স,regular matrix
নিয়মীয়া টেট্ৰাহেড্ৰন,regular tetrahedron
আপেক্ষিক পৰিপূৰক,relative complement
আপেক্ষিক সৰ্বোচ্চ,relative maximum
আপেক্ষিক নূন্যতম,relative minimum
আপেক্ষিক সম্ভাৱনা (চৰ্তসাপেক্ষ সম্ভাৱনা),relative probability (conditional probability)
আপেক্ষিক বেগ,relative velocity
আপেক্ষিকতা,Relativity
আপেক্ষিকতাবাদ তত্ত্ব,relativity theory
নিৰ্ভৰযোগ্যতা,reliability
নিৰ্ভৰযোগ্যতাৰ সমস্যা,reliability problem
বাকী থকা টাৰ্ম,remainder term
বাকী উপপাদ্য,remainder theorem
বাৰম্বাৰ সীমা,repeated limit
ৰিমেনৰ অবিচ্ছেদ্য পুনৰাবৃত্তি কৰিলে,repeated Riemann integral
প্ৰতিনিধিত্ব কৰা,representation
অৱশিষ্ট,Residue
এটা মেৰুত অৱশিষ্ট,residue at a pole
সংকল্প,resolution
শক্তিৰ সমাধান,resolution of forces
বেগৰ ৰিজ’লিউচন,resolution of velocities
ফলাফল,resultant
ফলস্বৰূপ বল,resultant force
ফলাফল ভেক্টৰ,resultant vector
সংশোধিত ছিমপ্লেক্স কৌশল,revised simplex technique
ৰম্বছ,rhombus
ৰিমেন অবিচ্ছেদ্য,Riemann integral
সোঁকোণ,right angle
সোঁকোণীয়া ত্ৰিভুজ,right angled triangle
সোঁফালৰ বৃত্তাকাৰ শঙ্কু,right circular cone
ডান কোছেট,right coset
সোঁফালৰ চিলিণ্ডাৰ,right cylinder
সোঁহাতৰ,right handed
সোঁফালৰ ওলোটা,right inverse
কঠোৰ প্ৰমাণ,rigorous proof
আঙুঠি,ring
পূৰ্ণসংখ্যাৰ আঙঠি,ring of integers
R-ইন্টিগ্ৰেবল,R-integrable
শিপা,root
মূলৰ গড় বৰ্গ,root mean square
বহুপদৰ মূল,root of a polynomial
ঘূৰ্ণন,rotation
ঘূৰণীয়া ত্ৰুটি,rounding error
শাৰী,row
শাৰী-দ্বাৰা-স্তম্ভ গুণন,row-by-column multiplication
শাৰী সমতুল্যতা,row equivalence
শাৰী মেট্ৰিক্স,row matrix
শাৰী ৰেংক,row rank
চেডেল পইণ্ট,saddle point
নমুনা,sample
নমুনাৰ অৰ্থ,sample means
নমুনা বিন্দু,sample point
নমুনাৰ আকাৰ,sample size
নমুনা স্থান,sample space
নমুনা মানক বিচ্যুতি,sample standard deviation
নমুনা জৰীপ,sample survey
নমুনা ভ্যাৰিয়েন্স,sample variance
নমুনা সংগ্ৰহ কৰা,sampling
নমুনা বিতৰণ,sampling distribution
নমুনা সংগ্ৰহৰ ভুল,sampling error
নমুনা সংগ্ৰহৰ ব্যৱধান,sampling interval
নমুনা সংগ্ৰহ পদ্ধতি,sampling method
নমুনা সংগ্ৰহ তত্ত্ব,sampling theory
প্ৰতিস্থাপনৰ সৈতে নমুনা সংগ্ৰহ কৰা,sampling with replacement
স্কেলাৰ,scalar
স্কেলাৰ ক্ষেত্ৰ,scalar field
স্কেলাৰ মেট্ৰিক্স,scalar matrix
স্কেলাৰ বহুগুণ,scalar multiple
স্কেলাৰ গুণন,scalar multiplication
স্কেলাৰ উৎপাদন,scalar product
স্কেলাৰ পৰিমাণ,scalar quantity
স্কেলাৰ ট্ৰিপল প্ৰডাক্ট,scalar triple product
scelene ত্ৰিভুজ,scelene triangle
বিক্ষিপ্ত ডায়েগ্ৰাম,scattered diagram
শ্ৰডিংগাৰ সমীকৰণ,Schrodinger equation
ঋতুভিত্তিক উঠা-নমা,seasonal fluctuation
secant,secant
secant পদ্ধতি,secant method
দ্বিতীয় ব্যুৎপত্তি,second derivative
দ্বিতীয় ক্ৰমৰ,second order
শাখা,section
খণ্ড,sector
এটা বক্ৰৰ অংশ,segment of a curve
self — সংযুক্ত,self — adjoint
self adjoint অপাৰেটৰ,self adjoint operator
self — সংযুক্ত,self — conjugate
অৰ্ধঅক্ষ,semiaxis
অৰ্ধবৃত্ত,semicircle
অৰ্ধ - নিৰ্দিষ্ট মেট্ৰিক্স,semi - definite matrix
অৰ্ধ - নিৰ্দিষ্ট দ্বিঘাত ৰূপ,semi - definite quadratic form
অৰ্ধগোট,semigroup
অৰ্ধ - ব্যৱধান,semi - interval
অৰ্ধ প্ৰধান অক্ষ,semi major axis
অৰ্ধ ক্ষুদ্ৰ অক্ষ,semi minor axis
পৃথক কৰিব পৰা বহুপদ,separable polynomial
চলকৰ পৃথকীকৰণ,separation of variables
ক্ৰম,sequence
ক্ৰমবিন্যাস তত্ত্ব,sequencing theory
ক্ৰমিক বিশ্লেষণ,sequential analysis
ক্ৰমিক নমুনা সংগ্ৰহ কৰা,sequential sampling
ক্ৰমিক সম্পৰ্ক,serial correlation
শৃংখলা,series
স্থাপন কৰা,set
sextant,sextant
শ্বেৱাৰ্ট নিয়ন্ত্ৰণ চাৰ্ট,Shewhart control charts
চহী,sign
এটা মেট্ৰিক্সৰ স্বাক্ষৰ,signature of a matrix
দ্বিঘাত ৰূপৰ স্বাক্ষৰ,signature of quadratic form
স্বাক্ষৰিত নম্বৰ,signed number
তাৎপৰ্য্যৰ স্তৰ,significance level
তাৎপৰ্য্য পৰীক্ষা,significance test
উল্লেখযোগ্য অংক,significant digit
চিহ্ন পৰীক্ষা,sign test
signum ফাংচন,signum function
একেধৰণৰ উপবৃত্তাকাৰ,similar ellipses
একেধৰণৰ সংখ্যা,similar figures
সাদৃশ্য,similarity
একেধৰণৰ মেট্ৰিক্স,similar matrices
সহজ বন্ধ বক্ৰ,simple closed curve
সহজ সম্পৰ্ক,simple correlation
সহজ হাৰমনিক গতি,simple harmonic motion
সহজ যাদৃচ্ছিক নমুনা সংগ্ৰহ,simple random sampling
simplex,simplex
simplex এলগৰিদম,simplex algorithm
simplex tableau,simplex tableau
চিম্পছনৰ এক - তৃতীয় নিয়ম,Simpson's one - third rule
চিমুলেচন কৌশল,simulation technique
একেলগে অৱভেদ্য সমীকৰণ,simultaneous differential equations
একেলগে সমীকৰণ,simultaneous equations
sine,sine
চাইন বক্ৰ,sine curve
singleton,singleton
একক মূল্যৰ ফাংচন,single valued function
একবচন অখণ্ড,singular integral
এককতা,singularity
একক মেট্ৰিক্স,singular matrix
একক সমাধান,singular solution
নমুনাৰ আকাৰ,size of sample
তিৰ্যক বিতৰণ,skewed distribution
skew-হাৰমিটিয়ান মেট্ৰিক্স,skew-Hermitian matrix
তিৰ্যকতা,skewness
skew প্ৰতিসম মেট্ৰিক্স,skew symmetric matrix
slack ভেৰিয়েবল,slack variable
এঢলীয়া,slope
ঢালৰ গ্ৰেডিয়েণ্ট,slope gradient
সৰু সৰু বন্ধনী,small brackets
মসৃণ বক্ৰ,smooth curve
মসৃণ কাৰ্য্য,smooth function
সময় শৃংখলাৰ মসৃণকৰণ,smoothing of time series
সৌৰজগত,solar system
ছ&#39;লেন&#39;ইডাল ভেক্টৰ,solenoidal vector
গোটা,solid
কঠিন জ্যামিতি,solid geometry
সমাধান,solution
শৃংখলাবদ্ধভাৱে সমাধান,solution in series
সমাধান মেট্ৰিক্স,solution matrix
ত্ৰিভুজৰ সমাধান,solution of a triangle
সমাধান স্থান,solution space
সোনাইন বহুপদ,Sonine polynomial
স্থান,space
স্থান বক্ৰ,space curve
স্পেনিং চেট,spanning set
স্থানীয় কোৰেলোগ্ৰাম,spatial correlogram
বিশেষ ৰৈখিক গোট,special linear group
বিশেষ অৰ্থগনেল গোট,special orthogonal group
নিৰ্দিষ্ট মাধ্যাকৰ্ষণ,specific gravity
বৰ্ণালী মেপিং উপপাদ্য,spectral mapping theorem
এটা ফলনৰ বৰ্ণালী,spectrum of a function
গোলক,sphere
গোলাকাৰ স্থানাংক ব্যৱস্থা,spherical coordinate system
গোলাকাৰ মেৰু স্থানাংক,spherical polar coordinate
গোলাকাৰ ত্ৰিভুজ,spherical triangle
গোলাকাৰ ত্ৰিকোণমিতি,spherical trigonometry
সৰ্পিল,spiral
বৰ্গ,square
বৰ্গক্ষেত্ৰৰ বন্ধনী,square brackets
বৰ্গ ইন্টিগ্ৰেবল,square integrable
বৰ্গক্ষেত্ৰৰ মেট্ৰিক্স,square matrix
বৰ্গমূল,square root
নমুনা সংগ্ৰহৰ পৰ্যায়,stage of sampling
চিৰিৰ কাৰ্য্য,staircase function
মানক বিচ্যুতি,standard deviation
মানক ভিতৰৰ উৎপাদন,standard inner product
ভাৰসাম্যৰ অৱস্থা,state of equilibrium
স্থবিৰ বক্ৰ,stationary curve
স্থবিৰ বিন্দু,stationary point
স্থবিৰ মান,stationary value
পৰিসংখ্যা,statistic
পৰিসংখ্যাগত,statistical
পৰিসংখ্যাগত তথ্য,statistical data
পৰিসংখ্যাগত বিতৰণ,statistical distribution
পৰিসংখ্যাগত অনুমান,statistical hypothesis
পৰিসংখ্যাগত অনুমান,statistical inference
পৰিসংখ্যাগত আৰ্হি,statistical model
পৰিসংখ্যাগত জনসংখ্যা,statistical population
পৰিসংখ্যাগত গুণগত মান নিয়ন্ত্ৰণ,statistical quality control
পৰিসংখ্যা,statistics
স্থিৰ,steady
স্থিৰ অৱস্থাৰ সমাধান,steady state solution
ঠেক আৰোহণ (এটা বক্ৰৰ),steep ascent (of a curve)
steepest আৰোহণ ডিজাইন,steepest ascent design
ঠেকতম অৱতৰণ,steepest descent
ষ্টেপ ফাংচন,step function
ষ্টাৰলিং ছিৰিজ,Stirling series
ষ্ট&#39;কেষ্টিক,stochastic
ষ্ট&#39;কেষ্টিক মেট্ৰিক্স,stochastic matrix
ষ্ট&#39;কেষ্টিক মডেল,stochastic model
ষ্ট&#39;কেষ্টিক প্ৰগ্ৰেমিং,stochastic programming
ষ্ট&#39;কেষ্টিক ভেৰিয়েবল,stochastic variable
ষ্টকছৰ উপপাদ্য,Stokes’ theorem
সৰলৰেখা,straight line
স্তৰৰ লেখচিত্ৰ,strata chart
স্তৰবিন্যাস,stratification
স্তৰিত নমুনা সংগ্ৰহ,stratified sampling
ষ্ট্ৰিম-লাইন,stream-line
চাপ,stress
কঠোৰভাৱে উত্তল ফলন,strictly convex function
কঠোৰভাৱে হ্ৰাস পাইছে,strictly decreasing
কঠোৰভাৱে বৃদ্ধি পাইছে,strictly increasing
কঠোৰভাৱে একস্বৰীয় কাৰ্য্য,strictly monotonic function
ছাত্ৰৰ পৰীক্ষা (ছাত্ৰৰ &quot;t&quot; পৰীক্ষা),"Student's test (Student's ""t"" test)"
উপ-সংগ্ৰহ,sub-collection
উপ নিৰ্ণায়ক,sub determinant
উপক্ষেত্ৰ,subfield
উপগোট,subgroup
উপ-ব্যৱধান,sub-interval
উপমেট্ৰিক্স,submatrix
চাবস্ক্রিপ্ট,subscript
উপক্ৰম,subsequence
উপগোট,subset
উপস্থান,subspace
প্ৰতিস্থাপন,substitution
উপস্পৰ্শক,subtangent
subtend,subtend
বিয়োগ কৰক,subtract
বিয়োগ কৰা,subtraction
ক্ৰমাগত,successive
ক্ৰমাগত পাৰ্থক্য,successive differentiation
ক্ৰমাগত সংহতি,successive integration
উত্তৰাধিকাৰী,successor
প্ৰত্যয়,suffix
মুঠ,sum
যোগফল ফলন,sum function
summable,summable
summand,summand
যোগফল,summation
ছামেচন কনভেনচন,summation convention
যোগফল সূত্ৰ,summation formula
শৃংখলাৰ যোগফল,summation of series
যোগফল চিহ্ন,summation sign
অসীমলৈ যোগফল,sum to infinity
চুপাৰস্ক্রিপ্ট,superscript
ছুপাৰছেট,superset
ছুপাৰছনিক প্ৰবাহ,supersonic flow
পৰিপূৰক কোণ,supplementary angle
হাইপাৰপ্লেন সমৰ্থন কৰা,supporting hyperplane
কাৰ্য্যৰ সমৰ্থন,support of function
ধৰা হওক,suppose
সৰ্বোচ্চ,supremum
surd,surd
পৃষ্ঠ,surface
পৃষ্ঠভাগৰ ক্ষেত্ৰফল,surface area
পৃষ্ঠৰ অবিচ্ছেদ্য,surface integral
ছাৰ্জেকচন,surjection
surjective,surjective
surjective মানচিত্ৰ,surjective map
চিহ্ন,symbol
প্ৰতীকী যুক্তি,symbolic logic
প্ৰতীকী আৰ্হি,symbolic model
প্ৰতিসম,symmetric
প্ৰতিসম,symmetrical
প্ৰতিসম নিৰ্ণায়ক,symmetric determinant
প্ৰতিসম পাৰ্থক্য,symmetric difference
প্ৰতিসম মেট্ৰিক্স,symmetric matrix
ব্যৱস্থা বিশ্লেষণ,system analysis
পদ্ধতিগত নমুনা সংগ্ৰহ কৰা,systematic sampling
মেজ,table
tableau,tableau
অখণ্ডৰ টেবুল,table of integrals
টেবুলাৰ,tabular
টেবুলাৰ ৰূপ,tabular form
টেবুলাৰ লগাৰিদম,tabular logarithm
টেবুলত লিখা,tabulate
টেবুল কৰা মান,tabulated value
টেবুলেচন,tabulation
টেবুলেটৰ,tabulator
নেজ,tail
ঠেংৰ অঞ্চল (বিতৰণৰ),tail area (of distribution)
স্পৰ্শকতা,tangency
স্পৰ্শক,tangent
স্পৰ্শক হাইপাৰপ্লেন,tangent hyperplane
স্পৰ্শকীয়,tangential
স্পৰ্শক উপাদান,tangential component
স্পৰ্শক অংশ,tangential section
স্পৰ্শক ৰেখা,tangent line
স্পৰ্শক সমতল,tangent plane
স্পৰ্শক স্থান,tangent space
টেপ পাঞ্চ,tape punch
টেপ ৰিডাৰ,tape reader
টাউবেৰিয়ান উপপাদ্য,Tauberian theorem
টেইলৰৰ উপপাদ্য,Taylor's theorem
ট্চেবিচেভ মেট্ৰিক,Tchebychev metric
t-বিতৰণ,t-distribution
টেলিস্কোপিক শৃংখলা,telescopic series
টেম্প&#39;ৰেল স্থানাংক,temporal coordinates
লৌকিক সম্পৰ্ক,temporal relationship
টেম্প&#39;ৰেল ভেৰিয়েবল,temporal variable
টান শক্তি,tensile strength
টেনছৰ,tensor
টেনছৰ বিশ্লেষণ,tensor analysis
টেনছৰ উৎপাদন,tensor product
আংশিক প্ৰস্তুতি,tentative formulation
কাল,term
টাৰ্মিনেল অৱস্থা,terminal condition
টাৰ্মিনেল বেগ ডাইভ,terminal velocity dive
দশমিক সমাপ্ত কৰা,terminating decimal
টাৰ্ম মূল্যসমূহ,term values
টাৰ্মৱাইজ পাৰ্থক্য,termwise differentiation
টাৰ্মৱাইজ সংহতি,termwise integration
ternary,ternary
পৰীক্ষা,test
ভ্যাৰিয়েন্সৰ একাকাৰীতাৰ বাবে পৰীক্ষা কৰা,test for homogeneity of variances
পৰীক্ষা কাৰ্য্য,test function
অনুমানৰ পৰীক্ষা,test of hypothesis
তাৎপৰ্য্যৰ পৰীক্ষা,test of significance
পৰীক্ষাৰ পৰিসংখ্যা,test statistics
চতুৰ্ভুজ,tetrahedral
চতুৰ্ভুজ কোণ,tetrahedral angle
টেট্ৰাহেড্ৰন,tetrahedron
উপপাদ্য,theorem
অৱশিষ্টৰ উপপাদ্য,theorem of residues
তাত্ত্বিক চাহিদাৰ ফলন,theoretical demand function
তাত্ত্বিক বিচ্ছিন্ন বিতৰণ,theoretical discrete distribution
তাত্ত্বিক ভুল,theoretical error
তাত্ত্বিক ফিট,theoretical fit
তাত্ত্বিক প্ৰণয়ন,theoretical formulation
তাত্ত্বিক কম্পাঙ্ক,theoretical frequency
তাত্ত্বিকভাৱে,theoretically
তাত্ত্বিক আৰ্হি,theoretical model
তাত্ত্বিক চিকিৎসা,theoretical treatment
সমীকৰণৰ তত্ত্ব,theory of equations
ভুলৰ তত্ত্ব,theory of errors
অনুমানৰ তত্ত্ব,theory of estimation
ফলনৰ তত্ত্ব,theory of functions
খেলৰ তত্ত্ব,theory of games
মহাকৰ্ষণ তত্ত্ব,theory of gravitation
তথ্যৰ তত্ত্ব,theory of information
প্ৰতিস্থাপনৰ তত্ত্ব (= বিফলতাৰ তত্ত্ব),theory of replacement (= theory of failure)
সমষ্টিৰ তত্ত্ব,theory of sets
&#39;ৱেইটিং লাইন&#39;ৰ তত্ত্ব(= queuing theory),theory of waiting lines(= queuing theory)
তৰংগ তত্ত্ব,theory of waves
তাপগতিবিদ্যা,Thermodynamic
এটা স্ক্ৰুৰ সূতা,thread of a screw
ত্ৰিমাত্ৰিক,three dimensional
ত্ৰিমাত্ৰিক ভেক্টৰ বিশ্লেষণ,three dimensional vector analysis
ত্ৰিমুখী শ্ৰেণীবিভাজন,three-way classification
দলিওৱা,throw
থ্ৰাষ্ট,thrust
সময়,time
সময় অক্ষ,time axis
সময়ৰ ওপৰত নিৰ্ভৰশীলতা,time dependence
সময়-নিৰ্ভৰশীল গঠনমূলক সমীকৰণ,time-dependent constitutive equation
সময়-নিৰ্ভৰশীল প্ৰক্ৰিয়া,time-dependent process
সময়-স্বাধীন শব্দ,time-independent term
সময়ৰ ব্যৱধান,time interval
সময় শৃংখলা,time series
সময় শৃংখলা বিশ্লেষণ,time series analysis
সময় শৃংখলাৰ তথ্য,time series data
সময় ভাগ-বতৰা কৰা ব্যৱস্থা,time sharing system
সহনশীলতা,tolerance
সহনশীলতাৰ ব্যৱধান,tolerance interval
সহনশীলতাৰ স্তৰ,tolerance level
সহনশীলতাৰ সীমা,tolerance limit
টপোলজিকেল,topological
টপোলজিকেল ডুৱেল,topological dual
টপোলজিকেল গোট,topological group
টপোলজিকেল সমৰূপতা,topological isomorphism
টপোলজিকেল ৰৈখিক স্থান,topological linear space
টপোলজিকেলভাৱে,topologically
টপোলজিকেল মেপিং,topological mapping
টপোলজিকেল বৈশিষ্ট্য,topological property
টপোলজিকেল স্থান,topological space
টপোলজিকেল ভেক্টৰ স্থান,topological vector space
টপোলজি,topology
টৰ্চন,torsion
torus,torus
মুঠ,total
মুঠ ব্যুৎপত্তি,total derivative
মুঠ পাৰ্থক্য,total differential
মুঠ অৱভেদ্য সমীকৰণ,total differential equation
মুঠ পৰিদৰ্শন,total inspection
সম্পূৰ্ণৰূপে সীমাবদ্ধ,totally bounded
সম্পূৰ্ণৰূপে অৰ্ডাৰ কৰা চেট,totally ordered set
মুঠ অৰ্ডাৰ দিয়া,total ordering
দাগ,trace
মেট্ৰিক্সৰ ট্ৰেচ,trace of matrix
ট্ৰেচিং,tracing
ট্ৰেড অফ ফাংচন,trade off function
ট্ৰেজেক্টৰী,trajectory
অতিক্ৰমণীয়,transcendental
অতিক্ৰমণীয় সমীকৰণ,transcendental equation
অতিক্ৰমণীয় কাৰ্য্য,transcendental function
অতিক্ৰমণীয় সংখ্যা,transcendental number
বদলিকৰ,transfer
স্থানান্তৰ কাৰ্য্য,transfer function
ট্ৰেন্সফিনিট ইণ্ডাকচন,transfinite induction
ট্ৰেন্সফিনিট সংখ্যা,transfinite number
ৰূপান্তৰ,transform
ৰূপান্তৰ সূত্ৰ,transformation formula
ৰূপান্তৰ মেট্ৰিক্স,transformation matrix
স্থানাংকৰ ৰূপান্তৰ,transformation of coordinates
ৰূপান্তৰিত ফলন,transformed function
ৰূপান্তৰিত মেট্ৰিক্স,transformed matrix
ট্ৰেন্সশ্বিপমেণ্টৰ সমস্যা,transshipment problem
ক্ষণস্থায়ী আচৰণ,transient behaviour
ক্ষণস্থায়ী সমাধান,transient solution
স্থানান্তৰ,transition
ট্ৰেঞ্জিচন মেট্ৰিক্স,transition matrix
ট্ৰেন্সিটিভ,transitive
ট্ৰেন্সিটিভ ল&#39;,transitive law
ক্ৰিয়াশীল সম্পৰ্ক,transitive relation
ট্ৰেন্সজিটিভিটি,transitivity
ট্ৰেন্সিটিভিটি ছেট,transitivity set
অনুবাদ,translation
পৰিবহণ খৰচ,transportation cost
পৰিবহণৰ সমস্যা,transportation problem
পৰিবহণৰ সময়,transportation time
পৰিবহণ সমীকৰণ,transport equation
ট্ৰেন্সপ&#39;জ কৰা মেট্ৰিক্স,transposed matrix
এটা মেট্ৰিক্সৰ ট্ৰেন্সপ&#39;জ কৰা,transpose of a matrix
ট্ৰেন্সপজিচন,transposition
ট্ৰেন্সভাৰ্চেলিটি,transversality
