Punjabi,Kannada
ਪ੍ਰਜਨਨ ਸਾਹਮਣੇ,ಸಂತಾನೋತ್ಪತ್ತಿ ಮುಂಭಾಗ
ਰੀਜਨਰੇਟਿਵ ਬੋਰਰ,ಪುನರುತ್ಪಾದಕ ಕೊರಕ
"ਪ੍ਰਜਨਨ, ਪ੍ਰਜਨਨ, ਪ੍ਰਜਨਨ","ಸಂತಾನೋತ್ಪತ್ತಿ, ಸಂತಾನೋತ್ಪತ್ತಿ, ಸಂತಾನೋತ್ಪತ್ತಿ"
ਪ੍ਰਜਨਨ ਕਾਰਕ,ಸಂತಾನೋತ್ಪತ್ತಿ ಅಂಶ
ਜਣਨ ਦਰ,ಫಲವತ್ತತೆಯ ಪ್ರಮಾಣ
ਪੁਨਰਜਨਮ ਸੰਪਤੀ,ಪುನರುತ್ಪಾದಕ ಆಸ್ತಿ
ਪੇਸ਼ਕਾਰੀ ਵੇਗ ਵਕਰ,ಪ್ರಾತಿನಿಧಿಕ ವೇಗ ಕರ್ವ್
"repel ਕਰਨ ਲਈ, repel ਕੀਤਾ ਜਾ ਕਰਨ ਲਈ","ಹಿಮ್ಮೆಟ್ಟಿಸಲು, ಹಿಮ್ಮೆಟ್ಟಿಸಲು"
ਵਿਰੋਧ,ವಿಕರ್ಷಣೆ
ਪ੍ਰਤੀਕਰਮ ਘਾਤਕ,ವಿಕರ್ಷಣ ಘಾತ
repulsion ਮੋਟਰ,ವಿಕರ್ಷಣ ಮೋಟಾರ್
"ਘਿਣਾਉਣੀ ਤਾਕਤ, ਘਿਣਾਉਣੀ ਤਾਕਤ","ವಿಕರ್ಷಣ ಶಕ್ತಿ, ವಿಕರ್ಷಣ ಶಕ್ತಿ"
ਘਿਣਾਉਣੀ ਪਰਸਪਰ ਪ੍ਰਭਾਵ,ವಿಕರ್ಷಣ ಸಂವಹನ
ਘਿਣਾਉਣੀ ਸੰਭਾਵਨਾ,ವಿಕರ್ಷಣ ಸಾಮರ್ಥ್ಯ
ਘਿਣਾਉਣੀ ਸੰਭਾਵੀ ਘਾਤਕ,ವಿಕರ್ಷಣ ಸಂಭಾವ್ಯ ಘಾತ
ਅਨੁਕੂਲਿਤ ਕੈਰੀਅਰ (ਲਹਿਰ),ಕಸ್ಟಮೈಸ್ ಮಾಡಿದ ವಾಹಕ (ತರಂಗ)
ਆਵਰਤੀ ਰੁਟੀਨ,ಪುನರಾವರ್ತಿತ ದಿನಚರಿ
ਖੋਜ,ಸಂಶೋಧನೆ
ਖੋਜ ਰਿਐਕਟਰ,ಸಂಶೋಧನಾ ರಿಯಾಕ್ಟರ್
ਖੋਜ ਵਿਗਿਆਨੀ,ಸಂಶೋಧನಾ ವಿಜ್ಞಾನಿ
ਖੋਜ ਜੰਤਰ,ಸಂಶೋಧನಾ ಸಾಧನ
ਖੋਜਕਰਤਾ,ಸಂಶೋಧಕ
"ਪੂਲ, ਟੋਆ, ਭੰਡਾਰ, ਤਾਲਾਬ, ਸਟੋਰ, ਇਰਾਦਾ","ಕೊಳ, ತೊಟ್ಟಿ, ಜಲಾಶಯ, ಕೊಳ, ಅಂಗಡಿ, ಉದ್ದೇಶ"
ਗਰਮੀ ਸਟੋਰ,ಶಾಖ ಅಂಗಡಿ
ਮੁੜ ਤੈਨਾਤੀ,ಮರುನಿಯೋಜನೆ
ਰਿਕਵਰੀ ਯੋਜਨਾਕਾਰ,ಚೇತರಿಕೆ ಯೋಜಕ
ਰੀ-ਡਿਪਲਾਇਬਲ ਮੈਥੇਮੈਟਿਕਾ,ಮರು ನಿಯೋಜಿಸಬಹುದಾದ ಗಣಿತ
ਮੁੜ-ਯੋਜਨਾਬੰਦੀ,ಮರು ಯೋಜನೆ
ਬਕਾਇਆ ਚਾਰਜ,ಉಳಿದ ಶುಲ್ಕ
ਬਕਾਇਆ ਸੂਚਕਾਂਕ,ಉಳಿಕೆ ಸೂಚ್ಯಂಕ
ਬਕਾਇਆ ਗੰਦਗੀ,ಉಳಿದ ಮಾಲಿನ್ಯ
ਬਕਾਇਆ ਮੌਜੂਦਾ,ಉಳಿದಿರುವ ಪ್ರಸ್ತುತ
ਬਕਾਇਆ ਵਿਕਾਰ,ಉಳಿದ ವಿರೂಪ
ਬਕਾਇਆ pigmentation,ಉಳಿದ ವರ್ಣದ್ರವ್ಯ
ਬਕਾਇਆ ਅਸ਼ੁੱਧਤਾ,ಉಳಿದ ಅಶುದ್ಧತೆ
ਬਕਾਇਆ ਕਾਰਕ,ಉಳಿದ ಅಂಶ
ਬਕਾਇਆ ਫੋਰਸ,ಉಳಿದಿರುವ ಶಕ್ತಿ
ਬਕਾਇਆ ਗੰਭੀਰਤਾ,ಉಳಿದ ಗುರುತ್ವಾಕರ್ಷಣೆ
ਬਕਾਇਆ ਚੁੰਬਕਤਾ,ಶೇಷ ಕಾಂತೀಯತೆ
ਬਕਾਇਆ ਸਮੱਗਰੀ,ಉಳಿದ ವಸ್ತು
ਬਕਾਇਆ ਰੇਡੀਓਐਕਟੀਵਿਟੀ,ಉಳಿದ ವಿಕಿರಣಶೀಲತೆ
ਬਕਾਇਆ ਬੀਮ,ಉಳಿದ ಕಿರಣ
ਬਕਾਇਆ ਵਿਰੋਧ,ಉಳಿದ ಪ್ರತಿರೋಧ
ਬਕਾਇਆ ਪ੍ਰਤੀਰੋਧਕਤਾ,ಶೇಷ ಪ್ರತಿರೋಧಕತೆ
ਬਕਾਇਆ ਤਣਾਅ,ಉಳಿದ ಒತ್ತಡ
ਬਕਾਇਆ ਗਰਮੀ ਗਲਤੀ,ಉಳಿದ ಶಾಖ ದೋಷ
ਬਕਾਇਆ ਇਲਾਜ ਪ੍ਰਭਾਵ,ಉಳಿದ ಚಿಕಿತ್ಸೆಯ ಪರಿಣಾಮ
ਬਕਾਇਆ ਅੰਤਰ,ಶೇಷ ವ್ಯತ್ಯಾಸ
ਬਕਾਇਆ ਵੈਕਟਰ,ಉಳಿದ ವೆಕ್ಟರ್
ਬਕਾਇਆ ਗਤੀ,ಉಳಿದ ವೇಗ
ਬਕਾਇਆ ਪਰਮਾਣੂ,ಶೇಷ ಪರಮಾಣು
ਬਚਿਆ ਖੇਤਰ,ಅವಶೇಷ ಪ್ರದೇಶ
ਬਕਾਇਆ ਸਿਸਟਮ,ಉಳಿದ ವ್ಯವಸ್ಥೆ
"ਬਚਿਆ ਹੋਇਆ, ਬਚਿਆ ਹੋਇਆ","ಶೇಷ, ಶೇಷ"
resinous ਮਿਸ਼ਰਤ,ರಾಳದ ಸಂಯುಕ್ತ
"ਵਿਰੋਧ, ਵਿਰੋਧ","ಪ್ರತಿರೋಧ, ಪ್ರತಿರೋಧ"
ਲੋਡ ਬਾਂਹ,ಲೋಡ್ ತೋಳು
ਵਿਰੋਧ ਬਾਕਸ,ಪ್ರತಿರೋಧ ಪೆಟ್ಟಿಗೆ
ਪ੍ਰਤੀਰੋਧ ਕੈਪਸੀਟਰ-ਕਪਲਿੰਗ,ಪ್ರತಿರೋಧ ಕೆಪಾಸಿಟರ್-ಕಪ್ಲಿಂಗ್
ਰੋਧਕ ਜੋੜ,ಪ್ರತಿರೋಧಕ ಜೋಡಣೆ
ਰੋਧਕ ਗੱਠ,ನಿರೋಧಕ ಚೀಲ
ਵਿਰੋਧ ਭੱਠੀ,ಪ್ರತಿರೋಧ ಕುಲುಮೆ
ਵਿਰੋਧ ਨਿਯਮ,ಪ್ರತಿರೋಧ ನಿಯಮ
"ਪ੍ਰਤੀਰੋਧ ਪੋਟੈਂਸ਼ੀਓਮੀਟਰ, ਪ੍ਰਤੀਰੋਧ ਪੋਰੋਮੀਟਰ","ಪ್ರತಿರೋಧ ಪೊಟೆನ್ಟಿಯೊಮೀಟರ್, ಪ್ರತಿರೋಧ ಪೊರೊಮೀಟರ್"
ਵਿਰੋਧ ਅਨੁਪਾਤ,ಪ್ರತಿರೋಧ ಅನುಪಾತ
ਵਿਰੋਧ ਗਰਮੀ ਗੁਣਾਂਕ,ಪ್ರತಿರೋಧ ಶಾಖ ಗುಣಾಂಕ
"ਪ੍ਰਤੀਰੋਧ ਥਰਮਾਮੀਟਰ, ਪ੍ਰਤੀਰੋਧ ਥਰਮਾਮੀਟਰ","ಪ್ರತಿರೋಧ ಥರ್ಮಾಮೀಟರ್, ಪ್ರತಿರೋಧ ಥರ್ಮಾಮೀಟರ್"
ਵਿਰੋਧ ਫਿਕਸੇਸ਼ਨ,ಪ್ರತಿರೋಧ ಸ್ಥಿರೀಕರಣ
ਰੋਧਕ ਮਾਧਿਅਮ,ಪ್ರತಿರೋಧಕ ಮಾಧ್ಯಮ
ਪ੍ਰਤੀਰੋਧਕਤਾ,ಪ್ರತಿರೋಧಕತೆ
ਪ੍ਰਤੀਰੋਧੀ ਵਕਰ,ಪ್ರತಿರೋಧಕ ಕರ್ವ್
ਪ੍ਰਤੀਰੋਧੀ ਵਿਧੀ,ನಿರೋಧಕ ವಿಧಾನ
ਪ੍ਰਤੀਰੋਧ ਗੇਜ,ಪ್ರತಿರೋಧ ಗೇಜ್
ਰੋਧਕ,ಪ್ರತಿರೋಧಕ
ਵਿਰੋਧ ਅੱਖਰ ਕੋਡ,ಪ್ರತಿರೋಧ ಅಕ್ಷರ ಕೋಡ್
ਰੋਧਕ ਭੱਠੀ,ಪ್ರತಿರೋಧಕ ಕುಲುಮೆ
ਰੋਧਕ-ਕੈਪਸੀਟਰ ਸਿਸਟਮ,ರೆಸಿಸ್ಟರ್-ಕೆಪಾಸಿಟರ್ ಸಿಸ್ಟಮ್
resnetron,ರೆಸ್ನೆಟ್ರಾನ್
"ਭੰਗ, ਖੰਡਨ, ਭਿੰਨਤਾ","ವಿಸರ್ಜನೆ, ಖಂಡನೆ, ವ್ಯತ್ಯಾಸ"
ਗਲਤ ਪੇਸ਼ਕਾਰੀ,ತಪ್ಪು ನಿರೂಪಣೆ
ਫੋਰਸ ਵੱਖ,ಬಿಡಿಸಿಕೊಳ್ಳುವಿಕೆ
ਨੇਬੁਲਾ ਰੈਜ਼ੋਲਿਊਸ਼ਨ,ನೀಹಾರಿಕೆ ನಿರ್ಣಯ
ਵੇਗ ਵਿਵਸਥਾ,ವೇಗ ಹೊಂದಾಣಿಕೆ
ਸਪਸ਼ਟਤਾ ਟੈਸਟ ਚਾਰਟ,ಸ್ಪಷ್ಟತೆ ಪರೀಕ್ಷಾ ಚಾರ್ಟ್
ਅੰਤਰ ਸਮਾਂ,ವ್ಯತ್ಯಾಸ ಸಮಯ
"ਡਿਫਰੈਂਸ਼ੀਅਲ ਟਾਈਮ ਸੁਧਾਰ, ਅੰਤਰ ਸਮਾਂ ਸੁਧਾਰ","ಡಿಫರೆನ್ಷಿಯಲ್ ಟೈಮ್ ತಿದ್ದುಪಡಿ, ಡಿಫರೆನ್ಷಿಯಲ್ ಟೈಮ್ ತಿದ್ದುಪಡಿ"
"ਵੱਖ ਕਰਨ ਲਈ, ਵੱਖ ਕਰਨ ਲਈ, ਕੱਟਣਾ","ಛೇದಿಸಲು, ಭೇದಿಸಲು, ಛೇದಿಸಲು"
ਵੱਖ ਕੀਤਾ ਹਿੱਸਾ,ಬೇರ್ಪಡಿಸಿದ ಭಾಗ
ਸਪਲਿਟਰ,ಛೇದಕ
ਹੱਲ ਕਰਨ ਦੀ ਸ਼ਕਤੀ,ಪರಿಹರಿಸುವ ಶಕ್ತಿ
ਅੰਤਰ ਸਮਾਂ,ವ್ಯತ್ಯಾಸ ಸಮಯ
ਗੂੰਜ,ಅನುರಣನ
ਗੂੰਜਦਾ ਸਮਾਈ,ಪ್ರತಿಧ್ವನಿಸುವ ಹೀರಿಕೊಳ್ಳುವಿಕೆ
ਗੂੰਜਦਾ ਪ੍ਰਵੇਗ,ಪ್ರತಿಧ್ವನಿಸುವ ವೇಗವರ್ಧನೆ
ਗੂੰਜਦਾ ਐਕਸਲੇਟਰ,ಅನುರಣನ ವೇಗವರ್ಧಕ
ਗੂੰਜ ਪਹੁੰਚ,ಅನುರಣನ ಪ್ರವೇಶ
ਗੂੰਜ ਪਾਬੰਦੀ,ಅನುರಣನ ನಿರ್ಬಂಧ
ਗੂੰਜ ਜ਼ੋਨ,ಅನುರಣನ ವಲಯ
ਗੂੰਜ ਵਕਰ,ಅನುರಣನ ಕರ್ವ್
ਗੂੰਜ ਵਿਗਾੜ,ಅನುರಣನ ಅಸ್ಪಷ್ಟತೆ
ਗੂੰਜਦਾ ਕੁੰਡ,ಪ್ರತಿಧ್ವನಿಸುವ ತೊಟ್ಟಿ
ਨਦੀ ਬਰੇਕ,ನದಿ ವಿರಾಮ
ਗੂੰਜਦਾ ਪ੍ਰਭਾਵ,ಪ್ರತಿಧ್ವನಿಸುವ ಪರಿಣಾಮ
ਗੂੰਜ ਊਰਜਾ,ಅನುರಣನ ಶಕ್ತಿ
ਗੂੰਜ ਬਚਣ ਦੀ ਸੰਭਾਵਨਾ,ಅನುರಣನ ತಪ್ಪಿಸಿಕೊಳ್ಳುವ ಸಂಭವನೀಯತೆ
ਗੂੰਜਦਾ ਫਿਲਟਰ,ಅನುರಣನ ಫಿಲ್ಟರ್
ਗੂੰਜ ਫਲੋਰੋਸੈੰਸ,ಅನುರಣನ ಪ್ರತಿದೀಪಕ
ਗੂੰਜਦੀ ਤਾਕਤ,ಪ್ರತಿಧ್ವನಿಸುವ ಶಕ್ತಿ
ਗੂੰਜਦਾ ਰੂਪ,ಪ್ರತಿಧ್ವನಿಸುವ ರೂಪ
ਗੂੰਜਦਾ ਹੀਟਿੰਗ,ಪ್ರತಿಧ್ವನಿಸುವ ತಾಪನ
ਗੂੰਜ ਹਾਈਬ੍ਰਿਡ,ಅನುರಣನ ಹೈಬ್ರಿಡ್
ਗੂੰਜਦਾ ਅਟੁੱਟ,ಪ್ರತಿಧ್ವನಿಸುವ ಅವಿಭಾಜ್ಯ
ਗੂੰਜ ਇੰਟਰੈਕਸ਼ਨ,ಅನುರಣನ ಪರಸ್ಪರ ಕ್ರಿಯೆ
ਗੂੰਜਦਾ ਦੀਵਾ,ಪ್ರತಿಧ್ವನಿಸುವ ದೀಪ
ਗੂੰਜ ਦਾ ਪੱਧਰ,ಅನುರಣನ ಮಟ್ಟ
ਗੂੰਜ ਲਾਈਨ,ಅನುರಣನ ರೇಖೆ
ਗੂੰਜ ਢੰਗ,ಅನುರಣನ ವಿಧಾನ
ਗੂੰਜਦਾ ਨਿਊਟ੍ਰੋਨ,ಪ್ರತಿಧ್ವನಿಸುವ ನ್ಯೂಟ್ರಾನ್
ਰੈਜ਼ੋਨੈਂਸ ਪੀਕ (ਰਜ਼ੋਨੈਂਟ ਐਨਰਜੀ ਪੀਕ),ಅನುರಣನ ಶಿಖರ (ಪ್ರತಿಧ್ವನಿ ಶಕ್ತಿಯ ಉತ್ತುಂಗ)
ਗੂੰਜਦੀ ਡ੍ਰਿਲਿੰਗ,ಅನುರಣನ ಕೊರೆಯುವಿಕೆ
ਗੂੰਜ phosphorescence,ಅನುರಣನ ಫಾಸ್ಫೊರೆಸೆನ್ಸ್
ਗੂੰਜਦੀ ਸੰਭਾਵਨਾ,ಪ್ರತಿಧ್ವನಿಸುವ ಸಾಮರ್ಥ್ಯ
ਗੂੰਜ ਫੰਕਸ਼ਨ,ಅನುರಣನ ಕಾರ್ಯ
ਗੂੰਜ ਸੀਮਾ,ಅನುರಣನ ಶ್ರೇಣಿ
ਗੂੰਜ ਸਪੈਕਟ੍ਰਮ,ಅನುರಣನ ಸ್ಪೆಕ್ಟ್ರಮ್
ਗੂੰਜ ਸਥਿਰੀਕਰਨ,ಅನುರಣನ ಸ್ಥಿರೀಕರಣ
ਗੂੰਜ ਸਥਿਰ ਇੰਟਰਮੀਡੀਏਟ,ಅನುರಣನ ಸ್ಥಿರಗೊಳಿಸಿದ ಮಧ್ಯಂತರ
"ਗੂੰਜਦੀ ਬਣਤਰ, ਗੂੰਜਦੀ ਬਣਤਰ","ಅನುರಣನ ರಚನೆ, ಅನುರಣನ ರಚನೆ"
ਗੂੰਜ ਟਿਊਬ,ಅನುರಣನ ಟ್ಯೂಬ್
ਗੂੰਜ ਚੌੜਾਈ,ಅನುರಣನ ಅಗಲ
ਰੈਸੋਨੋਮੀਟਰ,ರೆಸೋನೋಮೀಟರ್
ਗੂੰਜਦਾ,ಪ್ರತಿಧ್ವನಿಸುವ
ਗੂੰਜਦਾ coater,ಪ್ರತಿಧ್ವನಿಸುವ ಕೋಟರ್
resonant koter maser,ಪ್ರತಿಧ್ವನಿಸುವ ಕೋಟರ್ ಮೇಸರ್
ਗੂੰਜ ਦੀ ਰੁਕਾਵਟ,ಅನುರಣನ ಕುಂಠಿತ
ਗੂੰਜਦੀ ਲਾਈਨ,ಪ್ರತಿಧ್ವನಿಸುವ ಸಾಲು
ਗੂੰਜਦਾ ਥੰਮ੍ਹ,ಪ್ರತಿಧ್ವನಿಸುವ ಕಂಬ
"resonate, resonate","ಪ್ರತಿಧ್ವನಿಸಿ, ಪ್ರತಿಧ್ವನಿಸಿ"
ਰੈਜ਼ੋਨੈਂਸ ਚੈਂਬਰ,ಅನುರಣನ ಚೇಂಬರ್
"ਗੂੰਜਦਾ ਆਇਨ, ਗੂੰਜਦਾ ਆਇਨ","ಅನುರಣನ ಅಯಾನು, ಅನುರಣನ ಅಯಾನು"
ਗੂੰਜਦਾ ਹੈ,ಪ್ರತಿಧ್ವನಿಸುವ
ਜਵਾਬਦਾਤਾ,ಪ್ರತಿಕ್ರಿಯಿಸಿದ
"ਜਵਾਬ, ਜਵਾਬ, ਰਿਪੋਰਟ","ಉತ್ತರ, ಪ್ರತಿಕ್ರಿಯೆ, ವರದಿ"
ਜਵਾਬ ਵਕਰ,ಪ್ರತಿಕ್ರಿಯೆ ಕರ್ವ್
ਜਵਾਬ ਚੱਕਰ,ಪ್ರತಿಕ್ರಿಯೆ ಚಕ್ರ
ਜਵਾਬ ਚਿੱਤਰ,ಪ್ರತಿಕ್ರಿಯೆ ರೇಖಾಚಿತ್ರ
ਜਵਾਬ ਗਲਤੀ,ಉತ್ತರ ದೋಷ
ਜਵਾਬ ਫੰਕਸ਼ਨ,ಪ್ರತಿಕ್ರಿಯೆ ಕಾರ್ಯ
ਜਵਾਬ ਵਿਧੀ,ಪ್ರತಿಕ್ರಿಯೆ ವಿಧಾನ
ਜਵਾਬ ਆਪਰੇਟਰ,ಪ್ರತಿಕ್ರಿಯೆ ಆಪರೇಟರ್
ਜਵਾਬ ਬਿੰਦੂ,ಪ್ರತಿಕ್ರಿಯೆ ಬಿಂದು
ਜਵਾਬ ਪੰਨਾ,ಪ್ರತಿಕ್ರಿಯೆ ಪುಟ
ਜਵਾਬ ਸਮਾਂ,ಪ್ರತಿಕ್ರಿಯೆ ಸಮಯ
ਜਵਾਬ ਸਮਾਂ ਵੰਡ,ಪ್ರತಿಕ್ರಿಯೆ ಸಮಯದ ವಿತರಣೆ
ਜਵਾਬੀ ਜਵਾਬ,ಪ್ರತಿ-ಉತ್ತರ
ਜਵਾਬਦੇਹੀ,ಸ್ಪಂದಿಸುವಿಕೆ
ਵਿਰਾਮ,ವಿರಾಮ
ਆਰਾਮ ਊਰਜਾ,ವಿಶ್ರಾಂತಿ ಶಕ್ತಿ
ਆਰਾਮ ਪੁੰਜ,ಉಳಿದ ದ್ರವ್ಯರಾಶಿ
ਆਰਾਮ ਪੁੰਜ ਘਣਤਾ,ಉಳಿದ ದ್ರವ್ಯರಾಶಿ ಸಾಂದ್ರತೆ
ਬਰੇਕ ਪੁਆਇੰਟ,ಬ್ರೇಕ್ ಪಾಯಿಂಟ್
ਵਿਰਾਮ ਸਥਿਤੀ,ವಿರಾಮ ಸ್ಥಾನ
ਦੁਬਾਰਾ ਸ਼ੁਰੂ ਕਰੋ,ಮತ್ತೆ ಪ್ರಾರಂಭಿಸಿ
ਸ਼ਾਂਤ ਬਾਰੰਬਾਰਤਾ,ಶಾಂತ ಆವರ್ತನ
ਸੰਤੁਲਿਤ ਪਲ,ಸಮತೋಲಿತ ಕ್ಷಣ
ਬਰੇਕ ਪੁਆਇੰਟ,ಬ್ರೇಕ್ ಪಾಯಿಂಟ್
ਆਰਾਮ ਦੀ ਸੰਭਾਵਨਾ,ವಿಶ್ರಾಂತಿ ಸಾಮರ್ಥ್ಯ
"ਮਾਨਤਾ, ਮੁੜ-ਸਥਾਨ","ಮಾನ್ಯತೆ, ಸ್ಥಳಾಂತರ"
"ਵਾਪਿਸ ਲੈਣ ਵਾਲੀ ਤਾਕਤ, ਉਲਟਾ ਬਲ","ಹಿಂತೆಗೆದುಕೊಳ್ಳುವ ಬಲ, ಹಿಮ್ಮುಖ ಶಕ್ತಿ"
ਦਰਮਿਆਨੀ,ಮಧ್ಯಮ
ਸੀਮਤ ਖੇਤਰ,ನಿರ್ಬಂಧಿತ ಪ್ರದೇಶ
ਸੀਮਤ ਬਰਨਿੰਗ ਅਨਾਜ,ಸೀಮಿತ ಸುಡುವ ಧಾನ್ಯ
"ਨਿਯੰਤਰਿਤ ਹੈਲੋਨੋਮੀ-ਸਮੂਹ, ਨਿਯੰਤਰਿਤ ਹੈਲੋਨੋਮੀ","ನಿಯಂತ್ರಿತ ಹಲೋನಮಿ-ಗುಂಪು, ನಿಯಂತ್ರಿತ ಹಲೋನಮಿ"
ਪ੍ਰਤਿਬੰਧਿਤ ਅੰਦਰੂਨੀ ਰੋਟੇਸ਼ਨ,ನಿರ್ಬಂಧಿತ ಆಂತರಿಕ ತಿರುಗುವಿಕೆ
ਸੀਮਤ ਅਹਾਤੇ,ನಿರ್ಬಂಧಿತ ಆವರಣ
ਪ੍ਰਤਿਬੰਧਿਤ ਸਾਪੇਖਤਾ,ನಿರ್ಬಂಧಿತ ಸಾಪೇಕ್ಷತೆ
"ਅਵਸ਼ੇਸ਼ ਰੇ ਪ੍ਰਤੀਬਿੰਬ, ਰਾਸਟਸਟ੍ਰਾਲ ਰਿਫਲੈਕਸ਼ਨ","ಉಳಿದ ರೇ ಪ್ರತಿಫಲನ, ರಾಸ್ಟ್‌ಸ್ಟ್ರಾಲ್ ಪ್ರತಿಫಲನ"
ਬਕਾਇਆ ਤਰੰਗ ਲੰਬਾਈ,ಉಳಿದ ತರಂಗಾಂತರ
ਬਕਾਇਆ ਬੀਮ,ಉಳಿದ ಕಿರಣ
"ਨਤੀਜਾ, ਨਤੀਜਾ, ਨਤੀਜਾ","ಫಲಿತಾಂಶ, ಫಲಿತಾಂಶ, ಫಲಿತಾಂಶ"
ਨਤੀਜਾ ਨਤੀਜਾ,ಪರಿಣಾಮವಾಗಿ ಫಲಿತಾಂಶ
ਨਤੀਜਾ ਬਲ ਜੋੜਾ,ಪರಿಣಾಮವಾಗಿ ಬಲ ಜೋಡಿ
ਨਤੀਜੇ ਵਜੋਂ ਵਿਸਥਾਪਨ,ಪರಿಣಾಮವಾಗಿ ಸ್ಥಳಾಂತರ
ਨਤੀਜਾ ਬਲ,ಪರಿಣಾಮವಾಗಿ ಶಕ್ತಿ
ਨਤੀਜਾ ਪਲ,ಫಲಿತಾಂಶದ ಕ್ಷಣ
ਨਤੀਜਾ ਵੈਕਟਰ,ಫಲಿತಾಂಶ ವೆಕ್ಟರ್
ਨਤੀਜੇ ਦੀ ਗਤੀ,ಪರಿಣಾಮವಾಗಿ ವೇಗ
"ਧਾਰਕ ਪਲੇਟ, ਧਾਰਕ ਪਲੇਟ","ಹೋಲ್ಡರ್ ಪ್ಲೇಟ್, ಹೋಲ್ಡರ್ ಪ್ಲೇಟ್"
ਹੋਲਡ-ਪਿੰਨ,ಹಿಡಿತ-ಪಿನ್
ਦੇਰ ਨਾਲ ਟ੍ਰਾਂਸਮੀਟਰ,ತಡವಾದ ಟ್ರಾನ್ಸ್ಮಿಟರ್
ਤੇਕਮਜ਼ੋਰ,ಹಿಂದುಳಿದ
ਮੱਧਮ ਖੇਤਰ,ಮಂದ ಪ್ರದೇಶ
ਹੌਲੀ ਵਹਾਅ,ನಿಧಾನ ಹರಿವು
ਹੌਲੀ ਗਤੀ,ನಿಧಾನ ಚಲನೆ
ਦੇਰੀ ਦੀ ਸੰਭਾਵਨਾ,ವಿಳಂಬಿತ ಸಾಮರ್ಥ್ಯ
ਪਤਲਾ,ದುರ್ಬಲಗೊಳಿಸುವ
ਵਿਰੋਧੀ ਕੁੰਡਲੀ,ವಿರೋಧದ ಜಾತಕ
ਪਤਲਾ ਇਲੈਕਟ੍ਰੋਡ,ದುರ್ಬಲಗೊಳಿಸುವ ವಿದ್ಯುದ್ವಾರ
ਪਤਲਾ ਕਰਨ ਵਾਲਾ ਕਾਰਕ,ದುರ್ಬಲಗೊಳಿಸುವ ಅಂಶ
retarder ਜ਼ੋਨ,ಹಿಂದುಳಿದ ವಲಯ
ਰੀਟਾਰਡਰ ਫੀਲਡ ਔਸਿਲੇਟਰ,ರಿಟಾರ್ಡರ್ ಫೀಲ್ಡ್ ಆಂದೋಲಕ
ਰੁਕਾਵਟ ਸੰਭਾਵੀ,ಹಿಂದುಳಿದ ಸಾಮರ್ಥ್ಯ
ਹੋਲਡ,ಹಿಡಿದು
ਹੋਲਡਿੰਗ ਇੰਡੈਕਸ,ಹಿಡುವಳಿ ಸೂಚ್ಯಂಕ
ਹੋਲਡਿੰਗ ਦੀ ਮਿਆਦ,ಹಿಡುವಳಿ ಅವಧಿ
ਦਬਾਅ ਰੱਖਣ,ಒತ್ತಡವನ್ನು ಹಿಡಿದಿಟ್ಟುಕೊಳ್ಳುವುದು
ਧਾਰਨ ਦੀ ਮਿਆਦ,ಧಾರಣ ಅವಧಿ
ਧਾਰਨ ਦੀ ਦਰ,ಉಳಿಸಿಕೊಳ್ಳುವುದರ ಪ್ರಮಾಣವು
ਰੱਖਣ ਦੀ ਸਮਰੱਥਾ,ಹಿಡಿದಿಟ್ಟುಕೊಳ್ಳುವ ಸಾಮರ್ಥ್ಯ
ਦ੍ਰਿੜਤਾ,ಹಠ
ਹੋਲਡ,ಹಿಡಿದು
Ratzer ਦਾ ਨਿਯਮ,ರಾಟ್ಜರ್ ನಿಯಮ
ਜਾਲੀਦਾਰ,ರೆಟಿಕಲ್
ਜਾਲੀਦਾਰ,ರೆಟಿಕ್ಯುಲ್
"ਰੈਟੀਨਾ, ਰੈਟੀਨਾ","ರೆಟಿನಾ, ರೆಟಿನಾ"
ਰੈਟੀਨੋਸਕੋਪ,ರೆಟಿನೋಸ್ಕೋಪ್
ਵਿਰੋਧ ਅੰਤਰਾਲ,ಪ್ರತಿರೋಧ ಮಧ್ಯಂತರ
ਵਿਰੋਧ ਅੰਤਰਾਲ,ಪ್ರತಿರೋಧ ಮಧ್ಯಂತರ
ਸਥਿਤੀ ਬਦਲਣ ਵਾਲਾ ਮੋਚਿਤਰਾ,ಸ್ಥಿತಿ ಬದಲಾಯಿಸುವ ಮೋಚಿತ್ರ
ਵਾਪਸ ਰਾਕੇਟ,ಹಿಂದಿನ ರಾಕೆಟ್
ਵਾਪਸ ਅੱਗ,ಮತ್ತೆ ಬೆಂಕಿ
ਐਨਾਲਾਗ,ಅನಲಾಗ್
"Resonance, Regression, Regression","ರೆಸೋನೆನ್ಸ್, ರಿಗ್ರೆಶನ್, ರಿಗ್ರೆಶನ್"
ਰਿਗਰੈਸ਼ਨ ਸਰਕਟ,ರಿಗ್ರೆಷನ್ ಸರ್ಕ್ಯೂಟ್
ਰਿਗਰੈਸ਼ਨ ਕੋਡ,ಹಿಂಜರಿತ ಕೋಡ್
ਰਿਗਰੈਸ਼ਨ ਅੰਤਰਾਲ,ಹಿಂಜರಿತದ ಮಧ್ಯಂತರ
ਮਾਨਤਾ ਤਾਰ,ಮಾನ್ಯತೆ ತಂತಿ
ਵਾਪਸੀ ਲਾਈਨ,ಹಿಂತಿರುಗುವ ಸಾಲು
