Hindi,Malayalam
" समुच्चय , पवन दिशा, धारा दिशा , जम जाना, जमाना (क्रि.)",സെറ്റ്
सेक्सटैन्ट,സെക്സ്റ്റന്റ്
शेवहार्ट नियंत्रण चार्ट,ഷെവാർട്ട് നിയന്ത്രണ ചാർട്ടുകൾ
" चिह्न , राशि",അടയാളം
आव्यूह का चिन्हक,ഒരു മാട്രിക്സിന്റെ ഒപ്പ്
द्विघाती समघात का चिन्हक,ക്വാഡ്രാറ്റിക് രൂപത്തിന്റെ ഒപ്പ്
सचिन्ह संख्या,ഒപ്പിട്ട നമ്പർ
सार्थकता स्तर,പ്രാധാന്യ നില
सार्थकता परीक्षण,പ്രാധാന്യം പരിശോധന
सार्थक अंक,ഗണ്യമായ അക്കം
चिन्ह परीक्षण,അടയാള പരിശോധന
चिन्ह फलन,സിഗ്നം ഫംഗ്ഷൻ
समरूप दीर्घवृत्त,സമാനമായ ദീർഘവൃത്തങ്ങൾ
समरूप आकृति,സമാനമായ കണക്കുകൾ
" सादृश्य , समरूपता",സാമ്യം
समरूप आव्यूह,സമാനമായ മെട്രിക്സ്
सरल संवृत वक्र,ലളിതമായ അടഞ്ഞ വക്രം
सरल सहसंबंध,ലളിതമായ പരസ്പരബന്ധം
सरल आवर्त गति,ലളിതമായ ഹാർമോണിക് ചലനം
सरल यादृच्छिक प्रतिचयन,ലളിതമായ റാൻഡം സാമ്പിൾ
"प्रसमुच्चय, सिम्पलेक्स, एकमुखी, सरल",സിംപ്ലക്സ്
एकधा कलनविधि,സിംപ്ലക്സ് അൽഗോരിതം
एकधा सारणी,സിംപ്ലക്സ് ടാബ്ലോ
सिम्प्सन का एक-तिहाई नियम,സിംപ്‌സണിന്റെ ഒന്ന് - മൂന്നാമത്തെ നിയമം
अनुकार प्रविधि,സിമുലേഷൻ ടെക്നിക്
युगपत अवकल समीकरण ,ഒരേസമയം ഡിഫറൻഷ്യൽ സമവാക്യങ്ങൾ
युगपत समीकरण,ഒരേസമയം സമവാക്യങ്ങൾ
"साइन, ज्या",പാപം
"साइन वक्र, ज्या वक्र",സൈൻ വക്രം
एकल,സിംഗിൾടൺ
एकमानी फलन,ഒരൊറ്റ മൂല്യമുള്ള പ്രവർത്തനം
विचित्र समाकल,ഏക അവിഭാജ്യ
"विचित्रता, वैचित्र्य",ഏകത്വം
अव्युत्क्रमणीय मैट्रिक्स,ഏക മാട്രിക്സ്
विचित्र हल,ഏക പരിഹാരം
प्रतिदर्श आमाप,സാമ്പിളിന്റെ വലിപ്പം
विषम बंटन,വളഞ്ഞ വിതരണം
विषम हर्मिटीय आव्यूह,സ്കെവ്-ഹെർമിഷ്യൻ മാട്രിക്സ്
वैषम्य,വക്രത
विषम सममित आव्यूह,ചരിഞ്ഞ സമമിതി മാട്രിക്സ്
न्यूनतापूरक चर,സ്ലാക്ക് വേരിയബിൾ
"ढलान, ढाल, प्रवणता",ചരിവ്
ढाल प्रवणता,ചരിവ് ഗ്രേഡിയന്റ്
"लघुकोष्ठक, लघु बंधनी",ചെറിയ ബ്രാക്കറ്റുകൾ
निष्कोण वक्र,മിനുസമാർന്ന വക്രം
मसृण फलन,സുഗമമായ പ്രവർത്തനം
सौर परिवार,സമയ ശ്രേണി സുഗമമാക്കുന്നു
,സൗരയൂഥം
परिनालिकीय सदिश,സോളിനോയ്ഡൽ വെക്റ്റർ
" ठोस, पिंड , घनाकृति",ഖര
"घन ज्यामिति, त्रिविम ज्यामिति",ഖര ജ്യാമിതി
" हल , साधन",പരിഹാരം
श्रेणी रूप हल,പരമ്പരയിലെ പരിഹാരം
हल आव्यूह,പരിഹാരം മാട്രിക്സ്
त्रिभुज का हल,ഒരു ത്രികോണത്തിന്റെ പരിഹാരം
हल समष्टि,പരിഹാരം സ്ഥലം
सोनाइन बहुपद,സോണിൻ ബഹുപദം
" आकाश, अंतरिक्ष, दिकस्थान, अवकाश , समष्टि",സ്ഥലം
आकाश वक्र,സ്പേസ് കർവ്
जनक समुच्चय,പരന്നുകിടക്കുന്ന സെറ്റ്
स्थानीय सहसंबंध चित्र,സ്പേഷ്യൽ കോറെലോഗ്രാം
विशिष्ट रैखिक समूह,പ്രത്യേക രേഖീയ ഗ്രൂപ്പ്
विशिष्ट लांबिक समूह,പ്രത്യേക ഓർത്തോഗണൽ ഗ്രൂപ്പ്
"विशिष्ट घनत्व, आपेक्षिक घनत्व",പ്രത്യേക ഗുരുത്വാകർഷണം
मानावल्लीय प्रतिचित्रण प्रमेय,സ്പെക്ട്രൽ മാപ്പിംഗ് സിദ്ധാന്തം
फलन की मानावली ,ഒരു ഫംഗ്ഷന്റെ സ്പെക്ട്രം
"गोला, गोलक",ഗോളം
गोलीय निर्देशांक प्रणाली,ഗോളാകൃതിയിലുള്ള കോർഡിനേറ്റ് സിസ്റ്റം
गोलीय धुवीय निर्देशांक,ഗോളാകൃതിയിലുള്ള പോളാർ കോർഡിനേറ്റ്
गोलीय त्रिभुज,ഗോളാകൃതിയിലുള്ള ത്രികോണം
गोलीय त्रिकोणमिति,ഗോളാകൃതിയിലുള്ള ത്രികോണമിതി
सर्पिल,സർപ്പിളമായ
" वर्ग , स्कवेयर",സമചതുരം Samachathuram
"गुरुकोष्ठक, गुरुबंधनी",ചതുര ബ്രാക്കറ്റുകൾ
वर्ग समाकलनीय,സമചതുരം സംയോജിപ്പിക്കാവുന്ന
वर्ग आव्यूह,ചതുര മാട്രിക്സ്
वर्गमूल,സ്ക്വയർ റൂട്ട്
प्रतिचयन का चरण,സാമ്പിളിന്റെ ഘട്ടം
सोपान-फलन,ഗോവണി പ്രവർത്തനം
मानक विचलन,സ്റ്റാൻഡേർഡ് ഡീവിയേഷൻ
मानक आंतर गुणनफल,സാധാരണ ആന്തരിക ഉൽപ്പന്നം
साम्यावस्था,സന്തുലിതാവസ്ഥ
स्तब्ध वक्र,നിശ്ചലമായ വക്രം
स्तब्ध बिंदु,നിശ്ചല പോയിന്റ്
स्तब्ध मान,നിശ്ചല മൂല്യം
"प्रतिदर्शज, आंकड़ा",സ്ഥിതിവിവരക്കണക്ക്
सांख्यिकीय,സ്ഥിതിവിവരക്കണക്ക്
सांख्यिकीय आंकड़े,സ്റ്റാറ്റിസ്റ്റിക്കൽ ഡാറ്റ
सांख्यिकीय बंटन,സ്ഥിതിവിവരക്കണക്ക് വിതരണം
सांख्यिकीय परिकल्पना,സ്റ്റാറ്റിസ്റ്റിക്കൽ അനുമാനം
सांख्यिकीय अनुमिति,സ്റ്റാറ്റിസ്റ്റിക്കൽ അനുമാനം
सांख्यिकीय निदर्श,സ്റ്റാറ്റിസ്റ്റിക്കൽ മോഡൽ
सांख्यिकीय समष्टि,സ്ഥിതിവിവരക്കണക്ക് ജനസംഖ്യ
सांख्यिकीय गुणता-नियंत्रण ,സ്റ്റാറ്റിസ്റ്റിക്കൽ ഗുണനിലവാര നിയന്ത്രണം
" सांख्यिकी , आंकड़े",സ്ഥിതിവിവരക്കണക്കുകൾ
"अपरिवर्ती, अचर, स्थिर, स्थायी",സ്ഥിരമായ
स्थायी अवस्था हल,സ്ഥിരമായ പരിഹാരം
अधिक प्रवण आरोह,കുത്തനെയുള്ള കയറ്റം (ഒരു വളവിന്റെ)
प्रवणतम-आरोहण अभिकल्पना,കുത്തനെയുള്ള കയറ്റ രൂപകൽപ്പന
प्रवणतम अवरोहण,കുത്തനെയുള്ള ഇറക്കം
"पग-फलन, सोपान फल्लनन",ഘട്ടം പ്രവർത്തനം
स्टर्लिंग श्रेणी,സ്റ്റെർലിംഗ് പരമ്പര
"स्टोकैस्टिक, प्रसंभाव्य",സ്ഥായിയായ
प्रसंभाव्य आव्यूह,സ്റ്റോക്കാസ്റ്റിക് മാട്രിക്സ്
प्रसंभाव्य निदर्श,സ്ഥായിയായ മോഡൽ
प्रसंभाव्य प्रोग्रामन,സ്റ്റോക്കാസ്റ്റിക് പ്രോഗ്രാമിംഗ്
प्रसंभाव्य चर,സ്റ്റോക്കാസ്റ്റിക് വേരിയബിൾ
स्टोक्स प्रमेय,സ്റ്റോക്സിന്റെ സിദ്ധാന്തം
"सीधी रेखा, ऋजु रेखा, सरल रेखा",നേർരേഖ
"स्तरी चार्ट, पट्टीदार चार्ट",സ്ട്രാറ്റ ചാർട്ട്
" स्तरण , स्तरविन्यास",വർഗ്ഗീകരണം
स्तरित प्रतिचयन,സ്ട്രാറ്റിഫൈഡ് സാമ്പിൾ
"प्रवाह-रेखा, धारा-रेखा",സ്ട്രീം-ലൈൻ
प्रतिबल,സമ്മർദ്ദം
दृढ़तः अवमुख फलन,കർശനമായി കോൺവെക്സ് ഫംഗ്ഷൻ
निरंतर हृासमान,കർശനമായി കുറയുന്നു
निरंतर वर्धमान,കർശനമായി വർദ്ധിപ്പിക്കുന്നു
निरंतर एकदिष्ट फलन,കർശനമായി ഏകതാനമായ പ്രവർത്തനം
स्टूडैन्ट परीक्षण (स्टूडेन्ट 't' परीक्षण),വിദ്യാർത്ഥിയുടെ ടെസ്റ്റ് (വിദ്യാർത്ഥികളുടെ &quot;ടി&quot; ടെസ്റ്റ്)
उपसंग्रह,ഉപശേഖരം
अव-सारणिक,സബ് ഡിറ്റർമിനന്റ്
उपक्षेत्र,ഉപഫീൽഡ്
"उपवर्ग, उपसमृूह, उपग्रुप",ഉപഗ്രൂപ്പ്
उपांतराल,ഉപ ഇടവേള
"उपमैट्रिक्स, उपाव्यूह",സബ്മാട്രിക്സ്
"पादांक, पादाक्षर, पादलिपि",സബ്സ്ക്രിപ്റ്റ്
उपानुक्रम,തുടർന്നുള്ള
उपसमुच्चय,ഉപഗണം
उपसमष्टि,ഉപസ്ഥലം
प्रतिस्थापन,പകരംവയ്ക്കൽ
अधः स्पर्शी,സബ്ടാൻജന്റ്
"कक्षांतरित करना, अंतरित करना",വിധേയമാക്കുക
"घटाना, व्यवकलन करना",കുറയ്ക്കുക
"व्यवकलन, घटाना",കുറയ്ക്കൽ
उत्तरोत्तर,തുടർച്ചയായി
उत्तरोत्तर अवकलन,തുടർച്ചയായ വ്യത്യാസം
उत्तरोत्तर समाकलन,തുടർച്ചയായ ഏകീകരണം
परवर्ती,പിൻഗാമി
अनुलग्न,പ്രത്യയം
" योगफल, जोड़, संकलन फल , धनराशि",തുക
योग फलन,തുക പ്രവർത്തനം
संकलनीय,സംഗ്രഹിക്കാവുന്ന
योगखंड,സംഗ്രഹം
संकलन,സംഗ്രഹം
संकलन-परिपाटी,സംഗ്രഹ കൺവെൻഷൻ
संकलन सूत्र,സംഗ്രഹ ഫോർമുല
श्रेणी-संकलन,പരമ്പരയുടെ സംഗ്രഹം
संकलन चिन्ह,സംഗ്രഹ ചിഹ്നം
अनंत तक योग,അനന്തതയിലേക്ക് തുക
"मूर्धांक, मूर्धाक्षर",സൂപ്പർസ്ക്രിപ്റ്റ്
अधिसमुच्चय,സൂപ്പർസെറ്റ്
पराध्वनिक प्रवाह,സൂപ്പർസോണിക് ഒഴുക്ക്
संपूरक कोण,സപ്ലിമെന്ററി ആംഗിൾ
आलंबक ऊनविम समतल,ഹൈപ്പർപ്ലെയ്നെ പിന്തുണയ്ക്കുന്നു
फलन का आलंब,പ്രവർത്തനത്തിന്റെ പിന്തുണ
"कल्पना करना, मान लेना",കരുതുക
उच्चक,പരമോന്നത
करणी,surd
" पृष्ठ , बहिर्तल , सतह, धरातल",ഉപരിതലം
पृष्ठीय श्रेत्रफल,ഉപരിതല പ്രദേശം
पृष्ठ-समाकल,ഉപരിതല ഇന്റഗ്രൽ
आच्छादन,സർജക്ഷൻ
आच्छादी,സർജക്റ്റീവ്
आच्छादी प्रतिचित्र,സർജക്റ്റീവ് മാപ്പ്
प्रतीक,ചിഹ്നം
प्रतीकात्मक तर्क,പ്രതീകാത്മക യുക്തി
प्रतीकात्मक निदर्श,പ്രതീകാത്മക മാതൃക
सममित,സമമിതി
सममितीय,സമമിതി
"सममित सारणिक, सममित डिटर्मिनन्ट",സമമിതി ഡിറ്റർമിനന്റ്
सममित अंतर,സമമിതി വ്യത്യാസം
सममित मैट्रिक्सि,സമമിതി മാട്രിക്സ്
"तंत्र विश्लेषण, प्रणाली विश्लेषण",സിസ്റ്റം വിശകലനം
क्रमबद्ध प्रतिचयन,വ്യവസ്ഥാപിത സാമ്പിൾ
"सारणी, टेबल",മേശ
"टेब्लो, सारणी",ടാബ്ലോ
समाकल सारणी,ഇന്റഗ്രലുകളുടെ പട്ടിക
"सारणीबद्ध, सपाट",പട്ടിക
सारणीबद्ध फार्म,പട്ടിക രൂപം
"सारणीबद्ध लघुगणक, सारणीबद्ध लॉगेरिथ्म",പട്ടിക ലോഗരിതം
सारणीबद्ध करना,പട്ടികപ്പെടുത്തുക
सारणीबद्ध मान,പട്ടികപ്പെടുത്തിയ മൂല്യം
सारणीयन,ടാബുലേഷൻ
" सारणित्र, सारणी यंत्र , सारणीयक",ടാബുലേറ്റർ
"पुच्छ, पूँछ",വാൽ
पुच्छ क्षेत्र (बंटन का),വാൽ പ്രദേശം (വിതരണം)
स्पर्शिता,സ്പർശനം
" स्पर्श रेखा , स्पर्शी , स्पर्शज्या, टैन्जैंट",ടാൻജെന്റ്
स्पर्श ऊनविम समतल,ടാൻജെന്റ് ഹൈപ്പർപ്ലെയ്ൻ
"स्पर्शीय, स्पर्श रेखीय",സ്പർശനാത്മകമായ
स्पर्श रेखीय घटक,ടാൻജൻഷ്യൽ ഘടകം
स्पर्श रेखीय काट,ടാൻജൻഷ്യൽ വിഭാഗം
स्पर्श रेखा,ടാൻജെന്റ് ലൈൻ
"स्पर्श तल, स्पर्श समतल",ടാൻജെന്റ് വിമാനം
स्पर्शी समष्टि,ടാൻജെന്റ് സ്പേസ്
टेप पंच,ടേപ്പ് പഞ്ച്
टेप पठित्र,ടേപ്പ് റീഡർ
टाउबरी प्रमेय,ടൗബേറിയൻ സിദ്ധാന്തം
टेलर प्रमेय,ടെയ്ലറുടെ സിദ്ധാന്തം
शेबीशेव दूरीक,ചെബിചേവ് മെട്രിക്
t-बंटन,ടി-വിതരണം
अंतःसर्पी श्रेणी,ദൂരദർശിനി പരമ്പര
कालिक निर्देशांक,താൽക്കാലിക കോർഡിനേറ്റുകൾ
कालिक संबंध,താൽക്കാലിക ബന്ധം
कालिक चर,താൽക്കാലിക വേരിയബിൾ
तनन-सामर्थ्य,വലിച്ചുനീട്ടാനാവുന്ന ശേഷി
"प्रदिश, टेन्सर",ടെൻസർ
प्रदिश विश्लेषण,ടെൻസർ വിശകലനം
प्रदिश गुणनफल,ടെൻസർ ഉൽപ്പന്നം
अस्थायी संरूपण,താൽക്കാലിക രൂപീകരണം
पद,കാലാവധി
अंत्य प्रतिबंध,ടെർമിനൽ അവസ്ഥ
अंतिम वेग गोता,ടെർമിനൽ വെലോസിറ്റി ഡൈവ്
सांत दशमलव,ദശാംശം അവസാനിപ്പിക്കുന്നു
पद मान,ടേം മൂല്യങ്ങൾ
पदशः अवकलन,ടേം തിരിച്ചുള്ള വ്യത്യാസം
पदशः समाकलन,ടേംവൈസ് ഇന്റഗ്രേഷൻ
"त्रिअंगी, त्रिआधारी",ത്രിതീയ
परीक्षण,പരീക്ഷ
प्रसरण समांगता का परीक्षण,വ്യതിയാനങ്ങളുടെ ഏകതാനതയ്ക്കുള്ള പരിശോധന
परीक्षण फलन,ടെസ്റ്റ് ഫംഗ്ഷൻ
परिकल्पना-परीक्षण,സിദ്ധാന്തത്തിന്റെ പരീക്ഷണം
सार्थकता-परीक्षण,പ്രാധാന്യത്തിന്റെ പരീക്ഷണം
परीक्षण प्रतिदर्शज,ടെസ്റ്റ് സ്ഥിതിവിവരക്കണക്കുകൾ
चतुष्फलकीय,ടെട്രാഹെഡ്രൽ
चतुष्फलकीय कोण,ടെട്രാഹെഡ്രൽ കോൺ
चतुष्फलक,ടെട്രാഹെഡ്രോൺ
प्रमेय,സിദ്ധാന്തം
अवशेष-प्रमेय,അവശിഷ്ടങ്ങളുടെ സിദ്ധാന്തം
सैद्धांतिक माँग फलन,സൈദ്ധാന്തിക ആവശ്യം പ്രവർത്തനം
सैद्धांतिक असंतत बंटन,സൈദ്ധാന്തിക വ്യതിരിക്ത വിതരണം
सैद्धांतिक त्रुटि,സൈദ്ധാന്തിക പിശക്
सैद्धांतिक समंजन,സൈദ്ധാന്തിക അനുയോജ്യം
सैद्धांतिक संरूपण,സൈദ്ധാന്തിക രൂപീകരണം
सैद्धांतिक बारंबारता,സൈദ്ധാന്തിക ആവൃത്തി
"सैद्धांततः, सिद्धांत रूप से",സൈദ്ധാന്തികമായി
सैद्धांतिक निदर्श,സൈദ്ധാന്തിക മാതൃക
सैद्धांतिक निरूपण,സൈദ്ധാന്തിക ചികിത്സ
समीकरण सिद्धांत,സമവാക്യങ്ങളുടെ സിദ്ധാന്തം
त्रुटि सिद्धांत,പിശകുകളുടെ സിദ്ധാന്തം
आकलन सिद्धांत,എസ്റ്റിമേറ്റ് സിദ്ധാന്തം
फलन सिद्धांत,പ്രവർത്തനങ്ങളുടെ സിദ്ധാന്തം
खेल सिद्धांत,ഗെയിമുകളുടെ സിദ്ധാന്തം
गुरुत्वाकर्षण-सिद्धांत,ഗുരുത്വാകർഷണ സിദ്ധാന്തം
सूचना सिद्धांत,വിവര സിദ്ധാന്തം
प्रतिस्थापन सिद्धांत,മാറ്റിസ്ഥാപിക്കാനുള്ള സിദ്ധാന്തം (=പരാജയത്തിന്റെ സിദ്ധാന്തം)
समुच्चय-सिद्धांत,സെറ്റുകളുടെ സിദ്ധാന്തം
पंक्ति सिद्धांत,കാത്തിരിപ്പ് വരികളുടെ സിദ്ധാന്തം (= ക്യൂയിംഗ് സിദ്ധാന്തം)
तरंग सिद्धांत,തരംഗങ്ങളുടെ സിദ്ധാന്തം
ऊष्मागतिक,തെർമോഡൈനാമിക്
पेच की चूड़ी,ഒരു സ്ക്രൂവിന്റെ ത്രെഡ്
त्रिविम,ത്രിമാനമായ
त्रिविम सदिश विश्लेषण,ത്രിമാന വെക്റ്റർ വിശകലനം
त्रिधा वर्गीकरण,മൂന്ന്-വഴി വർഗ്ഗീകരണം
"प्रक्षेप, पात",എറിയുക
" प्रणोद , क्षेप",തള്ളുക
"समय, काल, अवधि",സമയം
काल-अक्ष,സമയ അക്ഷം
कालाश्रितता,സമയ ആശ്രിതത്വം
कालाश्रित संरचक समीकरण,സമയത്തെ ആശ്രയിച്ചുള്ള ഘടനാപരമായ സമവാക്യം
कालाश्रित प्रक्रिया,സമയബന്ധിതമായ പ്രക്രിയ
समय-निरपेक्ष पद,സമയ-സ്വതന്ത്ര പദം
काल अंतराल,സമയ ഇടവേള
काल श्रेणी,സമയ പരമ്പര
काल-श्रेणी विश्लेषण,സമയ ശ്രേണി വിശകലനം
काल श्रेणी न्यास,സമയ ശ്രേണി ഡാറ്റ
कालभागी तंत्र,സമയം പങ്കിടൽ സംവിധാനം
"सहयता, सहन",സഹിഷ്ണുത
सहयता अंतराल,സഹിഷ്ണുത ഇടവേള
सहय तल,സഹിഷ്ണുത നില
"सहयता सीमा, सहन सीमा",സഹിഷ്ണുത പരിധി
सांस्थितिक,ടോപ്പോളജിക്കൽ
सांस्थितिक द्वैत,ടോപ്പോളജിക്കൽ ഡ്യുവൽ
सांस्थितिक समूह,ടോപ്പോളജിക്കൽ ഗ്രൂപ്പ്
सांस्थितिक तुल्याकारिता,ടോപ്പോളജിക്കൽ ഐസോമോർഫിസം
सांस्थितिक रैखिक समष्टि,ടോപ്പോളജിക്കൽ ലീനിയർ സ്പേസ്
सांस्थितिकतः,സ്ഥലശാസ്ത്രപരമായി
सांस्थितिक प्रतिचित्रण,ടോപ്പോളജിക്കൽ മാപ്പിംഗ്
सांस्थितिक गुणधर्म,ടോപ്പോളജിക്കൽ പ്രോപ്പർട്ടി
सांस्थितिक समष्टि,ടോപ്പോളജിക്കൽ സ്പേസ്
सांस्थितिक सदिश समष्टि,ടോപ്പോളജിക്കൽ വെക്റ്റർ സ്പേസ്
"संस्थिति-विज्ञान, सांस्थितिकी",ടോപ്പോളജി
"मरोड़, विमोटन, ऐंठन",ടോർഷൻ
"वृत्तज ठोस-वलय, टोरस",ടോറസ്
"जोड़, योग (स.), संपूर्ण, पूर्ण (वि.)",ആകെ
संपूर्ण अवकलज,മൊത്തം ഡെറിവേറ്റീവ്
संपूर्ण अवकल,മൊത്തം ഡിഫറൻഷ്യൽ
संपूर्ण अवकल समीकरण,മൊത്തം ഡിഫറൻഷ്യൽ സമവാക്യം
संपूर्ण निरीक्षण,മൊത്തം പരിശോധന
संपूर्णतया परिबद्ध,പൂർണ്ണമായും പരിമിതപ്പെടുത്തിയിരിക്കുന്നു
संपूर्णतया क्रमित समुच्चय,പൂർണ്ണമായും ഓർഡർ ചെയ്ത സെറ്റ്
संपूर्ण क्रमीकरण,മൊത്തം ഓർഡർ
" अनुरेख, अनुरेखण (सं.) , संछेद (सं.), अनुरेखण करना (वि.)",ട്രെയ്സ്
आव्यूह का अनुरेख,മാട്രിക്സിന്റെ ട്രെയ്സ്
"अनुरेखण, अक्स अंकन",കണ്ടെത്തൽ
विनियम फलन,ട്രേഡ് ഓഫ് ഫംഗ്ഷൻ
" प्रक्षेप-पथ, प्रपथ , संछेदी",പാത
अबीजीय,അതീന്ദ്രിയമായ
अबीजीय समीकरण,അതീന്ദ്രിയ സമവാക്യം
अबीजीय फलन,അതീന്ദ്രിയ പ്രവർത്തനം
अबीजीय संख्या,അതീന്ദ്രിയ സംഖ്യ
"स्थानांतरण, अंतरण",കൈമാറ്റം
अंतरित फलन,ട്രാൻസ്ഫർ ഫംഗ്ഷൻ
परिमितातीत आगमन,ട്രാൻസ്ഫിനൈറ്റ് ഇൻഡക്ഷൻ
परिमितातीत संख्या,ട്രാൻസ്ഫിനിറ്റ് നമ്പർ
रूपांतर,രൂപാന്തരപ്പെടുത്തുക
रूपांतरण-सूत्र,പരിവർത്തന ഫോർമുല
रूपांतरण आव्यूह,പരിവർത്തന മാട്രിക്സ്
निर्देशांकों का रूपांतरण,കോർഡിനേറ്റുകളുടെ പരിവർത്തനം
रूपांतरित फलन,രൂപാന്തരപ്പെട്ട പ്രവർത്തനം
रूपांतरित आव्यूह,രൂപാന്തരപ്പെട്ട മാട്രിക്സ്
पोत-परिवहन समस्या,ട്രാൻസ്ഷിപ്പ്മെന്റ് പ്രശ്നം
क्षणिक आचरण,ക്ഷണികമായ പെരുമാറ്റം
क्षणिक हल,ക്ഷണികമായ പരിഹാരം
संक्रमण,സംക്രമണം
संक्रमण आव्यूह,സംക്രമണ മാട്രിക്സ്
संक्रामक,ട്രാൻസിറ്റീവ്
संक्रमण-नियम,ട്രാൻസിറ്റീവ് നിയമം
संक्रामक संबंध,ട്രാൻസിറ്റീവ് ബന്ധം
संक्रामिता,ട്രാൻസിറ്റിവിറ്റി
संक्रामिता-समुच्चय,ട്രാൻസിറ്റിവിറ്റി സെറ്റ്
स्थानांतरण,വിവർത്തനം
परिवहन लागत,ഗതാഗത ചെലവ്
परिवहन समस्या,ഗതാഗത പ്രശ്നം
परिवहन काल,ഗതാഗത സമയം
अभिगमन-समीकरण,ഗതാഗത സമവാക്യം
परिवर्तित आव्यूह,ട്രാൻസ്പോസ്ഡ് മാട്രിക്സ്
आव्यूह-परिवर्त,ഒരു മാട്രിക്സ് മാറ്റുക
पक्षांतरण,സ്ഥാനമാറ്റം
अनुप्रस्थता,തിരശ്ചീനത
अनुप्रस्थता प्रतिबंध,തിരശ്ചീന അവസ്ഥ
"अनुप्रस्थ, आड़ा",തിരശ്ചീനമായ
अनुप्रस्थ गति,തിരശ്ചീന ചലനം
"समलंब, ट्रैपीजियम",ട്രപീസിയം
समलंबाभ,ട്രപസോയിഡ്
समलंब-प्रिज्म,ട്രപസോയ്ഡൽ പ്രിസം
" प्रशोधन , उपचार",ചികിത്സ
वृक्षारेख,ട്രീ ഡയഗ്രം
"प्रवृत्ति, उपनति",പ്രവണത
उपनति रेखा,ട്രെൻഡ് ലൈൻ
उपनति मान,പ്രവണത മൂല്യം
त्रयक,ത്രിതല
" जाँच, परख , अभिप्रयोग",വിചാരണ
अभिप्रायोगिक फलन,ട്രയൽ ഫംഗ്ഷൻ
"त्रिभुज, त्रिकोण",ത്രികോണം
त्रिभुज असमिका,ത്രികോണ അസമത്വം
वेग-त्रिभुज,വേഗതയുടെ ത്രികോണം
त्रिभुज-प्रतीक,ത്രികോണ ചിഹ്നം
त्रिभुज पद्धति,ത്രികോണ സംവിധാനം
त्रिभुजनीयता,ത്രികോണാകൃതി
"त्रिभुजीय, त्रिकोणीय, त्रिभुजाकार",ത്രികോണാകൃതിയിലുള്ള
त्रिभुजीय आव्यूह,ത്രികോണ മാട്രിക്സ്
"त्रिभुजन, त्रिकोणीयन",ത്രികോണം
त्रिभाजन,ട്രൈക്കോട്ടമി
त्रिविकर्णी,ത്രികോണാകൃതിയിലുള്ള
त्रिकोणमितीय,ത്രികോണമിതി
त्रिकोणमितीय वक्र,ത്രികോണമിതി വക്രം
त्रिकोणमितीय समीकरण,ത്രികോണമിതി സമവാക്യം
त्रिकोणमितीय फलन,ത്രികോണമിതി പ്രവർത്തനം
त्रिकोणमितीय सर्वसमिका,ത്രികോണമിതി ഐഡന്റിറ്റി
त्रिकोणमितीय श्रेणी,ത്രികോണമിതി പരമ്പര
त्रिकोणमितीय हल,ത്രികോണമിതി പരിഹാരം
त्रिकोणमितीय रूपांतरण,ത്രികോണമിതി രൂപാന്തരം
त्रिकोणमिति,ത്രികോണമിതി
"त्रिगुण, त्रिधा, त्रि-,त्रिशः, त्रिक, त्रितः",ട്രിപ്പിൾ
त्रिशः समाकलन,ട്രിപ്പിൾ ഇന്റഗ്രേഷൻ
त्रिक,ട്രിപ്പിൾ
समत्रिभाजित करना,ത്രിശകലം
समत्रिभाजन,ട്രൈസെക്ഷൻ
कोण का समत्रिभाजन,ഒരു കോണിന്റെ ട്രൈസെക്ഷൻ
तच्छ रूप,നിസ്സാരമായ രൂപം
तुच्छ संस्थिति,നിസ്സാര ടോപ്പോളജി
कर्क-रेखा,കർക്കടകത്തിന്റെ ഉഷ്ണമേഖലാ
मकर-रेखा,മകരം രാശിയുടെ ഉഷ്ണമേഖലാ
क्षोभमंडल,ട്രോപോസ്ഫിയർ
यथार्थ माध्य,യഥാർത്ഥ അർത്ഥം
यथार्थ बहुलक,യഥാർത്ഥ മോഡ്
"लूनाग्र, रुंडित",വെട്ടിച്ചുരുക്കി
"रुंडित शंकु, छिन्न शंकु",വെട്ടിച്ചുരുക്കിയ കോൺ
छिन्न बंटन,വെട്ടിച്ചുരുക്കിയ വിതരണം
छिन्न बारंबारता बंटन,വെട്ടിച്ചുരുക്കിയ ആവൃത്തി വിതരണം
"छेदन, छिन्नकरण, रुंडन, लूनाग्रता",വെട്ടിച്ചുരുക്കൽ
रुंडन,വെട്ടിച്ചുരുക്കൽ പിശക്
"यथार्थता, सत्यता",സത്യം
सत्यमान फलन,സത്യം പ്രവർത്തനം
सत्यमान सारणी,സത്യ പട്ടിക
सत्यमान,സത്യ മൂല്യം
t-प्रतिदर्शज,ടി-സ്റ്റാറ്റിസ്റ്റിക്
t-परीक्षण,ടി-ടെസ്റ്റ്
प्रक्षोभ सिद्धांत,പ്രക്ഷുബ്ധത സിദ്ധാന്തം
वर्तन बिंदु,വഴിത്തിരിവ്
"ऐंठन, मरोड़, व्यावर्तन , ट्विस्ट",വളച്ചൊടിക്കുക
"व्यावर्तित वक्र, असमतली वक्र",വളച്ചൊടിച്ച വളവ്
द्विविम,ദ്വിമാനം
द्विविम संतत बंटन,ദ്വിമാന തുടർച്ചയായ വിതരണം
द्विविम सदिश,ദ്വിമാന വെക്റ്റർ
द्विवर्गीकरण,രണ്ട് മടങ്ങ് വർഗ്ഗീകരണം
