Tamil,Odiya
உதாரணம் மூலம் வினவவும்,ଉଦାହରଣ ଦ୍ୱାରା ପ୍ରଶ୍ନ
வினவு,ଜିଜ୍ଞାସା |
கேள்வி மொழி,ଜିଜ୍ଞାସା ଭାଷା |
வினவல் செயலாக்கம்,ଜିଜ୍ଞାସା ପ୍ରକ୍ରିୟାକରଣ |
வரிசை,ଧାଡି
வரிசை மேலாண்மை,ଧାଡ଼ି ପରିଚାଳନା
வரிசை பதிவு,ଧାଡି ରେଜିଷ୍ଟର |
வரிசை நெட்வொர்க்,ଧାଡି ନେଟୱାର୍କ |
வரிசை கோட்பாடு,ଧାଡି ତତ୍ତ୍। |
விரைவான அணுகல் நினைவகம்,ଶୀଘ୍ର ଆକସେସ୍ ମେମୋରୀ |
அளவுகோல்,Quotient
ரேடியோ அலைவரிசை குறுக்கீடு (RFI),ରେଡିଓ ଫ୍ରିକ୍ୱେନ୍ସି ବାଧା (RFI)
ரேடிக்ஸ்,ରେଡିକ୍ସ |
சீரற்ற அணுகல் கணினி உபகரணங்கள் (RACE),ଅନିୟମିତ କମ୍ପ୍ୟୁଟର ଉପକରଣ (RACE)
சீரற்ற அணுகல் நினைவகம் (ரேம்),ରାଣ୍ଡମ ଆକ୍ସେସ୍ ମେମୋରୀ (RAM)
சீரற்ற ஸ்கேன்,ଅନିୟମିତ ସ୍କାନ୍ |
ராஸ்டர்,ରାଷ୍ଟର |
ராஸ்டர் ஸ்கேன்,ରାଷ୍ଟର ସ୍କାନ୍ |
மறு பொறியியல்,ପୁନ engineering ଇଞ୍ଜିନିୟରିଂ
மீண்டும் விரிவாக்கம்,ପୁନ lar ବୃଦ୍ଧି
அடையக்கூடிய தன்மை,ପହଞ୍ଚିବା |
படி,ପ .଼ନ୍ତୁ |
தலை வாசிக்கவும்,ମୁଣ୍ଡ ପ read ଼ନ୍ତୁ |
படிக்க மட்டுமே,କେବଳ ପଢ
படிக்க மட்டும் நினைவகம்,କେବଳ ସ୍ମୃତି ପ read ଼ନ୍ତୁ |
எழுத தலை வாசிக்கவும்,ଲେଖା ମୁଣ୍ଡ ପ read ଼ |
படிக்க/எழுத சுழற்சி,ପ read ଼ିବା / ଲେଖିବା ଚକ୍ର |
படிக்க/எழுத தலை,ମୁଣ୍ଡ ପ read / ଲେଖ
படிக்க/எழுத,ପ / / ଲେଖ
வாசகர்,ପାଠକ
வாசிப்பு,ପ reading ିବା
படிக்க-அவுட்,ପ read ଼ିବା
உண்மையான,ବାସ୍ତବ
உண்மையான நேர செயலாக்கம்,ପ୍ରକୃତ ସମୟ ପ୍ରକ୍ରିୟାକରଣ |
பெறுபவர்,ଗ୍ରହଣକାରୀ
அங்கீகார தர்க்கம்,ସ୍ୱୀକୃତି ତର୍କ
மீண்டும் தொகுக்கவும்,ପୁନ omp ସଂଯୋଗ କରନ୍ତୁ |
பதிவு,ରେକର୍ଡ କରନ୍ତୁ |
பதிவு தலை,ରେକର୍ଡିଂ ହେଡ୍ |
மீட்டெடுக்கக்கூடிய பிழை,ପୁନରୁଦ୍ଧାରଯୋଗ୍ୟ ତ୍ରୁଟି |
மீட்பு,ପୁନରୁଦ୍ଧାର
மறுசுழற்சி தேற்றம்,ପୁନରାବୃତ୍ତି ଥିଓରେମ୍ |
மறுநிகழ்வு,ପୁନରାବୃତ୍ତି |
சுழல் செயல்பாடு,ପୁନରାବୃତ୍ତି କାର୍ଯ୍ୟ
குறைக்கப்பட்ட அறிவுறுத்தல் தொகுப்பு கணினி (RISC),ହ୍ରାସ ନିର୍ଦ୍ଦେଶ ସେଟ୍ କମ୍ପ୍ୟୁଟର (RISC)
பணிநீக்கம்,ଅନାବଶ୍ୟକତା |
சுயாதீன வட்டுகளின் தேவையற்ற வரிசை (RAID),ସ୍ independent ାଧୀନ ଡିସ୍କଗୁଡ଼ିକର ଅନାବଶ୍ୟକ ଆରେ (RAID)
மீண்டும் நுழைந்தவர்,ପୁନ - ପ୍ରବେଶକାରୀ |
மறு நுழைவு குறியீடு,ପୁନ ent- ପ୍ରବେଶ ସଂକେତ |
குறிப்பு,ସନ୍ଦର୍ଭ
மேற்கோளிட்ட நேர்மை,ରେଫରେନ୍ସ ଅଖଣ୍ଡତା |
பிரதிபலிப்பு,ପ୍ରତିଫଳନ
பிரதிபலிப்பு,ପ୍ରତିଫଳନ
ஒளிவிலகல்,ପ୍ରତିଫଳନ
புதுப்பிப்பு,ସତେଜ କରନ୍ତୁ |
மீளுருவாக்கம்,ପୁନର୍ଜନ୍ମ
பதிவு,ପଞ୍ଜିକରଣ କର |
வழக்கமான இலக்கணம்,ନିୟମିତ ବ୍ୟାକରଣ
உறவு,ସମ୍ପର୍କ
தொடர்புடைய தரவுத்தளம்,ସମ୍ବନ୍ଧୀୟ ଡାଟାବେସ୍ |
தொடர்புடைய தரவுத்தள மேலாண்மை அமைப்பு (RDBMS),ସମ୍ବନ୍ଧୀୟ ଡାଟାବେସ୍ ପରିଚାଳନା ବ୍ୟବସ୍ଥା (RDBMS)
தொடர்புடைய மாதிரி,ସମ୍ବନ୍ଧୀୟ ମଡେଲ୍ |
உறவினர்,ସମ୍ପର୍କୀୟ
உறவினர் முகவரி,ସମ୍ପର୍କୀୟ ଠିକଣା
ரிலே,ରିଲେ
நம்பகத்தன்மை மாடலிங்,ନିର୍ଭରଯୋଗ୍ୟତା ମଡେଲିଂ |
நம்பகமானது,ନିର୍ଭରଯୋଗ୍ୟ
இடமாற்றம் செய்யக்கூடிய குறியீடு,ସ୍ଥାନାନ୍ତରିତ କୋଡ୍ |
ரிமோட்,ସୁଦୂର
தொலை புரவலன்,ସୁଦୂର ହୋଷ୍ଟ
தொலைதூர வேலை நுழைவு,ସୁଦୂର ଚାକିରି ପ୍ରବେଶ
தொலை உள்நுழைவு,ସୁଦୂର ଲଗ୍ ଇନ୍ |
தொலை நடைமுறை அழைப்பு (RPC),ସୁଦୂର ପ୍ରଣାଳୀ କଲ୍ (RPC)
தொலை உணர்வு,ରିମୋଟ ସେନ୍ସିଂ |
மறுபெயரிடவும்,ନାମ ପରିବର୍ତ୍ତନ କରନ୍ତୁ |
வழங்குதல்,ରେଣ୍ଡରିଂ
ரிப்பீட்டர்,ପୁନରାବୃତ୍ତି |
பதில்,ଉତ୍ତର ଦିଅ
கோரிக்கை,ଅନୁରୋଧ
கருத்துகளுக்கான கோரிக்கை (RFC),ମନ୍ତବ୍ୟ ପାଇଁ ଅନୁରୋଧ (RFC)
கோரிக்கை/பதில் நெறிமுறை,ଅନୁରୋଧ / ଉତ୍ତର ପ୍ରୋଟୋକଲ୍ |
நிரலை மீண்டும் இயக்கவும்,ପୁନର୍ବାର ପ୍ରୋଗ୍ରାମ୍
ஆராய்ச்சி,ଅନୁସନ୍ଧାନ |
மீட்டமைப்பு சுழற்சி,ଚକ୍ର ପୁନ res ସେଟ୍ କରନ୍ତୁ |
குடியிருப்பாளர்,ବାସିନ୍ଦା
தீர்மானம்,ସଂକଳ୍ପ
வளங்கள்,ଉତ୍ସଗୁଡ଼ିକ
பதில் நேரம்,ପ୍ରତିକ୍ରିୟା ସମୟ
மறுதொடக்கம்,ପୁନଃପ୍ରାରମ୍ଭ
மீட்டமை,ପୁନରୁଦ୍ଧାର କରନ୍ତୁ |
திரும்பப் பெறு,ପ୍ରତ୍ୟାବର୍ତ୍ତନ |
மறு பரிமாற்றம்,ପ୍ରତ୍ୟାବର୍ତ୍ତନ
மீட்டெடுக்கவும்,ପୁନରୁଦ୍ଧାର କରନ୍ତୁ
மீண்டும் முயற்சிக்கவும்,ପୁନ ry ଚେଷ୍ଟା କରନ୍ତୁ |
திரும்பு,ଫେରନ୍ତୁ
திரும்ப குறியீடு,ଫେରସ୍ତ କୋଡ୍
திரும்பும் விசை,ରିଟର୍ନ କୀ
மீண்டும் பயன்படுத்தக்கூடிய குறியீடு,ପୁନ us ବ୍ୟବହାର ଯୋଗ୍ୟ କୋଡ୍ |
மீண்டும் எழுதக்கூடியது,ପୁନ r ଲିଖନଯୋଗ୍ୟ |
RGB மானிட்டர்,RGB ମନିଟର |
ரிப்பன்,ରିବନ୍
சரியான பிரச்சினை,ସଠିକ୍ ପ୍ରସଙ୍ଗ |
ரோபோ,ରୋବଟ୍ |
ரோபாட்டிக்ஸ்,ରୋବୋଟିକ୍ସ |
வலுவான,ଦୃ ust
பங்கு,ଭୂମିକା
திரும்பவும்,ପଛକୁ ଗଡ଼ |
உருட்டவும்,ଗଡ଼
உருட்டவும்,ଗଡ଼
ரோம்,ଆର.ଓ. ଏମ
வேர்,ମୂଳ
ரூட் அடைவு,ରୁଟ୍ ଡିରେକ୍ଟୋରୀ |
பிழை சுற்று,ତ୍ରୁଟିର ରାଉଣ୍ଡ |
திசைவி,ରାଉଟର
ரூட்டிங்,ମାର୍ଗ
RS232C இடைமுகம்,RS232C ଇଣ୍ଟରଫେସ୍ |
RSA குறியாக்கம்,RSA ଏନକ୍ରିପସନ୍ |
ஆர்.டி.சி,RTC
ரன் நீளம் குறியாக்கம்,ଦ length ର୍ଘ୍ୟ ଏନକୋଡିଂ ଚଲାନ୍ତୁ |
இயக்க நேரம்,ଚଲାଇବା ସମୟ |
இயக்க பிழை,ସମୟ ତ୍ରୁଟି ଚଲାନ୍ତୁ |
மாதிரி,ନମୁନା |
மாதிரி எடுத்தல்,ନମୁନା ସଂଗ୍ରହ
செயற்கைக்கோள்,ସାଟେଲାଇଟ୍
நிறைவுற்றது,ତୃପ୍ତି
சேமிக்கவும்,ସଞ୍ଚୟ କରନ୍ତୁ |
அளவீடல்,ମାପନୀୟତା
அளவுகோல்,ସ୍କାଲାର୍ |
ஸ்கேன் செய்கிறது,ସ୍କାନିଂ
காட்சி,ଦୃଶ୍ୟ
திட்டமிடுபவர்,ଅନୁସୂଚୀତକାରୀ
திரை பட ப்ரொஜெக்டர்,ସ୍କ୍ରିନ୍ ଇମେଜ୍ ପ୍ରୋଜେକ୍ଟର୍ |
கையால் எழுதப்பட்ட தாள்,ସ୍କ୍ରିପ୍ଟ
ஸ்கிரிப்டிங் மொழி,ସ୍କ୍ରିପ୍ଟିଂ ଭାଷା |
ஸ்க்ரோலிங்,ସ୍କ୍ରୋଲିଂ
SDLC (ஒத்திசைவான தரவு இணைப்பு கட்டுப்பாடு),SDLC (ସିଙ୍କ୍ରୋନସ୍ ଡାଟା ଲିଙ୍କ୍ ନିୟନ୍ତ୍ରଣ)
தேடு,ସନ୍ଧାନ କର |
தேடல் இயந்திரம்,ଖୋଜିବା ଯନ୍ତ୍ର
தேடல் மரம்,ବୃକ୍ଷ ଖୋଜ |
தேடி,ଖୋଜୁଛି |
இரண்டாம் நிலை,ଦ୍ Secondary ିତୀୟ
துறை,ସେକ୍ଟର
பாதுகாப்பு கொள்கை,ସୁରକ୍ଷା ନୀତି
நேரம் தேடுங்கள்,ସମୟ ଖୋଜ |
பிரிவு,ବିଭାଗ
பிரிவு,ବିଭାଗ
தேர்வு வகை,ଚୟନ ପ୍ରକାର
தன்னை உள்ளடக்கியது,ଆତ୍ମ ଧାରଣ
சொற்பொருள்,ସେମାଣ୍ଟିକ୍ସ |
செமாஃபோர்,ସେମାଫୋର |
செமிகண்டக்டர்,ସେମିକଣ୍ଡକ୍ଟର |
சொற்பொருள் வலை,ସେମୋଣ୍ଟିକ୍ ୱେବ୍ |
தொடர் அணுகல் முறை,କ୍ରମାଗତ ପ୍ରବେଶ ପଦ୍ଧତି |
தொடர்,କ୍ରମିକ |
சீரியலைசர்,କ୍ରମିକ
சேவையகம்,ସର୍ଭର |
சர்வர் செயலிழப்பு,ସର୍ଭର କ୍ରାସ୍ |
சர்வர் உரிமம்,ସର୍ଭର ଲାଇସେନ୍ସ |
சர்வோ பெருக்கி,ସର୍ଭୋ ଗୁଣକ
அமைக்கவும்,ସେଟ୍ କରନ୍ତୁ |
அமைக்க புள்ளி,ବିନ୍ଦୁ ସେଟ୍ କରନ୍ତୁ |
அமைக்க,ସେଟ୍ ଅପ୍ କରନ୍ତୁ |
நிழல்,ଛାଇ
நிழல்,ଛାୟା
நிழல்,ଛାୟା |
கோப்பு பகிர்வு,ଫାଇଲ୍ ଅଂଶୀଦାର କରନ୍ତୁ |
பகிரப்பட்ட அணுகல்,ଅଂଶୀଦାର ପ୍ରବେଶ
பகிர்தல்,ଅଂଶୀଦାର
ஷெல்,ଶେଲ୍ |
மாற்றம் பாத்திரம்,ଶିଫ୍ଟ ବର୍ଣ୍ଣ
குறைந்த மின்னழுத்தம்,ସର୍ଟ ସର୍କିଟ |
குறுகிய அறிவுறுத்தல்,ସଂକ୍ଷିପ୍ତ ନିର୍ଦ୍ଦେଶ
உடன்பிறப்பு,ଭାଇଭଉଣୀ |
பக்க விளைவு,ପାର୍ଶ୍ୱ ପ୍ରଭାବ
அடையாளம் பிட்,ସାଇନ୍ ବିଟ୍ |
சிக்னல்,ସଙ୍କେତ
சமிக்ஞை செயலாக்கம்,ସଙ୍କେତ ପ୍ରକ୍ରିୟାକରଣ |
சிக்னலிங்,ସଙ୍କେତ
சமிக்ஞை-இரைச்சல் விகிதம்,ସଙ୍କେତ-ଶବ୍ଦ ଅନୁପାତ |
கையெழுத்து,ଦସ୍ତଖତ
கையெழுத்து சோதனை,ଦସ୍ତଖତ ପରୀକ୍ଷା
குறிப்பிடத்தக்க இலக்கம்,ଗୁରୁତ୍ୱପୂର୍ଣ୍ଣ ସଂଖ୍ୟା
சிலிக்கான் சிப்,ସିଲିକନ୍ ଚିପ୍ |
எளிய அஞ்சல் பரிமாற்ற நெறிமுறை (SMTP),ସରଳ ମେଲ୍ ସ୍ଥାନାନ୍ତର ପ୍ରୋଟୋକଲ୍ (SMTP)
சிம்ப்ளக்ஸ்,ସିମ୍ପ୍ଲେକ୍ସ |
எளிய முனை,ସିମ୍ପ୍ଲେକ୍ସ ନୋଡ୍ |
உருவகப்படுத்துதல்,ଅନୁକରଣ
சிமுலேட்டர்,ସିମୁଲେଟର
ஒரே நேரத்தில்,ଏକକାଳୀନ
ஒரே நேரத்தில் செயலாக்கம்,ଏକକାଳୀନ ପ୍ରକ୍ରିୟାକରଣ |
சிங்கிள்டன்,ସିଙ୍ଗଲେଟନ୍ |
தள உரிமம்,ସାଇଟ୍ ଲାଇସେନ୍ସ |
அளவு,ଆକାର
அளவிடுதல்,ଆକାର
வரைதல்,ସ୍କେଚିଂ
தவிர்க்கவும்,ଛାଡିଦିଅ |
ஸ்கிப்பிங்,ଛାଡିବା
ஸ்லாஷ்,ସ୍ଲାସ୍ |
அடிமை கணினி,ଦାସ କମ୍ପ୍ୟୁଟର |
நெகிழ் சாளர நெறிமுறை,ସ୍ଲାଇଡିଂ ୱିଣ୍ଡୋ ପ୍ରୋଟୋକଲ୍ |
நழுவும்,ସ୍ଲିପ୍
ஸ்லாட்,ସ୍ଲଟ୍
சிறிய கணினி அமைப்பு இடைமுகம் (SCSI),ଛୋଟ କମ୍ପ୍ୟୁଟର ସିଷ୍ଟମ ଇଣ୍ଟରଫେସ (SCSI)
ஸ்மார்ட் கார்டு,ସ୍ମାର୍ଟ କାର୍ଡ |
நத்தை அஞ்சல்,ସ୍ନାଲ୍ ମେଲ୍ |
ஸ்னாப்ஷாட்,ସ୍ନାପସଟ୍ |
மென்மையான கணினி,ନରମ ଗଣନା
மென்மையான நகல்,ସଫ୍ଟ କପି
மென்மையான எழுத்துரு,ନରମ ଫଣ୍ଟ |
மென்பொருள்,ସଫ୍ଟୱେର୍
மென்பொருள் பொறியியல்,ସଫ୍ଟୱେର୍ ଇଞ୍ଜିନିୟରିଂ
மென்பொருள் உரிமம்,ସଫ୍ଟୱେର୍ ଲାଇସେନ୍ସ |
மென்பொருள் திருட்டு,ସଫ୍ଟୱେର୍ ଡକାୟତି |
ஸ்பெக்ட்ரம்,ସ୍ପେକ୍ଟ୍ରମ୍
சுழல்,ସ୍ପିରାଲ୍ |
விரிதாள்,ସ୍ପ୍ରେଡ୍ ସିଟ୍ |
தரநிலை,ମାନକ
நிலையான பொதுவான மார்க்அப் மொழி (SGML),ମାନକ ସାଧାରଣ ମାର୍କଅପ୍ ଭାଷା (SGML)
தரப்படுத்தல்,ମାନକକରଣ
காத்திருப்பு நேரம்,ଷ୍ଟାଣ୍ଡବାଇ ସମୟ |
நட்சத்திரம் LAN,ତାରକା LAN |
நட்சத்திர இடவியல்,ତାରା ଟପୋଲୋଜି |
தொடக்க பிட்,ବିଟ୍ ଆରମ୍ଭ କରନ୍ତୁ |
பட்டினி,ଅନାହାର
நிலையான நினைவகம்&#39;,ଷ୍ଟାଟିକ୍ ମେମୋରୀ &#39;
நிலை சேனல்,ସ୍ଥିତି ଚ୍ୟାନେଲ୍ |
படி அளவு,ଷ୍ଟେପ୍ ସାଇଜ୍ |
நிறுத்த மற்றும் காத்திரு நெறிமுறை,ବନ୍ଦ ଏବଂ ପ୍ରୋଟୋକଲ୍ ଅପେକ୍ଷା କର |
நிறுத்த குறியீடு,ବନ୍ଦ କୋଡ୍
நிறுத்த விசை,ଷ୍ଟପ୍ କୀ
சேமிப்புத்திறன்,ସ୍ଥାୟୀତ୍ୱ |
சேமிக்கப்பட்ட நிரல்,ଗଚ୍ଛିତ ପ୍ରୋଗ୍ରାମ୍ |
சரம் தரவு,ଷ୍ଟ୍ରିଙ୍ଗ୍ ଡାଟା |
கட்டமைக்கப்பட்ட குறியீட்டு முறை,ସଂରଚନା କୋଡିଂ |
கட்டமைக்கப்பட்ட வினவல் மொழி (SQL),ସଂରଚନା ଜିଜ୍ଞାସା ଭାଷା (SQL)
நடை தாள்,ଷ୍ଟାଇଲ୍ ସିଟ୍ |
துணை அடைவு,ସବ୍-ଡିରେକ୍ଟୋରୀ |
சப்நெட்,ସବ୍ନେଟ୍ |
துணை மரம்,ସବଟ୍ରି |
சுருக்கம்,ସଂକ୍ଷିପ୍ତକରଣ
சூப்பர் கணினி,ସୁପର କମ୍ପ୍ୟୁଟର |
சூப்பர் கம்ப்யூட்டிங்,ସୁପର କମ୍ପ୍ୟୁଟିଂ
சூப்பர் சாவி,ସୁପର କି
சூப்பர் பயனர்,ସୁପର ୟୁଜର୍ |
மேற்பார்வை கற்றல்,ତଦାରଖ ଶିକ୍ଷଣ |
ஆதரவு சிப்,ସମର୍ଥନ ଚିପ୍ |
சர்ஃப்,ସର୍ଫ୍ |
உலாவல்,ସର୍ଫିଂ
இடமாற்று,ସ୍ ap ାପ୍
இடமாற்றம்,ଅଦଳବଦଳ କରନ୍ତୁ |
மாற்றிக்கொள்,ଅଦଳବଦଳ କରନ୍ତୁ |
இடமாற்றம்,ଅଦଳବଦଳ
நெட்வொர்க் மாறியது,ସୁଇଚ୍ ନେଟୱାର୍କ |
மாறுகிறது,ସୁଇଚ୍
மாறுதல் கோட்பாடு,ସୁଇଚ୍ ସିଦ୍ଧାନ୍ତ |
குறியீட்டு நிரலாக்கம்,ସାଙ୍କେତିକ ପ୍ରୋଗ୍ରାମିଂ |
ஒத்திசைவு,ସିଙ୍କ୍ରୋନାଇଜେସନ୍
சின்க்ரோனைசர்,ସିଙ୍କ୍ରୋନାଇଜର
ஒத்திசைவானது,ସମକାଳୀନ |
ஒத்திசைவான டிஜிட்டல் படிநிலை (SDH),ସିଙ୍କ୍ରୋନସ୍ ଡିଜିଟାଲ୍ ହାଇରାର୍କି (SDH)
தொடரியல் பகுப்பாய்வு,ବାକ୍ୟବିନ୍ୟାସ ବିଶ୍ଳେଷଣ |
அமைப்பு பகுப்பாய்வு,ସିଷ୍ଟମ୍ ବିଶ୍ଳେଷଣ |
கணினி பொறியியல்,ସିଷ୍ଟମ୍ ଇଞ୍ଜିନିୟରିଂ
கணினி ஹேக்கர்,ସିଷ୍ଟମ୍ ହ୍ୟାକର୍ |
கணினி ஒருங்கிணைப்பான்,ସିଷ୍ଟମ୍ ଇଣ୍ଟିଗ୍ରେଟର
கணினி பதிவு,ସିଷ୍ଟମ୍ ଲଗ୍ |
அமைப்பு முகமூடி,ସିଷ୍ଟମ୍ ମାସ୍କ |
கணினி நெட்வொர்க் கட்டமைப்பு (SNA),ସିଷ୍ଟମ୍ ନେଟୱାର୍କ ସ୍ଥାପତ୍ୟ (SNA)
கணினி நிரலாளர்,ସିଷ୍ଟମ୍ ପ୍ରୋଗ୍ରାମର୍ |
கணினி மறுதொடக்கம்,ସିଷ୍ଟମ୍ ପୁନ rest ଆରମ୍ଭ କରନ୍ତୁ |
கணினி பணிநிறுத்தம்,ସିଷ୍ଟମ୍ ବନ୍ଦ |
அமைப்பு சோதனை,ସିଷ୍ଟମ୍ ପରୀକ୍ଷା
அமைப்பு பயன்பாடு,ସିଷ୍ଟମ୍ ଉପଯୋଗୀତା |
முறையான குறியீடு,ବ୍ୟବସ୍ଥିତ କୋଡ୍ |
tab கட்டளை,ଟ୍ୟାବ୍ କମାଣ୍ଡ୍ |
மேசை,ସାରଣୀ
மேஜை மேலே பார்க்கவும்,ଟେବୁଲ୍ ଦେଖ |
அட்டவணை இடம்,ଟେବୁଲ୍ ସ୍ପେସ୍ |
டேப்லெட்,ଟାବଲେଟ୍ |
அட்டவணை வரிசை,ଟାବୁଲାର୍ ଆରେ |
அட்டவணை செயல்பாடு,ଟ୍ୟାବୁଲିଂ ଫଙ୍କସନ୍
குறியிடப்பட்ட கட்டிடக்கலை,ଟ୍ୟାଗ୍ ହୋଇଥିବା ସ୍ଥାପତ୍ୟ |
குறியிடப்பட்ட படக் கோப்பு வடிவம் (TIFF),ଟ୍ୟାଗ୍ ହୋଇଥିବା ପ୍ରତିଛବି ଫାଇଲ୍ ଫର୍ମାଟ୍ (TIFF)
தண்டம் அமைப்பு,ଟାଣ୍ଡମ୍ ସିଷ୍ଟମ୍ |
டேப் அடர்த்தி,ଟେପ୍ ସାନ୍ଧ୍ରତା |
நாடா முகமூடி,ଟେପ୍ ମାସ୍କ |
தார் கோப்பு,ଟାର୍ ଫାଇଲ୍ |
பணி,କାର୍ଯ୍ୟ
பணிப்பட்டி,ଟାସ୍କ ବାର୍ |
பணி திட்டமிடுபவர்,କାର୍ଯ୍ୟ ନିର୍ଧାରକ |
TCP/IP (டிரான்ஸ்மிஷன் கண்ட்ரோல் புரோட்டோகால்/இன்டர்நெட் புரோட்டோகால்),TCP / IP (ଟ୍ରାନ୍ସମିସନ୍ କଣ୍ଟ୍ରୋଲ୍ ପ୍ରୋଟୋକଲ୍ / ଇଣ୍ଟରନେଟ୍ ପ୍ରୋଟୋକଲ୍)
கிழித்தல் செயல்பாடு,ଲୁହବୁହା ଅପରେସନ୍ |
தொலை தொடர்பு,ଟେଲିକମ୍ |
தொலைத்தொடர்பு,ଟେଲି ଯୋଗାଯୋଗ |
தொலைதொடர்பு,ଟେଲି କନଫରେନ୍ସ |
டெலி கான்பரன்சிங்,ଟେଲି କନଫରେନ୍ସିଂ |
தந்தி,ଟେଲିଗ୍ରାଫି |
டெலிமெட்ரி,ଟେଲିମେଟ୍ରି |
தொலைபேசி,ଟେଲିଫୋନ୍
டெலிபோனி,ଟେଲିଫୋନି
டெலி பிரிண்டர்,ଟେଲିପ୍ରିଣ୍ଟର୍
டெலிபிராசசிங்,ଟେଲି ପ୍ରୋସେସିଂ |
தொலைக்காட்சி,ଟେଲିଭିଜନ
டெலக்ஸ்,ଟେଲକ୍ସ |
டெல்நெட்,ଟେଲନେଟ୍ |
வெப்ப நிலை,ତାପମାତ୍ରା
டெம்ப்ளேட்,ଟେମ୍ପଲେଟ୍ |
பத்து இன் நிரப்பு,ଦଶର ସଂପନ୍ନ |
டெரா பைட்,ଟେରା ବାଇଟ୍ |
தேரா தோல்விகள்,ଟେରା ଫ୍ଲପ୍ |
டெர்மினல் கர்சர்,ଟର୍ମିନାଲ୍ କର୍ସର୍ |
முனைய முனை,ଟର୍ମିନାଲ୍ ନୋଡ୍
முனைய சாளரம்,ଟର୍ମିନାଲ୍ ୱିଣ୍ଡୋ |
முடித்தல்,ସମାପ୍ତି
மும்முனை,ଟେର୍ନାରୀ |
மும்மை செயல்பாடு,ଟର୍ନାରୀ ଅପରେସନ୍
சோதனை,ପରୀକ୍ଷା
சோதனை கவரேஜ்,ପରୀକ୍ଷା କଭରେଜ୍ |
சோதனை ஓட்டம்,ପରୀକ୍ଷା ରନ୍
சோதனை-தரவு,ପରୀକ୍ଷା-ତଥ୍ୟ |
உரை,ପାଠ
உரை பெட்டி,ଟେକ୍ସଟ୍ ବକ୍ସ
உரை கர்சர்,ପାଠ୍ୟ କର୍ସର୍ |
உரை திருத்தி,ପାଠ୍ୟ ସମ୍ପାଦକ |
உரை கோப்பு,ଟେକ୍ସଟ୍ ଫାଇଲ୍ |
உரை முறை,ପାଠ୍ୟ ମୋଡ୍
உரை செயலாக்கம்,ପାଠ୍ୟ ପ୍ରକ୍ରିୟାକରଣ |
உரையிலிருந்து பேச்சு (TTS),ଭାଷଣକୁ ପାଠ (TTS)
அமைப்பு மேப்பிங்,ଟେକ୍ସଚର୍ ମ୍ୟାପିଙ୍ଗ୍ |
டி-ஃபிளிப்-ஃப்ளாப்,ଟି-ଫ୍ଲିପ୍-ଫ୍ଲପ୍ |
வெப்ப அச்சுப்பொறி,ଥର୍ମାଲ୍ ପ୍ରିଣ୍ଟର୍ |
மெல்லிய பட நினைவகம்,ପତଳା ଚଳଚ୍ଚିତ୍ର ସ୍ମୃତି
மெல்லிய பட டிரான்சிஸ்டர்,ପତଳା ଚଳଚ୍ଚିତ୍ର ଟ୍ରାନଜିଷ୍ଟର |
அடித்தல்,ଥ୍ରାସ କରିବା |
நூல்,ଥ୍ରେଡ୍
திரித்தல்,ଥ୍ରେଡିଂ
மூன்று அடுக்கு நெட்வொர்க்,ଥ୍ରୀଟିଅର୍ ନେଟୱାର୍କ |
உற்பத்தி,ଥ୍ରୋପପୁଟ
நேரம் சிக்கலானது,ସମୟ ଜଟିଳତା |
நேரப் பிரிவு மல்டிபிளெக்சிங் (டிடிஎம்),ସମୟ ବିଭାଜନ ମଲ୍ଟିପ୍ଲେସିଙ୍ଗ୍ (TDM)
கால அளவு,ସମୟ ସୀମା
கால அளவு,ସମୟ ସୀମା
கால இயந்திரம்,ସମୟ ମେସିନ୍ |
நேரம் முடிந்தது,ସମୟ ଶେଷ
நேர அளவீடு,ସମୟ ପରିମାଣ
நேரத் தொடர்,ସମୟ କ୍ରମ |
நேரம் பகிர்வு,ସମୟ ବାଣ୍ଟିବା |
நேர பகிர்வு அமைப்பு,ସମୟ ବଣ୍ଟନ ପ୍ରଣାଳୀ |
நேர முத்திரை,ଟାଇମ୍ ଷ୍ଟାମ୍ପ୍ |
நேர வரைபடம்,ସମୟ ଚିତ୍ର
சாயல்,ଟିଣ୍ଟ୍ |
நிலைமாற்று,ଟୋଗଲ୍ କରନ୍ତୁ |
மாறுதல் வேகம்,ଟୋଗଲ୍ ଗତି
டோக்கன்,ଟୋକେନ୍ |
டோக்கன் பஸ்,ଟୋକେନ୍ ବସ୍ |
டோக்கன் பஸ்,ଟୋକେନ୍ ବସ୍ |
டோக்கன் பஸ் நெட்வொர்க்,ଟୋକେନ୍ ବସ୍ ନେଟୱାର୍କ |
டோக்கன் வளையம்,ଟୋକନ୍ ରିଙ୍ଗ୍ |
அடையாளப் பேச்சு,ଟୋକନ୍ କଥାବାର୍ତ୍ତା |
கருவி,ସାଧନ
மேலிருந்து கீழ்,ଉପର ତଳ
மேல் கீழ் வடிவமைப்பு,ଟପ୍ ଡାଉନ୍ ଡିଜାଇନ୍ |
மேல் கீழே பாகுபடுத்துதல்,ଉପର ତଳ ପାର୍ସିଙ୍ଗ୍ |
கட்டமைப்பியல்,ଟପୋଲୋଜି |
டச் பேட்,ଟଚ୍ ପ୍ୟାଡ୍ |
தொடு திரை,ଟଚ୍ ସ୍କ୍ରିନ୍
