Assamese,Tamil
পাৰস্পৰিক,பரஸ்பர
পাৰস্পৰিক মেট্ৰিক্স,பரஸ்பர அணி
আয়ত,செவ்வகம்
আয়তাকাৰ,செவ்வக
আয়তাকাৰ এৰে,செவ்வக வரிசை
আয়তাকাৰ অক্ষ,செவ்வக அச்சு
আয়তাকাৰ ঘনত্বৰ ফলন,செவ்வக அடர்த்தி செயல்பாடு
আয়তাকাৰ হাইপাৰবোলা,செவ்வக ஹைபர்போலா
আয়তাকাৰ মেট্ৰিক্স,செவ்வக அணி
আয়তাকাৰ parellelopiped (ঘনকীয়),செவ்வக இணைக் குழாய் (கனசதுரம்)
ৰেক্টিফেবল কাৰ্ভ,சரிசெய்யக்கூடிய வளைவு
পুনৰাবৃত্তি সূত্ৰ,மறுநிகழ்வு சூத்திரம்
পুনৰাবৃত্তিমূলক দশমিক,தொடர் தசம
পুনৰাবৃত্তি সূত্ৰ,மறுநிகழ்வு சூத்திரம்
হ্ৰাস কৰা এচেলন ৰূপ,குறைக்கப்பட்ட echelon வடிவம்
ৰিডাক্টিঅ&#39;-এড-এবছাৰ্ডম,reductio-ad-absurdum
হ্ৰাস সূত্ৰ,குறைப்பு சூத்திரம்
ৰেফাৰেন্স লাইন,குறிப்பு வரி
ৰেফাৰেন্স পইণ্ট,குறிப்பு புள்ளி
প্ৰতিফলিত তৰংগ,பிரதிபலித்த அலை
প্ৰতিফলন,பிரதிபலிப்பு
প্ৰতিফলিত আইন,பிரதிபலிப்பு சட்டம்
অভিসৰণৰ অঞ্চল,ஒன்றிணைந்த பகுதி
বিচ্ছিন্নতাৰ অঞ্চল,வேறுபட்ட பகுதி
সংহতিৰ অঞ্চল,ஒருங்கிணைப்பு பகுதி
ৰিগ্ৰেছন বিশ্লেষণ,பின்னடைவு பகுப்பாய்வு
ৰিগ্ৰেছন বক্ৰ,பின்னடைவு வளைவு
ৰিগ্ৰেছন সমীকৰণ,பின்னடைவு சமன்பாடு
ৰিগ্ৰেছন লাইন,பின்னடைவு வரி
ৰিগ্ৰেছন মডেল,பின்னடைவு மாதிரி
নিয়মীয়া বক্ৰ,வழக்கமான வளைவு
নিয়মীয়া ষড়ভুজ,வழக்கமான அறுகோணம்
নিয়মীয়া মেট্ৰিক্স,வழக்கமான அணி
নিয়মীয়া টেট্ৰাহেড্ৰন,வழக்கமான டெட்ராஹெட்ரான்
আপেক্ষিক পৰিপূৰক,உறவினர் நிரப்பு
আপেক্ষিক সৰ্বোচ্চ,ஒப்பீட்டு அதிகபட்சம்
আপেক্ষিক নূন্যতম,ஒப்பீட்டு குறைந்தபட்சம்
আপেক্ষিক সম্ভাৱনা (চৰ্তসাপেক্ষ সম্ভাৱনা),உறவினர் நிகழ்தகவு (நிபந்தனை நிகழ்தகவு)
আপেক্ষিক বেগ,தொடர்புடைய வேகம்
আপেক্ষিকতা,சார்பியல்
আপেক্ষিকতাবাদ তত্ত্ব,சார்பியல் கோட்பாடு
নিৰ্ভৰযোগ্যতা,நம்பகத்தன்மை
নিৰ্ভৰযোগ্যতাৰ সমস্যা,நம்பகத்தன்மை பிரச்சனை
বাকী থকা টাৰ্ম,மீதமுள்ள காலம்
বাকী উপপাদ্য,மீதமுள்ள தேற்றம்
বাৰম্বাৰ সীমা,மீண்டும் மீண்டும் வரம்பு
ৰিমেনৰ অবিচ্ছেদ্য পুনৰাবৃত্তি কৰিলে,Reemann integral என்று மீண்டும் மீண்டும் கூறினார்
প্ৰতিনিধিত্ব কৰা,பிரதிநிதித்துவம்
অৱশিষ্ট,எச்சம்
এটা মেৰুত অৱশিষ্ট,ஒரு துருவத்தில் எச்சம்
সংকল্প,தீர்மானம்
শক্তিৰ সমাধান,படைகளின் தீர்மானம்
বেগৰ ৰিজ’লিউচন,வேகங்களின் தீர்மானம்
ফলাফল,விளைவாக
ফলস্বৰূপ বল,விளைவாக சக்தி
ফলাফল ভেক্টৰ,விளைவாக திசையன்
সংশোধিত ছিমপ্লেক্স কৌশল,திருத்தப்பட்ட சிம்ப்ளக்ஸ் நுட்பம்
ৰম্বছ,ரோம்பஸ்
ৰিমেন অবিচ্ছেদ্য,ரீமான் ஒருங்கிணைந்த
সোঁকোণ,வலது கோணம்
সোঁকোণীয়া ত্ৰিভুজ,வலது கோண முக்கோணம்
সোঁফালৰ বৃত্তাকাৰ শঙ্কু,வலது வட்டக் கூம்பு
ডান কোছেট,சரியான இணை
সোঁফালৰ চিলিণ্ডাৰ,வலது சிலிண்டர்
সোঁহাতৰ,வலது கை பழக்கம்
সোঁফালৰ ওলোটা,வலது தலைகீழ்
কঠোৰ প্ৰমাণ,கடுமையான ஆதாரம்
আঙুঠি,மோதிரம்
পূৰ্ণসংখ্যাৰ আঙঠি,முழு எண்களின் வளையம்
R-ইন্টিগ্ৰেবল,R-ஒருங்கிணைக்கக்கூடியது
শিপা,வேர்
মূলৰ গড় বৰ্গ,வேர் என்றால் சதுரம்
বহুপদৰ মূল,ஒரு பல்லுறுப்புக்கோவையின் வேர்
ঘূৰ্ণন,சுழற்சி
ঘূৰণীয়া ত্ৰুটি,ரவுண்டிங் பிழை
শাৰী,வரிசை
শাৰী-দ্বাৰা-স্তম্ভ গুণন,வரிசை-நெடுவரிசை பெருக்கல்
শাৰী সমতুল্যতা,வரிசை சமநிலை
শাৰী মেট্ৰিক্স,வரிசை அணி
শাৰী ৰেংক,வரிசை தரவரிசை
চেডেল পইণ্ট,சேணம் புள்ளி
নমুনা,மாதிரி
নমুনাৰ অৰ্থ,மாதிரி பொருள்
নমুনা বিন্দু,மாதிரி புள்ளி
নমুনাৰ আকাৰ,மாதிரி அளவு
নমুনা স্থান,மாதிரி இடம்
নমুনা মানক বিচ্যুতি,மாதிரி நிலையான விலகல்
নমুনা জৰীপ,மாதிரி ஆய்வு
নমুনা ভ্যাৰিয়েন্স,மாதிரி மாறுபாடு
নমুনা সংগ্ৰহ কৰা,மாதிரி
নমুনা বিতৰণ,மாதிரி விநியோகம்
নমুনা সংগ্ৰহৰ ভুল,மாதிரி பிழை
নমুনা সংগ্ৰহৰ ব্যৱধান,மாதிரி இடைவெளி
নমুনা সংগ্ৰহ পদ্ধতি,மாதிரி முறை
নমুনা সংগ্ৰহ তত্ত্ব,மாதிரி கோட்பாடு
প্ৰতিস্থাপনৰ সৈতে নমুনা সংগ্ৰহ কৰা,மாற்று மூலம் மாதிரி
স্কেলাৰ,அளவுகோல்
স্কেলাৰ ক্ষেত্ৰ,அளவிடல் புலம்
স্কেলাৰ মেট্ৰিক্স,ஸ்கேலார் மேட்ரிக்ஸ்
স্কেলাৰ বহুগুণ,அளவிடல் பல
স্কেলাৰ গুণন,அளவிடல் பெருக்கல்
স্কেলাৰ উৎপাদন,அளவிடல் தயாரிப்பு
স্কেলাৰ পৰিমাণ,அளவிடல் அளவு
স্কেলাৰ ট্ৰিপল প্ৰডাক্ট,ஸ்கேலர் மூன்று தயாரிப்பு
scelene ত্ৰিভুজ,காட்சி முக்கோணம்
বিক্ষিপ্ত ডায়েগ্ৰাম,சிதறிய வரைபடம்
শ্ৰডিংগাৰ সমীকৰণ,ஷ்ரோடிங்கர் சமன்பாடு
ঋতুভিত্তিক উঠা-নমা,பருவகால ஏற்ற இறக்கம்
secant,செகண்ட்
secant পদ্ধতি,இரண்டாவது முறை
দ্বিতীয় ব্যুৎপত্তি,இரண்டாவது வழித்தோன்றல்
দ্বিতীয় ক্ৰমৰ,இரண்டாவது வரிசை
শাখা,பிரிவு
খণ্ড,துறை
এটা বক্ৰৰ অংশ,ஒரு வளைவின் பிரிவு
self — সংযুক্ত,சுயம் - இணைந்தது
self adjoint অপাৰেটৰ,தன்னுடன் இணைந்த ஆபரேட்டர்
self — সংযুক্ত,சுயம் - இணைதல்
অৰ্ধঅক্ষ,அரை அச்சு
অৰ্ধবৃত্ত,அரைவட்டம்
অৰ্ধ - নিৰ্দিষ্ট মেট্ৰিক্স,அரை-நிச்சயமான அணி
অৰ্ধ - নিৰ্দিষ্ট দ্বিঘাত ৰূপ,அரை - திட்டவட்டமான இருபடி வடிவம்
অৰ্ধগোট,அரைகுழு
অৰ্ধ - ব্যৱধান,அரை இடைவெளி
অৰ্ধ প্ৰধান অক্ষ,அரை பெரிய அச்சு
অৰ্ধ ক্ষুদ্ৰ অক্ষ,அரை சிறு அச்சு
পৃথক কৰিব পৰা বহুপদ,பிரிக்கக்கூடிய பல்லுறுப்புக்கோவை
চলকৰ পৃথকীকৰণ,மாறிகள் பிரித்தல்
ক্ৰম,வரிசை
ক্ৰমবিন্যাস তত্ত্ব,வரிசைமுறை கோட்பாடு
ক্ৰমিক বিশ্লেষণ,தொடர் பகுப்பாய்வு
ক্ৰমিক নমুনা সংগ্ৰহ কৰা,தொடர் மாதிரி
ক্ৰমিক সম্পৰ্ক,தொடர் தொடர்பு
শৃংখলা,தொடர்
স্থাপন কৰা,அமைக்கப்பட்டது
sextant,sextant
শ্বেৱাৰ্ট নিয়ন্ত্ৰণ চাৰ্ট,ஷேவார்ட் கட்டுப்பாட்டு விளக்கப்படங்கள்
চহী,அடையாளம்
এটা মেট্ৰিক্সৰ স্বাক্ষৰ,மேட்ரிக்ஸின் கையொப்பம்
দ্বিঘাত ৰূপৰ স্বাক্ষৰ,இருபடி வடிவத்தின் கையொப்பம்
স্বাক্ষৰিত নম্বৰ,கையொப்பமிட்ட எண்
তাৎপৰ্য্যৰ স্তৰ,முக்கியத்துவம் நிலை
তাৎপৰ্য্য পৰীক্ষা,முக்கியத்துவம் சோதனை
উল্লেখযোগ্য অংক,குறிப்பிடத்தக்க இலக்கம்
চিহ্ন পৰীক্ষা,அடையாளம் சோதனை
signum ফাংচন,சிக்னம் செயல்பாடு
একেধৰণৰ উপবৃত্তাকাৰ,ஒத்த நீள்வட்டங்கள்
একেধৰণৰ সংখ্যা,ஒத்த புள்ளிவிவரங்கள்
সাদৃশ্য,ஒற்றுமை
একেধৰণৰ মেট্ৰিক্স,ஒத்த மெட்ரிக்குகள்
সহজ বন্ধ বক্ৰ,எளிய மூடிய வளைவு
সহজ সম্পৰ্ক,எளிய தொடர்பு
সহজ হাৰমনিক গতি,எளிய ஹார்மோனிக் இயக்கம்
সহজ যাদৃচ্ছিক নমুনা সংগ্ৰহ,எளிய சீரற்ற மாதிரி
simplex,எளிய
simplex এলগৰিদম,சிம்ப்ளக்ஸ் அல்காரிதம்
simplex tableau,சிம்ப்ளக்ஸ் அட்டவணை
চিম্পছনৰ এক - তৃতীয় নিয়ম,சிம்சனின் ஒன்று - மூன்றாவது விதி
চিমুলেচন কৌশল,உருவகப்படுத்துதல் நுட்பம்
একেলগে অৱভেদ্য সমীকৰণ,ஒரே நேரத்தில் வேறுபட்ட சமன்பாடுகள்
একেলগে সমীকৰণ,ஒரே நேரத்தில் சமன்பாடுகள்
sine,பாவம்
চাইন বক্ৰ,சைன் வளைவு
singleton,சிங்கிள்டன்
একক মূল্যৰ ফাংচন,ஒற்றை மதிப்பு செயல்பாடு
একবচন অখণ্ড,ஒருமை ஒருங்கிணைந்த
এককতা,ஒருமை
একক মেট্ৰিক্স,ஒருமை அணி
একক সমাধান,ஒற்றை தீர்வு
নমুনাৰ আকাৰ,மாதிரி அளவு
তিৰ্যক বিতৰণ,வளைந்த விநியோகம்
skew-হাৰমিটিয়ান মেট্ৰিক্স,skew-Hermitian அணி
তিৰ্যকতা,வளைவு
skew প্ৰতিসম মেট্ৰিক্স,வளைவு சமச்சீர் அணி
slack ভেৰিয়েবল,மந்தமான மாறி
এঢলীয়া,சாய்வு
ঢালৰ গ্ৰেডিয়েণ্ট,சாய்வு சாய்வு
সৰু সৰু বন্ধনী,சிறிய அடைப்புக்குறிகள்
মসৃণ বক্ৰ,மென்மையான வளைவு
মসৃণ কাৰ্য্য,மென்மையான செயல்பாடு
সময় শৃংখলাৰ মসৃণকৰণ,நேரத் தொடரை மென்மையாக்குதல்
সৌৰজগত,சூரிய குடும்பம்
ছ&#39;লেন&#39;ইডাল ভেক্টৰ,சோலெனாய்டல் திசையன்
গোটা,திடமான
কঠিন জ্যামিতি,திட வடிவியல்
সমাধান,தீர்வு
শৃংখলাবদ্ধভাৱে সমাধান,தொடரில் தீர்வு
সমাধান মেট্ৰিক্স,தீர்வு அணி
ত্ৰিভুজৰ সমাধান,ஒரு முக்கோணத்தின் தீர்வு
সমাধান স্থান,தீர்வு இடம்
সোনাইন বহুপদ,சோனைன் பல்லுறுப்புக்கோவை
স্থান,விண்வெளி
স্থান বক্ৰ,விண்வெளி வளைவு
স্পেনিং চেট,பரந்து விரிந்த தொகுப்பு
স্থানীয় কোৰেলোগ্ৰাম,இடஞ்சார்ந்த தொடர்பு வரைபடம்
বিশেষ ৰৈখিক গোট,சிறப்பு நேரியல் குழு
বিশেষ অৰ্থগনেল গোট,சிறப்பு ஆர்த்தோகனல் குழு
নিৰ্দিষ্ট মাধ্যাকৰ্ষণ,குறிப்பிட்ட ஈர்ப்பு
বৰ্ণালী মেপিং উপপাদ্য,நிறமாலை மேப்பிங் தேற்றம்
এটা ফলনৰ বৰ্ণালী,ஒரு செயல்பாட்டின் ஸ்பெக்ட்ரம்
গোলক,கோளம்
গোলাকাৰ স্থানাংক ব্যৱস্থা,கோள ஒருங்கிணைப்பு அமைப்பு
গোলাকাৰ মেৰু স্থানাংক,கோள துருவ ஒருங்கிணைப்பு
গোলাকাৰ ত্ৰিভুজ,கோள முக்கோணம்
গোলাকাৰ ত্ৰিকোণমিতি,கோள முக்கோணவியல்
সৰ্পিল,சுழல்
বৰ্গ,சதுரம்
বৰ্গক্ষেত্ৰৰ বন্ধনী,சதுர அடைப்புக்குறிகள்
বৰ্গ ইন্টিগ্ৰেবল,சதுர ஒருங்கிணைக்கக்கூடியது
বৰ্গক্ষেত্ৰৰ মেট্ৰিক্স,சதுர அணி
বৰ্গমূল,சதுர வேர்
নমুনা সংগ্ৰহৰ পৰ্যায়,மாதிரியின் நிலை
চিৰিৰ কাৰ্য্য,படிக்கட்டு செயல்பாடு
মানক বিচ্যুতি,நிலையான விலகல்
মানক ভিতৰৰ উৎপাদন,நிலையான உள் தயாரிப்பு
ভাৰসাম্যৰ অৱস্থা,சமநிலை நிலை
স্থবিৰ বক্ৰ,நிலையான வளைவு
স্থবিৰ বিন্দু,நிலையான புள்ளி
স্থবিৰ মান,நிலையான மதிப்பு
পৰিসংখ্যা,புள்ளிவிவரம்
পৰিসংখ্যাগত,புள்ளியியல்
পৰিসংখ্যাগত তথ্য,புள்ளியியல் தரவு
পৰিসংখ্যাগত বিতৰণ,புள்ளிவிவர விநியோகம்
পৰিসংখ্যাগত অনুমান,புள்ளியியல் கருதுகோள்
পৰিসংখ্যাগত অনুমান,புள்ளியியல் அனுமானம்
পৰিসংখ্যাগত আৰ্হি,புள்ளிவிவர மாதிரி
পৰিসংখ্যাগত জনসংখ্যা,புள்ளிவிவர மக்கள் தொகை
পৰিসংখ্যাগত গুণগত মান নিয়ন্ত্ৰণ,புள்ளிவிவர தரக் கட்டுப்பாடு
পৰিসংখ্যা,புள்ளிவிவரங்கள்
স্থিৰ,நிலையான
স্থিৰ অৱস্থাৰ সমাধান,நிலையான நிலை தீர்வு
ঠেক আৰোহণ (এটা বক্ৰৰ),செங்குத்தான ஏற்றம் (ஒரு வளைவின்)
steepest আৰোহণ ডিজাইন,செங்குத்தான ஏற்றம் வடிவமைப்பு
ঠেকতম অৱতৰণ,செங்குத்தான வம்சாவளி
ষ্টেপ ফাংচন,படி செயல்பாடு
ষ্টাৰলিং ছিৰিজ,ஸ்டிர்லிங் தொடர்
ষ্ট&#39;কেষ্টিক,தோராயம்
ষ্ট&#39;কেষ্টিক মেট্ৰিক্স,சீரற்ற அணி
ষ্ট&#39;কেষ্টিক মডেল,சீரற்ற மாதிரி
ষ্ট&#39;কেষ্টিক প্ৰগ্ৰেমিং,சீரற்ற நிரலாக்க
ষ্ট&#39;কেষ্টিক ভেৰিয়েবল,சீரற்ற மாறி
ষ্টকছৰ উপপাদ্য,ஸ்டோக்ஸ் தேற்றம்
সৰলৰেখা,நேர் கோடு
স্তৰৰ লেখচিত্ৰ,அடுக்கு விளக்கப்படம்
স্তৰবিন্যাস,அடுக்குப்படுத்தல்
স্তৰিত নমুনা সংগ্ৰহ,அடுக்கு மாதிரி
ষ্ট্ৰিম-লাইন,ஸ்ட்ரீம்-லைன்
চাপ,மன அழுத்தம்
কঠোৰভাৱে উত্তল ফলন,கண்டிப்பாக குவிந்த செயல்பாடு
কঠোৰভাৱে হ্ৰাস পাইছে,கண்டிப்பாக குறைகிறது
কঠোৰভাৱে বৃদ্ধি পাইছে,கண்டிப்பாக அதிகரிக்கும்
কঠোৰভাৱে একস্বৰীয় কাৰ্য্য,கண்டிப்பாக மோனோடோனிக் செயல்பாடு
ছাত্ৰৰ পৰীক্ষা (ছাত্ৰৰ &quot;t&quot; পৰীক্ষা),மாணவர் சோதனை (மாணவரின் &quot;டி&quot; சோதனை)
উপ-সংগ্ৰহ,துணை சேகரிப்பு
উপ নিৰ্ণায়ক,துணை தீர்மானிப்பான்
উপক্ষেত্ৰ,துணை புலம்
উপগোট,துணைக்குழு
উপ-ব্যৱধান,துணை இடைவெளி
উপমেট্ৰিক্স,துணை அணி
চাবস্ক্রিপ্ট,சந்தா
উপক্ৰম,அடுத்தடுத்து
উপগোট,துணைக்குழு
উপস্থান,துணைவெளி
প্ৰতিস্থাপন,மாற்று
উপস্পৰ্শক,துணைக்கோடு
subtend,துணை
বিয়োগ কৰক,கழிக்கவும்
বিয়োগ কৰা,கழித்தல்
ক্ৰমাগত,அடுத்தடுத்து
ক্ৰমাগত পাৰ্থক্য,அடுத்தடுத்த வேறுபாடு
ক্ৰমাগত সংহতি,தொடர்ச்சியான ஒருங்கிணைப்பு
উত্তৰাধিকাৰী,வாரிசு
প্ৰত্যয়,பின்னொட்டு
মুঠ,தொகை
যোগফল ফলন,தொகை செயல்பாடு
summable,சுருக்கக்கூடிய
summand,சுருக்கம்
যোগফল,கூட்டுத்தொகை
ছামেচন কনভেনচন,கூட்டுத்தொகை மாநாடு
যোগফল সূত্ৰ,கூட்டுச் சூத்திரம்
শৃংখলাৰ যোগফল,தொடரின் கூட்டுத்தொகை
যোগফল চিহ্ন,கூட்டுத்தொகை அடையாளம்
অসীমলৈ যোগফল,கூட்டுத்தொகை முடிவிலி
চুপাৰস্ক্রিপ্ট,மேலெழுத்து
ছুপাৰছেট,சூப்பர்செட்
ছুপাৰছনিক প্ৰবাহ,சூப்பர்சோனிக் ஓட்டம்
পৰিপূৰক কোণ,துணை கோணம்
হাইপাৰপ্লেন সমৰ্থন কৰা,துணை விமானம்
কাৰ্য্যৰ সমৰ্থন,செயல்பாட்டின் ஆதரவு
ধৰা হওক,நினைக்கிறேன்
সৰ্বোচ্চ,உச்ச
surd,surd
পৃষ্ঠ,மேற்பரப்பு
পৃষ্ঠভাগৰ ক্ষেত্ৰফল,மேற்பரப்பு
পৃষ্ঠৰ অবিচ্ছেদ্য,மேற்பரப்பு ஒருங்கிணைந்த
ছাৰ্জেকচন,surjection
surjective,surjective
surjective মানচিত্ৰ,surjective வரைபடம்
চিহ্ন,சின்னம்
প্ৰতীকী যুক্তি,குறியீட்டு தர்க்கம்
প্ৰতীকী আৰ্হি,குறியீட்டு மாதிரி
প্ৰতিসম,சமச்சீர்
প্ৰতিসম,சமச்சீர்
প্ৰতিসম নিৰ্ণায়ক,சமச்சீர் தீர்மானிப்பான்
প্ৰতিসম পাৰ্থক্য,சமச்சீர் வேறுபாடு
প্ৰতিসম মেট্ৰিক্স,சமச்சீர் அணி
ব্যৱস্থা বিশ্লেষণ,அமைப்பு பகுப்பாய்வு
পদ্ধতিগত নমুনা সংগ্ৰহ কৰা,முறையான மாதிரி
মেজ,மேசை
tableau,அட்டவணை
অখণ্ডৰ টেবুল,ஒருங்கிணைந்த அட்டவணை
টেবুলাৰ,அட்டவணை
টেবুলাৰ ৰূপ,அட்டவணை வடிவம்
টেবুলাৰ লগাৰিদম,அட்டவணை மடக்கை
টেবুলত লিখা,அட்டவணை
টেবুল কৰা মান,அட்டவணைப்படுத்தப்பட்ட மதிப்பு
টেবুলেচন,அட்டவணை
টেবুলেটৰ,அட்டவணை
নেজ,வால்
ঠেংৰ অঞ্চল (বিতৰণৰ),வால் பகுதி (விநியோகம்)
স্পৰ্শকতা,தொடுநிலை
স্পৰ্শক,தொடுகோடு
স্পৰ্শক হাইপাৰপ্লেন,தொடுகோடு உயர்விமானம்
স্পৰ্শকীয়,தொடுநிலை
স্পৰ্শক উপাদান,தொடுநிலை கூறு
স্পৰ্শক অংশ,தொடுநிலை பிரிவு
স্পৰ্শক ৰেখা,தொடுகோடு
স্পৰ্শক সমতল,தொடுகோடு விமானம்
স্পৰ্শক স্থান,தொடுவெளி
টেপ পাঞ্চ,டேப் பஞ்ச்
টেপ ৰিডাৰ,டேப் ரீடர்
টাউবেৰিয়ান উপপাদ্য,டாபெரியன் தேற்றம்
টেইলৰৰ উপপাদ্য,டெய்லரின் தேற்றம்
ট্চেবিচেভ মেট্ৰিক,Tchebychev மெட்ரிக்
t-বিতৰণ,டி-விநியோகம்
টেলিস্কোপিক শৃংখলা,தொலைநோக்கி தொடர்
টেম্প&#39;ৰেল স্থানাংক,தற்காலிக ஒருங்கிணைப்புகள்
লৌকিক সম্পৰ্ক,தற்காலிக உறவு
টেম্প&#39;ৰেল ভেৰিয়েবল,தற்காலிக மாறி
টান শক্তি,இழுவிசை வலிமை
টেনছৰ,பதற்றம்
টেনছৰ বিশ্লেষণ,டென்சர் பகுப்பாய்வு
টেনছৰ উৎপাদন,டென்சர் தயாரிப்பு
আংশিক প্ৰস্তুতি,தற்காலிக உருவாக்கம்
কাল,கால
টাৰ্মিনেল অৱস্থা,முனைய நிலை
টাৰ্মিনেল বেগ ডাইভ,முனைய வேக டைவ்
দশমিক সমাপ্ত কৰা,முடிவு தசம
টাৰ্ম মূল্যসমূহ,கால மதிப்புகள்
টাৰ্মৱাইজ পাৰ্থক্য,கால வேறுபாடு
টাৰ্মৱাইজ সংহতি,காலமுறை ஒருங்கிணைப்பு
ternary,மும்மை
পৰীক্ষা,சோதனை
ভ্যাৰিয়েন্সৰ একাকাৰীতাৰ বাবে পৰীক্ষা কৰা,மாறுபாடுகளின் ஒருமைப்பாட்டிற்கான சோதனை
পৰীক্ষা কাৰ্য্য,சோதனை செயல்பாடு
অনুমানৰ পৰীক্ষা,கருதுகோள் சோதனை
তাৎপৰ্য্যৰ পৰীক্ষা,முக்கியத்துவம் வாய்ந்த சோதனை
পৰীক্ষাৰ পৰিসংখ্যা,சோதனை புள்ளிவிவரங்கள்
চতুৰ্ভুজ,நான்முக
চতুৰ্ভুজ কোণ,டெட்ராஹெட்ரல் கோணம்
টেট্ৰাহেড্ৰন,டெட்ராஹெட்ரான்
উপপাদ্য,தேற்றம்
অৱশিষ্টৰ উপপাদ্য,எச்சங்களின் தேற்றம்
তাত্ত্বিক চাহিদাৰ ফলন,கோட்பாட்டு கோரிக்கை செயல்பாடு
তাত্ত্বিক বিচ্ছিন্ন বিতৰণ,கோட்பாட்டு தனித்துவமான விநியோகம்
তাত্ত্বিক ভুল,தத்துவார்த்த பிழை
তাত্ত্বিক ফিট,தத்துவார்த்த பொருத்தம்
তাত্ত্বিক প্ৰণয়ন,தத்துவார்த்த உருவாக்கம்
তাত্ত্বিক কম্পাঙ্ক,கோட்பாட்டு அதிர்வெண்
তাত্ত্বিকভাৱে,கோட்பாட்டளவில்
তাত্ত্বিক আৰ্হি,தத்துவார்த்த மாதிரி
তাত্ত্বিক চিকিৎসা,தத்துவார்த்த சிகிச்சை
সমীকৰণৰ তত্ত্ব,சமன்பாடுகளின் கோட்பாடு
ভুলৰ তত্ত্ব,பிழைகளின் கோட்பாடு
অনুমানৰ তত্ত্ব,மதிப்பீடு கோட்பாடு
ফলনৰ তত্ত্ব,செயல்பாடுகளின் கோட்பாடு
খেলৰ তত্ত্ব,விளையாட்டு கோட்பாடு
মহাকৰ্ষণ তত্ত্ব,ஈர்ப்பு கோட்பாடு
তথ্যৰ তত্ত্ব,தகவல் கோட்பாடு
প্ৰতিস্থাপনৰ তত্ত্ব (= বিফলতাৰ তত্ত্ব),மாற்று கோட்பாடு (= தோல்வியின் கோட்பாடு)
সমষ্টিৰ তত্ত্ব,தொகுப்புகளின் கோட்பாடு
&#39;ৱেইটিং লাইন&#39;ৰ তত্ত্ব(= queuing theory),காத்திருக்கும் கோடுகளின் கோட்பாடு (= வரிசை கோட்பாடு)
তৰংগ তত্ত্ব,அலைகளின் கோட்பாடு
তাপগতিবিদ্যা,வெப்ப இயக்கவியல்
এটা স্ক্ৰুৰ সূতা,ஒரு திருகு நூல்
ত্ৰিমাত্ৰিক,முப்பரிமாண
ত্ৰিমাত্ৰিক ভেক্টৰ বিশ্লেষণ,முப்பரிமாண திசையன் பகுப்பாய்வு
ত্ৰিমুখী শ্ৰেণীবিভাজন,மூன்று வழி வகைப்பாடு
দলিওৱা,வீசு
থ্ৰাষ্ট,உந்துதல்
সময়,நேரம்
সময় অক্ষ,நேர அச்சு
সময়ৰ ওপৰত নিৰ্ভৰশীলতা,நேரம் சார்பு
সময়-নিৰ্ভৰশীল গঠনমূলক সমীকৰণ,நேரம் சார்ந்த அமைப்புச் சமன்பாடு
সময়-নিৰ্ভৰশীল প্ৰক্ৰিয়া,நேரம் சார்ந்த செயல்முறை
সময়-স্বাধীন শব্দ,நேரம்-சுயாதீனமான கால
সময়ৰ ব্যৱধান,நேர இடைவேளை
সময় শৃংখলা,நேரத் தொடர்
সময় শৃংখলা বিশ্লেষণ,நேர தொடர் பகுப்பாய்வு
সময় শৃংখলাৰ তথ্য,நேரத் தொடர் தரவு
সময় ভাগ-বতৰা কৰা ব্যৱস্থা,நேர பகிர்வு அமைப்பு
সহনশীলতা,சகிப்புத்தன்மை
সহনশীলতাৰ ব্যৱধান,சகிப்புத்தன்மை இடைவெளி
সহনশীলতাৰ স্তৰ,சகிப்புத்தன்மை நிலை
সহনশীলতাৰ সীমা,சகிப்புத்தன்மை வரம்பு
টপোলজিকেল,இடவியல்
টপোলজিকেল ডুৱেল,இடவியல் இரட்டை
টপোলজিকেল গোট,இடவியல் குழு
টপোলজিকেল সমৰূপতা,இடவியல் ஐசோமார்பிசம்
টপোলজিকেল ৰৈখিক স্থান,இடவியல் நேரியல் இடம்
টপোলজিকেলভাৱে,இடவியல் ரீதியாக
টপোলজিকেল মেপিং,இடவியல் வரைபடம்
টপোলজিকেল বৈশিষ্ট্য,இடவியல் சொத்து
টপোলজিকেল স্থান,இடவியல் இடம்
টপোলজিকেল ভেক্টৰ স্থান,இடவியல் திசையன் இடம்
টপোলজি,கட்டமைப்பியல்
টৰ্চন,முறுக்கு
torus,டோரஸ்
মুঠ,மொத்தம்
মুঠ ব্যুৎপত্তি,மொத்த வழித்தோன்றல்
মুঠ পাৰ্থক্য,மொத்த வேறுபாடு
মুঠ অৱভেদ্য সমীকৰণ,மொத்த வேறுபாடு சமன்பாடு
মুঠ পৰিদৰ্শন,மொத்த ஆய்வு
সম্পূৰ্ণৰূপে সীমাবদ্ধ,முற்றிலும் கட்டுப்படுத்தப்பட்டது
সম্পূৰ্ণৰূপে অৰ্ডাৰ কৰা চেট,முற்றிலும் ஆர்டர் செய்யப்பட்ட தொகுப்பு
মুঠ অৰ্ডাৰ দিয়া,மொத்த ஆர்டர்
দাগ,தடயம்
মেট্ৰিক্সৰ ট্ৰেচ,அணி சுவடு
ট্ৰেচিং,தடமறிதல்
ট্ৰেড অফ ফাংচন,வர்த்தகம் செயல்பாடு
ট্ৰেজেক্টৰী,பாதை
অতিক্ৰমণীয়,ஆழ்நிலை
