Malayalam,Bengali
അടിസ്ഥാന ഇന്റർഫേസ്,স্ট্যান্ডার্ড ইন্টারফেস
മാനവസ്ഥകേശ്ദം,মানীকরণ
അടിസ്ഥാന ലേബൽ,স্ট্যান্ডার্ড লেবেল
"സ്റ്റാൻഡേർഡ് ഓപ്പറേറ്റിംഗ്
 ഗതി","স্ট্যান্ডার্ড অপারেটিং
 পদ্ধতি"
"അടിസ്ഥാന ഉൽപ്പന്നം
 തുക","স্ট্যান্ডার্ড পণ্য
 অঙ্কের"
"അടിസ്ഥാന ഉൽപ്പന്നം
 അധയനകാലം","স্ট্যান্ডার্ড পণ্য
 শব্দ"
അടിസ്ഥാന പരിപാടി,স্ট্যান্ডার্ড প্রোগ্রাম
"സ്റ്റാൻഡേർഡ്
 ഉറക്കുഴൂട്ട","স্ট্যান্ডার্ড
 Subroutine"
"ന്റെ സ്റ്റാൻഡേർഡ് തുക
 ഉൽപ്പന്നങ്ങൾ","স্ট্যান্ডার্ড যোগ
 পণ্য"
സ്റ്റാൻഡേർഡ് തുക,স্ট্যান্ডার্ড যোগ শব্দ
"അടിസ്ഥാന സംവിധാനം
 പവര്ത്തി","স্ট্যান্ডার্ড সিস্টেম
 কর্ম"
സ്റ്റാൻഡ് ബൈ,অপেক্ষা করো
"സ്റ്റാൻഡ് ബൈ
 അപേക്ഷ","অপেক্ষা করো
 আবেদন"
സ്റ്റാൻഡ്ബൈ ബ്ലോക്ക്,স্ট্যান্ডবাই ব্লক
സ്റ്റാൻഡ്ബൈ കമ്പ്യൂട്ടർ,স্ট্যান্ডবাই কম্পিউটার
സ്റ്റാൻഡ്ബൈ ഉപകരണങ്ങൾ,স্ট্যান্ডবাই সরঞ্জাম
സ്റ്റാൻഡ്ബൈ രജിസ്റ്റർ,স্ট্যান্ডবাই রেজিস্টার
സ്റ്റാൻഡ്ബൈ സമയം,Standby সময়
നക്ഷത്ര അടക്കം,তারা বন্ধ
നക്ഷത്ര ഉയരം,তারা উচ্চতা
നക്ഷത്ര ശൃംഖല,স্টার নেটওয়ার্ক
സ്റ്റാർ പ്രോഗ്രാം,স্টার প্রোগ্রাম
"സ്റ്റാർ ബിറ്റ് (= ആരംഭിക്കുക
 സിഗ്നൽ)","তারা বিট (= শুরু
 সংকেত)"
"ആരംഭിക്കുന്ന ഡയലിംഗ്
 അടയാളം","ডায়ালিং শুরু
 সংকেত"
"ആരംഭിക്കുന്ന ഘടകം
 (= സിഗ്നൽ ആരംഭിക്കുക)","শুরু উপাদান
 (= শুরু সংকেত)"
ആരംഭ സ്ഥാനം,শুরু
കീ ആരംഭിക്കുക,শুরু কী
"ഫോർമാറ്റിന്റെ ആരംഭം
 ഭരണം","ফর্ম্যাট শুরু
 নিয়ন্ত্রণ"
"സന്ദേശത്തിന്റെ ആരംഭം
 കോഡ്","বার্তা শুরু
 কোড"
"വാചകം ആരംഭിക്കുക
 കഥാപാതം","পাঠ্য শুরু
 চরিত্র"
സിഗ്നൽ ആരംഭിക്കുക,সংকেত শুরু করুন
നിർത്തുക,স্টপ শুরু
നിർത്തുക സിസ്റ്റം ആരംഭിക്കുക,স্টপ সিস্টেম শুরু করুন
നിർത്തുക സമയം ആരംഭിക്കുക,সময় বন্ধ করুন
"നിർത്തുക
 പകർച്ച","স্টপ শুরু
 সংক্রমণ"
ആരംഭ ചിഹ്നം,প্রতীক শুরু
ആരംഭ സമയം,সময় শুরু
പട്ടിണി,অনাহার
സംസ്ഥാന അസൈൻമെന്റ്,রাষ্ট্রীয় কার্যভার
സംസ്ഥാന കോഡ്,রাষ্ট্রীয় কোড
പ്രസ്താവന,বিবৃতি
പ്രസ്താവന ബോഡി,স্টেটমেন্ট বডি
"സ്റ്റേറ്റ്മെന്റ് പ്രവർത്തനം
 നിര്വചനം","বিবৃতি ফাংশন
 সংজ্ঞা"
"പ്രസ്താവന
 തിരിച്ചറിയല്","বিবৃতি
 সনাক্তকারী"
സ്റ്റേറ്റ്മെന്റ് ലേബൽ,বিবৃতি লেবেল
"സ്റ്റേറ്റ്മെന്റ് ലേബൽ
 സ്ഥിരമായ","বিবৃতি লেবেল
 ধ্রুবক"
സ്റ്റേറ്റ്മെന്റ് നമ്പർ,বিবৃতি নম্বর
പ്രസ്താവന ക്രിയ,বিবৃতি ক্রিয়া
സംസ്ഥാന മേശ,রাষ্ট্রীয় টেবিল
"സംസ്ഥാന സംരംഭം
 പവര്ത്തിക്കുക","রাষ্ট্রীয় রূপান্তর
 ফাংশন"
സ്റ്റാറ്റിക് അലോക്കേഷൻ,স্থির বরাদ্দ
"സ്റ്റാറ്റിക് ബഫർ
 പങ്കുവയ്ക്കല്","স্ট্যাটিক বাফার
 বরাদ্দ"
സ്റ്റാറ്റിക് ബഫറിംഗ്,স্ট্যাটিক বাফারিং
"സ്റ്റാറ്റിക് ഡാറ്റ
 ഘടന","স্ট্যাটিক ডেটা
 কাঠামো"
"സ്റ്റാറ്റിക് ഡിസ്പ്ലേ
 പതിഛായ","স্থির প্রদর্শন
 চিত্র"
സ്റ്റാറ്റിക് ഡംപ്,স্ট্যাটিক ডাম্প
സ്റ്റാറ്റിക് പിശക്,স্থির ত্রুটি
പതിപ്പ്,স্থির
"സ്റ്റാറ്റിക് കാന്തിക
 കോശം","স্ট্যাটিক চৌম্বকীয়
 সেল"
സ്റ്റാറ്റിക് മെമ്മറി,স্থির স্মৃতি
സ്റ്റാറ്റിക് റാം,স্ট্যাটিক র‌্যাম
സ്റ്റാറ്റിക് സംഭരണം,স্ট্যাটিক স্টোরেজ
"സ്റ്റാറ്റിക് സംഭരണം
 പങ്കുവയ്ക്കല്","স্ট্যাটিক স্টোরেজ
 বরাদ্দ"
സ്റ്റാറ്റിക് സബ്റൂട്ടിൻ,স্ট্যাটিক সাবরুটাইন
സ്റ്റാറ്റിക് ടെസ്റ്റ് മോഡ്,স্ট্যাটিক টেস্ট মোড
സ്റ്റാറ്റിക് വേരിയബിൾ,স্থির পরিবর্তনশীল
"സ്ഥലം
 കമീകരണം","স্টেশন
 ব্যবস্থা"
"അഭിവൃദ്ധിയില്ലാത്ത
 വിവരം
 ഉല്ഭവസ്ഥാനം","স্টেশনারি
 তথ্য
 সূত্র"
"സ്റ്റേഷണറി സന്ദേശം
 ഉല്ഭവസ്ഥാനം","স্থির বার্তা
 সূত্র"
സ്റ്റേഷൻ ബാറ്ററി,স্টেশন ব্যাটারি
സ്റ്റേഷൻ കോഡ്,স্টেশন কোড
"സ്റ്റേഷൻ നിയന്ത്രണം
 ഉപരോധിക്കുക","স্টেশন নিয়ন্ত্রণ
 ব্লক"
"സ്റ്റേഷൻ പിശക്
 കണ്ടുപിടിക്കല്","স্টেশন ত্রুটি
 সনাক্তকরণ"
"സ്റ്റേഷൻ സെലസ്റ്റ്
 കോഡ്","স্টেশন নির্বাচন
 কোড"
"സ്റ്റേഷനിലേക്കുള്ള സ്റ്റേഷൻ
 സേവനം","স্টেশন থেকে স্টেশন
 পরিষেবা"
"സ്ഥിതിവിവരമശാല
 മൾട്ടിക്സിംഗ്","পরিসংখ্যান
 মাল্টিপ্লেক্সিং"
"സ്ഥിതിവിവരമശാല
 പ്രവചനം","পরিসংখ্যান
 ভবিষ্যদ্বাণী"
സ്റ്റാറ്റൺ ക്ലോക്ക്,স্ট্যাটন ক্লক
സ്റ്റീറ്റർ,স্টেটর
സ്റ്റാറ്റ്റെ വേരിയബിൾ,স্ট্যাট্রে ভেরিয়েবল
പദവി,স্থিতি
സ്റ്റാറ്റസ് ചാനൽ,স্থিতি চ্যানেল
സ്റ്റാറ്റസ് ലൈൻ,স্থিতি লাইন
സ്റ്റാറ്റസ് രജിസ്റ്റർ,স্থিতি নিবন্ধ
സ്റ്റാറ്റസ് സ്കാൻ,স্থিতি স্ক্যান
നില വാക്ക്,স্থিতি শব্দ
"പടി പടിയായി
 ശസ്തകിയ","ধাপে ধাপে
 অপারেশন"
ഘട്ടം ഘട്ടമായുള്ള സ്വിച്ച്,ধাপে ধাপে সুইচ
"പടി പടിയായി
 ഏര്പ്പാട്","ধাপে ধাপে
 পদ্ধতি"
ഘട്ടം മാറ്റം,পদক্ষেপ পরিবর্তন
"സ്റ്റെപ്പ് ആരംഭിക്കുന്നത് നിർത്തുക
 ഏര്പ്പാട്","স্টেপ স্টার্ট স্টপ
 পদ্ধতি"
സ്റ്റെപ്പർ മോട്ടോർ,স্টেপার মোটর
"സ്റ്റെപ്പർ സ്വിച്ച്
 (= പടിപടിയായി
 സ്വിച്ച്)","স্টিপার সুইচ
 (= ধাপে ধাপে
 স্যুইচ)"
ഘട്ടം വലുപ്പം,ধাপে আকার
കടുപ്പമുള്ള സമവാക്യം,কঠোর সমীকরণ
ഇപ്പോഴും വീഡിയോ,এখনও ভিডিও
"കവണി
 ഓട്ടോമാറ്റ","স্টোকাস্টিক
 অটোমেটা"
സ്റ്റോചിഷിക് മാട്രിക്സ്,স্টোকাস্টিক ম্যাট্রিক্স
സ്റ്റോണാസ്റ്റിക് പ്രക്രിയ,স্টোকাস্টিক প্রক্রিয়া
കുടിക്കുക നിർത്തുക,বিট থামুন
പ്രതീകം നിർത്തുക,চরিত্র বন্ধ করুন
കോഡ് നിർത്തുക,কোড বন্ধ করুন
ഘടകം നിർത്തുക,উপাদান বন্ধ করুন
നിർദ്ദേശം നിർത്തുക,নির্দেশ বন্ধ করুন
നിർത്തുക കീ,কী বন্ধ করুন
ലൂപ്പ് നിർത്തുക,লুপ বন্ধ করুন
അടപ്പ്,স্টপার
സിഗ്നൽ നിർത്തുക,সংকেত বন্ধ করুন
സമയം നിർത്തുക,সময় বন্ধ
ശേഖരണം,স্টোরেজ
സംഭരണ ​​അനുവദിക്കൽ,স্টোরেজ বরাদ্দ
സംഭരണ ​​ശാല,সংরক্ষণের এলাকা
സംഭരണ ​​ബ്ലോക്ക്,স্টোরেজ ব্লক
സംഭരണ ​​സെൽ,স্টোরেজ সেল
സംഭരണ ​​ചക്രം,স্টোরেজ চক্র
സംഭരണ ​​സാന്ദ്രത,স্টোরেজ ঘনত্ব
സംഭരണ ​​ഉപകരണം,স্টোরেজ ডিভাইস
സംഭരണ ​​ഡ്രം,স্টোরেজ ড্রাম
സംഭരണ ​​ഡമ്പ്,স্টোরেজ ডাম্প
സംഭരണ ​​ഘടകം,স্টোরেজ উপাদান
സംഭരണ ​​കൈമാറ്റം,স্টোরেজ এক্সচেঞ্জ
സംഭരണ ​​പൂഴ,স্টোরেজ ফিল
സംഭരണ ​​ഫ്ലിപ്പ് ഫ്ലോപ്പ്,স্টোরেজ ফ্লিপ ফ্লপ
"ശേഖരണം
 വിക്ഷേടനം","স্টোরেজ
 খণ্ডন"
സംഭരണ ​​ശ്രേണി,স্টোরেজ হায়ারার্কি
സംഭരണ ​​സൂചകം,স্টোরেজ সূচক
സംഭരണ ​​സംയോജനം,স্টোরেজ ইন্টিগ্রেটার
"ശേഖരണം
 ഇടപെടൽ","স্টোরেজ
 হস্তক্ষেপ"
സംഭരണ ​​കീ,স্টোরেজ কী
സംഭരണ ​​വെളിച്ചം,স্টোরেজ লাইট
സംഭരണ ​​സ്ഥലം,সংগ্রহস্থলের অবস্থান
"സംഭരണ ​​സ്ഥലം
 തെരഞ്ഞെടുക്കല്","সংগ্রহস্থলের অবস্থান
 নির্বাচন"
സംഭരണ ​​മാട്രിക്സ്,স্টোরেজ ম্যাট্রিক্স
"ശേഖരണം
 ഓസ്സിലോസ്കോപ്പ്","স্টোরেজ
 অসিলোস্কোপ"
സംഭരണ ​​ഓവർലേ,স্টোরেজ ওভারলে
"സംഭരണ ​​പാരിറ്റി
 ചെക്ക്","স্টোরেজ প্যারিটি
 পরীক্ষা করুন"
സംഭരണ ​​പൂൾ,স্টোরেজ পুল
സംഭരണ ​​പരിരക്ഷണം,স্টোরেজ সুরক্ষা
"സംഭരണ ​​പരിരക്ഷണം
 യന്തനിര്മ്മാണം","স্টোরেজ সুরক্ষা
 পদ্ধতি"
സംഭരണ ​​മേഖല,স্টোরেজ অঞ্চল
സംഭരണ ​​രജിസ്റ്റർ,স্টোরেজ রেজিস্টার
സംഭരണ ​​റിസോൾവർ,স্টোরেজ রেজোলভার
സംഭരണ ​​സ്റ്റാക്ക്,স্টোরেজ স্ট্যাক
സംഭരണ ​​ഘടന,স্টোরেজ কাঠামো
സംഭരണ ​​ടാബ് ക്രമീകരണം,স্টোরেজ ট্যাব সেটিং
സ്റ്റോറേജ് ട്യൂബ്,স্টোরেজ টিউব
കലവറ,স্টোর
സംഭരിക്കുക,রাখো এবং পাঠাও
"സംഭരിക്കുക
 മാതിരി","রাখো এবং পাঠাও
 মোড"
സ്റ്റോർ കൺട്രോളർ,স্টোর নিয়ামক
"സ്റ്റോർ കൺട്രോളർ
 ചകം","স্টোর নিয়ামক
 ডিস্ক"
"സ്റ്റോർ കൺട്രോളർ
 ശേഖരണം","স্টোর নিয়ামক
 স্টোরেজ"
"സംഭരിച്ച ഫോർമാറ്റ്
 നിര്ദ്ദേശം","সঞ্চিত ফর্ম্যাট
 নির্দেশ"
സംഭരിച്ച പ്രോഗ്രാം,সঞ্চিত প্রোগ্রাম
"സംഭരിച്ച പ്രോഗ്രാം
 കന്വൂട്ടര്","সঞ্চিত প্রোগ্রাম
 কম্পিউটার"
"സംഭരിച്ച പ്രോഗ്രാം
 ഭരണം","সঞ্চিত প্রোগ্রাম
 নিয়ন্ত্রণ"
സംഭരിച്ച പതിവ്,সঞ্চিত রুটিন
സ്റ്റോർ ലൂപ്പ്,স্টোর লুপ
സ്റ്റോർ ലൂപ്പ് ഡ്രൈവർ,স্টোর লুপ ড্রাইভার
സംഭരണം സംഭരിക്കുക,সংরক্ষণ সুরক্ষা
"സംഭരണം സംഭരിക്കുക
 ഗതി","সমর্থন সমর্থন
 পদ্ধতি"
"നേരായ ഉൾപ്പെടുത്തൽ
 ഇനം","সোজা সন্নিবেশ
 সাজান"
"നേർരേഖ
 കോഡിംഗ്","সোজা লাইন
 কোডিং"
"നേരായ തിരഞ്ഞെടുക്കൽ
 ഇനം","সোজা নির্বাচন
 সাজান"
ഗേജ്,বিকৃতি পরিমাপক
സ്ട്രാസ്സെൻ അൽഗോരിതം,স্ট্রেসেন অ্যালগরিদম
സ്ട്രാറ്റൈസ് ചെയ്ത ഭാഷ,স্তরিত ভাষা
"സ്ട്രീമിംഗ് ടേപ്പ്
 വഹിച്ചുകൊണ്ടുപോവുക","স্ট্রিমিং টেপ
 পরিবহন"
സ്ട്രിംഗ്,স্ট্রিং
സ്ട്രിംഗ് ബ്രേക്ക്,স্ট্রিং ব্রেক
സ്ട്രിംഗ് പ്രതീകം,স্ট্রিং চরিত্র
സ്ട്രിംഗ് സ്ഥിരാങ്കം,স্ট্রিং ধ্রুবক
സ്ട്രിംഗ് ഡാറ്റ,স্ট্রিং ডেটা
സ്ട്രിംഗ് ഫയൽ,স্ট্রিং ফাইল
സ്ട്രിംഗ് ഫ്ലോപ്പി,স্ট্রিং ফ্লপি
സ്ട്രിംഗ് ദൈർഘ്യം,স্ট্রিং দৈর্ঘ্য
"സ്ട്രിംഗ്
 കൃത്രിമം","স্ট্রিং
 হেরফের"
സ്ട്രിംഗ് പൊരുത്തപ്പെടുത്തൽ,স্ট্রিং ম্যাচিং
സ്ട്രിംഗ് ഓപ്പറേറ്റർ,স্ট্রিং অপারেটর
"സ്ട്രിംഗ് പ്രക്രിയ
 ഏര്പ്പാട്","স্ট্রিং প্রক্রিয়া
 পদ্ধতি"
സ്ട്രിംഗ് സെഗ്മെന്റ്,স্ট্রিং বিভাগ
സ്ട്രിംഗ് സോർട്ടിംഗ്,স্ট্রিং বাছাই
സ്ട്രിംഗ് വേരിയബിൾ,স্ট্রিং ভেরিয়েবল
ശക്തമായ സ്ട്രോബ്,স্ট্রোব
സ്ട്രോബ് പൾസർ,স্ট্রোব পালস
സ്ട്രോക്ക് സെന്റർ ലൈൻ,স্ট্রোক সেন্টার লাইন
"സ്ട്രോക്ക് പ്രതീകം
 വൈദുതോല്പാദനയന്തം","স্ট্রোক চরিত্র
 জেনারেটর"
സ്ട്രോക്ക് എഡ്ജ്,স্ট্রোক এজ
"സ്ട്രോക്ക് എഡ്ജ്
 ക്രമക്കേട്","স্ট্রোক এজ
 অনিয়ম"
സ്ട്രോക്ക് വീതി,স্ট্রোক প্রস্থ
ശക്തമായി ബന്ധിപ്പിച്ചിരിക്കുന്നു,দৃ strongly ়ভাবে সংযুক্ত
"ഘടന
 ഇൻഡക്ഷൻ","কাঠামোগত
 আনয়ন"
ഘടന,কাঠামো
ഘടനാപരമായ വിശകലനം,কাঠামোগত বিশ্লেষণ
ഘടനാപരമായ കോഡിംഗ്,কাঠামোগত কোডিং
"ഘടനാപരമായ
 ഭാഷ","কাঠামোগত
 ভাষা"
"ഘടനാപരമായ
 പ്രോഗ്രാമിംഗ്","কাঠামোগত
 প্রোগ্রামিং"
"ഘടനാപരമായ സംവിധാനം
 വിശകലനം","কাঠামোগত সিস্টেম
 বিশ্লেষণ"
"ഘടനാപരമായ വേരിയബിൾ
 (റെക്കോർഡ്)","কাঠামোগত পরিবর্তনশীল
 (রেকর্ড)"
"ഘടന
 മുഖഭാവം","কাঠামো
 অভিব্যক্তি"
ഘടന ഫ്ലോചാർട്ട്,কাঠামো ফ্লোচার্ট
ഘടന അംഗ,কাঠামো সদস্য
അറേകളുടെ ഘടന,অ্যারে কাঠামো
സ്റ്റബ്,অসম্পূর্ণ
സ്റ്റബ് കാർഡ്,স্টাব কার্ড
സ്റ്റഫിംഗ് പ്രതീകം,স্টাফিং চরিত্র
സ്റ്റണ്ട് ബോക്സ്,স্টান্ট বক্স
സ്റ്റൈലസ്,স্টাইলাস
സ്റ്റൈലസ് പ്രിന്റർ,স্টাইলাস প্রিন্টার
ഉപ ബ്ലോക്ക്,সাব ব্লক
ഉപചരൽ,সাবচ্যানেল
സബ്കകാന്ദ്,সাবকম্যান্ড
സബ്ഡാറ്റബേസ്,সাবডাটাবেস
ഉപഫീൽഫീൽഡ്,সাবফিল্ড
കീബിജന്,সাবজেনারেশন
സുബ്ലിസ്റ്റ്,Sublist
ഉപ ലൂപ്പ്,সাব লুপ
വഴക്കുഴല്,সাবম্যাট্রিক্স
രോഗാവസ്ഥ,সাবমোডুলার ফেজ
"ഉപ-എൻവൈവിസ്റ്റ്
 സാമ്പിൾ","সাব-এনকুইস্ট
 নমুনা"
ശബ്പമീറ്റർ,সাবপ্যারামিটার
ഉപപ്രപ്ലോഗ്രാം,সাবপ্রগ্রাম
"സുബ്രിക്കർസീവ്
 അധികാരശ്രേണി","Subrecurcive
 হায়ারার্কি"
ഉറക്കുഴൂട്ട,Subroutine
സബ്റൂട്ടൈൻ കോൾ,সাব্রুটাইন কল
സ്പൂട്ടോൺ ലൈബ്രറി,সাবরুটাইন লাইব্রেরি
"ഉറക്കുഴൂട്ട
 പ്രസ്താവന","Subroutine
 বিবৃতি"
ഉപവിഭാഗം,সাবস্কেমা
സബ്സ്ക്രിപ്റ്റ്,সাবস্ক্রিপ্ট
സബ്സ്ക്രിപ്റ്റ് പ്രതീകം,সাবস্ক্রিপ্ট চরিত্র
സബ്സ്ക്രിപ്റ്റ് ലിസ്റ്റ്,সাবস্ক্রিপ্ট তালিকা
സബ്സ്ക്രിപ്റ്റ് വേരിയബിൾ,সাবস্ক্রিপ্ট ভেরিয়েবল
ഉപ സെമിഗ്രൂപ്പ്,সাব সেমিগ্রুপ
ഉപ ശ്രേണി,সাব সিকোয়েন্স
"പകരംവയ്ക്കുക
 കഥാപാതം","বিকল্প
 চরিত্র"
പകരമാറ്റം,প্রতিস্থাপন
ഉപസര്ഗം,সাবস্ট্রিং
സബ്സ്ട്രിംഗ് ഐഡന്റിഫയർ,সাবস্ট্রিং আইডেন্টিফায়ার
ഉപവിഭാഗം,সাবসিস্টেম
സുസ്തസ്,সাবটাস্ক
സറ്റോർ,বিয়োগফল
കീഴ്ച്ചെടി,সাবট্রি
പിൻഗാമിയുടെ പ്രവർത്തനം,উত্তরসূরি ফাংশন
സഫിക്സ്,প্রত্যয়
സഫിക്സ് നോട്ടേഷൻ,প্রত্যয় স্বরলিপি
സ്യൂട്ട്,সুইট
Sumcheck,স্যামচেক
വേനല്ക്കാലം,গ্রীষ্ম
"സംഗഹിക്കുക
 സൂർ","সমষ্টি
 ইন্টিগ্রেটার"
"ഉൽപ്പന്നങ്ങളുടെ ആകെത്തുക
 മുഖഭാവം","পণ্যের যোগফল
 অভিব্যক্তি"
സച്ച് പദം,যোগফল
സൂപ്പർ കമ്പ്യൂട്ടർ,সুপার কম্পিউটার
"സൂപ്പർ നടത്തുന്നു
 സ്മരണം","সুপার পরিচালনা
 স্মৃতি"
"സൂപ്പർ നടത്തുന്നു
 സാങ്കേതികവിദ","সুপার পরিচালনা
 প্রযুক্তি"
സൂപ്പർഗ്രൂപ്പ്,সুপারগ্রুপ
"സൂപ്പർ ഗ്രൂപ്പ്
 വിതരണ","সুপার গ্রুপ
 বিতরণ"
"സൂപ്പർ ഗ്രൂപ്പ്
വിതരണ
 അസ്ഥികൂട്","সুপার গ্রুপ
বিতরণ
 ফ্রেম"
"സൂപ്പർ വലിയ തോതിൽ
 സംയോജിത സർക്യൂട്ട്","সুপার বড় স্কেল
 সমন্বিত বর্তনী"
"സൂപ്പർ ന്യൂക്വിസ്റ്റ്
 സാമ്പിൾ","সুপার nyquist
 নমুনা"
"സൂപ്പർ വ്യക്തിഗത
 കന്വൂട്ടര്","সুপার ব্যক্তিগত
 কম্পিউটার"
"സൂപ്പർ സ്ക്രിപ്റ്റ്
 കഥാപാതം","সুপার স্ক্রিপ্ট
 চরিত্র"
പരിശോധകന്,কর্মকর্তা
സൂപ്പർവൈസർ കോൾ,সুপারভাইজার কল
"പരിശോധകന്
 കാരപരിപാടി","কর্মকর্তা
 কার্যক্রম"
സൂപ്പർവൈസർ സ്റ്റേറ്റ്,সুপারভাইজার রাজ্য
സപ്പോർട്ട് ചിപ്പ്,সমর্থন চিপ
പിന്തുണാ പ്രോഗ്രാം,সমর্থন প্রোগ্রাম
അടിച്ചമർത്തുന്ന,দমন
"പിന്തുണ നിയന്ത്രണം
 കാരപരിപാടി","সমর্থন নিয়ন্ত্রণ
 কার্যক্রম"
മിര്ജനം,নিরস্ত
"കാവല്
 കാരപരിപാടി","নজরদারি
 কার্যক্রম"
താൽക്കാലികമായി നിർത്തിവച്ചിരിക്കുന്നു,স্থগিত
താൽക്കാലികമായി നിർത്തിവച്ചു ലോക്ക്,স্থগিত লক
സ്വാപ്പ്,অদলবদল
"സ്വാപ്പ് വിഹിതം
 ഘടകം","অদলবদল বরাদ্দ
 ইউনিট"
സ്വാപ്പ് ചെയ്യുക,অদলবদল
സ്വാപ്പ് ചെയ്യുന്നു,অদলবদল
സ്വാപ്പ് ചെയ്യുക,অদলবদল
സ്വാപ്പ് സെറ്റ്,অদলবদল সেট
മാറുക,স্যুইচ
സെൽ സ്വിച്ച് ചെയ്യുക,স্যুইচ সেল
പ്രതീകം മാറ്റുക,স্যুইচ চরিত্র
കോഡ് മാറ്റുക,স্যুইচ কোড
"നിയന്ത്രണം മാറ്റുക
 കന്വൂട്ടര്","সুইচ নিয়ন্ত্রণ
 কম্পিউটার"
സ്വിച്ചുചെയ്ത വരി,স্যুইচড লাইন
മാറുക,স্যুইচিং
സൂചകം മാറ്റുക,স্যুইচ সূচক
ആൾജിബ്ര സ്വിച്ചുചെയ്യുന്നു,বীজগণিত স্যুইচিং
"മാറുക
 അപേക്ഷ","স্যুইচিং
 আবেদন"
മാറുന്നു,স্যুইচিং সেন্টার
സർക്യൂട്ട് മാറുന്നു,স্যুইচিং সার্কিট
എലമെന്റ് സ്വിച്ചുചെയ്യുന്നു,স্যুইচিং উপাদান
പ്രവർത്തനം മാറുന്നു,স্যুইচিং ফাংশন
നെറ്റ്വർക്ക് സ്വിച്ചുചെയ്യുന്നു,স্যুইচিং নেটওয়ার্ক
മാറുന്നു,প্যাড স্যুইচিং
"മാറുക
 റെഗുലേറ്റർ","স্যুইচিং
 নিয়ামক"
സ്വിച്ച് വേഗത,স্যুইচিং গতি
സംവിധാനം സ്വിച്ചുചെയ്യുന്നു,স্যুইচিং সিস্টেম
സിദ്ധാന്തം മാറുന്നു,স্যুইচিং তত্ত্ব
മാറുന്നു,স্যুইচিং সময়
സ്വിച്ചിംഗ് യൂണിറ്റ്,স্যুইচিং ইউনিট
വേരിയബിൾ സ്വിച്ചുചെയ്യുന്നു,পরিবর্তনশীল স্যুইচিং
"തരംഗം മാറുന്നു
 രൂപം","স্যুইচিং ওয়েভ
 ফর্ম"
ഉൾപ്പെടുത്തൽ മാറ്റുക,সন্নিবেশ স্যুইচ করুন
നിർദ്ദേശം മാറ്റുക,সুইচ নির্দেশ
മാറാൻ,স্যুইচ ওভার
സ്വിച്ച് രജിസ്റ്റർ,স্যুইচ রেজিস্টার
മുറി മാറുക,ঘর বদলাও
ട്രെയിൻ മാറ്റുക,স্যুইচ ট্রেন
"സിലബിൾ ഹൈഫൻ
 (പ്രതീകം)","সিলেবল হাইফেন
 (চরিত্র)"
സിൽവെസ്റ്റർ മാട്രിക്സ്,সিলভেস্টার ম্যাট্রিক্স
Sybitinct നിയന്ത്രണം,সিম্বোইন্ট নিয়ন্ত্রণ
പതീകം,প্রতীক
പ്രതീകാത്മക വിലാസം,প্রতীকী ঠিকানা
"പതീകാത്മകമായ
 അഭിസംബോധന","প্রতীকী
 সম্বোধন"
"പതീകാത്മകമായ
 അസംബ്ലി","প্রতীকী
 এসেম্বলার"
പ്രതീകാത്മക കോഡിംഗ്,প্রতীকী কোডিং
"പതീകാത്മകമായ
 ഡീബഗ്ഗിംഗ്","প্রতীকী
 ডিবাগিং"
പ്രതീകാത്മക ഡെക്ക്,প্রতীকী ডেক
പ്രതീകാത്മക എഡിറ്റർ,প্রতীকী সম্পাদক
"പതീകാത്മകമായ
 നിര്ദ്ദേശം","প্রতীকী
 নির্দেশ"
"പ്രതീകാത്മക ഐ / ഒ
 ചുമതല","প্রতীকী আই/ও
 অ্যাসাইনমেন্ট"
പ്രതീകാത്മക ഭാഷ,প্রতীকী ভাষা
പ്രതീകാത്മക യുക്തി,প্রতীকী যুক্তি
പ്രതീകാത്മക നാമം,প্রতীকী নাম
പ്രതീകാത്മക അറിയിപ്പ്,প্রতীকী স্বরলিপি
പ്രതീകാത്മക സംഖ്യ,প্রতীকী সংখ্যা
"പതീകാത്മകമായ
 പാരാമീറ്റർ","প্রতীকী
 প্যারামিটার"
"പതീകാത്മകമായ
 പ്ലെയ്സ്ഹോൾഡർ","প্রতীকী
 স্থানধারক"
"പതീകാത്മകമായ
 പ്രോഗ്രാമിംഗ്","প্রতীকী
 প্রোগ্রামিং"
"പ്രതീകാത്മക പ്രോഗ്രാം
 ഏര്പ്പാട്","প্রতীকী প্রোগ্রাম
 পদ্ধতি"
"പതീകം
 കൃത്രിമം","প্রতীক
 হেরফের"
ചിഹ്ന റാങ്ക്,প্রতীক র‌্যাঙ্ক
ചിഹ്ന സ്ട്രിംഗ്,প্রতীক স্ট্রিং
ചിഹ്ന പട്ടിക,প্রতীক টেবিল
സമമിതി ചാനൽ,প্রতিসম চ্যানেল
സമമിതി സർക്യൂട്ട്,প্রতিসম সার্কিট
"സമമിതി
 വ്യത്യാസം","প্রতিসম
 পার্থক্য"
"സമമിതി
 പവര്ത്തിക്കുക","প্রতিসম
 ফাংশন"
സമമിതി ഗ്രൂപ്പ്,প্রতিসম গ্রুপ
സമമിതി പട്ടിക,প্রতিসম তালিকা
"സമമിതി പട്ടിക
 പ്രോസസ്സര്","প্রতিসম তালিকা
 প্রসেসর"
സമമിതി മാട്രിക്സ്,প্রতিসম ম্যাট্রিক্স
