Kannada,Telugu
ಪಿಕ್ಟೋಗ್ರಾಫ್,పిక్టోగ్రాఫ్
ಪಿಕ್ಟೋಗ್ರಾಫ್,పిక్టోగ్రాఫ్
ಯಾತ್ರಿಕ,యాత్రికుడు
ಯಾತ್ರಿ ಪಿತಾಮಹರು,యాత్రికుల తండ్రులు
ಸುಲಿಗೆ,దోపిడీ
ಸುಲಿಗೆ,దోపిడీ
ಕಂಬ,పిల్లర్
ಸ್ತಂಭ ಶಾಸನಗಳು (ಅಶೋಕನ),స్తంభ శాసనాలు (అశోకుని)
ಸ್ತಂಭ ಶಾಸನಗಳು (ಅಶೋಕನ),స్తంభ శాసనాలు (అశోకుని)
ಸ್ತಂಭ ಶಾಸನಗಳು (ಅಶೋಕನ),స్తంభ శాసనాలు (అశోకుని)
ಪೈರೇಟ್,పైరేట్
ಪೈರೇಟ್,పైరేట్
ಪಿಚ್ಡ್ ಯುದ್ಧ,పిచ్ యుద్ధం
ಕಥಾವಸ್ತು,ప్లాట్లు
ಪೋಲಿಸ್,పోలిస్
ಪೋಲಿಸ್,పోలిస్
ಪೊಲಿಟಾರ್ಚ್,రాజనీతిజ్ఞుడు
ರಾಜಕೀಯ ಏಜೆಂಟ್,రాజకీయ ఏజెంట్
ರಾಜಕೀಯ ಆಶ್ರಯ,రాజకీయ ఆశ్రయం
ರಾಜಕೀಯ ನಿವಾಸಿ,రాజకీయ నివాసి
ರಾಜಕೀಯ ಭಯೋತ್ಪಾದನೆ,రాజకీయ ఉగ్రవాదం
ಚುನಾವಣಾ ತೆರಿಗೆ,ఎన్నికల పన్ను
ಪಾಂಟೂನ್,పాంటూన్
ಪ್ರೀಮಿಯರ್,ప్రీమియర్
ಪ್ರೀಮಿಯರ್,ప్రీమియర్
ಪ್ರೀಮಿಯರ್‌ಶಿಪ್,ప్రీమియర్‌షిప్
ಅಧ್ಯಕ್ಷತೆ,ప్రెసిడెన్సీ
ಅಧ್ಯಕ್ಷತೆ,ప్రెసిడెన్సీ
ಅಧ್ಯಕ್ಷರು,అధ్యక్షుడు
ಅಧ್ಯಕ್ಷರು,అధ్యక్షుడు
ಪ್ರೆಸಿಡಿಯಮ್,ప్రెసిడియం
ಪ್ರಧಾನ ಮಂತ್ರಿ,ప్రధాన మంత్రి
ಪ್ರೈಮೊಜೆನಿಚರ್,ప్రిమోజెనిచర్
ರಾಜಕುಮಾರ,యువరాజు
ರಾಜಕುಮಾರ,యువరాజు
ಪ್ರಿನ್ಸ್ ಬಿಷಪ್,ప్రిన్స్ బిషప్
ಪ್ರಿನ್ಸ್ ಕನ್ಸೋರ್ಟ್,ప్రిన్స్ కన్సార్ట్
ಪ್ರಿನ್ಸ್ ರೀಜೆಂಟ್,ప్రిన్స్ రీజెంట్
ಪಿನ್ಸ್ ರೆಗ್ನೆಂಟ್,పిన్స్ రెగ్నెంట్
ಪ್ರಿನ್ಸೆಸ್ ರೀಜೆಂಟ್,ప్రిన్సెస్ రీజెంట్
ರಾಜಕುಮಾರಿ ರಾಯಲ್,ప్రిన్సెస్ రాయల్
ಪ್ರಿನ್ಸಿಪಾಲಿಟಿ,ప్రిన్సిపాలిటీ
ಪ್ರಿನ್ಸಿಪಾಲಿಟಿ,ప్రిన్సిపాలిటీ
ಪ್ರಿನ್ಸಿಪಾಲಿಟಿ,ప్రిన్సిపాలిటీ
ಬಹುಮಾನ,బహుమతి
ಬಹುಮಾನ,బహుమతి
ಪ್ರಶಸ್ತಿ ಹಣ,నగదు బహుమతి
ವೃತ್ತಿಪರ ಸೈನಿಕ,వృత్తిపరమైన సైనికుడు
ಭರವಸೆ,ప్రామిస్
ಮುಂಚೂಣಿ ಕೋಟೆ,ప్రమోన్టరీ కోట
ರಕ್ಷಿಸಿ,రక్షించు
ರಕ್ಷಿಸಿ,రక్షించు
ರಕ್ಷಿಸಿ,రక్షించు
ಆಶ್ರಿತ,ఆశ్రితుడు
ಮೂಲತತ್ವ,మూలాధారం
ಮೂಲತತ್ವ,మూలాధారం
ಮೂಲ ವ್ಯವಸ್ಥೆ,మూలాధార వ్యవస్థ
ಪರ-ಜಿಯೋನಿಸ್ಟ್,ప్రో-జియోనిస్ట్
ಸಾರ್ವಜನಿಕ ಶತ್ರು,ప్రజా శత్రువు
ಸಾರ್ವಜನಿಕ ಶತ್ರು,ప్రజా శత్రువు
ಪಂಕ್ಟೇಶನ್ಸ್,పంక్టేషన్స్
ಪ್ಯೂನಿಕ್ ಯುದ್ಧಗಳು,ప్యూనిక్ యుద్ధాలు
ಪ್ಯೂರಿಟನ್,ప్యూరిటన్
ಪುಟ್ಚ್,పుట్చ్
ಕ್ವಾಡ್ರಿಗಾ,చతుర్భుజం
ಕ್ವಾಡ್ರುಪಲ್ ಮೈತ್ರಿ,చతుర్భుజ కూటమి
ಕ್ವೇಕರ್,క్వేకర్
ರಾಣಿ,రాణి
ರಾಣಿ ಪತ್ನಿ,రాణి భార్య
ರಾಣಿ ವರದಕ್ಷಿಣೆ,క్వీన్ వరుడు
ಕ್ವೀಂಡಮ್,క్వీన్డమ్
ಕ್ವೀಂಡಮ್,క్వీన్డమ్
ರಾಣಿ ತಾಯಿ,రాణి తల్లి
ರಾಣಿ ರೆಗ್ನೆಂಟ್,రాణి రాణి
ಕ್ವಿಸ್ಲಿಂಗ್,క్విస్లింగ్
ಕ್ವಿಸ್ಲಿಂಗ್,క్విస్లింగ్
ಬಾಡಿಗೆ ಬಿಟ್ಟು,అద్దె మానేయండి
ಬತ್ತಳಿಕೆ,వణుకు
ಕ್ವೊ ವಾರೆಂಟೊ,వారెంటో
ಜನಾಂಗ,జాతి
ಜನಾಂಗೀಯ ಮೇಲುಗೈ,జాతి ఆధిపత్యం
ರ್ಯಾಕ್,ర్యాక్
ರ್ಯಾಕ್,ర్యాక్
ದಾಳಿ,రైడ్
ದಾಳಿ,రైడ్
ರಾಂಪಾರ್ಟ್,ప్రాకారము
ರಾಂಪಾರ್ಟ್,ప్రాకారము
ದರೋಡೆಕೋರರು,దోపిడీ
ರಾನ್ಸಮ್,విమోచన క్రయధనం
ರಾನ್ಸಮ್,విమోచన క్రయధనం
ರಾವೇಜ್,విధ్వంసం
ರಾವಜಸ್,విధ్వంసం
ಸಾಮ್ರಾಜ್ಯ,రాజ్యం
ಹಿಂದಿನ ಸಿಬ್ಬಂದಿ,వెనుక గార్డు
ಹಿಂದಿನ ಸಿಬ್ಬಂದಿ ಕ್ರಮ,వెనుక రక్షణ చర్య
ಬಂಡಾಯಗಾರ,తిరుగుబాటుదారుడు
ಬಂಡಾಯ,తిరుగుబాటు
ಬಂಡಾಯದ ಗುರುತಿಸುವಿಕೆ,తిరుగుబాటుకు గుర్తింపు
ಪುನರ್ನಿರ್ಮಾಣ,రీకండక్షన్
ವಿಚಕ್ಷಣ,నిఘా
ಪುನರ್ನಿರ್ಮಾಣ,పునర్నిర్మాణం
ರೆಕಾರ್ಡ್ ಮಾಡಿ,రికార్డ్ చేయండి
ದಾಖಲೆ ಕಚೇರಿ,రికార్డు కార్యాలయం
ರೆಕಾರ್ಡ್ ನಿವೃತ್ತಿ,రికార్డ్ రిటైర్మెంట్
ಕೆಂಪು ಶರ್ಟ್‌ಗಳು,ఎర్ర చొక్కాలు
ಸುಧಾರಣೆ,సంస్కరణ
ನಿರಾಶ್ರಿತ,శరణార్థ
ರೆಗಾಲಿಯಾ,రెగాలియా
ರೆಗಾಲಿಯಾ,రెగాలియా
ರೆಗಾಲಿಯಾ,రెగాలియా
ರೀಜೆನ್ಸಿ,రీజెన్సీ
ರಾಜಪ್ರತಿನಿಧಿ,రీజెంట్
ರಾಜಪ್ರತಿನಿಧಿ ರಾಣಿ,రీజెంట్ రాణి
ರೆಜಿಸೈಡ್,రెజిసైడ్
ರೆಜಿಸೈಡ್ಗಳು,రెజిసైడ్లు
ಆಡಳಿತ,పాలన
ಆಡಳಿತ,పాలన
ಪ್ರದೇಶ,ప్రాంతం
ರೆಗ್ನಲ್ ವರ್ಷ,రెగ్నల్ సంవత్సరం
ರೆಗ್ನೆಂಟ್,రెగ్నెంట్
ರೆಗ್ನಮ್,రెగ్నమ్
ರೀಚ್,రీచ్
ಆಳ್ವಿಕೆ,పాలన
ಆಳ್ವಿಕೆ,పాలన
ಆಳುವ ಕುಟುಂಬ,పాలించే కుటుంబం
ಭಯೋತ್ಪಾದನೆಯ ಆಳ್ವಿಕೆ,భయానక పాలన
ಭಯೋತ್ಪಾದನೆಯ ಆಳ್ವಿಕೆ,భయానక పాలన
ಬಲಪಡಿಸಲು,బలపరచు
ಬಲವರ್ಧನೆ,అదనపుబల o
ಮರುಸ್ಥಾಪನೆ,పునఃస్థాపన
ಮರುಹೂಡಿಕೆ ಮಾಡಿ,తిరిగి పెట్టుబడి పెట్టండి
ರಿಲೇ ಪೋಸ್ಟ್,రిలే పోస్ట్
ರಿಲೇ ಮಾರ್ಗ,రిలే మార్గం
ರಿಲೇ ಸಿಸ್ಟಮ್,రిలే వ్యవస్థ
ಬಿಡುಗಡೆ,విడుదల
ಬಿಡುಗಡೆ,విడుదల
ತ್ಯಜಿಸುವಿಕೆ,త్యజించుట
ತ್ಯಜಿಸುವಿಕೆ,త్యజించుట
ರೆಪರ್ಟರಿ (=ದಾಸ್ತಾನು),రెపర్టరీ (=ఇన్వెంటరీ)
ಭಂಡಾರ,రిపోజిటరీ
ಭಂಡಾರ,రిపోజిటరీ
ಗಣರಾಜ್ಯ,రిపబ్లిక్
ಗಣರಾಜ್ಯೋತ್ಸವ,గణతంత్ర దినోత్సవం
ರೆಸ್ಕ್ರಿಪ್ಟ್,రిస్క్రిప్ట్
ರೆಸ್ಕ್ರಿಪ್ಟ್,రిస్క్రిప్ట్
ನಿವಾಸಿ,నివాసి
ಪುನಃಸ್ಥಾಪನೆ,పునరుద్ధరణ
ಪುನರುತ್ಥಾನ,పునరుత్థానం
ಪುನರುತ್ಥಾನ,పునరుత్థానం
ಹಿಮ್ಮೆಟ್ಟುವಿಕೆ,తిరోగమనం
ಹಿಮ್ಮುಖ (ನಾಣ್ಯದ),రివర్స్ (నాణెం)
ದಂಗೆ,తిరుగుబాటు
ಕ್ರಾಂತಿ,విప్లవం
"ಕ್ರಾಂತಿ, ಫ್ರೆಂಚ್","విప్లవం, ఫ్రెంచ్"
ಕ್ರಾಂತಿ ಗ್ಲೋರಿಯಸ್,విప్లవం గ్లోరియస్
"ಕ್ರಾಂತಿ, ಕೈಗಾರಿಕಾ","విప్లవం, పారిశ్రామిక"
ಏರುತ್ತಿದೆ,రైజింగ్
ರಾಟನ್-ಬರೋ,రాటెన్-బరో
ರಫ್ ರೈಡರ್ಸ್,రఫ్ రైడర్స్
ರೌಂಡ್-ಹೆಡ್ಸ್,గుండ్రని తలలు
ರೂಟ್,రూట్
ರಾಯಲ್ ಪ್ರೇಕ್ಷಕರು,రాయల్ ప్రేక్షకులు
ರಾಯಲ್ ಚಾರ್ಟರ್,రాయల్ చార్టర్
ರಾಯಲ್ ಕ್ರೆಸ್ಟ್,రాయల్ క్రెస్ట్
ರಾಯಲ್ ಕ್ರೆಸ್ಟ್,రాయల్ క్రెస్ట్
ರಾಯಲ್ ತೀರ್ಪು,రాయల్ డిక్రీ
ರೂಬ್ರಿಕ್,రూబ్రిక్
ಅವಶೇಷಗಳು,శిథిలాలు
ಓಟಗಾರ,రన్నర్
ವಿಧ್ವಂಸಕತೆ,విధ్వంసం
ಸೇಬರ್,సాబెర్
ಸೇಬರ್ಸ್,సాబర్స్
ತ್ಯಾಗ,త్యాగం
ತ್ಯಾಗ,త్యాగం
ತ್ಯಾಗ,త్యాగం
ಸುರಕ್ಷಿತ ನಡವಳಿಕೆ,సురక్షితమైన ప్రవర్తన
ರಕ್ಷಿಸಲು,రక్షణ
ರಕ್ಷಿಸಲು,రక్షణ
ಸಂರಕ್ಷಣಾ ಕರ್ತವ್ಯಗಳು,రక్షణ విధులు
ಸ್ಯಾಲಿ,సాలీ
ಸ್ಯಾಲಿ-ಪೋರ್ಟ್,సాలీ-పోర్ట్
ರಾಜದಂಡ,రాజదండం
ಸ್ಕಿಮಿಟರ್,స్కిమిటార్
ಎರಡನೇ ಎಸ್ಟೇಟ್,రెండవ ఎస్టేట్
ಪಂಥ,శాఖ
ಪಂಥ,శాఖ
ಸೆಳವು,నిర్భందించటం
ಸೆಳವು,నిర్భందించటం
ಸೆನೆಟ್,సెనేట్
ಸೆನೆಟ್,సెనేట్
ಸೆನೆಟ್,సెనేట్
ಸೆನೆಟ್,సెనేట్
ಸೆರ್ಫ್ (=ಬೋರ್ಡಾರ್ ಅಥವಾ ವಿಲನ್),సెర్ఫ్ (=బోర్డార్ లేదా విల్లెన్)
ಸೆರ್ಫ್ (=ಬೋರ್ಡಾರ್ ಅಥವಾ ವಿಲನ್),సెర్ఫ్ (=బోర్డార్ లేదా విల్లెన్)
ಜೀತಪದ್ಧತಿ (ಸೆರ್ಫಡ್ ಅಥವಾ ಜೀತದಾಳು,సెర్ఫోడమ్ (సెర్ఫ్‌హుడ్ లేదా సెర్ఫేజ్)
ಜೀತಪದ್ಧತಿ (ಸರ್ಫೂಡ್ ಅಥವಾ ಜೀತದಾಳು,సెర్ఫోడమ్ (సెర్ఫ్‌హుడ్ లేదా సెర్ఫేజ్)
ನೆರಳು ರಾಜ,నీడ రాజు
ಶಿಪ್ ಮನಿ,షిప్ మనీ
ಆಘಾತ ಪಡೆಗಳು (=ಚಂಡಮಾರುತ ಪಡೆಗಳು),షాక్ దళాలు (=తుఫాను దళాలు)
ಸಂಕ್ಷಿಪ್ತ ಸಂಸತ್ತು,పొట్టి పార్లమెంట్
ಚಕಮಕಿ,వాగ్వివాదం
ಗುಲಾಮ,బానిస
ಗುಲಾಮಗಿರಿ,బానిసత్వం
ಗುಲಾಮಗಿರಿ,బానిసత్వం
ಸೈನಿಕ ರಾಜನೀತಿಜ್ಞ,సైనిక రాజనీతిజ్ఞుడు
ಈಟಿ,ఈటె
ಈಟಿ-ತಲೆ,ఈటె-తల
ಗೋಳ,గోళము
ಸ್ಫ್ರಾಜಿಸ್ಟಿಕ್ಸ್,స్ఫ్రాగిస్టిక్స్
ವ್ಯವಸ್ಥೆಯನ್ನು ಹಾಳುಮಾಡುತ್ತದೆ,వ్యవస్థను పాడు చేస్తుంది
ಸ್ಕ್ವೈರ್,స్క్వైర్
ಸ್ಕ್ವೈರ್,స్క్వైర్
ಸ್ಕ್ವೈರಿಯಾರ್ಕಿ,Squirearchy
ಸ್ಕ್ವೈರಿಯಾರ್ಕಿ,Squirearchy
ಪ್ರಮಾಣಿತ,ప్రామాణికం
ಪ್ರಮಾಣಿತ-ಧಾರಕ,స్టాండర్డ్ బేరర్
ನಿಂತಿರುವ ಸೈನ್ಯ,స్టాండింగ్ ఆర్మీ
ಸ್ಥಾಯಿ ಆದೇಶಗಳು,స్టాండింగ్ ఆర్డర్లు
ಸ್ಥಾಯಿ ಆದೇಶಗಳು,స్టాండింగ్ ఆర్డర్లు
ಸ್ಟೇಟ್ಸ್ಮನ್,రాజనీతిజ్ఞుడు
ಕಲ್ಲಿನ ಶಾಸನ,రాతి శాసనం
ಚಂಡಮಾರುತದ ಪಡೆಗಳು,తుఫాను దళాలు
ತಂತ್ರಗಾರಿಕೆ,వ్యూహం
ತಂತ್ರ,వ్యూహం
ತಂತ್ರ,వ్యూహం
ತಂತ್ರ,వ్యూహం
ಸ್ಟ್ರಾಟೋಕ್ರಸಿ,స్ట్రాటోక్రసీ
ಕಲಹ,కలహాలు
ಕಲಹ,కలహాలు
ಬಲವಾದ ಹಿಡಿತ,బలమైన పట్టు
ಬಲವಾದ ಹಿಡಿತ,బలమైన పట్టు
ಅಧೀನ ಟ್ಯಾಲಿಯನ್ಸ್,అనుబంధ టాలయన్స్
ಉತ್ತರಾಧಿಕಾರ,వారసత్వం
ಉತ್ತರಾಧಿಕಾರಿ,వారసుడు
ಮತದಾನದ ಹಕ್ಕು,ఓటు హక్కు
ಮತದಾರ,ఓటు హక్కుదారుడు
ಸುಲ್ತಾನರು,సుల్తానేట్
ಸುಲ್ತಾನರ ಕಾಲ,సుల్తానేట్ కాలం
ಶರಣಾಗತಿ,లొంగిపో
ಸುಜರೈನ್,సుజెరైన్
ಸುಜರೈನ್ ರಾಜ್ಯ,సుజరైన్ రాష్ట్రం
ಖಡ್ಗಧಾರಿ,ఖడ్గవీరుడు
ತಮ್ಮನಿ ಸೊಸೈಟಿ,తమ్మనీ సొసైటీ
ಟೆಂಪರ್ಡ್ ಕತ್ತಿ,కోపముగల కత్తి
ಬಾಡಿಗೆದಾರ,అద్దెదారు
ಬಾಡಿಗೆದಾರ,అద్దెదారు
ಪ್ರಾಂತ್ಯ,భూభాగం
ಪ್ರಾಂತ್ಯ,భూభాగం
ಪ್ರದೇಶದ ಸರ್ಕಾರ,భూభాగం ప్రభుత్వం
ಭಯೋತ್ಪಾದನೆ,తీవ్రవాదం
ಮೂರನೇ ಎಸ್ಟೇಟ್,థర్డ్ ఎస్టేట్
ಮೂರು ಎಸ್ಟೇಟ್ಗಳು,మూడు ఎస్టేట్లు
ಟೋಲ್,టోల్
ಸುಂಕದ ಮನೆ,టోల్ హౌస్
ಸಮಾಧಿ,సమాధి
ಟೋರಿ,టోరీ
ಟೋಟೆಮ್,టోటెమ్
ಗೋಪುರ,టవర్
ಗೋಪುರ,టవర్
ವಿಜಯದ ಗೋಪುರ,విజయ టవర్
ದೇಶದ್ರೋಹಿ,దేశద్రోహి
ವಿಶ್ವಾಸಘಾತುಕತನ,ద్రోహం
ದೇಶದ್ರೋಹ,రాజద్రోహం
ಒಪ್ಪಂದ,సంధి
ಯುದ್ಧದ ಮೂಲಕ ಪ್ರಯೋಗ (=ಯುದ್ಧದ ಮೂಲಕ ಜಾಡು),యుద్ధం ద్వారా విచారణ (=యుద్ధం ద్వారా కాలిబాట)
ಶ್ರದ್ಧಾಂಜಲಿ,నివాళి
ಶ್ರದ್ಧಾಂಜಲಿ,నివాళి
ಗೌರವ ಭೂಮಿ,నివాళి భూమి
ಟ್ರಿಪಲ್ ಮೈತ್ರಿ,ట్రిపుల్ కూటమి
ಟ್ರಿಪಲ್ ಎಂಟೆಂಟೆ,ట్రిపుల్ entente
ವಿಜಯೋತ್ಸವ,విజయం
ವಿಜಯೋತ್ಸವ,విజయం
ಪ್ರಕ್ಷುಬ್ಧತೆ,అలజడి
ನಿರಂಕುಶ ಹತ್ಯೆ,నిరంకుశ హత్య
ನಿರಂಕುಶ ಹತ್ಯೆ,నిరంకుశ హత్య
ದೌರ್ಜನ್ಯ,దౌర్జన్యం
ದೌರ್ಜನ್ಯ,దౌర్జన్యం
ನಿರಂಕುಶಾಧಿಕಾರಿ,నిరంకుశుడు
ಉಹ್ಲಾನ್,ఉహ్లాన్
ಉಕಾಸೆ,ఉకాసే
ಉಕಾಸೆ,ఉకాసే
ಉಲೇಮಾ,ఉలేమా
ಅಲ್ಟಿಮೇಟಮ್,అల్టిమేటం
ಅಲ್ಟಿಮೇಟಮ್,అల్టిమేటం
ಚಿಕ್ಕಪ್ಪ ಸ್ಯಾಮ್,సామ్ మామయ్య
ಅಂಡರ್-ಕಿಂಗ್,అండర్-కింగ్
ಯುನೈಟೆಡ್ ಐರಿಶ್‌ಮೆನ್,యునైటెడ్ ఐరిష్ మెన్
ವಿಶ್ವಸಂಸ್ಥೆ,ఐక్యరాజ్యసమితి
ಯುನೈಟೆಡ್ ಪ್ರಾಂತ್ಯಗಳು,యునైటెడ్ ప్రావిన్స్
ಯುನೈಟೆಡ್ ಪ್ರಾಂತ್ಯಗಳು,యునైటెడ్ ప్రావిన్స్
ಏಕರೂಪದ ಕೋಟೆ,అసమానమైన కోట
ಸಾರ್ವತ್ರಿಕ ರಾಜ,సార్వత్రిక చక్రవర్తి
ಸಾರ್ವತ್ರಿಕ ಮತದಾನದ ಹಕ್ಕು,సార్వత్రిక ఓటు హక్కు
ದಂಗೆ,తిరుగుబాటు
ದುರುಪಯೋಗ,దోపిడీ
ದರೋಡೆಕೋರ,దోపిడీదారుడు
ರಾಮರಾಜ್ಯ,ఆదర్శధామం
ವಿಧ್ವಂಸಕ,విధ్వంసం
ವಿಧ್ವಂಸಕತೆ,విధ్వంసం
ವ್ಯಾನ್ಗಾರ್ಡ್,వాన్గార్డ్
ವ್ಯಾನ್ಗಾರ್ಡ್,వాన్గార్డ్
ವ್ಯಾನ್ಗಾರ್ಡ್,వాన్గార్డ్
ವರಂಗಿಯನ್,వరంజియన్
ವರಂಗಿಯನ್ ಕಾವಲುಗಾರ,వరంజియన్ గార్డు
ವಾಸಲ್,వాసల్
ವಾಸಲ್,వాసల్
ವಾಸಲ್ ರಾಜ್ಯ,వాసల్ రాష్ట్రం
ವ್ಯಾಟಿಕನ್ ಕೌನ್ಸಿಲ್,వాటికన్ కౌన్సిల్
ಹಡಗು,ఓడ
ಹಡಗು,ఓడ
ಹಡಗು,ఓడ
ಉಪರಾಜ,ఉపరాజు
ವೈಸರಾಯ್,వైస్రాయ్
ವೈಸರಾಯಲ್ಟಿ=ವೈಸ್ರಾಯಶಿಪ್,వైస్రాయిల్టీ=వైస్రాయ్‌షిప్
ವಿಕ್ಟರ್,విక్టర్
ವಿಜಯ,విజయం
ವಿಲೀನ್,విలన్
ಪ್ರಯಾಣ,సముద్రయానం
ದುರ್ಬಲ ಕೋಟೆ,దుర్బలమైన కోట
ವಾಲ್ ಪೇಂಟಿಂಗ್,వాల్ పెయింటింగ్
ವಾಲ್ ಪೇಂಟಿಂಗ್,వాల్ పెయింటింగ్
ಯುದ್ಧ,యుద్ధం
ಯುದ್ಧಾಧಿಪತಿ,యుద్ధ ప్రభువు
ಯೋಧ,యోధుడు
ಯೋಧ,యోధుడు
ಯೋಧ,యోధుడు
ಯುದ್ಧನೌಕೆ,యుద్ధనౌక
ವಾಚ್-ವರ್ಡ್,వాచ్-వర్డ్
ಕಲ್ಯಾಣ ರಾಜ್ಯ,సంక్షేమ రాజ్యం
ಕಲ್ಯಾಣ ಕೆಲಸ,సంక్షేమ పనులు
ವಿಗ್,విగ్
ಬಿಳಿ ಧ್ವಜ,తెల్ల జెండా
ಬಿಳಿಯರ ಹೊರೆ,తెల్లవారి భారం
ವಿಶ್ವ ಸಾಮ್ರಾಜ್ಯ,ప్రపంచ సామ్రాజ్యం
ವಿಶ್ವ ಚಳುವಳಿ,ప్రపంచ ఉద్యమం
ವಿಶ್ವ ರಾಜಕೀಯ,ప్రపంచ రాజకీయాలు
ವಿಶ್ವ ಶಕ್ತಿ,ప్రపంచ శక్తి
ವಿಶ್ವ ಯುದ್ಧ,ప్రపంచ యుద్ధం
ವ್ರೀಕರ್,వ్రేకర్
ಧ್ವಂಸ ತಿದ್ದುಪಡಿ,ధ్వంసమైన సవరణ
ಕ್ಸೆನೆಲಾಸಿಸ್,జెనెలాసిస్
ಅನ್ಯದ್ವೇಷ,జెనోఫోబియా
ಯಾಂಕೀ,యాంకీ
ಹಳದಿ ಜಾಕೆಟ್,పసుపు రంగు గల చొక్కా
ಹಳದಿ ಮನುಷ್ಯ,పసుపు మనిషి
ಹಳದಿ ಅಪಾಯ,పసుపు ప్రమాదం
ಹಳದಿ ಪ್ರೆಸ್,పసుపు ప్రెస్
ಯಂಗ್ ಟರ್ಕ್ಸ್,యంగ్ టర్క్స్
ಜೀಯಸ್,జ్యూస్
ಜಿಯೋನಿಸಂ,జియోనిజం
ಝೋರಾಸ್ಟ್ರಿಯನ್ ಧರ್ಮ,జొరాస్ట్రియనిజం
