English,Kannada
Snow free,ಹಿಮ ಮುಕ್ತ
Snowfall,ಹಿಮಪಾತ
Social forestry,ಸಾಮಾಜಿಕ ಅರಣ್ಯ
Socket,ಮುಖಮಂಟಪ
Sodium,ಸೋಡಿಯಂ
Sodium azide,ಸೋಡಿಯಂ ಅಜೈಡ್
Soil,ಮಣ್ಣು
Soil pollution,ಭೂ ಮಾಲಿನ್ಯ
Soil profile,ಮಣ್ಣು ಪ್ರೊಫೈಲ್
Soil texture,ಮಣ್ಣಿನ ವಿನ್ಯಾಸ
Solanaceae,ಒಂದು ಬಗೆಯ ಲೇಪ
Solanum,ಗಗನಯಾತ್ರೆ
Solanum tuberosum,ಶೃಂಗಸಭೆ
Solar constant,ಸೌರ ಸ್ಥಿರ
Solar energy,ಸೌರಶಕ್ತಿ
Solar nebula,ಸೌರ ನೀಹಾರಿಕೆ
Solar radiation,ಸೌರ ವಿಕಿರಣಗಳು
Solar spectrum,ಸೌರ ವರ್ಣಪಟಲ
Solar system,ಸೌರ ಮಂಡಲ
Solenoid,ಕಶೇರುಕದ
Solidago,ಗಡಿ
Solitary axillary,ಏಕಾಂತ ಅಕ್ಷೀಯ
Soluble,ಕರಗಬಲ್ಲ
Soluble organic matter,ಸಾವಯವ
Soluble organic matter,ಸಾವಯವ
Solute,ದ್ರಾವಕ
Solute concentration,ದ್ರಾವಕ ಏಕಾಗ್ರತೆ
Solution,ಪರಿಹಾರ
Solution potential,ಪರಿಹಾರ ಸಂಭಾವ್ಯ
Solvent,ದ್ರಾವಕ
Somaclonal collection,ಒಂದು ಬಗೆಯ ಕಲೆ
Somaclone,ಪಂಥಿ
Somatic,ತಾರ್ಕಿಕ
Somatic embryo,ಭ್ರೂಣ ಭ್ರೂಣ
Somatic hybrid,ಸಮಾಯಾಸ್ಥ
Somatic hybridisation,ಭೀಕರವಾದ ಮಿಶ್ರಿತ
Somatoplasm,ಒಂದು ಬಗೆಯ ಉಣ್ಣೆಯಂಥ
Somatosensory area,ಸಮಾಟೊಸೆನ್ಸರಿ ಪ್ರದೇಶ
Somatosensory cortex,ಒಂದು ಬಗೆಯ ಕಾರ್ಟೆಕ್ಸ್
Somatostatin,ಒಂದು ಬಗೆಯ ಉಣ್ಣೆಯಂಥ
Somatotroph,ಒಂದು ಬಗೆಯ ಉಣ್ಣೆಯಂಥ
Sonography,ಏಕಾಗ್ರತೆ
Soot,ಮಸಿ
Sorosis,ಸೊರಗು
Sorus,ಕಸ
Sound level,ಉತ್ತಮ ಮಟ್ಟ
Soundproof insulating jacket,ಧ್ವನಿ ನಿರೋಧಕ ನಿರೋಧಕ ಜಾಕೆಟ್
Southern blotting,ದಕ್ಷಿಣದ ಬ್ಲಾಟಿಂಗ್
Space exploration technology,ಬಾಹ್ಯಾಕಾಶ ಪರಿಶೋಧನೆ ತಂತ್ರಜ್ಞಾನ
Space,ಸ್ಥಳ
Space,ಸ್ಥಳ
Spadix,ಚಿರತೆ
Spatial distribution,ಪ್ರಾದೇಶಿಕ ವಿತರಣೆ
Spatial scale,ಪ್ರಾದೇಶಿಕ ಪ್ರಮಾಣ
Spatulate,ಸ್ವಾರಸ್ಯಗೊಳಿಸು
Spawning,ಮೊಟ್ಟೆಯಿಡುವುದು
Spawning,ಮೊಟ್ಟೆಯಿಡುವುದು
Spear grass,ಈಟಿ ಹುಲ್ಲು
Speciation,ವಿವರಣೆ
Special creation,ವಿಶೇಷ ಸೃಷ್ಟಿ
Species,ಜಾತಿ
Species composition,ಜಾತಿಗಳ ಸಂಯೋಜನೆ
Species diversification,ಜಾತಿಗಳ ವೈವಿಧ್ಯೀಕರಣ
Species diversity,ಜಾತಿಗಳ ವೈವಿಧ್ಯತೆ
Species interaction,ಜಾತಿಗಳ ಸಂವಹನ
Species interdependence,ಜಾತಿಗಳ ಪರಸ್ಪರ ಅವಲಂಬನೆ
Species inventory,ಜಾತಿಗಳ ದಾಸ್ತಾನು
Species richness,ಜಾತಿಗಳ ಸಮೃದ್ಧ
Specific blood vessel,ನಿರ್ದಿಷ್ಟ ರಕ್ತನಾಳ
Specific endonuclease,ನಿರ್ದಿಷ್ಟ ಎಂಡೋನ್ಯೂಕ್ಲೀಸ್
Specific enzyme,ನಿರ್ದಿಷ್ಟ ಕಿಣ್ವ
Specific heat,ನಿರ್ದಿಷ್ಟ ಶಾಖ
Specific immunity,ನಿರ್ದಿಷ್ಟ ವಿನಾಯಿತಿ
Specific molecule,ನಿರ್ದಿಷ್ಟ ಅಣು
Specific name,ನಿರ್ದಿಷ್ಟ ಹೆಸರು
Specific receptor,ನಿರ್ದಿಷ್ಟ ಗ್ರಾಹಕ
Specific recognition sequence,ನಿರ್ದಿಷ್ಟ ಗುರುತಿಸುವಿಕೆ ಅನುಕ್ರಮ
Specific recognition site,ನಿರ್ದಿಷ್ಟ ಗುರುತಿಸುವಿಕೆ ಸೈಟ್
Specimen,ಮಾದರಿಯ
Spectrin,ರೋಹಿತ
Speech motor area,ಸ್ಪೀಚ್ ಮೋಟಾರ್ ಪ್ರದೇಶ
Sperm lysin,ವೀರ್ಯಾಣೆ ಲೈಸಿನ್
Sperm,ವೀರ್ಯ
Spermatheca,ವೀರ್ಯ
Spermatic cord,ವೀರ್ಯ ಬಂಡಿ
Spermatid (ia),ವೀರ್ಯಾಣು (ia)
Spermatocyte,ವೀರ್ಯಾಸ
Spermatocytogenesis,ವೀರ್ಯಾಣು ಜೀವಿ
Spermatogenesis,ವೀರ್ಯಾಣು ಪದಾರ್ಥ
Spermatogenic cell,ವೀರ್ಯಜನಕ ಕೋಶ
Spermatophore,ವೀರ್ಯಾಣು
Spermatophyte,ವೀರ್ಯಾಣು
Spermatozoa,ವೀರ್ಯಜೋವಾ
Spermiation,ವೀರ್ಯಾಣು
Spermiogenesis,ವೀರ್ಯಜನಕ
Sphaerosome,ಗೋಳ
Sphagnum,ಗುಳ್ಳೆ
Sphenodon,ಗೋಳಾಕಾರದ
Sphenopsid,ಗೋಳಾಕಾರದ
Sphenopsida,ಗೋಳು
Spherical,ಗೋಳಕದ
Sphincter,ಕಟಾಪ್ರ
Spicular cell,ಕಪಾಟು ಕೋಶ
Spicule,ಚೂರು
Spicule,ಚೂರು
Spike,ಏರಿಕೆ
Spikelet,ಹುಲ್ಲುಗಾರ್ತಿ
Spinal cord,ಬೆನ್ನು ಹುರಿ
Spinal nerve,ಬೆನ್ನುಮೂಳೆಯ ನರ
Spine,ಬೆನ್ನು
Spine,ಬೆನ್ನು
Spine,ಬೆನ್ನು
Spine,ಬೆನ್ನು
Spinous,ಹುರಿದುಂಬಿ
Spinule,ನಡು
Spiracle,ನದೆಗುಂದೆಯ
Spiral,ಸುರುಳಿಯಾಕಾರದ
Spirillina,ಸ್ಪಿರಾಲಿ
Spirillum,ಉಚ್ಚಾರಣಾ
Spirochaete,ನಾಳ
Spirogyra,ಸ್ಪಿರೋಗೈರಾ
Spirula,ಹುಲ್ಲುಗಾವಲು
Spirulina,ಉಗುರು
Spleen,ಗುಲ್ಮ
Splice site,ಸ್ಪ್ಲಿಸ್ ಸೈಟ್
Spliceosome,ಬಿಚ್ಚಿ
Splicing,ಜೋಡಣೆ
Split gene (interrupted),ಸ್ಪ್ಲಿಟ್ ಜೀನ್ (ಅಡ್ಡಿಪಡಿಸಲಾಗಿದೆ)
Splitter,ಚಂಚಲ
Splitting of water,ನೀರಿನ ವಿಭಜನೆ
Spoil,ಹಾಳು
Spoke,ಮಾತನಾಡುವ
Sponge,ಸ್ಪಂಜು
Spongilla,ಕಣ್ಣುಹಾಯುಗಳು
Spongin,ಕಟುಕ
Spongocoel,ಕಶೇರು
Spongy erectile tissue,ಸ್ಪಂಜಿನ ನಿಮಿರುವಿಕೆಯ ಅಂಗಾಂಶ
Spongy tissue,ಸ್ಪಂಜಿ ಅಂಗಾಂಶ
Spontaneous generation,ಸ್ವಾಭಾವಿಕ ಉತ್ಪಾದನೆ
Spontaneous mutation,ಸ್ವಾಭಾವಿಕ ರೂಪಾಂತರ
Spontaneous origin of life,ಜೀವನದ ಸ್ವಾಭಾವಿಕ ಮೂಲ
Spontaneous reaction,ಸ್ವಾಭಾವಿಕ ಪ್ರತಿಕ್ರಿಯೆ
Spooling,ಚಂಚಲವಾದ
Sporangia,ಚಿರತೆ
Spore,ಬೀಜಕ
Spore-bearing leaf,ಕಲೆಬಿಲಾದ ಎಲೆ
Sporophyll,ಚಿರತೆ
Sporophyte,ಬಿರಡೆಕಾಯಿ
Sporopollenin,ಸ್ಪೊರೊಪೊಲೆನ್
Sporozoan,ಚೂರುಗ
Sporozoite,ಸ್ಪಾರ್ಜೊಯಿಟ್
Spotted cuscus,ಗುರುತಿಸಿದ ಕುಸ್ಕಸ್
Spring wood,ವಸಂತ ಮರ
Spruce (Picea smithiana),ಸ್ಪ್ರೂಸ್ (ಪಿಸಿಯಾ ಸ್ಮಿಥಿಯಾನಾ)
Spur,ಉತ್ತೇಜಿಸು
Squamous epithelium,ಚಾಚು
Squash,ಚೂರು
Squid,ಚಾಚು
Squilla,ಸಣ್ಣ
Stabilisation,ಸ್ಥಿರೀಕರಣ
Stabilising selection,ಆಯ್ಕೆ ಸ್ಥಿರಗೊಳಿಸುವುದು
Stabilising the soil,ಮಣ್ಣನ್ನು ಸ್ಥಿರಗೊಳಿಸುವುದು
Stack,ಹಿಸುಕು
Stack,ಹಿಸುಕು
Stack,ಹಿಸುಕು
Stage clip,ರಂಗಪಡೆ
Stained speciman,ಬಣ್ಣದ ಮಾದರಿಯ
Stalk,ಕಾಂಡ
Stamen,ಕೇಡು
Staminode,ಸ್ಟಮಿನೋಡ್
Standing crop,ನಿಂತಿರುವ ಬೆಳೆ
Standing state,ನಿಂತ ರಾಜ್ಯ
Stapes,ಚಿರತೆ
Staphylococcus albus,ಸ್ಟ್ಯಾಫಿಲೋಕೊಕಸ್ ಆಲ್ಬಸ್
Star fish,ನಕ್ಷತ್ರ ಮೀನು
Starch,ಪಿಷ್ಟ
Stationary nucleus,ಸ್ಥಾಯಿ ನ್ಯೂಕ್ಲಿಯಸ್
Statin,ಪದದ
Stationay phase,ಸ್ಥಾಯಿ ಹಂತ
Statocyst (balance organ),ಸ್ಟ್ಯಾಟೊಸಿಸ್ಟ್ (ಬ್ಯಾಲೆನ್ಸ್ ಆರ್ಗನ್)
Statutory ban,ಶಾಸನಬದ್ಧ ನಿಷೇಧ
Steep density gradient,ಕಡಿದಾದ ಸಾಂದ್ರತೆಯ ಗ್ರೇಡಿಯಂಟ್
Stele,ಹಲ್ಲು
Stellar ganglion,ನಾಕ್ಷತ್ರಿಕ ಗ್ಯಾಂಗ್ಲಿಯಾನ್
Stellar evolution,ನಾಕ್ಷತ್ರಿಕ ವಿಕಸನ
Stem cell,ಕಾಂಡಕೋಶ
Stenohaline,ಸ್ಟೆನೊಹಾಲಿನ್
Stenothermal,ಬಗೆಗಿನ
Stent,ಉಗುಳು
Step,ಹಂತ
Steppe,ಹುಲ್ಲುಗಾವಲು
Sterile,ಬರಡಾದ
Sterile,ಬರಡಾದ
Sterile,ಬರಡಾದ
Sterile ambient,ಬರಡಾದ
Sterile worker bee,ಬರಡಾದ ಕೆಲಸಗಾರ ಜೇನುನೊಣ
Sterilisation,ಕ್ರಿಮಿಕೀಕರಣ
Sterilisation,ಕ್ರಿಮಿಕೀಕರಣ
Sterilisation,ಕ್ರಿಮಿಕೀಕರಣ
Sternum,ಚಂಚಲ
Sternum,ಚಂಚಲ
Steroid,ಚಿರಾಯಿಗೆ
Steroid hormone,ಚಿರತೆ ಉಂಗುರ
Sterol,ಕಬ್ಬಿಣದ
Sterol molecule,ಸ್ಟೆರಾಲ್ ಅಣುವಿನ
Stethoscope,ದರ್ಜೆ -ದರ್ಶಕ
Sticky,ಜಿಗುಟಾದ
Stiff hair,ಗಟ್ಟಿಮುಟ್ಟ
Stigma,ಕಳಂಕ
Stigma,ಕಳಂಕ
Stigma,ಕಳಂಕ
Stigma,ಕಳಂಕ
Stigma,ಕಳಂಕ
Still birth,ಇನ್ನೂ ಜನನ
Stilt root,ಸ್ಟಿಲ್ಟ್ ಬೇರು
Stimulant,ಉತ್ತೇಜಕ
Stimulation,ಪ್ರಚೋದನೆ
Stimulus,ಪ್ರಚೋದಕ
Sting ray,ಕುಟುಕು
Stinging cell,ಕುಟುಕುವ ಕೋಶ
Stinking composten,ಗಬ್ಬು ನಾರುವ ಕಾಂಪೋಸ್ಟನ್
Stipule,ಹೊಯ್ದಾಟ
Stirring type,ಪ್ರಚೋದಿಸುವ ಪ್ರಕಾರ
Stock,ಸ್ಟಾಕ್
Stock,ಸ್ಟಾಕ್
Stock,ಸ್ಟಾಕ್
Stolon,ಕಟಾವು
Stomach,ಹೊಟ್ಟೆ
Stomata,ಕಸಕ
Stomatal density,ಸ್ಟೊಮಾಟಲ್ ಸಾಂದ್ರತೆ
Stomochordata,ಕಸಾಯಿಖಾನೆ
Stormy phase,ಚಂಡಮಾರುತದ ಹಂತ
Stop,ನಿಲ್ಲಿಸು
Strain,ಬ ೦ ದಿಸು
Strategy of adaptation in plant,ಸಸ್ಯದಲ್ಲಿ ರೂಪಾಂತರದ ಕಾರ್ಯತಂತ್ರ
Stratification of vegetation,ಸಸ್ಯವರ್ಗದ ಶ್ರೇಣೀಕರಣ
Stratified squamous keratinised epithelium,ಶ್ರೇಣೀಕೃತ ಸ್ಕ್ವಾಮಸ್ ಕೆರಟಿನೈಸ್ಡ್ ಎಪಿಥೀಲಿಯಂ
Stratopause,ತತ್ತ್ವ
Stratosphere,ವಾಯುಮಂಡಲ
Stratospheric,ವಾಯುಭಾಷೆಯ
Stratum corneum,ಸ್ಟ್ರಾಟಮ್ ಕಾರ್ನಿಯಮ್
Stratum germinativum,ತಾರತಮ್ಯ
Stratum granulosum,ಗ್ರ್ಯಾಟುಲೋಸಂ
Stratum lucidum,ತುತ್ತೂರಿ ಲುಸಿಡಮ್
Strawberry,ಸ್ಟ್ರಾಬೆರಿ
Streaming movement,ಸ್ಟ್ರೀಮಿಂಗ್ ಚಲನೆ
Streptobacillus,ಸ್ಟ್ರೆಪ್ಟೊಬಾಸಿಲಸ್
Streptococcus,ಸ್ಟ್ರೆಪ್ಟೊಕೊಕಸ್
Streptococcus pneumoniae,ಸ್ಟ್ರೆಪ್ಟೋಕೊಕಸ್ ನ್ಯುಮೋನಿಯಾ
Streptokinase,ಸ್ಟ್ರೆಪ್ಟೋಕಿನೇಸ್
Striated appearance,ಹತೋಟಿ ನೋಟ
Striated muscle,ಹಿಸುಕುವ
Striation,ಶತ್ರು
Striation,ಶತ್ರು
Strict osmoregulator,ಕಟ್ಟುನಿಟ್ಟಾದ ಆಸ್ಮೋರ್ಗ್ಯುಲೇಟರ್
Striga,ಪಟಲ
Strip cropping,ಸ್ಟ್ರಿಪ್ ಬೆಳೆ
Strobilus,ಚೂರು
Strom water,ಹಲ್ಲು ನೀರು
Stroma,ಚೂರು
Stromal tissue,ಅಂಗುಳು
Strong reducing agent,ಬಲವಾದ ಕಡಿಮೆಗೊಳಿಸುವ ಏಜೆಂಟ್
Strontium-90,ಸ್ಟ್ರಾಂಷಿಯಂ -90
Structural protein,ರಚನಾ ಪ್ರೋಟೀನ್
Struggle for existence,ಅಸ್ತಿತ್ವಕ್ಕಾಗಿ ಹೋರಾಟ
Struthio,ಗಡಿ
Strychnine,ಕಂಟಕಿಯ
Stunted growth,ಕುಂಠಿತ ಬೆಳವಣಿಗೆ
Stunting,ಕುತೂಹಲ
Style,ಶೈಲಿ
Style,ಶೈಲಿ
Stylopodium,ಶೈಲಪೂಧದ
Stylopodium,ಶೈಲಪೂಧದ
Sub aerial modification,ಉಪ ವೈಮಾನಿಕ ಮಾರ್ಪಾಡು
Sub culturing,ಉಪ ಸಂಸ್ಕರಣೆ
Sub soil,ಉಪ ಮಣ್ಣು
Sub unit,ಉಪ ಘಟಕ
Sub unit,ಉಪ ಘಟಕ
Subclass,ಉಪವರ್ಗ
Subclavian artery,ಸಬ್‌ಕ್ಲಾವಿಯನ್ ಅಪಧಮನಿ
Subcutaneous,ಸುಧಾರಣೆಯ
Subfibre,ಚಿರತೆ
Subjective approach,ವ್ಯಕ್ತಿನಿಷ್ಠ ವಿಧಾನ
Sublingual gland,ಸೃಜನಶಾಧಿ ಗ್ರಂಥಿ
Submandibular ganglion,ಸಬ್‌ಮ್ಯಾಂಡಿಬ್ಯುಲರ್ ಗ್ಯಾಂಗ್ಲಿಯಾನ್
Submandibular salivary gland,ಸಬ್‌ಮ್ಯಾಂಡಿಬ್ಯುಲರ್ ಲಾಲಾರಸ ಗ್ರಂಥಿ
Submerged,ಮುಳುಗಿದ
Submerged leaf,ಮುಳುಗಿದ ಎಲೆ
Submergence,ಮುಳುಗುವಿಕೆ
Submetacentric,ಮೊದಲಿನ
Submucosa,ಸಬ್‌ಕೊಸಾ
Submucosa,ಸಬ್‌ಕೊಸಾ
Subneural vessel,ನೆಗೆಲು
Suboesophageal ganglion,ಸಬೊಸೊಫೇಜಿಲ್ ಗ್ಯಾಂಗ್ಲಿಯಾನ್
Subpopulation,ಸ್ಥಳಾವಕಾಶ
Subspecies,ಉಪಜಾತಿಗಳು
Substage condenser,ಸಜ್ಜುಗೊಂಡು
Substitution,ಬದಲಾವಣೆ
Substomatal chamber,ಸಕಲಿಯ ಕೋಣೆ
Substrate-binding site,ತಲಾಧಾರ-ಬಂಧಿಸುವ ತಾಣ
Substrate,ತಲಾಧಾರ
Substrate,ತಲಾಧಾರ
Substratum,ತಲೆಗುರುಕು
Subtropical,ಉಪಪ್ರದೇಶದ
Subtubule,ಉಪನಾಯ
Successive higher trophic level,ಸತತ ಹೆಚ್ಚಿನ ಟ್ರೋಫಿಕ್ ಮಟ್ಟ
Succinate dehydrogenase,ನಿರ್ಜಲೀಕರಣ
Succinic dehydrogenase,ಕರ್ಣೀಯ ಡಿಹೈಡ್ರೋಜಿನೇಸ್
Succinyl coenzyme,ಸಕ್ಸಿನೈಲ್ ಕೋನ್ಜೈಮ್
Succulence,ತುತ್ತವಾಗಿರುವುದು
Succulent,ರಸವತ್ತಾದ
Sucker,ಮುಳುಗುವವನು
Sucker,ಮುಳುಗುವವನು
Sucker fish,ಸಕ್ಕರೆ ಮೀನು
Sucking root,ಹೀರುವ ಮೂಲ
Sucrose,ಸ್ರೋಸ್
Sugar,ಸಕ್ಕರೆ
Sulcus (small groove),ಸಲ್ಕಸ್ (ಸಣ್ಣ ತೋಡು)
Sulphur,ಗಂಧಕ
Sulphur granule,ಗಂಧಕದ ಹರಳು
Sunhemp,ಸನ್ಹೆಂಪ್
Sundew,ಸುದ್ರು
Sunken stomata,ಮುಳುಗಿದ ಸ್ಟೊಮಾಟ
Sunshine,ಬಿಸಿಲು
Superclass,ಸೂಪರ್ ಕ್ಲಾಸ್
Super coiling,ಸೂಪರ್ ಕಾಯಿಲಿಂಗ್
Superior and inferior palea,ಶ್ರೇಷ್ಠ ಮತ್ತು ಕೆಳಮಟ್ಟದ ಪಾಲಿಯಾ
Superior cerebellar peduncle,ಉನ್ನತ ಸೆರೆಬೆಲ್ಲಾರ್ ಪೆಡಂಕಲ್
Superior colliculus,ಉನ್ನತ ಕೊಲಿಕ್ಯುಲಸ್
Superior female,ಶ್ರೇಷ್ಠ ಹೆಣ್ಣು
Superior male,ಶ್ರೇಷ್ಠ ಪುರುಷ
Superior mesenteric ganglion,ಉನ್ನತ ಮೆಸೆಂಟೆರಿಕ್ ಗ್ಯಾಂಗ್ಲಿಯಾನ್
Superior ovary,ಶ್ರೇಷ್ಠ ಅಂಡಾಶಯ
Supernatant,ಶ್ರೇಷ್ಠ
Superposed,ಅತಿರೇಕದ
Superscript,ಸೂಪರ್‌ಸ್ಕ್ರಿಪ್ಟ್
Superscript,ಸೂಪರ್‌ಸ್ಕ್ರಿಪ್ಟ್
Supraoesophageal ganglion,ಸುಪ್ರಾವೆಸೊಫೇಜಿಲ್ ಗ್ಯಾಂಗ್ಲಿಯಾನ್
Suprascapula,ಸುಪ್ರಾಸ್ಕಪುಲಾ
Surface antigen,ಮೇಲ್ಮೈ ಪ್ರತಿಜನಕ
Surface area,ಮೇಲ್ಮೈ ಪ್ರದೇಶದ
Surface dweller,ಮೇಲ್ಮೈ ನಿವಾಸಿ
Surface sterilization,ಮೇಲ್ಮೈ ಕ್ರಿಮಿನಾಶಕ
Surgery,ಶಸ್ತ್ರದಳರಿ
Surgical intervention,ಶಸ್ತ್ರಚಿಕಿತ್ಸೆಯ ಹಸ್ತಕ್ಷೇಪ
Surrogate mother,ಬಾಡಿಗೆ ತಾಯಿ
Survival,ಉಳಿ
Susceptibility,ಪ್ರಭಾವಕ್ಕೆ
Suspension culture,ಅಮಾನತು ಸಂಸ್ಕೃತಿ
Suspensory ligament,ಅಮಾನತುಗೊಲು
Sustainable agriculture,ಸುಸ್ಥಿರ ಕೃಷಿ
Sustainable development,ಸುಸ್ಥಿರ ಅಭಿವೃದ್ಧಿ
Suture,ಹೊಲಿಗೆ
Svedberg unit,ಸ್ವೆಡ್ಬರ್ಗ್ ಘಟಕ
Swallow tailed butterfly,ಟೈಲ್ಡ್ ಚಿಟ್ಟೆಯನ್ನು ನುಂಗಿಕೊಳ್ಳಿ
Swallowing,ನುಂಗುವುದು
Swamp,ಜಗಳ
Swarm,ಹಿಂಡು
Sweat,ಬೆವರು
Sweat gland,ಬೆವರು ಗ್ರಂಥಿ
Sweating,ಬೆವರುವುದು
Sweating,ಬೆವರುವುದು
Sweet clover,ಸಿಹಿ ಕ್ಲೋವರ್
Swiss cheese,ಸ್ವಿಸ್ ಚೀಸ್
Sword fish,ಕತ್ತಿ ಮೀನು
Swordtail fish,ಕತ್ತಿ ಬೇರಿನ ಮೀನು
Sycon,ಸಿನ್ಕಾನ್
Syconus,ಸಿನೊನಸ್
Symbiont,ಸಂಕೇತ
Symbiotic,ಸಹಜೀವನದ
Symbiosis,ಸಹಜೀವನ
Symbiotic nitrogen fixer,ಸಹಜೀವನದ ಸಾರಜನಕ ಫಿಕ್ಸರ್
Symbiotic nitrogen fixation,ಸಹಜೀವನದ ಸಾರಜನಕ ಸ್ಥಿರೀಕರಣ
Symbol,ಚಿಹ್ನೆ
Symbolic,ಸಾಂಕೇತಿಕ
Symmetrical,ಸಮ್ಮಿತೀಯ
Sympathetic,ಸಹಾನುಭೂತಿಯ
Sympathetic ganglion chain,ಸಹಾನುಭೂತಿಯ ಗ್ಯಾಂಗ್ಲಿಯಾನ್ ಸರಪಳಿ
Sympatric speciation,ಸಹಾನುಭೂತಿ ವಿವರಣೆ
Symphysis,ಸಿಂಫಿಸಿಕೆ
Symplasm,ಸಂಕೇತ
Symplastic path,ಸಿಂಪ್ಲಾಸ್ಟಿಕ್ ಹಾದಿ
Symport,ನ ೦ ಬಿಕೆ
Synapse,ಸ ೦ ತಕಾಯ
Synapsid,ಸಿನಾಪ್ಸಿಮಿ
Synapsis,ಸಿನಾಪ್ಸಿಸ್
Synapsis,ಸಿನಾಪ್ಸಿಸ್
Synaptic cleft,ಸಿನಾಪ್ಟಿಕ್ ಸೀಳು
Synaptic knob (knot),ಸಿನಾಪ್ಟಿಕ್ ನಾಬ್ (ಗಂಟು)
Synaptic vesicle,ಸಿನಾಪ್ಟಿಕ್ ಕೋಶಕ
Synaptonemal complex,ಸಿನಾಪ್ಟೋನ್ಮಲ್ ಸಂಕೀರ್ಣ
Syncarpous,ಸಿಂಕೆ
Syncytium,ಸನ್ನಿ
Syncytium,ಸನ್ನಿ
Syndrome,ರೋಗಗಳು
Synecology,ಸೈನಿಕಾಲಜಿ
Synergid,ಸಹರಿ
Synergistic,ಸಹಕ್ರಿಯೆಯ
Syngamy,ಸೇನಾ
Synovial cavity,ಸೈದೋವಿಯಲ್ ಕುಹರ
Synovial fluid,ಸೈನೋವಿಯಲ್ ದ್ರವ
Synthesis,ಸಂಶ್ಲೇಷಣೆ
Synthetic,ಸಂಶ್ಲೇಷಿತ
Synthetic character,ಸಂಶ್ಲೇಷಿತ ಪಾತ್ರ
Syphilis,ಸಿಫಿಲಿಸ್
Systematics,ವ್ಯವಸ್ಥಿತತಾವಾದಿ
Systemic circulation,ವ್ಯವಸ್ಥಿತ ಪರಿಚಲನೆ
Systemic disorder,ವ್ಯವಸ್ಥಿತ ಕಾಯಿಲೆ
Systole,ಅವಿವೇಕಿ
T-cytotoxic cell,ಟಿ-ಸೈಟೊಟಾಕ್ಸಿಕ್ ಕೋಶ
T-helper cell,ಟಿ-ಹಿಪ್ಪರ್ ಕೋಶ
Tactic movement,ತಂತ್ರದ ಚಲನೆ
Tactile stimulus,ಸ್ಪರ್ಶ
Tadpole,ತಳ್ಳುವಾದ
Taenia,ತಳಹದ
Tagetes petula,ಟಾಗೆಟ್ಸ್ ಪೆಟುಲಾ
Taichung native I,ತೈಚುಂಗ್ ಸ್ಥಳೀಯ ನಾನು
Tamarind,ಹುರೈಂಡ್
Tamarix,ತಾಮರಿಕ್ಸ್
Tandom repeat,ಟೈಂಡಮ್ ಪುನರಾವರ್ತನೆ
Tandu,ತಿರುವು
Tannin,ಹಳ್ಳ
Tap root system,ರೂಟ್ ಸಿಸ್ಟಮ್ ಟ್ಯಾಪ್ ಮಾಡಿ
Tape worm,ಟೇಪ್ ಹುಳು
Tapetum,ತೇಪೆ
Tapioca,ಒಂದು ಬಗೆಯ ಉಣ್ಣಿ
Taratogen,ತಾರಗಂಜ
Taraxacum,ತಾರಕ್ಸಕಮ್
Tarsal,ತಾರಿಯ
Tarsier simians,ಟಾರ್ಸಿಯರ್ ಸಿಮಿಯನ್ಸ್
Tarsus,ಗಾಡಿ
Taste bud,ರುಚಿ ಮೊಗ್ಗು
Taste pore,ರುಚಿ ರಂಧ್ರ
Taste receptor,ರುಚಿ ಗ್ರಾಹಕ
Tautomerism,ಬಿಗಿಯಾದ ಹಾದಿ
Taxol,ತೂರಿಸು
Taxon,ಹುಲ್ಲುಗಾವಲು
Taxonomic group,ಜೀವಿವರ್ಗೀಕರಣ ಶಾಸ್ತ್ರ
Taxonomic hierarchy,ಜೀವಿವರ್ಗೀಕರಣದ ಕ್ರಮಾನುಗತ
Taxonomist,ಭಾಷಾ ವಿಜ್ಞಾನಿ
Taxonomy,ಜೀವಿವರ್ಗೀಕರಣ ಶಾಸ್ತ್ರಗಳು
T-DNA,ಟಿ-ಡಿಎನ್‌ಎ
Technology,ತಂತ್ರಜ್ಞಾನ
Tectorial membrane,ಗುಡ್ಡದ ಪೊರೆಯ
Tegmen,ತಪಾಸು
Tegument,ಮಜಲು
Teichoic acid,ಟಿಕೋಯಿಕ್ ಆಮ್ಲ
Telegraphic signal transmission,ಟೆಲಿಗ್ರಾಫಿಕ್ ಸಿಗ್ನಲ್ ಪ್ರಸರಣ
Telencephalon,ಟೆಲಿನ್ಸ್ಫಾಲ
Telocentric,ಲೋಕದ
Telomere,ಕಾಲಹಣ
Telophase,ಜಿಲ್ಲಾ
Telophase,ಜಿಲ್ಲಾ
Temperate,ಸಮಶೀತೋದ್ದರುವ
Temperate broad leaf forest biome,ಸಮಶೀತೋಷ್ಣ ವಿಶಾಲ ಎಲೆ ಅರಣ್ಯ ಬಯೋಮ್
Temperate coniferous forest,ಸಮಶೀತರ
Temperate grassland,ಸಮಶೀತೋಷ್ಣ ಹುಲ್ಲುಗಾವಲು
Temperate needle leaf forest biome,ಸಮಶೀತೋಷ್ಣ ಸೂಜಿ ಎಲೆ ಅರಣ್ಯ ಬಯೋಮ್
Temperature,ತಾಪಮಾನ
Template,ಟೆಂಪ್ಲೇಟು
Template DNA,ಟೆಂಪ್ಲೇಟ್ ಡಿಎನ್‌ಎ
Temporal,ತಾತ್ಕಾಲಿಕ
Temporal,ತಾತ್ಕಾಲಿಕ
