Tamil,Odiya
சர்வோ மெக்கானிக்கல் முறை,ସର୍ଭୋ ଯାନ୍ତ୍ରିକ ପଦ୍ଧତି |
சர்வோ ரெகோடர்,ସର୍ଭୋ ରିକୋଡର୍ |
அலங்கார நேரம்,ସାଜସଜ୍ଜା ସମୟ |
சரிசெய்தல் காலம்,ଆଡଜଷ୍ଟମେଣ୍ଟ ଅବଧି
எண்கோண குறிவிலக்கி,ଅଷ୍ଟାଙ୍ଗୀୟ ଡିକୋଡର୍ |
சப்தகாண்ட காட்சி,saptkhanda ପ୍ରଦର୍ଶନ
நிழல் கவர்; நிழல் முகமூடி,ଛାୟା ଆବରଣ; ଛାୟା ମାସ୍କ |
நிழல் நினைவகம்,ଛାୟା ସ୍ମୃତି
ஷானனின் தேற்றம்,ଶାନନ୍ଙ୍କ ତତ୍ତ୍। |
அடுக்கு வாழ்க்கை,ସଂରକ୍ଷଣ ବୟସ
பாதுகாக்கும்,ସଂରକ୍ଷଣକାରୀ |
பரிமாற்ற கவுண்டர்,ସ୍ଥାନାନ୍ତର କାଉଣ୍ଟର
இடப்பெயர்ச்சி பதிவு,ବିସ୍ଥାପନ ରେଜିଷ୍ଟର |
அதிர்ச்சி தூண்டுதல்,ଶକ୍ ଉତ୍ତେଜନା |
அதிர்ச்சி நெருக்கடி,ଶକ୍ ସଙ୍କଟ |
குறுகிய பாதை தற்போதைய,କ୍ଷୁଦ୍ର ପଥ ପ୍ରବାହ
குறுகிய சுற்று பாதுகாப்பு,ସର୍ଟ ସର୍କିଟ ସୁରକ୍ଷା
குறுகிய விளைவு,ସଂକ୍ଷିପ୍ତ ପ୍ରଭାବ
"சத்தம், ஷாட் சத்தம்","ଗର୍ଜନ, ଗୁଳି ଶବ୍ଦ |"
சுருக்கப்பட்ட தாமதக் கோடு,ବିଳମ୍ବିତ ରେଖା
சுட்டு சத்தம்,ଗୁଳି ଶବ୍ଦ
பக்க பாதை,ପାର୍ଶ୍ୱ ପଥ
நடைபாதை மின்னோட்டம்,ରାସ୍ତା କଡ଼
shunt சாதனம்,ଶଣ୍ଟ୍ ଡିଭାଇସ୍ |
ஷன்ட் ரீசார்ஜ்,ରିଚାର୍ଜ
ஷன்ட் மீட்டர்,ଶଣ୍ଟ ମିଟର |
பக்க சுற்று,ପାର୍ଶ୍ୱ ସର୍କିଟ |
shunt வகுப்பு ஜோடி,କ୍ଲାସ୍ ଦମ୍ପତି
பக்க இசைக்குழு,ପାର୍ଶ୍ୱ ବ୍ୟାଣ୍ଡ |
பக்கவாட்டு சத்தம்,ପାର୍ଶ୍ୱ ବ୍ୟାଣ୍ଡ ଶବ୍ଦ |
பக்கவாட்டு கேரியர் அதிர்வெண்,ଲାଟେରାଲ୍ କ୍ୟାରିଅର୍ ଫ୍ରିକ୍ୱେନ୍ସି |
"பக்கவாட்டு மாற்றம், பக்கவாட்டு லாவ்","ଲାଟେରାଲ୍ ସିଫ୍ଟ, ଲାଟେରାଲ୍ ଲାଭ୍ |"
குரல்கள்,କଣ୍ଠଦାନ
சீமென்ஸ்,ସିମେନ୍ସ
சின்ன பெட்டி,ପ୍ରତୀକ ବାକ୍ସ
குறி அளவு,ଚିହ୍ନ ଆକାର
தொகுதி எண்ணைக் குறிக்கவும்,ଭଲ୍ୟୁମ୍ ନମ୍ବର ଚିହ୍ନିତ କର |
சமிக்ஞை பகுப்பாய்வு,ସଙ୍କେତ ବିଶ୍ଳେଷଣ |
சமிக்ஞை கண்டறிதல்,ସଙ୍କେତ ଡିଟେକ୍ଟର |
சமிக்ஞை ஜெனரேட்டர்,ସଙ୍କେତ ଜେନେରେଟର
சமிக்ஞை துருவ தனிமைப்படுத்தி,ସଙ୍କେତ ପୋଲାର ବିଚ୍ଛିନ୍ନକାରୀ |
சமிக்ஞை அளவீடு,ସଙ୍କେତ ପରିମାଣ
சமிக்ஞை தீவிரம்,ସଙ୍କେତ ତୀବ୍ରତା |
சிக்னல்-டு-பேர் விகிதம்,ସଙ୍କେତ-ରୁ-ଖାଲି ଅନୁପାତ |
சிலிக்கான் கட்டுப்படுத்தப்பட்ட திருத்தி,ସିଲିକନ୍ ନିୟନ୍ତ୍ରିତ ରେକ୍ଟିଫାୟର୍ |
சிலிக்கான் கட்டுப்படுத்தப்பட்ட சுவிட்ச்,ସିଲିକନ୍ ନିୟନ୍ତ୍ରିତ ସୁଇଚ୍ |
சிலிக்கான் டை ஆக்சைடு,ସିଲିକନ୍ ଡାଇଅକ୍ସାଇଡ୍ |
சிலிக்கான் வாயில்,ସିଲିକନ୍ ଗେଟ୍ |
சிலிக்கான் நைட்ரைடு,ସିଲିକନ୍ ନାଇଟ୍ରାଇଡ୍ |
சிலிக்கான்-ஆக்சைடு முறை,ସିଲିକନ୍-ଅକ୍ସାଇଡ୍ ପଦ୍ଧତି |
சிலிக்கான் டிரான்சிஸ்டர்,ସିଲିକନ୍ ଟ୍ରାନଜିଷ୍ଟର
சிலிக்கான் தாங்கல்,ସିଲିକନ୍ ବଫର୍ |
பட்டு உறை,ରେଶମ ଆବରଣ |
சிம்ப்ளக்ஸ் குறியீடு,ସିମ୍ପ୍ଲେକ୍ସ କୋଡ୍ |
ஒற்றை இணைப்பு,ଏକକ ଲିଙ୍କ୍ |
உருவகப்படுத்தப்பட்ட ஊக்கி,ଅନୁକରଣକାରୀ ପ୍ରେରଣାଦାତା |
உருவகப்படுத்துதல் முறை,ଅନୁକରଣ ପଦ୍ଧତି
முன்மாதிரி,ଏମୁଲେଟର
சைன் ஃபலன் ஜெனரேட்டர்,ସାଇନ ଫାଲାନ ଜେନେରେଟର |
சைன் ஒருங்கிணைந்த,ସାଇନ ଇଣ୍ଟିଗ୍ରାଲ୍ |
சைன் சதுர அலை மாற்றி,ସାଇନ ବର୍ଗ ତରଙ୍ଗ କନଭର୍ଟର |
சைன் அலை தொகுப்பு,ସାଇନ ତରଙ୍ଗ ସିନ୍ଥେସିସ୍ |
சைன்-சதுர அலை ஜெனரேட்டர்,ସାଇନ-ବର୍ଗ ତରଙ୍ଗ ଜେନେରେଟର |
ஒற்றை பலகை கணினி,ଏକକ ବୋର୍ଡ କମ୍ପ୍ୟୁଟର |
ஒற்றை கொள்ளளவு இழப்பீடு,ଏକକ କ୍ଷମତା କ୍ଷତିପୂରଣ |
ஒற்றை சிப் நுண்செயலி,ଏକକ ଚିପ୍ ମାଇକ୍ରୋପ୍ରୋସେସର୍ |
ஒற்றை அடர்த்தி வட்டு,ଏକକ ଘନତା ଡିସ୍କ |
ஒற்றை நரம்பு வெளியீடு,ଏକକ ଶିରା ଆଉଟପୁଟ୍
ஒற்றை-துருவ இருதிட்டம் சுவிட்ச்,ଏକକ-ପୋଲ ବିପ୍ରୋଜେକ୍ଟ ସୁଇଚ୍ |
சோலோ பிளேபேக் பேண்ட் (SSB),ସୋଲୋ ପ୍ଲେବ୍ୟାକ୍ ବ୍ୟାଣ୍ଡ (SSB)
ஒற்றை பக்க வட்டு,ଏକକ ପାର୍ଶ୍ୱ ଡିସ୍କ |
ஒற்றை வாய்ப்புள்ள adc,ଏକକ ପ୍ରବଣ adc
ஒற்றை நிலை செயல்படுத்தல்,ଏକକ ପର୍ଯ୍ୟାୟ ନିଷ୍ପାଦନ
ஒற்றை விநியோக செயல்பாட்டு பெருக்கி,ଏକକ ଯୋଗାଣ କାର୍ଯ୍ୟକ୍ଷମ ଆମ୍ପ୍ଲିଫାୟର୍ |
ஒற்றை விநியோக செயல்பாடு,ଏକକ ଯୋଗାଣ କାର୍ଯ୍ୟ
மூழ்குதல்,ବୁଡ ପକାଇବା |
சைனூசாய்டல் பதில்,ସାଇନୋସଏଡାଲ୍ ପ୍ରତିକ୍ରିୟା |
சைனூசாய்டல் அலை,ସାଇନୋସଏଡାଲ୍ ତରଙ୍ଗ |
வளைவு கடிகாரம்,ସ୍କେକ୍ ଘଣ୍ଟା |
மேற்பரப்பு விளைவு,ଭୂପୃଷ୍ଠ ପ୍ରଭାବ |
தொகுதி அலை,ଭଲ୍ୟୁମ୍ ତରଙ୍ଗ
வான அலை பரிமாற்றம்,ଆକାଶ ତରଙ୍ଗ ସଂକ୍ରମଣ
கீழ்நிலை,ଅଧସ୍ତନ |
செயலற்ற முறை,ସୁପ୍ତ ମୋଡ୍ |
படி மோட்டார்,ଷ୍ଟେପ୍ ମୋଟର |
sluice rate,ସ୍ଲୁଇସ୍ ହାର
ப்ரோன் டிடெக்டர்,ପ୍ରବଣ ଡିଟେକ୍ଟର |
துளையிடப்பட்ட கோடு,ସ୍ଲଟ୍ ରେଖା |
மங்கலான உருகி,ଅଳ୍ପ ଫ୍ୟୁଜ୍ |
மெதுவாக ஸ்கேன் செய்யும் தொலைக்காட்சி,ଧୀର ସ୍କାନିଂ ଟେଲିଭିଜନ |
சிறிய ஒருங்கிணைப்பு (SSI),ଛୋଟ ଏକୀକରଣ (SSI)
குறுகிய சமிக்ஞை பகுப்பாய்வு,ସଂକ୍ଷିପ୍ତ ସଙ୍କେତ ବିଶ୍ଳେଷଣ |
குறுகிய சமிக்ஞை மாதிரி,ସଂକ୍ଷିପ୍ତ ସଙ୍କେତ ମଡେଲ୍ |
ஸ்மார்ட் கார்டு,ସ୍ମାର୍ଟ କାର୍ଡ |
புத்திசாலி ரசிகர்,ସ୍ମାର୍ଟ ପ୍ରଶଂସକ |
ஸ்மெடிக் படிக,ସ୍ମେକ୍ଟିକ୍ ସ୍ଫଟିକ୍ |
ஸ்மித் விளக்கப்படம்,ସ୍ମିଥ୍ ଚାର୍ଟ |
புகை கண்டறிதல்,ଧୂଆଁ ଡିଟେକ୍ଟର |
அழிக்கும்,ଲିଭାଇବା
பனி விளைவு,ତୁଷାର ପ୍ରଭାବ
அதிர்ச்சி உறிஞ்சும் கருவி,ଶକ୍ ଅବଶୋଷକ |
அதிர்ச்சி உறிஞ்சும் சுற்று,ଶକ୍ ଅବଶୋଷଣ ସର୍କିଟ୍ |
அதிர்ச்சி மின்னோட்டம்,ଶକ୍ କରେଣ୍ଟ୍ |
சாக்கெட்,ସକେଟ୍
மென்மையான நகல்,ସଫ୍ଟ କପି
மென்மையான திரும்புதல்,ମୃଦୁ ଫେରସ୍ତ
மென்மையான செறிவு,ନରମ ପରିପୂର୍ଣ୍ଣତା |
மென்மையான தொடக்கம்,ନରମ ଆରମ୍ଭ
மென்பொருள்,ସଫ୍ଟୱେର୍
சூரிய மின்கலம்,ସ ar ର କୋଷ |
சோலார் பேனல்கள்,ସ ar ର ପ୍ୟାନେଲ୍ |
சாலிடர்,ସୋଲଡର
சாலிடர் பாலம்,ସୋଲଡର ବ୍ରିଜ୍ |
சோலனாய்டு,ସୋଲେନଏଡ୍ |
திட நிலை கண்டறிதல்,କଠିନ ଷ୍ଟେଟ ଡିଟେକ୍ଟର |
திட நிலை சாதனம்,କଠିନ ରାଜ୍ୟ ଉପକରଣ |
திட நிலை ரிலே,କଠିନ ସ୍ଥିତି ରିଲେ |
சோனார்,ସୋନାର |
SOS,SOS
குரல் செயல்படுத்தப்பட்ட சுவிட்ச்,ଭଏସ୍ ଆକ୍ଟିଭେଟ୍ ସୁଇଚ୍ |
ஒலி ஜெனரேட்டர்,ଶବ୍ଦ ଜେନେରେଟର
மூல குறியீடு,ଉତ୍ସ କୋଡ୍
மூல குறியீட்டு முறை,ଉତ୍ସ କୋଡିଂ
மூல இணைக்கப்பட்டது,ଉତ୍ସ ଯୋଡି ହୋଇଛି |
மூல வட்டு,ଉତ୍ସ ଡିସ୍କ |
மூலப் பின்னல்,ଉତ୍ସ ଟ୍ରେଲିଂ |
மூல பிரதிபலிப்பு குறியீட்டு முறை,ଉତ୍ସ ପ୍ରତିଫଳନ କୋଡିଂ |
"விண்வெளி, விண்வெளி, விண்வெளி, வானம்","ସ୍ଥାନ, ସ୍ଥାନ, ସ୍ଥାନ, ଆକାଶ |"
ஸ்பேஸ் பார்,ସ୍ପେସ୍ ବାର୍
இடைநிலை உந்துதல்,ଆନ୍ତରିକତା
மல்டிபிளக்சர் ஸ்பேஸ்/ஸ்டீரியோ பிரிவு,ମଲ୍ଟିପ୍ଲେକ୍ସର୍ ସ୍ପେସ୍ / ଷ୍ଟେରିଓ ଡିଭିଜନ୍ |
இடைவெளி வகுக்கப்பட்ட மல்டிபிளெக்சிங்,ବ୍ୟବଧାନ ବିଭାଜିତ ମଲ୍ଟିପ୍ଲେସିଙ୍ଗ୍ |
கவரேஜ் உயர் விகிதம்,କଭରେଜ୍ ଉଚ୍ଚ ଅନୁପାତ |
விண்வெளி அலை,ସ୍ପେସ୍ ତରଙ୍ଗ |
தீப்பொறி இடைவெளி,ପ୍ରଜ୍ୱଳିତ ବ୍ୟବଧାନ |
spdt சொடுக்கி,spdt ସୁଇଚ୍
பேச்சாளர்,ବକ୍ତା
விவரக்குறிப்பு தாள்,ନିର୍ଦ୍ଦିଷ୍ଟକରଣ ସିଟ୍ |
"ஸ்பெக்ட்ரம், ஸ்பெக்ட்ரம்","ସ୍ପେକ୍ଟ୍ରମ୍, ସ୍ପେକ୍ଟ୍ରମ୍"
நிறமாலை பகுப்பாய்வி,ସ୍ପେକ୍ଟ୍ରାଲ୍ ଆନାଲିଜର୍ |
"பேச்சு தொகுப்பு, குரல் தொகுப்பு","ବକ୍ତବ୍ୟ ସିନ୍ଥେସିସ୍, ଭଏସ୍ ସିନ୍ଥେସିସ୍ |"
இயங்கும் மின்தேக்கி,ଚାଲୁଥିବା କ୍ୟାପେସିଟର୍ |
கோலிக் எதிர்ப்பு,ଆଣ୍ଟି କୋଲିକ୍ |
சுழற்சி நிலைப்படுத்தல்,ଚକ୍ର ସ୍ଥିରତା |
துண்டாக்கப்பட்ட-கலை குறியீட்டு முறை,ଖଣ୍ଡବିଖଣ୍ଡିତ କଳା କୋଡିଂ |
உடைந்த சக்தி ஆதாரம்,ଭଙ୍ଗା ଶକ୍ତି ଉତ୍ସ |
பிரிப்பான்,splitter
"மடக்குதல், ஸ்பூலிங்","ଗୁଡ଼ାଇବା, ଲୁଟିବା |"
SPST சொடுக்கி,SPST ସୁଇଚ୍
மெய்நிகர் (போலி) நினைவக எழுத்து,ଭର୍ଚୁଆଲ୍ (ଛଉ) ସ୍ମୃତି ଲେଖା |
தவறான பதில்,ବିଭ୍ରାନ୍ତିକର ପ୍ରତିକ୍ରିୟା |
மெய்நிகர் சமிக்ஞை,ଭର୍ଚୁଆଲ୍ ସିଗ୍ନାଲ୍ |
ஊசி,ଇଞ୍ଜେକ୍ସନ୍ |
வர்க்க விதி காட்டி,ଶ୍ରେଣୀ ନିୟମ ସୂଚକ
வர்க்க விதி சாதனம்,ଶ୍ରେଣୀ ନିୟମ ଉପକରଣ
சதுர வேர்,ବର୍ଗମୂଳ
சதுர அலை,ବର୍ଗ ତରଙ୍ଗ |
சதுர அலை ஆஸிலேட்டர்,ବର୍ଗ ତରଙ୍ଗ ଓସିଲେଟର |
நிலைத்தன்மை காரணி,ସ୍ଥିରତା କାରକ |
நிலைத்தன்மை மறு முதலீடு,ସ୍ଥିରତା ପୁନ rein ନିବେଶ |
நிலைப்படுத்துதல்,ସ୍ଥିରତା
நிலைப்படுத்தி நெட்வொர்க்,ଷ୍ଟାବିଲାଇଜର୍ ନେଟୱାର୍କ |
"அடுக்கு, அடுக்கு","ଷ୍ଟାକ, ଷ୍ଟାକ"
மன இயக்குனர்,ମନ ନିର୍ଦ୍ଦେଶକ
படி திறன்,ପଦକ୍ଷେପ ଦକ୍ଷତା
இணையான நேரம்,ସମାନ୍ତରାଳ ସମୟ
நிலையான அலைவீச்சு பண்பேற்றம்,ମାନକ ପ୍ରଶସ୍ତିକରଣ ମଡ୍ୟୁଲେସନ୍ |
நிலையான செல்,ମାନକ କକ୍ଷ |
நிலையான விலகல்,ମାନଦଣ୍ଡ ବିଚ୍ୟୁତି
நிலையான TTL,ମାନକ TTL |
அவசர சக்தி அமைப்பு,ଜରୁରୀ ଶକ୍ତି ଶକ୍ତି ବ୍ୟବସ୍ଥା |
நிலையான அலை,ସ୍ଥିର ତରଙ୍ଗ |
நிலையான அலை விகிதம்,ସ୍ଥିର ତରଙ୍ଗ ଅନୁପାତ |
தூர விகிதம்,ଦୂରତା ଅନୁପାତ |
தொடக்க பிட்,ବିଟ୍ ଆରମ୍ଭ କରନ୍ତୁ |
தொடக்க துடிப்பு,ନାଡ ଆରମ୍ଭ
நிலை வரைபடம்,ଅବସ୍ଥାନ ଚିତ୍ର
நிலை-மாற்ற வரைபடம்,ସ୍ଥିତି-ସ୍ଥାନାନ୍ତରଣ ଚିତ୍ର
மாற்றக்கூடிய வடிகட்டி,ରୂପାନ୍ତରିତ ଫିଲ୍ଟର୍ |
நிலையான தன்மை,ସ୍ଥାୟୀ ବର୍ଣ୍ଣ
நிலையான மின்சாரம்,ସ୍ଥିର ବିଦ୍ୟୁତ୍ |
நிரந்தர நினைவக செல்,ସ୍ଥାୟୀ ସ୍ମୃତି କକ୍ଷ |
நிலையான சீரற்ற அணுகல் நினைவகம்,ଷ୍ଟାଟିକ୍ ରାଣ୍ଡମ୍ ଆକ୍ସେସ୍ ମେମୋରୀ |
நிலை பதிவு,ସ୍ଥିତି ରେଜିଷ୍ଟର |
நிலை குறி,ସ୍ଥିତି ଚିହ୍ନ
பிஓஎஸ் முனையம்,ପୋଜିସନ୍ ଟର୍ମିନାଲ୍ |
திசைமாற்றி தர்க்கம்,ଷ୍ଟିଅରିଂ ଲଜିକ୍ |
அடுக்கு சந்திப்பு,ସ୍ତରୀୟ ଜଙ୍କସନ
படி காட்டி சுயவிவரம்,ଷ୍ଟେପ୍ ସୂଚକ ପ୍ରୋଫାଇଲ୍ |
படி பதில்,ପଦକ୍ଷେପ ପ୍ରତିକ୍ରିୟା
படிநிலை,କ୍ରମିକ
படிநிலை மின்நோடி,ଷ୍ଟେପର୍ ମୋଟର |
ஸ்டீரியோ சமபக்க,ଷ୍ଟେରିଓ ସମାନ୍ତରାଳ |
ஸ்டீரியோ ரிசீவர் அதிர்வெண்,ଷ୍ଟେରିଓ ରିସିଭର୍ ଫ୍ରିକ୍ୱେନ୍ସି |
இறுக்கமான இணைப்பு,କଠିନ ଯୋଡି |
முறிவு இசைக்குழு,ବ୍ରେକ୍ ବ୍ୟାଣ୍ଡ |
சேமிப்பு தாமதம்,ସଂରକ୍ଷଣ ବିଳମ୍ବତା |
சேமிப்பு நினைவகம்,ସଂରକ୍ଷଣ ସ୍ମୃତି
"சேமிப்பு நேரம், நேரம்","ସଂରକ୍ଷଣ ସମୟ, ସମୟ"
விகாரமானி,ଷ୍ଟ୍ରେନ୍ ଗେଜ୍ |
தேவையற்ற பிடிப்பு,ଅବାଞ୍ଛିତ ଧାରଣ |
லேசான கயிறு,ଷ୍ଟ୍ରିଙ୍ଗ୍
சேமிப்பு CRO,ସଂରକ୍ଷଣ CRO
ஸ்ட்ரோப்,strobe
ஸ்ட்ரோப் சுற்று,ଷ୍ଟ୍ରୋବ୍ ସର୍କିଟ୍ |
தூண்டல் துடிப்பு,ଇନ୍ଦ୍ରିୟାତ୍ମକ ନାଡ |
பக்கவாதம் முனையம்,ଷ୍ଟ୍ରୋକ ଟର୍ମିନାଲ୍ |
ஸ்ட்ரோபோஸ்கோபிக் கோள அலகு,ଷ୍ଟ୍ରୋବୋସ୍କୋପିକ୍ ଗୋଲାକାର ଏକକ |
குட்டை,ଷ୍ଟବ୍ |
தேங்கி நிற்கும்,ସ୍ଥିର
தேங்கி நிற்கும் வடிகட்டி,ସ୍ଥିର ଫିଲ୍ଟରେଟ୍ |
குலுக்கியது,ହଲ
கேரியர்,ବାହକ
subroutine,subroutine
இலக்கண எழுத்து கலவை,ବ୍ୟାକରଣଗତ ବର୍ଣ୍ଣ ମିଶ୍ରଣ |
துணை,ସବଜେକ୍ଟିଭ୍ |
"அடியில், அடி மூலக்கூறு","ଅଣ୍ଡରଲେ, ସବଷ୍ଟ୍ରେଟ୍ |"
கை கழித்தல்,ହାତ ବିଛିନ୍ନତା |
கழிக்கப்பட்டது,ବିଛିନ୍ନ
முற்போக்கான தோராயம்,ପ୍ରଗତିଶୀଳ ଆନୁମାନିକତା |
காலவரிசை தோராயமான adc,କ୍ରୋନୋଲୋଜିକାଲ୍ ଆନୁମାନିକତା
திடீர் வளிமண்டல இடையூறு,ହଠାତ୍ ବାୟୁମଣ୍ଡଳୀୟ ବିଶୃଙ୍ଖଳା |
சேர்ப்பான் பெருக்கி,ଆଡର୍ ଏମ୍ପ୍ଲିଫାୟର୍ |
சூப்பர் பீட்டா டிரான்சிஸ்டர்,ସୁପର ବିଟା ଟ୍ରାନଜିଷ୍ଟର |
இறுதி கணினி,ଚରମ କମ୍ପ୍ୟୁଟର |
சூப்பர் கண்டக்டர்,ସୁପର କଣ୍ଡକ୍ଟର |
ஹைப்பர்ஹைப்ரிட் ரிசீவர்,ହାଇପରହାଇବ୍ରିଡ୍ ରିସିଭର୍ |
சூப்பர் ஹீட்டோரோடைன் கோட்பாடு,ସୁପର ହେଟେରୋଡାଇନ୍ ସିଦ୍ଧାନ୍ତ |
ஓவர்பைப் லைன் செயலி,ଓଭରପାଇପ୍ ଲାଇନ୍ ସଞ୍ଚାଳକ |
சூப்பர் ஸ்கேலர் செயலி,ସୁପର ସ୍କାଲାର୍ ସଞ୍ଚାଳକ |
கணிப்பு தேற்றம்,ଅପରାଧ ଥିଓରେମ୍ |
ஊட்ட மின்னழுத்த விலக்கு விகிதம்,ଫିଡ୍ ଭୋଲଟେଜ୍ ବହିଷ୍କାର ଅନୁପାତ |
துணை சிப்,ସହାୟକ ଚିପ୍
கேரியர் பண்பேற்றத்தை நிறுத்து,ବାହକ ମୋଡ୍ୟୁଲେସନ ବନ୍ଦ କରନ୍ତୁ |
மேற்பரப்பு ஒலி அலை,ଭୂପୃଷ୍ଠ ଶବ୍ଦ ତରଙ୍ଗ |
பக்கம் தடை,ପୃଷ୍ଠା ପ୍ରତିବନ୍ଧକ |
பக்க பட்டை கண்டறிதல்,ପୃଷ୍ଠା ଦଣ୍ଡିକା
பக்க கட்டணம்,ପୃଷ୍ଠା ଚାର୍ଜ |
பக்க படி ஸ்ட்ரீம்,ପୃଷ୍ଠା ଷ୍ଟେପ୍ ଷ୍ଟ୍ରିମ୍ |
நிறுவப்பட்ட சாதனம்,ସଂସ୍ଥାପିତ ଉପକରଣ
பக்கம் நிறுவப்பட்ட தொழில்நுட்பம்,ପୃଷ୍ଠା ସଂସ୍ଥାପିତ ଟେକ୍ନୋଲୋଜି |
எழுச்சி,ବୃଦ୍ଧି
எழுச்சி மின்னோட்டம்,ସର୍ଜ୍ କରେଣ୍ଟ୍ |
மின்தடையை அதிகரிக்கும்,ବୃଦ୍ଧି ପ୍ରତିରୋଧ
எழுச்சி பாதுகாப்பு,ସର୍ଜ୍ ପ୍ରୋଟେକ୍ଟର୍ |
வளர்ச்சி பதிவு,ଅଭିବୃଦ୍ଧି ରେଜିଷ୍ଟର |
மயக்க மருந்து,sedative
எழுச்சி மின்னழுத்தம்,ସର୍ଜ୍ ଭୋଲଟେଜ୍ |
பதிலளிக்கும் தன்மை,ପ୍ରତିକ୍ରିୟାଶୀଳତା |
உணர்திறன்,ସମ୍ବେଦନଶୀଳତା
மின்தடை மின்னழுத்தம்,ପ୍ରତିରୋଧକ ଭୋଲଟେଜ୍ |
சோயுஸ் டெர்மினல்,ସୋୟୁଜ୍ ଟର୍ମିନାଲ୍ |
பரவலான ஜெனரேட்டர்,ପ୍ରଶଂସକ ଜେନେରେଟର
தயாரிப்பு அலகு,ପ୍ରସ୍ତୁତି ୟୁନିଟ୍
அலைவு,ଦୋହରିବା |
டோலன் மூச்சுத் திணறல்,ଡୋଲାନ୍ ଚକ୍
சுவிட்ச் பிரேக்கர்,ସୁଇଚ୍ ବ୍ରେକର୍ |
மாறிய மின்தேக்கி,ସୁଇଚ୍ କ୍ୟାପେସିଟର୍ |
மாறியது ஆதாய பெருக்கி,ସୁଇଚ୍ ଲାଭ ଏମ୍ପ୍ଲିଫାୟର୍ |
மாறுதல்,ସୁଇଚ୍
இயற்கணிதம் மாறுதல்,ବୀଜ ବର୍ଣ୍ଣନା
மாற்று சுற்று,ସୁଇଚ୍ ସର୍କିଟ୍ |
மின் வழங்குதல் மாற்றப்படுகிறது,ବିଦ୍ୟୁତ୍ ଯୋଗାଣ
மாறுதல் சீராக்கி,ସୁଇଚ୍ ରେଗୁଲେଟର
மாறுதல் அலைவடிவம்,ତରଙ୍ଗ ଫର୍ମ ପରିବର୍ତ୍ତନ
நிரல்படுத்தக்கூடிய டைமர் மாற்றப்பட்டது,ପ୍ରୋଗ୍ରାମେବଲ୍ ଟାଇମର୍ ସୁଇଚ୍ ହୋଇଛି |
கையெழுத்து,ସାଇନ୍ କରନ୍ତୁ |
சின்னக் காலம்,ପ୍ରତୀକ ଅବଧି
குறியீட்டு முத்திரை,ସାଙ୍କେତିକ ଲେବଲ୍ |
ஒத்திசைவான பிரிப்பான்,ସମକାଳୀନ ବିଚ୍ଛିନ୍ନକର୍ତ୍ତା |
ஒத்திசைவு சுற்று,ସିଙ୍କ୍ରୋନସ୍ ସର୍କିଟ୍ |
ஒத்திசைவான சமிக்ஞை,ସମକାଳୀନ ସଙ୍କେତ
ஒத்திசைப்பான்,ସିଙ୍କ୍ରୋନାଇଜର୍
ஒத்திசைவான கால்குலேட்டர்,ସିଙ୍କ୍ରୋନସ୍ କାଲକୁଲେଟର
ஒத்திசைவு கண்டறிதல்,ସିଙ୍କ୍ରୋନସ୍ ଡିଟେକ୍ଟର୍ |
ஒத்திசைவான பரிமாற்றம்,ସିଙ୍କ୍ରୋନସ୍ ଟ୍ରାନ୍ସମିସନ୍ |
ஒத்திசைவான கண்டறிதல்,ସମକାଳୀନ ଚିହ୍ନଟ |
வாக்கிய உருவாக்கம்,ବାକ୍ୟ ଗଠନ
அதிர்வெண் சின்தசைசர்,ଫ୍ରିକ୍ୱେନ୍ସି ସିନ୍ଥେସାଇଜର |
"உடல் வடிவமைப்பு, அமைப்பு வடிவமைப்பு","ଶରୀର ଡିଜାଇନ୍, ସିଷ୍ଟମ୍ ଡିଜାଇନ୍ |"
டி-பை மாற்றம்,ଟି-ପାଇ ରୂପାନ୍ତର |
"டேகோமீட்டர், சுழற்சி மின்னழுத்தமானி","ଟାକୋମିଟର, ଘୂର୍ଣ୍ଣନ ଗେଜ୍ |"
வால் ஸ்ட்ரீம்,ଲାଞ୍ଜ ପ୍ରବାହ |
தொட்டி சுற்று,ଟ୍ୟାଙ୍କ ସର୍କିଟ |
டான்டலம் மின்தேக்கி,ଟାଣ୍ଟାଲମ୍ କ୍ୟାପେସିଟର୍ |
வெளியேற்றம்,ବହିଷ୍କାର
டேப் ரீப்ளே,ଟେପ୍ ରିପ୍ଲେ |
"நீக்கி, பிரித்தெடுத்தல்","ଅପସାରଣକାରୀ, ନିର୍ବାହକାରୀ |"
டார்பெல் பக்கம்,tarbel ପୃଷ୍ଠା |
டி-கனெக்டர்,ଟି-ସଂଯୋଜକ |
டெலிடெல்டஸ் காகிதம்,ଟେଲିଡେଲ୍ଟସ୍ କାଗଜ |
சுற்றுப்பயண அளவீடு,ଭ୍ରମଣ ମାପ
"தொலைபேசி, தொலைபேசி","ଟେଲିଫୋନି, ଟେଲିଫୋନି |"
தந்தி,ଟେଲିଗ୍ରାଫର୍ |
"தொலைக்காட்சி, தூர்தர்ஷன்","ଟେଲିଭିଜନ, ଦ୍ୱାରଦ୍ୱାର |"
தொலைக்காட்சி கேமரா,ଟେଲିଭିଜନ କ୍ୟାମେରା |
தொலைக்காட்சி பெறுதல்,ଟେଲିଭିଜନ୍ ରସିଭର୍ |
டெலிகான் தேற்றம்,ଟେଲିଗନ୍ ଥିଓରେମ୍ |
