Marathi,Malayalam
दीर्घकाळ टिकणारा,വളരെക്കാലം ഈടുനില്ക്കുന്ന
बीजन,വിത്ത്
भूकंपशास्त्र,ഭൂകമ്പശാസ്ത്രം
भूकंपशास्त्र,ഭൂകമ്പശാസ്ത്രം
भूकंपशास्त्र,ഭൂകമ്പശാസ്ത്രം
निवडकता,തിരഞ്ഞെടുക്കൽ
"स्वत:, स्वत:","സ്വയം, സ്വയം"
आंतरिक ऊर्जा,ആന്തരിക ഊർജ്ജം
उत्स्फूर्त दोलन,സ്വതസിദ്ധമായ ആന്ദോളനം
सेमीकंडक्टर,അർദ്ധചാലകം
अर्ध अनुभवजन्य,അർദ്ധ അനുഭവപരം
अर्ध-अनंत,അർദ്ധ-അനന്ത
अर्ध-लॉग आलेख पत्रक,സെമി-ലോഗ് ഗ്രാഫ് ഷീറ്റ്
गोलाकार अधिक कोन,ഗോളാകൃതിയിലുള്ള പ്ലസ് കോൺ
अर्थ,ഇന്ദ്രിയം
संवेदनशील,ബോധവൽക്കരിക്കപ്പെട്ടു
"संवेदनशील, संवेदनशील, संवेदनशील, संवेदनशील","സെൻസിറ്റീവ്, സെൻസിറ്റീവ്, സെൻസിറ്റീവ്, സെൻസിറ്റീവ്"
"ध्वनी रिसीव्हर दिवा क्रेस्ट, ध्वनी प्राप्तकर्ता ज्योत","ശബ്ദ റിസീവർ വിളക്ക് ചിഹ്നം, ശബ്ദ റിസീവർ ജ്വാല"
"संवेदनशीलता, संवेदनशीलता, संवेदनशीलता","സംവേദനക്ഷമത, സംവേദനക്ഷമത, സംവേദനക്ഷമത"
"सक्रियकरण, संवेदना","സജീവമാക്കൽ, സെൻസിംഗ്"
सेन्सर,സെൻസർ
वेगळे करण्यायोग्य,വേർപെടുത്താവുന്ന
"वेगळे करणे, वेगळे करणे, वेगळे करणे, अंतर","വേർപിരിയൽ, വേർപിരിയൽ, വേർപിരിയൽ, വിടവ്"
अष्टक,അഷ്ടകം
septode,സെപ്റ്റോഡ്
अनुक्रमणिका,ഇൻഡെക്സിംഗ്
मालिका मालिका मालिका (नकाशा),സീരീസ് സീരീസ് സീരീസ് (മാപ്പ്)
सर्वो मोटर,servo മോട്ടോർ
"सेट अप, सेट अप, सेट अप, सेट अप, माउंट","സജ്ജമാക്കുക, സജ്ജമാക്കുക, സജ്ജമാക്കുക, സജ്ജമാക്കുക, മൌണ്ട് ചെയ്യുക"
"निकृष्ट, छायांकित","അധഃപതിച്ച, തണലുള്ള"
सावली,നിഴൽ
आकृती,ചിത്രം
तीक्ष्ण टोक,മൂർച്ചയുള്ള അവസാനം
स्पाउट श्रेणी,സ്പൗട്ട് പരിധി
"कातरणे बल, कातरणे","കത്രിക ശക്തി, കത്രിക"
ढाल केलेले न्यूक्लाइड,ഷീൽഡ് ന്യൂക്ലൈഡ്
"निर्मिती, विस्थापन, हस्तांतरण","സൃഷ്ടി, സ്ഥാനചലനം, കൈമാറ്റം"
शॉक वेग,ഷോക്ക് വേഗത
शॉक वेव्ह,ഷോക്ക് തരംഗം
"लहान, जीर्ण, विसंगत","കുറിയ, ജീർണിച്ച, പൊരുത്തമില്ലാത്ത"
मोठा आवाज,വലിയ ശബ്ദം
"पार्श्व मार्ग, शंट (सं.), बाजूचा मार्ग, शंट (v.)","ലാറ്ററൽ പാത്ത്, ഷണ്ട് (എഡി.), സൈഡ് പാത്ത്, ഷണ്ട് (വി.)"
"बाजू, बाजू, बाजू","വശം, വശം, വശം"
बाजूला,സൈഡ്റിയൽ
"पाहणे, लक्ष्य ठेवणे, पाहणे, लक्ष्य ठेवणे, लक्ष्य ठेवणे, शोधणे","ദർശനം, ലക്ഷ്യം, ദർശനം, ലക്ഷ്യം, ലക്ഷ്യം, കണ്ടെത്തൽ"
राशी चिन्ह,രാശി ചിഹ്നം
"सिग्नल, सिग्नल","സിഗ്നൽ, സിഗ്നൽ"
शांत कालावधी,നിശബ്ദ കാലഘട്ടം
सिलिकॉन डायोड,സിലിക്കൺ ഡയോഡ്
सिलिकॉन,സിലിക്കൺ
"सिलिकॉन प्लेक, सिलिकॉन वेफर","സിലിക്കൺ പ്ലേക്ക്, സിലിക്കൺ വേഫർ"
"साधर्म्य, सादृश्यता",സാമ്യം
अनुकरण करणारा,അനുകരിക്കുന്നവൻ
एकाच वेळी,ഒരേസമയം
"चिन्ह, साइन","അടയാളം, സൈൻ"
एकल आयनीकरण,ഒറ്റ അയോണൈസേഷൻ
सिंगल लाइन सिंगल लाइन,ഒറ്റവരി ഒറ്റവരി
एकच पाऊल,ഒറ്റ പടി
"प्रवेश, बुडणे, विसर्जन, कुंड विलीन करणे, सिंक, टाकी","പ്രവേശനം, മുങ്ങൽ, നിമജ്ജനം, ലയിപ്പിക്കൽ തൊട്ടി, മുങ്ങൽ, ജലസംഭരണി"
sinusoidal,sinusoidal
सायफन,സൈഫോൺ
सायरन,സൈറൺ
"आकार, आकार (n.), आकार, खोदकाम (v.)","വലിപ്പം, വലിപ്പം (എൻ.), വലിപ്പം, കൊത്തുപണി (വി.)"
"असममित, तिरकस","അസമമായ, ചരിഞ്ഞ"
"एपिडर्मिस प्रभाव, त्वचा प्रभाव","പുറംതൊലി പ്രഭാവം, ചർമ്മ പ്രഭാവം"
आकाशी निळा,ആകാശ നീലിമ
तिरकस श्रेणी,ചരിഞ്ഞ ശ്രേണി
साप,പാമ്പ്
"स्लिप, स्लिप, स्लिप, स्लिप, समाधान","സ്ലിപ്പ്, സ്ലിപ്പ്, സ്ലിപ്പ്, സ്ലിപ്പ്, പരിഹാരം"
c रिंग,സി മോതിരം
"स्लिट, स्लिट, स्लिट","സ്ലിറ്റ്, സ്ലിറ്റ്, സ്ലിറ്റ്"
"उतार, उतार, उतार","ചരിവ്, ചരിവ്, ചരിവ്"
स्लॉटेड लाइन,സ്ലോട്ട് ലൈൻ
मंद अणुभट्टी,സ്ലോ റിയാക്ടർ
स्मोक्ड,പുകവലിച്ചു
प्रेरक कॅपेसिटर,ഇൻഡക്റ്റീവ് കപ്പാസിറ്റർ
"वक्रांचे संवहन, वक्रांचे विलीनीकरण","വളവുകളുടെ സംവഹനം, വളവുകളുടെ ലയനം"
सोडर,സോഡർ
"मऊ, मऊ, कोमल","മൃദുവായ, മൃദുവായ, മൃദുവായ"
अल्पकालीन घटक,ഹ്രസ്വകാല ഘടകം
सुपर कंडक्टर,സൂപ്പർ കണ്ടക്ടർ
असुरक्षित लक्ष्य,സുരക്ഷിതമല്ലാത്ത ലക്ഷ്യം
कमी डिस्चार्ज ट्यूब,കുറഞ്ഞ ഡിസ്ചാർജ് ട്യൂബ്
सौर,സോളാർ
"सोल्डर करणे, सोल्डर करणे (सं.), सोल्डर करणे, सोल्डर करणे (n.)","സോൾഡർ, സോൾഡർ (എഡി.), സോൾഡർ, സോൾഡർ (എൻ.)"
solenoid घटक,സോളിനോയിഡ് മൂലകം
"घन, वस्तुमान, घन","ഖര, പിണ്ഡം, ക്യൂബ്"
"उपाय, उपाय, उपाय, उपाय","പരിഹാരം, അർത്ഥം, പരിഹാരം, പരിഹാരം"
सोनिक बूम,സോണിക് ബൂം
"फोनोमीटर, सोनोमीटर","ഫോണോമീറ്റർ, സോണോമീറ്റർ"
ध्वनिक,അക്കോസ്റ്റിക്
"वर्गीकरण, निवड, पृथक्करण","അടുക്കൽ, തിരഞ്ഞെടുക്കൽ, വേർതിരിക്കൽ"
"आकाश, अवकाश, अवकाश, अवकाश, अवकाश, अवकाश","ആകാശം, ബഹിരാകാശം, ശൂന്യാകാശം, സ്ഥലം, സ്ഥലം, സ്ഥലം"
आकाशीय केबिन,ആകാശ കാബിൻ
मध्यांतर,ഇടവേള
आकाशी,ആകാശി
हस्तांतरण मध्यांतर,ട്രാൻസ്ഫർ ഇടവേള
चमकणारा,തിളങ്ങുന്ന
"आकाशीय, अवकाशीय","സ്വർഗ്ഗീയ, സ്പേഷ്യൽ"
"विशिष्ट सापेक्षता, विशिष्ट सापेक्षता","നിർദ്ദിഷ്ട ആപേക്ഷികത, നിർദ്ദിഷ്ട ആപേക്ഷികത"
"सापेक्ष, विशिष्ट, विशेष","ആപേക്ഷിക, നിർദ്ദിഷ്ട, പ്രത്യേക"
तपशील,സ്പെസിഫിക്കേഷൻ
निर्दिष्ट,വ്യക്തമാക്കിയ
वर्णक्रमीय,സ്പെക്ട്രൽ
स्पेक्ट्रोमेट्री,സ്പെക്ട്രോമെട്രി
"स्पेक्ट्रोस्कोप, स्पेक्ट्रोस्कोप","സ്പെക്ട്രോസ്കോപ്പ്, സ്പെക്ട്രോസ്കോപ്പ്"
"स्पेक्ट्रोलॉजिस्ट, स्पेक्ट्रम शास्त्रज्ञ","സ്പെക്ട്രോളജിസ്റ്റ്, സ്പെക്ട്രം ശാസ്ത്രജ്ഞൻ"
नियमित,പതിവ്
भाषण,പ്രസംഗം
स्पीडोमीटर,സ്പീഡോമീറ്റർ
गोल चेंडू,വൃത്താകൃതിയിലുള്ള പന്ത്
"गोलाकार, गोलाकार","ഗോളാകൃതി, ഗോളാകൃതി"
"स्फेरोमीटर, स्फेरोमीटर","സ്ഫെറോമീറ്റർ, സ്ഫെറോമീറ്റർ"
स्पिन रिबाउंड,സ്പിൻ റീബൗണ്ട്
स्पिनिंग टॉप,കറങ്ങുന്ന പമ്പരം
फिरकी,കറങ്ങുക
सर्पिल गती,സർപ്പിള ചലനം
"फूट, फूट (वि.) फाटणे, फाटणे (n.)","പിളർപ്പ്, പിളർപ്പ് (വി.) പിളർപ്പ്, പിളർപ്പ് (n.)"
आपोआप,ഓട്ടോമാറ്റിയ്ക്കായി
"स्पूल, विंच, रील, व्हॉली","സ്പൂൾ, വിഞ്ച്, റീൽ, വോളി"
यादृच्छिक घटना,ക്രമരഹിതമായ സംഭവം
"बिंदू, स्पॉट (ना.), स्पॉट, स्पॉट, ओळखणे, शोधा (व्हे.)","പോയിന്റ്, സ്പോട്ട് (നമ്പർ), സ്പോട്ട്, സ്പോട്ട്, തിരിച്ചറിയുക, കണ്ടെത്തുക (ver.)"
ऊर्जा कॉम्प्लेक्स,ഊർജ്ജ സമുച്ചയം
"वसंत ऋतु, वसंत ऋतु, वसंत ऋतु, धबधबा, वसंत ऋतु","നീരുറവ, നീരുറവ, നീരുറവ, വെള്ളച്ചാട്ടം, നീരുറവ"
खोटी आवड,തെറ്റായ അഭിനിവേശം
अतिरिक्त प्रतिध्वनी,അധിക പ്രതിധ്വനി
स्पुतनिक,സ്പുട്നിക്
"चौरस, चौरस, चौरस","ചതുരം, ചതുരം, ചതുരം"
टिकाऊपणा,ഈട്
स्थिर करणे,സ്ഥിരപ്പെടുത്തുന്നു
स्टॅक,സ്റ്റാക്ക്
"स्टेज, स्टेज, रँक, समुदाय, स्टेज","സ്റ്റേജ്, സ്റ്റേജ്, റാങ്ക്, കമ്മ്യൂണിറ്റി, സ്റ്റേജ്"
समांतर वितरण,സമാന്തര വിതരണം
"मानक, प्रमाणित, ध्वज (सं.), मानक","സ്റ്റാൻഡേർഡ്, സർട്ടിഫൈഡ്, ഫ്ലാഗ് (നമ്പർ), സ്റ്റാൻഡേർഡ്"
प्रमाणित,മാനദണ്ഡമാക്കിയത്
मानकीकरण,സ്റ്റാൻഡേർഡൈസേഷൻ
"तारा, तारा","നക്ഷത്രം, നക്ഷത്രം"
तीव्र प्रभाव,കടുത്ത പ്രഭാവം
"प्रवर्तक, स्टार्टर, स्फोटक","ഉത്ഭവം, സ്റ്റാർട്ടർ, സ്ഫോടനാത്മകം"
स्टॅम्पियर,സ്റ്റാമ്പിയർ
"स्थिती, राज्य, राज्य","സ്ഥാനം, സംസ്ഥാനം, സംസ്ഥാനം"
विधान,പ്രസ്താവന
स्थिर स्थिर इलेक्ट्रोस्टॅटिक आवाज,സ്റ്റാറ്റിക് സ്റ്റാറ്റിക് ഇലക്ട്രോസ്റ്റാറ്റിക് ശബ്ദം
स्थिर,നിശ്ചലമായ
"निरीक्षण केंद्र, स्टेशन, चंद्र","നിരീക്ഷണ സ്റ്റേഷൻ, സ്റ്റേഷൻ, ചന്ദ്രൻ"
प्रगतीशील,പുരോഗമനപരമായ
स्तब्ध,സ്തംഭിച്ചുപോയി
सुन्नता टप्पा,മരവിപ്പ് ഘട്ടം
निश्चित क्षेत्र,നിശ്ചിത പ്രദേശം
प्रगतीशील कण,പുരോഗമന കണിക
स्तब्ध वृत्ती,സ്തംഭിച്ച മനോഭാവം
नमुना,സാമ്പിൾ
सांख्यिकीय,സ്ഥിതിവിവരക്കണക്ക്
सांख्यिकीय वजन,സ്റ്റാറ്റിസ്റ്റിക്കൽ വെയ്റ്റിംഗ്
स्टेटर,സ്റ്റേറ്റർ
"न बदलणारा, स्थिर, स्थिर, कायम","മാറ്റമില്ലാത്ത, സ്ഥിരമായ, സ്ഥിരമായ, സ്ഥിരമായ"
वाफेची वाफ,നീരാവി നീരാവി
स्टीम टर्बाइन,നീരാവി ടർബൈൻ
स्टील,ഉരുക്ക്
स्टीयरिंग बॉक्स,സ്റ്റിയറിംഗ് ബോക്സ്
तार्यांचा,നക്ഷത്രം
"पाऊल, पाऊल, पाऊल, पाऊल","പടി, പടി, പടി, പടി"
क्रमाक्रमाने,പടി പടിയായി
चरण कार्य,ഘട്ടം പ്രവർത്തനം
स्टेरॅडियन,സ്റ്റെറാഡിയൻ
स्टिरिओस्कोपिक,സ്റ്റീരിയോസ്കോപ്പിക്
स्टिरिओस्कोपिक आवाज,സ്റ്റീരിയോസ്കോപ്പിക് ശബ്ദം
संलग्नक टक्कर,അറ്റാച്ച്മെന്റ് കൂട്ടിയിടി
"अपर्या नाभिक, कृष्ण नाभिक","അപര്യ ന്യൂക്ലിയസ്, കൃഷ്ണ ന്യൂക്ലിയസ്"
"कठीण, कणखर, कणखर, टणक","കഠിനമായ, കഠിനമായ, ഉറച്ച, ഉറച്ച"
लवचिकता,വഴക്കം
"ठिपका, कलंक","ഡോട്ട്, കളങ്കം"
सूचकता,ചൂണ്ടുപലക
"भाभाका, असोत्रा (सं.), स्थावर (वि.), अचल दृश्य","ഭഭക, അസോത്ര (എഡ്.), ഇമ്മോവബിൾ (വി.), ഇമ്മോവബിൾ വ്യൂ"
चिथावणी देणे,പ്രകോപിപ്പിക്കാൻ
उत्तेजन,ഉത്തേജനം
ढवळणारा,ഇളക്കിവിടുന്നവൻ
स्टोक,സ്റ്റോക്ക്
"ब्रेक-वॉच, स्टॉक-क्लॉक","ബ്രേക്ക്-വാച്ച്, സ്റ്റോക്ക്-ക്ലോക്ക്"
उष्णतारोधक,ഇൻസുലേറ്റഡ്
"मर्यादा, थांबा","ലിമിറ്റർ, നിർത്തുക"
थांबण्याची क्षमता,നിർത്താനുള്ള സാധ്യത
"जेबी ब्रेक घड्याळ, घड्याळ थांबवा","jb ബ്രേക്ക് വാച്ച്, സ്റ്റോപ്പ് വാച്ച്"
"स्टोरेज, स्टोरेज","സംഭരണം, സംഭരണം"
स्टोव्ह,സ്റ്റൌ
"सरळ, सरळ, साधे","നേരായ, നേരായ, ലളിത"
"वितरण, ताण, विकृती, भेदभाव, भेद, फिल्टरिंग (ver.)","വിതരണം, പിരിമുറുക്കം, വക്രീകരണം, വ്യത്യാസം, വ്യത്യാസം, ഫിൽട്ടറിംഗ് (ver.)"
विकृत,വികൃതമായ
स्फिग्मोमॅनोमीटर,സ്ഫിഗ്മോമാനോമീറ്റർ
"स्ट्रॅटोस्फियर, 2 स्ट्रॅटोस्फियर","സ്ട്രാറ്റോസ്ഫിയർ, 2 സ്ട്രാറ്റോസ്ഫിയർ"
अवांछित,ആവശ്യമില്ലാത്ത
"विद्युल्लता, विजा","മിന്നൽ രേഖ, മിന്നൽ"
"नदी, नाला, नाला","നദി, അരുവി, ചോർച്ച"
"पाझर, प्रवाह, प्रवाह","പെർകോലേഷൻ, സ്ട്രീം റൺ, മലിനജലം"
अस्तर,വരിവരിയായി
"शक्ती, ताकद, तीव्रता, एकाग्रता, क्रियाकलाप","ശക്തി, ശക്തി, തീവ്രത, ഏകാഗ്രത, പ്രവർത്തനം"
ताण,സമ്മർദ്ദം
चाप-अभिनय क्षमता,ആർക്ക്-ആക്ടിംഗ് സാധ്യത
"आर्क स्टार्टिंग व्होल्टेज, व्हॉल्व्ह स्टार्टिंग व्होल्टेज","ആർക്ക് സ്റ്റാർട്ടിംഗ് വോൾട്ടേജ്, വാൽവ് സ്റ്റാർട്ടിംഗ് വോൾട്ടേജ്"
"धागा, धागा, धागा, फिलामेंट, दोर, तार, तार, 8. दोरखंड दोष","ത്രെഡ്, ത്രെഡ്, ത്രെഡ്, ഫിലമെന്റ്, ചരട്, ചരട്, ലാനിയാർഡ്, 8. ചരട് വൈകല്യം"
"पट्टी, पट्टी, स्ट्रिपिंग, स्ट्रिपिंग, नग्न","സ്ട്രിപ്പ്, സ്ട്രിപ്പ്, സ്ട്രിപ്പിംഗ്, സ്ട്രിപ്പിംഗ്, നഗ്നത"
"सोलणे, विटन, मुंडण, नग्न","പുറംതൊലി, വിറ്റൺ, ഷേവിംഗ്, നഗ്നത"
निष्कर्षण प्रतिक्रिया,എക്സ്ട്രാക്ഷൻ പ്രതികരണം
स्ट्रोबोस्कोप,സ്ട്രോബോസ്കോപ്പ്
स्ट्रोक,സ്ട്രോക്ക്
"मजबूत, खोल, तीक्ष्ण, एकाग्र","ശക്തമായ, ആഴത്തിലുള്ള, മൂർച്ചയുള്ള, ഏകാഗ്രമായ"
मजबूत संसर्ग,ശക്തമായ അണുബാധ
संरचनात्मक,ഘടനാപരമായ
"रचना, पोत","ഘടന, ഘടന"
सुई,സൂചി
"उपवर्ग, उपसमूह, उपसमूह","ഉപവിഭാഗം, ഉപഗ്രൂപ്പ്, ഉപഗ്രൂപ്പ്"
"सूक्ष्म, अतिसूक्ष्म, उपसूक्ष्म","മൈക്രോസ്കോപ്പിക്, സൂപ്പർമൈക്രോസ്കോപ്പിക്, സബ്മൈക്രോസ്കോപ്പിക്"
अणु भौतिकशास्त्र,നോൺ ന്യൂക്ലിയർ ഫിസിക്സ്
तळटीप,അടിക്കുറിപ്പ്
"सहायक, सहायक","അനുബന്ധം, അനുബന്ധം"
"कार्यरत द्रवपदार्थ, सबस्टेट","പ്രവർത്തന ദ്രാവകം, ഉപസംസ്ഥാനം"
उप युनिट,ഉപ യൂണിറ്റ്
हळूहळू,ക്രമേണ
सक्शन,സക്ഷൻ
सक्शन,സക്ഷൻ
उदास,ഉഗ്രമായ
"बेरीज, बेरीज, बेरीज परिणाम, बेरीज","തുക, തുക, തുക, ഫലം, തുക"
रवि,സൂര്യൻ
सूर्याचे घड्याळ,സൂര്യ വാച്ച്
"सन ब्लर, सन ब्लॉट","സൺ ബ്ലർ, സൺ ബ്ലോട്ട്"
सूर्य नक्षत्र,സൂര്യ നക്ഷത്രം
अत्यंत,അങ്ങേയറ്റം
सुपरकंडक्टिंग धातू,സൂപ്പർകണ്ടക്റ്റിംഗ് ലോഹം
अतिवाहकता,അതിചാലകത
सुपर ड्रायव्हर,സൂപ്പർ ഡ്രൈവർ
राक्षस,ഭീമൻ
आरोपित,ആരോപിക്കപ്പെട്ടു
रोपण,ഇംപ്ലാന്റേഷൻ
सुपरमाले,സൂപ്പർമലയ്
अतिसामान्य विक्षेपण,സൂപ്പർനോർമൽ ഡിഫ്ലെക്ഷൻ
लादणे,ചുമത്തുക
रोपण,ഇംപ്ലാന്റേഷൻ
अतिसंपृक्तता,ഹൈപ്പർസാച്ചുറേഷൻ
अतिसंवेदनशील,ഹൈപ്പർസെൻസിറ്റീവ്
प्रचंड कंपनसंख्या असलेल्या (ध्वनिलहरी),അൾട്രാസോണിക്സ്
सुपरसोनिक्स,സൂപ്പർസോണിക്സ്
अधिरचना,ഉപരിഘടന
पूरक,പൂരകമാണ്
खाद्य पुरवठा,തീറ്റ വിതരണം
"तंत्रज्ञान, आधार","സാങ്കേതികവിദ്യ, അടിസ്ഥാനം"
प्रतिबंधित ग्रिड,നിയന്ത്രണ ഗ്രിഡ്
अतिवाहकता,അതിചാലകത
पान,പേജ്
"लाट, फुगणे",കുതിച്ചുചാട്ടം
चौकसपणा,ശ്രദ്ധ
"गृहीत प्रवेश, प्रतिसाद","അനുമാനിക്കപ്പെട്ട നുഴഞ്ഞുകയറ്റം, പ്രതികരണശേഷി"
"संवेदनशीलता, चुंबकीय प्रवृत्ती, ग्रहणक्षमता","സംവേദനക്ഷമത, കാന്തിക പ്രവണത, സ്വീകാര്യത"
"निलंबन, लटकणे","സസ്പെൻഷൻ, തൂക്കിക്കൊല്ലൽ"
चे पालन केले,പാലിച്ചു
"पसरणे, समास","പരത്തുക, മാർജിൻ"
"सूज, सूज, सूज","വീക്കം, വീക്കം, വീക്കം"
"प्राडोल, डोल","പ്രദോൽ, ഡോൾ"
"भोवरा गती, परस्पर गती","കറങ്ങുന്ന വേഗത, കറങ്ങുന്ന വേഗത"
स्विच बोर्ड,സ്വിച്ച് ബോർഡ്
पत्र,കത്ത്
सममितीय,സമമിതി
सममितीय,സമമിതി
सममितीने,സമമിതിയായി
सममिती,സമമിതി
सममिती,സമമിതി
सिंक्रोसायक्लोट्रॉन,സിൻക്രോസൈക്ലോട്രോൺ
सिंक्रोनाइझेशन,സമന്വയം
समकालिक असणे,സിൻക്രണസ് ആയിരിക്കണം
सिंक्रोनायझर,സിൻക്രൊണൈസർ
सिंक्रोनाइझेशन,സമന്വയം
"समकालिकपणे, समकालिकपणे","synchronously, synchronously"
सिंक्रोट्रॉन,സിൻക്രോട്രോൺ
सिंथेटिक,സിന്തറ്റിക്
"शरीर, प्रणाली, गट, समुदाय, प्रणाली","ശരീരം, സിസ്റ്റം, ഗ്രൂപ്പ്, സമൂഹം, സിസ്റ്റം"
"वर्गीकरण, वर्गीकरण, वर्गीकरण-","അടുക്കുക, തരംതിരിക്കുക, തരംതിരിക്കുക-"
"सार्वत्रिक, शरीर","സാർവത്രിക, ശരീരം"
"टॅब्युलेटर, टॅब्युलर मशीन, टॅब्युलर","പട്ടിക, പട്ടിക യന്ത്രം, പട്ടിക"
"चिन्हांकित, चिन्हांकित, चिन्हांकित","അടയാളപ്പെടുത്തി, അടയാളപ്പെടുത്തി, അടയാളപ്പെടുത്തി"
शेपटी शेपूट,വാൽ വാൽ
हळूहळू घट,ക്രമാനുഗതമായ ഇടിവ്
"कूळ, निर्गमन","ഇറക്കം, പുറപ്പെടൽ"
"स्पर्शिक, स्पर्शिक","സ്പർശിക്കുന്ന, സ്പർശിക്കുന്ന"
"नळी (सं.), नळी, अपूर्णांक, एक्सट्रूजन डायव्हर्जन, टॅपन (v.)","സ്പൗട്ട് (എഡി.), സ്പൗട്ട്, ഫ്രാക്ഷൻ, എജക്ഷൻ ഡൈവേർഷൻ, ടാപോൺ (വി.)"
"ऑर्डिनल, बारीक बारीक","ഓർഡിനൽ, ടേപ്പർ"
"टॅपर्ड, टॅपर्ड (v.), पेरिअनथ, टेपरॉन (सं.)","ടേപ്പർഡ്, ടേപ്പർഡ് (വി.), പെരിയാന്ത്, ടാപെറോൺ (എഡി.)"
"knock-key, प्रेस-की","knock-key, press-key"
"पार्ट रिमूव्हल स्विच, स्पाउट स्विच","ഭാഗം നീക്കംചെയ്യൽ സ്വിച്ച്, സ്പൗട്ട് സ്വിച്ച്"
लक्ष्य,ലക്ഷ്യം
"तंत्रज्ञान, तंत्र","സാങ്കേതികവിദ്യ, സാങ്കേതികത"
तंत्रज्ञान,സാങ്കേതികവിദ്യ
दूरदर्शन प्रसारण,ടെലിവിഷൻ പ്രക്ഷേപണം
"तार, तार","ടെലിഗ്രാഫി, ടെലിഗ്രാഫി"
टेलिमीटर,ടെലിമീറ്റർ
टेलिमेट्री,ടെലിമെട്രി
फोन,ഫോൺ
"दुर्बिणी, दुर्बिणी, दुर्बिणी","ദൂരദർശിനി, ദൂരദർശിനി, ദൂരദർശിനി"
"दूरदर्शन, दूरदर्शन","ദൂരദർശൻ, ടെലിവിഷൻ"
उष्णता,ചൂട്
कालिक,കലിക്
"अल्पकालीन, तात्पुरता, तात्पुरता","ഹ്രസ്വകാല, താൽക്കാലിക, താൽക്കാലിക"
कल,ട്രെൻഡ്
तन्यता,ടെൻസൈൽ
तन्य,ടാൻസൈൽ
ताण,സമ്മർദ്ദം
क्षेत्र,സാമ്രാജ്യം
टेरा,ടെറ
"शेवट, टर्मिनल, शेवट, शेवट","അവസാനം, ടെർമിനൽ, അവസാനം, അവസാനം"
"भूभाग, खडकाळ प्रदेश","ഭൂപ്രദേശം, പാറപ്രദേശം"
"स्थलीय, स्थलीय, स्थलीय","ഭൗമ, ഭൗമ, ഭൗമ"
टेस्ला,ടെസ്ല
स्पष्टता चाचणी चार्ट,ക്ലാരിറ്റി ടെസ്റ്റ് ചാർട്ട്
चतुर्थांश,ചതുർഭുജം
दुहेरी ट्रॅपेझॉइड,ഇരട്ട ട്രപസോയിഡ്
टेट्रोड,ടെട്രോഡ്
थिओडोलाइट,തിയോഡോലൈറ്റ്
सैद्धांतिक,സൈദ്ധാന്തിക
"उष्णता, उष्णता, उष्णता","ചൂട്, ചൂട്, ചൂട്"
गरम करणे,ചൂടാക്കൽ
गरम करणे,ചൂടാക്കൽ
tapayni,തപയ്നി
थर्मोइलेक्ट्रिक जोडी,തെർമോ ഇലക്ട്രിക് ജോഡി
थर्मोडायनामिक,തെർമോഡൈനാമിക്
थर्मोडायनामिक्स,തെർമോഡൈനാമിക്സ്
थर्मोइलेक्ट्रिक,തെർമോ ഇലക്ട്രിക്
"थर्मामीटर, थर्मामीटर","തെർമോമീറ്റർ, തെർമോമീറ്റർ"
थर्मोमेट्री,തെർമോമെട്രി
थर्मोइलेक्ट्रिक बीम,തെർമോ ഇലക്ട്രിക് ബീം
थर्मॉस,തെർമോസ്
समशीतोष्ण,മിതശീതോഷ്ണ
"पातळ फिल्म, पातळ थर","നേർത്ത ഫിലിം, നേർത്ത പാളി"
स्टिरिओस्कोपिक,സ്റ്റീരിയോസ്കോപ്പിക്
"उंबरठा, उंबरठा","ഉമ്മരപ്പടി, ഉമ്മരപ്പടി"
थांबा झडप,വാൽവ് നിർത്തുക
"प्रक्षेपण, पडणे","പ്രൊജക്ഷൻ, വീഴ്ച"
"जोर, जोर","തള്ളുക, തള്ളുക"
थायरिस्टर,തൈറിസ്റ്റർ
nat अक्ष,നാറ്റ് അക്ഷം
अभिनंदन,അഭിനന്ദനം
"वेळ, कालावधी, कालावधी","സമയം, കാലയളവ്, ദൈർഘ്യം"
"सहनशीलता, सहनशीलता","സഹിഷ്ണുത, സഹിഷ്ണുത"
टन,ടൺ
"टोन, टोन, प्रतिमा","ടോൺ, ടോൺ, ചിത്രം"
"टनेज, वजन","ടൺ, ഭാരം"
"वेणी, भ्रम, बांगडी, शीर्ष","ബ്രെയ്ഡ്, ഭ്രമം, വള, മുകളിൽ"
toroid,ടൊറോയിഡ്
टोरॉइडी,ടൊറോയ്ഡി
"टॉर्क, क्रॅम्प","ടോർക്ക്, ക്രാമ്പ്"
टॉर्सिलरी ट्यूब,ടോർസിലറി ട്യൂബ്
"आक्षेप, आक्षेप, 3 आक्षेप","ഞെരുക്കം, ഞെരുക്കം, 3 ഞെരുക്കം"
धक्का,ഞെട്ടൽ
"जोड, योग (संत्रा). पूर्ण, पूर्ण (v.)","കൂട്ടിച്ചേർക്കൽ, യോഗ (സാന്ത്ര). പൂർണ്ണമായ, പൂർണ്ണമായ (വി.)"
"मार्गक्रमण, मार्गक्रमण","സഞ്ചാരപഥം, സഞ്ചാരപഥം"
परस्परावलंबन,പരസ്പരാശ്രിതത്വം
इंटरकंडक्टिव्हिटी,അന്തർചാലകത
प्रतिलेखन,ട്രാൻസ്ക്രിപ്ഷൻ
तफावत,വ്യതിയാനം
रूपांतरण,പരിവർത്തനം
