Malayalam,English
പ്രോബബിലിറ്റി ഡിസ്ട്രിബ്യൂഷൻ,probability distribution
പ്രോബബിലിറ്റി ഫംഗ്ഷൻ,probability function
പ്രോബബിലിറ്റി ജനറേറ്റിംഗ് ഫംഗ്ഷൻ,probability generating function
പ്രോബബിലിറ്റി പിണ്ഡം,probability mass
പ്രോബബിലിറ്റി സ്പേസ്,probability space
സാധ്യതയുള്ള,probable
സാധ്യമായ പിശക്,probable error
പ്രശ്നം,problem
പ്രശ്ന നിർവചനം,problem definition
പ്രശ്നം രൂപപ്പെടുത്തൽ,problem formulation
നടപടിക്രമം,procedure
പ്രക്രിയ,process
പ്രോസസ്സിംഗ്,processing
കുറഞ്ഞത് ചതുരങ്ങളുടെ പ്രക്രിയ,process of least squares
നിർമ്മാതാവ്,producer
ഉൽപ്പന്നം,product
വിപരീതത്തിന്റെ ഉൽപ്പന്ന രൂപം,product form of inverse
ഉത്പാദനം,production
ഉത്പാദനച്ചെലവ്,production cost
ഉത്പാദന വളവുകൾ,production curves
ഉത്പാദന പ്രവർത്തനം,production function
പ്രൊഡക്ഷൻ ഫംഗ്ഷൻ മോഡൽ,production function model
ഉത്പാദന പദ്ധതി,production plan
ഉത്പാദന പ്രക്രിയ,production process
ഉത്പാദന നിരക്ക്,production rate
ഉൽപ്പാദന ഷെഡ്യൂളിംഗ്,production scheduling
റാൻഡം വേരിയബിളുകളുടെ ഉൽപ്പന്നം,product of random variables
രണ്ട് രൂപാന്തരങ്ങളുടെ ഉൽപ്പന്നം,product of two transformations
ഉൽപ്പന്ന സെറ്റ്,product set
ഉൽപ്പന്ന സ്ഥലം,product space
ഉൽപ്പന്ന ടോപ്പോളജി,product topology
പ്രൊഫൈൽ വിഭാഗം,profile section
ലാഭം,profit
ലാഭ പ്രവർത്തനം,profit function
ലാഭം പരമാവധിയാക്കൽ,profit maximization
പ്രോഗ്രാമർ,programmer
പ്രോഗ്രാമിംഗ്,programming
പുരോഗതി,progression
പ്രൊജക്ഷൻ,projection
പ്രൊജക്ഷൻ ഫോർമുല,projection formula
കോർഡിനേറ്റ് സ്പേസുകളിലേക്കുള്ള പ്രൊജക്ഷൻ,projection into coordinate spaces
പ്രൊജക്ഷൻ മാട്രിക്സ്,projection matrix
ഒരു സെറ്റിന്റെ പ്രൊജക്ഷൻ,projection of a set
പ്രവണത മൂല്യത്തിന്റെ പ്രൊജക്ഷൻ,projection of trend value
വെക്റ്ററിന്റെ പ്രൊജക്ഷൻ,projection of vector
പ്രൊജക്ഷൻ സിദ്ധാന്തം,projection theorem
പ്രൊജക്റ്റീവ് ജ്യാമിതി,projective geometry
പ്രൊജക്റ്റീവ് തലം,projective plane
പ്രൊജക്റ്റീവ് പരിവർത്തനം,projective transformation
തെളിവ്,proof
ഇൻഡക്ഷൻ വഴി തെളിവ്,proof by induction
പ്രചരിപ്പിച്ച പിശക്,propagated error
പിശകിന്റെ പ്രചരണം,propagation of error
ശരിയായ ഘടകം,proper factor
ശരിയായ പ്രവർത്തനം,proper function
ശരിയായ ഇടവേള,proper interval
ശരിയായി അടങ്ങിയിരിക്കുന്നു,properly contained
ശരിയായ ഉപവിഭാഗം,proper subset
ശരിയായ ഉപസ്ഥലം,proper subspace
സംരക്ഷണ സ്വത്ത്,property of conservation
ശരിയായ മൂല്യം (=ഈജൻ മൂല്യം),proper value (=eigen value)
ശരിയായ വെക്റ്റർ,proper vector
ആനുപാതികമായ,proportional
ആനുപാതികമായ ബന്ധം,proportional relationship
ആനുപാതിക സാമ്പിൾ,proportional sampling
നിർദ്ദേശം,proposition
സ്യൂഡോകോഡ്,pseudocode
സ്യൂഡോമെട്രിക്,pseudometric
സ്യൂഡോമെട്രിക് സ്പേസ്,pseudometric space
കപടനിയമം,pseudonorm
സ്യൂഡോനോം ടോപ്പോളജി,pseudonorm topology
വലിക്കുക,pull
പുള്ളി,pulley
പഞ്ച് കാർഡ്,punched card
പഞ്ച് കാർഡ് മെഷീൻ,punch card machine
പഞ്ചിംഗ് മെഷീൻ,punching machine
ശുദ്ധമായ വളവ്,pure bending
ശുദ്ധ ദശാംശം,pure decimal
ശുദ്ധമായ ജ്യാമിതി,pure geometry
ശുദ്ധമായ ഇൻഡക്ഷൻ,pure induction
തികച്ചും അതീന്ദ്രിയമായ,purely transcendental
ശുദ്ധമായ ഗണിതശാസ്ത്രം,pure mathematics
ശുദ്ധമായ സംഖ്യ,pure number
ശുദ്ധമായ തന്ത്രം,pure strategy
പിരമിഡ്,pyramid
പിരമിഡാകൃതിയിലുള്ള ഖര,pyramidal solid
പിരമിഡാകൃതിയിലുള്ള ഉപരിതലം,pyramidal surface
QED,Q.E.D.
ചതുർഭുജം,quadrangle
ചതുരാകൃതിയിലുള്ള പ്രിസം,quadrangular prism
ചതുരം,quadrant
ചതുരാകൃതിയിലുള്ള,quadratic
ക്വാഡ്രാറ്റിക് ചെലവ്,quadratic cost
ക്വാഡ്രാറ്റിക് കോസ്റ്റ് ഫംഗ്ഷൻ,quadratic cost function 
ചതുരാകൃതിയിലുള്ള വക്രം,quadratic curve
ക്വാഡ്രാറ്റിക് സമവാക്യം,quadratic equation
ചതുരാകൃതിയിലുള്ള പദപ്രയോഗം,quadratic expression
ചതുരാകൃതിയിലുള്ള രൂപം,quadratic form
ചതുരാകൃതിയിലുള്ള പ്രവർത്തനം,quadratic function
ക്വാഡ്രാറ്റിക് ഫങ്ഷണൽ,quadratic functional
ക്വാഡ്രാറ്റിക് ഇന്റർപോളേഷൻ,quadratic interpolation 
ക്വാഡ്രാറ്റിക് ഒബ്ജക്റ്റീവ് ഫംഗ്ഷൻ,quadratic objective function
ക്വാഡ്രാറ്റിക് പ്രോഗ്രാമിംഗ്,quadratic programming 
ചതുരാകൃതിയിലുള്ള പരസ്പരബന്ധം,quadratic reciprocity 
ചതുരാകൃതിയിലുള്ള ഉപരിതലം,quadratic surface
ചതുരാകൃതിയിലുള്ള കാലാവധി,quadratic term
ക്വാഡ്രേച്ചർ ഫോർമുല,quadrature formula
ചതുർഭുജം,quadrilateral
ഗുണപരമായ വിശകലനം,qualitative analysis
ഗുണനിലവാര നിയന്ത്രണം,quality control
ക്വാണ്ടം മെക്കാനിക്സ്,quantum mechanics
ക്വാണ്ടം നമ്പർ,quantum number
ക്വാണ്ടം സ്ഥിതിവിവരക്കണക്കുകൾ,quantum statistics 
പാദം,quarter 
ക്വാർട്ടിക്,quartic
ക്വാർട്ടൈൽ,quartile
അർദ്ധ രേഖീയ ഘടനാ സമവാക്യം,quasi linear constitutive equation
അർദ്ധ പതിവ്,quasi regular
ക്വാട്ടേർനിയൻ,quaternion
ക്യൂ നീളം,queue length
ക്യൂയിംഗ് മോഡൽ,queuing model
ക്യൂവിംഗ് പ്രശ്നം,queuing problem
ക്യൂയിംഗ് പ്രക്രിയ,queuing process
ക്യൂയിംഗ് സിസ്റ്റം,queuing system
ക്യൂയിംഗ് സിദ്ധാന്തം,queuing theory
ക്വിന്റൈൽ,quintile
അഞ്ചെണ്ണം,quintuplet
ഉദ്ധരണി,quotation
ക്വോട്ട്,quotient
ഘടക ഫീൽഡ്,quotient field
ഘടകഗ്രൂപ്പ്,quotient group
ക്വട്ടേഷൻ നിയമം,quotient law
ഘടക സെറ്റ്,quotient set
ക്വോട്ട് സ്പേസ്,quotient space
ഘടക ടോപ്പോളജി,quotient topology
റേഡിയൽ,radial
റേഡിയൻ,radian
റേഡിയൻ അളവ്,radian measure
സമൂലമായ,radical
റാഡിക്കൽ അക്ഷം,radical axis
സമൂല ചിഹ്നം,radical sign
ആരം,radius
ഒത്തുചേരലിന്റെ ആരം,radius of convergence
വക്രതയുടെ ആരം,radius of curvature
ആരം വെക്റ്റർ,radius vector
റാഡിക്സ്,radix
ക്രമരഹിതമായ പിശക്,random error
ക്രമരഹിതമായ പ്രവർത്തനം,random function
ക്രമരഹിതമാക്കൽ,randomization
ക്രമരഹിതമായ ബ്ലോക്കുകൾ,randomised blocks
ക്രമരഹിതമായ മോഡൽ,random model
ക്രമരഹിത സംഖ്യ,random number
ക്രമരഹിതമായ സാമ്പിൾ,random sampling
റാൻഡം വേരിയബിൾ,random variable
പരിധി,range
ഒത്തുചേരലിന്റെ പരിധി,range of convergence
സംയോജനത്തിന്റെ പരിധി,range of integration
ബന്ധത്തിന്റെ പരിധി,range of relation
പരിധി സ്ഥലം,range space
റാങ്ക്,rank
റാങ്ക് പരസ്പരബന്ധം,rank correlation
മാട്രിക്സ് റാങ്ക്,rank of matrix
റാങ്ക് ഓർഡർ സ്ഥിതിവിവരക്കണക്കുകൾ,rank order statistics
മാറ്റത്തിന്റെ നിരക്ക്,rate of change
ഒത്തുചേരൽ നിരക്ക്,rate of convergence
അനുപാതം,Ratio
യുക്തിസഹമായ,Rational
യുക്തിസഹമായ ആവിഷ്കാരം,rational expression
യുക്തിസഹമായ ഫീൽഡ്,rational field
യുക്തിസഹമായ പ്രവർത്തനം,rational function
ഡിനോമിനേറ്ററിന്റെ യുക്തിസഹീകരണം,rationalisation of the denominator
യുക്തിസഹമായ സംഖ്യ,rational number
റേഷണൽ നമ്പർ ഫീൽഡ്,rational number field
യുക്തിസഹമായ പ്രവർത്തനം,rational operation
അനുപാത പരിശോധന,ratio test
അസംസ്കൃത ഡാറ്റ,raw data
കിരണം,ray
കിരണ വെക്റ്റർ,ray vector
യഥാർത്ഥമായ,real
യഥാർത്ഥ അച്ചുതണ്ട്,real axis
യഥാർത്ഥ തുടർച്ച,real continuum
യഥാർത്ഥ ലൈൻ,real line
യഥാർത്ഥ ലീനിയർ വെക്റ്റർ സ്പേസ്,real linear vector space
യഥാർത്ഥ മാട്രിക്സ്,real matrix
യഥാർത്ഥ സംഖ്യ,real number
യഥാർത്ഥ സംഖ്യ ഫീൽഡ്,real number field
യഥാർത്ഥ ഭാഗം,real part
യഥാർത്ഥ ബഹുപദം,real polynomial
യഥാർത്ഥ ക്വാഡ്രാറ്റിക്,real quadratic
യഥാർത്ഥ റൂട്ട്,real root
യഥാർത്ഥ സ്ഥലം,real space
തൽസമയ സംവിധാനം,real time system
യഥാർത്ഥ മൂല്യമുള്ള പ്രവർത്തനം,real valued function
യഥാർത്ഥ വേരിയബിൾ,real variable
യഥാർത്ഥ വെക്റ്റർ സ്ഥലം,real vector space
പരസ്പരമുള്ള,reciprocal
പരസ്പര മാട്രിക്സ്,reciprocal matrix
ദീർഘചതുരം,rectangle
ദീർഘചതുരാകൃതിയിലുള്ള,rectangular
ചതുരാകൃതിയിലുള്ള അറേ,rectangular array
ദീർഘചതുരാകൃതിയിലുള്ള അച്ചുതണ്ട്,rectangular axis
ചതുരാകൃതിയിലുള്ള സാന്ദ്രത പ്രവർത്തനം,rectangular density function
ദീർഘചതുരാകൃതിയിലുള്ള ഹൈപ്പർബോള,rectangular hyperbola
ചതുരാകൃതിയിലുള്ള മാട്രിക്സ്,rectangular matrix
ചതുരാകൃതിയിലുള്ള സമാന്തര പൈപ്പ് (ക്യൂബോയിഡ്),"rectangular parellelopiped 
 (cuboid)"
ശരിയാക്കാവുന്ന വക്രം,rectifiable curve
ആവർത്തന സൂത്രവാക്യം,recurrence formula
ആവർത്തന ദശാംശം,recurring decimal
ആവർത്തന സൂത്രവാക്യം,recursion formula
കുറച്ച എച്ചലോൺ ഫോം,reduced echelon form
reductio-ad-absurdum,reductio-ad-absurdum
റിഡക്ഷൻ ഫോർമുല,reduction formula
റഫറൻസ് ലൈൻ,reference line
റഫറൻസ് പോയിന്റ്,reference point
പ്രതിഫലിച്ച തരംഗം,reflected wave
പ്രതിഫലനം,reflection
പ്രതിഫലന നിയമം,reflexive law
ഒത്തുചേരൽ മേഖല,region of convergence
വ്യതിചലന മേഖല,region of divergence
സംയോജന മേഖല,region of integration
റിഗ്രഷൻ വിശകലനം,regression analysis
റിഗ്രഷൻ കർവ്,regression curve
റിഗ്രഷൻ സമവാക്യം,regression equation
റിഗ്രഷൻ ലൈൻ,regression line
റിഗ്രഷൻ മോഡൽ,regression model
പതിവ് വളവ്,regular curve
സാധാരണ ഷഡ്ഭുജം,regular hexagon
റെഗുലർ മാട്രിക്സ്,regular matrix
സാധാരണ ടെട്രാഹെഡ്രോൺ,regular tetrahedron
ആപേക്ഷിക പൂരകം,relative complement
ആപേക്ഷിക പരമാവധി,relative maximum
ആപേക്ഷിക മിനിമം,relative minimum
ആപേക്ഷിക സാധ്യത (സോപാധിക സംഭാവ്യത),relative probability (conditional probability)
ആപേക്ഷിക വേഗത,relative velocity
ആപേക്ഷികത,Relativity
ആപേക്ഷിക സിദ്ധാന്തം,relativity theory
വിശ്വാസ്യത,reliability
വിശ്വാസ്യത പ്രശ്നം,reliability problem
ശേഷിക്കുന്ന കാലാവധി,remainder term
ശേഷിക്കുന്ന സിദ്ധാന്തം,remainder theorem
ആവർത്തിച്ചുള്ള പരിധി,repeated limit
റീമാൻ ഇന്റഗ്രൽ ആവർത്തിച്ചു,repeated Riemann integral
പ്രാതിനിധ്യം,representation
അവശിഷ്ടം,Residue
ഒരു ധ്രുവത്തിൽ അവശിഷ്ടം,residue at a pole
പ്രമേയം,resolution
ശക്തികളുടെ പ്രമേയം,resolution of forces
വേഗതകളുടെ റെസലൂഷൻ,resolution of velocities
ഫലമായി,resultant
ഫലമായ ശക്തി,resultant force
ഫലമായ വെക്റ്റർ,resultant vector
പരിഷ്കരിച്ച സിംപ്ലക്സ് ടെക്നിക്,revised simplex technique
റോംബസ്,rhombus
റീമാൻ ഇന്റഗ്രൽ,Riemann integral
വലത് കോൺ,right angle
വലത് കോണുള്ള ത്രികോണം,right angled triangle
വലത് വൃത്താകൃതിയിലുള്ള കോൺ,right circular cone
ശരിയായ കോസെറ്റ്,right coset
വലത് സിലിണ്ടർ,right cylinder
വലംകൈ,right handed
വലത് വിപരീതം,right inverse
കഠിനമായ തെളിവ്,rigorous proof
മോതിരം,ring
പൂർണ്ണസംഖ്യകളുടെ വളയം,ring of integers
R-ഇന്റഗ്രബിൾ,R-integrable
റൂട്ട്,root
റൂട്ട് അർത്ഥം ചതുരം,root mean square
ഒരു ബഹുപദത്തിന്റെ റൂട്ട്,root of a polynomial
ഭ്രമണം,rotation
റൗണ്ടിംഗ് പിശക്,rounding error
വരി,row
നിര-നിര ഗുണനം,row-by-column multiplication
വരി തുല്യത,row equivalence
വരി മാട്രിക്സ്,row matrix
വരി റാങ്ക്,row rank
സാഡിൽ പോയിന്റ്,saddle point
സാമ്പിൾ,sample
സാമ്പിൾ അർത്ഥം,sample means
സാമ്പിൾ പോയിന്റ്,sample point
സാമ്പിൾ വലിപ്പം,sample size
സാമ്പിൾ സ്ഥലം,sample space
സാമ്പിൾ സ്റ്റാൻഡേർഡ് ഡീവിയേഷൻ,sample standard deviation
സാമ്പിൾ സർവേ,sample survey
സാമ്പിൾ വ്യത്യാസം,sample variance
സാമ്പിൾ,sampling
സാമ്പിൾ വിതരണം,sampling distribution
സാമ്പിൾ പിശക്,sampling error
സാമ്പിൾ ഇടവേള,sampling interval
സാമ്പിൾ രീതി,sampling method
സാമ്പിൾ സിദ്ധാന്തം,sampling theory
പകരമുള്ള സാമ്പിൾ,sampling with replacement
സ്കെയിലർ,scalar
സ്കെയിലർ ഫീൽഡ്,scalar field
സ്കെയിലർ മാട്രിക്സ്,scalar matrix
സ്കെയിലർ മൾട്ടിപ്പിൾ,scalar multiple
സ്കെയിലർ ഗുണനം,scalar multiplication
സ്കെയിലർ ഉൽപ്പന്നം,scalar product
സ്കെയിലർ അളവ്,scalar quantity
സ്കെയിലർ ട്രിപ്പിൾ ഉൽപ്പന്നം,scalar triple product
ദൃശ്യ ത്രികോണം,scelene triangle
ചിതറിക്കിടക്കുന്ന ഡയഗ്രം,scattered diagram
ഷ്രോഡിംഗർ സമവാക്യം,Schrodinger equation
സീസണൽ ഏറ്റക്കുറച്ചിലുകൾ,seasonal fluctuation
സെക്കന്റ്,secant
സെക്കന്റ് രീതി,secant method
രണ്ടാമത്തെ ഡെറിവേറ്റീവ്,second derivative
രണ്ടാമത്തെ ഓർഡർ,second order
വിഭാഗം,section
മേഖല,sector
ഒരു വക്രത്തിന്റെ ഭാഗം,segment of a curve
സ്വയം - അനുബന്ധം,self — adjoint
സ്വയം അനുബന്ധ ഓപ്പറേറ്റർ,self adjoint operator
സ്വയം - സംയോജനം,self — conjugate
സെമിഅക്സിസ്,semiaxis
അർദ്ധവൃത്തം,semicircle
അർദ്ധ-നിശ്ചിത മാട്രിക്സ്,semi - definite matrix
അർദ്ധ-നിശ്ചിത ചതുരാകൃതിയിലുള്ള രൂപം,semi - definite quadratic form
അർദ്ധഗ്രൂപ്പ്,semigroup
അർദ്ധ ഇടവേള,semi - interval
അർദ്ധ പ്രധാന അക്ഷം,semi major axis
സെമി മൈനർ അക്ഷം,semi minor axis
വേർതിരിക്കാവുന്ന ബഹുപദം,separable polynomial
വേരിയബിളുകളുടെ വേർതിരിവ്,separation of variables
ക്രമം,sequence
അനുക്രമ സിദ്ധാന്തം,sequencing theory
തുടർച്ചയായ വിശകലനം,sequential analysis
തുടർച്ചയായ സാമ്പിൾ,sequential sampling
സീരിയൽ പരസ്പരബന്ധം,serial correlation
പരമ്പര,series
സെറ്റ്,set
സെക്സ്റ്റന്റ്,sextant
ഷെവാർട്ട് നിയന്ത്രണ ചാർട്ടുകൾ,Shewhart control charts
അടയാളം,sign
ഒരു മാട്രിക്സിന്റെ ഒപ്പ്,signature of a matrix
ക്വാഡ്രാറ്റിക് രൂപത്തിന്റെ ഒപ്പ്,signature of quadratic form
ഒപ്പിട്ട നമ്പർ,signed number
പ്രാധാന്യ നില,significance level
പ്രാധാന്യം പരിശോധന,significance test
ഗണ്യമായ അക്കം,significant digit
അടയാള പരിശോധന,sign test
സിഗ്നം ഫംഗ്ഷൻ,signum function
സമാനമായ ദീർഘവൃത്തങ്ങൾ,similar ellipses
സമാനമായ കണക്കുകൾ,similar figures
സാമ്യം,similarity
സമാനമായ മെട്രിക്സ്,similar matrices
ലളിതമായ അടഞ്ഞ വക്രം,simple closed curve
ലളിതമായ പരസ്പരബന്ധം,simple correlation
ലളിതമായ ഹാർമോണിക് ചലനം,simple harmonic motion
ലളിതമായ റാൻഡം സാമ്പിൾ,simple random sampling
സിംപ്ലക്സ്,simplex
സിംപ്ലക്സ് അൽഗോരിതം,simplex algorithm
സിംപ്ലക്സ് ടാബ്ലോ,simplex tableau
സിംപ്‌സണിന്റെ ഒന്ന് - മൂന്നാമത്തെ നിയമം,Simpson's one - third rule
സിമുലേഷൻ ടെക്നിക്,simulation technique
ഒരേസമയം ഡിഫറൻഷ്യൽ സമവാക്യങ്ങൾ,simultaneous differential equations
ഒരേസമയം സമവാക്യങ്ങൾ,simultaneous equations
പാപം,sine
സൈൻ വക്രം,sine curve
സിംഗിൾടൺ,singleton
ഒരൊറ്റ മൂല്യമുള്ള പ്രവർത്തനം,single valued function
ഏക അവിഭാജ്യ,singular integral
ഏകത്വം,singularity
ഏക മാട്രിക്സ്,singular matrix
ഏക പരിഹാരം,singular solution
സാമ്പിളിന്റെ വലിപ്പം,size of sample
വളഞ്ഞ വിതരണം,skewed distribution
സ്കെവ്-ഹെർമിഷ്യൻ മാട്രിക്സ്,skew-Hermitian matrix
വക്രത,skewness
ചരിഞ്ഞ സമമിതി മാട്രിക്സ്,skew symmetric matrix
സ്ലാക്ക് വേരിയബിൾ,slack variable
ചരിവ്,slope
ചരിവ് ഗ്രേഡിയന്റ്,slope gradient
ചെറിയ ബ്രാക്കറ്റുകൾ,small brackets
മിനുസമാർന്ന വക്രം,smooth curve
സുഗമമായ പ്രവർത്തനം,smooth function
സമയ ശ്രേണി സുഗമമാക്കുന്നു,smoothing of time series
സൗരയൂഥം,solar system
സോളിനോയ്ഡൽ വെക്റ്റർ,solenoidal vector
ഖര,solid
ഖര ജ്യാമിതി,solid geometry
പരിഹാരം,solution
പരമ്പരയിലെ പരിഹാരം,solution in series
പരിഹാരം മാട്രിക്സ്,solution matrix
ഒരു ത്രികോണത്തിന്റെ പരിഹാരം,solution of a triangle
പരിഹാരം സ്ഥലം,solution space
സോണിൻ ബഹുപദം,Sonine polynomial
സ്ഥലം,space
സ്പേസ് കർവ്,space curve
പരന്നുകിടക്കുന്ന സെറ്റ്,spanning set
സ്പേഷ്യൽ കോറെലോഗ്രാം,spatial correlogram
പ്രത്യേക രേഖീയ ഗ്രൂപ്പ്,special linear group
പ്രത്യേക ഓർത്തോഗണൽ ഗ്രൂപ്പ്,special orthogonal group
പ്രത്യേക ഗുരുത്വാകർഷണം,specific gravity
സ്പെക്ട്രൽ മാപ്പിംഗ് സിദ്ധാന്തം,spectral mapping theorem
ഒരു ഫംഗ്ഷന്റെ സ്പെക്ട്രം,spectrum of a function
ഗോളം,sphere
ഗോളാകൃതിയിലുള്ള കോർഡിനേറ്റ് സിസ്റ്റം,spherical coordinate system
ഗോളാകൃതിയിലുള്ള പോളാർ കോർഡിനേറ്റ്,spherical polar coordinate
ഗോളാകൃതിയിലുള്ള ത്രികോണം,spherical triangle
ഗോളാകൃതിയിലുള്ള ത്രികോണമിതി,spherical trigonometry
സർപ്പിളമായ,spiral
സമചതുരം Samachathuram,square
ചതുര ബ്രാക്കറ്റുകൾ,square brackets
സമചതുരം സംയോജിപ്പിക്കാവുന്ന,square integrable
ചതുര മാട്രിക്സ്,square matrix
സ്ക്വയർ റൂട്ട്,square root
സാമ്പിളിന്റെ ഘട്ടം,stage of sampling
ഗോവണി പ്രവർത്തനം,staircase function
സ്റ്റാൻഡേർഡ് ഡീവിയേഷൻ,standard deviation
സാധാരണ ആന്തരിക ഉൽപ്പന്നം,standard inner product
സന്തുലിതാവസ്ഥ,state of equilibrium
നിശ്ചലമായ വക്രം,stationary curve
നിശ്ചല പോയിന്റ്,stationary point
നിശ്ചല മൂല്യം,stationary value
സ്ഥിതിവിവരക്കണക്ക്,statistic
സ്ഥിതിവിവരക്കണക്ക്,statistical
സ്റ്റാറ്റിസ്റ്റിക്കൽ ഡാറ്റ,statistical data
സ്ഥിതിവിവരക്കണക്ക് വിതരണം,statistical distribution
സ്റ്റാറ്റിസ്റ്റിക്കൽ അനുമാനം,statistical hypothesis
സ്റ്റാറ്റിസ്റ്റിക്കൽ അനുമാനം,statistical inference
സ്റ്റാറ്റിസ്റ്റിക്കൽ മോഡൽ,statistical model
സ്ഥിതിവിവരക്കണക്ക് ജനസംഖ്യ,statistical population
സ്റ്റാറ്റിസ്റ്റിക്കൽ ഗുണനിലവാര നിയന്ത്രണം,statistical quality control
സ്ഥിതിവിവരക്കണക്കുകൾ,statistics
സ്ഥിരമായ,steady
സ്ഥിരമായ പരിഹാരം,steady state solution
കുത്തനെയുള്ള കയറ്റം (ഒരു വളവിന്റെ),steep ascent (of a curve)
കുത്തനെയുള്ള കയറ്റ രൂപകൽപ്പന,steepest ascent design
കുത്തനെയുള്ള ഇറക്കം,steepest descent
ഘട്ടം പ്രവർത്തനം,step function
സ്റ്റെർലിംഗ് പരമ്പര,Stirling series
സ്ഥായിയായ,stochastic
സ്റ്റോക്കാസ്റ്റിക് മാട്രിക്സ്,stochastic matrix
സ്ഥായിയായ മോഡൽ,stochastic model
സ്റ്റോക്കാസ്റ്റിക് പ്രോഗ്രാമിംഗ്,stochastic programming
സ്റ്റോക്കാസ്റ്റിക് വേരിയബിൾ,stochastic variable
സ്റ്റോക്സിന്റെ സിദ്ധാന്തം,Stokes’ theorem
നേർരേഖ,straight line
സ്ട്രാറ്റ ചാർട്ട്,strata chart
വർഗ്ഗീകരണം,stratification
സ്ട്രാറ്റിഫൈഡ് സാമ്പിൾ,stratified sampling
സ്ട്രീം-ലൈൻ,stream-line
സമ്മർദ്ദം,stress
കർശനമായി കോൺവെക്സ് ഫംഗ്ഷൻ,strictly convex function
കർശനമായി കുറയുന്നു,strictly decreasing
കർശനമായി വർദ്ധിപ്പിക്കുന്നു,strictly increasing
കർശനമായി ഏകതാനമായ പ്രവർത്തനം,strictly monotonic function
വിദ്യാർത്ഥിയുടെ ടെസ്റ്റ് (വിദ്യാർത്ഥികളുടെ &quot;ടി&quot; ടെസ്റ്റ്),"Student's test (Student's ""t"" test)"
ഉപശേഖരം,sub-collection
സബ് ഡിറ്റർമിനന്റ്,sub determinant
ഉപഫീൽഡ്,subfield
ഉപഗ്രൂപ്പ്,subgroup
ഉപ ഇടവേള,sub-interval
സബ്മാട്രിക്സ്,submatrix
സബ്സ്ക്രിപ്റ്റ്,subscript
തുടർന്നുള്ള,subsequence
ഉപഗണം,subset
ഉപസ്ഥലം,subspace
പകരംവയ്ക്കൽ,substitution
സബ്ടാൻജന്റ്,subtangent
വിധേയമാക്കുക,subtend
കുറയ്ക്കുക,subtract
കുറയ്ക്കൽ,subtraction
തുടർച്ചയായി,successive
തുടർച്ചയായ വ്യത്യാസം,successive differentiation
തുടർച്ചയായ ഏകീകരണം,successive integration
പിൻഗാമി,successor
പ്രത്യയം,suffix
തുക,sum
തുക പ്രവർത്തനം,sum function
സംഗ്രഹിക്കാവുന്ന,summable
സംഗ്രഹം,summand
സംഗ്രഹം,summation
സംഗ്രഹ കൺവെൻഷൻ,summation convention
സംഗ്രഹ ഫോർമുല,summation formula
പരമ്പരയുടെ സംഗ്രഹം,summation of series
സംഗ്രഹ ചിഹ്നം,summation sign
അനന്തതയിലേക്ക് തുക,sum to infinity
സൂപ്പർസ്ക്രിപ്റ്റ്,superscript
സൂപ്പർസെറ്റ്,superset
സൂപ്പർസോണിക് ഒഴുക്ക്,supersonic flow
സപ്ലിമെന്ററി ആംഗിൾ,supplementary angle
ഹൈപ്പർപ്ലെയ്നെ പിന്തുണയ്ക്കുന്നു,supporting hyperplane
പ്രവർത്തനത്തിന്റെ പിന്തുണ,support of function
കരുതുക,suppose
പരമോന്നത,supremum
surd,surd
ഉപരിതലം,surface
ഉപരിതല പ്രദേശം,surface area
ഉപരിതല ഇന്റഗ്രൽ,surface integral
സർജക്ഷൻ,surjection
സർജക്റ്റീവ്,surjective
സർജക്റ്റീവ് മാപ്പ്,surjective map
ചിഹ്നം,symbol
പ്രതീകാത്മക യുക്തി,symbolic logic
പ്രതീകാത്മക മാതൃക,symbolic model
സമമിതി,symmetric
സമമിതി,symmetrical
സമമിതി ഡിറ്റർമിനന്റ്,symmetric determinant
സമമിതി വ്യത്യാസം,symmetric difference
സമമിതി മാട്രിക്സ്,symmetric matrix
സിസ്റ്റം വിശകലനം,system analysis
വ്യവസ്ഥാപിത സാമ്പിൾ,systematic sampling
മേശ,table
ടാബ്ലോ,tableau
ഇന്റഗ്രലുകളുടെ പട്ടിക,table of integrals
പട്ടിക,tabular
പട്ടിക രൂപം,tabular form
പട്ടിക ലോഗരിതം,tabular logarithm
പട്ടികപ്പെടുത്തുക,tabulate
പട്ടികപ്പെടുത്തിയ മൂല്യം,tabulated value
ടാബുലേഷൻ,tabulation
ടാബുലേറ്റർ,tabulator
വാൽ,tail
വാൽ പ്രദേശം (വിതരണം),tail area (of distribution)
സ്പർശനം,tangency
ടാൻജെന്റ്,tangent
ടാൻജെന്റ് ഹൈപ്പർപ്ലെയ്ൻ,tangent hyperplane
സ്പർശനാത്മകമായ,tangential
ടാൻജൻഷ്യൽ ഘടകം,tangential component
ടാൻജൻഷ്യൽ വിഭാഗം,tangential section
ടാൻജെന്റ് ലൈൻ,tangent line
ടാൻജെന്റ് വിമാനം,tangent plane
ടാൻജെന്റ് സ്പേസ്,tangent space
ടേപ്പ് പഞ്ച്,tape punch
ടേപ്പ് റീഡർ,tape reader
ടൗബേറിയൻ സിദ്ധാന്തം,Tauberian theorem
ടെയ്ലറുടെ സിദ്ധാന്തം,Taylor's theorem
ചെബിചേവ് മെട്രിക്,Tchebychev metric
ടി-വിതരണം,t-distribution
