Hindi,Tamil
निर्देश बिंदु संदर्भ बिंदु,குறிப்பு புள்ளி
परावर्तित तरंग,பிரதிபலித்த அலை
परावर्तन,பிரதிபலிப்பு
स्वतुल्य नियम,பிரதிபலிப்பு சட்டம்
अभिसरण प्रदेश,ஒன்றிணைந்த பகுதி
अपसरण प्रदेश,வேறுபட்ட பகுதி
समाकलन प्रदेश,ஒருங்கிணைப்பு பகுதி
समाश्रयण विश्लेषण,பின்னடைவு பகுப்பாய்வு
समाश्रयण वक्र,பின்னடைவு வளைவு
समाश्रयण समीकरण,பின்னடைவு சமன்பாடு
समाश्रयण रेखा,பின்னடைவு வரி
समाश्रयण निदर्श,பின்னடைவு மாதிரி
नियमित वक्र,வழக்கமான வளைவு
सम षट्भजु,வழக்கமான அறுகோணம்
नियमित आव्यूह,வழக்கமான அணி
सम चतुष्फलक,வழக்கமான டெட்ராஹெட்ரான்
सापेक्ष पूरक,உறவினர் நிரப்பு
आपेक्षिक उच्चतम,ஒப்பீட்டு அதிகபட்சம்
आपेक्षिक निम्नतम,ஒப்பீட்டு குறைந்தபட்சம்
आपेक्षिक प्रायिकता,உறவினர் நிகழ்தகவு (நிபந்தனை நிகழ்தகவு)
आपेक्षिक वेग,தொடர்புடைய வேகம்
" आपेक्षिकता, रिलेटिविटी , आपेक्षिकी",சார்பியல்
आपेक्षिकता सिद्धांत,சார்பியல் கோட்பாடு
विश्वसनीयता,நம்பகத்தன்மை
विश्वसनीयता समस्या,நம்பகத்தன்மை பிரச்சனை
अवशेष पद,மீதமுள்ள காலம்
शेषफल-प्रमेय,மீதமுள்ள தேற்றம்
पुऩरावृृत्त सीमा,மீண்டும் மீண்டும் வரம்பு
पुऩरावृृत्त रीमान-समाकल,Reemann integral என்று மீண்டும் மீண்டும் கூறினார்
निरूपण,பிரதிநிதித்துவம்
"अवशिष्ट, अवशेष",எச்சம்
अनंतक पर अवशेष,ஒரு துருவத்தில் எச்சம்
" वियोजन , खंडन 
 , विभेदन",தீர்மானம்
बल-वियोजन,படைகளின் தீர்மானம்
वेग-वियोजन,வேகங்களின் தீர்மானம்
" परिणामी , निराकरण फल",விளைவாக
परिणामी बल,விளைவாக சக்தி
परिणामी सदिश,விளைவாக திசையன்
संशोधित एकल प्रविधि,திருத்தப்பட்ட சிம்ப்ளக்ஸ் நுட்பம்
समचतुर्भुज,ரோம்பஸ்
रीमान-समाकल,ரீமான் ஒருங்கிணைந்த
"समकोण, लम्बकोण",வலது கோணம்
समकोण त्रिभुज,வலது கோண முக்கோணம்
लंब वृत्तीय शंकु,வலது வட்டக் கூம்பு
दक्षिण सहसमुच्चय,சரியான இணை
लंबवृत्तीय बेलन,வலது சிலிண்டர்
दक्षिणावर्ती,வலது கை பழக்கம்
दक्षिण प्रतिलोम,வலது தலைகீழ்
"परिशुद्ध प्रमाण, परिशुद्ध उपपत्ति",கடுமையான ஆதாரம்
"वलय, रिंग",மோதிரம்
पूर्णांक वलय,முழு எண்களின் வளையம்
R-समाकलनीय,R-ஒருங்கிணைக்கக்கூடியது
"मूल, जड़",வேர்
वर्ग-माध्य मूल,வேர் என்றால் சதுரம்
बहुपद का मूल,ஒரு பல்லுறுப்புக்கோவையின் வேர்
" घूर्णन , आवर्तन",சுழற்சி
निकटन त्रुटि,ரவுண்டிங் பிழை
पंक्ति,வரிசை
पंक्ति-स्तंभ गुणन,வரிசை-நெடுவரிசை பெருக்கல்
पंक्ति तुल्यता,வரிசை சமநிலை
पंक्ति आव्यूह,வரிசை அணி
पंक्ति कोटि,வரிசை தரவரிசை
पल्याण बिंदु,சேணம் புள்ளி
"प्रतिदर्श, नमूना",மாதிரி
प्रतिदर्श माध्य,மாதிரி பொருள்
प्रतिदर्श बिंदु,மாதிரி புள்ளி
प्रतिदर्श आमाप,மாதிரி அளவு
प्रतिदर्श समष्टि,மாதிரி இடம்
प्रतिदर्श-मानक-विचलन,மாதிரி நிலையான விலகல்
प्रतिदर्श सर्वेक्षण,மாதிரி ஆய்வு
प्रतिदर्श प्रसरण,மாதிரி மாறுபாடு
" प्रतिदर्शी (वि.) , प्रतिचयन (सं.)",மாதிரி
प्रतिदर्शी बंटन,மாதிரி விநியோகம்
प्रतिचयन-त्रुटि,மாதிரி பிழை
प्रतिचयन-अंतराल,மாதிரி இடைவெளி
प्रतिचयन विधि,மாதிரி முறை
प्रतिचयन सिद्धांत,மாதிரி கோட்பாடு
प्रतिस्थापन सहित प्रतिचयन,மாற்று மூலம் மாதிரி
"अदिश, स्केलर",அளவுகோல்
अदिश क्षेत्र,அளவிடல் புலம்
अदिश आव्यूह,ஸ்கேலார் மேட்ரிக்ஸ்
अदिश गुणज,அளவிடல் பல
अदिश गुणन,அளவிடல் பெருக்கல்
अदिश गुणनफल,அளவிடல் தயாரிப்பு
अदिश राशि,அளவிடல் அளவு
अदिश त्रिक गुणनफल,ஸ்கேலர் மூன்று தயாரிப்பு
विषमबाहु त्रिभुज,காட்சி முக்கோணம்
प्रकीर्ण आरेख,சிதறிய வரைபடம்
श्रोडिन्गर समीकरण,ஷ்ரோடிங்கர் சமன்பாடு
"ऋतुनिष्ठ उच्चावचन, मौसमी उतार-चढ़ाव",பருவகால ஏற்ற இறக்கம்
" छेदक, छेदक रेखा , सीकेन्ट, व्युत्क्रम कोटिज्या",செகண்ட்
छेदिका विधि,இரண்டாவது முறை
द्वितीय,இரண்டாவது வழித்தோன்றல்
द्वितीय क्रम (द्वितीय प्रकार का),இரண்டாவது வரிசை
" अनुभाग, खंड , परिच्छेद, काट, सेक्शन",பிரிவு
"अवखंड, त्रिज्यखंड, सेक्टर",துறை
वक्र खंड,ஒரு வளைவின் பிரிவு
स्वसंलग्नन,சுயம் - இணைந்தது
स्वसंलग्न संकारक,தன்னுடன் இணைந்த ஆபரேட்டர்
स्वसंयुग्मी,சுயம் - இணைதல்
अर्धाक्ष,அரை அச்சு
अर्धवृत्त,அரைவட்டம்
सामिनिश्चित मैट्रिक्स,அரை-நிச்சயமான அணி
सामिनिश्चित द्विघाती,அரை - திட்டவட்டமான இருபடி வடிவம்
सामिसमुह,அரைகுழு
अर्ध अंतराल,அரை இடைவெளி
अर्थ दीर्घ अक्ष,அரை பெரிய அச்சு
अर्ध लघु अक्ष,அரை சிறு அச்சு
पृथक्करणीय बहुपद,பிரிக்கக்கூடிய பல்லுறுப்புக்கோவை
चर पृथक्करण,மாறிகள் பிரித்தல்
अनुक्रम,வரிசை
अनुक्रमण सिद्धांत,வரிசைமுறை கோட்பாடு
आनुक्रमिक विश्लेषण,தொடர் பகுப்பாய்வு
आनुक्रमिक प्रतिचयन,தொடர் மாதிரி
श्रेणीगत सहसंबंध,தொடர் தொடர்பு
" श्रेणी , माला , सीरीज",தொடர்
" समुच्चय , पवन दिशा, धारा दिशा , जम जाना, जमाना (क्रि.)",அமைக்கப்பட்டது
सेक्सटैन्ट,sextant
शेवहार्ट नियंत्रण चार्ट,ஷேவார்ட் கட்டுப்பாட்டு விளக்கப்படங்கள்
" चिह्न , राशि",அடையாளம்
आव्यूह का चिन्हक,மேட்ரிக்ஸின் கையொப்பம்
द्विघाती समघात का चिन्हक,இருபடி வடிவத்தின் கையொப்பம்
सचिन्ह संख्या,கையொப்பமிட்ட எண்
सार्थकता स्तर,முக்கியத்துவம் நிலை
सार्थकता परीक्षण,முக்கியத்துவம் சோதனை
सार्थक अंक,குறிப்பிடத்தக்க இலக்கம்
चिन्ह परीक्षण,அடையாளம் சோதனை
चिन्ह फलन,சிக்னம் செயல்பாடு
समरूप दीर्घवृत्त,ஒத்த நீள்வட்டங்கள்
समरूप आकृति,ஒத்த புள்ளிவிவரங்கள்
" सादृश्य , समरूपता",ஒற்றுமை
समरूप आव्यूह,ஒத்த மெட்ரிக்குகள்
सरल संवृत वक्र,எளிய மூடிய வளைவு
सरल सहसंबंध,எளிய தொடர்பு
सरल आवर्त गति,எளிய ஹார்மோனிக் இயக்கம்
सरल यादृच्छिक प्रतिचयन,எளிய சீரற்ற மாதிரி
"प्रसमुच्चय, सिम्पलेक्स, एकमुखी, सरल",எளிய
एकधा कलनविधि,சிம்ப்ளக்ஸ் அல்காரிதம்
एकधा सारणी,சிம்ப்ளக்ஸ் அட்டவணை
सिम्प्सन का एक-तिहाई नियम,சிம்சனின் ஒன்று - மூன்றாவது விதி
अनुकार प्रविधि,உருவகப்படுத்துதல் நுட்பம்
युगपत अवकल समीकरण ,ஒரே நேரத்தில் வேறுபட்ட சமன்பாடுகள்
युगपत समीकरण,ஒரே நேரத்தில் சமன்பாடுகள்
"साइन, ज्या",பாவம்
"साइन वक्र, ज्या वक्र",சைன் வளைவு
एकल,சிங்கிள்டன்
एकमानी फलन,ஒற்றை மதிப்பு செயல்பாடு
विचित्र समाकल,ஒருமை ஒருங்கிணைந்த
"विचित्रता, वैचित्र्य",ஒருமை
अव्युत्क्रमणीय मैट्रिक्स,ஒருமை அணி
विचित्र हल,ஒற்றை தீர்வு
प्रतिदर्श आमाप,மாதிரி அளவு
विषम बंटन,வளைந்த விநியோகம்
विषम हर्मिटीय आव्यूह,skew-Hermitian அணி
वैषम्य,வளைவு
विषम सममित आव्यूह,வளைவு சமச்சீர் அணி
न्यूनतापूरक चर,மந்தமான மாறி
"ढलान, ढाल, प्रवणता",சாய்வு
ढाल प्रवणता,சாய்வு சாய்வு
"लघुकोष्ठक, लघु बंधनी",சிறிய அடைப்புக்குறிகள்
निष्कोण वक्र,மென்மையான வளைவு
मसृण फलन,மென்மையான செயல்பாடு
सौर परिवार,நேரத் தொடரை மென்மையாக்குதல்
,சூரிய குடும்பம்
परिनालिकीय सदिश,சோலெனாய்டல் திசையன்
" ठोस, पिंड , घनाकृति",திடமான
"घन ज्यामिति, त्रिविम ज्यामिति",திட வடிவியல்
" हल , साधन",தீர்வு
श्रेणी रूप हल,தொடரில் தீர்வு
हल आव्यूह,தீர்வு அணி
त्रिभुज का हल,ஒரு முக்கோணத்தின் தீர்வு
हल समष्टि,தீர்வு இடம்
सोनाइन बहुपद,சோனைன் பல்லுறுப்புக்கோவை
" आकाश, अंतरिक्ष, दिकस्थान, अवकाश , समष्टि",விண்வெளி
आकाश वक्र,விண்வெளி வளைவு
जनक समुच्चय,பரந்து விரிந்த தொகுப்பு
स्थानीय सहसंबंध चित्र,இடஞ்சார்ந்த தொடர்பு வரைபடம்
विशिष्ट रैखिक समूह,சிறப்பு நேரியல் குழு
विशिष्ट लांबिक समूह,சிறப்பு ஆர்த்தோகனல் குழு
"विशिष्ट घनत्व, आपेक्षिक घनत्व",குறிப்பிட்ட ஈர்ப்பு
मानावल्लीय प्रतिचित्रण प्रमेय,நிறமாலை மேப்பிங் தேற்றம்
फलन की मानावली ,ஒரு செயல்பாட்டின் ஸ்பெக்ட்ரம்
"गोला, गोलक",கோளம்
गोलीय निर्देशांक प्रणाली,கோள ஒருங்கிணைப்பு அமைப்பு
गोलीय धुवीय निर्देशांक,கோள துருவ ஒருங்கிணைப்பு
गोलीय त्रिभुज,கோள முக்கோணம்
गोलीय त्रिकोणमिति,கோள முக்கோணவியல்
सर्पिल,சுழல்
" वर्ग , स्कवेयर",சதுரம்
"गुरुकोष्ठक, गुरुबंधनी",சதுர அடைப்புக்குறிகள்
वर्ग समाकलनीय,சதுர ஒருங்கிணைக்கக்கூடியது
वर्ग आव्यूह,சதுர அணி
वर्गमूल,சதுர வேர்
प्रतिचयन का चरण,மாதிரியின் நிலை
सोपान-फलन,படிக்கட்டு செயல்பாடு
मानक विचलन,நிலையான விலகல்
मानक आंतर गुणनफल,நிலையான உள் தயாரிப்பு
साम्यावस्था,சமநிலை நிலை
स्तब्ध वक्र,நிலையான வளைவு
स्तब्ध बिंदु,நிலையான புள்ளி
स्तब्ध मान,நிலையான மதிப்பு
"प्रतिदर्शज, आंकड़ा",புள்ளிவிவரம்
सांख्यिकीय,புள்ளியியல்
सांख्यिकीय आंकड़े,புள்ளியியல் தரவு
सांख्यिकीय बंटन,புள்ளிவிவர விநியோகம்
सांख्यिकीय परिकल्पना,புள்ளியியல் கருதுகோள்
सांख्यिकीय अनुमिति,புள்ளியியல் அனுமானம்
सांख्यिकीय निदर्श,புள்ளிவிவர மாதிரி
सांख्यिकीय समष्टि,புள்ளிவிவர மக்கள் தொகை
सांख्यिकीय गुणता-नियंत्रण ,புள்ளிவிவர தரக் கட்டுப்பாடு
" सांख्यिकी , आंकड़े",புள்ளிவிவரங்கள்
"अपरिवर्ती, अचर, स्थिर, स्थायी",நிலையான
स्थायी अवस्था हल,நிலையான நிலை தீர்வு
अधिक प्रवण आरोह,செங்குத்தான ஏற்றம் (ஒரு வளைவின்)
प्रवणतम-आरोहण अभिकल्पना,செங்குத்தான ஏற்றம் வடிவமைப்பு
प्रवणतम अवरोहण,செங்குத்தான வம்சாவளி
"पग-फलन, सोपान फल्लनन",படி செயல்பாடு
स्टर्लिंग श्रेणी,ஸ்டிர்லிங் தொடர்
"स्टोकैस्टिक, प्रसंभाव्य",தோராயம்
प्रसंभाव्य आव्यूह,சீரற்ற அணி
प्रसंभाव्य निदर्श,சீரற்ற மாதிரி
प्रसंभाव्य प्रोग्रामन,சீரற்ற நிரலாக்க
प्रसंभाव्य चर,சீரற்ற மாறி
स्टोक्स प्रमेय,ஸ்டோக்ஸ் தேற்றம்
"सीधी रेखा, ऋजु रेखा, सरल रेखा",நேர் கோடு
"स्तरी चार्ट, पट्टीदार चार्ट",அடுக்கு விளக்கப்படம்
" स्तरण , स्तरविन्यास",அடுக்குப்படுத்தல்
स्तरित प्रतिचयन,அடுக்கு மாதிரி
"प्रवाह-रेखा, धारा-रेखा",ஸ்ட்ரீம்-லைன்
प्रतिबल,மன அழுத்தம்
दृढ़तः अवमुख फलन,கண்டிப்பாக குவிந்த செயல்பாடு
निरंतर हृासमान,கண்டிப்பாக குறைகிறது
निरंतर वर्धमान,கண்டிப்பாக அதிகரிக்கும்
निरंतर एकदिष्ट फलन,கண்டிப்பாக மோனோடோனிக் செயல்பாடு
स्टूडैन्ट परीक्षण (स्टूडेन्ट 't' परीक्षण),மாணவர் சோதனை (மாணவரின் &quot;டி&quot; சோதனை)
उपसंग्रह,துணை சேகரிப்பு
अव-सारणिक,துணை தீர்மானிப்பான்
उपक्षेत्र,துணை புலம்
"उपवर्ग, उपसमृूह, उपग्रुप",துணைக்குழு
उपांतराल,துணை இடைவெளி
"उपमैट्रिक्स, उपाव्यूह",துணை அணி
"पादांक, पादाक्षर, पादलिपि",சந்தா
उपानुक्रम,அடுத்தடுத்து
उपसमुच्चय,துணைக்குழு
उपसमष्टि,துணைவெளி
प्रतिस्थापन,மாற்று
अधः स्पर्शी,துணைக்கோடு
"कक्षांतरित करना, अंतरित करना",துணை
"घटाना, व्यवकलन करना",கழிக்கவும்
"व्यवकलन, घटाना",கழித்தல்
उत्तरोत्तर,அடுத்தடுத்து
उत्तरोत्तर अवकलन,அடுத்தடுத்த வேறுபாடு
उत्तरोत्तर समाकलन,தொடர்ச்சியான ஒருங்கிணைப்பு
परवर्ती,வாரிசு
अनुलग्न,பின்னொட்டு
" योगफल, जोड़, संकलन फल , धनराशि",தொகை
योग फलन,தொகை செயல்பாடு
संकलनीय,சுருக்கக்கூடிய
योगखंड,சுருக்கம்
संकलन,கூட்டுத்தொகை
संकलन-परिपाटी,கூட்டுத்தொகை மாநாடு
संकलन सूत्र,கூட்டுச் சூத்திரம்
श्रेणी-संकलन,தொடரின் கூட்டுத்தொகை
संकलन चिन्ह,கூட்டுத்தொகை அடையாளம்
अनंत तक योग,கூட்டுத்தொகை முடிவிலி
"मूर्धांक, मूर्धाक्षर",மேலெழுத்து
अधिसमुच्चय,சூப்பர்செட்
पराध्वनिक प्रवाह,சூப்பர்சோனிக் ஓட்டம்
संपूरक कोण,துணை கோணம்
आलंबक ऊनविम समतल,துணை விமானம்
फलन का आलंब,செயல்பாட்டின் ஆதரவு
"कल्पना करना, मान लेना",நினைக்கிறேன்
उच्चक,உச்ச
करणी,surd
" पृष्ठ , बहिर्तल , सतह, धरातल",மேற்பரப்பு
पृष्ठीय श्रेत्रफल,மேற்பரப்பு
पृष्ठ-समाकल,மேற்பரப்பு ஒருங்கிணைந்த
आच्छादन,surjection
आच्छादी,surjective
आच्छादी प्रतिचित्र,surjective வரைபடம்
प्रतीक,சின்னம்
प्रतीकात्मक तर्क,குறியீட்டு தர்க்கம்
प्रतीकात्मक निदर्श,குறியீட்டு மாதிரி
सममित,சமச்சீர்
सममितीय,சமச்சீர்
"सममित सारणिक, सममित डिटर्मिनन्ट",சமச்சீர் தீர்மானிப்பான்
सममित अंतर,சமச்சீர் வேறுபாடு
सममित मैट्रिक्सि,சமச்சீர் அணி
"तंत्र विश्लेषण, प्रणाली विश्लेषण",அமைப்பு பகுப்பாய்வு
क्रमबद्ध प्रतिचयन,முறையான மாதிரி
"सारणी, टेबल",மேசை
"टेब्लो, सारणी",அட்டவணை
समाकल सारणी,ஒருங்கிணைந்த அட்டவணை
"सारणीबद्ध, सपाट",அட்டவணை
सारणीबद्ध फार्म,அட்டவணை வடிவம்
"सारणीबद्ध लघुगणक, सारणीबद्ध लॉगेरिथ्म",அட்டவணை மடக்கை
सारणीबद्ध करना,அட்டவணை
सारणीबद्ध मान,அட்டவணைப்படுத்தப்பட்ட மதிப்பு
सारणीयन,அட்டவணை
" सारणित्र, सारणी यंत्र , सारणीयक",அட்டவணை
"पुच्छ, पूँछ",வால்
पुच्छ क्षेत्र (बंटन का),வால் பகுதி (விநியோகம்)
स्पर्शिता,தொடுநிலை
" स्पर्श रेखा , स्पर्शी , स्पर्शज्या, टैन्जैंट",தொடுகோடு
स्पर्श ऊनविम समतल,தொடுகோடு உயர்விமானம்
"स्पर्शीय, स्पर्श रेखीय",தொடுநிலை
स्पर्श रेखीय घटक,தொடுநிலை கூறு
स्पर्श रेखीय काट,தொடுநிலை பிரிவு
स्पर्श रेखा,தொடுகோடு
"स्पर्श तल, स्पर्श समतल",தொடுகோடு விமானம்
स्पर्शी समष्टि,தொடுவெளி
टेप पंच,டேப் பஞ்ச்
टेप पठित्र,டேப் ரீடர்
टाउबरी प्रमेय,டாபெரியன் தேற்றம்
टेलर प्रमेय,டெய்லரின் தேற்றம்
शेबीशेव दूरीक,Tchebychev மெட்ரிக்
t-बंटन,டி-விநியோகம்
अंतःसर्पी श्रेणी,தொலைநோக்கி தொடர்
कालिक निर्देशांक,தற்காலிக ஒருங்கிணைப்புகள்
कालिक संबंध,தற்காலிக உறவு
कालिक चर,தற்காலிக மாறி
तनन-सामर्थ्य,இழுவிசை வலிமை
"प्रदिश, टेन्सर",பதற்றம்
प्रदिश विश्लेषण,டென்சர் பகுப்பாய்வு
प्रदिश गुणनफल,டென்சர் தயாரிப்பு
अस्थायी संरूपण,தற்காலிக உருவாக்கம்
पद,கால
अंत्य प्रतिबंध,முனைய நிலை
अंतिम वेग गोता,முனைய வேக டைவ்
सांत दशमलव,முடிவு தசம
पद मान,கால மதிப்புகள்
पदशः अवकलन,கால வேறுபாடு
पदशः समाकलन,காலமுறை ஒருங்கிணைப்பு
"त्रिअंगी, त्रिआधारी",மும்மை
परीक्षण,சோதனை
प्रसरण समांगता का परीक्षण,மாறுபாடுகளின் ஒருமைப்பாட்டிற்கான சோதனை
परीक्षण फलन,சோதனை செயல்பாடு
परिकल्पना-परीक्षण,கருதுகோள் சோதனை
सार्थकता-परीक्षण,முக்கியத்துவம் வாய்ந்த சோதனை
परीक्षण प्रतिदर्शज,சோதனை புள்ளிவிவரங்கள்
चतुष्फलकीय,நான்முக
चतुष्फलकीय कोण,டெட்ராஹெட்ரல் கோணம்
चतुष्फलक,டெட்ராஹெட்ரான்
प्रमेय,தேற்றம்
अवशेष-प्रमेय,எச்சங்களின் தேற்றம்
सैद्धांतिक माँग फलन,கோட்பாட்டு கோரிக்கை செயல்பாடு
सैद्धांतिक असंतत बंटन,கோட்பாட்டு தனித்துவமான விநியோகம்
सैद्धांतिक त्रुटि,தத்துவார்த்த பிழை
सैद्धांतिक समंजन,தத்துவார்த்த பொருத்தம்
सैद्धांतिक संरूपण,தத்துவார்த்த உருவாக்கம்
सैद्धांतिक बारंबारता,கோட்பாட்டு அதிர்வெண்
"सैद्धांततः, सिद्धांत रूप से",கோட்பாட்டளவில்
सैद्धांतिक निदर्श,தத்துவார்த்த மாதிரி
सैद्धांतिक निरूपण,தத்துவார்த்த சிகிச்சை
समीकरण सिद्धांत,சமன்பாடுகளின் கோட்பாடு
त्रुटि सिद्धांत,பிழைகளின் கோட்பாடு
आकलन सिद्धांत,மதிப்பீடு கோட்பாடு
फलन सिद्धांत,செயல்பாடுகளின் கோட்பாடு
खेल सिद्धांत,விளையாட்டு கோட்பாடு
गुरुत्वाकर्षण-सिद्धांत,ஈர்ப்பு கோட்பாடு
सूचना सिद्धांत,தகவல் கோட்பாடு
प्रतिस्थापन सिद्धांत,மாற்று கோட்பாடு (= தோல்வியின் கோட்பாடு)
समुच्चय-सिद्धांत,தொகுப்புகளின் கோட்பாடு
पंक्ति सिद्धांत,காத்திருக்கும் கோடுகளின் கோட்பாடு (= வரிசை கோட்பாடு)
तरंग सिद्धांत,அலைகளின் கோட்பாடு
ऊष्मागतिक,வெப்ப இயக்கவியல்
पेच की चूड़ी,ஒரு திருகு நூல்
त्रिविम,முப்பரிமாண
त्रिविम सदिश विश्लेषण,முப்பரிமாண திசையன் பகுப்பாய்வு
त्रिधा वर्गीकरण,மூன்று வழி வகைப்பாடு
"प्रक्षेप, पात",வீசு
" प्रणोद , क्षेप",உந்துதல்
"समय, काल, अवधि",நேரம்
काल-अक्ष,நேர அச்சு
कालाश्रितता,நேரம் சார்பு
कालाश्रित संरचक समीकरण,நேரம் சார்ந்த அமைப்புச் சமன்பாடு
कालाश्रित प्रक्रिया,நேரம் சார்ந்த செயல்முறை
समय-निरपेक्ष पद,நேரம்-சுயாதீனமான கால
काल अंतराल,நேர இடைவேளை
काल श्रेणी,நேரத் தொடர்
काल-श्रेणी विश्लेषण,நேர தொடர் பகுப்பாய்வு
काल श्रेणी न्यास,நேரத் தொடர் தரவு
कालभागी तंत्र,நேர பகிர்வு அமைப்பு
"सहयता, सहन",சகிப்புத்தன்மை
सहयता अंतराल,சகிப்புத்தன்மை இடைவெளி
सहय तल,சகிப்புத்தன்மை நிலை
"सहयता सीमा, सहन सीमा",சகிப்புத்தன்மை வரம்பு
सांस्थितिक,இடவியல்
सांस्थितिक द्वैत,இடவியல் இரட்டை
सांस्थितिक समूह,இடவியல் குழு
सांस्थितिक तुल्याकारिता,இடவியல் ஐசோமார்பிசம்
सांस्थितिक रैखिक समष्टि,இடவியல் நேரியல் இடம்
सांस्थितिकतः,இடவியல் ரீதியாக
सांस्थितिक प्रतिचित्रण,இடவியல் வரைபடம்
सांस्थितिक गुणधर्म,இடவியல் சொத்து
सांस्थितिक समष्टि,இடவியல் இடம்
सांस्थितिक सदिश समष्टि,இடவியல் திசையன் இடம்
"संस्थिति-विज्ञान, सांस्थितिकी",கட்டமைப்பியல்
"मरोड़, विमोटन, ऐंठन",முறுக்கு
"वृत्तज ठोस-वलय, टोरस",டோரஸ்
"जोड़, योग (स.), संपूर्ण, पूर्ण (वि.)",மொத்தம்
संपूर्ण अवकलज,மொத்த வழித்தோன்றல்
संपूर्ण अवकल,மொத்த வேறுபாடு
संपूर्ण अवकल समीकरण,மொத்த வேறுபாடு சமன்பாடு
संपूर्ण निरीक्षण,மொத்த ஆய்வு
संपूर्णतया परिबद्ध,முற்றிலும் கட்டுப்படுத்தப்பட்டது
संपूर्णतया क्रमित समुच्चय,முற்றிலும் ஆர்டர் செய்யப்பட்ட தொகுப்பு
संपूर्ण क्रमीकरण,மொத்த ஆர்டர்
" अनुरेख, अनुरेखण (सं.) , संछेद (सं.), अनुरेखण करना (वि.)",தடயம்
आव्यूह का अनुरेख,அணி சுவடு
"अनुरेखण, अक्स अंकन",தடமறிதல்
विनियम फलन,வர்த்தகம் செயல்பாடு
" प्रक्षेप-पथ, प्रपथ , संछेदी",பாதை
अबीजीय,ஆழ்நிலை
अबीजीय समीकरण,ஆழ்நிலை சமன்பாடு
अबीजीय फलन,ஆழ்நிலை செயல்பாடு
अबीजीय संख्या,ஆழ்நிலை எண்
"स्थानांतरण, अंतरण",பரிமாற்றம்
अंतरित फलन,பரிமாற்ற செயல்பாடு
परिमितातीत आगमन,எல்லையற்ற தூண்டல்
परिमितातीत संख्या,எல்லையற்ற எண்
रूपांतर,மாற்றம்
रूपांतरण-सूत्र,உருமாற்ற சூத்திரம்
रूपांतरण आव्यूह,உருமாற்ற அணி
निर्देशांकों का रूपांतरण,ஒருங்கிணைப்புகளின் மாற்றம்
रूपांतरित फलन,மாற்றப்பட்ட செயல்பாடு
रूपांतरित आव्यूह,மாற்றப்பட்ட அணி
पोत-परिवहन समस्या,பரிமாற்ற பிரச்சனை
क्षणिक आचरण,நிலையற்ற நடத்தை
क्षणिक हल,நிலையற்ற தீர்வு
संक्रमण,மாற்றம்
संक्रमण आव्यूह,மாற்றம் அணி
संक्रामक,இடைநிலை
संक्रमण-नियम,இடைநிலை சட்டம்
संक्रामक संबंध,இடைநிலை உறவு
संक्रामिता,இடமாற்றம்
संक्रामिता-समुच्चय,இடமாற்றம் தொகுப்பு
स्थानांतरण,மொழிபெயர்ப்பு
परिवहन लागत,போக்குவரத்து செலவு
परिवहन समस्या,போக்குவரத்து பிரச்சனை
परिवहन काल,போக்குவரத்து நேரம்
अभिगमन-समीकरण,போக்குவரத்து சமன்பாடு
परिवर्तित आव्यूह,இடமாற்ற அணி
आव्यूह-परिवर्त,மேட்ரிக்ஸின் இடமாற்றம்
पक्षांतरण,இடமாற்றம்
अनुप्रस्थता,குறுக்குவழி
अनुप्रस्थता प्रतिबंध,குறுக்கு நிலை
"अनुप्रस्थ, आड़ा",குறுக்கு
अनुप्रस्थ गति,குறுக்கு இயக்கம்
"समलंब, ट्रैपीजियम",ட்ரேபீசியம்
समलंबाभ,ட்ரேப்சாய்டு
समलंब-प्रिज्म,trapezoidal prism
" प्रशोधन , उपचार",சிகிச்சை
वृक्षारेख,மரம் வரைபடம்
"प्रवृत्ति, उपनति",போக்கு
उपनति रेखा,போக்கு வரி
उपनति मान,போக்கு மதிப்பு
त्रयक,முக்கோணம்
" जाँच, परख , अभिप्रयोग",விசாரணை
अभिप्रायोगिक फलन,சோதனை செயல்பாடு
"त्रिभुज, त्रिकोण",முக்கோணம்
त्रिभुज असमिका,முக்கோண சமத்துவமின்மை
वेग-त्रिभुज,வேகத்தின் முக்கோணம்
त्रिभुज-प्रतीक,முக்கோண சின்னம்
त्रिभुज पद्धति,முக்கோண அமைப்பு
त्रिभुजनीयता,முக்கோணத்தன்மை
"त्रिभुजीय, त्रिकोणीय, त्रिभुजाकार",முக்கோணம்
त्रिभुजीय आव्यूह,முக்கோண அணி
"त्रिभुजन, त्रिकोणीयन",முக்கோணம்
त्रिभाजन,முக்கோணவியல்
त्रिविकर्णी,முக்கோண
त्रिकोणमितीय,முக்கோணவியல்
त्रिकोणमितीय वक्र,முக்கோணவியல் வளைவு
त्रिकोणमितीय समीकरण,முக்கோணவியல் சமன்பாடு
त्रिकोणमितीय फलन,முக்கோணவியல் செயல்பாடு
त्रिकोणमितीय सर्वसमिका,முக்கோணவியல் அடையாளம்
त्रिकोणमितीय श्रेणी,முக்கோணவியல் தொடர்
त्रिकोणमितीय हल,முக்கோணவியல் தீர்வு
त्रिकोणमितीय रूपांतरण,முக்கோணவியல் மாற்றம்
त्रिकोणमिति,முக்கோணவியல்
"त्रिगुण, त्रिधा, त्रि-,त्रिशः, त्रिक, त्रितः",மூன்று
त्रिशः समाकलन,மூன்று ஒருங்கிணைப்பு
त्रिक,மும்மடங்கு
