Telugu,English
శఖారోమైసెస్ సెరవీసియె,Saccharomyces cerevisiae
సాచరం,Saccharum
సాచరం బెర్బెరిస్,Saccharum berberis
సాచరం అఫిషినారమ్,Saccharum officinarum
సాకోగ్లోస్సస్,Saccoglossus
సాక్యూల్,Saccule
సాక్ లాంటి సిస్టెర్నే,Sac-like cisternae
సక్రాల్ ఎముక,Sacral bone
పవిత్ర అడవి,Sacred forest
పవిత్ర గ్రోవ్,Sacred grove
పవిత్ర సరస్సు,Sacred lake
సార్కోప్లాజమ్,Sarcoplasm
సాక్రం,Sacrum
సురక్షిత పారవేయడం,Safe disposal
కుంకుమ,Saffron
సాగిటారియా,Sagittaria
సాల్,Sal
సాలమంద్ర,Salamandra
సలికేసి,Salicaceae
సెలైన్ నేల,Saline soil
లవణీయత,Salinity
లాలాజలం,Saliva
సాల్మొనెల్లా టైఫి,Salmonella typhi
సాల్మొనెల్లా టైఫిమురియం,Salmonella typhimurium
సాల్పా,Salpa
ఉప్పు,Saltation
ఉప్పున ప్రసరణ,Saltatory conduction
సాల్వియా,Salvia
సాల్వినియా,Salvinia
సమారా,Samara
నమూనా,Sample
నమూనా యూనిట్,Sampling unit
సాంగునియుర్,Sanguiniuore
శానిటరీ ల్యాండ్‌ఫిల్,Sanitary landfill
సన్సేవిరియా,Sansevieria
శాంటాలేసి,Santalaceae
శాంటోనిన్,Santonin
SAP వాక్యూల్,Sap vacuole
సపిండల్స్,Sapindales
సాప్రోఫైట్,Saprophyte
సాప్రోబయోటిక్ మోడ్,Saprobiotic mode
సాప్రోఫిటిక్,Saprophytic
సాప్రోట్రోఫ్,Saprotroph
సాప్రోజోయిక్,Saprozoic
సాప్రోజోయిక్,Saprozoic
సాప్వుడ్,Sapwood
సారాకా,Saraca
సార్కోడినా,Sarcodina
సర్కోలెమ్మ,Sarcolemma
సార్కోమా,Sarcoma
సార్కోమెర్,Sarcomere
సార్కోప్లాజమ్,Sarcoplasm
సార్కోప్లాస్మిక్ రెటిక్యులం,Sarcoplasmic reticulum
సార్కోజోమ్,Sarcosome
సార్డిన్,Sardine
సర్గాస్సమ్,Sargassum
ఉపగ్రహ,Satellite
ఉపగ్రహ,Satellite
ఉపగ్రహ క్రోమోజోమ్,Satellite chromosome
ఉపగ్రహ DNA,Satellite DNA
సంతృప్త,Saturated
సంతృప్త సమ్మేళనం,Saturated compound
సంతృప్త కొవ్వు ఆమ్లం,Saturated fatty acid
సంతృప్త హైడ్రైడ్,Saturated hydride
Sauropsid,Sauropsid
సవన్నా,Savanna
చేపలను చూసింది,Saw fish
నెత్తి,Scalp
స్కానింగ్ ఎలక్ట్రాన్ మైక్రోస్కోప్,Scanning electron microscope
స్కానింగ్ ఫన్నెలింగ్ మైక్రోస్కోప్,Scanning funnelling microscope
స్కానింగ్ ప్రోబ్ మైక్రోస్కోప్,Scanning probe microscope
స్కేప్,Scape
స్కాఫాయిడ్,Scaphoid
స్కాపులా,Scapula
స్కావెంజర్,Scavenger
స్కావెంజింగ్,Scavenging
ఎస్-సెల్స్,S-cells
స్కిస్టోసోమా,Schistosoma
స్కిజోకార్పిక్ పండు,Schizocarpic fruit
మనోవైకల్యం,Schizophrenia
ష్వాన్ సెల్,Schwann cell
జెనెటిక్స్ సైన్స్,Science of genetics
శాస్త్రీయ వైఖరి,Scientific attitude
శాస్త్రీయ వర్గీకరణ,Scientific classiffication
శాస్త్రీయ అధ్యయనం,Scientific study
స్కిల్లా,Scilla
సియోన్,Scion
సైనోఫైట్,Sciophyte
స్క్లెరా,Sclera
స్క్లెరెయిడ్,Sclereid
స్క్లెరైట్,Sclerite
స్క్లెరోటిక్,Sclerotic
స్క్లెరోటిక్,Sclerotic
కాలిపోయిన ఆకు చిట్కా,Scorched leaf tip
స్కాటోపిక్,Scotopic
స్క్రూపైన్,Screwpine
స్క్రోటమ్,Scrotum
స్క్రబ్ స్టేజ్,Scrub stage
స్క్రబ్బర్,Scrubber
స్కుటెల్లమ్,Scutellum
స్కైఫా,Scypha
సీ ఎనిమోన్,Sea anemone
సముద్రపు దోసకాయ,Sea cucumber
సీ హార్స్,Sea horse
సీ లిల్లీ,Sea lily
సీ మౌస్,Sea mouse
సీ పెన్,Sea pen
సీ షెల్,Sea shell
సీ అర్చిన్,Sea urchin
సీ వాల్నట్,Sea walnut
సముద్రపు పాచి,Sea weed
సీ-ఫ్యాన్,Sea-fan
సేబాషియస్ గ్రంధులు,Sebaceous gland
సెబమ్,Sebum
సెకలే సెరిల్,Secale cereale
రెండవ యాంటెన్నా,Second antenna
థర్మోడైనమిక్స్ యొక్క రెండవ చట్టం,Second law of thermodynamics
ద్వితీయ,Secondary
ద్వితీయ వల్కలం,Secondary cortex
ద్వితీయ లైసోజోమ్,Secondary lysosome
ద్వితీయ మెరిస్టెమ్,Secondary meristem
ద్వితీయ కాలుష్య కారకం,Secondary pollutant
ద్వితీయ ఉత్పాదకత,Secondary productivity
స్రావం,Secretion
రహస్య,Secretory
ఉపశమన,Sedative
సెడ్జ్,Sedge
అవక్షేపం,Sediment
అవక్షేప,Sedimentary
అవక్షేపణ రాక్,Sedimentary rock
అవక్షేపణ గుణకం,Sedimentation coefficient
విత్తన కోటు,Seed coat
విత్తన తినడం,Seed eating
విత్తన ఫెర్న్,Seed fern
విత్తన గుణకారం,Seed multiplication
విత్తనాలు,Seedling
వేరు చేయుట,Segregation
సెహెమా,Sehema
సీస్మోనాస్టీ,Seismonasty
నిర్భందించదగినది,Seizuredisorder
సెలాజినెల్లా,Selaginella
ఎంచుకోదగిన మార్కర్,Selectable marker
ఎంపిక,Selection
సెలెక్టివ్ బ్రీడింగ్,Selective breeding
సెలెక్టివ్ పారగమ్యత,Selective permeability
ఎంపిక చేసిన పారగమ్య,Selectively permeable
సెలీనియం,Selenium
స్వీయ ఉత్సాహం,Self excitation
స్వీయ ఫలదీకరణం,Self fertilization
స్వీయ అననుకూలత,Self incompatibility
స్వీయ అననుకూలత,Self incompatibility
స్వీయ పరాగసంపర్కం,Self pollination
స్వీయ ఉత్పత్తి అణువు,Self producing molecule
స్వీయ నియంత్రణ,Self regulating
స్వీయ స్టెరిలిటీ,Self sterility
స్వీయ నిలకడ,Self sustaining
స్వీయ నిలకడ,Self sustaining
స్వీయ పరాగసంపర్క పంట,Self-pollinated crop
సెమీ శుష్క ప్రాంతం,Semi arid region
సెమీ ఆటోమేటెడ్ ఎనలైజర్,Semi-automated analyser
సెమీ కన్జర్వేటివ్,Semi conservative
సెమీ కన్జర్వేటివ్ రెప్లికేషన్,Semi conservative replication
సెమీ మరగుజ్జు ప్రకృతి,Semi dwarf nature
సెమీ మరగుజ్జు రకం,Semi dwarf variety
సెమీ సతత హరిత అటవీ,Semi evergreen forest
సెమీ సహజ పరిస్థితి,Semi natural condition
సెమినల్ వెసికిల్,Seminal vesicle
సెమినిఫెరస్ ట్యూబ్,Seminiferous tubule
సెమీ పారాసైట్,Semi-parasite
సెమీ పార్మెబుల్,Semi-permeable
సెనెసెన్స్,Senescence
సెనెసెంట్,Senescent
సంచలనం,Sensation
సెన్స్ ఆర్గాన్,Sense organ
సెన్స్ RNA,Sense RNA
సున్నితమైన చార్ట్ రికార్డర్,Sensitive chart recorder
సున్నితమైన జీవి,Sensitive organism
ఇంద్రియ న్యూరాన్,Sensory neuron
ఇంద్రియ రిసెప్షన్ మరియు ప్రాసెసింగ్,Sensory reception and processing
ఇంద్రియ సామ్రాజ్యం,Sensory tentacle
ఇంద్రియ పాపిల్లా,Sensory papilla
సెపాల్,Sepal
సెపలాయిడ్,Sepaloid
విభజన,Separation
విభజన గోడ,Separation wall
సెపియా,Sepia
సెప్టల్ నెఫ్రిడియా,Septal nephridia
సెప్టల్ నెఫ్రిడియం,Septal nephridium
సెప్టం,Septum
సీక్వెన్స్ ఉల్లేఖనం,Sequence annotation
సెరాల్ కమ్యూనిటీ,Seral community
సెరాల్ దశ,Seral stage
సెరే,Sere
సెరికల్చర్,Sericulture
సెరోలజీ,Serology
సెరో-మ్యూకస్ గ్రంథి,Sero-mucous gland
సెరోసా,Serosa
సెరేట్,Serrate
సెర్టోలి సెల్,Sertoli cell (supporting cell)
సీరం,Serum
సెస్బేనియా,Sesbania
సెసిల్,Sessile
సెటా,Seta
సెటా,Seta
సెటై,Setae
తీవ్రమైన సంయుక్త ఇమ్యునో లోపం,Severe combined immuno deficiency
మురుగునీటి చికిత్స,Sewage treatment
సెక్స్,Sex
లైంగిక ప్రవర్తన,Sexual behaviour
సెక్స్ క్రోమోజోమ్,Sex chromosome
సెక్స్ హార్మోన్,Sex hormone
లైంగిక మోసం,Sexual deceit
లైంగిక అభివృద్ధి,Sexual development
లైంగిక డైమోర్ఫిజం,Sexual dimorphism
లైంగిక పరిపక్వత,Sexual maturity
లైంగిక పునరుత్పత్తి,Sexual reproduction
లైంగిక సంక్రమణ వ్యాధి (ఎస్టీడీలు),Sexually transmitted disease (STDs)
షాఫ్ట్,Shaft
నిస్సార నేల,Shallow soil
షెల్-తక్కువ గుడ్డు,Shell-less egg
షెల్డ్ గుడ్డు,Shelled egg
షెల్ఫిష్,Shell-fish
షెపర్డ్ పర్స్,Shephered's purse
షెట్లాండ్ పోనీ,Shetland pony
ఓడ పురుగు,Ship worm
షాక్ ప్రొటియన్,Shock protien
షూట్ యాక్సిస్,Shoot axis
షూట్ బోరర్,Shoot borer
షోరియా రోబస్టా,Shorea robusta
చిన్న రోజు మొక్క,Short day plant
చిన్న పొట్టితనం,Short stature
చిన్న టెన్డం రిపీట్,Short tandem repeat
చిన్న తరంగ రేడియేషన్,Short wave radiation
షాట్గన్ గుళిక,Shotgun pellet
పొద,Shrub
పొద పొర,Shrub layer
తోబుట్టువుల జాతులు,Sibling species
కొడవలి కణ రక్తహీనత,Sickle cell anaemia
సికిల్ సెల్ జన్యువు,Sickle cell gene
జల్లెడ గొట్టం,Sieve tube
జల్లెడ లాంటిది,Sieve-like
సిగ్మా కారకం,Sigma factor
సిగ్మోయిడ్ పెరుగుదల,Sigmoid growth
MRNA నిశ్శబ్దం,Silencing of mRNA
నిశ్శబ్ద జోన్,Silent zone
సిలిసియస్ స్పిక్యూల్,Siliceous spicule
సిలికాన్ డయాక్సైడ్,Silicon dioxide
సిలికోసిస్,Silicosis
సిలిక్వా,Siliqua
పట్టు పత్తి చెట్టు,Silk cotton tree
సిల్టేషన్,Siltation
సిలురియన్ కాలం,Silurian period
సిల్వర్ ఫిర్,Silver fir (Abies pindrow)
సాధారణ బైనరీ విచ్ఛిత్తి,Simple binary fission
సాధారణ ఎపిథీలియం,Simple epithelium
సాధారణ ఆకు,Simple leaf
సాధారణ సూక్ష్మదర్శిని,Simple microscope
సాధారణ గొట్టపు వ్యవస్థ,Simple tubular system
సరళముగాని గొట్టపు విసర్జన వ్యవస్థ,Simplest tubular excretory system
అనుకరణ,Simulation
సింగిల్ బాండ్,Single bond
సింగిల్ సెల్డ్,Single celled
సింగిల్ మెసెంజర్ RNA,Single messenger RNA
సింగిల్ న్యూక్లియోటైడ్ పాలిమార్ఫిజం,Single nucleotide polymorphism
సింగిల్ స్ట్రాండెడ్,Single stranded
సైనస్,Sinus
సైనస్ వెనోసస్,Sinus venosus
సిస్టర్ క్రోమాటిడ్,Sister chromatid
జనాభా పరిమాణం,Size of population
అస్థిపంజర ఫ్లోరోసిస్,Skeletal fluorosis
అస్థిపంజరపు కండరం,Skeletal muscle
అస్థిపంజర వ్యవస్థ,Skeletal system
చర్మ క్యాన్సర్,Skin cancer
పుర్రె,Skull
వ్యవసాయాన్ని తగ్గించి కాల్చండి,Slash and burn agriculture
స్లాటర్ హౌస్ వేస్ట్,Slaughter house waste
నిద్ర అనారోగ్యం,Sleeping sickness
స్లైడింగ్ ఫిలమెంట్ సిద్ధాంతం,Sliding filament theory
కొద్దిగా కదిలే,Slightly movable
బురద పొర,Slime layer
బురద అచ్చు,Slime mould
సన్నని మాస్,Slimy mass
రిగ్రెషన్ యొక్క వాలు,Slope of regression
బురద,Sludge
ముద్ద,Slurry
స్మాక్,Smack
చిన్న పాక్స్,Small pox
స్మిలాక్స్,Smilax
పొగమంచు,Smog
పొగ స్టాక్స్,Smoke stacks
స్మూత్ ఎర్,Smooth ER
మృదువైన కండరం,Smooth muscle
స్మట్,Smut
స్నాప్‌డ్రాగన్ ఫ్లవర్,Snapdragon flower
గురక,Snorting
మంచు అంధత్వం,Snow blindness
మంచు ఉచితం,Snow free
హిమపాతం,Snowfall
సామాజిక అటవీ,Social forestry
సాకెట్,Socket
సోడియం,Sodium
సోడియం అజైడ్,Sodium azide
నేల,Soil
నేల కాలుష్యం,Soil pollution
నేల ప్రొఫైల్,Soil profile
నేల ఆకృతి,Soil texture
సోలనాసి,Solanaceae
సోలనం,Solanum
సోలనం ట్యూబెరోసమ్,Solanum tuberosum
సౌర స్థిరాంకం,Solar constant
సౌర శక్తి,Solar energy
సౌర నిహారిక,Solar nebula
సౌర వికిరణం,Solar radiation
సౌర స్పెక్ట్రం,Solar spectrum
సౌర వ్యవస్థ,Solar system
సోలేనోయిడ్,Solenoid
సాలిడగో,Solidago
ఒంటరి ఆక్సిలరీ,Solitary axillary
కరిగే,Soluble
కరిగే సేంద్రీయ పదార్థం,Soluble organic matter
కరిగే సేంద్రీయ పదార్థం,Soluble organic matter
ద్రావకం,Solute
ద్రావణ ఏకాగ్రత,Solute concentration
పరిష్కారం,Solution
పరిష్కారం సంభావ్యత,Solution potential
ద్రావకం,Solvent
సోమాక్లోనల్ సేకరణ,Somaclonal collection
సోమాక్లోన్,Somaclone
సోమాటిక్,Somatic
సోమాటిక్ పిండం,Somatic embryo
సోమాటిక్ హైబ్రిడ్,Somatic hybrid
సోమాటిక్ హైబ్రిడైజేషన్,Somatic hybridisation
సోమాటోప్లాజమ్,Somatoplasm
సోమాటోసెన్సరీ ప్రాంతం,Somatosensory area
సోమాటోసెన్సరీ కార్టెక్స్,Somatosensory cortex
సోమాటోస్టాటిన్,Somatostatin
సోమాటోట్రోఫ్,Somatotroph
సోనోగ్రఫీ,Sonography
మసి,Soot
సోసోసిస్,Sorosis
సోరస్,Sorus
ధ్వని స్థాయి,Sound level
సౌండ్‌ప్రూఫ్ ఇన్సులేటింగ్ జాకెట్,Soundproof insulating jacket
సదరన్ బ్లాటింగ్,Southern blotting
అంతరిక్ష అన్వేషణ సాంకేతికత,Space exploration technology
స్థలం,Space
స్థలం,Space
స్పాడిక్స్,Spadix
ప్రాదేశిక పంపిణీ,Spatial distribution
ప్రాదేశిక స్కేల్,Spatial scale
స్పాట్యులేట్,Spatulate
మొలకెత్తడం,Spawning
మొలకెత్తడం,Spawning
ఈటె గడ్డి,Spear grass
స్పెసియేషన్,Speciation
ప్రత్యేక సృష్టి,Special creation
జాతులు,Species
జాతుల కూర్పు,Species composition
జాతుల వైవిధ్యీకరణ,Species diversification
జాతుల వైవిధ్యం,Species diversity
జాతుల పరస్పర చర్య,Species interaction
జాతుల పరస్పర ఆధారపడటం,Species interdependence
జాతుల జాబితా,Species inventory
జాతుల గొప్పతనం,Species richness
నిర్దిష్ట రక్త పాత్ర,Specific blood vessel
నిర్దిష్ట ఎండోన్యూకలీస్,Specific endonuclease
నిర్దిష్ట ఎంజైమ్,Specific enzyme
నిర్దిష్ట వేడి,Specific heat
నిర్దిష్ట రోగనిరోధక శక్తి,Specific immunity
నిర్దిష్ట అణువు,Specific molecule
నిర్దిష్ట పేరు,Specific name
నిర్దిష్ట గ్రాహకం,Specific receptor
నిర్దిష్ట గుర్తింపు క్రమం,Specific recognition sequence
నిర్దిష్ట గుర్తింపు సైట్,Specific recognition site
నమూనా,Specimen
స్పెక్ట్రిన్,Spectrin
స్పీచ్ మోటార్ ప్రాంతం,Speech motor area
స్పెర్మ్ లిసిన్,Sperm lysin
స్పెర్మ్,Sperm
స్పెర్మాథెకా,Spermatheca
స్పెర్మాటిక్ త్రాడు,Spermatic cord
వీర్య కణము,Spermatid (ia)
స్పెర్మాటోసైట్,Spermatocyte
స్పెర్మాటోసైటోజెనిసిస్,Spermatocytogenesis
స్పెర్మాటోజెనిసిస్,Spermatogenesis
స్పెర్మాటోజెనిక్ కణం,Spermatogenic cell
స్పెర్మాటోఫోర్,Spermatophore
స్పెర్మాటోఫైట్,Spermatophyte
స్పెర్మాటోజోవా,Spermatozoa
స్పెర్మియేషన్,Spermiation
స్పెర్మియోజెనిసిస్,Spermiogenesis
స్పేరోసోమ్,Sphaerosome
స్పాగ్నమ్,Sphagnum
స్పినోడాన్,Sphenodon
Sphenopsid,Sphenopsid
స్పీనాప్సిడా,Sphenopsida
గోళాకార,Spherical
స్పింక్టర్,Sphincter
స్పిక్యులర్ సెల్,Spicular cell
స్పిక్యూల్,Spicule
స్పిక్యూల్,Spicule
స్పైక్,Spike
స్పైక్లెట్,Spikelet
వెన్ను ఎముక,Spinal cord
వెన్నెముక నాడి,Spinal nerve
వెన్నెముక,Spine
వెన్నెముక,Spine
వెన్నెముక,Spine
వెన్నెముక,Spine
స్పినస్,Spinous
స్పిన్యూల్,Spinule
స్పిరాకిల్,Spiracle
మురి,Spiral
స్పిరిల్లినా,Spirillina
స్పిరిలమ్,Spirillum
స్పిరోచేట్,Spirochaete
స్పిరోజయోరా,Spirogyra
స్పిరులా,Spirula
స్పిరులినా,Spirulina
ప్లీహము,Spleen
స్ప్లైస్ సైట్,Splice site
Spliceosome,Spliceosome
స్ప్లికింగ్,Splicing
స్ప్లిట్ జన్యువు (అంతరాయం),Split gene (interrupted)
స్ప్లిటర్,Splitter
నీటి విభజన,Splitting of water
పాడు,Spoil
స్పోక్,Spoke
స్పాంజ్,Sponge
స్పాంజిల్లా,Spongilla
స్పాంగిన్,Spongin
స్పాంగోకోయెల్,Spongocoel
మెత్తటి అంగస్తంభన కణజాలం,Spongy erectile tissue
స్పాంజి టిష్యూ,Spongy tissue
ఆకస్మిక తరం,Spontaneous generation
ఆకస్మిక మ్యుటేషన్,Spontaneous mutation
జీవితం యొక్క ఆకస్మిక మూలం,Spontaneous origin of life
ఆకస్మిక ప్రతిచర్య,Spontaneous reaction
స్పూలింగ్,Spooling
స్పోరాంగియా,Sporangia
బీజాంశం,Spore
బీజాంశం మోసే ఆకు,Spore-bearing leaf
స్పోరోఫిల్,Sporophyll
స్పోరోఫైట్,Sporophyte
స్పోరోపోలెనిన్,Sporopollenin
స్పోరోజోవాన్,Sporozoan
స్పోరోజోయిట్,Sporozoite
మచ్చల కుస్కస్,Spotted cuscus
వసంత కలప,Spring wood
స్ప్రూస్,Spruce (Picea smithiana)
స్పర్,Spur
పొలుసుల ఎపిథీలియం,Squamous epithelium
స్క్వాష్,Squash
స్క్విడ్,Squid
స్క్విల్లా,Squilla
స్థిరీకరణ,Stabilisation
ఎంపికను స్థిరీకరించడం,Stabilising selection
మట్టిని స్థిరీకరించడం,Stabilising the soil
స్టాక్,Stack
స్టాక్,Stack
స్టాక్,Stack
స్టేజ్ క్లిప్,Stage clip
స్టెయిన్డ్ స్పెసిమాన్,Stained speciman
కొమ్మ,Stalk
స్టామెన్,Stamen
స్టామినోడ్,Staminode
నిలబడి పంట,Standing crop
నిలబడి ఉన్న రాష్ట్రం,Standing state
స్టేప్స్,Stapes
స్టెఫిలోకాకస్ ఆల్బస్,Staphylococcus albus
స్టార్ ఫిష్,Star fish
పిండి,Starch
స్థిరమైన కేంద్రకం,Stationary nucleus
స్టాటిన్,Statin
స్టేషన్ దశ,Stationay phase
అదుపు,Statocyst (balance organ)
చట్టబద్ధమైన నిషేధం,Statutory ban
నిటారుగా సాంద్రత ప్రవణత,Steep density gradient
స్టీల్,Stele
నక్షత్ర గ్యాంగ్లియన్,Stellar ganglion
నక్షత్ర పరిణామం,Stellar evolution
మూల కణ,Stem cell
స్టెనోహాలిన్,Stenohaline
స్టెనోథర్మల్,Stenothermal
స్టెంట్,Stent
దశ,Step
స్టెప్పీ,Steppe
శుభ్రమైన,Sterile
శుభ్రమైన,Sterile
శుభ్రమైన,Sterile
శుభ్రమైన పరిసర,Sterile ambient
శుభ్రమైన కార్మికుడు తేనెటీగ,Sterile worker bee
స్టెరిలైజేషన్,Sterilisation
స్టెరిలైజేషన్,Sterilisation
స్టెరిలైజేషన్,Sterilisation
స్టెర్నమ్,Sternum
స్టెర్నమ్,Sternum
స్టెరాయిడ్,Steroid
స్టెరాయిడ్ హార్మోన్,Steroid hormone
స్టెరాల్,Sterol
స్టెరాల్ అణువు,Sterol molecule
స్టెతస్కోప్,Stethoscope
అంటుకునే,Sticky
గట్టి జుట్టు,Stiff hair
కళంకం,Stigma
కళంకం,Stigma
కళంకం,Stigma
కళంకం,Stigma
కళంకం,Stigma
ఇప్పటికీ జననం,Still birth
స్టిల్ట్ రూట్,Stilt root
ఉద్దీపన,Stimulant
ఉద్దీపన,Stimulation
ఉద్దీపన,Stimulus
స్టింగ్ రే,Sting ray
స్టింగ్ సెల్,Stinging cell
దుర్వాసన కంపోస్టెన్,Stinking composten
స్టిపుల్,Stipule
కదిలించే రకం,Stirring type
స్టాక్,Stock
స్టాక్,Stock
స్టాక్,Stock
స్టోలన్,Stolon
కడుపు,Stomach
స్టోమాటా,Stomata
స్టోమాటల్ సాంద్రత,Stomatal density
స్టోమోచార్డాటా,Stomochordata
తుఫాను దశ,Stormy phase
ఆపు,Stop
జాతి,Strain
మొక్కలో అనుసరణ యొక్క వ్యూహం,Strategy of adaptation in plant
వృక్షసంపద యొక్క స్తరీకరణ,Stratification of vegetation
స్ట్రాటిఫైడ్ స్క్వామస్ కెరాటిన్ ఎపిథీలియం,Stratified squamous keratinised epithelium
స్ట్రాటోపాజ్,Stratopause
స్ట్రాటో ఆవరణ,Stratosphere
స్ట్రాటో ఆవరణ,Stratospheric
స్ట్రాటమ్ కార్నియం,Stratum corneum
స్ట్రాటమ్ జెర్మినటివమ్,Stratum germinativum
స్ట్రాటమ్ గ్రాన్యులోసమ్,Stratum granulosum
స్ట్రాటమ్ లూసిడమ్,Stratum lucidum
స్ట్రాబెర్రీ,Strawberry
స్ట్రీమింగ్ కదలిక,Streaming movement
స్ట్రెప్టోబాసిల్లస్,Streptobacillus
స్ట్రెప్టోకోకస్,Streptococcus
స్ట్రెప్టోకోకస్ న్యుమోనియా,Streptococcus pneumoniae
స్ట్రెప్టోకినేస్,Streptokinase
చారల ప్రదర్శన,Striated appearance
స్ట్రైటెడ్ కండరాలు,Striated muscle
Striation,Striation
Striation,Striation
కఠినమైన ఓస్మోరెగ్యులేటర్,Strict osmoregulator
స్ట్రిగా,Striga
స్ట్రిప్ పంట,Strip cropping
స్ట్రోబిలస్,Strobilus
స్ట్రోమ్ వాటర్,Strom water
స్ట్రోమా,Stroma
స్ట్రోమల్ టిష్యూ,Stromal tissue
బలమైన తగ్గించే ఏజెంట్,Strong reducing agent
స్ట్రోంటియం -90,Strontium-90
నిర్మాణ ప్రోటీన్,Structural protein
ఉనికి కోసం పోరాటం,Struggle for existence
స్ట్రుతియో,Struthio
స్ట్రైక్నిన్,Strychnine
కుంగిపోయిన పెరుగుదల,Stunted growth
స్టంటింగ్,Stunting
శైలి,Style
శైలి,Style
స్టైలోపోడియం,Stylopodium
స్టైలోపోడియం,Stylopodium
ఉప వైమానిక సవరణ,Sub aerial modification
ఉప సంస్కృతి,Sub culturing
ఉప నేల,Sub soil
ఉప యూనిట్,Sub unit
ఉప యూనిట్,Sub unit
సబ్‌క్లాస్,Subclass
సబ్‌క్లేవియన్ ఆర్టరీ,Subclavian artery
సబ్కటానియస్,Subcutaneous
సబ్‌ఫైబ్రే,Subfibre
ఆత్మాశ్రయ విధానం,Subjective approach
సబ్లింగ్యువల్ గ్రంథి,Sublingual gland
సబ్‌మాండిబ్యులర్ గ్యాంగ్లియన్,Submandibular ganglion
సబ్‌మాండిబ్యులర్ లాలాజల గ్రంథి,Submandibular salivary gland
మునిగిపోయింది,Submerged
మునిగిపోయిన ఆకు,Submerged leaf
మునిగిపోవడం,Submergence
సబ్‌మెటసెంట్రిక్,Submetacentric
సబ్‌ముకోసా,Submucosa
సబ్‌ముకోసా,Submucosa
సబ్న్యూరల్ పాత్ర,Subneural vessel
సబ్‌యోసోఫాగియల్ గ్యాంగ్లియన్,Suboesophageal ganglion
ఉప జనాభా,Subpopulation
ఉపజాతులు,Subspecies
సబ్‌స్టేజ్ కండెన్సర్,Substage condenser
ప్రత్యామ్నాయం,Substitution
సబ్‌స్టోమాటల్ చాంబర్,Substomatal chamber
సబ్‌స్ట్రేట్-బైండింగ్ సైట్,Substrate-binding site
ఉపరితలం,Substrate
ఉపరితలం,Substrate
సబ్‌స్ట్రాటమ్,Substratum
ఉపఉష్ణమండల,Subtropical
సబ్‌టూబ్యూల్,Subtubule
వరుస అధిక ట్రోఫిక్ స్థాయి,Successive higher trophic level
సక్సినేట్ డీహైడ్రోజినేస్,Succinate dehydrogenase
సుక్సినిక్ డీహైడ్రోజినేస్,Succinic dehydrogenase
సుక్సినైల్ కోఎంజైమ్,Succinyl coenzyme
సక్యూలెన్స్,Succulence
రసంతో,Succulent
సక్కర్,Sucker
సక్కర్,Sucker
సక్కర్ ఫిష్,Sucker fish
రూట్ పీల్చటం,Sucking root
సుక్రోజ్,Sucrose
చక్కెర,Sugar
(చిన్న గ్రోవ్),Sulcus (small groove)
సల్ఫర్,Sulphur
సల్ఫర్ కణిక,Sulphur granule
సన్‌హెంప్,Sunhemp
సుందే,Sundew
మునిగిపోయిన స్టోమాటా,Sunken stomata
సూర్యరశ్మి,Sunshine
సూపర్ క్లాస్,Superclass
సూపర్ కాయిలింగ్,Super coiling
ఉన్నతమైన మరియు నాసిరకం,Superior and inferior palea
సుపీరియర్ సెరెబెల్లార్ పెడన్కిల్,Superior cerebellar peduncle
సుపీరియర్ కోలిక్యులస్,Superior colliculus
ఉన్నతమైన ఆడ,Superior female
ఉన్నతమైన మగ,Superior male
సుపీరియర్ మెసెంటెరిక్ గ్యాంగ్లియన్,Superior mesenteric ganglion
ఉన్నతమైన అండాశయం,Superior ovary
సూపర్నాటెంట్,Supernatant
సూపర్పోస్డ్,Superposed
సూపర్‌స్క్రిప్ట్,Superscript
సూపర్‌స్క్రిప్ట్,Superscript
సుప్రోసోఫాగియల్ గ్యాంగ్లియన్,Supraoesophageal ganglion
సుప్రాస్కపులా,Suprascapula
ఉపరితల యాంటిజెన్,Surface antigen
ఉపరితలం,Surface area
ఉపరితల నివాసి,Surface dweller
ఉపరితల స్టెరిలైజేషన్,Surface sterilization
శస్త్రచికిత్స,Surgery
శస్త్రచికిత్స జోక్యం,Surgical intervention
సర్రోగేట్ తల్లి,Surrogate mother
మనుగడ,Survival
ససెప్టబిలిటీ,Susceptibility
సస్పెన్షన్ సంస్కృతి,Suspension culture
సస్పెన్సరీ లిగమెంట్,Suspensory ligament
స్థిరమైన వ్యవసాయం,Sustainable agriculture
స్థిరమైన అభివృద్ధి,Sustainable development
కుట్టు,Suture
SVEDBERG యూనిట్,Svedberg unit
మింగడం తోక సీతాకోకచిలుక,Swallow tailed butterfly
మింగడం,Swallowing
చిత్తడి,Swamp
సమూహ,Swarm
చెమట,Sweat
చెమట గ్రంథి,Sweat gland
చెమట,Sweating
చెమట,Sweating
తీపి క్లోవర్,Sweet clover
స్విస్ చీజ్,Swiss cheese
కత్తి చేప,Sword fish
స్వోర్డ్‌టైల్ చేప,Swordtail fish
సైకాన్,Sycon
సైకోనస్,Syconus
సింబియోంట్,Symbiont
సహజీవనం,Symbiotic
సహజీవనం,Symbiosis
సహజీవన నత్రజని ఫిక్సర్,Symbiotic nitrogen fixer
సహజీవన నత్రజని స్థిరీకరణ,Symbiotic nitrogen fixation
చిహ్నం,Symbol
సింబాలిక్,Symbolic
సుష్ట,Symmetrical
సానుభూతి,Sympathetic
