Odiya,Punjabi
ସାଇକୋଆକୋଷ୍ଟିକ୍ ମଡେଲ୍ |,ਮਨੋਵਿਗਿਆਨਕ ਮਾਡਲ
ସାଇକୋଆକୋଷ୍ଟିକ୍ ଘଟଣା |,ਮਨੋਵਿਗਿਆਨਕ ਵਰਤਾਰਾ
ସାଇକୋଆକୋଷ୍ଟିକ୍ |,ਮਨੋਵਿਗਿਆਨਕ
ସାଇକୋମେଟଟ୍ରିକ୍ ଚାର୍ଟ |,ਮਨੋਵਿਗਿਆਨਕ ਚਾਰਟ
ଜନସାଧାରଣ ଠିକଣା AMPLIFIER |,ਪਬਲਿਕ ਐਡਰੈੱਸ ਐਂਪਲੀਫਾਇਰ
ଜନସାଧାରଣ ବିସ୍ତାରକ,ਜਨਤਕ ਪ੍ਰਸਾਰਣਟਰ
ନାଡ,ਨਬਜ਼
ପଲ୍ସ କୋଡ୍ ମୋଡୁଲେସନ୍ |,ਪਲਸ ਕੋਡ ਦੀ ਸੰਚਾਲਨ
ନାଡ ଜେନେରେଟର |,ਪਲਸ ਜਨਰੇਟਰ
ପଲ୍ସ ମୋଡୁଲେସନ୍ |,ਪਲਸ ਦੀ ਵਰਤੋਂ
ପଲ୍ସ ବୃଦ୍ଧି ସମୟ |,ਪਲਸ ਵਧਣ ਦਾ ਸਮਾਂ
ନାଡ ଓସାର |,ਨਬਜ਼ ਚੌੜਾਈ
ଦଣ୍ଡିତା କାର୍ଡ |,ਪੰਚਡ ਕਾਰਡ
ଘୂର୍ଣ୍ଣଣକାରୀ,ਵਾਕਾਂਸ਼
ପୁସ୍ ବଟନ୍ |,ਪੁਸ਼ ਬਟਨ
ପାୱାର ଏମ୍ପ୍ଲିଫାୟର୍ ପୁସ୍ କରନ୍ତୁ |,ਪੁਸ਼ ਪਲ ਪਾਵਰ ਐਂਪਲੀਫਾਇਰ
ଚତୁର୍ଦ୍ଦଶ,ਚਤੁਰਭੁਜ
ଉଦ୍ୟାନ,ਕਵਾਡਰੇਚਰ
ଗୁଣବତ୍ତା,ਗੁਣਵੱਤਾ
ଗୁଣବତ୍ତା ନିୟନ୍ତ୍ରଣ,ਗੁਣਵੱਤਾ ਕੰਟਰੋਲ
ଗୁଣାତ୍ମକ କାରଣ,ਕੁਆਲਿਟੀ ਦਾ ਕਾਰਕ
ପରିମାଣ,ਮਾਤਰਾ
ପରିମାଣ,ਕੁਆਂਟਿਕ
ପରିମାଣ ତ୍ରୁଟି |,ਕੁਆਂਟਾਈਜੇਸ਼ਨ ਗਲਤੀ
ପରିମାଣ,ਮਾਤਰਾ
ଲିଭର୍,ਬੁਝਾਉਣ ਵਾਲਾ
ବିକଶିତ ଶକ୍ତି,ਰੇਡੀਏਟ ਪਾਵਰ
ବିକିରଣ,ਰੇਡੀਏਸ਼ਨ
ବିକିରଣ ଦକ୍ଷତା |,ਰੇਡੀਏਸ਼ਨ ਕੁਸ਼ਲਤਾ
ରେଡିଓ,ਰੇਡੀਓ
ରେଡିଓ କାର୍ଯ୍ୟକଳାପ ବିପଦ |,ਰੇਡੀਓ ਗਤੀਵਿਧੀ ਖਤਰੇ
ରେଡିଓ ଜ୍ୟୋତିର୍ବିଜ୍ଞାନ |,ਰੇਡੀਓ ਖਗੋਲ ਵਿਗਿਆਨ
ରେଡିଓ ଫ୍ରିକ୍ୱେନ୍ସି |,ਰੇਡੀਓ ਬਾਰੰਬਾਰਤਾ
ରେଡିଓ ଫ୍ରିକ୍ୱେନ୍ସି (RF) ଡ୍ରାଇଭ୍ |,ਰੇਡੀਓ ਬਾਰੰਬਾਰਤਾ (ਆਰਐਫ) ਡਰਾਈਵ
ରେଡିଓ ଫ୍ରିକ୍ୱେନ୍ସି (RF) ଫିଡର୍ |,ਰੇਡੀਓ ਬਾਰੰਬਾਰਤਾ (ਆਰਐਫ) ਫੀਡਰ
ରେଡିଓ ଫ୍ରିକ୍ୱେନ୍ସି (RF) ଓସକିଲର୍ |,ਰੇਡੀਓ ਬਾਰੰਬਾਰਤਾ (ਆਰਐਫ) c ਸਿਲੇਟਰ
ରେଡିଓ ଫ୍ରିକ୍ୱେନ୍ସି (RF) ସଙ୍କାଥେସିଜର୍ |,ਰੇਡੀਓ ਬਾਰੰਬਾਰਤਾ (ਆਰ.ਐੱਫ.) ਸਿੰਥੇਸਾਈਜ਼ਰ
ରେଡିଓ ହସ୍ତକ୍ଷେହନୀ |,ਰੇਡੀਓ ਦਖਲ
ରେଡିଓ ଅବସ୍ଥାନ |,ਰੇਡੀਓ ਸਥਿਤੀ
ରେଡିଓ ନେଟୱାର୍କିଂ (RN) ଚ୍ୟାନେଲ |,ਰੇਡੀਓ ਨੈਟਵਰਕਿੰਗ (ਆਰ ਐਨ) ਚੈਨਲ
ରେଡିଓ ପ୍ରଚାର ମାଧ୍ୟମ |,ਰੇਡੀਓ ਪ੍ਰਾਈਵੇਸ਼ਨ ਮਾਧਿਅਮ
ରେଡିଓ ରସିଦ |,ਰੇਡੀਓ ਰਿਸੀਵਰ
ରେଡିଓ ନିୟମାବଳୀ |,ਰੇਡੀਓ ਨਿਯਮ
ରେଡିଓ ସିଗନାଲ୍ |,ਰੇਡੀਓ ਸਿਗਨਲ
ରେଡିଓ ସ୍ପେକ୍ଟ୍ରମ୍,ਰੇਡੀਓ ਸਪੈਕਟ੍ਰਮ
ରେଡିଓ ଟ୍ରାକିଂ,ਰੇਡੀਓ ਟਰੈਕਿੰਗ
ରେଡିଓ ଟ୍ରାନ୍ସମିଟର |,ਰੇਡੀਓ ਟ੍ਰਾਂਸਮੀਟਰ
ରେଡିଓ ତରଙ୍ଗ |,ਰੇਡੀਓ ਵੇਵ
ବ୍ୟାସାର୍ଦ୍ଧ,ਰੇਡੀਅਸ
ରେମ୍ପ,ਰੈਂਪ
ଅନିୟମିତ |,ਬੇਤਰਤੀਬ
ଅନିୟମିତ ତଥ୍ୟ |,ਬੇਤਰਤੀਬੇ ਡਾਟਾ
ଅନିୟମିତ ତ୍ରୁଟି |,ਬੇਤਰਤੀਬੇ ਗਲਤੀ
ଅନିୟମିତ ପରିବର୍ତ୍ତନ |,ਬੇਤਰਤੀਬੇ ਉਤਰਾਅ ਚੜਾਅ
ପରିସର,ਸੀਮਾ
Raster,ਰਾਸਟਰ
ରାଷ୍ଟର ପ୍ରତିଛବି ଫର୍ମାଟ୍ |,ਰਾਸਟਰ ਚਿੱਤਰ ਫਾਰਮੈਟ
ହାର ନିୟନ୍ତ୍ରଣ,ਰੇਟ ਕੰਟਰੋਲ
ପରିବର୍ତ୍ତନ ହାର,ਤਬਦੀਲੀ ਦੀ ਦਰ
ମୂଲ୍ୟାୟନ କ୍ଷମତା |,ਰੇਟ ਕੀਤੀ ਸਮਰੱਥਾ
ରେଟେଡ୍ ଘୋଡା ଶକ୍ତି |,ਦਰਜਾ ਪ੍ਰਾਪਤ ਕਰਨ ਦੀ ਸ਼ਕਤੀ
ଶକ୍ତିର ଶକ୍ତିରେ |,ਰੇਟਡ ਸ਼ਕਤੀ
ମୂଲ୍ୟାୟନ,ਰੇਟਿੰਗ
R-c coupling,ਆਰ-ਸੀ ਜੋੜ
ପ୍ରତିକ୍ରିୟା,ਪ੍ਰਤੀਕ੍ਰਿਆ
ପ୍ରତିକ୍ରିୟା,ਪ੍ਰਤੀਕਰਮ
ପ୍ରତିକ୍ରିୟାଶୀଳ ଉପାଦାନ |,ਪ੍ਰਤੀਕ੍ਰਿਆਸ਼ੀਲ ਭਾਗ
ପ୍ରତିକ୍ରିୟାଶୀଳ ଭାର |,ਪ੍ਰਤੀਕ੍ਰਿਆਸ਼ੀਲ ਲੋਡ
ରେଗିଂ ଇଞ୍ଚିଂ |,ਰੀਜੈਂਟ ਐਚਿੰਗ
ପ୍ରକୃତ ସମୟ ପ୍ରସାରଣ |,ਰੀਅਲ ਟਾਈਮ ਟ੍ਰਾਂਸਮਿਸ਼ਨ
ପୁନରାବୃତ୍ତି,ਰੀਬ੍ਰੋਡਕਾਸਟਿੰਗ
ପ୍ରାପ୍ତକର୍ତ୍ତା |,ਪ੍ਰਾਪਤ ਕਰਨ ਵਾਲਾ
ଆଣ୍ଟେନା ଗ୍ରହଣ କରିବା |,ਐਂਟੀਨਾ ਪ੍ਰਾਪਤ ਕਰਨਾ
ଗ୍ରହଣକାରୀ କେନ୍ଦ୍ର,ਸੈਂਟਰ ਪ੍ਰਾਪਤ ਕਰਨਾ
ଗ୍ରହଣ,ਰਿਸੈਪਸ਼ਨ
ଗ୍ରହଣ କରାଯାଇଥିବା ରିପୋର୍ଟ,ਰਿਸੈਪਸ਼ਨ ਰਿਪੋਰਟ
ରିସେପ୍ସନ୍ ସର୍ଭେ |,ਰਿਸੈਪਸ਼ਨ ਸਰਵੇਖਣ
ପାରସ୍ପରିକ,ਪਰਸਪਰ
ପୁନ struction ନିର୍ମାଣ ଫିଲ୍ଟର,ਪੁਨਰ ਨਿਰਮਾਣ ਫਿਲਟਰ
ରେକର୍ଡ ଯୋଗ୍ୟ |,ਚਮਤਕਾਰ
ରେକର୍ଡ କରାଯାଇଛି |,ਰਿਕਾਰਡ ਕੀਤਾ ਗਿਆ
ରେକର୍ଡର୍,ਰਿਕਾਰਡਰ
ରେକର୍ଡିଂ,ਰਿਕਾਰਡਿੰਗ
ରେକର୍ଡିଂ ବୁଥ୍ |,ਬੋਥ ਰਿਕਾਰਡ ਕਰਨਾ
ମିଛ କହିବା,ਰਿਕਾਰਡਿੰਗ
ଡିସ୍କରେ ରେକର୍ଡିଂ |,ਡਿਸਕ ਤੇ ਰਿਕਾਰਡਿੰਗ
ରେକର୍ଡିଂ ରୁମ୍ |,ਰਿਕਾਰਡਿੰਗ ਕਮਰਾ
ରେକର୍ଡିଂ ସିଷ୍ଟମ୍,ਰਿਕਾਰਡਿੰਗ ਸਿਸਟਮ
ରେକର୍ଡିଂ ଟେପ୍ |,ਰਿਕਾਰਡਿੰਗ ਟੇਪ
ସଂଶୋଧନ,ਸੁਧਾਰ
ପୁନ rest ସକ୍ରିୟ ସଙ୍କେତ |,ਸੁਧਾਰਕ ਸੰਕੇਤ
ପୁନ wectifier,ਗੁਣਾ
ପୁନ y ବ୍ୟବହାର,ਰੀਸਾਈਕਲ
ଅନାବଶ୍ୟକତା |,ਰਿਡੰਡੈਂਸੀ
ଅନାବଶ୍ୟକ |,ਰਿਡੰਡੈਂਟ
ଅନାବଶ୍ୟକ ଉପାଦାନ |,ਰਿਡੰਡੈਂਟ ਐਲੀਮੈਂਟ
ପୁନ-ଇଞ୍ଜିନିୟରିଂ |,ਦੁਬਾਰਾ ਇੰਜੀਨੀਅਰਿੰਗ
ପୁନ rel- ବୃଦ୍ଧି |,ਦੁਬਾਰਾ ਵਾਧਾ
ସନ୍ଦର୍ଭ ଫ୍ରିକ୍ୱେନ୍ସି |,ਹਵਾਲਾ ਬਾਰੰਬਾਰਤਾ
ସନ୍ଦର୍ଭ ମୂଲ୍ୟ |,ਹਵਾਲਾ ਮੁੱਲ
ସ୍ତରୀୟ ସ୍ତର,ਪਰਤ ਨੂੰ ਦਰਸਾਉਂਦੀ ਹੈ
ମାଧ୍ୟମକୁ ପ୍ରତିଫଳିତ କରିବା |,ਮਾਧਿਅਮ ਨੂੰ ਦਰਸਾਉਂਦੇ ਹੋਏ
ପୃଷ୍ଠଭୂମି,ਸਤਹ ਪ੍ਰਤੀਬਿੰਬਤ
ପ୍ରତିଫଳନ,ਪ੍ਰਤੀਬਿੰਬ
ପ୍ରତିଫଳନ,ਰਿਫਲੈਕਟਰ
ଆଣ୍ଟେନା ପାଇଁ ପ୍ରତିଫଳକ |,ਐਂਟੀਨਾ ਦਾ ਰਿਫਲੈਕਟਰ
ପ୍ରତିଫଳନ,ਰਿਫੈਕਸ਼ਨ
ପ୍ରତିକ୍ରିୟାଶୀଳ ସୂଚକାଙ୍କ |,ਸੁਧਾਰਕ ਸੂਚਕਾਂਕ
ପ୍ରତିଫଳନ,ਫਰਿੱਜ
ପୁନ el ନିର୍ମାଣ,ਪੁਨਰਜਨਮ
ପଞ୍ଜିକରଣ କର |,ਰਜਿਸਟਰ
ଭଲଭ୍ ନିୟନ୍ତ୍ରଣ |,ਵਾਲਵ ਨੂੰ ਨਿਯਮਤ ਕਰੋ
ନିୟମ,ਨਿਯਮ
ନିୟାମକ,ਰੈਗੂਲੇਟਰ
ନିୟାମକ,ਰੈਗੂਲੇਟਰੀ
ଦୃ for ୀକରଣ,ਮਜਬੂਤ
ପରିଚ,ਰਿਸ਼ਤੇਦਾਰੀ
ଆପେକ୍ଷିକ ଅନୁମତିଗୁଡିକ |,ਰਿਸ਼ਤੇਦਾਰ ਪਰਮਜਿਟੀ
ରିଲେ,ਰਿਲੇਅ
ରିଲେ କେନ୍ଦ୍ର |,ਰੀਲੇਅ ਸੈਂਟਰ
ରିଲେ ଗୁଟିଙ୍ଗ୍ |,ਰੀਲੇਅ ਗੱਡੀ
ରିଲେ ଟ୍ରାନ୍ସମିଟର |,ਰੀਲੇਅ ਟ੍ਰਾਂਸਮੀਟਰ
ପ୍ରକାଶନ,ਜਾਰੀ ਕਰੋ
କ vol ଣସି ଭୋଲ୍ଟ ମୁକ୍ତ କରନ୍ତୁ ନାହିଁ |,ਕੋਈ ਵੋਲਟ ਜਾਰੀ ਕਰੋ
ନିର୍ଭରଯୋଗ୍ୟତା,ਭਰੋਸੇਯੋਗਤਾ
ନିର୍ଭରଯୋଗ୍ୟ,ਭਰੋਸੇਯੋਗ
ସୁଦୂର,ਰਿਮੋਟ
ସୁଦୂର ନିୟନ୍ତ୍ରଣ,ਰਿਮੋਟ ਕੰਟਰੋਲ
ରିମୋଟ୍ କଣ୍ଟ୍ରୋଲ୍ ଏବଂ ନାଭିଗେସନ୍ ସିଷ୍ଟମ |,ਰਿਮੋਟ ਕੰਟਰੋਲ ਅਤੇ ਨੇਵੀਗੇਸ਼ਨ ਸਿਸਟਮ
ରିମୋଟ୍ କଣ୍ଟ୍ରୋଲ୍ ୟୁନିଟ୍ |,ਰਿਮੋਟ ਕੰਟਰੋਲ ਯੂਨਿਟ
ସୁଦୂର ତନ୍ତ୍ରଗୁଡ଼ିକ,ਰਿਮੋਟ ਸਿਸਟਮ
ଦୂରରୁ ନିୟନ୍ତ୍ରିତ ଉପକରଣ |,ਰਿਮੋਟਲੀ ਨਿਯੰਤਰਿਤ ਉਪਕਰਣ
ପୁନରାବୃତ୍ତି କର,ਦੁਹਰਾਓ ਕੋਇਲ
ରିମୁଟର୍,ਰੀਪੀਟਰ
ସ୍ଥାନାନ୍ତର,ਤਬਦੀਲੀ
ପୁର୍ଣ୍ଣିକର,ਦੁਬਾਰਾ ਭਰਨਾ
ପ୍ରଜନନ,ਦੁਬਾਰਾ ਪੈਦਾ ਕਰੋ
ପ୍ରଜନନ,ਪ੍ਰਜਨਨ
ପୁନ-ରେକର୍ଡିଂ |,ਦੁਬਾਰਾ ਰਿਕਾਰਡਿੰਗ
ଅନୁସନ୍ଧାନ ଏବଂ ବିକାଶ,ਖੋਜ ਅਤੇ ਵਿਕਾਸ
ପୁନ et ସେଟ୍ କରନ୍ତୁ |,ਰੀਸੈੱਟ
ଅବଶିଷ୍ଟ ରେଶଫଲିଂ |,ਬਚੀ ਤਬਦੀਲੀ
ଅବଶିଷ୍ଟାଂଶ,ਬਾਕੀ ਦੇ
ପ୍ରତିରୋଧ,ਵਿਰੋਧ
ପ୍ରତିରୋଧ ଭାର,ਵਿਰੋਧ ਲੋਡ
ପ୍ରତିରୋଧକ,ਰੋਧਕ
ସମାଧାନ,ਰੈਜ਼ੋਲੂਸ਼ਨ
ପର୍ସନ୍,ਗੂੰਜ
ପର୍ସନ୍ ଫ୍ରିକ୍ୱେନ୍ସି |,ਗੂੰਜ ਦੀ ਬਾਰੰਬਾਰਤਾ
ପରିତ୍ୟନ୍ତ,ਗੂੰਜਕ
ପର୍ସନ୍ ରେଖା |,ਗੂੰਜਕ ਲਾਈਨ
ପୁନ on ନିର୍ମାଣକାରୀ |,ਗੂੰਜਦਾਤਾ
ଉତ୍ସ,ਸਰੋਤ
ଉତ୍ସ ଅଂଶୀଦାର,ਸਰੋਤ ਸਾਂਝੀ ਕਰਨਾ
ପ୍ରତିକ୍ରିୟାଶୀଳ ଅବଧି |,ਜਵਾਬ ਦੇਣ ਦੀ ਮਿਆਦ
ପ୍ରତିକ୍ରିୟା,ਜਵਾਬ
ପୁନରୁଦ୍ଧାର,ਬਹਾਲੀ
ଫଳାଫଳ,ਨਤੀਜਾ
ଅବଧାରଣ,ਧਾਰਨ
ପୁନ on ସଂସ୍କୃତି,ਮੁੜ ਪ੍ਰਾਪਤ
ପୁନରୁଦ୍ଧାର,ਪ੍ਰਾਪਤੀ
ରେଡ୍ରିଭାଲ୍ ଇଞ୍ଜିନ୍ |,ਪ੍ਰਾਪਤੀ ਇੰਜਣ
ପୁନ ry ଚେଷ୍ଟା କର,ਦੁਬਾਰਾ ਕੋਸ਼ਿਸ਼ ਕਰੋ
ଫେରନ୍ତୁ,ਵਾਪਸੀ
ଫେରସ୍ତ ପଥ,ਵਾਪਸੀ ਮਾਰਗ
Reverberation,ਰੀਵਰਬਰੇਸ਼ਨ
Reverberation ସମୟ,ਪੁਨਰ ਜਨਮ ਦਾ ਸਮਾਂ
ଓଲଟା ପକ୍ଷପାତ ଡାୟୋଡ୍ |,ਉਲਟਾ ਪੱਖਪਾਤੀ ਡਾਇਡ
ଓଲଟା କରେଣ୍ଟ୍ |,ਉਲਟਾ ਮੌਜੂਦਾ
ଘୂର୍ଣ୍ଣନ,ਘੁੰਮਣਾ
ରିଭାଇଣ୍ଡ୍,ਰੀਵਾਇੰਡ
ଆରୋହୀ ଫ୍ୟୁଜ୍ |,ਰੀਵਾਇਰੀਅਲ ਫਿ .ਜ਼
ଆରୋଗ୍ୟ କରିବା,ਰੀਵਾਇਰਿੰਗ
ପୁନ rew ଲିଖନଯୋଗ୍ୟ,ਮੁੜ ਲਿਖਤ
Rf ଡ୍ରାଇଭ୍ |,ਆਰਐਫ ਡਰਾਈਵ
Rf ଫିଡର୍ |,ਆਰਐਫ ਫੀਡਰ
Rf ବିପଦ,ਆਰਐਫ ਦੇ ਖਤਰੇ
Rf ସୁରକ୍ଷା ଅନୁପାତ,ਆਰਐਫ ਪ੍ਰੋਟੈਕਸ਼ਨ ਅਨੁਪਾਤ
R ଥିଷ୍ଟାଟ |,Rhostat
ରିବନ୍,ਰਿਬਨ
ରିଭେଟ୍ |,ਰਿਵੇਟ
ରିଭେଟ୍ ଗଣ୍ଠି |,ਰਿਵੇਟਿਡ ਜੋੜ
ବିଲିଂ କରିବା |,ਕਠੋਰ
Rn ଚ୍ୟାନେଲ |,Rn ਚੈਨਲ
ରୋବଟ୍ |,ਰੋਬੋਟ
ରୋବୋଟିକ୍ସ |,ਰੋਬੋਟਿਕਸ
ଗଡ଼,ਅੰਦਰ ਰੋਲ
ଗଡ଼,ਵੇਲਨਾ
ମୂଳ,ਰੂਟ
ଘୋର,ਰੋਟਰੀ
ଘୂର୍ଣ୍ଣନ,ਰੋਟੇਸ਼ਨ
ମାର୍ଗ,ਰਸਤਾ
ରାଉଟର,ਰਾ ter ਟਰ
ରୁଟିନ୍ ଅପରେସନ୍ସ |,ਰੁਟੀਨ ਸੰਚਾਲਨ
ରାଉଟିଙ୍ଗ୍,ਰੂਟਿੰਗ
ସମୟ ଚଲାନ୍ତୁ |,ਸਮਾਂ ਚਲਾਓ
ସୁରକ୍ଷା ବ୍ୟବସ୍ଥା,ਸੁਰੱਖਿਆ ਵਿਵਸਥਾ
ସୁରକ୍ଷା ଇଣ୍ଟରଲକ୍ |,ਸੁਰੱਖਿਆ ਇੰਟਰਲਾਕ
ସାଗ୍,Sag
ଯୁକ୍ତି ବ features ଶିଷ୍ଟ୍ୟଗୁଡିକ,ਪ੍ਰਮੁੱਖ ਵਿਸ਼ੇਸ਼ਤਾਵਾਂ
ନମୁନା,ਨਮੂਨਾ
ନମୁନା ଏବଂ ସିର୍କିଟ |,ਨਮੂਨਾ ਅਤੇ ਸਰਕਟ ਰੱਖੋ
ନମୁନା ଆକାର |,ਨਮੂਨਾ ਦਾ ਆਕਾਰ
ନମୁନା ତଥ୍ୟ |,ਨਮੂਨਾ ਵਾਲਾ ਡਾਟਾ
ନମୁନା,ਨਮੂਨਾ
ନମୁନା ହାର,ਨਮੂਨਾ ਦੀ ਦਰ
ଦମନ କରିବା,ਨਮੂਨਾਦਾਰ ਸੰਤ੍ਰਿਪਤ
ସମ୍ବିଧାନ / ଥିଓରେମ୍ |,ਸੈਮਪਲਿੰਗ ਥਿ .ਰੀ / ਥਿ .ਮ
ଉପଗ୍ରହ,ਸੈਟੇਲਾਈਟ
ସାଟେଲାଇଟ୍ ଯୋଗାଯୋଗ |,ਸੈਟੇਲਾਈਟ ਸੰਚਾਰ
ସାଟେଲାଇଟ୍ କଭରେଜ୍ |,ਸੈਟੇਲਾਈਟ ਕਵਰੇਜ
ଉପଗ୍ରହ ଡିଜିଟାଲ୍ ଲିଙ୍କ୍ |,ਸੈਟੇਲਾਈਟ ਡਿਜੀਟਲ ਲਿੰਕ
ସାଟେଲାଇଟ୍ ହସ୍ତକ୍ଷେପ |,ਸੈਟੇਲਾਈਟ ਦਖਲ
ଉପଗ୍ରହ ରେଡିଓ |,ਸੈਟੇਲਾਈਟ ਰੇਡੀਓ
ସାଟେଲାଇଟ୍ ରେଡିଓ ଟ୍ରାନ୍ସମିସନ୍ |,ਸੈਟੇਲਾਈਟ ਰੇਡੀਓ ਸੰਚਾਰ
ସାଟେଲାଇଟ୍ ଟ୍ରାନ୍ସମିସନ୍ |,ਸੈਟੇਲਾਈਟ ਸੰਚਾਰ
ସନ୍ତୁଳିତ ବାୟୁ,ਸੰਤ੍ਰਿਪਤ ਹਵਾ
ଶ୍ୱରକାରୀ କରେଣ୍ଟ୍ |,ਮੌਜੂਦਾ ਸੰਤ੍ਰਿਪਤ
ସାଚୁଚରେସନ୍ |,ਸੰਤ੍ਰਿਪਤਾ
ଦାନ୍ତ ତରଙ୍ଗ ଦେଖିଲା |,ਦੰਦ ਦੀ ਲਹਿਰ ਵੇਖੀ
ମାପନୀୟତା |,ਸਕੇਲੇਬਿਲਟੀ
ସ୍କେଲ,ਸਕੇਲ
ଶ୍ୟାମ କାରକ,ਸਕੇਲ ਫੈਕਟਰ
ମାପକାଠି,ਸਕੇਲਿੰਗ
ସ୍କାନ୍ ହୋଇଥିବା ବିମ୍ |,ਸਕੈਨ ਕੀਤਾ ਬੀਮ
ସ୍କାନର୍,ਸਕੈਨਰ
ସ୍କାନିଂ ଫ୍ରିକ୍ୱେନ୍ସି,ਸਕੈਨਿੰਗ ਬਾਰੰਬਾਰਤਾ
ସ୍କାନିଂ ରେଖା |,ਸਕੈਨ ਲਾਈਨ
ଛିନ୍ନଭିନ୍ନ କରିବା |,ਸਕੈਟਰਿੰਗ
ଦୃଶ୍ୟ,ਦ੍ਰਿਸ਼
ନିର୍ଧନର,ਸ਼ਡਿ r ਲਰ
ସ୍କିମେଟିକ୍ |,ਯੋਜਨਾਬੰਦੀ
ସ୍କଟ୍ ମାର୍କର୍ |,ਸਕੌਟਕੀ ਬੈਰੀਅਰ
Scinttlation,ਦਿਸਣ
ସ୍କ୍ରାମବ୍ଲର୍ |,ਸਕ੍ਰੈਮਬਲਰ
ସ୍କ୍ରାମଲିଂ |,ਸਕ੍ਰੈਂਬਲਿੰਗ
ସ୍କ୍ରାପ୍,ਸਕ੍ਰੈਪ
ସ୍କ୍ରାପିଙ୍ଗ୍ |,ਸਕ੍ਰੈਪਿੰਗ
Scratch,ਸਕ੍ਰੈਚ
ସ୍କ୍ରିନ୍,ਸਕਰੀਨ
ସ୍କ୍ରିନ୍ ଜଳିବା |,ਸਕ੍ਰੀਨ ਬਰਨ
ସ୍କ୍ରିନ୍ ବାଇପାସ୍ |,ਸਕਰੀਨ ਬਾਈਪਾਸ
ସ୍କ୍ରିନ୍ ସାମ୍ପ୍ରତିକ |,ਸਕ੍ਰੀਨ ਮੌਜੂਦਾ
ସ୍କ୍ରିନ୍ ଗ୍ରୀଡ୍ |,ਸਕ੍ਰੀਨ ਗਰਿੱਡ
ସ୍କ୍ରିନ୍ ସେଭର୍ |,ਸਕਰੀਨ ਸੇਵਰ
ସ୍କ୍ରିନିଡ୍ କେବୁଲ୍ |,ਸਕਰੀਨਡ ਕੇਬਲ
ପରଦା,ਸਕ੍ਰੀਨਿੰਗ
ସ୍କ୍ରୋଲ୍ |,ਸਕ੍ਰੌਲ ਕਰੋ
ସ୍କ୍ରୋଲ୍ ବାର୍ |,ਸਕ੍ਰੌਲ ਬਾਰ
ସ୍କ୍ରୋଲିଂ |,ਸਕ੍ਰੌਲਿੰਗ
ଖୋଜିବା ଯନ୍ତ୍ର,ਖੋਜ ਇੰਜਣ
ଦ୍ secondary ିତୀୟ,ਸੈਕੰਡਰੀ
ମାଧ୍ୟମିକ ସେଲ୍,ਸੈਕੰਡਰੀ ਸੈੱਲ
କ୍ଷେତ୍ର,ਸੈਕਟਰ
ବିଭାଗ,ਖੰਡ
ଆତ୍ମ ନିଦାନ,ਸਵੈ-ਨਿਦਾਨ
ସେମିକଣ୍ଡକ୍ଟରକ୍ଟର |,ਸੈਮੀਕੋਂਡਕਟਰ
ପ୍ରେରକ,ਭੇਜਣ ਵਾਲੇ
ସମ୍ବେଦନଶୀଳତା,ਸੰਵੇਦਨਸ਼ੀਲਤਾ
ସେନସର |,ਸੈਂਸਰ
କ୍ରମ |,ਤਰਤੀਬ
କ୍ରମିକ,ਸੀਰੀਅਲ
କ୍ରମିକ ପ୍ରବେଶ,ਸੀਰੀਅਲ ਐਕਸੈਸ
କ୍ରମିକ ପୋର୍ଟ,ਸੀਰੀਅਲ ਪੋਰਟ
କ୍ରମସନ୍ତାନ୍ସ |,ਲੜੀਵਾਰ ਗੂੰਜ
ସର୍ଭର,ਸਰਵਰ
ସେଟଅପ୍,ਸਥਾਪਨਾ ਕਰਨਾ
ଛାୟା,ਸ਼ੇਡਿੰਗ
ଛାୟା,ਸ਼ੈਡੋ
ଶାନନଙ୍କ ଥିଓରେମ୍ |,ਸ਼ੈਨਨ ਦਾ ਸਿਧਾਂਤ
ଶୋପିଂ,ਸ਼ਬਦਾ ਹੈ
ଅଂଶୀଦାର,ਸ਼ੇਅਰਵੇਅਰ
ଖଣ୍ଡ,ਮਿਆਨ
ଶିଫ୍ଟ,ਸ਼ਿਫਟ
ସ୍ଥାନାନ୍ତର,ਸ਼ਿਫਟਿੰਗ
Shock ଟକା,ਸਦਮਾ
ସର୍ଟ ସର୍କିଟ |,ਸ਼ਾਰਟ ਸਰਕਟ
ସଂକ୍ଷିପ୍ତ ସର୍କିଟ୍ ପରୀକ୍ଷା |,ਛੋਟਾ ਸਰਕਟ ਟੈਸਟ
ସଂକ୍ଷିପ୍ତ ତରଙ୍ଗ |,ਛੋਟਾ ਵੇਵ
ସଂକ୍ଷିପ୍ତ ତରଙ୍ଗ କେନ୍ଦ୍ର |,ਛੋਟਾ ਵੇਵ ਸੈਂਟਰ
ସର୍ଟକଟ୍,ਸ਼ਾਰਟਕੱਟ
ବନ୍ଦ କର,ਸ਼ਟ ਡਾਉਨ
ବନ୍ଦ ସଙ୍କେତ,ਬੰਦ ਕਰਨ ਦਾ ਸੰਕੇਤ
ପାର୍ଶ୍ୱ ବ୍ୟାଣ୍ଡ,ਸਾਈਡ ਬੈਂਡ
ପାର୍ଶ୍ୱ ବ୍ୟାଣ୍ଡ ଶକ୍ତି |,ਸਾਈਡ ਬੈਂਡ ਪਾਵਰ
ସଙ୍କେତ,ਇਸ਼ਾਰਾ
