Malayalam,Gujarati
അനുരമനപരമായ,સમાધાન
വീണ്ടും ബന്ധിപ്പിക്കുക,પુન: રૂપરેખા
പുന reagn ക്രമീകരണം,પુનર્રચના
അഴിച്ചുപണിയല്,પુનર્નિર્માણ
റെക്കോർഡ് തടയൽ,વિક્રમજનક અવરોધ
പരിശോധിക്കുക സമയം റെക്കോർഡുചെയ്യുക,રેકોર્ડ સમય
"നിയന്ത്രണം രേഖപ്പെടുത്തുക
 പട്ടിക","રેકર્ડ નિયંત્રણ
 અનુસૂચિ"
റെക്കോർഡ് എണ്ണം,દફતર ગણતરી
വിവരണം,દફતર વર્ણન
റെക്കോർഡുചെയ്ത വാചകം,નોંધાયેલું લખાણ
റെക്കോഡ് ഫോർമാറ്റ്,દફતરનું રૂપરેખા
"റെക്കോഡ് ഫോർമാറ്റ്
 ഡിഗ്രിപ്പ്പ്റ്റർ","દફતરનું રૂપરેખા
 વર્ણનકર્તા"
വിടവ് രേഖപ്പെടുത്തുക,રેકર્ડ ગેપ
രേഖപ്പെടുത്തുക,જૂથ
തല രേഖപ്പെടുത്തുക,રેકર્ડ હેડ
റെസ് റെക്കോർഡിംഗ് ഏരിയ,નોંધણી ક્ષેત્ર
ഡെൻസിറ്റി റെക്കോർഡിംഗ്,વિપુલતા
തലക്കെട്ട് റെക്കോർഡുചെയ്യുന്നു,વિપુલ નોંધણી
റെക്കോർഡിംഗ് മീഡിയം,નોંધણી માધ્યમ
റെക്കോർഡിംഗ് മോഡ്,રેકોર્ડિંગ મોડ
ട്രങ്ക് റെക്കോർഡുചെയ്യുന്നു,રેકોર્ડિંગ થડ
റെക്കോർഡ് കീ,રેકર કી
റെക്കോർഡ് ലേ .ട്ട്,દફતર -લેઆઉટ
റെക്കോർഡ് നീളം,રેકર્ડ લંબાઈ
റെക്കോർഡ് മാർക്ക്,રેકન પર નિશાની
റെക്കോർഡ് മീഡിയം,રેકર્ડ માધ્યમ
പേര് രേഖപ്പെടുത്തുക,રેકર્ડ નામ
റെക്കോർഡ് നമ്പർ,રેકર નંબર
റെക്കോർഡ് തയ്യാറാണ്,રેકોર્ડ તૈયાર
"റെക്കോർഡ് സെപ്പറേറ്റർ
 കഥാപാതം","વિજેતા
 પાત્ર"
റെക്കോർഡ് ഷീറ്റ്,દફતરદાર
ക്രമീകരണം രേഖപ്പെടുത്തുക,છટણી
"സംഭരണം റെക്കോർഡ്
 അടയാളപ്പെടത്തുക","દફતર સંગ્રહ
 ચિહ્ન"
റെക്കോർഡ് സ്ട്രിപ്പ്,રેકર પટ્ટી
റെക്കോർഡ് തരം,રેકોર્ડ પ્રકાર
വീണ്ടെടുക്കാവുന്ന പിശക്,પુન ove પ્રાપ્તિની ભૂલ
"വീണ്ടെടുക്കൽ
 നിര്വഹണം
 പിന്താങ്ങുക","પુન: પ્રાપ્તિ
 સંચાલન
 ટેકો"
വീണ്ടെടുക്കൽ രോഷങ്ങൾ,પુન recoveryપ્રાપ્તિ ઉત્પન્ન
വീണ്ടെടുക്കൽ ദിനചര,પુન recoveryપ્રાપતિ
വീണ്ടെടുക്കൽ സംവിധാനം,વસૂલાત પદ્ધતિ
ആവർത്തനം,પુનરાવર્તન
ശേഖരം,પુનરાવર્તન
ശേഖരിക്കാനുള്ള സിദ്ധാന്തം,પુનરાવર્તન પ્રમેય
"ആവർത്തിച്ചുള്ള ഇറക്കം
 പാഴ്സിംഗ്","પુનરાવર્તિત વંશ
 પાર્કસ"
ആവർത്തിച്ചുള്ള പ്രവർത്തനം,પુનરાવર્તિત કાર્ય
ആവർത്തന പട്ടിക,પુનરાવર્તિત યાદી
"ആവർത്തിച്ചുള്ള നിർവചിച്ചിരിക്കുന്നു
 അനുകമം","પુનરાવર્તિત
 અનુક્રમ"
"അപരമല്ലാതെ
 എണ്ണമറ്റ സെറ്റ്","પુનરાવર્તિત રીતે
 ગણિત"
ആവർത്തിച്ചുള്ള പ്രക്രിയ,પુનરાવર્તિત પ્રક્રિયા
ആവർത്തിച്ചുള്ള ബന്ധം,પુનરાવર્તિત સંબંધ
ആവർത്തന പതിവ്,પુનરાવર્તક નિત્યક્રમ
ആവർത്തന സെറ്റ്,પુનરાવર્તિત સમૂહ
കുറയ്ക്കുക,Redભું કરવું
അപാകത,Redણપત્ર
കുറയ്ക്കൽ യന്ത്രം,ઘટાડો મશીન
ആവർത്തനം,નિરર્થકતા
ആവർത്തന പരിശോധന,નિરર્થકતા તપાસ
"ആവർത്തന പരിശോധന
 കടിവാളം","નિરર્થકતા તપાસ
 ગાળો"
"ആവർത്തന പരിശോധന
 കഥാപാതം","નિરર્થકતા તપાસ
 પાત્ર"
"ആവർത്തനം
 ഡാറ്റ","નિરર્થકતા
 માહિતી"
"കമാതീതമായ
 കഥാപാതം","નકામું
 પાત્ર"
അനാവശ്യ കോഡ്,રિબન્ડન્ટ કોડ
വീണ്ടും നിരോധനം,પુનર્જીવન
"മടക്കുക
 മൊഡ്യൂൾ","ફરી સમારંભનો ભાર
 વિધિ"
"മടക്കാനാവില്ല
 കാരപരിപാടി","ફરીથી તૈયાર
 કાર્યક્રમ"
"മടക്കാനാവില്ല
 ദിനചര്യ","ફરીથી તૈયાર
 રોજિંદા"
"മടക്കാനാവില്ല
 ഉറക്കുഴൂട്ട","ફરીથી તૈયાર
 Subલટ"
വീണ്ടും പ്രവേശിക്കുന്നു,ફરી પ્રવેશદ્વાર
വീണ്ടും പ്രവേശിക്കുക കോഡ്,પૂર્વવર્તી કોડ
"വീണ്ടും പ്രവേശിക്കുന്നു
 കാരപരിപാടി","ફરી પ્રવેશદ્વાર
 કાર્યક્રમ"
വീണ്ടും പ്രവേശിക്കുക പതിവ്,પૂર્વનિર્ધારિત નિત્યક્રમ
"വീണ്ടും പ്രവേശിക്കുക
 ഉറക്കുഴൂട്ട","ફરીથી મોકલવું
 Subલટ"
വീണ്ടുംറിരൂപം,પુનર્વિચારણા બિંદુ
റീട്ടക്ട്രി സിസ്റ്റം,પુન reપ્રધાન પદ્ધતિ
ബന്ധപ്പെടല്,સંદર્ભ
റഫറൻസ് വിലാസം,સંદર્ભ સરનામું
റഫറൻസ് ക്ലോസ്,સંદર્ભ ઘડિયાળ
റഫറൻസ് എഡ്ജ്,સંદર્ભ
റഫറൻസ് ഫയൽ,સંદર્ભ ફાઈલ
"റഫറൻസ് ഇൻപുട്ട്
 അടയാളം","સંદર્ભ
 સંકેત"
"ബന്ധപ്പെടല്
 നിര്ദ്ദേശം","સંદર્ભ
 સૂચના"
"ബന്ധപ്പെടല്
 ഭാഷ","સંદર્ભ
 ભાષા"
റഫറൻസ് നില,સંદર્ભ સ્તર
റഫറൻസ് പട്ടിക,સંદર્ભ -યાદી
റഫറൻസ് ശബ്ദം,સંદર્ભ અવાજ
റഫറൻസ് റെക്കോർഡ്,સંદર્ભ
റഫറൻസ് സമയം,સંદર્ભ સમય
റഫറൻസ് വോളിയം,સંદર્ભ
പരിഷ്കരിക്കുക,ફેરબદલ કરવી
അധപനം,પરાવર્તક
പ്രതിഫല അനുപാതം,પરાવર્તક
"പ്രതിഫലിപ്പിക്കുന്ന ബൈനറി
 കോഡ്","દ્વિસંગી પ્રતિબિંબ
 સંહિતા"
പ്രതിഫലന സ്കാൻ,પ્રતિબિંબીત સ્કેન
റിഫ്ലെക്സിവ് അടയ്ക്കൽ,પ્રતિસ્પંદિત બંધ
റിഫ്ലെക്സിവ് ബന്ധം,પ્રતિલપણ સંબંધ
റിഫോർമറ്റ്,સુધારા
ഉന്മേഷം വീണ്ടെടുക്കുക,તાજું કરવું
"പുനരുദ്ധാചയിതാവ്
 ഫീഡ്ബാക്ക്","પુનર્વિચારક
 પ્રતિસાદ"
"പുനരുദ്ധാചയിതാവ്
 സ്മരണം","પુનર્વિચારક
 યાદ"
പുനരുജ്ജീവിപ്പിക്കൽ വായിക്കുക,પુનર્જીવિત વાંચન
"പുനരുദ്ധാചയിതാവ്
 വായന","પુનર્વિચારક
 પ્રયોગ"
"പുനരുദ്ധാചയിതാവ്
 റിപ്പീറ്റർ","પુનર્વિચારક
 ફરી વળવું"
പുനരുക്നേരകമായ ട്രാക്ക്,પુનર્નિર્દેશક ટ્રેક
"റെക്ടീറേറ്റർ
 വിഭാഗം","સમાધાનો કરનાર
 વિભાગ"
പുനരുദ്ധാരണ,પુનર્જનન
പ്രാദേശിക വിലാസം,પ્રાદેશિક સંબોધન
പ്രാദേശിക കേന്ദ്രം,પ્રાદેશિક કેન્દ્ર
"പ്രാദേശിക കമ്പ്യൂട്ടർ
 നെറ്റ്വർക്ക്","પ્રાદેશિક કમ્પ્યુટર
 નેટવર્ક"
പട്ടികയുണ്ടാക്കുക,નોંધણી કરવી
"വിലാസം രജിസ്റ്റർ ചെയ്യുക
 വയല്","નોંધણી કરો
 ક્ષેત્ર"
ശേഷിയുള്ള ശേഷി,રજિસ્ટર
ഫയൽ രജിസ്റ്റർ ചെയ്യുക,રજીસ્ટર ફાઇલ
"ഇൻപുട്ട് രജിസ്റ്റർ ചെയ്യുക
 ബഫർ","ઇનપુટ
 બફર"
നീളം രജിസ്റ്റർ ചെയ്യുക,રજિસ્ટર
"പട്ടികയുണ്ടാക്കുക
 ഒപ്റ്റിമൈസേഷൻ","નોંધણી કરવી
 Optimપ્ટિમાઇઝેશન"
പോയിന്റർ രജിസ്റ്റർ ചെയ്യുക,રજીસ્ટર નિર્દેશક
രജിസ്റ്റർ തിരഞ്ഞെടുക്കുക,રજીસ્ટર પસંદ કરો
"കൈമാറ്റം രജിസ്റ്റർ ചെയ്യുക
 ഭാഷ","નોંધણી
 ભાષા"
"പതിക്കല്
 കാരപരിപാടി","નોંધણી
 કાર્યક્રમ"
"പതിവ് ഇവന്റ്
 (= പതിവ്
 ഭാഷ)","નિયમિત ઘટના
 (= નિયમિત
 ભાષા)"
പതിവ് എക്സ്പ്രഷൻ,નિયમિત સમીકરણ
പതിവ് വ്യാകരണം,નિયમિત વ્યાકરણ
പതിവ് ഭാഷ,નિયમિત ભાષા
പതിവ് പ്രവർത്തനം,નિયમિત કામગીરી
പതിവ് ഓപ്പറേറ്റർ,નિયમિત operatorપરેટર
"റിലേഷണൽ ഡാറ്റ
 അടിത്തറ","સંબંધી આંકડા
 પાયો"
"ബന്ധുക്കലം
 മുഖഭാവം","સંબંધી
 અભિમાન"
റിലേഷണൽ ഓപ്പറേറ്റർ,સંબંધી ઓપરેટર
പ്രതീകം,સંબંધ -પાત્ર
ബന്ധത്തിന്റെ അവസ്ഥ,સંબંધ
ആപേക്ഷിക വിലാസം,સંબંધી સંબોધન
ആപേക്ഷിക വിലാസം,સંબંધી
"ആപേക്ഷിക ബ്ലോക്ക്
 അക്കം","સંબંધી
 નંબર"
ആപേക്ഷിക കോഡ്,સંબંધી સંહિતા
ആപേക്ഷിക കോഡിംഗ്,સન્યાસી
ബന്ധു കമാൻഡ്,સંબંધી આદેશ
താരതമ്യേന പ്രൈം,પ્રમાણમાં
ആപേക്ഷിക ഉൽപ്പന്നം,સંબંધી ઉત્પાદન
റിലേ ചെയ്യുക,રિલે
പ്രകാശനം,મુલતવી
വിശ്വാസ്യത,વિશ્વસનીયતા
"പുതുക്കലില്ലാത്ത
 കാരപരിപാടി","સ્થળાંતર કરી શકાય એવું
 કાર્યક્રમ"
ലോഡർ സ്ഥാനം മാറ്റിസ്ഥാപിക്കുന്നു,સ્થળાંતર કરનાર લોડર
"പരിഹാരം
 പരിപാലനം","ઉપચારાત્મક
 જાળવણી"
അകലെയുള്ള,દૂરવુભારી
വിദൂര ആക്സസ്,દૂરસ્થ પ્રવેશ
"വിദൂര ആക്സസ് ഡാറ്റ
 നടപടി","રિમોટ એક્સેસ ડેટા
 પ્રક્રિયા"
വിദൂര ബാച്ച്,રિમોટ બેચ
"വിദൂര ബാച്ച്
 പവേശം","રિમોટ બેચ
 પ્રવેશ"
"വിദൂര ബാച്ച്
 നടപടി","રિમોટ બેચ
 પ્રક્રિયા"
"വിദൂര ബാച്ച്
 അതിതീവ്രമായ","રિમોટ બેચ
 અંતિમ"
"വിദൂര കോൾ
 കൈമാറുന്ന","દૂરસ્થ ક callલ
 રવાના"
"അകലെയുള്ള
 ഏകാഗത","દૂરવુભારી
 એકાગ્રતા"
വിദൂര കൺസോൾ,રિમોટ કન્સોલ
വിദൂര നിയന്ത്രണം,દૂરસ્થ નિયંત્રણ
"വിദൂര ഡാറ്റ
 ഏകാഗത","દૂરસ્થ માહિતી
 એકાગ્રતા"
"വിദൂര ഫോർമാറ്റ്
 ഇനം","રિમોટ ફોર્મેટ
 બાબત"
വിദൂര ഹോസ്റ്റ്,દૂરસ્થ યજમાન
വിദൂര ജോലി എൻട്രി,કામકાજની નોંધ
"വിദൂര ലൂപ്പ്
 അഡാപ്റ്റർ","રિમોટ લૂપ
 અનુકૂલન"
"വിദൂര സന്ദേശം
 നടപടി","દૂરસ્થ સંદેશ
 પ્રક્રિયા"
വിദൂര ഓർഡർ വയർ,રિમોટ ઓર્ડર વાયર
വിദൂര പവർ ഓഫ്,રિમોટ પાવર બંધ
വിദൂര പ്രിന്റിംഗ്,દૂરસ્થ મુદ્રણ
"വിദൂര പ്രോഗ്രാം
 ലോഡർ","દૂર -કાર્યક્રમ
 લોહિયો"
വിദൂര സംവേദനം,રિમોટ સેન્સિંગ
വിദൂര സ്റ്റേഷൻ,પ્રણાલીનું મથક
വിദൂര സബ്സെറ്റ്,રિમોટ સબસેટ
വിദൂര സ്വിച്ച്,દૂરસ્થ સ્વિચ
വിദൂര ടെർമിനൽ,દૂરસ્થ
"വിദൂര തുമ്പിക്കൈ
 കമീകരണം","દૂરસ્થ થડ
 વ્યવસ્થા"
പുന order ക്രമീകരിക്കുക,ફરીથી ગોઠવવું
ശബ്ദം പുന order ക്രമീകരിക്കുക,પુનર્રડો
വാങ്ങാത്ത,અણગમો
നന്നാക്കുക സമയം,સમારકામનો સમય
"ആവര്ത്തനം
 അളക്കുക","પુનરાવર્તનીયતા
 માપ"
ആക്ഷൻ കീ ആവർത്തിക്കുക,ક્રિયા કી પુનરાવર્તન કરો
"ആവശ്യമാണ് ഹൈഫൻ
 കഥാപാതം","જરૂરી હાઇફન
 પાત્ર"
"ആവശ്യമായ ഇടം
 കഥാപാതം","આવશ્યક જગ્યા
 પાત્ર"
"ആവശ്യകതകൾ
 വിശകലനം","આવશ્યકતા
 વિશ્લેષણ"
ജൂറുൻ,ફરી શરૂ કરવું
റീറൺ മോഡ്,પુનર્વિચારણા કરો
റിരുൺ പോയിന്റ്,ફરીથી બિંદુ
റിരുൺ പ്രോഗ്രാം,ફરી સમાપ્ત થવું
റിസർവ് ചെയ്ത വാക്ക്,અનામત શબ્દ
പുന .സജ്ജമാക്കുക,ફરીથી સેટ કરવું
സൈക്കിൾ പുന reset സജ്ജമാക്കുക,રીસેટ ચક્ર
മോഡ് പുന reset സജ്ജമാക്കുക,રીસેટ મોડ
പൾസ് പുന reset സജ്ജമാക്കുക,નાડી ફરીથી સેટ કરવી
നിരക്ക് പുന et സജ്ജമാക്കുക,ફરીથી સેટ દર
പൂജ്യത്തിലേക്ക് പുന reset സജ്ജമാക്കുക,શૂન્ય પર ફરીથી સેટ કરો
സ്ഥലവാസി,રહેવાસી
"റെസിഡന്റ് നിയന്ത്രണം
 കാരപരിപാടി","રહેવાસી નિયંત્રણ
 કાર્યક્રમ"
"സ്ഥലവാസി
 മാക്രോസെംബ്ലർ","રહેવાસી
 ઉધરસ"
"റസിഡന്റ് പ്രോഗ്രാം
 പട്ടിക തിരഞ്ഞെടുക്കുക","નિવાસી કાર્યક્રમ
 સૂચિ સૂચિ"
റസിഡന്റ് പ്രോഗ്രാം,નિવાસી કાર્યક્રમ
ശേഷിക്കുന്ന പിശക്,અવશેષ ભૂલ
അവശിഷ്ട അരിത്മെറ്റിക്,અવશેષ અંકગણિત
ശേഷിക്കുന്ന ചെക്ക്,અવશેષ તપાસ
റെസിസെന്റ് മൊഡ്യൂൾ,સુશોભિત મોડ્યુલ
"റെസിസ്റ്റോർ ട്രാൻസിസ്റ്റാർ
 തര്ക്കശാസ്തം","પ્રતિકારક
 તર્કશાસ્ત્ર"
മിഴിവ് പിശക്,ઠરાવ ભૂલ
റിസോർവർ,ઉકેલવું
"വിഭവം ആക്സസ്സ്
 നിയന്ത്രണ സൗകര്യം","સંસાધન પ્રવેશ
 નિયંત્રણ સુવિધા"
"വിഭവം
 പങ്കുവയ്ക്കല്","સાધન
 ફાળવણી"
"വിഭവം
 ഡിഗ്രിപ്പ്പ്റ്റർ","સાધન
 વર્ણનકર્તા"
"വിഭവം
 നിര്വഹണം","સાધન
 સંચાલન"
റിസോഴ്സ് മാനേജർ,સંસાધન વ્યવસ્થાપક
വിഭവ പങ്കിടൽ,સાધન -વહેંચણી
"വിഭവ പങ്കിടൽ
 ഭരണം","સાધન -વહેંચણી
 નિયંત્રણ"
പ്രതികരണ ദൈർഘ്യം,પ્રતિભાવ સમયગાળો
പ്രതികരണ പ്രവർത്തനം,કાર્ય
പ്രതികരണ സമയം,પ્રતિભાવ સમય
പുനരാരംഭിക്കുക,ફરી થી શરૂ કરવું
അവസ്ഥ പുനരാരംഭിക്കുക,સ્થિતિ ફરીથી પ્રારંભ કરો
നിർദ്ദേശം പുനരാരംഭിക്കുക,સૂચના ફરીથી પ્રારંભ કરો
പോയിന്റ് പുനരാരംഭിക്കുക,ફરીથી પ્રારંભ બિંદુ
വീണ്ടെടുക്കുക,પુનઃસ્થાપિત
"നിലനിർത്തൽ കാലയളവ്
 ചെക്ക്","જાળવણીનો સમયગાળો
 તપાસ"
റിട്രോഫിറ്റ്,ફરી વળવું
റിട്രോഫിറ്റ് പരിശോധന,ફરી પરીક્ષણ
വീണ്ടുംരി ചെയ്യുക,ફરી કોશિશ કરવી
മടങ്ങിവരുക,વળતર
തിരിച്ചയക്കാനുള്ള വിലാസം,પાછું સરનામું
മടക്ക ചാനൽ,પાછું સાંકેત
മടക്ക പ്രതീകം,પાછું અક્ષર
മടക്ക കോഡ്,પાછું આચાર
"മടക്ക കോഡ്
 പട്ടികയുണ്ടാക്കുക","પાછું આચાર
 નોંધણી કરવી"
മടങ്ങിയ മൂല്യം,પાછું મૂલ્ય
റിട്ടേൺ നിർദ്ദേശം നൽകുക,પાછું મેળવવું
തിരികെ നഷ്ടം,પાછું નુકસાન
മടക്ക കാലയളവ്,પાછલો સમય
"മടങ്ങുക
 ബന്ധപ്പെടല്
 റെക്കാര്ഡുചെയ്യല്","પાછું ફરવું
 સંદર્ભ
 નોંધણી"
"മടക്ക ടു-പൂജ്യം
 റെക്കാര്ഡുചെയ്യല്","શૂન્ય
 નોંધણી"
പുനരുപയോഗിക്കാവുന്ന പ്രോഗ്രാം,ફરીથી વાપરી શકાય તેવી કાર્યક્રમ
പുനരുപയോഗിക്കാവുന്ന ഉറവിടം,ફરીથી વાપરી શકાય તેવા સાધન
പുനരുപയോഗിക്കാവുന്ന പതിവ്,ફરીથી ઉપયોગ કરી શકાય તેવી રીત
വിപരീത പ്രവർത്തനം,Reલટું કાર્ય
റിവേഴ്സ് ബ്രേക്ക്,વિપરીત વિરામ
റിവേഴ്സ് കാപ്സ്റ്റാൻ,વિપરીત
വിപരീത ചാനല്,Reલટું માદા
"വിപരീത ചാനല്
 കഴിവ്","Reલટું માદા
 ક્ષમતા"
റിവേഴ്സ് ക്ലിപ്പിംഗ്,વિપરીત ક્લિપિંગ
"വിപരീത കോഡ്
 നിഘണ്ടു","Verseલટ
 શબ્દકોશ"
"വിപരീത ദിശ
 ഒഴുകുക","વિપરીત દિશા
 પ્રવાહ"
വിപരീത ഇൻഡെക്സിംഗ്,Reલટું અનુક્રમણિકા
"റിവേഴ്സ് റിക്കവറി
 കാലം","ઉલટા પુન recovery પ્રાપ્તિ
 સમય"
വിപരീത വീഡിയോ,વિપરીત વિડિઓ
റിവേർസിബിൾ ക counter ണ്ടർ,ઉલટાવી શકાય તેવું કાઉન્ટર
"പഴയപടിയാക്കാനാകാവുന്ന
 കാന്തിക പ്രക്രിയ","ઉલટાવી શકાય તેવું
 ચુંબકીય પ્રક્રિયા"
റിവേർസിബിൾ പ്രക്രിയ,ઉલટાવી શકાય તેવું પ્રક્રિયા
റിവൈൻഡ് കീ,ફેરબદલ કરવી
റീവിൻഡ് സമയം,ફેરબદલ
പകര്ത്തുക,ફરી લખવું
വലത് ന്യായീകരിക്കുക,અધિકારને યોગ્ય ઠેરવવું
"വലത് രേഖീയ
 വാകരണം","જમણા રેખીય
 વ્યાકરણ"
വലത് ഷിഫ്റ്റ്,જમણી પાળી
വലത് സബ്ട്രീ,જમણે ઉપરી
വളയം,ક ringંગું
റിംഗ് ബാക്ക് ടോൺ,રિંગ બેક સ્વર
റിംഗ് കണ്ടക്ടർ,વાહક
റിംഗ് ക .ണ്ടർ,કણ કાઉન્ટર
റിംഗ് ചെയ്യുക,ઘસી જવું
റിംഗ് നെറ്റ്വർക്ക്,રખેવાળનું નેટવર્ક
"റിംഗ് ഷിഫ്റ്റ് (= ചാക്രിക
 ഷിഫ്റ്റ്)","રીંગ શિફ્ટ (= ચક્રીય
 પાળી)"
റിംഗ് യാത്ര,ક ringંગર -સફર
"റിസാപ്പിൾ കാനിംഗ് അഡെർ
 (= അലകളുടെ അഡെറ്റർ)","લહેરિયું
 (= લહેરિયું એડડર)"
റിപ്പിൾസ് ക .ണ്ടർ,લહેરિયું કાઉન્ટર
ഉദയ സമയം,ઉદય સમય
അപകട നിർണ്ണയം,જોખમી આકારણી
റോൾ ഇൻഡിക്കേറ്റർ,ભૂમિકા સૂચક
തിരികെ ഉരുട്ടുക,પાછળ વળવું
റോൾ ബാക്ക് പതിവ്,દિનચર્યા
ഉരുളുക,ઠપકો આપવો
റോൾ ഔട്ട്,રખડવું
റോട്ടറി ഡയൽ,રામર
നിർദ്ദേശം തിരിക്കുക,ફેરવવું
"ഭ്രമണ സ്ഥാനം
 പിരിവുറ്റ","ફરતી સ્થિતિ
 સંવેદના"
"ഭ്രമണ സ്ഥാനം
 സെൻസർ","ફરતી સ્થિતિ
 સંવેદના"
റൗണ്ടിംഗ് പിശക്,ગોળાકાર ભૂલ
റൂട്ട് സെഗ്മെന്റ്,માર્ગ -ક્ષેત્ર
ദിനചര്യ,રોજિંદા
റൂട്ടിംഗ്,માર્ગદર્શન
റൂട്ടിംഗ് അറ്റത്വം,માર્ગદર્શન
റൂട്ടിംഗ് കോഡ്,માર્ગ -સંહિતા
റൂട്ടിംഗ് ഇൻഡിക്കേറ്റർ,માર્ગ સૂચક
റൂട്ടിംഗ് കീ,માર્ગ -કી
റൂട്ടിംഗ് ടെസ്റ്റ്,માર્ગ -કસોટી
വരി ബൈനറി,તામસી દ્વિસંગી
വരി നിര,પંક્તિ સ્તંભ
വരി പിച്ച്,પંક્તિ
വരി സ്കാനിംഗ്,પંક્તિ -સ્કેનીંગ
വരി വെക്റ്റർ,હરોળનું વેક્ટર
ഓടുക,દોડવું
പുസ്തകം പ്രവർത്തിപ്പിക്കുക,ચલાવો બુક
ചാർട്ട് പ്രവർത്തിപ്പിക്കുക,ચાર્ટ ચલાવવું
ഡയഗ്രം പ്രവർത്തിപ്പിക്കുക,વિપુલ વિપરીત
റൺ ദൈർഘ്യം,સમયનો સમયગાળો
ലോക്കേറ്റർ പ്രവർത്തിപ്പിക്കുക,લોકેદાર
റൺ മോഡ്,પથરવું
പ്രവർത്തിക്കുന്ന സമയം,ચાલુ સમય
ഘട്ടം പ്രവർത്തിപ്പിക്കുക,તબક્કાવાર
പ്രവർത്തിപ്പിക്കുക,રન -અનુસૂચિ
സ്ട്രീം പ്രവർത്തിപ്പിക്കുക,પ્રવાહ
"സമയം പ്രവർത്തിപ്പിക്കുക
 (= നിർവ്വഹണം
 സമയം)","સમયનો સમય
 (= અમલ
 સમય)"
ഓടിക്കുക യൂണിറ്റ്,રન -એકમ
"സാമ്പിൾ ഡാറ്റ
 ഏര്പ്പാട്","નમૂના લીધેલ માહિતી
 પદ્ધતિ"
സാമ്പിൾ,નમૂનો
സാം (തുടർച്ചയായ ആക്സസ് രീതി),સેમ (ક્રમિક access ક્સેસ પદ્ધતિ)
സാറ്റലൈറ്റ് കമ്പ്യൂട്ടർ,ઉપગ્રહ કમ્પ્યુટર
സാറ്റലൈറ്റ് പ്രോസസർ,ઉપગ્રહ પ્રોસેસર
സാറ്റലൈറ്റ് റിലേ,ઉપગ્રહ રિલે
തൃപ്തികരമായ,સંતોષ
"തൃപ്തികരമായ
 പശ്നം","સંતોષ
 સમસ્યા"
സാച്ചുറേഷൻ,સંતૃપ્તિ
സാച്ചുറേഷൻ ശബ്ദം,સંતૃપ્તિનો અવાજ
സാച്ചുറേഷൻ പരിശോധന,સંતૃપ્તિ પરીક્ષણ
പ്രദേശം സംരക്ഷിക്കുക,વિસ્તાર સાચવો
സ്കെയിലിംഗിനെ,છરીબ
സ്കെയിലർ ഇനം,સ્કેલેર વસ્તુ
സ്കെയിലർ വേരിയബിൾ,સ્કેલેર ચલ
സ്കെയിലർ ഘടകം,સ્કેલેર પરિબળ
സ്കെയിലിംഗ്,ઉન્માદ
സ്കാൻ,સ્કેન
സ്കാനർ,સ્કેનર
സ്കാനിംഗ് പരിധി,સ્ક scનિંગ મર્યાદા
സ്കാൻ ചെയ്യുന്നു,ખોડખાંહનું યંત્ર
സ്കാൻ ചെയ്യുന്നു,સ્કેન પદ્ધતિ
സ്കാൻ ചെയ്യുന്നു,સ્ક scનિંગ દર
സ്കാൻ ചെയ്യുന്നു,સ્કેન -એકમ
സ്കാൻ പിരീഡ്,સ્કેન ગાળો
സ്കാറ്റർ ഫോർമാറ്റ്,શરણાગતિ
വിടവ് വിടവ്,છૂટાછવાયા ગેપ
സ്കാറ്റർ ലോഡിംഗ്,છૂટાછવાયા લોડિંગ
ചിതറ് വായിക്കുക,છૂટાછવાયા
"പട്ടികയുണ്ടാക്കുന്ന
 പ്രവർത്തനരഹിതമായ സമയം","નિર્ધારિત
 ડાઉનટાઇમ"
"പട്ടികയുണ്ടാക്കുന്ന
 പരിപാലനം","નિર્ધારિત
 જાળવણી"
"പട്ടികയുണ്ടാക്കുന്ന
 ശസ്തകിയ","નિર્ધારિત
 સંચાલન"
"ജോലി ഷെഡ്യൂൾ ചെയ്യുക
 (= ഷെഡ്യൂളർ)","અનુસૂચિ -કાર્ય
 (= શેડ્યૂલર)"
"പട്ടിക
 പരിപാലനം","અનુસૂચિ
 જાળવણી"
"വില്പ്പനക്കാരി
 (= ജോലി ഷെഡ്യൂൾ ചെയ്യുക)","સૂચિ આપનાર
 (= શેડ્યૂલ જોબ)"
"പട്ടികവർഗ്ഗ ജോലി
 പദേശം","સમયપત્રક
 વિસ્તાર"
"പട്ടിക
 അൽഗോരിതം","સૂચિ
 અલ્ગોરિધમનો"
ഷെഡ്യൂൾ ചെയ്യുന്ന സിദ്ധാന്തം,સમયપત્રક
സ്കീമ,યોજના
ഷ്മിഡ് ട്വിഗർ,ધૂમ્રપાન
"ഷോൺഹേജ്
 അൽഗോരിതം","શૂન્ય
 અલ્ગોરિધમનો"
"ശാസ്തീയമായ
 നിർദ്ദേശ സെറ്റ്","વૈજ્ scientificાનિક
 સૂચના સમૂહ"
ശാസ്ത്രീയ നൊട്ടേഷൻ,વૈજ્ઞાનિક સંજ્ઞામા
കഷ്ടത,કાતરિયો
കാർഡ് സ്കോർ ചെയ്തു,સ્કોર કાર્ડ
സ്ക്രാംബ്ലർ,ખળભળાટ મચાવનારું
ചുരണ്ടുക,શરૂઆતથી
സ്ക്രാച്ച് പാഡ്,સ્ક્રેચ પેડ
സ്ക്രാച്ച് ടേപ്പ്,સ્ક્રેચ ટેપ
മറയ്ക്കുക,પડઘો
