Gujarati,Malayalam
નિયમનકારી વાલ્વ,വാൽവ് നിയന്ത്രിക്കുന്നു
નિયમન,നിയന്തിക്കല്
નિયમનકાર,റെഗുലേറ്റർ
નિયમનકારી,നിയന്ത്രിക്കുക
મજબૂતાઈ,നിലവില് വരുത്തല്
સંબંધી,ബന്ധുക്കലം
સવારની પરવાનગી,ആപേക്ഷിക പെർമിറ്റിവിറ്റി
રિલે,റിലേ ചെയ്യുക
રિલે કેન્દ્ર,റിലേ സെന്റർ
રિલે,റിലേ മ്യൂസിംഗ്
રિલે ટ્રાન્સમીટર,റിലേ ട്രാൻസ്മിറ്റർ
મુલતવી,പ്രകാശനം
પ્રકાશન કોઈ વોલ્ટ,വോൾട്ട് റിലീസ് ചെയ്യുക
વિશ્વસનીયતા,വിശ്വാസ്യത
વિશ્વાસપાત્ર,വിശസ്തമായ
દૂરવુભારી,അകലെയുള്ള
દૂરસ્થ નિયંત્રણ,വിദൂര നിയന്ത്രണം
દૂરસ્થ નિયંત્રણ અને સંશોધક પદ્ધતિ,വിദൂര നിയന്ത്രണവും നാവിഗേഷൻ സിസ്റ്റവും
દૂરસ્થ નિયંત્રણ એકમ,വിദൂര നിയന്ത്രണ യൂണിറ്റ്
પ્રણાલીની પદ્ધતિ,വിദൂര സിസ്റ്റം
દૂરથી નિયંત્રિત સાધનસામગ્રી,വിദൂരമായി നിയന്ത്രിത ഉപകരണങ്ങൾ
પુનરાવર્તન કોઇલ,കോയിൽ ആവർത്തിക്കുക
ફરી વળવું,റിപ്പീറ്റർ
ફેરબદલ,തിരികെവെയ്ക്കല്
ભરપાઈ,നികത്തുന്നത്
પુનરુત્પાદન કરવું,പുനരുല്പ്പാദിപ്പിക്കുക
પ્રજનન,പുനരുല്പ്പത്തി
ફરી નોંધણી કરવી,വീണ്ടും റെക്കോർഡുചെയ്യുന്നു
સંશોધન અને વિકાસ,ഗവേഷണവും വികസനവും
ફરીથી સેટ કરવું,പുന .സജ്ജമാക്കുക
શેષ ફેરબદલ,ശേഷിക്കുന്ന പുന sh സംഘടന
શેષ,അവശിഷ്ടം
પ્રતિકાર,ചെറുക്കല്
પ્રતિકાર લોડ,ചെറുത്തുനിൽപ്പ് ലോഡ്
પ્રતિકારક,ചെറുക്കുക
ઠરાવ,മിഴിവ്
પડઘો,അനുരണനം
પડઘો આવર્તન,അനുരണനം ആവൃത്തി
ચીકણું,ഉപദേശിക്കുക
પડઘો,റിസോണന്റ് ലൈൻ
પડઘો પાડનાર,അനുരണകന്
સાધન,വിഭവം
સાધન -વહેંચણી,വിഭവ പങ്കിടൽ
જવાબદાર સમય,പ്രതികരിക്കുന്ന കാലയളവ്
પ્રતિભાવ,പതുത്തരം
પુન: સ્થાપન,പുനസ്ഥാപിക്കൽ
પરિણામ,ഫലമായുണ്ടായ
પ્રતિધારણ,ധാരണ
પઠાણ,പുനർജന്മഘടന
પુનઃપ્રાપ્તિ,വീണ്ടെടുക്കല്
પુનરાગમન એન્જિન,വീണ്ടെടുക്കൽ എഞ്ചിൻ
ફરી કોશિશ કરવી,വീണ്ടുംരി ചെയ്യുക
વળતર,മടങ്ങിവരുക
પાછું રસ્તો,മടക്ക പാത
પરાવર્તન,പുനരാര്യം
પરાવર્તનનો સમય,റിവൽബർട്ടേഷൻ സമയം
વિપરીત ડાયોડ,റിവേഴ്സ് ചെയ്യാനുള്ള ഡയോഡ്
વિપરીત પ્રવાહ,വിപരീത പ്രവാഹം
ફરતું,കറങ്ങുന്ന
ફેરબદલ કરવી,വീണ്ടും ചുറ്റുക
પુનરાવર્તનીય ફ્યુઝ,റിവൈറബിൾ ഫ്യൂസ്
આછું,റിവൈറിംഗ്
પુનરાવર્તન કરી શકાય એવું,മാറ്റിയെഴുതാവുന്ന
આરએફ ડ્રાઇવ,Rf ഡ്രൈവ്
આરએફ ફીડર,Rf ഫീഡർ
આર.એફ.,RF അപകടങ്ങൾ
આર.એફ. સંરક્ષણ ગુણોત્તર,RF പരിരക്ഷണ അനുപാതം
ગોઇ -રિયોસ્ટેટ,റിസ്റ്റേറ്റ്
રિબન,പട്ടുനാട
ઉશ્કેરવું,റിവറ്റ്
જોરદાર સંયુક્ત,റിവേറ്റഡ് ജോയിന്റ്
ખરબચડું,റിവേറ്റിംഗ്
આર.એન.,ആർഎൻ ചാനൽ
રોબોટ,യന്തമനുഷന്
રોબોટવિજ્icsાન,റോബോട്ടിക്സ്
ઠપકો આપવો,ഉരുളുക
રખડવું,റോൾ ഔട്ട്
મૂળ,വേര്
રાસાયણિક,റോട്ടറി
પરિભ્રમણ,ഭ്രമണം
માર્ગ,യാതാമാര്ഗം
રાઉટર,റൂട്ടർ
દિનચર્યાની કામગીરી,പതിവ് പ്രവർത്തനങ്ങൾ
માર્ગદર્શન,റൂട്ടിംഗ്
સમયનો સમય,സമയം പ്രവർത്തിപ്പിക്കുക
સલામતી વ્યવસ્થા,സുരക്ഷാ ക്രമീകരണം
સલામતી સાથે સંકળાયેલ,സുരക്ഷാ ഇന്റർലോക്ക്
ઝંખવું,സാഗ്
મુખ્ય વિશેષતા,പ്രധാന സവിശേഷതകൾ
નમૂનો,മാതൃക
નમૂના અને હોલ્ડ સર્કિટ,സാമ്പിൾ ചെയ്ത് സർക്കിൾ
નમૂનો,സാമ്പിൾ വലുപ്പം
નમૂના લીધેલ માહિતી,സാമ്പിൾ ഡാറ്റ
નમૂનો,സാമ്പിൾ
નમૂના દર,സാമ്പിൾ നിരക്ക്
નમૂનાની સંતૃપ્તિ,സാച്ചുറേഷൻ സാച്ചുറപ്പ്
નમૂનાની સિદ્ધાંત/પ્રમેય,സാമ്പിൾ സിദ്ധാന്തം / സിദ്ധാന്തം
ઉપગ્રહ,ഉപഗഹം
ઉપગ્રહ સંચાર,ഉപഗ്രഹ ആശയവിനിമയം
ઉપગ્રહ -કવરેજ,ഉപഗ്രഹ കവറേജ്
ઉપગ્રહ ડિજિટલ લિંક,സാറ്റലൈറ്റ് ഡിജിറ്റൽ ലിങ്ക്
ઉપગ્રહ દખલ,ഉപഗ്രഹ ഇടപെടൽ
ઉપગ્રહ રેડિયો,ഉപഗ്രഹ റേഡിയോ
ઉપગ્રહ રેડિયો પ્રસારણ,സാറ്റലൈറ്റ് റേഡിയോ ട്രാൻസ്മിഷൻ
ઉપગ્રહ,സാറ്റലൈറ്റ് ട്രാൻസ്മിഷൻ
સંતૃપ્ત હવા,പൂരിത വായു
સંતૃપ્ત પ્રવાહ,പരിവർത്തനം ചെയ്യുന്നു
સંતૃપ્તિ,സാച്ചുറേഷൻ
દાંત તરંગ જોયું,പല്ലിന്റെ തരംഗം കണ്ടു
ગુણધર્મ,അളക്കല്
માપદંડ,സ്കെയിൽ
માપદંડ,സ്കെയിൽ ഘടകം
ઉન્માદ,സ്കെയിലിംഗ്
સ્કેન કરેલ બીમ,സ്കാൻ ചെയ്ത ബീം
સ્કેનર,സ്കാനർ
સ્કanનિંગ આવર્તન,സ്കാൻ ചെയ്യുന്ന ആവൃത്തി
સ્કેન રેખા,സ്കാൻ ചെയ്യുന്നു
છૂટાછવાયા,ചിതറിക്കിടക്കുന്നു
દૃશ્ય,കാഴ്ച
સૂચિ આપનાર,വില്പ്പനക്കാരി
યોજનાકીય,തന്ത്രപരമായ
સ્કોટકી અવરોધ,Skotkeyartyarre
સિંટિલેશન,സിന്റിലേഷൻ
ખળભળાટ મચાવનારું,സ്ക്രാംബ്ലർ
ખળભળાટ મચાવનારું,ചുരണ്ടിയത്
ભંગાર,സ്ക്രാപ്പ് ചെയ്യുക
ભંગાર,സ്ക്രാപ്പിംഗ്
શરૂઆતથી,ചുരണ്ടുക
પડઘો,മറയ്ക്കുക
સ્ક્રીન બળીને,സ്ക്രീൻ പൊള്ളൽ
સ્ક્રીન,സ്ക്രീൻ ബൈപാസ്
વર્તમાન,സ്ക്രീൻ കറന്റ്
ગ્રીક માણસ,സ്ക്രീൻ ഗ്രിഡ്
સ્ક્રીન સેવર,സ്ക്രീൻ സേവർ
તપાસેલી કેબલ,സ്ക്രീൻ ചെയ്ത കേബിൾ
તપાસ,സ്ക്രീനിംഗ്
ઝરવું,സ്ക്രോൾ ചെയ്യുക
દાણાદાર પટ્ટી,സ്ക്രോൾ ബാർ
ઝાપટાં,സ്ക്രോളിംഗ്
શોધ એન્જિન,തിരയല് യന്ത്രം
ગૌણ,സെക്കൻഡറി
ગૌણ કોષ,ദ്വിതീയ സെൽ
ક્ષેત્ર,മേഖല
ભાગ,അംശം
સ્વ -નિદાનને લગતું,സ്വയം ഡയഗ്നോസ്റ്റിക്
અર્ધજક્ષણ કરનાર,അർദ്ധചാലകവും
પ્રેષક,അയച്ചാൽ
સંવેદનશીલતા,സൂക്ഷ്മസംവേദനശക്തി
સંવેદના,സെൻസർ
અનુક્રમ,അനുകമം
ક્રમ,സീരിയല്
ક્રમ,സീരിയൽ ആക്സസ്
ક્રમ -બંદર,സീരിയൽ പോർട്ട്
શ્રેણી પડઘો,സീരീസ് അനുരണനം
સર,സെർവർ
સ્થાપના,സജ്ജമാക്കുക
છાયા,ഷേഡിംഗ്
પડછાયો,നിഴല്
શેનોનના પ્રમેય,ഷാനന്റെ സിദ്ധാന്തം
આકારવા,രൂപപ്പെടുത്താനും
શેરગાળો,ഓസരല്യൂട്ട്
મ્યાન કરવું,കവചം
પાળી,തവണ
સ્થળાંતર,മാറുന്നു
આઘાત,ഞെട്ടുക
ટૂંકા ગાળા,ഹ്രസ്വ സർക്യൂട്ട്
ટૂંકી સર્કિટ કસોટી,ഷോർട്ട് സർക്യൂട്ട് പരിശോധന
ટૂંકા ગાળા,ഹ്രസ്വ തരംഗം
ટૂંકા તરંગ કેન્દ્ર,ഹ്രസ്വ വേവ് സെന്റർ
ટૂંકાકટ,കുറുക്കുവഴി
બંધ કરો,ഷട്ട് ഡൗൺ
બંધ સંકેત,ഷട്ട്ഡൗൺ സിഗ്നൽ
બાજુની બાજુ,സൈഡ് ബാൻഡ്
આડંબરી શક્તિ,സൈഡ് ബാൻഡ് പവർ
સંકેત,അടയാളം
સિગ્નલ -કંપનવિસ્તાર,സിഗ്നൽ വ്യാപ്തി
સિગ્નલ પ્રવાહ ગ્રાફ,സിഗ്നൽ ഫ്ലോ ഗ്രാഫ്
સિગ્નલ જનરેટર,സിഗ്നൽ ജനറേറ്റർ
સંકેત પ્રકાશ,സിഗ്നൽ ലൈറ്റ്
સંકેત -માર્ગ,സിഗ്നൽ റൂട്ടിംഗ്
ઈજાજ,സിഗ്നൽ ബലം
ક્રોસ ટોક રેશિયોનો સંકેત,ടോക്ക് അനുപാതത്തിലേക്ക് സിഗ്നൽ
અવાજ ગુણોત્તરનો સંકેત,ശബ്ദ അനുപാതത്തിലേക്ക് സിഗ്നൽ
અજાણ્યા અવાજ ગુણોત્તરનો સંકેત,ആകർഷകമല്ലാത്ത ശബ്ദ അനുപാതത്തിലേക്ക് സിഗ്നൽ
સિગ્નલિંગ અને સ્વિચિંગ,സിഗ്നലിംഗും സ്വിച്ചിംഗ്
સિગ્નલિંગ બીટ,സിഗ്നലിംഗ് ബിറ്റ്
નોંધપાત્ર સાઇડબેન્ડ્સ,കാര്യമായ സൈഡ്ബാൻഡുകൾ
સિમ્પલેક્સ,സിംപ്ലക്സുകൾ
સિમ્યુલેશન,സിമുലേഷൻ
સિદ્ધ,സിമുലേറ്റർ
એકલકામ,Simul മായ
એક સાથે માસ્કિંગ,ഒരേസമയം മാസ്കിംഗ്
એક જાતનો ઘટક,സൈൻ ഘടകം
સાઈન લહેર,സൈൻ തരംഗം
એકલ આવર્તન નેટવર્ક,സിംഗിൾ ഫ്രീക്വൻസി നെറ്റ്വർക്ക്
એક -એક તબક્કો મોટર,സിംഗിൾ ഫേസ് മോട്ടോർ
સ્થળ,സൈറ്റ്
સાઇટ લેઆઉટ યોજના,സൈറ്റ് ലേ layout ട്ട് പ്ലാൻ
કુશળ operatorપરેટર,വിദഗ്ദ്ധനായ ഓപ്പറേറ്റർ
છોડો અંતર,ദൂരം ഒഴിവാക്കുക
આકાશમાં,സ്കൈ തരംഗം
સ્કાય વેવ પ્રચાર,സ്കൈ തരംഗം പ്രചരണം
સ્લેબ,സ്ലാബ്
ઘૃણાનો માર્ગ,മന്ദഗതിയിലുള്ള പാത
સ્લોટ,സ്ലോട്ട്
સ્માર્ટ કાર્ડ,സ്മാർട്ട് കാർഡ്
સોડિયમ વરાળ,സോഡിയം നീരാവി വിളക്ക്
નરમ ચાવી,സോഫ്റ്റ് കീ
સ software,സോഫ്റ്റ്വെയർ
સૌર પ્રવૃત્તિ,സോളാർ പ്രവർത്തനം
સૌર ઊર્જા,സൗരോർജ്ജം
સૌર જ્વાળાઓ,സോളാർ ജ്വാലകൾ
સૌર સંચાલિત,സൗരോർജ്ജം
ઘન સ્થિતિ,സോളിഡ് സ്റ്റേറ്റ്
રાજ્ય સંગ્રહ,സോളിഡ് സ്റ്റേറ്റ് സ്റ്റോറേജ്
નક્કર રાજ્ય ટ્રાન્સમીટર,സോളിഡ് സ്റ്റേറ്റ് ട്രാൻസ്മിറ്റർ
પ્રકાર,ഇനം
અવાજ,ശബ്ദം
તકરાર,ശബ്ദ ആഗിരണം
ધ્વનિ સિલક,ശബ്ദ ബാലൻസ്
સાઉન્ડ ડિટેક્ટર,ശബ്ദ ഡിറ്റക്ടർ
સાઉન્ડ મિક્સર,ശബ്ദ മിക്സർ
તકરાર,ശബ്ദ വീക്ഷണം
ધ્વનિ -શક્તિ,ശബ്ദ പവർ
ધ્વનિરોધક,ശബ്ദ തെളിവ്
ધ્વનિરોધક,ശബ്ദ റെക്കോർഡിംഗ്
અવાજનું પ્રતિબિંબ,ശബ്ദ പ്രതിഫലനം
ધ્વનિ -પ્રસારણ ખોટ,ശബ്ദ പ്രക്ഷേപണ നഷ്ടം
મૂળ,ഉല്ഭവസ്ഥാനം
સ્ત્રોત એન્કોડર,ഉറവിട എൻകോഡർ
જગ્યા,ഇടം
જગ્યાની વિવિધતા,ബഹിരാകാശ വൈവിധ്യമാർന്ന
જગ્યા દૂરથી દૂરથી દૂરથી દૂરથી દૂરની જગ્યા,ബഹിരാകാശ ടെലികാസ്റ്റ്
અવકાશ તરંગ,ബഹിരാകാശ തരംഗം
અંતર,പാനീയം
સ્પામ,സ്പാം
સ્પામિંગ,സ്പാമിംഗ്
ગાળો,സ്പന്യെന്ന്
ફાળવણી,സ്പെയർ ബിറ്റ്
નાર,ചിലന്തിവല
ભાગ,സ്പാർക്കിംഗ്
સ્થગિત,സ്പേഷ്യൽ
સ્થગિત અસર,സ്പേഷ്യൽ പ്രഭാവം
અવકાશ નિર્જનતા,സ്പേഷ്യൽ ആവർത്തനം
વિશેષ અસર,പ്രത്യേക പ്രഭാവം
ખાસ અસરો એમ્પ્લીફાયર,പ്രത്യേക ഇഫക്റ്റുകൾ ആംപ്ലിഫയർ
વિશેષતા,സ്പെഷ്യലൈസേഷൻ
વિશિષ્ટતા,സവിശേഷത
વર્ણપટ,സ്പെക്ട്രൽ ആഗിരണം
વર્ણપટ્ટીની પ્રતિકૃતિ,സ്പെക്ട്രൽ ബാൻഡ് റെപ്ലിക്കേഷൻ
વર્ણપત્ર,സ്പെക്ട്രൽ വിതരണം
વર્ણપટ્ટીની નિરર્થકતા,സ്പെക്ട്രൽ ആവർത്തനം
વર્ણિતામાપક,സ്പെക്ട്രോഫോട്ടോമീറ്റർ
વર્ણપટ,സ്പെക്ട്രോസ്കോപ്പ്
ચંચળ,സ്പെക്ട്രം
અનુયાયી,സ്പെക്ട്രം അനലൈസർ
શેતરંજ,സ്പെക്ട്രം രൂപപ്പെടുത്തൽ
વાણી -અભિવ્યક્તિ,സംസാര നിലവാരം
વાણી માધ્યમ,സംഭാഷണം ചാനൽ
વાણી -સંકોચન,സംഭാഷണ കംപ്രഷൻ
વાણી -એન્કોડિંગ,സ്പീച്ച് എൻകോഡിംഗ്
વાણી -માન્યતા,സംഭാഷണ തിരിച്ചറിയൽ
ફરતો,നൂല്ക്കുക
સર્પાકાર,സര്പ്പിള
છળકતું,സ്ലിഷിംഗ്
છીનવી લેવું,സ്പ്പിറ്റർ
ડંટો,സ്പൂൾ
છૂટું,ചിതറിയ
સ્પોટ બીમ,സ്പോട്ട് ബീമുകൾ
ફેલાવો,സ്പ്രെഡ് ഷീറ്റ്
જુલમી અને સુભાન કિરણોત્સર્ગ,"ഭ്രാന്തൻ, ഹാർമോണിക് വികിരണം"
અશિષ્ટ સાઇડબેન્ડ ફ્રીક્વન્સીઝ,സ്പൂസിയസ് സൈഡ്ബാൻഡ് ആവൃത്തികൾ
સ્ક્વિઝ્ડ વિડિઓ,ചൂഷണം ചെയ്ത വീഡിയോ
મુદ્રાંકન,മുദവയ്ക്കുക
માનક સ Soમીવાર,അടിസ്ഥാന സോഫ്റ്റ്വെയർ
માનકીકરણ,മാനവസ്ഥകേശ്ദം
નિદ્રાધીન,സ്റ്റാൻഡ് ബൈ
સ્થાયી સાધનસામગ્રી,സ്റ്റാൻഡ്ബൈ ഉപകരണങ്ങൾ
સ્થાયી મોજા,സ്റ്റാൻഡിംഗ് തരംഗം
સ્થાયી તરંગ ગુણોત્તર,സ്റ്റാൻഡിംഗ് വേവ് അനുപാതം
આરંભ,ടോർക്ക് ആരംഭിക്കുന്നു
શરૂઆત,ആരംഭിക്കുക-നിർത്തുക
સ્થિર,സ്ഥിതിവിവരകം
આંકડા પદ્ધતિ,സ്റ്റാറ്റിസ്റ്റിക്കൽ രീതി
દરજ્જો,പദവി
દરજ્જો સંકેત,നില സൂചന
સ્થિર,സ്ഥിരമായ
ત્રિઆયું,സ്റ്റീരിയോ
ત્રિમો સિલક,സ്റ്റീരിയോ ബാലൻസ്
રૂ stereિ -એન્કોડર,സ്റ്റീരിയോ എൻകോഡർ
ત્રિ -જનનરેટર,സ്റ്റീരിയോ ജനറേറ്റർ
રૂ stereિ દર,സ്റ്റീരിയോ മോഡ്
રૂ stereિ -પ્રસારણ,സ്റ്റീരിയോ ട്രാൻസ്മിഷൻ
સ્ટીરિયોફોનિક અવાજ પ્રજનન,സ്റ്റീരിയോഫോണിക് സൗണ്ട് പുനരുൽപാദനം
ત્રિપરિમાણી,സര്യാലഫോണി
ત્રિઆરી,സ്റ്റീരിയോസ്കോപ്പി
સ્થિર ચિત્ર,ഇപ്പോഴും ചിത്രം
ઉદ્દીપન,ഉത്തേജനം
રોકાયેલું,സ്റ്റോപ്പ്ബാൻഡ്
સંગ્રહ,ശേഖരണം
સંગ્રહ -બટારો,സംഭരണ ​​ബാറ്ററി റൂം
સંગ્રહ ઉપકરણ,സംഭരണ ​​ഉപകരണം
મુખ્યત્વે,സ്ട്രാറ്റോസ്ഫിയർ
સુવ્યવસ્થિત,സ്ട്രീമിംഗ്
ખેંચવું,പരത്തുക
તાર,സ്ട്രിംഗ്
રચાયેલ,ഘടനാപരമായ
સ્ટુડિયો અવરોધ,സ്റ്റുഡിയോ ബ്ലോക്ക്
સ્ટુડિયો કેન્દ્ર,സ്റ്റുഡിയോ സെന്റർ
સ્ટુડિયો લાઇટિંગ,സ്റ്റുഡിയോ ലൈറ്റിംഗ്
સ્ટુડિયો મોનીટર,സ്റ്റുഡിയോ മോണിറ്ററുകൾ
સ્ટાઈલસ,സ്റ്റൈലസ്
ઉપસર્ગ,സബ്ബാൻഡ് എൻകോഡിംഗ്
ઉપસર્ગ,ഉപദായക മാസ്കിംഗ്
ઉપસર્ગ,സബ്ബാൻഡ് സാമ്പിളുകൾ
ઉપનિર્દ,സബ്നെറ്റ്
અનુશ્રમાં,സബ്പ്ലൈംഗ്
ગ્રાહક,വരികൾ
અચાનક આયનોસ્ફિયર ખલેલ,പെട്ടെന്നുള്ള അയോണോസ്ഫിയർ അസ്വസ്ഥത
સૂર્ય સ્થળ પ્રવૃત્તિ,സൺ സ്പോട്ട് പ്രവർത്തനം
સુપર પાવર ટ્રાન્સમીટર,സൂപ്പർ പവർ ട്രാൻസ്മിറ്റർ
અતિશય નમૂના,സൂപ്പർ സാമ്പിൾ
અતિશય સોકેટ,സൂപ്പർ സോക്കറ്റ്
આહલાદક વરાળ,സൂപ്പർഹീറ്റ് നീരാവി
Superંચેટેરોડિન,സൂപ്പർഹീരെൻറെ
Hegtetetenodyne કન્વર્ટર,സൂപ്പർഹീരെൻറെ കൺവെർട്ടർ
HEHHETETERODYNE રીરિસીવર,സൂപ്പർഹീരെറ്റെൻ റിസീവർ
સુપરિમ્પોઝ્ડ (વર્તમાન),സൂപ്പർപോസ്ഡ് (നിലവിലുള്ളത്)
અતિશય સ્થિતિ,അതിശയുമ്പോക്കൽ
અતિશય સ્થિતિ,അതിശയമം
અતિધિપતિવાળું,സൂപ്പർസോണിക്
પુરવઠા નળી,നാളം
દમન ગ્રીડ,അടിച്ചമർത്തൽ ഗ്രിഡ്
સપાટીનો અવાજ,ഉപരിതല ശബ്ദം
સપાટીએ,ഉപരിതല തരംഗം
સર્ફિંગ,സർഫിംഗ്
વધારો,പരര്ജീസം
આસપાસના,ചുറ്റുപാടിൽ
સંવેદનશીલતા,സാധ്യത
સંવેદનશીલતા,സാധ്യത
સ્થગિત કરવું,താൽക്കാലികമായി നിർത്തിവച്ചിരിക്കുന്നു
Swછળવું,സ്വാപ്പ്
ચકચાર,സ്വീപ്പ് സർക്യൂട്ട്
બદલવું,മാറുക
ફેરબદલ,സ്വിച്ച് ബോർഡ്
નિયંત્રણ એકમ સ્વિચ કરો,നിയന്ത്രണ യൂണിറ്റിൽ മാറുക
ફેરબદલ,മാറുക
પ્રતીક દર,ചിഹ്ന നിരക്ക്
સપ્રમાણતાવાળું,സമമിതി
સમન્વયિત (સિંક્રનસ),സമന്വയിപ്പിക്കുക (സമന്വയിപ്പിക്കുന്നു)
સમન્વય,സമന്വയ പൾസ്
સમન્વય -તબદીલી,സമ സമന്വയ കൈമാറ്റം
સમકા્યા,സമന്വയം
સમકાલીન,സമന്വയിപ്പിച്ചു
સમકાલીન,സമന്വയം
સમન્વય મોટર,സമന്വയ മോട്ടോർ
સહસંયાતીય,സയ്നേജിക്
સહસંયોજક,സൈനജിസ്റ്റിസം
અનુલાપ્ય,സമന്വയം
સંસદીય,വാക്വപരിപാലനം
સાંકળનો વિસ્તાર,സ്നാനക്സ്
વાક્યબંધી ભૂલ,വാക്യഘടന പിശക്
સંસદસભારી,സിന്തസൈസർ
સંશ્લેષણ કાર્ડ,സിന്തസെസർ കാർഡുകൾ
પદ્ધતિ,ഏര്പ്പാട്
પદ્ધતિસર સ્થાપત્ય,സിസ്റ്റം ആർക്കിടെക്ചർ
વ્યવસ્થા -રચના,സിസ്റ്റം ഡിസൈൻ
સિસ્ટમ મેનુ,സിസ്റ്റം മെനു
ટ tag ગ,ടാഗ്
પછી વાત કરું,തിരികെ സംസാരിക്കുക
ટેપ,ടേപ്പ്
ટેપ રેકોર્ડર,ടേപ്പ് റെക്കോർഡർ
કાતરી,ടേപ്പ് സ്ലൈസിംഗ്
Tંચે બાંધેલું,ടാപ്പുചെയ്തു
નિશાન,ലക്ഷം
પ્રશુલ્ક,ചുങ്കവിഹിതം
કાર્ય -પટ્ટી,ടാസ്ക് ബാർ
તકનિકી,സാങ്കേതികമായ
તકનિકી પડકાર,സാങ്കേതിക വെല്ലുവിളി
તકનિકી વિશેષતા,സാങ്കേതിക സവിശേഷതകൾ
તકનિકી માર્ગદર્શિકા,സാങ്കേതിക മാർഗ്ഗനിർദ്ദേശങ്ങൾ
તકનિકી પરિમાણ,സാങ്കേതിക പാരാമീറ്റർ
તકનિકી ગુણવત્તા,സാങ്കേതിക നിലവാരം
તકનિકી,സാങ്കേതിക സ്നാഗ്
પ્રખ્યાત,സന്വദായം
પ્રૌદ્યોગિક અવરોધ,സാങ്കേതിക നിയന്ത്രണം
પ્રાતળતા,സാങ്കേതികവിദ
પ્રખ્યાતનું મૂલ્યાંકન,ടെക്നോളജി വിലയിരുത്തൽ
દૂરગત્ર,ടെലികാസ്റ്റ്
દૂરબીન,ടെലിസൈൻ
તાર,ടെലിഗ്രാഫി
દૂરિયાણાવિદ,ടെലിമാന്ത്സ്
ટેલિમેટરીંગ,ടെലിക്കൊന്നിടല്
દૂરભાષ,ടെലിഫോണ്
મેદાનો,ടെലിടെക്സ്റ്റ്
ટેલિવિઝન,ദൂരദര്ശന്
તાપમાન,താപനില
તબાધનો નિયંત્રણ,താപനില നിയന്ത്രണം
ગરીબ,താൽക്കാലിക
હાસ્યનું સંચાલન,താൽക്കാലിക മാനേജുമെന്റ്
અસ્થાયી નિરર્થકતા,താൽക്കാലിക ആവർത്തനം
તણાવ શક્તિ,വലിച്ചുനീട്ടാനാവുന്ന ശേഷി
તકરાર,പറ്റം
ટેરાબાઇટ (ટીબી),Terbyte (tb)
અંતિમ,അതിതീവ്രമായ
અંત adાપ્રિયા,ടെർമിനൽ അഡാപ്റ്ററുകൾ
આંતરિક સાધનો,ടെർമിനൽ ഉപകരണങ്ങൾ
સમાપ્તિ,അവസാനിപ്പിക്കുക
અંત,പ്രതിരോധം അവസാനിപ്പിക്കൽ
સમાપ્તિ,അവസാനിപ്പിക്കല്
અંતર્દેશક,ടെർമിനേറ്റർ
ભૂપ્રદેશ,ടെറൈൻ പ്രൊഫൈലുകൾ
ત્રીજા ભાગ,ടെർഷ്യറി വിൻഡിംഗ്
કસોટી,പരീക്ഷണസന്വദായം
પરીક્ષણ -સામગ્રી,ടെസ്റ്റ് ഡാറ്റ
પરીક્ષણ છબી,പരീക്ഷിക്കുക ചിത്രം
પરીક્ષણ સિગ્નલ,ടെസ്റ്റ് സിഗ്നൽ
પરીક,ശ്രദ്ധാപൂര്വ്
પરીક્ષણ,പരിശോധന
પરીક્ષણો અને માપન,ടെസ്റ്റുകളും അളവും
ઉષ્ણતામાનનો અવાજ,താപ ശബ്ദം
થર્મલ ઓવરલોડ રિલે,താപ ഓവർലോഡ് റിലേ
થર્મિઓનિક સુધારણા કરનાર,തെർമിക് റെക്റ്റൈഫിയർ
તાપમાર્ગ,തെർമോകോൾ
ઉષ્ણતામાપક,ഉഷ്ണമാപിനി
તાપમાન,തെർമോസ്റ്റാറ്റ്
અંગારું,വിരലുറ
તહેવારલી ફિલામેન્ટ,സമഗ്രമായ ഫിലമെന്റ്
દાણા,ഇഴ
ત્રણ તબક્કાની સપ્લાય,മൂന്ന് ഘട്ടം വിതരണം
ત્રણ તબક્કો ટ્રાન્સફોર્મર,മൂന്ന് ഘട്ടം ട്രാൻസ്ഫോർമർ
થ્રેશોલ્ડ,ഉമ്മറം
ગળાના માઇક્રોફોન,തൊണ്ട മൈക്രോഫോൺ
ખોલવું,ഉരട്ടിയ
થેરાટ્રોન,തൈരാട്രോൺ
ચોરસ,തൈറിസ്റ്റാർ
નમેલું,ചായം
મંદીનું,തിക്കു
સમય,കാലം
સમયનો આધાર,സമയ അടിസ്ഥാനം
સમયપત્રક,സമയ കോഡ്
સમયસર,സമയം സ്ഥിരത
સમય વિલંબ,സമയ കാലതാമസം
સમયપત્રક,സമയ ഡൊമെയ്ൻ
સમય,സമയ സാമ്പിൾ
સમય ખેંચાણ,സമയം നീണ്ടുനിൽക്കുന്ന സമയം
સમયનો સમય,ടൈമറിന്
શીર્ષક સ્થાન,ശീർഷക ബാർ
ગતિથી,മോഷനും ഫ്രോ മോഷനും
ટોકલ -સ્વિચ,ടോഗിൾ സ്വിച്ച്
પ્રતીક રિંગ નેટવર્ક,ടോക്കൺ റിംഗ് നെറ്റ്വർക്ക്
સહનશીલતા,സഹിഷ്ണുത
સ્વર નિયંત્રણ,സ്വര നിയന്ത്രണം
ઓજાર,ടൂൾ ബാർ
સાધનો,ഉപകരണങ്ങൾ
દાંતવાળું,പല്ലുള്ള ഗിയറിംഗ്
