Hindi,Assamese
सरल यादृच्छिक प्रतिचयन,সহজ যাদৃচ্ছিক নমুনা সংগ্ৰহ
"प्रसमुच्चय, सिम्पलेक्स, एकमुखी, सरल",simplex
एकधा कलनविधि,simplex এলগৰিদম
एकधा सारणी,simplex tableau
सिम्प्सन का एक-तिहाई नियम,চিম্পছনৰ এক - তৃতীয় নিয়ম
अनुकार प्रविधि,চিমুলেচন কৌশল
युगपत अवकल समीकरण ,একেলগে অৱভেদ্য সমীকৰণ
युगपत समीकरण,একেলগে সমীকৰণ
"साइन, ज्या",sine
"साइन वक्र, ज्या वक्र",চাইন বক্ৰ
एकल,singleton
एकमानी फलन,একক মূল্যৰ ফাংচন
विचित्र समाकल,একবচন অখণ্ড
"विचित्रता, वैचित्र्य",এককতা
अव्युत्क्रमणीय मैट्रिक्स,একক মেট্ৰিক্স
विचित्र हल,একক সমাধান
प्रतिदर्श आमाप,নমুনাৰ আকাৰ
विषम बंटन,তিৰ্যক বিতৰণ
विषम हर्मिटीय आव्यूह,skew-হাৰমিটিয়ান মেট্ৰিক্স
वैषम्य,তিৰ্যকতা
विषम सममित आव्यूह,skew প্ৰতিসম মেট্ৰিক্স
न्यूनतापूरक चर,slack ভেৰিয়েবল
"ढलान, ढाल, प्रवणता",এঢলীয়া
ढाल प्रवणता,ঢালৰ গ্ৰেডিয়েণ্ট
"लघुकोष्ठक, लघु बंधनी",সৰু সৰু বন্ধনী
निष्कोण वक्र,মসৃণ বক্ৰ
मसृण फलन,মসৃণ কাৰ্য্য
सौर परिवार,সময় শৃংখলাৰ মসৃণকৰণ
,সৌৰজগত
परिनालिकीय सदिश,ছ&#39;লেন&#39;ইডাল ভেক্টৰ
" ठोस, पिंड , घनाकृति",গোটা
"घन ज्यामिति, त्रिविम ज्यामिति",কঠিন জ্যামিতি
" हल , साधन",সমাধান
श्रेणी रूप हल,শৃংখলাবদ্ধভাৱে সমাধান
हल आव्यूह,সমাধান মেট্ৰিক্স
त्रिभुज का हल,ত্ৰিভুজৰ সমাধান
हल समष्टि,সমাধান স্থান
सोनाइन बहुपद,সোনাইন বহুপদ
" आकाश, अंतरिक्ष, दिकस्थान, अवकाश , समष्टि",স্থান
आकाश वक्र,স্থান বক্ৰ
जनक समुच्चय,স্পেনিং চেট
स्थानीय सहसंबंध चित्र,স্থানীয় কোৰেলোগ্ৰাম
विशिष्ट रैखिक समूह,বিশেষ ৰৈখিক গোট
विशिष्ट लांबिक समूह,বিশেষ অৰ্থগনেল গোট
"विशिष्ट घनत्व, आपेक्षिक घनत्व",নিৰ্দিষ্ট মাধ্যাকৰ্ষণ
मानावल्लीय प्रतिचित्रण प्रमेय,বৰ্ণালী মেপিং উপপাদ্য
फलन की मानावली ,এটা ফলনৰ বৰ্ণালী
"गोला, गोलक",গোলক
गोलीय निर्देशांक प्रणाली,গোলাকাৰ স্থানাংক ব্যৱস্থা
गोलीय धुवीय निर्देशांक,গোলাকাৰ মেৰু স্থানাংক
गोलीय त्रिभुज,গোলাকাৰ ত্ৰিভুজ
गोलीय त्रिकोणमिति,গোলাকাৰ ত্ৰিকোণমিতি
सर्पिल,সৰ্পিল
" वर्ग , स्कवेयर",বৰ্গ
"गुरुकोष्ठक, गुरुबंधनी",বৰ্গক্ষেত্ৰৰ বন্ধনী
वर्ग समाकलनीय,বৰ্গ ইন্টিগ্ৰেবল
वर्ग आव्यूह,বৰ্গক্ষেত্ৰৰ মেট্ৰিক্স
वर्गमूल,বৰ্গমূল
प्रतिचयन का चरण,নমুনা সংগ্ৰহৰ পৰ্যায়
सोपान-फलन,চিৰিৰ কাৰ্য্য
मानक विचलन,মানক বিচ্যুতি
मानक आंतर गुणनफल,মানক ভিতৰৰ উৎপাদন
साम्यावस्था,ভাৰসাম্যৰ অৱস্থা
स्तब्ध वक्र,স্থবিৰ বক্ৰ
स्तब्ध बिंदु,স্থবিৰ বিন্দু
स्तब्ध मान,স্থবিৰ মান
"प्रतिदर्शज, आंकड़ा",পৰিসংখ্যা
सांख्यिकीय,পৰিসংখ্যাগত
सांख्यिकीय आंकड़े,পৰিসংখ্যাগত তথ্য
सांख्यिकीय बंटन,পৰিসংখ্যাগত বিতৰণ
सांख्यिकीय परिकल्पना,পৰিসংখ্যাগত অনুমান
सांख्यिकीय अनुमिति,পৰিসংখ্যাগত অনুমান
सांख्यिकीय निदर्श,পৰিসংখ্যাগত আৰ্হি
सांख्यिकीय समष्टि,পৰিসংখ্যাগত জনসংখ্যা
सांख्यिकीय गुणता-नियंत्रण ,পৰিসংখ্যাগত গুণগত মান নিয়ন্ত্ৰণ
" सांख्यिकी , आंकड़े",পৰিসংখ্যা
"अपरिवर्ती, अचर, स्थिर, स्थायी",স্থিৰ
स्थायी अवस्था हल,স্থিৰ অৱস্থাৰ সমাধান
अधिक प्रवण आरोह,ঠেক আৰোহণ (এটা বক্ৰৰ)
प्रवणतम-आरोहण अभिकल्पना,steepest আৰোহণ ডিজাইন
प्रवणतम अवरोहण,ঠেকতম অৱতৰণ
"पग-फलन, सोपान फल्लनन",ষ্টেপ ফাংচন
स्टर्लिंग श्रेणी,ষ্টাৰলিং ছিৰিজ
"स्टोकैस्टिक, प्रसंभाव्य",ষ্ট&#39;কেষ্টিক
प्रसंभाव्य आव्यूह,ষ্ট&#39;কেষ্টিক মেট্ৰিক্স
प्रसंभाव्य निदर्श,ষ্ট&#39;কেষ্টিক মডেল
प्रसंभाव्य प्रोग्रामन,ষ্ট&#39;কেষ্টিক প্ৰগ্ৰেমিং
प्रसंभाव्य चर,ষ্ট&#39;কেষ্টিক ভেৰিয়েবল
स्टोक्स प्रमेय,ষ্টকছৰ উপপাদ্য
"सीधी रेखा, ऋजु रेखा, सरल रेखा",সৰলৰেখা
"स्तरी चार्ट, पट्टीदार चार्ट",স্তৰৰ লেখচিত্ৰ
" स्तरण , स्तरविन्यास",স্তৰবিন্যাস
स्तरित प्रतिचयन,স্তৰিত নমুনা সংগ্ৰহ
"प्रवाह-रेखा, धारा-रेखा",ষ্ট্ৰিম-লাইন
प्रतिबल,চাপ
दृढ़तः अवमुख फलन,কঠোৰভাৱে উত্তল ফলন
निरंतर हृासमान,কঠোৰভাৱে হ্ৰাস পাইছে
निरंतर वर्धमान,কঠোৰভাৱে বৃদ্ধি পাইছে
निरंतर एकदिष्ट फलन,কঠোৰভাৱে একস্বৰীয় কাৰ্য্য
स्टूडैन्ट परीक्षण (स्टूडेन्ट 't' परीक्षण),ছাত্ৰৰ পৰীক্ষা (ছাত্ৰৰ &quot;t&quot; পৰীক্ষা)
उपसंग्रह,উপ-সংগ্ৰহ
अव-सारणिक,উপ নিৰ্ণায়ক
उपक्षेत्र,উপক্ষেত্ৰ
"उपवर्ग, उपसमृूह, उपग्रुप",উপগোট
उपांतराल,উপ-ব্যৱধান
"उपमैट्रिक्स, उपाव्यूह",উপমেট্ৰিক্স
"पादांक, पादाक्षर, पादलिपि",চাবস্ক্রিপ্ট
उपानुक्रम,উপক্ৰম
उपसमुच्चय,উপগোট
उपसमष्टि,উপস্থান
प्रतिस्थापन,প্ৰতিস্থাপন
अधः स्पर्शी,উপস্পৰ্শক
"कक्षांतरित करना, अंतरित करना",subtend
"घटाना, व्यवकलन करना",বিয়োগ কৰক
"व्यवकलन, घटाना",বিয়োগ কৰা
उत्तरोत्तर,ক্ৰমাগত
उत्तरोत्तर अवकलन,ক্ৰমাগত পাৰ্থক্য
उत्तरोत्तर समाकलन,ক্ৰমাগত সংহতি
परवर्ती,উত্তৰাধিকাৰী
अनुलग्न,প্ৰত্যয়
" योगफल, जोड़, संकलन फल , धनराशि",মুঠ
योग फलन,যোগফল ফলন
संकलनीय,summable
योगखंड,summand
संकलन,যোগফল
संकलन-परिपाटी,ছামেচন কনভেনচন
संकलन सूत्र,যোগফল সূত্ৰ
श्रेणी-संकलन,শৃংখলাৰ যোগফল
संकलन चिन्ह,যোগফল চিহ্ন
अनंत तक योग,অসীমলৈ যোগফল
"मूर्धांक, मूर्धाक्षर",চুপাৰস্ক্রিপ্ট
अधिसमुच्चय,ছুপাৰছেট
पराध्वनिक प्रवाह,ছুপাৰছনিক প্ৰবাহ
संपूरक कोण,পৰিপূৰক কোণ
आलंबक ऊनविम समतल,হাইপাৰপ্লেন সমৰ্থন কৰা
फलन का आलंब,কাৰ্য্যৰ সমৰ্থন
"कल्पना करना, मान लेना",ধৰা হওক
उच्चक,সৰ্বোচ্চ
करणी,surd
" पृष्ठ , बहिर्तल , सतह, धरातल",পৃষ্ঠ
पृष्ठीय श्रेत्रफल,পৃষ্ঠভাগৰ ক্ষেত্ৰফল
पृष्ठ-समाकल,পৃষ্ঠৰ অবিচ্ছেদ্য
आच्छादन,ছাৰ্জেকচন
आच्छादी,surjective
आच्छादी प्रतिचित्र,surjective মানচিত্ৰ
प्रतीक,চিহ্ন
प्रतीकात्मक तर्क,প্ৰতীকী যুক্তি
प्रतीकात्मक निदर्श,প্ৰতীকী আৰ্হি
सममित,প্ৰতিসম
सममितीय,প্ৰতিসম
"सममित सारणिक, सममित डिटर्मिनन्ट",প্ৰতিসম নিৰ্ণায়ক
सममित अंतर,প্ৰতিসম পাৰ্থক্য
सममित मैट्रिक्सि,প্ৰতিসম মেট্ৰিক্স
"तंत्र विश्लेषण, प्रणाली विश्लेषण",ব্যৱস্থা বিশ্লেষণ
क्रमबद्ध प्रतिचयन,পদ্ধতিগত নমুনা সংগ্ৰহ কৰা
"सारणी, टेबल",মেজ
"टेब्लो, सारणी",tableau
समाकल सारणी,অখণ্ডৰ টেবুল
"सारणीबद्ध, सपाट",টেবুলাৰ
सारणीबद्ध फार्म,টেবুলাৰ ৰূপ
"सारणीबद्ध लघुगणक, सारणीबद्ध लॉगेरिथ्म",টেবুলাৰ লগাৰিদম
सारणीबद्ध करना,টেবুলত লিখা
सारणीबद्ध मान,টেবুল কৰা মান
सारणीयन,টেবুলেচন
" सारणित्र, सारणी यंत्र , सारणीयक",টেবুলেটৰ
"पुच्छ, पूँछ",নেজ
पुच्छ क्षेत्र (बंटन का),ঠেংৰ অঞ্চল (বিতৰণৰ)
स्पर्शिता,স্পৰ্শকতা
" स्पर्श रेखा , स्पर्शी , स्पर्शज्या, टैन्जैंट",স্পৰ্শক
स्पर्श ऊनविम समतल,স্পৰ্শক হাইপাৰপ্লেন
"स्पर्शीय, स्पर्श रेखीय",স্পৰ্শকীয়
स्पर्श रेखीय घटक,স্পৰ্শক উপাদান
स्पर्श रेखीय काट,স্পৰ্শক অংশ
स्पर्श रेखा,স্পৰ্শক ৰেখা
"स्पर्श तल, स्पर्श समतल",স্পৰ্শক সমতল
स्पर्शी समष्टि,স্পৰ্শক স্থান
टेप पंच,টেপ পাঞ্চ
टेप पठित्र,টেপ ৰিডাৰ
टाउबरी प्रमेय,টাউবেৰিয়ান উপপাদ্য
टेलर प्रमेय,টেইলৰৰ উপপাদ্য
शेबीशेव दूरीक,ট্চেবিচেভ মেট্ৰিক
t-बंटन,t-বিতৰণ
अंतःसर्पी श्रेणी,টেলিস্কোপিক শৃংখলা
कालिक निर्देशांक,টেম্প&#39;ৰেল স্থানাংক
कालिक संबंध,লৌকিক সম্পৰ্ক
कालिक चर,টেম্প&#39;ৰেল ভেৰিয়েবল
तनन-सामर्थ्य,টান শক্তি
"प्रदिश, टेन्सर",টেনছৰ
प्रदिश विश्लेषण,টেনছৰ বিশ্লেষণ
प्रदिश गुणनफल,টেনছৰ উৎপাদন
अस्थायी संरूपण,আংশিক প্ৰস্তুতি
पद,কাল
अंत्य प्रतिबंध,টাৰ্মিনেল অৱস্থা
अंतिम वेग गोता,টাৰ্মিনেল বেগ ডাইভ
सांत दशमलव,দশমিক সমাপ্ত কৰা
पद मान,টাৰ্ম মূল্যসমূহ
पदशः अवकलन,টাৰ্মৱাইজ পাৰ্থক্য
पदशः समाकलन,টাৰ্মৱাইজ সংহতি
"त्रिअंगी, त्रिआधारी",ternary
परीक्षण,পৰীক্ষা
प्रसरण समांगता का परीक्षण,ভ্যাৰিয়েন্সৰ একাকাৰীতাৰ বাবে পৰীক্ষা কৰা
परीक्षण फलन,পৰীক্ষা কাৰ্য্য
परिकल्पना-परीक्षण,অনুমানৰ পৰীক্ষা
सार्थकता-परीक्षण,তাৎপৰ্য্যৰ পৰীক্ষা
परीक्षण प्रतिदर्शज,পৰীক্ষাৰ পৰিসংখ্যা
चतुष्फलकीय,চতুৰ্ভুজ
चतुष्फलकीय कोण,চতুৰ্ভুজ কোণ
चतुष्फलक,টেট্ৰাহেড্ৰন
प्रमेय,উপপাদ্য
अवशेष-प्रमेय,অৱশিষ্টৰ উপপাদ্য
सैद्धांतिक माँग फलन,তাত্ত্বিক চাহিদাৰ ফলন
सैद्धांतिक असंतत बंटन,তাত্ত্বিক বিচ্ছিন্ন বিতৰণ
सैद्धांतिक त्रुटि,তাত্ত্বিক ভুল
सैद्धांतिक समंजन,তাত্ত্বিক ফিট
सैद्धांतिक संरूपण,তাত্ত্বিক প্ৰণয়ন
सैद्धांतिक बारंबारता,তাত্ত্বিক কম্পাঙ্ক
"सैद्धांततः, सिद्धांत रूप से",তাত্ত্বিকভাৱে
सैद्धांतिक निदर्श,তাত্ত্বিক আৰ্হি
सैद्धांतिक निरूपण,তাত্ত্বিক চিকিৎসা
समीकरण सिद्धांत,সমীকৰণৰ তত্ত্ব
त्रुटि सिद्धांत,ভুলৰ তত্ত্ব
आकलन सिद्धांत,অনুমানৰ তত্ত্ব
फलन सिद्धांत,ফলনৰ তত্ত্ব
खेल सिद्धांत,খেলৰ তত্ত্ব
गुरुत्वाकर्षण-सिद्धांत,মহাকৰ্ষণ তত্ত্ব
सूचना सिद्धांत,তথ্যৰ তত্ত্ব
प्रतिस्थापन सिद्धांत,প্ৰতিস্থাপনৰ তত্ত্ব (= বিফলতাৰ তত্ত্ব)
समुच्चय-सिद्धांत,সমষ্টিৰ তত্ত্ব
पंक्ति सिद्धांत,&#39;ৱেইটিং লাইন&#39;ৰ তত্ত্ব(= queuing theory)
तरंग सिद्धांत,তৰংগ তত্ত্ব
ऊष्मागतिक,তাপগতিবিদ্যা
पेच की चूड़ी,এটা স্ক্ৰুৰ সূতা
त्रिविम,ত্ৰিমাত্ৰিক
त्रिविम सदिश विश्लेषण,ত্ৰিমাত্ৰিক ভেক্টৰ বিশ্লেষণ
त्रिधा वर्गीकरण,ত্ৰিমুখী শ্ৰেণীবিভাজন
"प्रक्षेप, पात",দলিওৱা
" प्रणोद , क्षेप",থ্ৰাষ্ট
"समय, काल, अवधि",সময়
काल-अक्ष,সময় অক্ষ
कालाश्रितता,সময়ৰ ওপৰত নিৰ্ভৰশীলতা
कालाश्रित संरचक समीकरण,সময়-নিৰ্ভৰশীল গঠনমূলক সমীকৰণ
कालाश्रित प्रक्रिया,সময়-নিৰ্ভৰশীল প্ৰক্ৰিয়া
समय-निरपेक्ष पद,সময়-স্বাধীন শব্দ
काल अंतराल,সময়ৰ ব্যৱধান
काल श्रेणी,সময় শৃংখলা
काल-श्रेणी विश्लेषण,সময় শৃংখলা বিশ্লেষণ
काल श्रेणी न्यास,সময় শৃংখলাৰ তথ্য
कालभागी तंत्र,সময় ভাগ-বতৰা কৰা ব্যৱস্থা
"सहयता, सहन",সহনশীলতা
सहयता अंतराल,সহনশীলতাৰ ব্যৱধান
सहय तल,সহনশীলতাৰ স্তৰ
"सहयता सीमा, सहन सीमा",সহনশীলতাৰ সীমা
सांस्थितिक,টপোলজিকেল
सांस्थितिक द्वैत,টপোলজিকেল ডুৱেল
सांस्थितिक समूह,টপোলজিকেল গোট
सांस्थितिक तुल्याकारिता,টপোলজিকেল সমৰূপতা
सांस्थितिक रैखिक समष्टि,টপোলজিকেল ৰৈখিক স্থান
सांस्थितिकतः,টপোলজিকেলভাৱে
सांस्थितिक प्रतिचित्रण,টপোলজিকেল মেপিং
सांस्थितिक गुणधर्म,টপোলজিকেল বৈশিষ্ট্য
सांस्थितिक समष्टि,টপোলজিকেল স্থান
सांस्थितिक सदिश समष्टि,টপোলজিকেল ভেক্টৰ স্থান
"संस्थिति-विज्ञान, सांस्थितिकी",টপোলজি
"मरोड़, विमोटन, ऐंठन",টৰ্চন
"वृत्तज ठोस-वलय, टोरस",torus
"जोड़, योग (स.), संपूर्ण, पूर्ण (वि.)",মুঠ
संपूर्ण अवकलज,মুঠ ব্যুৎপত্তি
संपूर्ण अवकल,মুঠ পাৰ্থক্য
संपूर्ण अवकल समीकरण,মুঠ অৱভেদ্য সমীকৰণ
संपूर्ण निरीक्षण,মুঠ পৰিদৰ্শন
संपूर्णतया परिबद्ध,সম্পূৰ্ণৰূপে সীমাবদ্ধ
संपूर्णतया क्रमित समुच्चय,সম্পূৰ্ণৰূপে অৰ্ডাৰ কৰা চেট
संपूर्ण क्रमीकरण,মুঠ অৰ্ডাৰ দিয়া
" अनुरेख, अनुरेखण (सं.) , संछेद (सं.), अनुरेखण करना (वि.)",দাগ
आव्यूह का अनुरेख,মেট্ৰিক্সৰ ট্ৰেচ
"अनुरेखण, अक्स अंकन",ট্ৰেচিং
विनियम फलन,ট্ৰেড অফ ফাংচন
" प्रक्षेप-पथ, प्रपथ , संछेदी",ট্ৰেজেক্টৰী
अबीजीय,অতিক্ৰমণীয়
अबीजीय समीकरण,অতিক্ৰমণীয় সমীকৰণ
अबीजीय फलन,অতিক্ৰমণীয় কাৰ্য্য
अबीजीय संख्या,অতিক্ৰমণীয় সংখ্যা
"स्थानांतरण, अंतरण",বদলিকৰ
अंतरित फलन,স্থানান্তৰ কাৰ্য্য
परिमितातीत आगमन,ট্ৰেন্সফিনিট ইণ্ডাকচন
परिमितातीत संख्या,ট্ৰেন্সফিনিট সংখ্যা
रूपांतर,ৰূপান্তৰ
रूपांतरण-सूत्र,ৰূপান্তৰ সূত্ৰ
रूपांतरण आव्यूह,ৰূপান্তৰ মেট্ৰিক্স
निर्देशांकों का रूपांतरण,স্থানাংকৰ ৰূপান্তৰ
रूपांतरित फलन,ৰূপান্তৰিত ফলন
रूपांतरित आव्यूह,ৰূপান্তৰিত মেট্ৰিক্স
पोत-परिवहन समस्या,ট্ৰেন্সশ্বিপমেণ্টৰ সমস্যা
क्षणिक आचरण,ক্ষণস্থায়ী আচৰণ
क्षणिक हल,ক্ষণস্থায়ী সমাধান
संक्रमण,স্থানান্তৰ
संक्रमण आव्यूह,ট্ৰেঞ্জিচন মেট্ৰিক্স
संक्रामक,ট্ৰেন্সিটিভ
संक्रमण-नियम,ট্ৰেন্সিটিভ ল&#39;
संक्रामक संबंध,ক্ৰিয়াশীল সম্পৰ্ক
संक्रामिता,ট্ৰেন্সজিটিভিটি
संक्रामिता-समुच्चय,ট্ৰেন্সিটিভিটি ছেট
स्थानांतरण,অনুবাদ
परिवहन लागत,পৰিবহণ খৰচ
परिवहन समस्या,পৰিবহণৰ সমস্যা
परिवहन काल,পৰিবহণৰ সময়
अभिगमन-समीकरण,পৰিবহণ সমীকৰণ
परिवर्तित आव्यूह,ট্ৰেন্সপ&#39;জ কৰা মেট্ৰিক্স
आव्यूह-परिवर्त,এটা মেট্ৰিক্সৰ ট্ৰেন্সপ&#39;জ কৰা
पक्षांतरण,ট্ৰেন্সপজিচন
अनुप्रस्थता,ট্ৰেন্সভাৰ্চেলিটি
अनुप्रस्थता प्रतिबंध,ট্ৰেন্সভাৰ্চেলিটি অৱস্থা
"अनुप्रस्थ, आड़ा",অনুপ্ৰস্থ
अनुप्रस्थ गति,অনুপ্ৰস্থ গতি
"समलंब, ट्रैपीजियम",ট্ৰেপেজিয়াম
समलंबाभ,ট্ৰেপেজ&#39;ইড
समलंब-प्रिज्म,ট্ৰেপেজ&#39;ইডাল প্ৰিজম
" प्रशोधन , उपचार",উপচাৰ
वृक्षारेख,গছৰ ডায়েগ্ৰাম
"प्रवृत्ति, उपनति",প্ৰচলিত এক নতুন ধাৰা
उपनति रेखा,ট্ৰেণ্ড লাইন
उपनति मान,ট্ৰেণ্ড মূল্য
त्रयक,triadic
" जाँच, परख , अभिप्रयोग",পৰীক্ষণ
अभिप्रायोगिक फलन,ট্ৰাইল ফাংচন
"त्रिभुज, त्रिकोण",ত্ৰিভুজ
त्रिभुज असमिका,ত্ৰিভুজ বৈষম্য
वेग-त्रिभुज,বেগৰ ত্ৰিভুজ
त्रिभुज-प्रतीक,ত্ৰিভুজ চিহ্ন
त्रिभुज पद्धति,ত্ৰিভুজ ব্যৱস্থা
त्रिभुजनीयता,ত্ৰিকোণীয়তা
"त्रिभुजीय, त्रिकोणीय, त्रिभुजाकार",ত্ৰিকোণীয়
त्रिभुजीय आव्यूह,ত্ৰিকোণীয় মেট্ৰিক্স
"त्रिभुजन, त्रिकोणीयन",ত্ৰিকোণীয়কৰণ
त्रिभाजन,ট্ৰাইকটমী
त्रिविकर्णी,ত্ৰিভুজ
त्रिकोणमितीय,ত্ৰিকোণমিতিক
त्रिकोणमितीय वक्र,ত্ৰিকোণমিতিক বক্ৰ
त्रिकोणमितीय समीकरण,ত্ৰিকোণমিতিক সমীকৰণ
त्रिकोणमितीय फलन,ত্ৰিকোণমিতিক ফলন
त्रिकोणमितीय सर्वसमिका,ত্ৰিকোণমিতিক পৰিচয়
त्रिकोणमितीय श्रेणी,ত্ৰিকোণমিতিক শৃংখলা
त्रिकोणमितीय हल,ত্ৰিকোণমিতিক সমাধান
त्रिकोणमितीय रूपांतरण,ত্ৰিকোণমিতিক ৰূপান্তৰ
त्रिकोणमिति,ত্ৰিকোণমিতি
"त्रिगुण, त्रिधा, त्रि-,त्रिशः, त्रिक, त्रितः",ট্ৰিপল
त्रिशः समाकलन,ট্ৰিপল ইন্টিগ্ৰেচন
त्रिक,ট্ৰিপলেট
समत्रिभाजित करना,trisect
समत्रिभाजन,ট্ৰাইছেকচন
कोण का समत्रिभाजन,এটা কোণৰ ট্ৰাইছেকচন
तच्छ रूप,তুচ্ছ ৰূপ
तुच्छ संस्थिति,তুচ্ছ টপোলজি
कर्क-रेखा,কৰ্কট ৰোগৰ ট্ৰপিক
मकर-रेखा,মকৰ ৰাশিৰ ট্ৰপিক
क्षोभमंडल,ট্ৰপ&#39;স্ফিয়াৰ
यथार्थ माध्य,সঁচা অৰ্থ
यथार्थ बहुलक,true মোড
"लूनाग्र, रुंडित",ছেদ কৰা
"रुंडित शंकु, छिन्न शंकु",ছেদ কৰা শঙ্কু
छिन्न बंटन,ছেদ কৰা বিতৰণ
छिन्न बारंबारता बंटन,ছেদ কৰা কম্পাঙ্ক বিতৰণ
"छेदन, छिन्नकरण, रुंडन, लूनाग्रता",ট্ৰাংকেচন
रुंडन,ট্ৰাংকেচন ত্ৰুটি
"यथार्थता, सत्यता",সত্য
सत्यमान फलन,সত্য কাৰ্য্য
सत्यमान सारणी,সত্য টেবুল
सत्यमान,সত্য মূল্য
t-प्रतिदर्शज,t-পৰিসংখ্যা
t-परीक्षण,t-টেষ্ট
प्रक्षोभ सिद्धांत,টাৰ্বুলেন্স তত্ত্ব
वर्तन बिंदु,টাৰ্নিং পইণ্ট
"ऐंठन, मरोड़, व्यावर्तन , ट्विस्ट",পাক
"व्यावर्तित वक्र, असमतली वक्र",টুইষ্টেড কাৰ্ভ
द्विविम,দ্বিমাত্ৰিক
द्विविम संतत बंटन,দ্বিমাত্ৰিক অবিৰত বিতৰণ
द्विविम सदिश,দ্বিমাত্ৰিক ভেক্টৰ
द्विवर्गीकरण,দুগুণ শ্ৰেণীবিভাজন
द्विप्राचन परिवार,দুটা প্ৰাচল পৰিয়াল
द्विव्यक्तीय खेल,দুজন ব্যক্তিৰ খেল
द्विचरण विधि,দুটা পৰ্যায়ৰ পদ্ধতি
द्वि-प्रावस्था प्रतिचयन,দুটা পৰ্যায়ৰ নমুনা সংগ্ৰহ কৰা
द्विबिंदु परिसीमा प्रतिबंध,দুটা বিন্দুৰ সীমা অৱস্থা
द्वि-पुच्छी F-परीक्षण,দুপক্ষীয় এফ-টেষ্ট
द्वि-पुच्छी प्रसामान्य परीक्षण,দুপক্ষীয় স্বাভাৱিক পৰীক্ষা
द्वि-पुच्छी X-परीक्षण,দুপক্ষীয় এক্স-টেষ্ট
अंतिम मान,চূড়ান্ত মূল্য
अनभिनत आकल,নিৰপেক্ষ অনুমান
समष्टि प्रसरण का अनभिनत आकल,জনসংখ্যাৰ ভ্যাৰিয়েন্সৰ নিৰপেক্ষ অনুমান
अनभिनत रैखिक आकल,নিৰপেক্ষ ৰৈখিক অনুমান
अनभिनत बिंदु आकल,নিৰপেক্ষ বিন্দু অনুমান
अनभिनत परीक्षण,নিৰপেক্ষ পৰীক্ষা
अपरिबद्‌ध प्रदेश,সীমাহীন অঞ্চল
अपरिबद्‌ध समुच्चय,সীমাহীন ছেট
अपरिबद्‌ध हल,সীমাহীন সমাধান
अनिश्चितता-सिद्‌धांत,অনিশ্চয়তা নীতি
अप्रतिबंध प्रायिकता,নিঃচৰ্ত সম্ভাৱনা
अव्यवरोधित आपेक्षिक अधिकतम,অবাধ্য আপেক্ষিক সৰ্বোচ্চ
अगणनीय,অগণনযোগ্য
अगणनीय उपसमुच्चय,অগণনযোগ্য উপগোট
अनिर्धारित,অনিৰ্দিষ্ট
अनिर्धारित गुणांक,অনিৰ্দিষ্ট সহগ
असमान,অসমান
अवर्गीकृत,ungrouped
अवर्गीकृत न्यास,অগোষ্ঠীকৃত তথ্য
एकसमान,আনুষ্ঠানিক পোছাক
"एकसमान त्वरण, अचर त्वरण",একেধৰণৰ ত্বৰণ
एकसमान परिबद्‌धता,একেধৰণৰ সীমাবদ্ধতা
एकसमान अभिसरण,একেধৰণৰ অভিসৰণ
एकसमान अवमुखता,একেধৰণৰ উত্তলতা
एकसमान घनत्व,একে ঘনত্ব
एकसमान बंटन,একেধৰণৰ বিতৰণ
एकसमान गुरुत्वाकर्षण क्षेत्र,একেধৰণৰ মহাকৰ্ষণ ক্ষেত্ৰ
" एकसमानता , परिवेशक, परिवेश-परिवार",একাকাৰীতা
एकसमान सुष्ठुतम,একেদৰে শ্ৰেষ্ঠ
एकसमान संतत विस्तार,একেদৰে অবিৰত সম্প্ৰসাৰণ
एकसमान अभिसारी,একেদৰে অভিসৰণকাৰী
एकसमान शक्ततम परीक्षण,একেদৰে আটাইতকৈ শক্তিশালী পৰীক্ষা
एकसमान गति,একেধৰণৰ গতি
एकसमान प्रायिकता बंटन,একেধৰণৰ সম্ভাৱনা বিতৰণ
एकसमान चाल,একেধৰণৰ গতি
एकसमान संस्थिति,ইউনিফৰ্ম টপোলজি
एकबहुलकी,ইউনিমোডাল
एकमापांकी,ইউনিমডুলাৰ
एकमापांकी आव्यूह,ইউনিমডুলাৰ মেট্ৰিক্স
एकमापांकी गुणधर्म,ইউনিমডুলাৰ বৈশিষ্ট্য
" संघ , सम्मिलन , संयोग",ইউনিয়ন
उपसमुच्चयों के परिवार का सम्मिलन,উপগোটৰ পৰিয়ালৰ সংঘ
समुच्चयों का सम्मिलन,union of sets
अद्वितीय गणनखंडन प्रांत,একক ফ্যাক্টৰাইজেচন ডমেইন
अद्वितीय गुणनखंडन प्रमेय,একক গুণনীয়ক উপপাদ্য
अद्वितीयतः निर्धारित,এককভাৱে সংজ্ঞায়িত(=অনন্যভাৱে নিৰ্ধাৰিত)
अद्वितीयता,স্বকীয়তা
हल की अद्वितीयता,সমাধানৰ স্বকীয়তা
अद्वितीयता-समस्या,স্বকীয়তা সমস্যা
अद्वितीयता-प्रमेय,স্বকীয়তা উপপাদ্য
अद्वितीय हल,অনন্য সমাধান
अद्वितीय सदिश,একক ভেক্টৰ
" मात्रक, इकाई, एकक,यूनिट, एकांक, एकल,ऐकिक, , व्युत्क्रमणीय",একক
ऐकिक,unitary
ऐकिक समूह,একক গোট
ऐकिक आव्यूह,একক মেট্ৰিক্স
