Kannada,Malayalam
ಪ್ರತಿಪಾದನೆ,നിർദ്ദേശം
ಸಂರಕ್ಷಿತ ಕೀ,സംരക്ഷിത കീ
ರಕ್ಷಣೆ,സംരക്ഷണം
ಶಿಷ್ಟಾಚಾರ,പ്രോട്ടോക്കോൾ
ಪ್ರೋಟೋಕಾಲ್ ಅನುವಾದ,പ്രോട്ടോക്കോൾ വിവർത്തനം
ಹುಸಿ ಕೋಡ್,വ്യാജ കോഡ്
ಸಾರ್ವಜನಿಕ ಡೇಟಾ ನೆಟ್ವರ್ಕ್,പൊതു ഡാറ്റ നെറ്റ്‌വർക്ക്
ಸಾರ್ವಜನಿಕ ಡೊಮೇನ್,പൊതുസഞ്ചയത്തിൽ
ಸಾರ್ವಜನಿಕ ಕೀ ಎನ್ಕ್ರಿಪ್ಟಿಂಗ್,പൊതു കീ എൻക്രിപ്റ്റിംഗ്
ನಾಡಿ,പൾസ്
ಪಲ್ಸ್ ಕೋಡ್ ಮಾಡ್ಯುಲೇಶನ್,പൾസ് കോഡ് മോഡുലേഷൻ
ಪಲ್ಸ್ ಡಿಜಿಟಲ್ ಮಾಡ್ಯುಲೇಶನ್ (PDM),പൾസ് ഡിജിറ്റൽ മോഡുലേഷൻ (PDM)
ನಾಡಿ ರೈಲು,പൾസ് ട്രെയിൻ
ವಿರಾಮಚಿಹ್ನೆ,വിരാമചിഹ്നം
ತಳ್ಳು,തള്ളുക
ಆಟೋಮ್ಯಾಟಾವನ್ನು ಕೆಳಗೆ ತಳ್ಳಿರಿ,ഓട്ടോമാറ്റയെ താഴേക്ക് തള്ളുക
ಪುಷ್ಅಪ್ ಪಟ್ಟಿ,pushup ലിസ്റ്റ്
ಕ್ವಾಡ್ ಸಾಂದ್ರತೆ,ക്വാഡ് സാന്ദ്രത
ಅರ್ಹತೆ,യോഗ്യത
ಕ್ವಾಂಟಿಫೈಯರ್,ക്വാണ്ടിഫയർ
ಪ್ರಮಾಣೀಕರಿಸು,ക്വാണ്ടൈസ് ചെയ്യുക
ಕ್ವಾಂಟೈಸರ್,ക്വാണ്ടൈസർ
ಕ್ವಾಂಟಮ್,ക്വാണ്ടം
ಕ್ವಾಂಟಮ್ ಗಡಿಯಾರ,ക്വാണ്ടം ക്ലോക്ക്
ಕ್ವಾಂಟಮ್ ಕಂಪ್ಯೂಟಿಂಗ್,ക്വാണ്ടം കമ്പ്യൂട്ടിംഗ്
ಉದಾಹರಣೆಯ ಮೂಲಕ ಪ್ರಶ್ನಿಸಿ,ഉദാഹരണത്തിലൂടെ ചോദിക്കുക
ಪ್ರಶ್ನೆ,ചോദ്യം
ಪ್ರಶ್ನೆ ಭಾಷೆ,ചോദ്യ ഭാഷ
ಪ್ರಶ್ನೆ ಪ್ರಕ್ರಿಯೆ,അന്വേഷണ പ്രോസസ്സിംഗ്
ಸರತಿ,ക്യൂ
ಕ್ಯೂ ನಿರ್ವಹಣೆ,ക്യൂ മാനേജ്മെന്റ്
ಕ್ಯೂ ರಿಜಿಸ್ಟರ್,ക്യൂ രജിസ്റ്റർ
ಸರತಿ ಜಾಲ,ക്യൂയിംഗ് നെറ്റ്‌വർക്ക്
ಕ್ಯೂನಿಂಗ್ ಸಿದ್ಧಾಂತ,ക്യൂയിനിംഗ് സിദ്ധാന്തം
ತ್ವರಿತ ಪ್ರವೇಶ ಮೆಮೊರಿ,പെട്ടെന്നുള്ള ആക്സസ് മെമ്മറി
ಕ್ವಾಟಿಯಂಟ್,ക്വട്ടേഷൻ
ರೇಡಿಯೋ ಆವರ್ತನ ಹಸ್ತಕ್ಷೇಪ (RFI),റേഡിയോ ഫ്രീക്വൻസി ഇടപെടൽ (RFI)
ರಾಡಿಕ್ಸ್,റാഡിക്സ്
ಯಾದೃಚ್ಛಿಕ ಪ್ರವೇಶ ಕಂಪ್ಯೂಟರ್ ಉಪಕರಣಗಳು (RACE),റാൻഡം ആക്സസ് കമ്പ്യൂട്ടർ ഉപകരണങ്ങൾ (RACE)
ಯಾದೃಚ್ಛಿಕ ಪ್ರವೇಶ ಮೆಮೊರಿ (RAM),റാൻഡം ആക്സസ് മെമ്മറി (റാം)
ಯಾದೃಚ್ಛಿಕ ಸ್ಕ್ಯಾನ್,ക്രമരഹിതമായ സ്കാൻ
ರಾಸ್ಟರ್,റാസ്റ്റർ
ರಾಸ್ಟರ್ ಸ್ಕ್ಯಾನ್,റാസ്റ്റർ സ്കാൻ
ಮರು ಎಂಜಿನಿಯರಿಂಗ್,വീണ്ടും എഞ്ചിനീയറിംഗ്
ಮರು ಹಿಗ್ಗುವಿಕೆ,വീണ്ടും വലുതാക്കൽ
ತಲುಪುವಿಕೆ,എത്തിച്ചേരാനാകുന്നത്
ಓದು,വായിക്കുക
ತಲೆ ಓದಿದೆ,തല വായിക്കുക
ಓದಲು ಮಾತ್ರ,വായിക്കാൻ മാത്രം
ಓದಲು ಮಾತ್ರ ಸ್ಮರಣೆ,വായന മാത്രം മെമ്മറി
ತಲೆ ಓದಿ ಬರೆಯಿರಿ,തല വായിക്കുക
ಓದುವ/ಬರೆಯುವ ಚಕ್ರ,വായന/എഴുത്ത് ചക്രം
ತಲೆ ಓದಲು/ಬರೆಯಲು,തല വായിക്കുക/എഴുതുക
ಓದು ಬರೆ,വായിക്കുക/എഴുതുക
ಓದುಗ,വായനക്കാരൻ
ಓದುವುದು,വായന
ಓದು-ಹೊರಗೆ,വായിക്കുക
ನಿಜವಾದ,യഥാർത്ഥമായ
ನೈಜ ಸಮಯದ ಸಂಸ್ಕರಣೆ,തത്സമയ പ്രോസസ്സിംഗ്
ರಿಸೀವರ್,റിസീവർ
ಗುರುತಿಸುವಿಕೆ ತರ್ಕ,തിരിച്ചറിയൽ യുക്തി
ಪುನಃ ಕಂಪೈಲ್ ಮಾಡಿ,വീണ്ടും കംപൈൽ ചെയ്യുക
ರೆಕಾರ್ಡ್ ಮಾಡಿ,രേഖപ്പെടുത്തുക
ರೆಕಾರ್ಡಿಂಗ್ ತಲೆ,റെക്കോർഡിംഗ് തല
ಮರುಪಡೆಯಬಹುದಾದ ದೋಷ,വീണ്ടെടുക്കാവുന്ന പിശക്
ಚೇತರಿಕೆ,വീണ്ടെടുക്കൽ
ರಿಕರ್ಸಿಮ್ ಪ್ರಮೇಯ,ആവർത്തന സിദ്ധാന്തം
ಪುನರಾವರ್ತನೆ,ആവർത്തനം
ಪುನರಾವರ್ತಿತ ಕಾರ್ಯ,ആവർത്തന പ്രവർത്തനം
ಕಡಿಮೆ ಸೂಚನಾ ಸೆಟ್ ಕಂಪ್ಯೂಟರ್ (RISC),കുറച്ച ഇൻസ്ട്രക്ഷൻ സെറ്റ് കമ്പ്യൂട്ടർ (RISC)
ಪುನರಾವರ್ತನೆ,ആവർത്തനം
ಸ್ವತಂತ್ರ ಡಿಸ್ಕ್ಗಳ ಅನಗತ್ಯ ಶ್ರೇಣಿ (RAID),സ്വതന്ത്ര ഡിസ്കുകളുടെ അനാവശ്യ ശ്രേണി (RAID)
ಮರು ಪ್ರವೇಶ,വീണ്ടും പ്രവേശനം
ಮರು ಪ್ರವೇಶ ಕೋಡ್,വീണ്ടും പ്രവേശിക്കുന്ന കോഡ്
ಉಲ್ಲೇಖ,റഫറൻസ്
ಉಲ್ಲೇಖದ ಸಮಗ್ರತೆ,റഫറൻഷ്യൽ സമഗ്രത
ಪ್ರತಿಫಲನ,പ്രതിഫലനം
ಪ್ರತಿಫಲನ,പ്രതിഫലനം
ವಕ್ರೀಭವನ,അപവർത്തനം
ರಿಫ್ರೆಶ್ ಮಾಡಿ,പുതുക്കുക
ಪುನರುತ್ಪಾದನೆ,പുനരുജ്ജീവനം
ನೋಂದಣಿ,രജിസ്റ്റർ ചെയ്യുക
ನಿಯಮಿತ ವ್ಯಾಕರಣ,പതിവ് വ്യാകരണം
ಸಂಬಂಧ,ബന്ധം
ಸಂಬಂಧಿತ ಡೇಟಾಬೇಸ್,റിലേഷണൽ ഡാറ്റാബേസ്
ಸಂಬಂಧಿತ ಡೇಟಾಬೇಸ್ ನಿರ್ವಹಣಾ ವ್ಯವಸ್ಥೆ (RDBMS),റിലേഷണൽ ഡാറ്റാബേസ് മാനേജ്മെന്റ് സിസ്റ്റം (RDBMS)
ಸಂಬಂಧಿತ ಮಾದರಿ,റിലേഷണൽ മോഡൽ
ಸಂಬಂಧಿ,ബന്ധു
ಸಂಬಂಧಿತ ವಿಳಾಸ,ബന്ധു വിലാസം
ರಿಲೇ,റിലേ
ವಿಶ್ವಾಸಾರ್ಹತೆಯ ಮಾಡೆಲಿಂಗ್,വിശ്വാസ്യത മോഡലിംഗ്
ವಿಶ್ವಾಸಾರ್ಹ,വിശ്വസനീയം
ಸ್ಥಳಾಂತರಿಸಬಹುದಾದ ಕೋಡ್,മാറ്റിസ്ഥാപിക്കാവുന്ന കോഡ്
ರಿಮೋಟ್,റിമോട്ട്
ರಿಮೋಟ್ ಹೋಸ್ಟ್,റിമോട്ട് ഹോസ്റ്റ്
ದೂರಸ್ಥ ಉದ್ಯೋಗ ಪ್ರವೇಶ,വിദൂര ജോലി പ്രവേശനം
ರಿಮೋಟ್ ಲಾಗ್-ಇನ್,വിദൂര ലോഗിൻ
ರಿಮೋಟ್ ಪ್ರೊಸೀಜರ್ ಕರೆ (RPC),വിദൂര നടപടിക്രമ കോൾ (RPC)
ದೂರ ಸಂವೇದಿ,വിദൂര സംവേദനം
ಮರುಹೆಸರಿಸು,പേരുമാറ്റുക
ರೆಂಡರಿಂಗ್,റെൻഡറിംഗ്
ಪುನರಾವರ್ತಕ,റിപ്പീറ്റർ
ಉತ್ತರಿಸು,മറുപടി
ವಿನಂತಿ,അഭ്യർത്ഥിക്കുക
ಕಾಮೆಂಟ್‌ಗಳಿಗಾಗಿ ವಿನಂತಿ (RFC),അഭിപ്രായങ്ങൾക്കായുള്ള അഭ്യർത്ഥന (RFC)
ವಿನಂತಿ / ಪ್ರತ್ಯುತ್ತರ ಪ್ರೋಟೋಕಾಲ್,അഭ്യർത്ഥന/മറുപടി പ്രോട്ടോക്കോൾ
ಮರುಚಾಲನೆ ಕಾರ್ಯಕ್ರಮ,പ്രോഗ്രാം വീണ്ടും പ്രവർത്തിപ്പിക്കുക
ಸಂಶೋಧನೆ,ഗവേഷണം
ಮರುಹೊಂದಿಸುವ ಚಕ್ರ,റീസെറ്റ് സൈക്കിൾ
ನಿವಾಸಿ,താമസക്കാരൻ
ರೆಸಲ್ಯೂಶನ್,റെസലൂഷൻ
ಸಂಪನ್ಮೂಲಗಳು,വിഭവങ്ങൾ
ಪ್ರತಿಕ್ರಿಯೆ ಸಮಯ,പ്രതികരണ സമയം
ಪುನರಾರಂಭದ,പുനരാരംഭിക്കുക
ಮರುಸ್ಥಾಪಿಸಿ,പുനഃസ്ഥാപിക്കുക
ಹಿಂಪಡೆಯಿರಿ,തിരിച്ചെടുക്കുക
ಮರುಪ್ರಸಾರ,പുനഃസംപ്രേക്ഷണം
ಹಿಂಪಡೆಯಲು,വീണ്ടെടുക്കുക
ಮರುಪ್ರಯತ್ನಿಸಿ,വീണ്ടും ശ്രമിക്കുക
ಹಿಂತಿರುಗಿ,മടങ്ങുക
ರಿಟರ್ನ್ ಕೋಡ್,റിട്ടേൺ കോഡ്
ರಿಟರ್ನ್ ಕೀ,റിട്ടേൺ കീ
ಮರುಬಳಕೆ ಮಾಡಬಹುದಾದ ಕೋಡ್,വീണ്ടും ഉപയോഗിക്കാവുന്ന കോഡ്
ಪುನಃ ಬರೆಯಬಹುದಾದ,മാറ്റിയെഴുതാവുന്നത്
RGB ಮಾನಿಟರ್,RGB മോണിറ്റർ
ರಿಬ್ಬನ್,റിബൺ
ಸರಿಯಾದ ಸಮಸ್ಯೆ,ശരിയായ പ്രശ്നം
ರೋಬೋಟ್,റോബോട്ട്
ರೊಬೊಟಿಕ್ಸ್,റോബോട്ടിക്സ്
ದೃಢವಾದ,കരുത്തുറ്റത്
ಪಾತ್ರ,പങ്ക്
ಹಿಂತಿರುಗಿ,തിരികെ ഉരുട്ടുക
ರೋಲ್ ಇನ್,റോൾ ഇൻ ചെയ്യുക
ರೋಲ್ ಔಟ್,റോൾ ഔട്ട്
ರಾಮ್,ROM
ಬೇರು,റൂട്ട്
ಮೂಲ ಡೈರೆಕ್ಟರಿ,റൂട്ട് ഡയറക്ടറി
ದೋಷದ ಸುತ್ತಿನ,പിശകിന്റെ റൗണ്ട്
ರೂಟರ್,റൂട്ടർ
ರೂಟಿಂಗ್,റൂട്ടിംഗ്
RS232C ಇಂಟರ್ಫೇಸ್,RS232C ഇന്റർഫേസ്
RSA ಗೂಢಲಿಪೀಕರಣ,RSA എൻക്രിപ്ഷൻ
ಆರ್.ಟಿ.ಸಿ,ആർ.ടി.സി
ರನ್ ಉದ್ದದ ಎನ್ಕೋಡಿಂಗ್,റൺ ദൈർഘ്യം എൻകോഡിംഗ്
ರನ್ ಸಮಯ,റൺ സമയം
ರನ್ ಸಮಯದ ದೋಷ,റൺ ടൈം പിശക്
ಮಾದರಿ,സാമ്പിൾ
ಮಾದರಿ,സാമ്പിളിംഗ്
ಉಪಗ್ರಹ,ഉപഗ്രഹം
ಸ್ಯಾಚುರೇಟಿಂಗ್,പൂരിതമാക്കുന്നു
ಉಳಿಸಿ,രക്ഷിക്കും
ಸ್ಕೇಲೆಬಿಲಿಟಿ,സ്കേലബിളിറ്റി
ಸ್ಕೇಲಾರ್,സ്കെയിലർ
ಸ್ಕ್ಯಾನಿಂಗ್,സ്കാൻ ചെയ്യുന്നു
ಸನ್ನಿವೇಶ,രംഗം
ಶೆಡ್ಯೂಲರ್,ഷെഡ്യൂളർ
ಸ್ಕ್ರೀನ್ ಇಮೇಜ್ ಪ್ರೊಜೆಕ್ಟರ್,സ്ക്രീൻ ഇമേജ് പ്രൊജക്ടർ
ಸ್ಕ್ರಿಪ್ಟ್,സ്ക്രിപ്റ്റ്
ಸ್ಕ್ರಿಪ್ಟಿಂಗ್ ಭಾಷೆ,സ്ക്രിപ്റ്റിംഗ് ഭാഷ
ಸ್ಕ್ರೋಲಿಂಗ್,സ്ക്രോളിംഗ്
SDLC (ಸಿಕ್ರೊನಸ್ ಡೇಟಾ ಲಿಂಕ್ ನಿಯಂತ್ರಣ),SDLC (സിക്രണസ് ഡാറ്റ ലിങ്ക് നിയന്ത്രണം)
ಹುಡುಕಿ Kannada,തിരയുക
ಹುಡುಕಾಟ ಎಂಜಿನ್,തിരയല് യന്ത്രം
ಹುಡುಕಾಟ ಮರ,തിരയൽ വൃക്ഷം
ಹುಡುಕಲಾಗುತ್ತಿದೆ,തിരയുന്നു
ದ್ವಿತೀಯ,സെക്കൻഡറി
ವಲಯ,മേഖല
ಭದ್ರತಾ ನೀತಿ,സുരക്ഷാ നയം
ಸಮಯ ಹುಡುಕುವುದು,സമയം തേടുക
ವಿಭಾಗ,സെഗ്മെന്റ്
ವಿಭಜನೆ,വിഭജനം
ಆಯ್ಕೆಯ ರೀತಿಯ,തിരഞ്ഞെടുക്കൽ തരം
ಸ್ವಯಂ ಒಳಗೊಂಡಿರುವ,സ്വയം ഉൾക്കൊള്ളുന്നു
ಶಬ್ದಾರ್ಥಶಾಸ್ತ್ರ,അർത്ഥശാസ്ത്രം
ಸೆಮಾಫೋರ್,സെമാഫോർ
ಸೆಮಿಕಂಡಕ್ಟರ್,അർദ്ധചാലകം
ಶಬ್ದಾರ್ಥದ ವೆಬ್,സെമന്റിക് വെബ്
ಅನುಕ್ರಮ ಪ್ರವೇಶ ವಿಧಾನ,തുടർച്ചയായ ആക്സസ് രീതി
ಧಾರಾವಾಹಿ,സീരിയൽ
ಧಾರಾವಾಹಿ,സീരിയലൈസർ
ಸರ್ವರ್,സെർവർ
ಸರ್ವರ್ ಕ್ರ್ಯಾಶ್,സെർവർ ക്രാഷ്
ಸರ್ವರ್ ಪರವಾನಗಿ,സെർവർ ലൈസൻസ്
ಸರ್ವೋ ಗುಣಕ,സെർവോ മൾട്ടിപ്ലയർ
ಹೊಂದಿಸಿ,സജ്ജമാക്കുക
ಸೆಟ್ ಪಾಯಿಂಟ್,സെറ്റ് പോയിന്റ്
ಸ್ಥಾಪಿಸಿದರು,സജ്ജമാക്കുക
ನೆರಳು,തണല്
ಛಾಯೆ,ഷേഡിംഗ്
ನೆರಳು,നിഴൽ
ಫೈಲ್ ಹಂಚಿಕೊಳ್ಳಿ,ഫയൽ പങ്കിടുക
ಹಂಚಿಕೆಯ ಪ್ರವೇಶ,പങ്കിട്ട ആക്സസ്
ಹಂಚಿಕೆ,പങ്കിടുന്നു
ಶೆಲ್,ഷെൽ
ಶಿಫ್ಟ್ ಪಾತ್ರ,ഷിഫ്റ്റ് സ്വഭാവം
ಶಾರ್ಟ್ ಸರ್ಕ್ಯೂಟ್,ഷോർട്ട് സർക്യൂട്ട്
ಸಣ್ಣ ಸೂಚನೆ,ഹ്രസ്വ നിർദ്ദേശം
ಒಡಹುಟ್ಟಿದವರು,സഹോദരൻ
ಅಡ್ಡ ಪರಿಣಾಮ,പാർശ്വഫലങ്ങൾ
ಸೈನ್ ಬಿಟ್,സൈൻ ബിറ്റ്
ಸಿಗ್ನಲ್,സിഗ്നൽ
ಸಿಗ್ನಲ್ ಸಂಸ್ಕರಣೆ,സിഗ്നൽ പ്രോസസ്സിംഗ്
ಸಿಗ್ನಲಿಂಗ್,സിഗ്നലിംഗ്
ಸಿಗ್ನಲ್-ಟು-ಶಬ್ದ ಅನುಪಾತ,സിഗ്നൽ-ടു-നോയിസ് അനുപാതം
ಸಹಿ,കയ്യൊപ്പ്
ಸಹಿ ಪರೀಕ್ಷೆ,ഒപ്പ് പരിശോധന
ಗಮನಾರ್ಹ ಅಂಕಿ,ഗണ്യമായ അക്കം
ಸಿಲಿಕಾನ್ ಚಿಪ್,സിലിക്കൺ ചിപ്പ്
ಸರಳ ಮೇಲ್ ವರ್ಗಾವಣೆ ಪ್ರೋಟೋಕಾಲ್ (SMTP),ലളിതമായ മെയിൽ ട്രാൻസ്ഫർ പ്രോട്ടോക്കോൾ (SMTP)
ಸಿಂಪ್ಲೆಕ್ಸ್,സിംപ്ലക്സ്
ಸಿಂಪ್ಲೆಕ್ಸ್ ನೋಡ್,സിംപ്ലക്സ് നോഡ്
ಸಿಮ್ಯುಲೇಶನ್,സിമുലേഷൻ
ಸಿಮ್ಯುಲೇಟರ್,സിമുലേറ്റർ
ಏಕಕಾಲಿಕ,ഒരേസമയം
ಏಕಕಾಲಿಕ ಸಂಸ್ಕರಣೆ,ഒരേസമയം പ്രോസസ്സിംഗ്
ಸಿಂಗಲ್ಟನ್,സിംഗിൾടൺ
ಸೈಟ್ ಪರವಾನಗಿ,സൈറ്റ് ലൈസൻസ്
ಗಾತ್ರ,വലിപ്പം
ಗಾತ್ರ,വലിപ്പം
ಸ್ಕೆಚಿಂಗ್,സ്കെച്ചിംഗ്
ಬಿಟ್ಟುಬಿಡಿ,ഒഴിവാക്കുക
ಸ್ಕಿಪ್ಪಿಂಗ್,ഒഴിവാക്കുന്നു
ಸ್ಲ್ಯಾಷ್,സ്ലാഷ്
ಗುಲಾಮ ಕಂಪ್ಯೂಟರ್,അടിമ കമ്പ്യൂട്ടർ
ಸ್ಲೈಡಿಂಗ್ ವಿಂಡೋ ಪ್ರೋಟೋಕಾಲ್,സ്ലൈഡിംഗ് വിൻഡോ പ്രോട്ടോക്കോൾ
ಸ್ಲಿಪ್,തെന്നുക
ಸ್ಲಾಟ್,സ്ലോട്ട്
ಸಣ್ಣ ಕಂಪ್ಯೂಟರ್ ಸಿಸ್ಟಮ್ ಇಂಟರ್ಫೇಸ್ (SCSI),ചെറിയ കമ്പ്യൂട്ടർ സിസ്റ്റം ഇന്റർഫേസ് (SCSI)
ಸ್ಮಾರ್ಟ್ ಕಾರ್ಡ್,സ്മാർട്ട് കാർഡ്
ನಿಧಾನ ಅಂಚೆ,സ്നൈൽ മെയിൽ
ಸ್ನ್ಯಾಪ್‌ಶಾಟ್,സ്നാപ്പ്ഷോട്ട്
ಸಾಫ್ಟ್ ಕಂಪ್ಯೂಟಿಂಗ್,സോഫ്റ്റ് കമ്പ്യൂട്ടിംഗ്
ವಿದ್ಯುನ್ಮಾನ ಪ್ರತಿ,സോഫ്റ്റ് കോപ്പി
ಮೃದುವಾದ ಫಾಂಟ್,മൃദുവായ ഫോണ്ട്
ಸಾಫ್ಟ್ವೇರ್,സോഫ്റ്റ്വെയർ
ಸಾಫ್ಟ್ವೇರ್ ಎಂಜಿನಿಯರಿಂಗ್,സോഫ്റ്റ്വെയർ എഞ്ചിനീയറിംഗ്
ಸಾಫ್ಟ್ವೇರ್ ಪರವಾನಗಿ,സോഫ്റ്റ്വെയർ ലൈസൻസ്
ಸಾಫ್ಟ್ವೇರ್ ಪೈರಸಿ,സോഫ്റ്റ്‌വെയർ പൈറസി
ಸ್ಪೆಕ್ಟ್ರಮ್,സ്പെക്ട്രം
ಸುರುಳಿಯಾಕಾರದ,സർപ്പിളം
ಸ್ಪ್ರೆಡ್ಶೀಟ್,വിരിച്ച ഷീറ്റ്
ಪ್ರಮಾಣಿತ,സ്റ്റാൻഡേർഡ്
ಪ್ರಮಾಣಿತ ಸಾಮಾನ್ಯೀಕರಿಸಿದ ಮಾರ್ಕ್ಅಪ್ ಭಾಷೆ (SGML),സ്റ്റാൻഡേർഡ് സാമാന്യവൽക്കരിച്ച മാർക്ക്അപ്പ് ഭാഷ (SGML)
ಪ್ರಮಾಣೀಕರಣ,സ്റ്റാൻഡേർഡൈസേഷൻ
ಸ್ಟ್ಯಾಂಡ್ಬೈ ಸಮಯ,സ്റ്റാൻഡ്ബൈ സമയം
ಸ್ಟಾರ್ LAN,നക്ഷത്രം LAN
ನಕ್ಷತ್ರ ಸ್ಥಳಶಾಸ್ತ್ರ,നക്ഷത്ര ടോപ്പോളജി
ಪ್ರಾರಂಭಿಸಿ ಬಿಟ್,ബിറ്റ് ആരംഭിക്കുക
ಹಸಿವು,പട്ടിണി
ಸ್ಥಿರ ಸ್ಮರಣೆ&#39;,സ്റ്റാറ്റിക് മെമ്മറി&#39;
ಸ್ಥಿತಿ ಚಾನಲ್,സ്റ്റാറ്റസ് ചാനൽ
ಹಂತದ ಗಾತ್ರ,ഘട്ടം വലിപ്പം
ನಿಲ್ಲಿಸಿ ಮತ್ತು ಕಾಯಿರಿ ಪ್ರೋಟೋಕಾಲ್,"നിർത്തുക, കാത്തിരിക്കുക പ്രോട്ടോക്കോൾ"
ಸ್ಟಾಪ್ ಕೋಡ್,സ്റ്റോപ്പ് കോഡ്
ಸ್ಟಾಪ್ ಕೀ,സ്റ്റോപ്പ് കീ
ಶೇಖರಣಾ ಸಾಮರ್ಥ್ಯ,സ്‌റ്റോറബിലിറ്റി
ಸಂಗ್ರಹಿಸಲಾದ ಪ್ರೋಗ್ರಾಂ,സംഭരിച്ച പ്രോഗ്രാം
ಸ್ಟ್ರಿಂಗ್ ಡೇಟಾ,സ്ട്രിംഗ് ഡാറ്റ
ರಚನಾತ್ಮಕ ಕೋಡಿಂಗ್,ഘടനാപരമായ കോഡിംഗ്
ರಚನಾತ್ಮಕ ಪ್ರಶ್ನೆ ಭಾಷೆ (SQL),ഘടനാപരമായ അന്വേഷണ ഭാഷ (SQL)
ಶೈಲಿ ಹಾಳೆ,സ്റ്റൈൽ ഷീറ്റ്
ಉಪ ಡೈರೆಕ್ಟರಿ,ഉപ ഡയറക്ടറി
ಸಬ್ನೆಟ್,സബ്നെറ്റ്
ಉಪವೃಕ್ಷ,ഉപവൃക്ഷം
ಸಾರಾಂಶ,സംഗ്രഹം
ಸೂಪರ್ ಕಂಪ್ಯೂಟರ್,സൂപ്പർ കമ്പ്യൂട്ടർ
ಸೂಪರ್ ಕಂಪ್ಯೂಟಿಂಗ್,സൂപ്പർ കമ്പ്യൂട്ടിംഗ്
ಸೂಪರ್ ಕೀ,സൂപ്പർ കീ
ಸೂಪರ್ ಬಳಕೆದಾರ,സൂപ്പർ ഉപയോക്താവ്
ಮೇಲ್ವಿಚಾರಣೆಯ ಕಲಿಕೆ,മേൽനോട്ടത്തിലുള്ള പഠനം
ಬೆಂಬಲ ಚಿಪ್,പിന്തുണ ചിപ്പ്
ಸರ್ಫ್,സർഫ്
ಸರ್ಫಿಂಗ್,സർഫിംഗ്
ಸ್ವ್ಯಾಪ್ ಮಾಡಿ,സ്വാപ്പ്
ವಿನಿಮಯ ಮಾಡಿಕೊಳ್ಳಿ,സ്വാപ്പ് ഇൻ
ವಿನಿಮಯ ಮಾಡಿಕೊಳ್ಳಿ,സ്വാപ്പ് ഔട്ട്
ವಿನಿಮಯ,സ്വാപ്പിംഗ്
ಬದಲಾಯಿಸಿದ ನೆಟ್ವರ್ಕ್,നെറ്റ്‌വർക്ക് മാറ്റി
ಸ್ವಿಚಿಂಗ್,സ്വിച്ചിംഗ്
ಸ್ವಿಚಿಂಗ್ ಸಿದ್ಧಾಂತ,സ്വിച്ചിംഗ് സിദ്ധാന്തം
ಸಾಂಕೇತಿಕ ಪ್ರೋಗ್ರಾಮಿಂಗ್,പ്രതീകാത്മക പ്രോഗ്രാമിംഗ്
ಸಿಂಕ್ರೊನೈಸೇಶನ್,സമന്വയം
ಸಿಂಕ್ರೊನೈಸರ್,സിൻക്രൊണൈസർ
ಸಿಂಕ್ರೊನಸ್,സിൻക്രണസ്
ಸಿಂಕ್ರೊನಸ್ ಡಿಜಿಟಲ್ ಶ್ರೇಣಿ ವ್ಯವಸ್ಥೆ (SDH),സിൻക്രണസ് ഡിജിറ്റൽ ശ്രേണി (SDH)
ಸಿಂಟ್ಯಾಕ್ಸ್ ವಿಶ್ಲೇಷಣೆ,വാക്യഘടന വിശകലനം
ಸಿಸ್ಟಮ್ ವಿಶ್ಲೇಷಣೆ,സിസ്റ്റം വിശകലനം
ಸಿಸ್ಟಮ್ ಎಂಜಿನಿಯರಿಂಗ್,സിസ്റ്റം എഞ്ചിനീയറിംഗ്
ಸಿಸ್ಟಮ್ ಹ್ಯಾಕರ್,സിസ്റ്റം ഹാക്കർ
ಸಿಸ್ಟಮ್ ಇಂಟಿಗ್ರೇಟರ್,സിസ്റ്റം ഇന്റഗ്രേറ്റർ
ಸಿಸ್ಟಮ್ ಲಾಗ್,സിസ്റ്റം ലോഗ്
ಸಿಸ್ಟಮ್ ಮಾಸ್ಕ್,സിസ്റ്റം മാസ്ക്
ಸಿಸ್ಟಮ್ ನೆಟ್ವರ್ಕ್ ಆರ್ಕಿಟೆಕ್ಚರ್ (SNA),സിസ്റ്റം നെറ്റ്‌വർക്ക് ആർക്കിടെക്ചർ (എസ്എൻഎ)
ಸಿಸ್ಟಮ್ ಪ್ರೋಗ್ರಾಮರ್,സിസ്റ്റം പ്രോഗ്രാമർ
ಸಿಸ್ಟಮ್ ಮರುಪ್ರಾರಂಭಿಸಿ,സിസ്റ്റം പുനരാരംഭിക്കുക
ಸಿಸ್ಟಮ್ ಸ್ಥಗಿತಗೊಳಿಸುವಿಕೆ,സിസ്റ്റം ഷട്ട്ഡൗൺ
ಸಿಸ್ಟಮ್ ಪರೀಕ್ಷೆ,സിസ്റ്റം ടെസ്റ്റിംഗ്
ಸಿಸ್ಟಮ್ ಉಪಯುಕ್ತತೆ,സിസ്റ്റം യൂട്ടിലിറ്റി
ವ್ಯವಸ್ಥಿತ ಕೋಡ್,വ്യവസ്ഥാപിത കോഡ്
ಟ್ಯಾಬ್ ಆಜ್ಞೆ,ടാബ് കമാൻഡ്
ಟೇಬಲ್,മേശ
ಟೇಬಲ್ ಮೇಲಕ್ಕೆ ನೋಡಿ,മേശ മുകളിലേക്ക് നോക്കുക
ಟೇಬಲ್ ಸ್ಪೇಸ್,മേശ സ്ഥലം
