Punjabi,Bengali
ਬਾਗੀ,বিদ্রোহী
ਬਗਾਵਤ,বিদ্রোহ
ਬਗਾਵਤ ਦੀ ਮਾਨਤਾ,বিদ্রোহের স্বীকৃতি
ਰੀਕੰਡਕਸ਼ਨ,পুনঃসঞ্চালন
ਪੁਨਰ ਖੋਜ,রিকনেসান্স
ਪੁਨਰ ਨਿਰਮਾਣ,পুনর্গঠন
ਰਿਕਾਰਡ,রেকর্ড
ਰਿਕਾਰਡ ਦਫਤਰ,রেকর্ড অফিস
ਰਿਟਾਇਰਮੈਂਟ ਰਿਕਾਰਡ ਕਰੋ,রেকর্ড অবসর
ਲਾਲ ਕਮੀਜ਼,লাল শার্ট
ਸੁਧਾਰ,সংস্কার
ਸ਼ਰਨਾਰਥੀ,উদ্বাস্তু
ਰੀਗਾਲੀਆ,রেগালিয়া
ਰੀਗਾਲੀਆ,রেগালিয়া
ਰੀਗਾਲੀਆ,রেগালিয়া
ਰੀਜੈਂਸੀ,রিজেন্সি
ਰੀਜੈਂਟ,রিজেন্ট
ਰੀਜੈਂਟ ਰਾਣੀ,রাজকীয় রানী
Regicide,রেজিসাইড
ਰੈਜੀਸਾਈਡਸ,রেজিসাইডস
ਸ਼ਾਸਨ,শাসন
ਸ਼ਾਸਨ,শাসন
ਖੇਤਰ,অঞ্চল
ਰੀਜਨਲ ਸਾਲ,রাজকীয় বছর
ਰੀਗਨੈਂਟ,রেগন্যান্ট
ਰੈਗਨਮ,রেগনাম
ਰੀਚ,রাইখ
ਰਾਜ ਕਰੋ,রাজত্ব
ਰਾਜ ਕਰੋ,রাজত্ব
ਰਾਜ ਕਰਨ ਵਾਲਾ ਪਰਿਵਾਰ,রাজত্ব করা পরিবার
ਦਹਿਸ਼ਤ ਦਾ ਰਾਜ,সন্ত্রাসের রাজত্ব
ਦਹਿਸ਼ਤ ਦਾ ਰਾਜ,সন্ত্রাসের রাজত্ব
ਮਜ਼ਬੂਤ,শক্তিশালী করা
ਮਜ਼ਬੂਤੀ,শক্তিবৃদ্ধি
ਬਹਾਲੀ,পুনঃস্থাপন
ਮੁੜ ਨਿਵੇਸ਼ ਕਰੋ,পুনরায় বিনিয়োগ করুন
ਰੀਲੇਅ ਪੋਸਟ,রিলে পোস্ট
ਰੀਲੇਅ ਰੂਟ,রিলে রুট
ਰੀਲੇਅ ਸਿਸਟਮ,রিলে সিস্টেম
ਜਾਰੀ ਕਰੋ,মুক্তি
ਜਾਰੀ ਕਰੋ,মুক্তি
ਤਿਆਗ,ত্যাগ
ਤਿਆਗ,ত্যাগ
ਰੀਪਰਟਰੀ (=ਸੂਚੀ),রেপার্টরি (=ইনভেন্টরি)
ਰਿਪੋਜ਼ਟਰੀ,ভান্ডার
ਰਿਪੋਜ਼ਟਰੀ,ভান্ডার
ਗਣਤੰਤਰ,প্রজাতন্ত্র
ਗਣਤੰਤਰ ਦਿਵਸ,প্রজাতন্ত্র দিবস
ਰੀਸਕ੍ਰਿਪਟ,রিস্ক্রিপ্ট
ਰੀਸਕ੍ਰਿਪਟ,রিস্ক্রিপ্ট
ਨਿਵਾਸੀ,বাসিন্দা
ਬਹਾਲੀ,পুন: প্রতিষ্ঠা
ਪੁਨਰ-ਉਥਾਨ,পুনরুত্থান
ਪੁਨਰ-ਉਥਾਨ,পুনরুত্থান
ਪਿੱਛੇ ਹਟਣਾ,পশ্চাদপসরণ
ਉਲਟਾ (ਇੱਕ ਸਿੱਕੇ ਦਾ),বিপরীত (একটি মুদ্রার)
ਬਗਾਵਤ,বিদ্রোহ
ਇਨਕਲਾਬ,বিপ্লব
"ਇਨਕਲਾਬ, ਫ੍ਰੈਂਚ","বিপ্লব, ফরাসি"
ਇਨਕਲਾਬ ਸ਼ਾਨਦਾਰ,বিপ্লব গৌরবময়
"ਇਨਕਲਾਬ, ਉਦਯੋਗਿਕ","বিপ্লব, শিল্প"
ਵਧ ਰਿਹਾ ਹੈ,উদীয়মান
ਰਟਨ-ਬੋਰੋ,পচা-বরো
ਰਫ ਰਾਈਡਰਜ਼,রাফ রাইডার
ਗੋਲ-ਸਿਰ,গোলাকার মাথা
ਰੂਟ,রাউট
ਸ਼ਾਹੀ ਦਰਸ਼ਕ,রাজকীয় দর্শক
ਸ਼ਾਹੀ ਚਾਰਟਰ,রাজকীয় সনদ
ਰਾਇਲ ਕਰੈਸਟ,রাজকীয় ক্রেস্ট
ਰਾਇਲ ਕਰੈਸਟ,রাজকীয় ক্রেস্ট
ਸ਼ਾਹੀ ਫ਼ਰਮਾਨ,রাজকীয় ফরমান
ਰੁਬਰਿਕ,রুব্রিক
ਖੰਡਰ,ধ্বংসাবশেষ
ਦੌੜਾਕ,রানার
ਸਾੜ-ਫੂਕ,নাশকতা
ਸਾਬਰ,সাবের
ਸਾਬਰ,সাবার্স
ਕੁਰਬਾਨੀ,বলিদান
ਕੁਰਬਾਨੀ,বলিদান
ਕੁਰਬਾਨੀ,বলিদান
ਸੁਰੱਖਿਅਤ ਆਚਰਣ,নিরাপদ আচরণ
ਸੁਰੱਖਿਆ,নিরাপত্তা বেষ্টনী
ਸੁਰੱਖਿਆ,নিরাপত্তা বেষ্টনী
ਸੁਰੱਖਿਆ ਦੇ ਫਰਜ਼,নিরাপত্তার দায়িত্ব
ਸੈਲੀ,স্যালি
ਸੈਲੀ-ਪੋਰਟ,স্যালি-বন্দর
ਰਾਜਦੰਡ,রাজদণ্ড
ਸਿਮੀਟਰ,Scimitar
ਦੂਜੀ ਜਾਇਦਾਦ,দ্বিতীয় এস্টেট
ਸੰਪਰਦਾ,সম্প্রদায়
ਸੰਪਰਦਾ,সম্প্রদায়
ਦੌਰਾ,খিঁচুনি
ਦੌਰਾ,খিঁচুনি
ਸੈਨੇਟ,সেনেট
ਸੈਨੇਟ,সেনেট
ਸੈਨੇਟ,সেনেট
ਸੈਨੇਟ,সেনেট
ਸੇਵਾ (= ਬਾਰਡਰ ਜਾਂ ਵਿਲੀਨ),দাস (= বর্ডার বা ভিলিন)
ਸੇਵਾ (= ਬਾਰਡਰ ਜਾਂ ਵਿਲੀਨ),দাস (= বর্ডার বা ভিলিন)
ਸਰਫਡਮ (ਸੇਰਫਹੁਡ ਜਾਂ ਸਰਫੇਜ),দাসত্ব (সার্ফহুড বা সারফেজ)
ਸਰਫਡਮ (ਸੇਰਫਹੁਡ ਜਾਂ ਸਰਫੇਜ),দাসত্ব (সার্ফহুড বা সারফেজ)
ਸ਼ੈਡੋ ਰਾਜਾ,ছায়া রাজা
ਪੈਸੇ ਭੇਜੋ,শিপ মানি
ਸਦਮਾ ਫੌਜਾਂ (= ਤੂਫਾਨ ਫੌਜਾਂ),শক সৈন্য (= ঝড় সৈন্য)
ਛੋਟੀ ਸੰਸਦ,সংক্ষিপ্ত সংসদ
ਝੜਪ,ঝগড়া
ਗੁਲਾਮ,দাস
ਗੁਲਾਮੀ,দাসত্ব
ਗੁਲਾਮੀ,দাসত্ব
ਸਿਪਾਹੀ ਰਾਜਨੇਤਾ,সৈনিক রাষ্ট্রনায়ক
ਬਰਛੀ,বর্শা
ਬਰਛੀ—ਸਿਰ,বর্শা-মাথা
ਗੋਲਾ,গোলক
ਸਫ੍ਰੈਗਿਸਟਿਕਸ,স্ফ্রাজিস্টিকস
ਸਿਸਟਮ ਨੂੰ ਵਿਗਾੜਦਾ ਹੈ,সিস্টেম নষ্ট করে
ਸਕਵਾਇਰ,স্কয়ার
ਸਕਵਾਇਰ,স্কয়ার
ਸਕਵਾਇਰਚਾਰੀ,স্কয়ারআর্কি
ਸਕਵਾਇਰਚਾਰੀ,স্কয়ারআর্কি
ਮਿਆਰੀ,স্ট্যান্ডার্ড
ਮਿਆਰੀ-ਦਾਤਾ,মান-ধারক
ਖੜੀ ਫੌਜ,স্থায়ী সেনাবাহিনী
ਸਥਾਈ ਆਦੇਸ਼,স্থায়ী আদেশ
ਸਥਾਈ ਆਦੇਸ਼,স্থায়ী আদেশ
ਸਟੇਟਸਮੈਨ,স্টেটসম্যান
ਪੱਥਰ ਦਾ ਸ਼ਿਲਾਲੇਖ,পাথরের শিলালিপি
ਤੂਫ਼ਾਨ ਫ਼ੌਜ,ঝড় সৈন্য
ਰਣਨੀਤੀ,কৌশল
ਰਣਨੀਤੀ,কৌশল
ਰਣਨੀਤੀ,কৌশল
ਰਣਨੀਤੀ,কৌশল
ਸਟਰੈਟੋਕਰੇਸੀ,স্ট্র্যাটোক্র্যাসি
ਝਗੜਾ,কলহ
ਝਗੜਾ,কলহ
ਮਜ਼ਬੂਤ ਪਕੜ,শক্ত হোল্ড
ਮਜ਼ਬੂਤ ਪਕੜ,শক্ত হোল্ড
ਸਹਾਇਕ ਟੈਲਾਇੰਸ,সাবসিডিয়ারি ট্যালাইন্স
ਉਤਰਾਧਿਕਾਰ,উত্তরাধিকার
ਉੱਤਰਾਧਿਕਾਰੀ,উত্তরাধিকারী
ਮੱਤਭੇਦ,ভোটাধিকার
ਮਤਦਾਤਾ,ভোটাধিকারী
ਸਲਤਨਤ,সালতানাত
ਸਲਤਨਤ ਦੀ ਮਿਆਦ,সুলতানি আমল
ਸਮਰਪਣ,আত্মসমর্পণ
ਸੁਜ਼ਰੇਨ,সুজারেন
ਸੁਜ਼ਰੇਨ ਰਾਜ,সুজারেন রাজ্য
ਤਲਵਾਰਬਾਜ਼,তলোয়ারধারী
ਟੈਮਨੀ ਸੋਸਾਇਟੀ,তামানি সোসাইটি
ਗੁੱਸੇ ਵਾਲੀ ਤਲਵਾਰ,টেম্পারড তলোয়ার
ਕਿਰਾਏਦਾਰ,প্রজা
ਕਿਰਾਏਦਾਰ,প্রজা
ਖੇਤਰ,এলাকা
ਖੇਤਰ,এলাকা
ਖੇਤਰੀ ਸਰਕਾਰ,অঞ্চল সরকার
ਅੱਤਵਾਦ,সন্ত্রাস
ਤੀਜੀ ਜਾਇਦਾਦ,তৃতীয় এস্টেট
ਤਿੰਨ ਜਾਇਦਾਦਾਂ,তিনটি এস্টেট
ਕਰ,টোল
ਟੋਲ ਹਾਊਸ,টোল বাড়ি
ਕਬਰ,সমাধি
ਟੋਰੀ,টোরি
ਟੋਟੇਮ,টোটেম
ਟਾਵਰ,টাওয়ার
ਟਾਵਰ,টাওয়ার
ਜਿੱਤ ਦਾ ਟਾਵਰ,বিজয়ের টাওয়ার
ਗੱਦਾਰ,বিশ্বাসঘাতক
ਧੋਖੇਬਾਜ਼ੀ,বিশ্বাসঘাতকতা
ਦੇਸ਼ਧ੍ਰੋਹ,বিশ্বাসঘাতকতা
ਸੰਧੀ,সন্ধি
ਲੜਾਈ ਦੁਆਰਾ ਅਜ਼ਮਾਇਸ਼ (=ਲੜਾਈ ਦੁਆਰਾ ਪਗਡੰਡੀ),যুদ্ধের মাধ্যমে বিচার (=যুদ্ধের মাধ্যমে ট্রায়াল)
ਸ਼ਰਧਾਂਜਲੀ,শ্রদ্ধাঞ্জলি
ਸ਼ਰਧਾਂਜਲੀ,শ্রদ্ধাঞ্জলি
ਸ਼ਰਧਾਂਜਲੀ ਜ਼ਮੀਨ,শ্রদ্ধা ভূমি
ਤੀਹਰਾ ਗਠਜੋੜ,তিন জোট
ਤ੍ਰੈ ਗੁਣ,ট্রিপল entente
ਜਿੱਤ,বিজয়
ਜਿੱਤ,বিজয়
ਗੜਬੜ,অশান্তি
ਜ਼ਾਲਮ,অত্যাচারী হত্যা
ਜ਼ਾਲਮ,অত্যাচারী হত্যা
ਜ਼ੁਲਮ,অত্যাচার
ਜ਼ੁਲਮ,অত্যাচার
ਜ਼ਾਲਮ,অত্যাচারী
ਉਹਲਾਨ,উহলান
ਉਕਾਸੇ,উকাসে
ਉਕਾਸੇ,উকাসে
ਉਲੇਮਾ,ওলামা
ਅਲਟੀਮੇਟਮ,আল্টিমেটাম
ਅਲਟੀਮੇਟਮ,আল্টিমেটাম
ਅੰਕਲ ਸੈਮ,চাচা স্যাম
ਅਧੀਨ-ਰਾਜੇ,অধীনস্থ রাজা
ਸੰਯੁਕਤ ਆਇਰਿਸ਼ਮੈਨ,ইউনাইটেড আইরিশম্যান
ਸੰਯੁਕਤ ਰਾਸ਼ਟਰ,জাতিসংঘ
ਸੰਯੁਕਤ ਸੂਬੇ,ইউনাইটেড প্রদেশ
ਸੰਯੁਕਤ ਸੂਬੇ,ইউনাইটেড প্রদেশ
ਵਿਲੱਖਣ ਕਿਲਾ,অপ্রত্যাশিত দুর্গ
ਯੂਨੀਵਰਸਲ ਰਾਜਾ,সর্বজনীন রাজা
ਯੂਨੀਵਰਸਲ ਮਤਾ,সার্বজনীন ভোটাধিকার
ਵਿਦਰੋਹ,বিদ্রোহ
ਹੜੱਪਣਾ,দখল
ਹੜੱਪਣ ਵਾਲਾ,দখলকারী
ਯੂਟੋਪੀਆ,ইউটোপিয়া
ਵੰਦਲ,ভাঙচুর
ਬਰਬਾਦੀ,ধ্বংসাত্মক
ਵੈਨਗਾਰਡ,ভ্যানগার্ড
ਵੈਨਗਾਰਡ,ভ্যানগার্ড
ਵੈਨਗਾਰਡ,ভ্যানগার্ড
ਵਾਰੰਜੀਅਨ,ভারাঙ্গিয়ান
ਵਾਰੰਜੀਅਨ ਗਾਰਡ,ভারাঙ্গিয়ান প্রহরী
ਵਾਸਲ,ভাসাল
ਵਾਸਲ,ভাসাল
ਵਾਸਲ ਰਾਜ,ভাসাল রাষ্ট্র
ਵੈਟੀਕਨ ਕੌਂਸਲ,ভ্যাটিকান কাউন্সিল
ਜਹਾਜ਼,ভেসেল
ਜਹਾਜ਼,ভেসেল
ਜਹਾਜ਼,ভেসেল
ਉਪ-ਰਾਜੇ,উপরাজ
ਵਾਇਸਰਾਏ,ভাইসরয়
ਵਾਇਸਰਾਏਲਟੀ = ਵਾਇਸਰਾਇਟੀ,ভাইসরয়্যালিটি = ভাইসরয়শিপ
ਵਿਕਟਰ,ভিক্টর
ਜਿੱਤ,বিজয়
ਵਿਲੀਨ,ভিলেইন
ਯਾਤਰਾ,সমুদ্রযাত্রা
ਕਮਜ਼ੋਰ ਕਿਲ੍ਹਾ,অরক্ষিত দুর্গ
ਕੰਧ ਚਿੱਤਰਕਾਰੀ,অম্লান চিত্র
ਕੰਧ ਚਿੱਤਰਕਾਰੀ,অম্লান চিত্র
ਜੰਗ,যুদ্ধ
ਯੁੱਧ-ਪ੍ਰਭੂ,যুদ্ধ-প্রভু
ਯੋਧਾ,যোদ্ধা
ਯੋਧਾ,যোদ্ধা
ਯੋਧਾ,যোদ্ধা
ਜੰਗੀ ਜਹਾਜ਼,যুদ্ধজাহাজ
ਪਹਿਰਾ-ਸ਼ਬਦ,ওয়াচ-শব্দ
ਕਲਿਆਣਕਾਰੀ ਰਾਜ,কল্যাণ রাষ্ট্র
ਭਲਾਈ ਕਾਰਜ,কল্যাণমূলক কাজ
ਵਿਗ,হুইগ
ਚਿੱਟਾ ਝੰਡਾ,সাদা পতাকা
ਗੋਰਿਆਂ ਦਾ ਬੋਝ,হোয়াইটম্যানের বোঝা
ਵਿਸ਼ਵ ਸਾਮਰਾਜ,বিশ্ব সাম্রাজ্য
ਵਿਸ਼ਵ ਅੰਦੋਲਨ,বিশ্ব আন্দোলন
ਵਿਸ਼ਵ ਰਾਜਨੀਤੀ,বিশ্ব রাজনীতি
ਵਿਸ਼ਵ ਸ਼ਕਤੀ,বিশ্ব শক্তি
ਵਿਸ਼ਵ ਯੁੱਧ,বিশ্বযুদ্ধ
ਵਿਕਰੇਤਾ,Wreeker
ਵਿਨਾਸ਼ਕਾਰੀ ਸੋਧ,ধ্বংসকারী সংশোধনী
ਜ਼ੈਨੇਲੇਸਿਸ,জেনেলাসিস
ਜ਼ੈਨੋਫੋਬੀਆ,জেনোফোবিয়া
ਯੈਂਕੀ,ইয়াঙ্কি
ਪੀਲੀ ਜੈਕਟ,হলুদ জ্যাকেট
ਪੀਲਾ ਆਦਮੀ,হলুদ মানুষ
ਪੀਲਾ ਖ਼ਤਰਾ,হলুদ বিপদ
ਪੀਲਾ ਪ੍ਰੈਸ,হলুদ প্রেস
ਨੌਜਵਾਨ ਤੁਰਕ,তরুণ তুর্কিদের
ਜ਼ਿਊਸ,জিউস
ਜ਼ਾਇਓਨਿਜ਼ਮ,জায়নবাদ
ਜੋਰੋਸਟ੍ਰੀਅਨਵਾਦ,জরথুষ্ট্রবাদ
