Hindi,Malayalam
परिदृश्य,രംഗം
अनुसूचक,ഷെഡ്യൂളർ
स्क्रीन प्रतिबिंब प्रक्षेपक,സ്ക്രീൻ ഇമേജ് പ്രൊജക്ടർ
लिपि,സ്ക്രിപ്റ്റ്
लिपिकरण भाषा,സ്ക്രിപ്റ്റിംഗ് ഭാഷ
"1.कुंडलन, 2.स्क्रॉलन",സ്ക്രോളിംഗ്
तुल्यकालिक डाटा लिंक नियंत्रण (एस डी एल सी ),SDLC (സിക്രണസ് ഡാറ്റ ലിങ്ക് നിയന്ത്രണം)
"1.अन्वेषण, 2.खोज",തിരയുക
खोज इंजन,തിരയല് യന്ത്രം
खोज वृक्ष,തിരയൽ വൃക്ഷം
"1.अन्वेषण, 2.खोजना",തിരയുന്നു
दवितीयक,സെക്കൻഡറി
"1.सेक्टर, 2.खंड",മേഖല
सुरक्षा नीति,സുരക്ഷാ നയം
खोज अवधि,സമയം തേടുക
"1.अनुभाग, 2.खंड",സെഗ്മെന്റ്
"1.खण्डन, 2.खण्डीकरण",വിഭജനം
चयन छंटाई,തിരഞ്ഞെടുക്കൽ തരം
"1.स्वपूर्ण, 2.स्वत: पूर्ण",സ്വയം ഉൾക്കൊള്ളുന്നു
"1.सीमेंटिकी, 2.अर्थ विज्ञान",അർത്ഥശാസ്ത്രം
सीमेफॉर,സെമാഫോർ
अर्धचालक,അർദ്ധചാലകം
कल्पायन वेब,സെമന്റിക് വെബ്
अनुक्रमिक अभिगम विधि,തുടർച്ചയായ ആക്സസ് രീതി
क्रमिक,സീരിയൽ
क्रमक,സീരിയലൈസർ
"1.परिसेवक, 2.सर्वर",സെർവർ
परिसेवक ध्वंस,സെർവർ ക്രാഷ്
परिसेवक लाइसेंस,സെർവർ ലൈസൻസ്
सर्वो गुणक,സെർവോ മൾട്ടിപ്ലയർ
समुच्चय,സജ്ജമാക്കുക
निर्दिष्ट बिंदु,സെറ്റ് പോയിന്റ്
व्यवस्था,സജ്ജമാക്കുക
छाया,തണല്
छायांकन,ഷേഡിംഗ്
प्रतिछाया,നിഴൽ
शेयर संचिका,ഫയൽ പങ്കിടുക
सहभाजित अभिगम,പങ്കിട്ട ആക്സസ്
सहभाजन,പങ്കിടുന്നു
"1.कोष्ठक, 2.कवच, 3.शैल, 4.कोश",ഷെൽ
विस्थापन संप्रतीक,ഷിഫ്റ്റ് സ്വഭാവം
लघुपथ,ഷോർട്ട് സർക്യൂട്ട്
लघु अनुदेश,ഹ്രസ്വ നിർദ്ദേശം
सहोदर,സഹോദരൻ
"1.पार्श्व प्रभाव, 2.प्रति-प्रभाव",പാർശ്വഫലങ്ങൾ
चिन्ह बिट,സൈൻ ബിറ്റ്
संकेत,സിഗ്നൽ
संकेत प्रक्रमण,സിഗ്നൽ പ്രോസസ്സിംഗ്
संकेतन,സിഗ്നലിംഗ്
"1.संकेत-ध्वनि अनुपात, 2.संकेत-रव अनुपात",സിഗ്നൽ-ടു-നോയിസ് അനുപാതം
"1.हस्ताक्षर, 2. चिन्हक",കയ്യൊപ്പ്
चिन्हक परीक्षण,ഒപ്പ് പരിശോധന
सार्थक अंक,ഗണ്യമായ അക്കം
सिलिकॉन चिप,സിലിക്കൺ ചിപ്പ്
सरल डाक अंतरण प्रोटोकॉल (एस एम टी पी),ലളിതമായ മെയിൽ ട്രാൻസ്ഫർ പ്രോട്ടോക്കോൾ (SMTP)
एकधा,സിംപ്ലക്സ്
"1.एक संकेतन आसंधि, 2.सिंप्लेक्स आसंधि",സിംപ്ലക്സ് നോഡ്
अनुकरण,സിമുലേഷൻ
अनुकारी,സിമുലേറ്റർ
"1.युगपत, 2.समकालिक",ഒരേസമയം
युगपत प्रक्रमण,ഒരേസമയം പ്രോസസ്സിംഗ്
एकल,സിംഗിൾടൺ
"1.साईट लाइसेंस, 2.स्थल लाइसेंस",സൈറ്റ് ലൈസൻസ്
"1.साइज, 2.आमाप",വലിപ്പം
आमापन,വലിപ്പം
"1.रेखांकन, 2.रेखाचित्रण",സ്കെച്ചിംഗ്
प्लुति,ഒഴിവാക്കുക
"1.प्लुति, 2.प्लुतिकरण",ഒഴിവാക്കുന്നു
"1.स्लैश, 2.काट",സ്ലാഷ്
अधीन कंप्यूटर,അടിമ കമ്പ്യൂട്ടർ
सर्पी विंडो प्रोटोकॉल,സ്ലൈഡിംഗ് വിൻഡോ പ്രോട്ടോക്കോൾ
"1. चूक, 2. सर्पण",തെന്നുക
खाँचा,സ്ലോട്ട്
स्कैजी (एस सी एस आई),ചെറിയ കമ്പ്യൂട്ടർ സിസ്റ്റം ഇന്റർഫേസ് (SCSI)
स्मार्ट कार्ड,സ്മാർട്ട് കാർഡ്
धीमी डाक,സ്നൈൽ മെയിൽ
आशुचित्र,സ്നാപ്പ്ഷോട്ട്
"1.सॉफ्ट अभिकलन, 2.साफ्ट कंप्युटन",സോഫ്റ്റ് കമ്പ്യൂട്ടിംഗ്
सॉफ्ट प्रति,സോഫ്റ്റ് കോപ്പി
सुगम फान्ट,മൃദുവായ ഫോണ്ട്
सॉफ्टवेयर,സോഫ്റ്റ്വെയർ
सॉफ्टवेयर इंजीनियरी,സോഫ്റ്റ്വെയർ എഞ്ചിനീയറിംഗ്
सॉफ्टवेयर लाइसेंस,സോഫ്റ്റ്വെയർ ലൈസൻസ്
सॉफ्टवेयर चोरी,സോഫ്റ്റ്‌വെയർ പൈറസി
स्पेक्ट्रम,സ്പെക്ട്രം
"1.पेंचदार, 2.सर्पिल",സർപ്പിളം
"1.विस्तृत शीट, 2.स्प्रेडशीट",വിരിച്ച ഷീറ്റ്
मानक,സ്റ്റാൻഡേർഡ്
मानक सामान्यीकृत मार्कअप भाषा (एस जी एम एल),സ്റ്റാൻഡേർഡ് സാമാന്യവൽക്കരിച്ച മാർക്ക്അപ്പ് ഭാഷ (SGML)
मानकीकरण,സ്റ്റാൻഡേർഡൈസേഷൻ
प्रतीक्षा काल,സ്റ്റാൻഡ്ബൈ സമയം
तारक लैन,നക്ഷത്രം LAN
तारक संस्थिति,നക്ഷത്ര ടോപ്പോളജി
आरंभी बिट,ബിറ്റ് ആരംഭിക്കുക
"1.अप्राप्ति, 2.अभावग्रस्तता, 3.अभाव संकट",പട്ടിണി
"1.स्थैतिक स्मृति, 2.स्थैतिक मेमोरी",സ്റ്റാറ്റിക് മെമ്മറി&#39;
स्थिति चैनल,സ്റ്റാറ്റസ് ചാനൽ
"1.सोपान साइज, 2.सोपानी आयाम",ഘട്ടം വലിപ്പം
विराम एवं प्रतीक्षा प्रोटोकॉल,"നിർത്തുക, കാത്തിരിക്കുക പ്രോട്ടോക്കോൾ"
विराम कूट,സ്റ്റോപ്പ് കോഡ്
विराम कुंजी,സ്റ്റോപ്പ് കീ
भंडारणीयता,സ്‌റ്റോറബിലിറ്റി
भंडारित प्रोग्राम,സംഭരിച്ച പ്രോഗ്രാം
श्रृंखला आँकड़आ,സ്ട്രിംഗ് ഡാറ്റ
"1.संरचित कूटलेखन, 2.संरचित कोडन",ഘടനാപരമായ കോഡിംഗ്
संरचित पृच्छा भाषा (एस क्यू एल),ഘടനാപരമായ അന്വേഷണ ഭാഷ (SQL)
"1. वर्तिका पत्र ,2. शैली पत्र",സ്റ്റൈൽ ഷീറ്റ്
उपनिदेशिका,ഉപ ഡയറക്ടറി
"1.उपजाल, 2.सबनेट",സബ്നെറ്റ്
उपवृक्ष,ഉപവൃക്ഷം
"1.संक्षेपण, 2.संक्षेपीकरण",സംഗ്രഹം
"1.सुपर अभिकलित्र, 2.सुपर कंप्यूटर",സൂപ്പർ കമ്പ്യൂട്ടർ
"1.सुपर कप्यूटन, 2.सुपर अभिकलन",സൂപ്പർ കമ്പ്യൂട്ടിംഗ്
महाकुंजी,സൂപ്പർ കീ
सर्वोच्च प्रयोक्ता,സൂപ്പർ ഉപയോക്താവ്
पर्यवेक्षित अधिगम,മേൽനോട്ടത്തിലുള്ള പഠനം
सहायक चिप,പിന്തുണ ചിപ്പ്
नेट विचरण,സർഫ്
"1.नेट विचरण, 2.सीकरण, 3.सर्फन",സർഫിംഗ്
गमागम,സ്വാപ്പ്
अंतर्गमागम,സ്വാപ്പ് ഇൻ
बहिर्गमागम,സ്വാപ്പ് ഔട്ട്
गमागमन,സ്വാപ്പിംഗ്
"1.स्विचित नेटवर्क,2. स्विचित जालक्रम",നെറ്റ്‌വർക്ക് മാറ്റി
स्विचन,സ്വിച്ചിംഗ്
स्विचन सिद्धांत,സ്വിച്ചിംഗ് സിദ്ധാന്തം
प्रतीकात्मक प्रोग्रामन,പ്രതീകാത്മക പ്രോഗ്രാമിംഗ്
तुल्यकालन,സമന്വയം
तुल्यकालक,സിൻക്രൊണൈസർ
तुल्यकालिक,സിൻക്രണസ്
तुल्यकालिक अंकीय पदानुक्रम (एस डी एच),സിൻക്രണസ് ഡിജിറ്റൽ ശ്രേണി (SDH)
वाक्य विश्लेषण,വാക്യഘടന വിശകലനം
तंत्र विश्लेषण,സിസ്റ്റം വിശകലനം
तंत्र इंजीनियरी,സിസ്റ്റം എഞ്ചിനീയറിംഗ്
"1.तंत्र विच्छेदक, 2.तंत्र हैकर",സിസ്റ്റം ഹാക്കർ
तंत्र समेकक,സിസ്റ്റം ഇന്റഗ്രേറ്റർ
तंत्र लॉग,സിസ്റ്റം ലോഗ്
तंत्र आच्छद,സിസ്റ്റം മാസ്ക്
तंत्र नेटवर्क संरचना (एस एन ए),സിസ്റ്റം നെറ്റ്‌വർക്ക് ആർക്കിടെക്ചർ (എസ്എൻഎ)
"1.तंत्र प्रोग्रामर, 2.तंत्र क्रमादेशक",സിസ്റ്റം പ്രോഗ്രാമർ
"1.तंत्र पुन: प्रवर्तन, 2.तंत्र पुन: आरंभन",സിസ്റ്റം പുനരാരംഭിക്കുക
तंत्र समापन,സിസ്റ്റം ഷട്ട്ഡൗൺ
तंत्र परीक्षण,സിസ്റ്റം ടെസ്റ്റിംഗ്
तंत्र उपयोगिता,സിസ്റ്റം യൂട്ടിലിറ്റി
"1.व्यवस्थित कोड, 2.व्यवस्थित कूट",വ്യവസ്ഥാപിത കോഡ്
टैब समादेश,ടാബ് കമാൻഡ്
सारणी,മേശ
सारणी अवलोकन,മേശ മുകളിലേക്ക് നോക്കുക
सारणी स्थान,മേശ സ്ഥലം
पटलिका,ടാബ്ലെറ്റ്
"1.सारणीवद्ध, 2.सरणी व्यूह",പട്ടിക അറേ
सारणीकरण फलन,ടാബുലേഷൻ പ്രവർത്തനം
"1.चिह्नित वास्तुकला, 2.चिह्नित संरचना",ടാഗ് ചെയ്ത വാസ്തുവിദ്യ
चिहनित प्रतिबिंब संचिका फर्मा (टिफ),ടാഗ് ചെയ്ത ഇമേജ് ഫയൽ ഫോർമാറ്റ് (TIFF)
अग्रानुक्रम तंत्र,ടാൻഡം സിസ്റ്റം
टेप घनत्व,ടേപ്പ് സാന്ദ്രത
टेप आवरण,ടേപ്പ് മാസ്ക്
टार संचिका,ടാർ ഫയൽ
कार्य,ടാസ്ക്
कार्यदर्शिका,ടാസ്ക് ബാർ
कार्य अनुसूचक,ടാസ്ക് ഷെഡ്യൂളർ
संचरण नियंत्रण प्रोटोकॉल/इनटरनेट प्रोटोकॉल (टी सी पी/आई पी),TCP/IP (ട്രാൻസ്മിഷൻ കൺട്രോൾ പ്രോട്ടോക്കോൾ/ഇന്റർനെറ്റ് പ്രോട്ടോക്കോൾ)
कटाव संक्रिया,കീറിമുറിക്കൽ പ്രവർത്തനം
दूरसंचार,ടെലികോം
दूरसंचार,ടെലികമ്മ്യൂണിക്കേഷൻ
दूरसंवाद,ടെലികോൺഫറൻസ്
दूर सम्मेलन,ടെലികോൺഫറൻസിങ്
"1.तारप्रेषण, 2.टेलीग्राफी",ടെലിഗ്രാഫി
"1.दूरमापी, 2.दूरमिती",ടെലിമെട്രി
"1.दूरभाष, 2.टेलीफोन",ടെലിഫോണ്
दूरभाषी,ടെലിഫോണി
"1.दूरमुद्रक, 2.टेलीप्रिंटर",ടെലിപ്രിന്റർ
दूरप्रक्रमण,ടെലിപ്രോസസിംഗ്
"1.दूरदर्शन, 2.टेलीविजन, 3.दूरदर्शित्र",ടെലിവിഷൻ
टेलेक्स,ടെലക്സ്
"1.दूर जाल, 2.टेलनेट",ടെൽനെറ്റ്
"1.ताप, 3.तापक्रम",താപനില
"1.आकार पट्ट, 2.टेंपलेट, 3.रुपदा",ടെംപ്ലേറ്റ്
दस-पूरक,പത്തിന്റെ പൂരകം
टेरा बाइट,ടെറാ ബൈറ്റ്
टेरा फलाप्स,തേരാ ഫ്ലോപ്പുകൾ
"1.अंतक प्रसंकेतक, 2.टर्मिनल कर्सर",ടെർമിനൽ കഴ്സർ
"1.अंतक आसंधि, 2.टर्मिनल नोड",ടെർമിനൽ നോഡ്
टर्मिनल विंडो,ടെർമിനൽ വിൻഡോ
समापन,അവസാനിപ്പിക്കൽ
त्रि-आधारी,ത്രിതീയ
त्रि-आधारी संक्रिया,ത്രിതല പ്രവർത്തനം
परीक्षण,ടെസ്റ്റ്
परीक्षण व्याप्ति,ടെസ്റ്റ് കവറേജ്
परीक्षण निष्पादन,പരീക്ഷണ ഓട്ടം
परीक्षण आँकड़आ,ടെസ്റ്റ്-ഡാറ്റ
"1.टैक्सट,2. पाठ्य सामग्री",വാചകം
पाठ्य पेटी,ടെക്സ്റ്റ് ബോക്സ്
पाठ्य कर्सर,ടെക്സ്റ്റ് കഴ്സർ
पाठ्य संपादक,ടെക്സ്റ്റ് എഡിറ്റർ
पाठ संचिका,ടെക്സ്റ്റ് ഫയൽ
पाठ्य विधा,ടെക്സ്റ്റ് മോഡ്
पाठ प्रक्रमण,ടെക്സ്റ്റ് പ്രോസസ്സിംഗ്
वाक-पाठ्य (टी टी एस),ടെക്സ്റ്റ് ടു സ്പീച്ച് (TTS)
बुनावट प्रतिचित्रण,ടെക്സ്ചർ മാപ്പിംഗ്
"1.टी फ्लिप फ्लॉप, 2.टी-द्विमानित्र",ടി-ഫ്ലിപ്പ്-ഫ്ലോപ്പ്
तापीय मुद्रकातापीय,തെർമൽ പ്രിന്റർ
"1.प्रिंटर तनु फिल्म स्मृति, 2.तनु फिल्म मेमोरी",നേർത്ത ഫിലിം മെമ്മറി
(TFT) तनु फिल्म ट्रांजिस्टर (टी एफ टी),നേർത്ത ഫിലിം ട്രാൻസിസ്റ്റർ
"1.गहाना, 2.थैशिंग",മർദിക്കുന്നു
सूत्र-चूड़ई,ത്രെഡ്
सूत्रण,ത്രെഡിംഗ്
"1.त्रितल जालक्रम, 2.त्रितल नेटवर्क",ത്രിതല ശൃംഖല
प्रवाह क्षमता,ത്രൂപുട്ട്
काल जटिलता,സമയ സങ്കീർണ്ണത
काल विभाजन बहुसंकेतन (टी डी एम),ടൈം ഡിവിഷൻ മൾട്ടിപ്ലക്‌സിംഗ് (ടിഡിഎം)
काल फ्रेम,ടൈം ഫ്രെയിം
ङ्केसमय सी,ടൈം ഫ്രെയിം
"1.काल यंत्र, 2.काल मशीन, 3.टाइम मशीन",സമയ യന്ത്രം
समय समाप्त,ടൈം ഔട്ട്
"1.कालॉशन, 2.काल क्वांटीकरण",സമയ അളവ്
काल श्रेणी,സമയ പരമ്പര
"1. काल विभाजन ,2. समय सहभाजन",സമയം പങ്കിടൽ
समय सहभाजन तंत्र,സമയം പങ്കിടൽ സംവിധാനം
काल स्टेप,സമയ സ്റ്റാമ്പ്
काल आरेख,സമയ ഡയഗ്രം
वर्णक,ടിന്റ്
टॉगल,ടോഗിൾ ചെയ്യുക
टॉगल चाल,ടോഗിൾ വേഗത
"1.प्रतीक, 2.टोकन",ടോക്കൺ
टोकन बस,ടോക്കൺ ബസ്
टोकन बस,ടോക്കൺ ബസ്
टोकन बस जालक्रम,ടോക്കൺ ബസ് ശൃംഖല
"1.प्रतीक वलय, 2.सांकेतिक वलय",ടോക്കൺ റിംഗ്
टोकन वार्ता,ടോക്കൺ സംസാരം
"1.औजार, 2.उपकरण",ഉപകരണം
शीर्ष-पाद,ടോപ്പ് ഡൗൺ
शीर्ष पाद अभिकल्प,മുകളിൽ നിന്ന് താഴേക്കുള്ള ഡിസൈൻ
"1.नख शिख पद विन्यास, 2.अधोगामी",മുകളിൽ നിന്ന് താഴേക്ക് പാഴ്സിംഗ്
"1.सांस्थिति, 2.स्थान विज्ञान",ടോപ്പോളജി
स्पर्श पैड,ടച്ച് പാഡ്
स्पर्श स्क्रीन,ടച്ച് സ്ക്രീൻ
"1.चिन्ह, 2.निशान, 3.अनुरेखण",ട്രെയ്സ്
अनुरेखण,ട്രാക്കിംഗ്
"1.मार्ग, 2.पथ, 3.लीक",ട്രാക്ക്
"1.ट्रैक डिस्क, 2.पथ डिस्क",ട്രാക്ക് ഡിസ്ക്
पथ टेप,ട്രാക്ക് ടേപ്പ്
"1.अनुमार्गन, 2.अनुपथन",ട്രാക്കിംഗ്
"1.अनुयान, 2.अनुग",ട്രെയിലർ
प्रक्षेप पथ,സഞ്ചാരപഥം
"1.कार्य संपादन, 2.सौदा, 3.लेनदेन, 4.आदान प्रदान",ഇടപാട്
"1.सौदा संचिका, 2.क्रिया-कलाप संचिका",ഇടപാട് ഫയൽ
"1.लेन-देन संलेख, 2.आदान-प्रदान लॉग",ഇടപാട് ലോഗ്
"1.प्रतिलेखन, 2.लिप्यंतरण करना",ട്രാൻസ്ക്രൈബ് ചെയ്യുക
ट्रांसड्यूसर,ട്രാൻസ്ഡ്യൂസർ
अंतरण दर,കൈമാറ്റ നിരക്ക്
अंतरण काल,കൈമാറ്റ സമയം
रुपांतरण,രൂപാന്തരം
क्षणिक त्रुटि,ക്ഷണികമായ പിശക്
संक्रमण काल,സഞ്ചാരമാർഗ സമയം
"1.संक्रमण, 2.संक्रांति",സംക്രമണം
संक्रामक,ട്രാൻസിറ്റീവ്
संक्रमिता,ട്രാൻസിറ്റിവിറ്റി
"1.अनुवाद, 2.अंतरण, 3.अनुभाषण",വിവർത്തനം
"1. संचरण, संचारण ,2.संप्रेषण",പകർച്ച
संप्रेषण नियंत्रण प्रोटोकॉल (टी सी पी),ട്രാൻസ്മിഷൻ കൺട്രോൾ പ്രോട്ടോക്കോൾ (TCP)
"1.संचरण लाइन, 2.संप्रेषण लाइन",ട്രാൻസ്മിഷൻ ലൈൻ
ट्रांसमीटर,ട്രാൻസ്മിറ്റർ
पारदर्शिता,സുതാര്യത
ट्रांसपोंडर,ട്രാൻസ്‌പോണ്ടർ
"1.परिवहन, 2.प्रतिगमन",ഗതാഗതം
पक्षांतरण,ട്രാൻസ്പോസിഷൻ
ट्रांसप्यूटर,ട്രാൻസ്പ്യൂട്ടർ
"1.संप्रेष अभिग्राही, 2.ट्रांस रिसीवर",ട്രാൻസ്സീവർ
"1.प्रपाशन, 2.फांसना, 3.पकड़ना",ട്രാപ്പിംഗ്
चंक्रमण,സഞ്ചരിക്കുക
वृक्ष (चंक्रमण),മരം (സഞ്ചാരം)
तरु नेटवर्क,വൃക്ഷ ശൃംഖല
सहायक परिपथ,ട്രിബ്യൂട്ടറി സർക്യൂട്ട്
तुच्छ आरेख,നിസ്സാര ഗ്രാഫ്
दोष-निवारण,കുഴപ്പം ഷൂട്ട്
"छिन्न, रुंडन",വെട്ടിച്ചുരുക്കുക
सत्यमान सारणी,സത്യ പട്ടിക
"1.टयूनर, 2.समस्वरक, 3.समंजक",ട്യൂണർ
"1.सुरंगन, 2.टनलिंग",ടണലിംഗ്
"1.समंजन, 2.समस्वरण, 3.टयूनिंग",ട്യൂണിംഗ്
टपल,ട്യൂപ്പിൾ
टर्बो पास्कल,ടർബോ പാസ്കൽ
टयूरिंग मशीन,ട്യൂറിംഗ് യന്ത്രം
प्रतिवर्तन काल,സമയം തിരിയുക
प्रतिवर्तन दस्तावेज,പ്രമാണം തിരിക്കുക
प्रतिवर्तन अनुक्रम,ടേൺഅറൗണ്ട് സീക്വൻസ്
युगल केबल,ഇരട്ട കേബിൾ
"1.ऐंठित युगल, 2.व्यावर्तित युग्म",വളച്ചൊടിച്ച ജോഡി
द्वि-पारक स्मरांतरक,രണ്ട് ഭാഗം അസംബ്ലർ
दो का पूरक,രണ്ടിന്റെ പൂരകം
प्रकार,തരം
"1.टाइप फेस, 2.अक्षराकृति",തരം മുഖം
टंकन शीर्ष,തരം തല
मुद्रक चक्र,തരം ചക്രം
टंकण,ടൈപ്പിംഗ്
अबाधित शक्ति स्रोत,തടസ്സമില്ലാത്ത വൈദ്യുതി ഉറവിടം (UPS)
"1.एकल संक्रिया, 2.एक-अंगी प्रणाली",ഏകീകൃത പ്രവർത്തനം
एकल संक्रिया,ഏകീകൃത പ്രവർത്തനം
"1.एकल संकारक, 2.एक अंगी संकारक",unary ഓപ്പറേറ്റർ
अनिश्चितता,അനിശ്ചിതത്വം
अप्रतिबंधी कथन,നിരുപാധിക പ്രസ്താവന
अगणनीय,എണ്ണാൻ പറ്റാത്തത്
अनावरण,അനാവരണം ചെയ്യുക
अनिर्णीय,അനിശ്ചിതമായ
ङ्केअपरिभाषित,നിർവചിക്കാത്തത്
अपरिभाषित अभिलेख,നിർവചിക്കാത്ത റെക്കോർഡ്
अविलोप,ഇല്ലാതാക്കുക
"1.अधोडैश, 2.अधोरेक, 3,अधोयोजक",അടിവരയിടുക
अनिर्दिष्ट,ദിശാബോധമില്ലാത്തത്
"1.अनिर्दिष्ट ग्राफ, 2.अनिर्दिष्ट आलेख",ദിശാബോധമില്ലാത്ത ഗ്രാഫ്
एकसमान दिशा सेवाकाल,ദിശാബോധമില്ലാത്ത സേവന സമയം
निरस्त करना,പഴയപടിയാക്കുക
"1.असंरुपित चक्रिका, 2.असंरुपित डिस्क",ഫോർമാറ്റ് ചെയ്യാത്ത ഡിസ്ക്
समचित्रण,യൂണികാസ്റ്റിംഗ്
"1.यूनीकोड, 2.एकल कूट",യൂണികോഡ്
अनिर्दिष्ट वृक्ष,ഏകപക്ഷീയമായ വൃക്ഷം
समान संसाधन स्थान निर्धारक (य आर एल),യൂണിഫോം റിസോഴ്സ് ലൊക്കേറ്റർ (URL)
एक प्रक्रमण,അൺപ്രോസസ് ചെയ്യുന്നു
अद्वितीय,അതുല്യമായ
अपरिरक्षित व्यावर्तित युगल (यू टी पी),അൺഷീൽഡ് ട്വിസ്റ്റഡ് ജോഡി (UTP)
"1.एकक,2. इकाई",യൂണിറ്റ്
एकक पता,യൂണിറ്റ് വിലാസം
एकक अंतराल,യൂണിറ്റ് ഇടവേള
एकक परीक्षण,യൂണിറ്റ് ടെസ്റ്റിംഗ്
ऐकिक कूट,ഏകീകൃത കോഡ്
एक पद,യൂണിറ്റിം
सार्वत्रिक अतुल्यकालिक अभिग्राही/प्रेषित्र (यू ए आर टी),യൂണിവേഴ്സൽ അസിൻക്രണസ് റിസീവർ/ട്രാൻസ്മിറ്റർ (UART)
सार्व फ्लिप-फ्लाप,സാർവത്രിക ഫ്ലിപ്പ് ഫ്ലോപ്പ്
सार्व समुच्चय,സാർവത്രിക സെറ്റ്
सार्वत्रिक संप्रतीक समुच्चय,സാർവത്രിക പ്രതീക സെറ്റ്
यूनिक्स,യുണിക്സ്
विपाश,അൺലോക്ക് ചെയ്യുക
अनारक्षित क्षेत्र,സുരക്ഷിതമല്ലാത്ത ഫീൽഡ്
अनारक्षित फाइल (संचिका),സുരക്ഷിതമല്ലാത്ത ഫയൽ
अगम्य,എത്തിച്ചേരാനാകുന്നില്ല
अनाच्छ,നിഴൽ മാറ്റുക
अनारक्षित,അൺഷീൽഡ്
असफल आह्वान,പരാജയപ്പെട്ട കോൾ
अनटार,ഉന്താർ
अदयतन असंगतियां,അപ്ഡേറ്റ് അപാകതകൾ
अद्यतीकृत संचिका,പുതുക്കിയ ഫയൽ
अद्यतीकरण,അപ്ഡേറ്റ് ചെയ്യുന്നു
उन्नयन,നവീകരിക്കുക
उन्नयन,നവീകരിക്കുക
अपलिंक,അപ്ലിങ്ക്
उच्च भारण,അപ്‌ലോഡ് ചെയ്യുന്നു
उपरि स्मृति क्षेत्र,മുകളിലെ മെമ്മറി ഏരിയ
"1.प्रति प्रवाह, 2.प्रतिकूल",അപ്സ്ട്രീം
उपरिकाल,പ്രവർത്തനസമയം
"1.ऊर्ध्व, 2.अपरि, 3.ऊर्ध्वगामी",മുകളിലേക്ക്
"1.यूजनेट, 2.उपयोग",യൂസ്നെറ്റ്
"1.जाल उपयोगकर्ता, 2.प्रयोक्ता",ഉപയോക്താവ്
प्रयोक्ता एजेंट,ഉപയോക്തൃ ഏജന്റ്
प्रयोक्ता प्रमाणीकरण,ഉപയോക്തൃ പ്രാമാണീകരണം
प्रयोक्ता आंकड़आ-रेख प्रोटोकॉल (यू डी पी),ഉപയോക്തൃ ഡാറ്റഗ്രാം പ്രോട്ടോക്കോൾ (UDP)
प्रयोक्ता मैत्रीपूर्ण,ഉപയോക്ത ഹിതകരം
प्रयोक्ता पहचान,ഉപയോക്തൃ തിരിച്ചറിയൽ
प्रयोक्ता पहचान (यू.आई.डी.),ഉപയോക്തൃ ഐഡന്റിറ്റി (UID)
प्रयोक्ता अंतरापृष्ठ,ഉപയോക്തൃ ഇന്റർഫേസ്
प्रयोक्ता नाम,ഉപയോക്തൃ നാമം
"1.प्रयोक्ता पार्श्वक, 2.प्रयोक्ता रेखाचित्र",ഉപയോക്തൃ പ്രൊഫൈൽ
उपयोगिता,യൂട്ടിലിറ്റി
उपयोगिता साफ्टवेयर,യൂട്ടിലിറ്റി സോഫ്റ്റ്വെയർ
"1.वैध, 2.मान्य",സാധുതയുള്ളത്
"1वैधीकरण, 2.मान्यीकरण",മൂല്യനിർണ്ണയം
मान्यीकरण प्रोटोकॉल,മൂല്യനിർണ്ണയ പ്രോട്ടോക്കോളുകൾ
मान्यीकरण परीक्षण,മൂല്യനിർണ്ണയ പരിശോധന
"1.वैधता जांच, 2.मान्यता जांच",സാധുത പരിശോധന
मूल्ययुक्त जालक्रम (वैन),മൂല്യവർദ്ധിത നെറ്റ്‌വർക്ക് (VAN)
मूल्ययुक्त पुनविक्रेता (वी ए आर),മൂല്യവർദ്ധിത റീസെല്ലർ (VAR)
लोपी बिंदु,അപ്രത്യക്ഷമാകുന്ന പോയിന്റ്
"1.वेपरवेयर,2. वाष्प पात्र",നീരാവി പാത്രങ്ങൾ
प्रसरण,വേരിയബിൾ
परिवर्ती पता,വേരിയബിൾ വിലാസം
परिवर्ती बिट दर,വേരിയബിൾ ബിറ്റ് നിരക്ക്
परिवर्ती क्षेत्र लंबाई,വേരിയബിൾ ഫീൽഡ് നീളം
"1.परिवर्ती लंबाई कोड,2.परिवर्ती लंबाई कूट",വേരിയബിൾ നീളം കോഡ്
"1.परिवर्ती नाम, 2.परिवर्त्य नाम, 3.चर नाम",വേരിയബിൾ നാമം
"1.चर,2. परिवर्ती",വാരിയാലെ
सदिश,വെക്റ്റർ
"1.सदिश ग्राफिक्स, 2.सदिश आलेखी",വെക്റ്റർ ഗ്രാപ്ഡിക്സ്
सदिश प्रक्रमण,വെക്റ്റർ പ്രെസെസിംഗ്
सदिशकृत आंतरायण,വെക്റ്റർ ചെയ്ത തടസ്സങ്ങൾ
वेन आरेख,വെൻ &#39;രേഖാചിത്രം
सत्यापन एवं वैधीकरण (वी एण्ड वी),സ്ഥിരീകരണവും മൂല്യനിർണ്ണയവും (V&amp;V)
रुपांतरण नियंत्रण,പതിപ്പ് നിയന്ത്രണം
"1.रूपांतरण संख्या,2.रूपांतरण अंक",പതിപ്പ് നമ്പർ
शीर्ष,വെർട്ടക്സ്
ऊर्ध्वाधर प्रक्रमक,ലംബ പ്രോസസ്സർ
अतिवृहत् एकीकरण (वी एल एस आई ),വളരെ വലിയ തോതിലുള്ള ഏകീകരണം (VLSI)
