English,Telugu
Soil moisture deficit,నేల తేమ లోటు
Soil organic matter,నేల సేంద్రియ పదార్థం
Soil porosity,నేల సచ్ఛిద్రత
Soil productivity,నేల ఉత్పాదకత
Soil profile,నేల ప్రొఫైల్
Soil quality,నేల నాణ్యత
Soil reaction,నేల ప్రతిచర్య
Soil resistance,నేల నిరోధకత
Soil salinity,నేల లవణీయత
Soil science,నేల శాస్త్రం
Soil sickness,నేల అనారోగ్యం
Soil sieving,నేల జల్లెడ
Soil solution,నేల ద్రావణం
Soil sterilent,నేల స్టెరిలెంట్
Soil structure,నేల నిర్మాణం
Soil suspension,నేల సస్పెన్షన్
Soil testing,నేల పరీక్ష
Soil texture,నేల ఆకృతి
Soil water potential,నేల నీటి సామర్థ్యం
Soil water,నేల నీరు
Solar constant,సౌర స్థిరాంకం
Solar radiation,సౌర వికిరణం
Solar spectrum,సౌర స్పెక్ట్రం
Solarization,సౌరీకరణ
Sole crop,ఏకైక పంట
Soluble sodium percentage,కరిగే సోడియం శాతం
Somatic cell,సోమాటిక్ సెల్
Somatic embryo,సోమాటిక్ పిండం
Somatic hybridization,సోమాటిక్ హైబ్రిడైజేషన్
Sorghum injury,జొన్న గాయం
Sos gene,SOS జన్యువు
Southern blotting,సదరన్ బ్లాటింగ్
Spacing (plant),అంతరం (మొక్క)
Spadix,స్పాడిక్స్
Spathe,స్పాట్
Special arrangement,ప్రత్యేక అమరిక
Specialised cropping,ప్రత్యేక పంట
Specialized farming,ప్రత్యేక వ్యవసాయం
Species,జాతులు
Specific crop intensity index,నిర్దిష్ట పంట తీవ్రత సూచిక
Specific gravity,నిర్దిష్ట ఆకర్షణ
Specific humidity,నిర్దిష్ట తేమ
Specific leaf area,నిర్దిష్ట ఆకు ప్రాంతం
Spermatogenesis,స్పెర్మాటోజెనిసిస్
S-phase,ఎస్-ఫేజ్
Spike,స్పైక్
Spikelet,స్పైక్లెట్
Spindle bush,స్పిండిల్ బుష్
Splash erosion,స్ప్లాష్ కోత
Splicing,స్ప్లికింగ్
Split application,స్ప్లిట్ అప్లికేషన్
Split genes,స్ప్లిట్ జన్యువులు
Split plot design,స్ప్లిట్ ప్లాట్ డిజైన్
Spongy tissue,స్పాంజి టిష్యూ
Spontaneous mutation,ఆకస్మిక మ్యుటేషన్
Spore,బీజాంశం
Sprinkler irrigation,స్ప్రింక్లర్ ఇరిగేషన్
Spudding,స్పడ్డింగ్
Spur,స్పర్
Spur bearing,స్పర్ బేరింగ్
Squall,స్క్వాల్
Stabilizing agent,స్థిరీకరణ ఏజెంట్
Standard deviation,ప్రామాణిక విచలనం
Staple crop,ప్రధాన పంట
Start codon,ప్రారంభ కోడాన్
Starter solution,స్టార్టర్ పరిష్కారం
Stem borer,కాండం బోరర్
Stem-end,కాండం-ముగింపు
Stenospermocarpy,స్టెనోస్పెర్మోకార్పీ
Steppe,స్టెప్పీ
Sterilization,స్టెరిలైజేషన్
Stigma receptivity,స్టిగ్మా గ్రహణశక్తి
Stigma,కళంకం
Stilt root,స్టిల్ట్ రూట్
Stolon,స్టోలన్
Stomata,స్టోమాటా
Stooling,మలం
Stop codon,కోడాన్ ఆపు
Stratified,స్ట్రాటిఫైడ్
Stratification,స్ట్రాటిఫికేషన్
Straw,గడ్డి
Stress,ఒత్తిడి
Strip cropping,స్ట్రిప్ పంట
Strip intercropping,స్ట్రిప్ ఇంటర్‌క్రాపింగ్
Stroma,స్ట్రోమా
Stubble,మొండి
Stubble mulching,మొద్దు మల్చింగ్
Style,శైలి
Sub humid,ఉప తేమ
Suberication,సబరేషన్
Submergence,మునిగిపోవడం
Subsistence farming,జీవనాధార వ్యవసాయం
Subsoiling,సబ్‌సూలింగ్
Sub-species,ఉప జాతులు
Substitution cropping,ప్రత్యామ్నాయ పంట
Substrate,ఉపరితలం
Subsurface irrigation,ఉపరితల నీటిపారుదల
Succession,వారసత్వం
Succulent,రసంతో
Sucker,సక్కర్
Sui-generis,సుయి-జెనెరిస్
Sun-curing,సన్-క్యూరింగ్
Supplemental irrigation,అనుబంధ నీటిపారుదల
Supplementary enterprise,అనుబంధ సంస్థ
Supplementary interaction,అనుబంధ పరస్పర చర్య
Supressor gene,సప్రెజర్ జన్యువు
Surfactant,సర్ఫ్యాక్టెంట్
Susceptible,అవకాశం
Suspension culture,సస్పెన్షన్ సంస్కృతి
Sustainable agriculture,స్థిరమైన వ్యవసాయం
Sustainable development,స్థిరమైన అభివృద్ధి
Swarming,సమూహ
Sword leaf,కత్తి ఆకు
Syconium,సైకియం
Symbiosis,సహజీవనం
Syngamy,సింగామి
System of rice intensification,బియ్యం తీవ్రత యొక్క వ్యవస్థ
Systemic herbicide,దైహిక హెర్బిసైడ్
Safflower,కుసుమ
Saffron,కుంకుమ
Sage,సేజ్
Sal,సాల్
Salvia,సాల్వియా
Sandal wood,చెప్పు కలప
Sapota,సపోటా
Screwpine,స్క్రూపైన్
Seabuckhorn,సీబక్‌హార్న్
Senna,సెన్నా
Serpentine wood,పాము కలప
Sesame,నువ్వులు
Snake gourd,పాము పొట్లకాయ
Snap melon,పుచ్చకాయ స్నాప్
Soapnut,సబ్బు నట్
Sorghum,జొన్న
Soybean,సోయాబీన్
Spanish cherry,స్పానిష్ చెర్రీ
Spinach,బచ్చలికూర
Spindle wood,కుదురు కలప
Sponge gourd,స్పాంజ్ పొట్లకాయ
Stevia,స్టెవియా
Stinging nettle,స్టింగ్ రేగుట
Stone flower,రాతి పువ్వు
Strawberry,స్ట్రాబెర్రీ
Sudan grass,సుడాన్ గడ్డి
Sugarcane,చెరుకుగడ
Summer squash,సమ్మర్ స్క్వాష్
Sunflower,పొద్దుతిరుగుడు
Sunhemp,సన్‌హెంప్
Sweet clover,తీపి క్లోవర్
Sweet gourd,తీపి పొట్లకాయ
Sweet potato,తీపి బంగాళాదుంప
Sweet violet,తీపి వైలెట్
Sap sucker,సాప్ సక్కర్
Saw fly,చూసింది ఫ్లై
Scale insect,స్కేల్ క్రిమి
Semilooper,సెమిలూపర్
Shoot borer,షూట్ బోరర్
Silkworm,పట్టు పురుగు
Snail,నత్త
Sparrow,స్పారో
Spider,సాలీడు
Squirrel,ఉడుత
Stalk borer,కొమ్మ బోర్
Stem borer,కాండం బోరర్
Stem girdler,కాండం గిర్డ్లర్
Stone weevil,స్టోన్ వీవిల్
Soil scientist,నేల శాస్త్రవేత్త
Tactic movement,వ్యూహాత్మక ఉద్యమం
Tagging (labelling),ట్యాగింగ్
Tank silt,ట్యాంక్ సిల్ట్
Tap root,రూట్ నొక్కండి
Tassel (maize),మొక్క
Taxonomy,వర్గీకరణ
Technology,సాంకేతికం
Temperate zone,సమశీతోష్ణ జోన్
Temporary wilting,తాత్కాలిక విల్టింగ్
Tendril,టెండ్రిల్
Tensiometer,టెన్సియోమీటర్
Tepal,టెపాల్
Teratogeny,టెరాటోజెని
Termination codon,ముగింపు కోడాన్
Terrace,టెర్రేస్
Terrace interval,టెర్రస్ విరామం
Terrestrial radiation,భూగోళ రేడియేషన్
Terrestrial weeds,భూసంబంధమైన కలుపు మొక్కలు
Test cross,టెస్ట్ క్రాస్
Test weight,పరీక్ష బరువు
Testa,టెస్టా
Tetrad,టెట్రాడ్
Tetraploid,టెట్రాప్లాయిడ్
Tetraploidy,టెట్రాప్లాయిడి
Thalamus,థాలమస్
Thermal conductivity,ఉష్ణ వాహకత
Thermal diffusivity,థర్మల్ డిఫ్యూసివిటీ
Thermal induction,థర్మల్ ఇండక్షన్
Thermocouple,థర్మోకపుల్
Thermograph,థర్మోగ్రాఫ్
Thermoperiodicity,థర్మోపెడిసిటీ
Thermoperiodism,థర్మోపెరియోడిజం
Thermophile,థర్మోఫైల్
Thermotaxis,థర్మోటాక్సిస్
Thinning out,సన్నబడటం
Threshing,నూర్పిడి
Ti plasmid,టి ప్లాస్మిడ్
Tidal swamps,టైడల్ చిత్తడి నేలలు
Tile drainage,టైల్ డ్రైనేజ్
Tillability,టిల్లియబిలిటీ
Tillage,పండించడం
Tiller (plant),టిల్లర్ (మొక్క)
Tillering,టిల్లరింగ్
Tillering stage,టిల్లరింగ్ దశ
Tilth,టిల్త్
Tissue testing,కణజాల పరీక్ష
Toddy,పసిపిల్లలు
Tolerance,ఓరిమి
Top soil,పై నేల
Topato,టోపాటో
Top-dressing,టాప్-డ్రెస్సింగ్
Topoclimatology,టోపోక్లిమాటాలజీ
Topping (tobacco),పైన ఉండిపోయిన పొగాకు)
Total digestible nutrient,మొత్తం జీర్ణమయ్యే పోషకం
Total factor productivity,మొత్తం కారకాల ఉత్పాదకత
Total soluble solids,మొత్తం కరిగే ఘనపదార్థాలు
Totipotency,టోటిపోటెన్సీ
Toxicity,విషపూరితం
Toxin,టాక్సిన్
Trace elements,ట్రేస్ ఎలిమెంట్స్
Tracer elements,ట్రేసర్ ఎలిమెంట్స్
Transacting,లావాదేవీలు
Transcription,ట్రాన్స్క్రిప్షన్
Transformation,పరివర్తన
Transgenic,ట్రాన్స్‌జెనిక్
Translation,అనువాదం
Translocation,ట్రాన్స్‌లోకేషన్
Transmittance,ప్రసారం
Transpiration coefficient,ట్రాన్స్పిరేషన్ గుణకం
Transpiration pull,ట్రాన్స్పిరేషన్ పుల్
Transpiration ratio,ట్రాన్స్పిరేషన్ నిష్పత్తి
Transplant shock,మార్పిడి షాక్
Transplanter,మార్పిడి
Transplanting,మార్పిడి
Transported soil,రవాణా చేసిన నేల
Transposon,ట్రాన్స్‌పోసన్
Transverse drainage,విలోమ పారుదల
Trap crops,ఉచ్చు పంటలు
Trashing,చెత్త
Treatment,చికిత్స
Tree cropping,చెట్టు పంట
Tree ring,చెట్టు ఉంగరం
Trial,ట్రయల్
Trickle irrigation,ఇరిగేషన్ మోసగించండి
Trigger factor,ట్రిగ్గర్ కారకం
Triploid,ట్రిప్లాయిడ్
Tripple cropping,ట్రిపుల్ క్రాపింగ్
Trophic level,ట్రోఫిక్ స్థాయి
Tropic movements,ట్రాపిక్ కదలికలు
Tropical region,ఉష్ణమండల ప్రాంతం
Tropism,ఉష్ణమండల
True density,నిజమైన సాంద్రత
True digestibility,నిజమైన డైజెస్టిబిలిటీ
Truncated profile,కత్తిరించబడిన ప్రొఫైల్
Truncated soil,కత్తిరించిన నేల
Tsunami,సునామి
Tuber crops,గడ్డ దినుసు పంటలు
Tuber,ట్యూబర్
Tumour,కణితి
Tuncation of soil,మట్టి యొక్క పంక్తి
Tundra,టండ్రా
Turf,మట్టిగడ్డ
Turgid,టర్గిడ్
Turgor movement,టర్గర్ ఉద్యమం
Turgor pressure,టర్గర్ పీడనం
Turgor,టర్గర్
Turner's syndrome,టర్నర్ సిండ్రోమ్
Type (plant),రకం (మొక్క)
Type I error,టైప్ I లోపం
Type II error,టైప్ II లోపం
Typhoon,టైఫూన్
Tamarind,చింతపండు
Tarragon,టార్రాగన్
Temple or pagoda tree,ఆలయం లేదా పుచ్చోమ చెట్టు
Thistle,తిస్టిల్
Thuja,థుజా
Thyme,థైమ్
Tobacco,పొగాకు
Tomato,టమోటా
Tree of sorrow,దు orrow ఖం చెట్టు
Triticale,ట్రిటికేల్
Trumpet vine,ట్రంపెట్ వైన్
Tuberose,ట్యూబెరోస్
Turmeric,పసుపు
Turnip,టర్నిప్
Typha (Indian reed mace),భారతీయుగపు ఎర్ర ఖున్నము
Tea mosquito,టీ దోమ
Termites (white ant),చెంప
Thrips,త్రిప్స్
Ultracentrifugation,అల్ట్రాసెంట్రిఫ్యూగేషన్
Ultrasound,అల్ట్రాసౌండ్
Umbel,అంబెల్
Uncoupling,అన్‌కౌప్లింగ్
Unfruitfulness,అవాంఛనీయమైనది
Univalent,వివేకం
Universal genetic code,యూనివర్సల్ జన్యు కోడ్
Universal soil loss equation,సార్వత్రిక నేల నష్టం
Unsaturated fatty acids,అసంతృప్త కొవ్వు ఆమ్లాలు
Upland rice,అప్‌ల్యాండ్ రైస్
Upland,ఎత్తైన చోటు
Urban compost,పట్టణ కంపోస్ట్
Urea,యూరియా
Urease,యూరియా
Ulla grass,ఉల్లా గడ్డి
Vaccine,టీకా
Vacuole,వాక్యూల్
Value-added agriculture,విలువ-ఆధారిత వ్యవసాయం
Value added product,విలువ జోడించిన ఉత్పత్తి
Value addition,విలువ అదనంగా
Value cost ratio,విలువ ఖర్చు నిష్పత్తి
VAM (vesicular arbuscular),దవడ ఎముక
Vapour heat treatment,ఆవిరి వేడి చికిత్స
Vapour pressure,ఆవిరి పీడనం
Variable cost,వేరియబుల్ ఖర్చు
Variable gene,వేరియబుల్ జన్యువు
Variable rate technology,వేరియబుల్ రేట్ టెక్నాలజీ
Variance,వ్యత్యాసం
Variation,వైవిధ్యం
Variety,వెరైటీ
Vector,వెక్టర్
Vegetation,వృక్ష సంపద
Vegetation degradation,వృక్షసంపద క్షీణత
Vegetative barrier,ఏపుగా ఉండే అవరోధం
Vegetative cover,ఏపుగా కవర్
Vegetative propagation,ఏపుగా ప్రచారం
Vegetative stage,ఏపుగా ఉండే దశ
Venation,వెనిషన్
Vermicastings,వర్మికాస్టింగ్స్
Vermicompost,వర్మికంపోస్ట్
Vernalization,వర్నలైజేషన్
Vertical mulching,నిలువు మల్చింగ్
Vertisol,వెర్టిసోల్
Viability (seed),సాధ్యత (విత్తనం)
Vine,వైన్
Vinegar,వెనిగర్
Vir gene,వీర్ జీన్
Virgin land,వర్జిన్ ల్యాండ్
Virgin soil,వర్జిన్ మట్టి
Virulence,వైరలెన్స్
Virus,వైరస్
Virus coat protein,వైరస్ కోట్ ప్రోటీన్
Virus indexing,వైరస్ ఇండెక్సింగ్
Viscosity,స్నిగ్ధత
Visible radiation,కనిపించే రేడియేషన్
Vitamins,విటమిన్లు
Viticulture,విటికల్చర్
Viviparous,వివిపరస్
Void space,శూన్య స్థలం
Volatilization,అస్థిరత
Volunteer plants,వాలంటీర్ ప్లాంట్లు
Vanilla,వనిల్లా
Vetiver,వెటివర్
Veterinanian doctor,పశువైద్య వైద్యుడు
Virologist,వైరాలజిస్ట్
Wage,వేతనం
Warm blooded animal,వెచ్చని రక్తపాత జంతువు
Waste management,వ్యర్థ పదార్థాల నిర్వహణ
Wastelands,బంజర భూములు
Water application efficiency,నీటి అప్లికేషన్ సామర్థ్యం
Water application rate,నీటి దరఖాస్తు రేటు
Water balance,నీటి సమతుల్యత
Water compaction,నీటి సంపీడనం
Water conservation,నీటి పొదుపు
Water consumption,నీటి వినియోగం
Water conveyance efficiency,నీటి రవాణా సామర్థ్యం
Water culture,నీటి సంస్కృతి
Water deficit,నీటి లోటు
Water distribution efficiency,నీటి పంపిణీ సామర్థ్యం
Water duty,వాటర్ డ్యూటీ
Water furrow,నీటి బొచ్చు
Water gates,నీటి ద్వారాలు
Water logging,నీటి లాగింగ్
Water management,నీటి నిర్వహణ
Water requirement of crops,పంటల నీటి అవసరం
Water saturation deficit,నీటి సంతృప్త లోటు
Water table,నీటి పట్టిక
Water use efficiency,నీటి వినియోగ సామర్థ్యం
Water yield,నీటి దిగుబడి
Water-harvesting,నీటి పెంపకం
Watershed,వాటర్‌షెడ్
Watershed management,వాటర్‌షెడ్ మేనేజ్‌మెంట్
Watershed treatment,వాటర్‌షెడ్ చికిత్స
Watershed-based system,వాటర్‌షెడ్-ఆధారిత వ్యవస్థ
Waterway,జలమార్గం
Wave-length,వేవ్-లెంగ్త్
Waxing,వాక్సింగ్
Weather,వాతావరణం
Weathering,వాతావరణం
Weed,కలుపు
Weed control,కలుపు నియంత్రణ
Weed control efficiency,కలుపు నియంత్రణ సామర్థ్యం
Weed eradication,కలుపు నిర్మూలన
Weed index,కలుపు సూచిక
Western blotting,వెస్ట్రన్ బ్లాటింగ్
Weed spectrum,కలుపు స్పెక్ట్రం
Weeding,కలుపు తీయుట
Wet-bulb depression,తడి-బల్బ్ మాంద్యం
Wet-bulb temperature,తడి-బల్బ్ ఉష్ణోగ్రత
Wet-bulb thermometer,తడి-బల్బ్ థర్మామీటర్
Wetland,చిత్తడి నేల
Wet planting,తడి నాటడం
Wet season,తడి సీజన్
Wet seeding,తడి విత్తనాలు
Wet year,తడి సంవత్సరం
Wettable powder,తడి చేయదగిన పౌడర్
Wetting agent,చెమ్మగిల్లడం ఏజెంట్
Whirling psychrometer,సుడిగాలి సైకోమీటర్
White revolution,తెలుపు విప్లవం
Whole farm analysis,మొత్తం వ్యవసాయ విశ్లేషణ
Whole farm approach,మొత్తం వ్యవసాయ విధానం
Wider adaptibility,విస్తృత అనుకూలత
Wilting point,విల్టింగ్ పాయింట్
Wind break,గాలి విరామం
Wind energy,గాలి శక్తి
Wind erosion,గాలి కోత
Wind generation,గాలి ఉత్పత్తి
Wind mill,విండ్మిల్
Wind power,పవన శక్తి
Wind speed,గాలి వేగం
Wind strip cropping,విండ్ స్ట్రిప్ క్రాపింగ్
Wind velocity,గాలి వేగం
Wind,గాలి
Windrow,విండ్రో
Windrower,విండ్‌రోవర్
Wind-vane,స న్న టి గా లి
Winnower,విన్నోవర్
Winnowing,విన్నోవింగ్
Wobble hypothesis,చలనం ఉన్న పరికల్పన
Womb,గర్భం
Wood ash,కలప బూడిద
Wood gas,కలప వాయువు
Work,పని
Walnut,వాల్నట్
Water cress,వాటర్ క్రెస్
Water hyacinth,నీటి హైసింత్
Water melon,నీటి పుచ్చకాయ
Water mint,నీటి పుదీనా
Weeping willow,విల్లో ఏడుపు
West Indian mahogany,వెస్ట్ ఇండియన్ మహోగని
Wheat,గోధుమ
White clover,వైట్ క్లోవర్
White mulbery,వైట్ మల్బరీ
White popinec,వైట్ పాపినెక్
White willow,వైట్ విల్లో
Wild marjorim,వైల్డ్ మార్జోరిమ్
Wild oat,వైల్డ్ వోట్
Winged bean,రెక్కలుగల బీన్
Winter squash,చలికాలం లో ఆడే ఆట
Withania,విథానియా
"Wood sorrel, oxalis","వుడ్ సోరెల్, ఆక్సాలిస్"
Wasp,కందిరీగ
Weaver bird,వీవర్ బర్డ్
Weevil,వీవిల్
White grup,వైట్ గ్రప్
Woolly aphid,వూలీ అఫిడ్
Xanthinuria,శాంతినురియా
Xanthophyll,క్శాంతోఫిల్
X-chromosome,X- క్రోమోజోమ్
Xenia,జెనియా
Xeroderma pigmentosum,జిరోడెర్మా పిగ్మెంటోసమ్
Xerophyte,ఎరోఫైట్
Xerophytism,జిరోఫైటిజం
X-ray diffraction,ఎక్స్-రే డిఫ్రాక్షన్
Xylem,జిలేమ్
Xylophyte,జిలోఫైట్
Y' trellis,Y 'ట్రెల్లిస్
Y-chromosome,Y- క్రోమోజోమ్
Yeast,ఈస్ట్
Yeast extract,ఈస్ట్ సారం
Yellow revolution,పసుపు విప్లవం
Yellowing,పసుపు
Yield component,దిగుబడి భాగం
Yield monitoring,దిగుబడి పర్యవేక్షణ
Yield potential,దిగుబడి సంభావ్యత
Yield stability,దిగుబడి స్థిరత్వం
Yolk,పచ్చసొన
Yellow berried nightshade,పసుపు బెర్రీడ్ నైట్ షేడ్
Yellow myrobalan,పసుపు మైరోబాలన్
Zaid,జైద్
Z-chromosome,Z- క్రోమోజోమ్
Z-DNA,Z-DNA
Zeatin,జీటిన్
Zero energy cool chamber,చనుమొన శూన్యము
Zero tillage,సున్నా సాగు
Zero tolerance,సున్నా సహనం
Zinc deficiency,జింక్ లోపం
Zinc finger protein,జింక్ ఫింగర్ ప్రోటీన్
Zincated urea,జింక్యూటెడ్ యూరియా
Zona pellucida,జోనా పెలుసిడా
Zoophily,జూఫిలీ
Zooplankton,జూప్లాంక్టన్
Zygote,జైగోట్
Zygotic lethal gene,జైగోటిక్ ప్రాణాంతక జన్యువు
Zanthophylum,జాంతోఫిలం
Zoologist,జంతుశాస్త్రవేత్త
